,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
43,1,5:40.0,Defensive rebound by A. Aminu,,4,13
44,1,5:34.0,C. McCollum makes 2-pt jump shot from 11 ft (assist by A. Aminu),,6,13
45,1,5:14.0,,D. Exum misses 3-pt jump shot from 24 ft,6,13
46,1,5:14.0,Defensive rebound by M. Harkless,,6,13
47,1,5:02.0,D. Lillard misses 2-pt jump shot from 4 ft,,6,13
48,1,5:01.0,,Defensive rebound by R. Gobert,6,13
49,1,4:54.0,,R. Gobert makes 2-pt layup from 2 ft,6,15
50,1,4:27.0,M. Harkless misses 2-pt jump shot from 14 ft,,6,15
51,1,4:27.0,,Defensive rebound by B. Diaw,6,15
52,1,4:21.0,,Personal foul by C. McCollum,6,15
53,1,4:21.0,,S. Mack enters the game for D. Exum,6,15
54,1,4:21.0,,J. Johnson enters the game for B. Diaw,6,15
55,1,4:21.0,A. Crabbe enters the game for C. McCollum,,6,15
56,1,4:21.0,E. Turner enters the game for M. Harkless,,6,15
57,1,4:05.0,,G. Hayward misses 2-pt jump shot from 21 ft,6,15
58,1,4:04.0,Defensive rebound by D. Lillard,,6,15
59,1,3:55.0,D. Lillard makes 2-pt layup from 2 ft,,8,15
60,1,3:39.0,,Turnover by J. Ingles (bad pass; steal by A. Crabbe),8,15
61,1,3:26.0,D. Lillard misses 2-pt layup from 2 ft (block by R. Gobert),,8,15
62,1,3:26.0,Offensive rebound by Team,,8,15
63,1,3:26.0,,A. Burks enters the game for J. Ingles,8,15
64,1,3:19.0,E. Turner misses 2-pt jump shot from 13 ft,,8,15
65,1,3:18.0,,Defensive rebound by G. Hayward,8,15
66,1,3:08.0,,G. Hayward makes 2-pt jump shot from 13 ft,8,17
67,1,2:50.0,Shooting foul by J. Johnson (drawn by A. Aminu),,8,17
68,1,2:50.0,,Utah full timeout,8,17
69,1,2:50.0,A. Aminu makes free throw 1 of 2,,9,17
70,1,2:50.0,A. Aminu makes free throw 2 of 2,,10,17
71,1,2:29.0,,S. Mack misses 2-pt jump shot from 13 ft,10,17
72,1,2:29.0,,Offensive rebound by S. Mack,10,17
73,1,2:29.0,,S. Mack misses 2-pt layup from 13 ft,10,17
74,1,2:28.0,Defensive rebound by E. Turner,,10,17
75,1,2:17.0,M. Leonard misses 3-pt jump shot from 24 ft,,10,17
76,1,2:17.0,,Defensive rebound by R. Gobert,10,17
77,1,1:59.0,,G. Hayward makes 2-pt jump shot from 14 ft,10,19
78,1,1:38.0,A. Crabbe misses 2-pt jump shot from 22 ft,,10,19
79,1,1:37.0,,Defensive rebound by R. Gobert,10,19
80,1,1:28.0,,Personal foul by E. Turner (drawn by G. Hayward),10,19
81,1,1:28.0,S. Napier enters the game for D. Lillard,,10,19
82,1,1:28.0,,J. Withey enters the game for R. Gobert,10,19
83,1,1:28.0,C. McCollum enters the game for A. Aminu,,10,19
84,1,1:22.0,,S. Mack misses 2-pt jump shot from 11 ft,10,19
85,1,1:22.0,Defensive rebound by E. Turner,,10,19
86,1,1:05.0,A. Crabbe makes 2-pt layup from 2 ft,,12,19
87,1,0:42.0,,J. Johnson misses 2-pt jump shot from 10 ft,12,19
88,1,0:41.0,Defensive rebound by S. Napier,,12,19
89,1,0:33.0,C. McCollum makes 2-pt layup from 1 ft,,14,19
90,1,0:17.0,,G. Hayward makes 3-pt jump shot from 25 ft,14,22
91,1,0:04.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,17,22
92,1,0:00.0,,G. Hayward makes 2-pt jump shot from 13 ft,17,24
93,2,11:50.0,,Violation by J. Ingles (kicked ball),17,24
94,2,11:41.0,E. Turner misses 3-pt jump shot from 23 ft,,17,24
95,2,11:41.0,,Defensive rebound by J. Ingles,17,24
96,2,11:27.0,,Turnover by J. Johnson (lost ball; steal by E. Turner),17,24
97,2,11:21.0,Turnover by S. Napier (lost ball; steal by J. Withey),,17,24
98,2,11:13.0,,A. Burks misses 2-pt jump shot from 10 ft,17,24
99,2,11:12.0,Defensive rebound by E. Turner,,17,24
100,2,10:59.0,Turnover by E. Turner (lost ball; steal by J. Johnson),,17,24
101,2,10:44.0,,J. Johnson misses 2-pt jump shot from 10 ft,17,24
102,2,10:43.0,Defensive rebound by S. Napier,,17,24
103,2,10:31.0,M. Leonard makes 2-pt jump shot from 19 ft,,19,24
104,2,10:08.0,,A. Burks makes 2-pt layup from 2 ft,19,26
105,2,9:53.0,C. McCollum makes 2-pt layup from 3 ft,,21,26
106,2,9:30.0,,J. Withey makes 2-pt layup from 2 ft (assist by J. Johnson),21,28
107,2,9:13.0,,Violation by J. Withey (def goaltending),21,28
108,2,9:13.0,C. McCollum makes 2-pt layup from 3 ft,,23,28
109,2,8:59.0,,Turnover by J. Ingles (traveling),23,28
110,2,8:59.0,Portland full timeout,,23,28
111,2,8:59.0,,B. Diaw enters the game for S. Mack,23,28
112,2,8:59.0,,R. Gobert enters the game for J. Johnson,23,28
113,2,8:59.0,,D. Exum enters the game for J. Withey,23,28
114,2,8:59.0,N. Vonleh enters the game for M. Leonard,,23,28
115,2,8:46.0,C. McCollum misses 2-pt jump shot from 3 ft,,23,28
116,2,8:45.0,,Defensive rebound by D. Exum,23,28
117,2,8:23.0,,Turnover by B. Diaw (lost ball; steal by E. Turner),23,28
118,2,8:20.0,A. Crabbe makes 2-pt layup from 2 ft,,25,28
119,2,8:20.0,Shooting foul by J. Ingles (drawn by A. Crabbe),,25,28
120,2,8:20.0,A. Crabbe misses free throw 1 of 1,,25,28
121,2,8:20.0,M. Harkless enters the game for S. Napier,,25,28
122,2,8:20.0,,S. Mack enters the game for A. Burks,25,28
123,2,8:20.0,,G. Hayward enters the game for J. Ingles,25,28
124,2,8:19.0,Offensive rebound by Team,,25,28
125,2,8:19.0,,Loose ball foul by D. Exum (drawn by A. Crabbe),25,28
126,2,8:10.0,C. McCollum makes 2-pt jump shot from 18 ft,,27,28
127,2,7:49.0,,Personal foul by C. McCollum,27,28
128,2,7:45.0,,D. Exum makes 2-pt dunk at rim (assist by B. Diaw),27,30
129,2,7:29.0,C. McCollum makes 2-pt jump shot from 18 ft,,29,30
130,2,7:11.0,,G. Hayward misses 3-pt jump shot from 24 ft,29,30
131,2,7:11.0,Defensive rebound by A. Crabbe,,29,30
132,2,7:03.0,C. McCollum makes 2-pt layup from 2 ft,,31,30
133,2,6:58.0,,Utah full timeout,31,30
134,2,6:58.0,D. Lillard enters the game for A. Crabbe,,31,30
135,2,6:48.0,,S. Mack makes 2-pt layup at rim,31,32
136,2,6:31.0,Turnover by C. McCollum (bad pass; steal by D. Exum),,31,32
137,2,6:15.0,,D. Exum misses 3-pt jump shot from 24 ft,31,32
138,2,6:14.0,,Offensive rebound by B. Diaw,31,32
139,2,6:05.0,,B. Diaw misses 2-pt layup from 2 ft,31,32
140,2,6:05.0,Defensive rebound by N. Vonleh,,31,32
141,2,5:53.0,Personal foul by D. Exum (drawn by D. Lillard),,31,32
142,2,5:53.0,A. Aminu enters the game for N. Vonleh,,31,32
143,2,5:53.0,,J. Ingles enters the game for S. Mack,31,32
144,2,5:53.0,,J. Johnson enters the game for B. Diaw,31,32
145,2,5:45.0,D. Lillard misses 2-pt jump shot from 22 ft,,31,32
146,2,5:44.0,,Defensive rebound by R. Gobert,31,32
147,2,5:35.0,,R. Gobert makes 2-pt layup from 3 ft (assist by G. Hayward),31,34
148,2,5:14.0,A. Aminu misses 2-pt jump shot from 20 ft,,31,34
149,2,5:12.0,,Defensive rebound by J. Ingles,31,34
150,2,5:05.0,,J. Ingles misses 2-pt layup from 2 ft (block by A. Aminu),31,34
151,2,5:04.0,,Offensive rebound by J. Ingles,31,34
152,2,4:58.0,,Offensive foul by J. Johnson (drawn by C. McCollum),31,34
153,2,4:58.0,,Turnover by J. Johnson (offensive foul),31,34
154,2,4:58.0,A. Crabbe enters the game for E. Turner,,31,34
155,2,4:38.0,C. McCollum misses 3-pt jump shot from 25 ft,,31,34
156,2,4:37.0,Offensive rebound by M. Harkless,,31,34
157,2,4:35.0,M. Harkless makes 2-pt layup from 2 ft,,33,34
158,2,4:20.0,,G. Hayward makes 2-pt layup from 1 ft (assist by R. Gobert),33,36
159,2,4:05.0,D. Lillard misses 3-pt jump shot from 25 ft,,33,36
160,2,4:04.0,,Defensive rebound by J. Johnson,33,36
161,2,3:55.0,,Personal foul by D. Lillard (drawn by D. Exum),33,36
162,2,3:55.0,M. Leonard enters the game for C. McCollum,,33,36
163,2,3:46.0,,Personal foul by A. Crabbe (drawn by R. Gobert),33,36
164,2,3:34.0,,G. Hayward makes 2-pt jump shot from 12 ft,33,38
165,2,3:13.0,Personal foul by J. Ingles (drawn by M. Leonard),,33,38
166,2,3:13.0,Portland full timeout,,33,38
167,2,3:13.0,Turnover by Team (5 sec inbounds),,33,38
168,2,2:50.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by J. Ingles),33,41
169,2,2:36.0,D. Lillard misses 3-pt jump shot from 25 ft,,33,41
170,2,2:35.0,,Defensive rebound by J. Johnson,33,41
171,2,2:25.0,,D. Exum makes 2-pt layup from 2 ft,33,43
172,2,1:57.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),,36,43
173,2,1:39.0,,Def 3 sec tech foul by M. Leonard,36,43
174,2,1:39.0,,J. Johnson makes technical free throw,36,44
175,2,1:39.0,,Utah full timeout,36,44
176,2,1:39.0,C. McCollum enters the game for M. Leonard,,36,44
177,2,1:31.0,,Turnover by G. Hayward (bad pass),36,44
178,2,1:13.0,D. Lillard makes 3-pt jump shot from 25 ft,,39,44
179,2,0:59.0,,G. Hayward misses 2-pt jump shot from 6 ft (block by A. Crabbe),39,44
180,2,0:57.0,Defensive rebound by C. McCollum,,39,44
181,2,0:45.0,D. Lillard misses 2-pt layup from 2 ft (block by R. Gobert),,39,44
182,2,0:44.0,,Defensive rebound by J. Ingles,39,44
183,2,0:38.0,,J. Ingles misses 3-pt jump shot from 24 ft,39,44
184,2,0:37.0,,Offensive rebound by R. Gobert,39,44
185,2,0:37.0,,R. Gobert makes 2-pt dunk at rim,39,46
186,2,0:30.0,Shooting foul by R. Gobert (drawn by A. Aminu),,39,46
187,2,0:30.0,A. Aminu makes free throw 1 of 2,,40,46
188,2,0:30.0,E. Turner enters the game for C. McCollum,,40,46
189,2,0:30.0,A. Aminu makes free throw 2 of 2,,41,46
190,2,0:10.0,,Shooting foul by E. Turner (drawn by R. Gobert),41,46
191,2,0:10.0,,R. Gobert misses free throw 1 of 2,41,46
192,2,0:10.0,,Offensive rebound by Team,41,46
193,2,0:10.0,,S. Mack enters the game for J. Ingles,41,46
194,2,0:10.0,C. McCollum enters the game for M. Harkless,,41,47
195,2,0:10.0,,R. Gobert makes free throw 2 of 2,41,47
196,2,0:10.0,Portland full timeout,,41,47
197,2,0:02.0,C. McCollum misses 2-pt jump shot from 14 ft,,41,47
198,2,0:01.0,,Defensive rebound by D. Exum,41,47
199,3,11:36.0,C. McCollum makes 2-pt jump shot from 6 ft (assist by D. Lillard),,43,47
200,3,11:20.0,,Personal foul by N. Vonleh (drawn by R. Gobert),43,47
201,3,11:07.0,,J. Ingles misses 3-pt jump shot from 25 ft,43,47
202,3,11:07.0,Defensive rebound by A. Aminu,,43,47
203,3,11:00.0,D. Lillard misses 3-pt jump shot from 26 ft,,43,47
204,3,10:59.0,,Defensive rebound by R. Gobert,43,47
205,3,10:49.0,,Shooting foul by N. Vonleh (drawn by R. Gobert),43,47
206,3,10:49.0,,R. Gobert makes free throw 1 of 2,43,48
207,3,10:49.0,E. Turner enters the game for N. Vonleh,,43,48
208,3,10:49.0,,R. Gobert makes free throw 2 of 2,43,49
209,3,10:29.0,Offensive foul by A. Aminu (drawn by R. Gobert),,43,49
210,3,10:29.0,Turnover by A. Aminu (offensive foul),,43,49
211,3,10:15.0,,B. Diaw misses 2-pt layup from 3 ft (block by E. Turner),43,49
212,3,10:14.0,Defensive rebound by M. Harkless,,43,49
213,3,10:10.0,E. Turner misses 2-pt layup from 2 ft (block by G. Hayward),,43,49
214,3,10:10.0,Offensive rebound by Team,,43,49
215,3,9:52.0,E. Turner makes 2-pt jump shot from 17 ft,,45,49
216,3,9:41.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Gobert),45,52
217,3,9:25.0,Personal foul by J. Ingles,,45,52
218,3,9:20.0,Shooting foul by D. Exum (drawn by D. Lillard),,45,52
219,3,9:20.0,D. Lillard makes free throw 1 of 2,,46,52
220,3,9:20.0,D. Lillard misses free throw 2 of 2,,46,52
221,3,9:19.0,,Defensive rebound by G. Hayward,46,52
222,3,9:09.0,,Turnover by J. Ingles (bad pass; steal by E. Turner),46,52
223,3,8:57.0,D. Lillard misses 2-pt jump shot from 5 ft,,46,52
224,3,8:57.0,Offensive rebound by A. Aminu,,46,52
225,3,8:48.0,C. McCollum misses 2-pt layup from 3 ft,,46,52
226,3,8:48.0,,Defensive rebound by B. Diaw,46,52
227,3,8:33.0,,Personal foul by A. Aminu (drawn by J. Ingles),46,52
228,3,8:24.0,,Shooting foul by D. Lillard (drawn by D. Exum),46,52
229,3,8:24.0,,D. Exum makes free throw 1 of 2,46,53
230,3,8:24.0,,D. Exum misses free throw 2 of 2,46,53
231,3,8:23.0,Defensive rebound by Team,,46,53
232,3,8:10.0,Def 3 sec tech foul by B. Diaw,,46,53
233,3,8:10.0,C. McCollum makes technical free throw,,47,53
234,3,8:04.0,C. McCollum makes 2-pt jump shot from 13 ft,,49,53
235,3,7:39.0,,D. Exum makes 2-pt layup from 3 ft,49,55
236,3,7:23.0,E. Turner misses 3-pt jump shot from 23 ft,,49,55
237,3,7:23.0,,Defensive rebound by R. Gobert,49,55
238,3,7:15.0,,Turnover by J. Ingles (traveling),49,55
239,3,7:01.0,C. McCollum makes 2-pt jump shot from 9 ft,,51,55
240,3,6:39.0,,Turnover by B. Diaw (bad pass; steal by M. Harkless),51,55
241,3,6:34.0,Turnover by A. Aminu (bad pass; steal by R. Gobert),,51,55
242,3,6:23.0,,G. Hayward makes 2-pt jump shot from 4 ft (assist by B. Diaw),51,57
243,3,6:06.0,D. Lillard misses 2-pt jump shot from 22 ft,,51,57
244,3,6:05.0,,Defensive rebound by D. Exum,51,57
245,3,5:55.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Gobert),51,60
246,3,5:53.0,Portland full timeout,,51,60
247,3,5:53.0,M. Leonard enters the game for C. McCollum,,51,60
248,3,5:53.0,,S. Mack enters the game for J. Ingles,51,60
249,3,5:53.0,A. Crabbe enters the game for A. Aminu,,51,60
250,3,5:38.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by E. Turner),,54,60
251,3,5:22.0,,G. Hayward misses 2-pt jump shot from 17 ft,54,60
252,3,5:21.0,,Offensive rebound by Team,54,60
253,3,5:21.0,Loose ball foul by M. Leonard (drawn by R. Gobert),,54,60
254,3,5:21.0,,R. Gobert misses free throw 1 of 2,54,60
255,3,5:21.0,,Offensive rebound by Team,54,60
256,3,5:21.0,,R. Gobert makes free throw 2 of 2,54,61
257,3,5:08.0,E. Turner misses 2-pt jump shot from 15 ft,,54,61
258,3,5:07.0,,Defensive rebound by R. Gobert,54,61
259,3,4:55.0,,Turnover by S. Mack (lost ball),54,61
260,3,4:33.0,M. Harkless misses 2-pt layup from 1 ft,,54,61
261,3,4:32.0,,Defensive rebound by B. Diaw,54,61
262,3,4:18.0,,Personal foul by M. Harkless (drawn by R. Gobert),54,61
263,3,4:18.0,,R. Gobert makes free throw 1 of 2,54,62
264,3,4:18.0,,R. Gobert makes free throw 2 of 2,54,63
265,3,4:00.0,D. Lillard misses 2-pt jump shot from 21 ft,,54,63
266,3,4:00.0,,Defensive rebound by B. Diaw,54,63
267,3,3:53.0,,Utah full timeout,54,63
268,3,3:53.0,C. McCollum enters the game for E. Turner,,54,63
269,3,3:53.0,,A. Burks enters the game for D. Exum,54,63
270,3,3:53.0,N. Vonleh enters the game for M. Harkless,,54,63
271,3,3:41.0,,A. Burks misses 2-pt jump shot from 20 ft,54,63
272,3,3:41.0,Defensive rebound by M. Leonard,,54,63
273,3,3:26.0,C. McCollum misses 2-pt jump shot from 20 ft,,54,63
274,3,3:25.0,,Defensive rebound by G. Hayward,54,63
275,3,3:02.0,,B. Diaw misses 3-pt jump shot from 24 ft,54,63
276,3,3:02.0,Defensive rebound by C. McCollum,,54,63
277,3,2:50.0,M. Leonard misses 3-pt jump shot from 24 ft,,54,63
278,3,2:49.0,Offensive rebound by Team,,54,63
279,3,2:46.0,,J. Johnson enters the game for B. Diaw,54,63
280,3,2:46.0,S. Napier enters the game for D. Lillard,,54,63
281,3,2:46.0,,J. Ingles enters the game for G. Hayward,54,63
282,3,2:40.0,Turnover by C. McCollum (bad pass),,54,63
283,3,2:30.0,,S. Mack makes 2-pt jump shot from 13 ft,54,65
284,3,2:08.0,M. Leonard makes 2-pt hook shot from 7 ft,,56,65
285,3,2:02.0,,A. Burks misses 2-pt layup from 3 ft (block by A. Crabbe),56,65
286,3,2:02.0,,Offensive rebound by Team,56,65
287,3,1:51.0,,Turnover by S. Mack (lost ball; steal by M. Leonard),56,65
288,3,1:41.0,Shooting foul by S. Mack (drawn by S. Napier),,56,65
289,3,1:41.0,S. Napier makes free throw 1 of 2,,57,65
290,3,1:41.0,,J. Withey enters the game for R. Gobert,57,65
291,3,1:41.0,S. Napier makes free throw 2 of 2,,58,65
292,3,1:19.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by S. Mack),58,68
293,3,1:00.0,A. Crabbe misses 3-pt jump shot from 24 ft,,58,68
294,3,1:00.0,Offensive rebound by M. Leonard,,58,68
295,3,0:58.0,M. Leonard makes 2-pt layup from 1 ft,,60,68
296,3,0:44.0,,S. Mack misses 2-pt jump shot from 12 ft,60,68
297,3,0:44.0,,Offensive rebound by J. Withey,60,68
298,3,0:44.0,,J. Withey makes 2-pt layup from 2 ft,60,70
299,3,0:35.0,C. McCollum makes 2-pt layup from 3 ft,,62,70
300,3,0:13.0,,J. Withey makes 2-pt layup from 1 ft (assist by S. Mack),62,72
301,3,0:08.0,Shooting foul by J. Withey (drawn by C. McCollum),,62,72
302,3,0:08.0,C. McCollum makes free throw 1 of 2,,63,72
303,3,0:08.0,A. Aminu enters the game for M. Leonard,,63,72
304,3,0:08.0,C. McCollum makes free throw 2 of 2,,64,72
305,3,0:01.0,,J. Johnson makes 3-pt jump shot from 25 ft,64,75
306,4,11:50.0,,Turnover by S. Mack (bad pass; steal by A. Crabbe),64,75
307,4,11:48.0,A. Crabbe makes 2-pt layup from 2 ft,,66,75
308,4,11:34.0,,J. Johnson makes 3-pt jump shot from 25 ft,66,78
309,4,11:15.0,N. Vonleh misses 2-pt hook shot from 2 ft,,66,78
310,4,11:14.0,,Defensive rebound by A. Burks,66,78
311,4,11:04.0,,J. Withey makes 2-pt layup from 2 ft (assist by A. Burks),66,80
312,4,11:04.0,Portland full timeout,,66,80
313,4,11:04.0,D. Lillard enters the game for S. Napier,,66,80
314,4,10:50.0,A. Crabbe makes 2-pt layup from 1 ft (assist by C. McCollum),,68,80
315,4,10:32.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Ingles),68,83
316,4,10:15.0,A. Aminu misses 3-pt jump shot from 24 ft,,68,83
317,4,10:15.0,Offensive rebound by C. McCollum,,68,83
318,4,10:13.0,C. McCollum misses 2-pt layup from 2 ft (block by J. Withey),,68,83
319,4,10:13.0,Offensive rebound by Team,,68,83
320,4,10:09.0,N. Vonleh misses 2-pt hook shot from 5 ft,,68,83
321,4,10:08.0,,Defensive rebound by A. Burks,68,83
322,4,10:03.0,,Turnover by A. Burks (bad pass),68,83
323,4,9:57.0,D. Lillard misses 3-pt jump shot from 26 ft,,68,83
324,4,9:56.0,,Defensive rebound by A. Burks,68,83
325,4,9:44.0,,J. Johnson misses 3-pt jump shot from 25 ft,68,83
326,4,9:44.0,Defensive rebound by A. Crabbe,,68,83
327,4,9:34.0,C. McCollum misses 2-pt jump shot from 18 ft,,68,83
328,4,9:33.0,,Defensive rebound by A. Burks,68,83
329,4,9:23.0,,A. Burks misses 2-pt jump shot from 15 ft,68,83
330,4,9:23.0,,Offensive rebound by J. Withey,68,83
331,4,9:21.0,,J. Withey makes 2-pt layup from 1 ft,68,85
332,4,9:04.0,A. Crabbe misses 3-pt jump shot from 24 ft,,68,85
333,4,9:03.0,Offensive rebound by C. McCollum,,68,85
334,4,8:58.0,N. Vonleh misses 2-pt layup from 2 ft,,68,85
335,4,8:56.0,,Defensive rebound by S. Mack,68,85
336,4,8:37.0,,S. Mack makes 3-pt jump shot from 25 ft (assist by J. Johnson),68,88
337,4,8:22.0,Shooting foul by S. Mack (drawn by D. Lillard),,68,88
338,4,8:22.0,D. Lillard makes free throw 1 of 2,,69,88
339,4,8:22.0,,R. Gobert enters the game for J. Withey,69,88
340,4,8:22.0,,G. Hayward enters the game for J. Ingles,69,88
341,4,8:22.0,E. Turner enters the game for C. McCollum,,69,88
342,4,8:22.0,D. Lillard makes free throw 2 of 2,,70,88
343,4,8:00.0,,J. Johnson misses 2-pt jump shot from 4 ft,70,88
344,4,8:00.0,Defensive rebound by Team,,70,88
345,4,8:00.0,,Loose ball foul by R. Gobert (drawn by A. Aminu),70,88
346,4,7:50.0,D. Lillard misses 3-pt jump shot from 24 ft,,70,88
347,4,7:50.0,,Defensive rebound by G. Hayward,70,88
348,4,7:35.0,,G. Hayward makes 2-pt jump shot from 14 ft,70,90
349,4,7:19.0,D. Lillard makes 2-pt layup from 1 ft (assist by E. Turner),,72,90
350,4,7:19.0,Shooting foul by S. Mack (drawn by D. Lillard),,72,90
351,4,7:19.0,D. Lillard makes free throw 1 of 1,,73,90
352,4,6:58.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by S. Mack),73,93
353,4,6:41.0,E. Turner misses 3-pt jump shot from 25 ft,,73,93
354,4,6:41.0,,Defensive rebound by A. Burks,73,93
355,4,6:21.0,,S. Mack misses 2-pt jump shot from 17 ft,73,93
356,4,6:20.0,Defensive rebound by Team,,73,93
357,4,6:20.0,,Loose ball foul by R. Gobert (drawn by N. Vonleh),73,93
358,4,6:20.0,,J. Ingles enters the game for S. Mack,73,93
359,4,6:05.0,E. Turner makes 2-pt jump shot from 17 ft,,75,93
360,4,5:45.0,,Personal foul by N. Vonleh (drawn by G. Hayward),75,93
361,4,5:45.0,,Utah full timeout,75,93
362,4,5:45.0,M. Harkless enters the game for N. Vonleh,,75,93
363,4,5:45.0,C. McCollum enters the game for A. Crabbe,,75,93
364,4,5:30.0,,J. Johnson misses 2-pt jump shot from 11 ft,75,93
365,4,5:30.0,Defensive rebound by C. McCollum,,75,93
366,4,5:09.0,A. Aminu misses 3-pt jump shot from 23 ft,,75,93
367,4,5:09.0,,Defensive rebound by A. Burks,75,93
368,4,5:01.0,,Turnover by A. Burks (bad pass; steal by A. Aminu),75,93
369,4,4:52.0,E. Turner makes 2-pt jump shot from 14 ft,,77,93
370,4,4:33.0,,G. Hayward misses 2-pt jump shot from 15 ft,77,93
371,4,4:33.0,,Offensive rebound by Team,77,93
372,4,4:33.0,Loose ball foul by E. Turner (drawn by R. Gobert),,77,93
373,4,4:33.0,,S. Mack enters the game for A. Burks,77,93
374,4,4:22.0,,G. Hayward makes 2-pt jump shot from 9 ft (assist by S. Mack),77,95
375,4,4:05.0,A. Aminu makes 2-pt layup from 2 ft (assist by D. Lillard),,79,95
376,4,3:44.0,,Shooting foul by C. McCollum (drawn by G. Hayward),79,95
377,4,3:44.0,,G. Hayward makes free throw 1 of 2,79,96
378,4,3:44.0,,G. Hayward makes free throw 2 of 2,79,97
379,4,3:44.0,Portland full timeout,,79,97
380,4,3:44.0,J. Layman enters the game for A. Aminu,,79,97
381,4,3:44.0,M. Leonard enters the game for M. Harkless,,79,97
382,4,3:44.0,S. Napier enters the game for C. McCollum,,79,97
383,4,3:44.0,P. Connaughton enters the game for D. Lillard,,79,97
384,4,3:44.0,N. Vonleh enters the game for E. Turner,,79,97
385,4,3:19.0,Turnover by Team (shot clock),,79,97
386,4,3:19.0,,A. Burks enters the game for G. Hayward,79,97
387,4,3:04.0,,J. Johnson misses 3-pt jump shot from 24 ft,79,97
388,4,3:03.0,Defensive rebound by P. Connaughton,,79,97
389,4,2:55.0,Shooting foul by R. Gobert (drawn by N. Vonleh),,79,97
390,4,2:55.0,N. Vonleh makes free throw 1 of 2,,80,97
391,4,2:55.0,,J. Withey enters the game for R. Gobert,80,97
