,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,WASHINGTON_ACTION,BROOKLYN_SCORE,WASHINGTON_SCORE
30,1,8:53.0,T. Booker makes free throw 1 of 2,,8,9
31,1,8:53.0,T. Booker misses free throw 2 of 2,,8,9
32,1,8:50.0,,Defensive rebound by M. Morris,8,9
33,1,8:36.0,,M. Gortat misses 2-pt jump shot from 17 ft,8,9
34,1,8:35.0,Defensive rebound by T. Booker,,8,9
35,1,8:27.0,S. Kilpatrick misses 2-pt jump shot from 6 ft,,8,9
36,1,8:26.0,,Defensive rebound by M. Morris,8,9
37,1,8:21.0,,O. Porter misses 3-pt jump shot from 28 ft,8,9
38,1,8:19.0,Defensive rebound by B. Lopez,,8,9
39,1,8:10.0,T. Booker misses 2-pt layup from 1 ft,,8,9
40,1,8:09.0,,Defensive rebound by O. Porter,8,9
41,1,8:01.0,,M. Morris makes 2-pt layup from 1 ft (assist by J. Wall),8,11
42,1,7:42.0,B. Lopez misses 2-pt jump shot from 4 ft,,8,11
43,1,7:41.0,,Defensive rebound by O. Porter,8,11
44,1,7:31.0,,M. Gortat misses 2-pt jump shot from 6 ft,8,11
45,1,7:31.0,Defensive rebound by T. Booker,,8,11
46,1,7:10.0,I. Whitehead makes 3-pt jump shot from 27 ft (assist by T. Booker),,11,11
47,1,6:56.0,,M. Morris misses 3-pt jump shot from 29 ft,11,11
48,1,6:55.0,Defensive rebound by B. Bogdanović,,11,11
49,1,6:41.0,Turnover by T. Booker (bad pass; steal by J. Wall),,11,11
50,1,6:36.0,,S. Mac misses 2-pt layup at rim,11,11
51,1,6:35.0,Defensive rebound by S. Kilpatrick,,11,11
52,1,6:25.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,11,11
53,1,6:24.0,,Defensive rebound by S. Mac,11,11
54,1,6:15.0,,J. Wall makes 2-pt jump shot from 19 ft,11,13
55,1,5:56.0,T. Booker misses 3-pt jump shot from 23 ft,,11,13
56,1,5:55.0,,Defensive rebound by M. Gortat,11,13
57,1,5:49.0,,J. Wall makes 3-pt jump shot from 27 ft,11,16
58,1,5:29.0,Turnover by T. Booker (bad pass; steal by J. Wall),,11,16
59,1,5:24.0,,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),11,18
60,1,5:10.0,Turnover by B. Lopez (lost ball; steal by M. Gortat),,11,18
61,1,4:50.0,,Turnover by J. Wall (lost ball; steal by S. Kilpatrick),11,18
62,1,4:45.0,,J. Smith enters the game for M. Morris,11,18
63,1,4:45.0,R. Foye enters the game for B. Bogdanović,,11,18
64,1,4:45.0,C. LeVert enters the game for T. Booker,,11,18
65,1,4:45.0,R. Hollis-Jefferson enters the game for B. Lopez,,11,18
66,1,4:45.0,J. Hamilton enters the game for S. Kilpatrick,,11,18
67,1,4:45.0,,M. Thornton enters the game for S. Mac,11,18
68,1,4:34.0,Turnover by I. Whitehead (bad pass; steal by M. Thornton),,11,18
69,1,4:31.0,,Turnover by M. Gortat (bad pass; steal by C. LeVert),11,18
70,1,4:31.0,Personal foul by O. Porter (drawn by C. LeVert),,11,18
71,1,4:31.0,S. Dinwiddie enters the game for I. Whitehead,,11,18
72,1,4:15.0,R. Hollis-Jefferson makes 2-pt jump shot from 22 ft (assist by C. LeVert),,13,18
73,1,3:59.0,,M. Gortat makes 2-pt layup from 1 ft (assist by M. Thornton),13,20
74,1,3:33.0,C. LeVert makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,16,20
75,1,3:19.0,,M. Thornton misses 2-pt jump shot from 16 ft,16,20
76,1,3:18.0,,Offensive rebound by J. Smith,16,20
77,1,3:06.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Smith),16,23
78,1,2:42.0,Shooting foul by J. Smith (drawn by R. Hollis-Jefferson),,16,23
79,1,2:42.0,,Washington full timeout,16,23
80,1,2:42.0,R. Hollis-Jefferson makes free throw 1 of 2,,17,23
81,1,2:42.0,,K. Oubre enters the game for M. Gortat,16,23
82,1,2:42.0,R. Hollis-Jefferson makes free throw 2 of 2,,18,23
83,1,2:24.0,,O. Porter misses 3-pt jump shot from 26 ft,18,23
84,1,2:23.0,Defensive rebound by R. Hollis-Jefferson,,18,23
85,1,2:15.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,20,23
86,1,2:15.0,Shooting foul by O. Porter (drawn by R. Hollis-Jefferson),,20,23
87,1,2:15.0,R. Hollis-Jefferson misses free throw 1 of 1,,20,23
88,1,2:15.0,,T. Burke enters the game for J. Wall,20,23
89,1,2:14.0,,Defensive rebound by J. Smith,20,23
90,1,1:52.0,,J. Smith makes 2-pt jump shot from 21 ft (assist by M. Thornton),20,25
91,1,1:33.0,Turnover by R. Foye (bad pass; steal by O. Porter),,20,25
92,1,1:12.0,,Turnover by K. Oubre (bad pass; steal by R. Hollis-Jefferson),20,25
93,1,1:05.0,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft,,20,25
94,1,1:04.0,,Defensive rebound by K. Oubre,20,25
95,1,0:59.0,,O. Porter misses 2-pt jump shot from 3 ft,20,25
96,1,0:59.0,,Offensive rebound by J. Smith,20,25
97,1,0:59.0,,J. Smith makes 2-pt layup from 1 ft,20,27
98,1,0:36.0,R. Foye makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,23,27
99,1,0:22.0,,J. Smith makes 2-pt jump shot from 8 ft,23,29
100,1,0:06.0,Turnover by S. Dinwiddie (bad pass; steal by T. Burke),,23,29
101,1,0:03.0,,Shooting foul by S. Dinwiddie (drawn by T. Burke),23,29
102,1,0:03.0,,T. Burke makes free throw 1 of 2,23,30
103,1,0:03.0,,T. Satoranský enters the game for O. Porter,23,30
104,1,0:03.0,,T. Burke makes free throw 2 of 2,23,31
105,1,0:01.0,R. Foye misses 3-pt jump shot from 64 ft,,23,31
106,1,0:00.0,,Defensive rebound by Team,23,31
107,2,11:40.0,,K. Oubre misses 2-pt jump shot from 16 ft,23,31
108,2,11:39.0,Defensive rebound by R. Foye,,23,31
109,2,11:30.0,S. Dinwiddie makes 2-pt jump shot from 6 ft,,25,31
110,2,11:17.0,,Turnover by K. Oubre (step out of bounds),25,31
111,2,10:56.0,C. LeVert misses 3-pt jump shot from 23 ft,,25,31
112,2,10:56.0,,Defensive rebound by M. Thornton,25,31
113,2,10:50.0,,Offensive foul by M. Thornton (drawn by C. LeVert),25,31
114,2,10:50.0,,Turnover by M. Thornton (offensive foul),25,31
115,2,10:38.0,Turnover by S. Dinwiddie (traveling),,25,31
116,2,10:30.0,,Turnover by T. Burke (bad pass; steal by J. Hamilton),25,31
117,2,10:23.0,R. Hollis-Jefferson misses 2-pt jump shot from 3 ft (block by K. Oubre),,25,31
118,2,10:22.0,,Defensive rebound by J. Smith,25,31
119,2,10:12.0,,M. Thornton misses 2-pt jump shot from 7 ft,25,31
120,2,10:12.0,,Offensive rebound by M. Thornton,25,31
121,2,10:10.0,,Personal foul by J. Hamilton (drawn by M. Thornton),25,31
122,2,10:02.0,,T. Burke makes 2-pt jump shot from 16 ft,25,33
123,2,9:46.0,Turnover by S. Dinwiddie (lost ball),,25,33
124,2,9:32.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by T. Satoranský),25,36
125,2,9:20.0,J. Hamilton misses 2-pt layup from 1 ft,,25,36
126,2,9:19.0,,Defensive rebound by J. Smith,25,36
127,2,9:08.0,,J. Smith misses 2-pt layup from 2 ft,25,36
128,2,9:07.0,,Offensive rebound by J. Smith,25,36
129,2,9:06.0,,J. Smith makes 2-pt layup from 1 ft,25,38
130,2,9:06.0,Brooklyn full timeout,,25,38
131,2,9:06.0,B. Lopez enters the game for J. Hamilton,,25,38
132,2,9:06.0,S. Kilpatrick enters the game for S. Dinwiddie,,25,38
133,2,8:57.0,Turnover by B. Lopez (traveling),,25,38
134,2,8:44.0,,J. Smith misses 2-pt jump shot from 17 ft,25,38
135,2,8:43.0,Defensive rebound by S. Kilpatrick,,25,38
136,2,8:29.0,B. Lopez makes 2-pt layup from 1 ft,,27,38
137,2,8:06.0,,T. Burke makes 2-pt layup from 1 ft,27,40
138,2,7:52.0,C. LeVert makes 2-pt dunk at rim,,29,40
139,2,7:39.0,,K. Oubre makes 2-pt layup from 1 ft,29,42
140,2,7:39.0,,Shooting foul by C. LeVert (drawn by K. Oubre),29,42
141,2,7:39.0,,J. Wall enters the game for M. Thornton,29,42
142,2,7:39.0,,M. Morris enters the game for J. Smith,29,42
143,2,7:39.0,,K. Oubre makes free throw 1 of 1,29,43
144,2,7:24.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by B. Lopez),,31,43
145,2,7:07.0,,T. Satoranský misses 3-pt jump shot from 26 ft,31,43
146,2,7:06.0,Defensive rebound by B. Lopez,,31,43
147,2,6:54.0,Personal foul by M. Morris (drawn by B. Lopez),,31,43
148,2,6:54.0,,M. Gortat enters the game for K. Oubre,31,43
149,2,6:44.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by R. Foye),,34,43
150,2,6:27.0,,J. Wall makes 2-pt jump shot from 8 ft,34,45
151,2,6:08.0,Turnover by B. Lopez (lost ball; steal by T. Satoranský),,34,45
152,2,5:59.0,,J. Wall misses 3-pt jump shot from 29 ft,34,45
153,2,5:58.0,Defensive rebound by B. Lopez,,34,45
154,2,5:48.0,B. Lopez misses 3-pt jump shot from 28 ft,,34,45
155,2,5:47.0,,Defensive rebound by J. Wall,34,45
156,2,5:44.0,,J. Wall makes 2-pt layup from 1 ft,34,47
157,2,5:44.0,,Shooting foul by C. LeVert (drawn by J. Wall),34,47
158,2,5:44.0,Official timeout,,34,47
159,2,5:44.0,B. Bogdanović enters the game for C. LeVert,,34,47
160,2,5:44.0,T. Booker enters the game for R. Hollis-Jefferson,,34,47
161,2,5:44.0,,J. Wall makes free throw 1 of 1,34,48
162,2,5:26.0,T. Booker misses 2-pt layup from 1 ft,,34,48
163,2,5:25.0,Offensive rebound by T. Booker,,34,48
164,2,5:21.0,T. Booker misses 2-pt layup from 2 ft,,34,48
165,2,5:20.0,Offensive rebound by B. Lopez,,34,48
166,2,5:19.0,B. Lopez makes 2-pt dunk at rim,,36,48
167,2,4:55.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by J. Wall),36,51
168,2,4:38.0,Shooting foul by M. Morris (drawn by B. Bogdanović),,36,51
169,2,4:38.0,B. Bogdanović makes free throw 1 of 2,,37,51
170,2,4:38.0,I. Whitehead enters the game for R. Foye,,37,51
171,2,4:38.0,,O. Porter enters the game for T. Satoranský,37,51
172,2,4:38.0,B. Bogdanović makes free throw 2 of 2,,38,51
173,2,4:27.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),38,53
174,2,4:13.0,Shooting foul by M. Morris (drawn by S. Kilpatrick),,38,53
175,2,4:13.0,S. Kilpatrick makes free throw 1 of 2,,39,53
176,2,4:13.0,,J. Smith enters the game for M. Morris,39,53
177,2,4:13.0,S. Kilpatrick makes free throw 2 of 2,,40,53
178,2,4:00.0,,T. Burke makes 2-pt jump shot from 17 ft,40,55
179,2,3:51.0,T. Booker makes 2-pt layup from 2 ft (assist by I. Whitehead),,42,55
180,2,3:35.0,,Personal foul by S. Kilpatrick (drawn by M. Gortat),42,55
181,2,3:27.0,,Turnover by M. Gortat (bad pass; steal by B. Bogdanović),42,55
182,2,3:20.0,Personal foul by J. Smith (drawn by T. Booker),,42,55
183,2,3:17.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Smith),,42,55
184,2,3:16.0,,Defensive rebound by M. Gortat,42,55
185,2,3:08.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by J. Wall),42,58
186,2,2:54.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Smith),,42,58
187,2,2:52.0,Offensive rebound by T. Booker,,42,58
188,2,2:42.0,T. Booker makes 2-pt jump shot from 6 ft,,44,58
189,2,2:41.0,Technical foul by T. Booker,,44,58
190,2,2:41.0,,J. Wall makes technical free throw,44,59
191,2,2:41.0,,Washington full timeout,44,59
192,2,2:28.0,,Turnover by T. Burke (step out of bounds),44,59
193,2,2:19.0,Shooting foul by J. Smith (drawn by I. Whitehead),,44,59
194,2,2:19.0,I. Whitehead misses free throw 1 of 2,,44,59
195,2,2:19.0,Offensive rebound by Team,,44,59
196,2,2:19.0,,A. Nicholson enters the game for J. Smith,44,59
197,2,2:19.0,I. Whitehead makes free throw 2 of 2,,45,59
198,2,2:07.0,,Offensive foul by M. Gortat (drawn by I. Whitehead),45,59
199,2,2:07.0,,Turnover by M. Gortat (offensive foul),45,59
200,2,1:59.0,S. Kilpatrick misses 2-pt layup from 1 ft,,45,59
201,2,1:58.0,,Defensive rebound by A. Nicholson,45,59
202,2,1:48.0,,J. Wall makes 2-pt jump shot from 19 ft,45,61
203,2,1:36.0,B. Bogdanović makes 2-pt dunk at rim (assist by B. Lopez),,47,61
204,2,1:17.0,,T. Burke makes 3-pt jump shot from 28 ft (assist by J. Wall),47,64
205,2,0:58.0,T. Booker makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,50,64
206,2,0:45.0,,J. Wall makes 2-pt jump shot from 19 ft,50,66
207,2,0:34.0,B. Lopez misses 3-pt jump shot from 23 ft,,50,66
208,2,0:32.0,Offensive rebound by B. Bogdanović,,50,66
209,2,0:30.0,B. Bogdanović misses 2-pt layup from 1 ft (block by O. Porter),,50,66
210,2,0:29.0,,Defensive rebound by O. Porter,50,66
211,2,0:25.0,,Washington full timeout,50,66
212,2,0:25.0,R. Hollis-Jefferson enters the game for B. Bogdanović,,50,66
213,2,0:25.0,,M. Thornton enters the game for O. Porter,50,66
214,2,0:08.0,,A. Nicholson misses 3-pt jump shot from 23 ft,50,66
215,2,0:07.0,Defensive rebound by I. Whitehead,,50,66
216,2,0:01.0,S. Kilpatrick misses 3-pt jump shot from 28 ft,,50,66
217,2,0:00.0,,Defensive rebound by Team,50,66
218,3,11:41.0,,S. Mac makes 2-pt layup from 2 ft (assist by J. Wall),50,68
219,3,11:41.0,,Shooting foul by S. Kilpatrick (drawn by S. Mac),50,68
220,3,11:41.0,,S. Mac makes free throw 1 of 1,50,69
221,3,11:27.0,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by I. Whitehead),,52,69
222,3,11:12.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),52,71
223,3,10:55.0,Turnover by S. Kilpatrick (bad pass),,52,71
224,3,10:48.0,,Personal foul by I. Whitehead (drawn by J. Wall),52,71
225,3,10:41.0,,Shooting foul by T. Booker (drawn by M. Gortat),52,71
226,3,10:41.0,,M. Gortat makes free throw 1 of 2,52,72
227,3,10:41.0,,M. Gortat misses free throw 2 of 2,52,72
228,3,10:40.0,Defensive rebound by B. Lopez,,52,72
229,3,10:26.0,T. Booker makes 3-pt jump shot from 23 ft (assist by B. Lopez),,55,72
230,3,10:09.0,,M. Gortat makes 2-pt dunk at rim (assist by O. Porter),55,74
231,3,9:53.0,Turnover by I. Whitehead (traveling),,55,74
232,3,9:38.0,,Turnover by S. Mac (traveling),55,74
233,3,9:24.0,S. Kilpatrick misses 2-pt jump shot from 13 ft,,55,74
234,3,9:23.0,,Defensive rebound by M. Gortat,55,74
235,3,9:08.0,,J. Wall misses 2-pt jump shot from 18 ft,55,74
236,3,9:07.0,,Offensive rebound by M. Gortat,55,74
237,3,9:06.0,,M. Gortat makes 2-pt dunk at rim,55,76
238,3,8:50.0,I. Whitehead misses 3-pt jump shot from 28 ft,,55,76
239,3,8:50.0,,Defensive rebound by M. Gortat,55,76
240,3,8:39.0,,Turnover by J. Wall (lost ball),55,76
241,3,8:23.0,T. Booker makes 2-pt jump shot from 13 ft (assist by B. Lopez),,57,76
242,3,8:03.0,,M. Gortat misses 2-pt hook shot from 10 ft,57,76
243,3,8:02.0,Defensive rebound by B. Bogdanović,,57,76
244,3,7:51.0,T. Booker makes 3-pt jump shot from 27 ft (assist by B. Lopez),,60,76
245,3,7:38.0,,Turnover by M. Morris (traveling),60,76
246,3,7:31.0,I. Whitehead misses 2-pt jump shot from 5 ft (block by M. Gortat),,60,76
247,3,7:30.0,,Defensive rebound by M. Gortat,60,76
248,3,7:24.0,,J. Wall misses 2-pt layup from 1 ft,60,76
249,3,7:23.0,Defensive rebound by T. Booker,,60,76
250,3,7:16.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Booker),,63,76
251,3,7:13.0,,Washington full timeout,63,76
252,3,6:55.0,,Turnover by J. Wall (lost ball),63,76
253,3,6:44.0,Shooting foul by M. Gortat (drawn by B. Lopez),,63,76
254,3,6:44.0,B. Lopez makes free throw 1 of 2,,64,76
255,3,6:44.0,B. Lopez makes free throw 2 of 2,,65,76
256,3,6:30.0,,S. Mac misses 3-pt jump shot from 26 ft,65,76
257,3,6:29.0,,Offensive rebound by M. Morris,65,76
258,3,6:20.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),65,78
259,3,6:02.0,Turnover by B. Lopez (bad pass; steal by J. Wall),,65,78
260,3,5:58.0,,O. Porter makes 2-pt layup at rim (assist by J. Wall),65,80
261,3,5:57.0,Brooklyn full timeout,,65,80
262,3,5:57.0,J. Hamilton enters the game for B. Lopez,,65,80
263,3,5:57.0,C. LeVert enters the game for I. Whitehead,,65,80
264,3,5:48.0,Offensive foul by S. Kilpatrick (drawn by O. Porter),,65,80
265,3,5:48.0,Turnover by S. Kilpatrick (offensive foul),,65,80
266,3,5:33.0,,Turnover by J. Wall (bad pass; steal by J. Hamilton),65,80
267,3,5:23.0,T. Booker misses 2-pt jump shot from 17 ft,,65,80
268,3,5:23.0,,Defensive rebound by M. Gortat,65,80
269,3,5:13.0,,M. Gortat makes 2-pt jump shot from 6 ft (assist by J. Wall),65,82
270,3,5:06.0,,Offensive charge foul by S. Kilpatrick (drawn by M. Gortat),65,82
271,3,5:06.0,Turnover by S. Kilpatrick (offensive foul),,65,82
272,3,5:06.0,R. Hollis-Jefferson enters the game for T. Booker,,65,82
273,3,5:06.0,S. Dinwiddie enters the game for S. Kilpatrick,,65,82
274,3,4:55.0,,M. Gortat misses 2-pt jump shot from 13 ft,65,82
275,3,4:54.0,Defensive rebound by R. Hollis-Jefferson,,65,82
276,3,4:39.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,68,82
277,3,4:25.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),68,84
278,3,4:05.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,68,84
279,3,4:04.0,,Defensive rebound by M. Gortat,68,84
280,3,3:54.0,,J. Smith enters the game for M. Gortat,68,84
281,3,3:54.0,,T. Burke enters the game for S. Mac,68,84
282,3,3:51.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by O. Porter),68,86
283,3,3:38.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,68,86
284,3,3:37.0,,Defensive rebound by M. Morris,68,86
285,3,3:20.0,,Turnover by J. Wall (lost ball; steal by C. LeVert),68,86
286,3,3:14.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Wall),,68,86
287,3,3:11.0,,Defensive rebound by T. Burke,68,86
288,3,3:05.0,,M. Morris misses 3-pt jump shot from 25 ft,68,86
289,3,3:04.0,Defensive rebound by J. Hamilton,,68,86
290,3,2:57.0,Turnover by R. Hollis-Jefferson (bad pass),,68,86
291,3,2:57.0,R. Foye enters the game for B. Bogdanović,,68,86
292,3,2:42.0,,M. Morris misses 2-pt jump shot from 16 ft,68,86
293,3,2:42.0,Defensive rebound by Team,,68,86
294,3,2:29.0,S. Dinwiddie makes 2-pt jump shot from 22 ft,,70,86
295,3,2:17.0,,J. Wall makes 2-pt dunk at rim,70,88
296,3,2:01.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,72,88
297,3,1:44.0,,J. Wall misses 3-pt jump shot from 26 ft,72,88
298,3,1:43.0,Defensive rebound by R. Hollis-Jefferson,,72,88
299,3,1:41.0,Personal foul by M. Morris (drawn by R. Hollis-Jefferson),,72,88
300,3,1:41.0,,K. Oubre enters the game for M. Morris,72,88
301,3,1:41.0,B. Lopez enters the game for J. Hamilton,,72,88
302,3,1:41.0,,M. Thornton enters the game for J. Wall,72,88
303,3,1:24.0,C. LeVert makes 3-pt jump shot from 26 ft,,75,88
304,3,1:04.0,,T. Burke misses 2-pt jump shot from 17 ft,75,88
305,3,1:03.0,Defensive rebound by C. LeVert,,75,88
306,3,0:54.0,R. Foye misses 3-pt jump shot from 23 ft,,75,88
307,3,0:53.0,,Defensive rebound by J. Smith,75,88
308,3,0:40.0,,M. Thornton makes 3-pt jump shot from 26 ft,75,91
309,3,0:31.0,Personal foul by J. Smith (drawn by B. Lopez),,75,91
310,3,0:31.0,B. Lopez makes free throw 1 of 2,,76,91
311,3,0:31.0,B. Lopez makes free throw 2 of 2,,77,91
312,3,0:12.0,,Turnover by M. Thornton (lost ball),77,91
313,3,0:01.0,R. Foye misses 2-pt jump shot from 22 ft,,77,91
314,3,0:00.0,,Defensive rebound by Team,77,91
315,4,11:42.0,Turnover by S. Dinwiddie (bad pass; steal by T. Burke),,77,91
316,4,11:41.0,,Personal take foul by R. Foye (drawn by T. Burke),77,91
317,4,11:32.0,,Turnover by J. Smith (bad pass; steal by B. Lopez),77,91
318,4,11:28.0,Shooting foul by J. Smith (drawn by C. LeVert),,77,91
319,4,11:28.0,C. LeVert makes free throw 1 of 2,,78,91
320,4,11:28.0,,M. Gortat enters the game for J. Smith,78,91
321,4,11:28.0,C. LeVert makes free throw 2 of 2,,79,91
322,4,11:09.0,,M. Gortat makes 2-pt dunk at rim (assist by M. Thornton),79,93
323,4,10:47.0,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft,,81,93
324,4,10:30.0,,T. Burke makes 2-pt jump shot from 19 ft,81,95
325,4,10:08.0,R. Hollis-Jefferson misses 2-pt layup at rim (block by M. Thornton),,81,95
326,4,10:07.0,,Defensive rebound by M. Gortat,81,95
327,4,9:55.0,,K. Oubre misses 3-pt jump shot from 23 ft,81,95
328,4,9:53.0,Defensive rebound by C. LeVert,,81,95
329,4,9:41.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,83,95
330,4,9:41.0,Shooting foul by K. Oubre (drawn by R. Hollis-Jefferson),,83,95
331,4,9:41.0,R. Hollis-Jefferson misses free throw 1 of 1,,83,95
332,4,9:40.0,,Defensive rebound by O. Porter,83,95
333,4,9:27.0,,Washington full timeout,83,95
334,4,9:15.0,,Turnover by Team (shot clock),83,95
335,4,9:02.0,B. Lopez misses 2-pt jump shot from 7 ft,,83,95
336,4,9:01.0,,Defensive rebound by M. Gortat,83,95
337,4,8:51.0,,Shooting foul by C. LeVert (drawn by M. Gortat),83,95
338,4,8:51.0,,M. Gortat makes free throw 1 of 2,83,96
339,4,8:51.0,,J. Wall enters the game for K. Oubre,83,96
340,4,8:51.0,,S. Mac enters the game for O. Porter,83,96
341,4,8:51.0,,M. Gortat makes free throw 2 of 2,83,97
342,4,8:38.0,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,,83,97
343,4,8:37.0,,Defensive rebound by M. Gortat,83,97
344,4,8:26.0,,Def 3 sec tech foul by C. LeVert,83,97
345,4,8:26.0,,J. Wall makes technical free throw,83,98
346,4,8:21.0,,M. Thornton makes 2-pt jump shot from 5 ft (assist by T. Burke),83,100
347,4,8:07.0,C. LeVert makes 2-pt jump shot from 15 ft,,85,100
348,4,7:47.0,,M. Thornton misses 2-pt jump shot from 19 ft,85,100
349,4,7:46.0,Defensive rebound by C. LeVert,,85,100
350,4,7:26.0,B. Lopez misses 3-pt jump shot from 24 ft,,85,100
351,4,7:26.0,,Defensive rebound by M. Thornton,85,100
352,4,7:15.0,,J. Wall misses 2-pt layup from 2 ft,85,100
353,4,7:14.0,Defensive rebound by R. Hollis-Jefferson,,85,100
354,4,7:11.0,Shooting block foul by M. Thornton (drawn by R. Foye),,85,100
355,4,7:11.0,R. Foye makes free throw 1 of 2,,86,100
356,4,7:11.0,I. Whitehead enters the game for S. Dinwiddie,,86,100
357,4,7:11.0,R. Foye makes free throw 2 of 2,,87,100
358,4,6:52.0,,S. Mac makes 3-pt jump shot from 25 ft (assist by M. Thornton),87,103
359,4,6:33.0,Turnover by R. Hollis-Jefferson (bad pass),,87,103
360,4,6:18.0,,J. Wall misses 2-pt layup from 1 ft,87,103
361,4,6:18.0,Defensive rebound by Team,,87,103
362,4,6:07.0,I. Whitehead misses 3-pt jump shot from 25 ft,,87,103
363,4,6:06.0,,Defensive rebound by M. Gortat,87,103
364,4,5:48.0,,Def 3 sec tech foul by B. Lopez,87,103
365,4,5:48.0,Official timeout,,87,103
366,4,5:48.0,,J. Wall makes technical free throw,87,104
367,4,5:41.0,,Shooting foul by B. Lopez (drawn by S. Mac),87,104
368,4,5:41.0,,S. Mac makes free throw 1 of 2,87,105
369,4,5:41.0,,S. Mac makes free throw 2 of 2,87,106
370,4,5:31.0,Turnover by R. Foye (bad pass; steal by J. Wall),,87,106
371,4,5:19.0,,Turnover by J. Wall (bad pass; steal by I. Whitehead),87,106
372,4,5:17.0,Personal take foul by M. Thornton (drawn by I. Whitehead),,87,106
373,4,5:17.0,S. Dinwiddie enters the game for C. LeVert,,87,106
374,4,5:17.0,J. Hamilton enters the game for B. Lopez,,87,106
375,4,4:58.0,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,,87,106
376,4,4:57.0,,Defensive rebound by T. Burke,87,106
