,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
45,1,6:28.0,,T. Snell misses 3-pt jump shot from 25 ft,11,13
46,1,6:25.0,Defensive rebound by A. Bennett,,11,13
47,1,6:21.0,Shooting foul by M. Dellavedova (drawn by S. Kilpatrick),,11,13
48,1,6:21.0,S. Kilpatrick makes free throw 1 of 2,,12,13
49,1,6:21.0,,M. Brogdon enters the game for M. Dellavedova,12,13
50,1,6:21.0,,M. Beasley enters the game for G. Antetokounmpo,12,13
51,1,6:21.0,S. Kilpatrick makes free throw 2 of 2,,13,13
52,1,6:11.0,,J. Henson makes 2-pt layup from 1 ft (assist by M. Brogdon),13,15
53,1,6:11.0,Brooklyn full timeout,,13,15
54,1,5:58.0,S. Kilpatrick misses 2-pt hook shot from 2 ft,,13,15
55,1,5:57.0,,Defensive rebound by Team,13,15
56,1,5:40.0,,J. Parker makes 2-pt jump shot from 15 ft,13,17
57,1,5:28.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Kilpatrick),,15,17
58,1,5:19.0,,Shooting foul by A. Bennett (drawn by J. Henson),15,17
59,1,5:19.0,,J. Henson makes free throw 1 of 2,15,18
60,1,5:19.0,,J. Henson misses free throw 2 of 2,15,18
61,1,5:18.0,Defensive rebound by A. Bennett,,15,18
62,1,5:07.0,I. Whitehead misses 2-pt hook shot from 8 ft,,15,18
63,1,5:06.0,,Defensive rebound by J. Henson,15,18
64,1,4:56.0,,M. Brogdon misses 3-pt jump shot from 23 ft,15,18
65,1,4:55.0,Defensive rebound by A. Bennett,,15,18
66,1,4:49.0,I. Whitehead makes 2-pt layup from 1 ft,,17,18
67,1,4:31.0,,J. Parker misses 2-pt jump shot from 13 ft,17,18
68,1,4:30.0,Defensive rebound by J. Harris,,17,18
69,1,4:16.0,Def 3 sec tech foul by J. Henson,,17,18
70,1,4:16.0,S. Kilpatrick makes technical free throw,,18,18
71,1,4:16.0,,G. Monroe enters the game for J. Henson,18,18
72,1,4:16.0,R. Hollis-Jefferson enters the game for A. Bennett,,18,18
73,1,4:16.0,B. Bogdanović enters the game for S. Kilpatrick,,18,18
74,1,4:16.0,R. Foye enters the game for I. Whitehead,,18,18
75,1,4:07.0,Turnover by J. Harris (bad pass; steal by G. Monroe),,18,18
76,1,3:56.0,,M. Beasley misses 2-pt jump shot from 13 ft,18,18
77,1,3:55.0,Defensive rebound by J. Hamilton,,18,18
78,1,3:45.0,J. Harris misses 3-pt jump shot from 26 ft,,18,18
79,1,3:44.0,,Defensive rebound by M. Brogdon,18,18
80,1,3:31.0,,T. Snell misses 3-pt jump shot from 24 ft,18,18
81,1,3:30.0,Defensive rebound by J. Harris,,18,18
82,1,3:21.0,B. Bogdanović misses 2-pt jump shot from 5 ft (block by T. Snell),,18,18
83,1,3:19.0,,Defensive rebound by M. Beasley,18,18
84,1,3:17.0,,Turnover by M. Beasley (bad pass; steal by J. Harris),18,18
85,1,3:13.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Harris),,20,18
86,1,2:56.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Parker),20,18
87,1,2:56.0,,Milwaukee full timeout,20,18
88,1,2:56.0,,J. Parker misses free throw 1 of 2,20,18
89,1,2:56.0,,Offensive rebound by Team,20,18
90,1,2:56.0,B. Lopez enters the game for J. Hamilton,,20,18
91,1,2:56.0,,J. Terry enters the game for T. Snell,20,18
92,1,2:56.0,,J. Parker makes free throw 2 of 2,20,19
93,1,2:41.0,B. Lopez misses 2-pt layup from 2 ft (block by M. Beasley),,20,19
94,1,2:38.0,,Defensive rebound by G. Monroe,20,19
95,1,2:31.0,,M. Brogdon misses 2-pt jump shot from 16 ft,20,19
96,1,2:30.0,Defensive rebound by J. Harris,,20,19
97,1,2:24.0,,G. Antetokounmpo enters the game for J. Parker,20,19
98,1,2:12.0,J. Harris makes 2-pt jump shot from 4 ft (assist by B. Lopez),,22,19
99,1,1:56.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),22,21
100,1,1:39.0,R. Foye misses 3-pt jump shot from 26 ft,,22,21
101,1,1:38.0,,Defensive rebound by G. Monroe,22,21
102,1,1:27.0,,M. Brogdon makes 2-pt layup at rim (assist by M. Beasley),22,23
103,1,1:27.0,,Shooting foul by R. Hollis-Jefferson (drawn by M. Brogdon),22,23
104,1,1:27.0,,M. Brogdon makes free throw 1 of 1,22,24
105,1,1:12.0,Turnover by B. Bogdanović (bad pass; steal by G. Monroe),,22,24
106,1,1:00.0,,G. Monroe misses 2-pt layup from 2 ft,22,24
107,1,1:00.0,,Offensive rebound by Team,22,24
108,1,0:53.0,,M. Beasley misses 2-pt jump shot from 7 ft,22,24
109,1,0:52.0,Defensive rebound by J. Harris,,22,24
110,1,0:43.0,B. Lopez misses 3-pt jump shot from 27 ft,,22,24
111,1,0:42.0,,Defensive rebound by M. Beasley,22,24
112,1,0:29.0,,Shooting foul by R. Foye (drawn by M. Beasley),22,24
113,1,0:29.0,,M. Beasley misses free throw 1 of 2,22,24
114,1,0:29.0,,Offensive rebound by Team,22,24
115,1,0:29.0,J. Hamilton enters the game for R. Hollis-Jefferson,,22,24
116,1,0:29.0,,M. Beasley makes free throw 2 of 2,22,25
117,1,0:06.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,22,25
118,1,0:04.0,,Defensive rebound by Team,22,25
119,1,0:04.0,R. Hollis-Jefferson enters the game for J. Hamilton,,22,25
120,1,0:00.0,,M. Brogdon misses 2-pt jump shot from 19 ft,22,25
121,1,0:00.0,,Offensive rebound by Team,22,25
122,2,11:51.0,,Offensive foul by G. Monroe (drawn by L. Scola),22,25
123,2,11:51.0,,Turnover by G. Monroe (offensive foul),22,25
124,2,11:42.0,Turnover by I. Whitehead (bad pass; steal by G. Monroe),,22,25
125,2,11:36.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Hamilton),22,25
126,2,11:28.0,J. Hamilton misses 3-pt jump shot from 24 ft,,22,25
127,2,11:26.0,Offensive rebound by B. Bogdanović,,22,25
128,2,11:24.0,L. Scola makes 2-pt layup from 1 ft (assist by B. Bogdanović),,24,25
129,2,11:24.0,Shooting foul by G. Monroe (drawn by L. Scola),,24,25
130,2,11:24.0,L. Scola makes free throw 1 of 1,,25,25
131,2,11:00.0,,G. Monroe misses 2-pt hook shot from 5 ft,25,25
132,2,10:59.0,Defensive rebound by J. Hamilton,,25,25
133,2,10:45.0,J. Hamilton misses 2-pt jump shot from 5 ft,,25,25
134,2,10:44.0,,Defensive rebound by M. Beasley,25,25
135,2,10:33.0,,M. Beasley misses 2-pt jump shot from 7 ft,25,25
136,2,10:32.0,Defensive rebound by L. Scola,,25,25
137,2,10:23.0,R. Hollis-Jefferson makes 3-pt jump shot from 28 ft (assist by J. Hamilton),,28,25
138,2,10:10.0,,M. Brogdon misses 2-pt layup from 1 ft (block by L. Scola),28,25
139,2,10:10.0,Defensive rebound by Team,,28,25
140,2,10:10.0,,M. Teletović enters the game for M. Beasley,28,25
141,2,9:56.0,Turnover by I. Whitehead (lost ball; steal by G. Monroe),,28,25
142,2,9:50.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by M. Brogdon),28,28
143,2,9:33.0,Turnover by B. Bogdanović (bad pass; steal by G. Antetokounmpo),,28,28
144,2,9:25.0,,M. Teletović misses 3-pt jump shot from 26 ft,28,28
145,2,9:24.0,Defensive rebound by R. Hollis-Jefferson,,28,28
146,2,9:13.0,Turnover by J. Hamilton (3 sec),,28,28
147,2,8:54.0,,M. Teletović misses 3-pt jump shot from 25 ft,28,28
148,2,8:53.0,Defensive rebound by R. Hollis-Jefferson,,28,28
149,2,8:41.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,28,28
150,2,8:40.0,,Defensive rebound by M. Brogdon,28,28
151,2,8:23.0,,Shooting foul by J. Hamilton (drawn by M. Teletović),28,28
152,2,8:23.0,Official timeout,,28,28
153,2,8:23.0,,M. Teletović misses free throw 1 of 2,28,28
154,2,8:23.0,,Offensive rebound by Team,28,28
155,2,8:23.0,,M. Teletović makes free throw 2 of 2,28,29
156,2,8:03.0,J. Hamilton misses 3-pt jump shot from 27 ft,,28,29
157,2,8:02.0,,Defensive rebound by G. Antetokounmpo,28,29
158,2,7:48.0,Offensive charge foul by M. Teletović (drawn by L. Scola),,28,29
159,2,7:48.0,,Turnover by M. Teletović (offensive foul),28,29
160,2,7:22.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,28,29
161,2,7:21.0,,Defensive rebound by G. Monroe,28,29
162,2,7:07.0,,G. Monroe makes 2-pt hook shot from 2 ft,28,31
163,2,6:55.0,R. Hollis-Jefferson misses 3-pt jump shot from 27 ft,,28,31
164,2,6:54.0,,Defensive rebound by G. Monroe,28,31
165,2,6:42.0,,G. Monroe makes 2-pt hook shot from 6 ft (assist by M. Teletović),28,33
166,2,6:42.0,Brooklyn full timeout,,28,33
167,2,6:42.0,R. Foye enters the game for I. Whitehead,,28,33
168,2,6:28.0,,Offensive charge foul by J. Hamilton (drawn by G. Monroe),28,33
169,2,6:28.0,Turnover by J. Hamilton (offensive foul),,28,33
170,2,6:11.0,,M. Brogdon makes 2-pt jump shot from 20 ft,28,35
171,2,5:56.0,Turnover by R. Hollis-Jefferson (bad pass),,28,35
172,2,5:56.0,B. Lopez enters the game for J. Hamilton,,28,35
173,2,5:56.0,A. Bennett enters the game for L. Scola,,28,35
174,2,5:56.0,,T. Snell enters the game for M. Brogdon,28,35
175,2,5:56.0,,J. Parker enters the game for J. Terry,28,35
176,2,5:56.0,,M. Dellavedova enters the game for M. Teletović,28,35
177,2,5:37.0,,Turnover by G. Monroe (lost ball; steal by R. Hollis-Jefferson),28,35
178,2,5:26.0,B. Lopez misses 2-pt jump shot from 17 ft,,28,35
179,2,5:25.0,,Defensive rebound by G. Antetokounmpo,28,35
180,2,5:18.0,,J. Parker misses 2-pt jump shot from 18 ft,28,35
181,2,5:17.0,Defensive rebound by R. Foye,,28,35
182,2,5:08.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by B. Lopez),,30,35
183,2,4:55.0,,Turnover by T. Snell (lost ball; steal by R. Hollis-Jefferson),30,35
184,2,4:49.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,33,35
185,2,4:49.0,,Milwaukee full timeout,33,35
186,2,4:49.0,J. Harris enters the game for B. Bogdanović,,33,35
187,2,4:49.0,S. Kilpatrick enters the game for R. Hollis-Jefferson,,33,35
188,2,4:49.0,,J. Henson enters the game for G. Monroe,33,35
189,2,4:43.0,,Personal foul by R. Foye (drawn by G. Antetokounmpo),33,35
190,2,4:38.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by T. Snell),33,37
191,2,4:38.0,,Shooting foul by B. Lopez (drawn by J. Henson),33,37
192,2,4:38.0,,J. Henson makes free throw 1 of 1,33,38
193,2,4:20.0,B. Lopez misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,33,38
194,2,4:17.0,,Defensive rebound by J. Parker,33,38
195,2,3:58.0,,M. Dellavedova makes 2-pt layup from 1 ft,33,40
196,2,3:37.0,Personal foul by G. Antetokounmpo (drawn by B. Lopez),,33,40
197,2,3:24.0,B. Lopez misses 2-pt hook shot from 6 ft,,33,40
198,2,3:23.0,,Defensive rebound by J. Henson,33,40
199,2,3:17.0,,Turnover by M. Dellavedova (lost ball; steal by B. Lopez),33,40
200,2,3:17.0,,Loose ball foul by G. Antetokounmpo (drawn by J. Harris),33,40
201,2,3:12.0,Shooting foul by J. Henson (drawn by B. Lopez),,33,40
202,2,3:12.0,B. Lopez misses free throw 1 of 2,,33,40
203,2,3:12.0,Offensive rebound by Team,,33,40
204,2,3:12.0,B. Lopez makes free throw 2 of 2,,34,40
205,2,2:57.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,34,42
206,2,2:47.0,Personal foul by G. Antetokounmpo (drawn by A. Bennett),,34,42
207,2,2:47.0,A. Bennett makes free throw 1 of 2,,35,42
208,2,2:47.0,A. Bennett misses free throw 2 of 2,,35,42
209,2,2:47.0,,M. Beasley enters the game for G. Antetokounmpo,35,42
210,2,2:45.0,,Defensive rebound by J. Parker,35,42
211,2,2:32.0,,Shooting foul by A. Bennett (drawn by M. Dellavedova),35,42
212,2,2:32.0,,M. Dellavedova makes free throw 1 of 2,35,43
213,2,2:32.0,,M. Dellavedova makes free throw 2 of 2,35,44
214,2,2:22.0,R. Foye makes 3-pt jump shot from 26 ft,,38,44
215,2,2:11.0,,J. Parker misses 2-pt jump shot from 16 ft,38,44
216,2,2:10.0,Defensive rebound by A. Bennett,,38,44
217,2,2:03.0,J. Harris misses 3-pt jump shot from 25 ft,,38,44
218,2,2:01.0,,Defensive rebound by T. Snell,38,44
219,2,1:53.0,,T. Snell makes 2-pt layup from 1 ft (assist by M. Dellavedova),38,46
220,2,1:38.0,R. Foye makes 2-pt layup from 2 ft,,40,46
221,2,1:27.0,,J. Parker makes 2-pt dunk at rim (assist by J. Henson),40,48
222,2,1:08.0,R. Foye misses 3-pt jump shot from 24 ft,,40,48
223,2,1:07.0,Offensive rebound by A. Bennett,,40,48
224,2,1:04.0,B. Lopez misses 3-pt jump shot from 26 ft,,40,48
225,2,1:02.0,Offensive rebound by B. Lopez,,40,48
226,2,0:48.0,S. Kilpatrick misses 2-pt layup from 1 ft,,40,48
227,2,0:45.0,,Defensive rebound by J. Henson,40,48
228,2,0:37.0,,M. Beasley makes 2-pt jump shot from 6 ft (assist by M. Dellavedova),40,50
229,2,0:27.0,J. Harris misses 3-pt jump shot from 27 ft,,40,50
230,2,0:26.0,,Defensive rebound by T. Snell,40,50
231,2,0:03.0,,Turnover by Team (shot clock),40,50
232,2,0:00.0,B. Lopez misses 3-pt jump shot from 37 ft,,40,50
233,2,0:00.0,Offensive rebound by Team,,40,50
234,3,11:46.0,,Personal foul by B. Lopez (drawn by J. Henson),40,50
235,3,11:41.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by J. Henson),40,53
236,3,11:31.0,Personal foul by J. Henson (drawn by B. Lopez),,40,53
237,3,11:26.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by B. Lopez),,42,53
238,3,11:10.0,,J. Parker misses 3-pt jump shot from 26 ft,42,53
239,3,11:09.0,Defensive rebound by S. Kilpatrick,,42,53
240,3,10:55.0,Turnover by B. Lopez (lost ball; steal by J. Henson),,42,53
241,3,10:50.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),42,55
242,3,10:37.0,Turnover by B. Lopez (traveling),,42,55
243,3,10:27.0,,J. Parker misses 2-pt dunk at rim (block by B. Lopez),42,55
244,3,10:24.0,,Offensive rebound by G. Antetokounmpo,42,55
245,3,10:22.0,,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),42,57
246,3,10:14.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,42,57
247,3,10:12.0,Offensive rebound by A. Bennett,,42,57
248,3,10:12.0,A. Bennett makes 2-pt dunk at rim,,44,57
249,3,9:56.0,,T. Snell misses 3-pt jump shot from 24 ft,44,57
250,3,9:55.0,Defensive rebound by A. Bennett,,44,57
251,3,9:49.0,I. Whitehead makes 2-pt jump shot from 17 ft,,46,57
252,3,9:31.0,,J. Henson misses 2-pt layup from 1 ft,46,57
253,3,9:29.0,Defensive rebound by B. Lopez,,46,57
254,3,9:20.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,46,57
255,3,9:19.0,,Defensive rebound by G. Antetokounmpo,46,57
256,3,8:59.0,,G. Antetokounmpo misses 2-pt hook shot from 5 ft,46,57
257,3,8:58.0,,Offensive rebound by J. Henson,46,57
258,3,8:52.0,,M. Dellavedova misses 2-pt jump shot from 20 ft,46,57
259,3,8:51.0,,Offensive rebound by M. Dellavedova,46,57
260,3,8:48.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),46,60
261,3,8:48.0,Brooklyn full timeout,,46,60
262,3,8:42.0,Offensive foul by A. Bennett (drawn by M. Dellavedova),,46,60
263,3,8:42.0,Turnover by A. Bennett (offensive foul),,46,60
264,3,8:31.0,,T. Snell misses 2-pt jump shot from 16 ft,46,60
265,3,8:29.0,Defensive rebound by A. Bennett,,46,60
266,3,8:19.0,Turnover by I. Whitehead (bad pass; steal by J. Parker),,46,60
267,3,8:12.0,,T. Snell makes 2-pt jump shot from 8 ft (assist by M. Dellavedova),46,62
268,3,7:53.0,S. Kilpatrick makes 2-pt layup at rim (assist by B. Bogdanović),,48,62
269,3,7:36.0,,J. Henson misses 2-pt layup from 1 ft (block by B. Lopez),48,62
270,3,7:33.0,Defensive rebound by I. Whitehead,,48,62
271,3,7:33.0,Shooting foul by T. Snell (drawn by S. Kilpatrick),,48,62
272,3,7:33.0,S. Kilpatrick makes free throw 1 of 2,,49,62
273,3,7:33.0,J. Hamilton enters the game for B. Lopez,,49,62
274,3,7:33.0,J. Harris enters the game for B. Bogdanović,,49,62
275,3,7:33.0,S. Kilpatrick makes free throw 2 of 2,,50,62
276,3,7:19.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,50,62
277,3,7:16.0,Defensive rebound by A. Bennett,,50,62
278,3,7:12.0,Shooting foul by J. Parker (drawn by S. Kilpatrick),,50,62
279,3,7:12.0,S. Kilpatrick makes free throw 1 of 2,,51,62
280,3,7:12.0,S. Kilpatrick makes free throw 2 of 2,,52,62
281,3,6:50.0,,J. Henson makes 2-pt hook shot from 2 ft (assist by J. Parker),52,64
282,3,6:41.0,I. Whitehead makes 2-pt layup from 1 ft,,54,64
283,3,6:30.0,,J. Parker makes 2-pt jump shot from 5 ft,54,66
284,3,6:30.0,,Shooting foul by A. Bennett (drawn by J. Parker),54,66
285,3,6:30.0,,J. Parker misses free throw 1 of 1,54,66
286,3,6:29.0,Defensive rebound by J. Harris,,54,66
287,3,6:24.0,Shooting foul by T. Snell (drawn by S. Kilpatrick),,54,66
288,3,6:24.0,S. Kilpatrick makes free throw 1 of 2,,55,66
289,3,6:24.0,S. Kilpatrick makes free throw 2 of 2,,56,66
290,3,6:04.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Dellavedova),56,68
291,3,5:47.0,A. Bennett misses 3-pt jump shot from 23 ft,,56,68
292,3,5:45.0,,Defensive rebound by J. Parker,56,68
293,3,5:43.0,,Personal foul by I. Whitehead (drawn by J. Parker),56,68
294,3,5:39.0,,Turnover by G. Antetokounmpo (lost ball),56,68
295,3,5:29.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,56,68
296,3,5:28.0,,Defensive rebound by J. Henson,56,68
297,3,5:18.0,,Offensive foul by J. Henson (drawn by A. Bennett),56,68
298,3,5:18.0,,Turnover by J. Henson (offensive foul),56,68
299,3,5:18.0,,M. Brogdon enters the game for M. Dellavedova,56,68
300,3,5:18.0,,G. Monroe enters the game for J. Henson,56,68
301,3,5:04.0,S. Kilpatrick makes 3-pt jump shot from 26 ft (assist by A. Bennett),,59,68
302,3,4:45.0,,T. Snell misses 3-pt jump shot from 23 ft,59,68
303,3,4:44.0,Defensive rebound by I. Whitehead,,59,68
304,3,4:41.0,Shooting foul by T. Snell (drawn by S. Kilpatrick),,59,68
305,3,4:41.0,S. Kilpatrick makes free throw 1 of 2,,60,68
306,3,4:41.0,,J. Terry enters the game for T. Snell,60,68
307,3,4:41.0,R. Hollis-Jefferson enters the game for A. Bennett,,60,68
308,3,4:41.0,S. Kilpatrick makes free throw 2 of 2,,61,68
309,3,4:24.0,,Turnover by G. Antetokounmpo (lost ball),61,68
310,3,4:12.0,J. Hamilton misses 3-pt jump shot from 23 ft,,61,68
311,3,4:10.0,Offensive rebound by Team,,61,68
312,3,3:55.0,S. Kilpatrick misses 2-pt jump shot from 4 ft,,61,68
313,3,3:54.0,Offensive rebound by Team,,61,68
314,3,3:51.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,61,68
315,3,3:46.0,,Defensive rebound by G. Antetokounmpo,61,68
316,3,3:41.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,61,68
317,3,3:40.0,Defensive rebound by R. Hollis-Jefferson,,61,68
318,3,3:31.0,J. Hamilton misses 2-pt layup at rim (block by G. Antetokounmpo),,61,68
319,3,3:31.0,Offensive rebound by Team,,61,68
320,3,3:31.0,B. Lopez enters the game for J. Hamilton,,61,68
321,3,3:31.0,R. Foye enters the game for I. Whitehead,,61,68
322,3,3:31.0,,Milwaukee full timeout,61,68
323,3,3:31.0,,M. Teletović enters the game for G. Antetokounmpo,61,68
324,3,3:31.0,,M. Beasley enters the game for J. Parker,61,68
325,3,3:28.0,S. Kilpatrick misses 2-pt jump shot from 21 ft,,61,68
326,3,3:27.0,,Defensive rebound by J. Terry,61,68
327,3,3:09.0,,M. Brogdon misses 2-pt jump shot from 6 ft,61,68
328,3,3:08.0,Defensive rebound by R. Hollis-Jefferson,,61,68
329,3,2:59.0,J. Harris makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,64,68
330,3,2:51.0,B. Bogdanović enters the game for S. Kilpatrick,,64,68
331,3,2:43.0,,J. Terry misses 3-pt jump shot from 27 ft,64,68
332,3,2:43.0,Defensive rebound by Team,,64,68
333,3,2:32.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,64,68
334,3,2:31.0,,Defensive rebound by M. Teletović,64,68
335,3,2:15.0,,G. Monroe misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),64,68
336,3,2:12.0,,Offensive rebound by G. Monroe,64,68
337,3,2:11.0,,G. Monroe makes 2-pt layup from 1 ft,64,70
338,3,2:00.0,J. Harris makes 2-pt layup at rim (assist by B. Lopez),,66,70
339,3,1:43.0,,J. Terry misses 2-pt jump shot from 13 ft,66,70
340,3,1:42.0,Defensive rebound by R. Hollis-Jefferson,,66,70
341,3,1:36.0,Shooting foul by M. Beasley (drawn by B. Bogdanović),,66,70
342,3,1:36.0,B. Bogdanović makes free throw 1 of 2,,67,70
343,3,1:36.0,B. Bogdanović makes free throw 2 of 2,,68,70
344,3,1:13.0,,G. Monroe makes 2-pt hook shot from 3 ft (assist by M. Brogdon),68,72
345,3,1:01.0,B. Bogdanović misses 2-pt layup from 2 ft (block by G. Monroe),,68,72
346,3,0:59.0,,Defensive rebound by G. Monroe,68,72
347,3,0:46.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by M. Teletović),68,75
348,3,0:36.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,71,75
349,3,0:18.0,,G. Monroe misses 2-pt jump shot from 17 ft,71,75
350,3,0:17.0,Defensive rebound by R. Hollis-Jefferson,,71,75
351,3,0:03.0,Personal block foul by G. Monroe (drawn by B. Bogdanović),,71,75
352,3,0:03.0,B. Bogdanović misses free throw 1 of 2,,71,75
353,3,0:03.0,Offensive rebound by Team,,71,75
354,3,0:03.0,I. Whitehead enters the game for B. Lopez,,71,75
355,3,0:03.0,B. Bogdanović makes free throw 2 of 2,,72,75
356,3,0:00.0,,M. Brogdon misses 3-pt jump shot from 38 ft,72,75
357,3,0:00.0,,Offensive rebound by Team,72,75
358,4,11:49.0,Shooting foul by J. Terry (drawn by B. Lopez),,72,75
359,4,11:49.0,B. Lopez makes free throw 1 of 2,,73,75
360,4,11:49.0,B. Lopez makes free throw 2 of 2,,74,75
361,4,11:35.0,,Turnover by M. Beasley (lost ball; steal by R. Hollis-Jefferson),74,75
362,4,11:33.0,Shooting foul by M. Beasley (drawn by R. Hollis-Jefferson),,74,75
363,4,11:33.0,R. Hollis-Jefferson misses free throw 1 of 2,,74,75
364,4,11:33.0,Offensive rebound by Team,,74,75
365,4,11:33.0,R. Hollis-Jefferson misses free throw 2 of 2,,74,75
366,4,11:33.0,,Defensive rebound by Team,74,75
367,4,11:33.0,Loose ball foul by B. Lopez (drawn by G. Monroe),,74,75
368,4,11:33.0,L. Scola enters the game for B. Lopez,,74,75
369,4,11:20.0,,M. Teletović misses 3-pt jump shot from 26 ft,74,75
370,4,11:19.0,,Offensive rebound by G. Monroe,74,75
371,4,11:18.0,,G. Monroe makes 2-pt layup from 1 ft,74,77
