,QUARTER,TIME_REMAINING,CHICAGO_ACTION,INDIANA_ACTION,CHICAGO_SCORE,INDIANA_SCORE
0,1,11:44.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Teague),0,2
1,1,11:20.0,Turnover by D. Wade (bad pass),,0,2
2,1,10:59.0,,J. Teague misses 2-pt jump shot from 16 ft,0,2
3,1,10:59.0,Defensive rebound by R. Rondo,,0,2
4,1,10:51.0,R. Rondo misses 2-pt layup from 1 ft,,0,2
5,1,10:48.0,Offensive rebound by R. Lopez,,0,2
6,1,10:48.0,R. Lopez makes 2-pt layup at rim,,2,2
7,1,10:35.0,,M. Turner misses 2-pt layup from 3 ft (block by T. Gibson),2,2
8,1,10:35.0,,Offensive rebound by T. Young,2,2
9,1,10:35.0,,T. Young makes 2-pt layup from 2 ft,2,4
10,1,10:27.0,Turnover by R. Rondo (lost ball),,2,4
11,1,10:14.0,,M. Turner misses 2-pt jump shot from 18 ft,2,4
12,1,10:13.0,Defensive rebound by D. Wade,,2,4
13,1,10:03.0,Turnover by D. Wade (bad pass; steal by P. George),,2,4
14,1,9:57.0,,T. Young misses 2-pt layup from 3 ft,2,4
15,1,9:55.0,,Offensive rebound by P. George,2,4
16,1,9:55.0,,P. George makes 2-pt layup from 3 ft,2,6
17,1,9:30.0,J. Butler misses 2-pt jump shot from 21 ft,,2,6
18,1,9:29.0,,Defensive rebound by M. Ellis,2,6
19,1,9:07.0,,J. Teague makes 2-pt jump shot from 21 ft,2,8
20,1,8:50.0,R. Lopez misses 2-pt layup from 4 ft (block by M. Turner),,2,8
21,1,8:49.0,,Defensive rebound by P. George,2,8
22,1,8:35.0,,Turnover by J. Teague (bad pass; steal by T. Gibson),2,8
23,1,8:29.0,J. Butler misses 2-pt layup from 2 ft,,2,8
24,1,8:27.0,Offensive rebound by T. Gibson,,2,8
25,1,8:27.0,T. Gibson makes 2-pt layup from 1 ft,,4,8
26,1,8:14.0,,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),4,10
27,1,7:46.0,R. Rondo misses 2-pt jump shot from 20 ft,,4,10
28,1,7:45.0,Offensive rebound by T. Gibson,,4,10
29,1,7:40.0,T. Gibson misses 2-pt layup from 3 ft (block by M. Turner),,4,10
30,1,7:39.0,,Defensive rebound by J. Teague,4,10
31,1,7:34.0,,M. Turner misses 2-pt layup from 4 ft (block by R. Lopez),4,10
32,1,7:33.0,Defensive rebound by T. Gibson,,4,10
33,1,7:22.0,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Butler),,6,10
34,1,7:02.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by P. George),6,12
35,1,6:41.0,T. Gibson misses 2-pt jump shot from 20 ft,,6,12
36,1,6:39.0,,Defensive rebound by M. Ellis,6,12
37,1,6:32.0,,P. George makes 3-pt jump shot from 25 ft (assist by M. Ellis),6,15
38,1,6:32.0,Chicago full timeout,,6,15
39,1,6:07.0,T. Gibson misses 2-pt jump shot from 8 ft,,6,15
40,1,6:05.0,Offensive rebound by R. Lopez,,6,15
41,1,6:05.0,R. Lopez misses 2-pt layup from 2 ft,,6,15
42,1,6:05.0,,Defensive rebound by Team,6,15
43,1,5:47.0,,T. Young misses 3-pt jump shot from 25 ft,6,15
44,1,5:47.0,Defensive rebound by T. Gibson,,6,15
45,1,5:23.0,Turnover by J. Butler (bad pass; steal by M. Turner),,6,15
46,1,5:14.0,,P. George makes 3-pt jump shot from 25 ft (assist by M. Ellis),6,18
47,1,4:59.0,T. Gibson makes 2-pt jump shot from 12 ft (assist by R. Rondo),,8,18
48,1,4:59.0,Shooting foul by J. Teague (drawn by T. Gibson),,8,18
49,1,4:59.0,I. Canaan enters the game for D. Wade,,8,18
50,1,4:59.0,N. Mirotić enters the game for R. Lopez,,8,18
51,1,4:59.0,T. Gibson makes free throw 1 of 1,,9,18
52,1,4:44.0,,J. Teague misses 2-pt jump shot from 12 ft,9,18
53,1,4:44.0,Defensive rebound by T. Gibson,,9,18
54,1,4:32.0,J. Butler makes 3-pt jump shot from 24 ft (assist by R. Rondo),,12,18
55,1,4:16.0,,M. Ellis misses 3-pt jump shot from 26 ft,12,18
56,1,4:15.0,,Offensive rebound by M. Turner,12,18
57,1,4:04.0,,M. Turner makes 2-pt layup from 1 ft (assist by J. Teague),12,20
58,1,4:04.0,,Shooting foul by N. Mirotić (drawn by M. Turner),12,20
59,1,4:04.0,,M. Turner misses free throw 1 of 1,12,20
60,1,4:04.0,Defensive rebound by T. Gibson,,12,20
61,1,4:04.0,,A. Brooks enters the game for M. Ellis,12,20
62,1,3:49.0,N. Mirotić misses 2-pt layup from 2 ft (block by T. Young),,12,20
63,1,3:49.0,,Defensive rebound by Team,12,20
64,1,3:49.0,,A. Jefferson enters the game for M. Turner,12,20
65,1,3:30.0,,T. Young makes 2-pt layup from 2 ft (assist by A. Jefferson),12,22
66,1,3:16.0,J. Butler makes 2-pt jump shot from 17 ft,,14,22
67,1,2:55.0,,J. Teague makes 3-pt jump shot from 25 ft,14,25
68,1,2:43.0,Turnover by R. Rondo (bad pass),,14,25
69,1,2:43.0,,Indiana full timeout,14,25
70,1,2:43.0,,L. Allen enters the game for P. George,14,25
71,1,2:43.0,,C. Miles enters the game for T. Young,14,25
72,1,2:43.0,C. Felício enters the game for T. Gibson,,14,25
73,1,2:43.0,D. McDermott enters the game for R. Rondo,,14,25
74,1,2:25.0,,C. Miles makes 2-pt layup from 5 ft (assist by A. Jefferson),14,27
75,1,2:13.0,,Offensive charge foul by J. Butler (drawn by A. Brooks),14,27
76,1,2:13.0,Turnover by J. Butler (offensive foul),,14,27
77,1,2:13.0,,M. Ellis enters the game for J. Teague,14,27
78,1,1:57.0,Violation by N. Mirotić (def goaltending),,14,27
79,1,1:57.0,,A. Jefferson makes 2-pt layup from 3 ft,14,29
80,1,1:45.0,Turnover by J. Butler (bad pass),,14,29
81,1,1:45.0,D. Wade enters the game for J. Butler,,14,29
82,1,1:34.0,,A. Brooks misses 2-pt jump shot from 8 ft,14,29
83,1,1:32.0,,Offensive rebound by Team,14,29
84,1,1:20.0,,Turnover by A. Brooks (bad pass; steal by I. Canaan),14,29
85,1,1:13.0,D. Wade misses 2-pt layup from 2 ft,,14,29
86,1,1:12.0,Offensive rebound by C. Felício,,14,29
87,1,1:12.0,C. Felício misses 2-pt layup from 1 ft (block by A. Brooks),,14,29
88,1,1:11.0,Offensive rebound by Team,,14,29
89,1,0:59.0,D. Wade misses 2-pt jump shot from 21 ft,,14,29
90,1,0:58.0,,Defensive rebound by C. Miles,14,29
91,1,0:53.0,,C. Miles makes 2-pt layup from 2 ft,14,31
92,1,0:38.0,Shooting foul by A. Brooks (drawn by D. McDermott),,14,31
93,1,0:38.0,D. McDermott misses free throw 1 of 2,,14,31
94,1,0:38.0,Offensive rebound by Team,,14,31
95,1,0:38.0,B. Portis enters the game for N. Mirotić,,14,31
96,1,0:38.0,D. McDermott makes free throw 2 of 2,,15,31
97,1,0:23.0,,C. Miles misses 3-pt jump shot from 24 ft,15,31
98,1,0:23.0,Defensive rebound by D. McDermott,,15,31
99,1,0:00.0,D. Wade misses 2-pt jump shot from 20 ft,,15,31
100,1,0:00.0,,Defensive rebound by M. Ellis,15,31
101,2,11:47.0,D. Wade misses 2-pt jump shot from 13 ft (block by A. Jefferson),,15,31
102,2,11:46.0,,Defensive rebound by A. Jefferson,15,31
103,2,11:27.0,,C. Miles makes 2-pt jump shot from 6 ft (assist by M. Ellis),15,33
104,2,11:19.0,Shooting foul by A. Jefferson (drawn by I. Canaan),,15,33
105,2,11:19.0,I. Canaan makes free throw 1 of 2,,16,33
106,2,11:19.0,I. Canaan makes free throw 2 of 2,,17,33
107,2,10:59.0,,C. Miles misses 2-pt jump shot from 18 ft,17,33
108,2,10:58.0,Defensive rebound by B. Portis,,17,33
109,2,10:45.0,D. McDermott makes 2-pt jump shot from 18 ft (assist by C. Felício),,19,33
110,2,10:25.0,,A. Jefferson makes 2-pt jump shot from 4 ft,19,35
111,2,10:12.0,Turnover by I. Canaan (bad pass),,19,35
112,2,9:59.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by A. Jefferson),19,38
113,2,9:46.0,D. Wade misses 2-pt jump shot from 4 ft,,19,38
114,2,9:45.0,Offensive rebound by C. Felício,,19,38
115,2,9:45.0,Personal foul by C. Miles (drawn by C. Felício),,19,38
116,2,9:39.0,I. Canaan misses 3-pt jump shot from 25 ft,,19,38
117,2,9:38.0,,Defensive rebound by A. Jefferson,19,38
118,2,9:30.0,,L. Allen makes 2-pt jump shot from 5 ft (assist by M. Ellis),19,40
119,2,9:30.0,Chicago full timeout,,19,40
120,2,9:30.0,R. Lopez enters the game for I. Canaan,,19,40
121,2,9:30.0,R. Rondo enters the game for C. Felício,,19,40
122,2,9:30.0,J. Butler enters the game for D. McDermott,,19,40
123,2,9:13.0,Shooting foul by L. Allen (drawn by D. Wade),,19,40
124,2,9:13.0,D. Wade makes free throw 1 of 2,,20,40
125,2,9:13.0,,P. George enters the game for C. Miles,20,40
126,2,9:13.0,D. Wade makes free throw 2 of 2,,21,40
127,2,8:58.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by M. Ellis),21,43
128,2,8:32.0,D. Wade misses 3-pt jump shot from 25 ft,,21,43
129,2,8:31.0,,Defensive rebound by P. George,21,43
130,2,8:14.0,,A. Jefferson misses 2-pt jump shot from 17 ft,21,43
131,2,8:11.0,Defensive rebound by R. Lopez,,21,43
132,2,8:05.0,J. Butler makes 2-pt jump shot from 17 ft,,23,43
133,2,8:05.0,Shooting foul by A. Brooks (drawn by J. Butler),,23,43
134,2,8:05.0,,M. Turner enters the game for A. Jefferson,23,43
135,2,8:05.0,J. Butler makes free throw 1 of 1,,24,43
136,2,7:54.0,,Shooting foul by R. Lopez (drawn by M. Turner),24,43
137,2,7:54.0,,M. Turner makes free throw 1 of 2,24,44
138,2,7:54.0,,M. Turner makes free throw 2 of 2,24,45
139,2,7:34.0,R. Lopez makes 2-pt layup from 3 ft,,26,45
140,2,7:12.0,,L. Allen makes 2-pt hook shot from 4 ft (assist by M. Ellis),26,47
141,2,7:02.0,B. Portis misses 2-pt jump shot from 6 ft,,26,47
