,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
399,4,7:40.0,,Defensive rebound by K. Séraphin,89,91
400,4,7:22.0,,A. Brooks makes 3-pt jump shot from 30 ft,89,94
401,4,7:02.0,J. Clarkson makes 2-pt jump shot from 19 ft,,91,94
402,4,6:50.0,,K. Séraphin makes 2-pt jump shot from 15 ft (assist by A. Brooks),91,96
403,4,6:33.0,L. Williams makes 3-pt jump shot from 24 ft,,94,96
404,4,6:33.0,,Indiana full timeout,94,96
405,4,6:33.0,,M. Turner enters the game for C. Miles,94,96
406,4,6:33.0,,J. Teague enters the game for K. Séraphin,94,96
407,4,6:22.0,,M. Turner misses 2-pt jump shot from 16 ft,94,96
408,4,6:21.0,,Offensive rebound by Team,94,96
409,4,6:21.0,,M. Ellis enters the game for L. Allen,94,96
410,4,6:21.0,,T. Young enters the game for A. Brooks,94,96
411,4,6:21.0,,Turnover by Team (5 sec inbounds),94,96
412,4,6:12.0,Turnover by J. Calderón (bad pass; steal by P. George),,94,96
413,4,6:00.0,,J. Teague makes 2-pt jump shot from 12 ft,94,98
414,4,5:44.0,L. Williams misses 3-pt jump shot from 25 ft,,94,98
415,4,5:43.0,Offensive rebound by T. Black,,94,98
416,4,5:38.0,J. Clarkson misses 3-pt jump shot from 24 ft,,94,98
417,4,5:38.0,,Defensive rebound by T. Young,94,98
418,4,5:25.0,,M. Turner makes 2-pt layup from 2 ft (assist by T. Young),94,100
419,4,5:25.0,,Shooting foul by T. Black (drawn by M. Turner),94,100
420,4,5:25.0,D. Russell enters the game for J. Calderón,,94,100
421,4,5:25.0,J. Randle enters the game for T. Black,,94,100
422,4,5:25.0,,M. Turner makes free throw 1 of 1,94,101
423,4,5:15.0,L. Nance makes 2-pt dunk from 3 ft (assist by L. Williams),,96,101
424,4,4:59.0,,Shooting foul by J. Randle (drawn by M. Turner),96,101
425,4,4:59.0,,M. Turner makes free throw 1 of 2,96,102
426,4,4:59.0,,M. Turner makes free throw 2 of 2,96,103
427,4,4:51.0,L. Williams makes 3-pt jump shot from 25 ft,,99,103
428,4,4:34.0,,J. Teague misses 3-pt jump shot from 26 ft,99,103
429,4,4:32.0,Defensive rebound by J. Randle,,99,103
430,4,4:30.0,Turnover by J. Randle (bad pass),,99,103
431,4,4:24.0,,T. Young misses 3-pt jump shot from 24 ft,99,103
432,4,4:23.0,Defensive rebound by J. Randle,,99,103
433,4,4:16.0,J. Randle makes 2-pt dunk at rim (assist by D. Russell),,101,103
434,4,3:58.0,,P. George makes 2-pt layup from 1 ft,101,105
435,4,3:50.0,L. Williams makes 2-pt jump shot from 16 ft,,103,105
436,4,3:50.0,Shooting foul by M. Turner (drawn by L. Williams),,103,105
437,4,3:50.0,LA Lakers full timeout,,103,105
438,4,3:50.0,,K. Séraphin enters the game for M. Turner,103,105
439,4,3:50.0,L. Williams makes free throw 1 of 1,,104,105
440,4,3:30.0,,M. Ellis misses 3-pt jump shot from 26 ft,104,105
441,4,3:29.0,Defensive rebound by J. Randle,,104,105
442,4,3:16.0,J. Clarkson misses 3-pt jump shot from 23 ft,,104,105
443,4,3:14.0,Offensive rebound by L. Nance,,104,105
444,4,3:14.0,L. Nance makes 2-pt dunk at rim,,106,105
445,4,2:58.0,,J. Teague misses 3-pt jump shot from 26 ft,106,105
446,4,2:56.0,Defensive rebound by J. Randle,,106,105
447,4,2:35.0,L. Williams misses 3-pt jump shot from 26 ft,,106,105
448,4,2:34.0,,Defensive rebound by J. Teague,106,105
449,4,2:28.0,,Indiana full timeout,106,105
450,4,2:28.0,,M. Turner enters the game for K. Séraphin,106,105
451,4,2:09.0,,P. George makes 2-pt jump shot from 20 ft,106,107
452,4,1:55.0,J. Randle makes 2-pt dunk at rim (assist by L. Williams),,108,107
453,4,1:39.0,,P. George makes 2-pt jump shot from 18 ft (assist by J. Teague),108,109
454,4,1:26.0,L. Nance misses 2-pt jump shot from 19 ft,,108,109
455,4,1:25.0,,Defensive rebound by M. Ellis,108,109
456,4,1:08.0,,P. George makes 2-pt jump shot from 18 ft,108,111
457,4,1:08.0,LA Lakers full timeout,,108,111
458,4,1:08.0,,L. Allen enters the game for M. Turner,108,111
459,4,1:02.0,D. Russell misses 3-pt jump shot from 27 ft,,108,111
460,4,1:01.0,,Defensive rebound by J. Teague,108,111
461,4,0:43.0,,P. George misses 2-pt jump shot from 17 ft,108,111
462,4,0:42.0,Defensive rebound by J. Randle,,108,111
463,4,0:34.0,J. Clarkson misses 2-pt layup from 4 ft,,108,111
464,4,0:33.0,,Defensive rebound by P. George,108,111
465,4,0:33.0,,Personal foul by J. Clarkson (drawn by P. George),108,111
466,4,0:33.0,,Indiana full timeout,108,111
467,4,0:33.0,,Indiana full timeout,108,111
468,4,0:33.0,,M. Turner enters the game for L. Allen,108,111
469,4,0:32.0,,Personal foul by J. Randle (drawn by P. George),108,111
470,4,0:32.0,,P. George makes free throw 1 of 2,108,112
471,4,0:32.0,,L. Allen enters the game for M. Turner,108,112
472,4,0:32.0,,P. George makes free throw 2 of 2,108,113
473,4,0:32.0,LA Lakers full timeout,,108,113
474,4,0:29.0,D. Russell misses 3-pt jump shot from 24 ft (block by M. Ellis),,108,113
475,4,0:28.0,,Defensive rebound by P. George,108,113
476,4,0:17.0,,Personal take foul by J. Randle (drawn by P. George),108,113
477,4,0:17.0,,P. George makes free throw 1 of 2,108,114
478,4,0:17.0,T. Black enters the game for J. Randle,,108,113
479,4,0:17.0,L. Deng enters the game for T. Black,,108,115
480,4,0:17.0,,P. George makes free throw 2 of 2,108,115
481,4,0:17.0,LA Lakers full timeout,,108,115
482,4,0:14.0,L. Williams misses 3-pt jump shot from 24 ft,,108,115
483,4,0:14.0,,Defensive rebound by Team,108,115
