,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
0,1,11:42.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),0,2
1,1,11:23.0,Shooting foul by D. Howard (drawn by A. Horford),,0,2
2,1,11:23.0,A. Horford misses free throw 1 of 2,,0,2
3,1,11:23.0,Offensive rebound by Team,,0,2
4,1,11:23.0,A. Horford misses free throw 2 of 2,,0,2
5,1,11:22.0,,Defensive rebound by D. Howard,0,2
6,1,11:06.0,,P. Millsap misses 2-pt jump shot from 6 ft (block by A. Johnson),0,2
7,1,11:04.0,Defensive rebound by A. Johnson,,0,2
8,1,11:00.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by M. Smart),,3,2
9,1,10:42.0,,T. Sefolosha misses 2-pt jump shot from 21 ft,3,2
10,1,10:40.0,Defensive rebound by A. Horford,,3,2
11,1,10:34.0,Personal foul by D. Schröder (drawn by I. Thomas),,3,2
12,1,10:16.0,A. Horford misses 2-pt jump shot from 12 ft,,3,2
13,1,10:15.0,,Defensive rebound by D. Howard,3,2
14,1,10:02.0,,Turnover by P. Millsap (bad pass; steal by M. Smart),3,2
15,1,9:58.0,M. Smart misses 2-pt jump shot from 12 ft (block by P. Millsap),,3,2
16,1,9:58.0,,Defensive rebound by Team,3,2
17,1,9:58.0,Violation by M. Smart (kicked ball),,3,2
18,1,9:47.0,,D. Schröder makes 2-pt layup at rim,3,4
19,1,9:27.0,M. Smart misses 3-pt jump shot from 24 ft,,3,4
20,1,9:26.0,Offensive rebound by M. Smart,,3,4
21,1,9:23.0,J. Crowder misses 3-pt jump shot from 25 ft,,3,4
22,1,9:21.0,Offensive rebound by A. Johnson,,3,4
23,1,9:18.0,I. Thomas misses 3-pt jump shot from 25 ft,,3,4
24,1,9:16.0,,Defensive rebound by D. Schröder,3,4
25,1,9:01.0,,D. Schröder misses 2-pt jump shot from 17 ft,3,4
26,1,8:59.0,Defensive rebound by J. Crowder,,3,4
27,1,8:49.0,M. Smart misses 2-pt jump shot from 8 ft,,3,4
28,1,8:46.0,,Defensive rebound by T. Sefolosha,3,4
29,1,8:32.0,,P. Millsap makes 2-pt jump shot from 14 ft,3,6
30,1,8:32.0,,Shooting foul by A. Johnson (drawn by P. Millsap),3,6
31,1,8:32.0,,P. Millsap makes free throw 1 of 1,3,7
32,1,8:13.0,M. Smart misses 2-pt jump shot from 10 ft (block by K. Bazemore),,3,7
33,1,8:13.0,K. Olynyk enters the game for A. Johnson,,3,7
34,1,8:13.0,,Offensive rebound by Team,3,7
35,1,7:57.0,,D. Schröder misses 2-pt jump shot from 10 ft,3,7
36,1,7:56.0,Defensive rebound by J. Crowder,,3,7
37,1,7:42.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by I. Thomas),,5,7
38,1,7:26.0,,Shooting foul by J. Crowder (drawn by T. Sefolosha),5,7
39,1,7:26.0,,T. Sefolosha makes free throw 1 of 2,5,8
40,1,7:26.0,,T. Sefolosha misses free throw 2 of 2,5,8
41,1,7:25.0,Defensive rebound by J. Crowder,,5,8
42,1,7:04.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by I. Thomas),,8,8
43,1,6:46.0,,K. Bazemore misses 3-pt jump shot from 24 ft,8,8
44,1,6:45.0,Defensive rebound by K. Olynyk,,8,8
45,1,6:30.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by A. Horford),,11,8
46,1,6:23.0,,Atlanta full timeout,11,8
47,1,6:22.0,,T. Hardaway enters the game for K. Bazemore,11,8
48,1,6:15.0,,D. Schröder misses 2-pt jump shot from 20 ft,11,8
49,1,6:14.0,Defensive rebound by J. Crowder,,11,8
50,1,5:52.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Horford),,14,8
51,1,5:30.0,,P. Millsap misses 2-pt jump shot from 18 ft,14,8
52,1,5:28.0,Defensive rebound by A. Horford,,14,8
53,1,5:19.0,M. Smart makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,17,8
54,1,5:04.0,Offensive charge foul by P. Millsap (drawn by K. Olynyk),,17,8
55,1,5:04.0,,Turnover by P. Millsap (offensive foul),17,8
56,1,5:04.0,,M. Delaney enters the game for D. Schröder,17,8
57,1,4:54.0,J. Crowder makes 2-pt layup at rim (assist by A. Horford),,19,8
58,1,4:36.0,,T. Hardaway misses 2-pt jump shot from 19 ft,19,8
59,1,4:34.0,,Offensive rebound by D. Howard,19,8
60,1,4:28.0,,Shooting foul by K. Olynyk (drawn by T. Sefolosha),19,8
61,1,4:28.0,,T. Sefolosha makes free throw 1 of 2,19,9
62,1,4:28.0,,M. Muscala enters the game for D. Howard,19,9
63,1,4:28.0,T. Rozier enters the game for M. Smart,,19,9
64,1,4:28.0,,T. Sefolosha makes free throw 2 of 2,19,10
65,1,4:12.0,A. Horford makes 3-pt jump shot from 25 ft (assist by I. Thomas),,22,10
66,1,3:49.0,,M. Delaney misses 2-pt jump shot from 19 ft,22,10
67,1,3:48.0,,Offensive rebound by M. Muscala,22,10
68,1,3:47.0,,M. Muscala misses 2-pt layup at rim,22,10
69,1,3:47.0,Defensive rebound by Team,,22,10
70,1,3:47.0,,T. Prince enters the game for T. Sefolosha,22,10
71,1,3:34.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,25,10
72,1,3:34.0,,Atlanta full timeout,25,10
73,1,3:19.0,,M. Delaney makes 3-pt jump shot from 24 ft (assist by T. Hardaway),25,13
74,1,3:02.0,J. Crowder misses 2-pt jump shot from 18 ft,,25,13
75,1,3:00.0,,Defensive rebound by P. Millsap,25,13
76,1,2:52.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by P. Millsap),25,16
77,1,2:34.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by I. Thomas),,28,16
78,1,2:16.0,,M. Muscala misses 2-pt jump shot from 16 ft,28,16
79,1,2:14.0,Defensive rebound by I. Thomas,,28,16
80,1,2:06.0,I. Thomas misses 3-pt jump shot from 25 ft,,28,16
81,1,2:05.0,,Defensive rebound by Team,28,16
82,1,2:05.0,Boston full timeout,,28,16
83,1,2:05.0,,D. Schröder enters the game for T. Prince,28,16
84,1,2:05.0,J. Brown enters the game for A. Horford,,28,16
85,1,2:05.0,J. Jerebko enters the game for I. Thomas,,28,16
86,1,1:54.0,,M. Muscala misses 2-pt jump shot from 17 ft,28,16
87,1,1:52.0,,Offensive rebound by P. Millsap,28,16
88,1,1:40.0,,M. Delaney misses 2-pt layup from 3 ft,28,16
89,1,1:38.0,Defensive rebound by J. Brown,,28,16
90,1,1:20.0,K. Olynyk misses 3-pt jump shot from 24 ft,,28,16
91,1,1:18.0,,Defensive rebound by Team,28,16
92,1,1:18.0,M. Smart enters the game for J. Crowder,,28,16
93,1,1:04.0,,P. Millsap makes 2-pt jump shot from 14 ft,28,18
94,1,0:48.0,,Offensive charge foul by M. Smart (drawn by M. Delaney),28,18
95,1,0:48.0,Turnover by M. Smart (offensive foul),,28,18
96,1,0:31.0,,M. Muscala misses 3-pt jump shot from 23 ft,28,18
97,1,0:30.0,Defensive rebound by J. Brown,,28,18
98,1,0:28.0,Personal foul by D. Schröder (drawn by J. Brown),,28,18
99,1,0:28.0,,D. Bembry enters the game for D. Schröder,28,18
100,1,0:07.0,M. Smart misses 3-pt jump shot from 24 ft,,28,18
101,1,0:06.0,,Defensive rebound by M. Muscala,28,18
102,1,0:00.0,,T. Hardaway misses 2-pt layup from 2 ft,28,18
103,1,0:00.0,,Offensive rebound by Team,28,18
104,2,11:46.0,J. Brown makes 2-pt dunk at rim (assist by M. Smart),,30,18
105,2,11:22.0,,M. Delaney makes 2-pt jump shot from 20 ft,30,20
106,2,11:04.0,Personal foul by M. Delaney (drawn by J. Brown),,30,20
107,2,10:55.0,T. Rozier makes 2-pt jump shot from 5 ft (assist by K. Olynyk),,32,20
108,2,10:42.0,,T. Hardaway misses 3-pt jump shot from 25 ft,32,20
109,2,10:41.0,Defensive rebound by K. Olynyk,,32,20
110,2,10:29.0,M. Smart misses 2-pt layup from 2 ft (block by T. Hardaway),,32,20
111,2,10:27.0,,Defensive rebound by D. Bembry,32,20
112,2,10:15.0,,M. Delaney misses 2-pt jump shot from 20 ft,32,20
113,2,10:12.0,,Offensive rebound by M. Muscala,32,20
114,2,10:11.0,,M. Muscala misses 2-pt dunk at rim,32,20
115,2,10:10.0,Defensive rebound by T. Rozier,,32,20
116,2,10:06.0,J. Brown misses 2-pt layup at rim,,32,20
117,2,10:06.0,Offensive rebound by Team,,32,20
118,2,10:06.0,A. Johnson enters the game for K. Olynyk,,32,20
119,2,10:04.0,J. Jerebko misses 3-pt jump shot from 24 ft,,32,20
120,2,10:02.0,,Defensive rebound by M. Delaney,32,20
121,2,9:56.0,,K. Humphries makes 2-pt dunk at rim (assist by M. Delaney),32,22
122,2,9:33.0,M. Smart misses 3-pt jump shot from 27 ft,,32,22
123,2,9:32.0,,Defensive rebound by D. Bembry,32,22
124,2,9:26.0,,M. Muscala misses 2-pt jump shot from 19 ft,32,22
125,2,9:24.0,Defensive rebound by J. Jerebko,,32,22
126,2,9:06.0,Turnover by J. Jerebko (offensive foul),,32,22
127,2,9:06.0,,Offensive charge foul by J. Jerebko (drawn by M. Muscala),32,22
128,2,9:06.0,,D. Howard enters the game for M. Muscala,32,22
129,2,8:46.0,,Turnover by K. Humphries (lost ball; steal by A. Johnson),32,22
130,2,8:40.0,J. Brown misses 3-pt jump shot from 26 ft,,32,22
131,2,8:39.0,,Defensive rebound by K. Humphries,32,22
132,2,8:30.0,,Shooting foul by A. Johnson (drawn by T. Hardaway),32,22
133,2,8:30.0,Official timeout,,32,22
134,2,8:30.0,,T. Hardaway makes free throw 1 of 2,32,23
135,2,8:30.0,,T. Hardaway makes free throw 2 of 2,32,24
136,2,8:09.0,J. Brown misses 2-pt layup from 3 ft,,32,24
137,2,8:09.0,Offensive rebound by Team,,32,24
138,2,8:09.0,A. Horford enters the game for J. Jerebko,,32,24
139,2,8:09.0,K. Olynyk enters the game for A. Johnson,,32,24
140,2,8:09.0,,K. Bazemore enters the game for T. Hardaway,32,24
141,2,8:09.0,,T. Sefolosha enters the game for M. Delaney,32,24
142,2,8:09.0,,D. Schröder enters the game for K. Humphries,32,24
143,2,8:05.0,M. Smart misses 2-pt jump shot from 22 ft,,32,24
144,2,8:04.0,,Defensive rebound by D. Howard,32,24
145,2,7:51.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,32,24
146,2,7:48.0,Defensive rebound by A. Horford,,32,24
147,2,7:42.0,K. Olynyk makes 2-pt layup at rim (assist by A. Horford),,34,24
148,2,7:25.0,,D. Schröder makes 2-pt layup from 2 ft,34,26
149,2,7:05.0,K. Olynyk misses 2-pt hook shot from 8 ft,,34,26
150,2,7:03.0,,Defensive rebound by D. Bembry,34,26
151,2,6:50.0,,D. Schröder misses 2-pt jump shot from 14 ft,34,26
152,2,6:48.0,Defensive rebound by J. Brown,,34,26
153,2,6:31.0,J. Brown misses 3-pt jump shot from 25 ft,,34,26
154,2,6:29.0,,Defensive rebound by D. Howard,34,26
155,2,6:14.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,34,26
156,2,6:12.0,,Offensive rebound by D. Howard,34,26
157,2,6:11.0,,D. Howard makes 2-pt jump shot from 6 ft,34,28
158,2,6:08.0,Boston full timeout,,34,28
159,2,6:08.0,,P. Millsap enters the game for D. Bembry,34,28
160,2,6:08.0,I. Thomas enters the game for M. Smart,,34,28
161,2,6:08.0,J. Crowder enters the game for J. Brown,,34,28
162,2,5:52.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,36,28
163,2,5:34.0,,P. Millsap misses 2-pt layup from 4 ft,36,28
164,2,5:31.0,Defensive rebound by J. Crowder,,36,28
165,2,5:21.0,Turnover by I. Thomas (traveling),,36,28
166,2,5:06.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),36,31
167,2,4:45.0,T. Rozier misses 3-pt jump shot from 25 ft,,36,31
168,2,4:42.0,Offensive rebound by K. Olynyk,,36,31
169,2,4:42.0,K. Olynyk makes 2-pt layup at rim,,38,31
170,2,4:31.0,,P. Millsap misses 3-pt jump shot from 25 ft,38,31
171,2,4:29.0,Defensive rebound by A. Horford,,38,31
172,2,4:23.0,Turnover by A. Horford (bad pass; steal by D. Howard),,38,31
173,2,4:14.0,,Turnover by P. Millsap (bad pass; steal by A. Horford),38,31
174,2,4:07.0,Turnover by I. Thomas (bad pass),,38,31
175,2,4:07.0,M. Smart enters the game for T. Rozier,,38,31
176,2,3:52.0,,Turnover by D. Howard (lost ball),38,31
177,2,3:36.0,I. Thomas misses 2-pt layup from 1 ft,,38,31
178,2,3:35.0,,Defensive rebound by D. Howard,38,31
179,2,3:27.0,,K. Bazemore misses 3-pt jump shot from 25 ft,38,31
180,2,3:24.0,Defensive rebound by J. Crowder,,38,31
181,2,3:15.0,Shooting foul by D. Schröder (drawn by M. Smart),,38,31
182,2,3:15.0,M. Smart misses free throw 1 of 2,,38,31
183,2,3:15.0,Offensive rebound by Team,,38,31
184,2,3:15.0,,Atlanta full timeout,38,31
185,2,3:15.0,,M. Delaney enters the game for D. Schröder,38,31
186,2,3:15.0,M. Smart makes free throw 2 of 2,,39,31
187,2,3:03.0,,P. Millsap makes 2-pt jump shot from 11 ft,39,33
188,2,2:39.0,K. Olynyk makes 2-pt layup from 1 ft (assist by I. Thomas),,41,33
189,2,2:24.0,,Shooting foul by M. Smart (drawn by K. Bazemore),41,33
190,2,2:24.0,,Technical foul by K. Bazemore,41,33
191,2,2:24.0,I. Thomas makes technical free throw,,42,33
192,2,2:24.0,,K. Bazemore makes free throw 1 of 2,42,34
193,2,2:24.0,,K. Bazemore makes free throw 2 of 2,42,35
194,2,2:06.0,I. Thomas misses 3-pt jump shot from 22 ft,,42,35
195,2,2:03.0,,Defensive rebound by K. Bazemore,42,35
196,2,1:58.0,,K. Bazemore makes 2-pt layup at rim,42,37
197,2,1:55.0,Turnover by J. Crowder (bad pass),,42,37
198,2,1:41.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by P. Millsap),42,40
199,2,1:22.0,A. Horford misses 3-pt jump shot from 25 ft,,42,40
200,2,1:20.0,,Defensive rebound by M. Delaney,42,40
201,2,1:11.0,,Shooting foul by K. Olynyk (drawn by P. Millsap),42,40
202,2,1:11.0,,P. Millsap makes free throw 1 of 2,42,41
203,2,1:11.0,,P. Millsap makes free throw 2 of 2,42,42
204,2,0:54.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by M. Smart),,45,42
205,2,0:42.0,,P. Millsap makes 2-pt jump shot from 12 ft,45,44
206,2,0:23.0,I. Thomas makes 3-pt jump shot from 26 ft,,48,44
207,2,0:06.0,,Turnover by K. Bazemore (lost ball; steal by M. Smart),48,44
208,2,0:00.0,I. Thomas misses 2-pt jump shot from 24 ft,,48,44
209,2,0:00.0,Offensive rebound by Team,,48,44
210,3,11:48.0,J. Crowder misses 3-pt jump shot from 25 ft,,48,44
211,3,11:46.0,,Defensive rebound by T. Sefolosha,48,44
212,3,11:28.0,,Shooting foul by M. Smart (drawn by D. Howard),48,44
213,3,11:28.0,,D. Howard makes free throw 1 of 2,48,45
214,3,11:28.0,,D. Howard makes free throw 2 of 2,48,46
