,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
0,1,11:47.0,,Turnover by T. Warren (bad pass; steal by A. Wiggins),0,0
1,1,11:33.0,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),,2,0
2,1,11:33.0,Shooting foul by M. Chriss (drawn by K. Towns),,2,0
3,1,11:33.0,K. Towns makes free throw 1 of 1,,3,0
4,1,11:22.0,,Shooting foul by A. Wiggins (drawn by T. Chandler),3,0
5,1,11:22.0,,T. Chandler misses free throw 1 of 2,3,0
6,1,11:22.0,,Offensive rebound by Team,3,0
7,1,11:22.0,,T. Chandler makes free throw 2 of 2,3,1
8,1,10:59.0,R. Rubio misses 2-pt jump shot from 20 ft,,3,1
9,1,10:57.0,,Defensive rebound by D. Booker,3,1
10,1,10:34.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,3,1
11,1,10:34.0,Defensive rebound by K. Towns,,3,1
12,1,10:29.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,5,1
13,1,10:10.0,,D. Booker makes 2-pt layup from 2 ft,5,3
14,1,10:04.0,K. Towns makes 2-pt layup from 1 ft (assist by Z. LaVine),,7,3
15,1,9:45.0,,D. Booker misses 3-pt jump shot from 26 ft,7,3
16,1,9:45.0,Defensive rebound by G. Dieng,,7,3
17,1,9:38.0,A. Wiggins misses 2-pt jump shot from 5 ft,,7,3
18,1,9:33.0,,Defensive rebound by M. Chriss,7,3
19,1,9:24.0,,T. Warren misses 3-pt jump shot from 22 ft,7,3
20,1,9:24.0,Defensive rebound by G. Dieng,,7,3
21,1,9:12.0,A. Wiggins misses 2-pt jump shot from 16 ft,,7,3
22,1,9:10.0,,Defensive rebound by T. Chandler,7,3
23,1,9:04.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),7,5
24,1,8:42.0,Shooting foul by M. Chriss (drawn by A. Wiggins),,7,5
25,1,8:42.0,A. Wiggins makes free throw 1 of 2,,8,5
26,1,8:42.0,,A. Len enters the game for M. Chriss,8,5
27,1,8:42.0,A. Wiggins makes free throw 2 of 2,,9,5
28,1,8:29.0,,E. Bledsoe misses 2-pt layup from 1 ft,9,5
29,1,8:27.0,,Offensive rebound by A. Len,9,5
30,1,8:20.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,9,5
31,1,8:20.0,Defensive rebound by A. Wiggins,,9,5
32,1,8:02.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Towns),,12,5
33,1,8:00.0,,Phoenix full timeout,12,5
34,1,7:49.0,,Turnover by E. Bledsoe (lost ball; steal by Z. LaVine),12,5
35,1,7:40.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by Z. LaVine),,14,5
36,1,7:17.0,,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),14,7
37,1,6:59.0,Shooting foul by D. Booker (drawn by Z. LaVine),,14,7
38,1,6:59.0,Z. LaVine misses free throw 1 of 2,,14,7
39,1,6:59.0,Offensive rebound by Team,,14,7
40,1,6:59.0,Z. LaVine misses free throw 2 of 2,,14,7
41,1,6:58.0,,Defensive rebound by T. Chandler,14,7
42,1,6:45.0,,T. Warren misses 2-pt jump shot from 5 ft,14,7
43,1,6:44.0,,Offensive rebound by T. Warren,14,7
44,1,6:41.0,,T. Warren misses 2-pt layup from 5 ft (block by G. Dieng),14,7
45,1,6:40.0,Defensive rebound by A. Wiggins,,14,7
46,1,6:25.0,K. Towns misses 2-pt hook shot from 4 ft,,14,7
47,1,6:23.0,,Defensive rebound by A. Len,14,7
48,1,6:18.0,,Shooting block foul by R. Rubio (drawn by D. Booker),14,7
49,1,6:18.0,,D. Booker makes free throw 1 of 2,14,8
50,1,6:18.0,,D. Booker makes free throw 2 of 2,14,9
51,1,6:17.0,Turnover by G. Dieng (bad pass),,14,9
52,1,5:56.0,,A. Len misses 2-pt jump shot from 20 ft,14,9
53,1,5:56.0,,Offensive rebound by T. Chandler,14,9
54,1,5:55.0,,T. Chandler makes 2-pt layup from 2 ft,14,11
55,1,5:55.0,,Shooting foul by G. Dieng (drawn by T. Chandler),14,11
56,1,5:55.0,,T. Chandler makes free throw 1 of 1,14,12
57,1,5:43.0,Z. LaVine misses 3-pt jump shot from 25 ft,,14,12
58,1,5:42.0,,Defensive rebound by T. Chandler,14,12
59,1,5:30.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,14,15
60,1,5:12.0,Personal foul by T. Warren,,14,15
61,1,5:01.0,Turnover by Z. LaVine (traveling),,14,15
62,1,4:49.0,,T. Warren makes 2-pt jump shot from 12 ft (assist by D. Booker),14,17
63,1,4:38.0,K. Towns misses 2-pt jump shot from 16 ft,,14,17
64,1,4:38.0,,Defensive rebound by T. Chandler,14,17
65,1,4:32.0,,D. Booker misses 2-pt jump shot from 17 ft,14,17
66,1,4:30.0,Defensive rebound by A. Wiggins,,14,17
67,1,4:25.0,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),,16,17
68,1,4:19.0,,Turnover by E. Bledsoe (discontinued dribble),16,17
69,1,4:19.0,S. Muhammad enters the game for Z. LaVine,,16,17
70,1,4:04.0,Turnover by A. Wiggins (bad pass; steal by E. Bledsoe),,16,17
71,1,4:00.0,,E. Bledsoe makes 2-pt layup from 1 ft,16,19
72,1,3:44.0,A. Wiggins misses 3-pt jump shot from 26 ft,,16,19
73,1,3:43.0,,Defensive rebound by A. Len,16,19
74,1,3:38.0,,Shooting block foul by R. Rubio (drawn by E. Bledsoe),16,19
75,1,3:38.0,,E. Bledsoe makes free throw 1 of 2,16,20
76,1,3:38.0,,Violation by Team (jump ball),16,20
77,1,3:38.0,K. Dunn enters the game for R. Rubio,,16,20
78,1,3:38.0,,P. Tucker enters the game for T. Warren,16,20
79,1,3:38.0,,E. Bledsoe makes free throw 2 of 2,16,21
80,1,3:27.0,G. Dieng makes 2-pt jump shot from 4 ft (assist by K. Dunn),,18,21
81,1,3:25.0,,Turnover by A. Len (lost ball),18,21
82,1,3:05.0,S. Muhammad makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,21,21
83,1,2:39.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,21,21
84,1,2:37.0,,Offensive rebound by A. Len,21,21
85,1,2:37.0,,A. Len makes 2-pt dunk from 2 ft,21,23
86,1,2:19.0,K. Dunn misses 3-pt jump shot from 24 ft,,21,23
