,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
0,1,11:45.0,Turnover by D. Booker (bad pass; steal by N. Young),,0,0
1,1,11:42.0,Violation by E. Bledsoe (def goaltending),,0,0
2,1,11:42.0,,N. Young makes 2-pt layup from 1 ft,0,2
3,1,11:24.0,J. Dudley misses 3-pt jump shot from 26 ft,,0,2
4,1,11:23.0,,Defensive rebound by T. Mozgov,0,2
5,1,11:03.0,,T. Mozgov misses 2-pt jump shot from 18 ft,0,2
6,1,11:02.0,,Offensive rebound by N. Young,0,2
7,1,11:02.0,Loose ball foul by E. Bledsoe (drawn by N. Young),,0,2
8,1,10:48.0,,T. Mozgov misses 2-pt hook shot from 5 ft,0,2
9,1,10:46.0,Defensive rebound by E. Bledsoe,,0,2
10,1,10:40.0,T. Chandler makes 2-pt dunk at rim (assist by T. Warren),,2,2
11,1,10:20.0,,J. Randle makes 2-pt jump shot from 4 ft,2,4
12,1,10:10.0,D. Booker misses 2-pt jump shot from 5 ft,,2,4
13,1,10:08.0,,Defensive rebound by N. Young,2,4
14,1,10:05.0,,Shooting foul by T. Warren (drawn by J. Randle),2,4
15,1,10:05.0,,J. Randle makes free throw 1 of 2,2,5
16,1,10:05.0,,J. Randle makes free throw 2 of 2,2,6
17,1,9:50.0,T. Warren misses 2-pt jump shot from 20 ft,,2,6
18,1,9:48.0,Offensive rebound by E. Bledsoe,,2,6
19,1,9:46.0,E. Bledsoe misses 2-pt layup from 2 ft (block by N. Young),,2,6
20,1,9:45.0,,Defensive rebound by L. Deng,2,6
21,1,9:41.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Russell),2,9
22,1,9:39.0,Phoenix full timeout,,2,9
23,1,9:25.0,Shooting foul by L. Deng (drawn by T. Warren),,2,9
24,1,9:25.0,T. Warren makes free throw 1 of 2,,3,9
25,1,9:25.0,T. Warren makes free throw 2 of 2,,4,9
26,1,9:10.0,,N. Young misses 3-pt jump shot from 24 ft,4,9
27,1,9:09.0,Defensive rebound by T. Chandler,,4,9
28,1,9:00.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,4,9
29,1,8:58.0,,Defensive rebound by L. Deng,4,9
30,1,8:53.0,Violation by T. Warren (kicked ball),,4,9
31,1,8:45.0,,D. Russell misses 2-pt jump shot from 19 ft,4,9
32,1,8:44.0,Defensive rebound by J. Dudley,,4,9
33,1,8:33.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,4,9
34,1,8:32.0,Offensive rebound by J. Dudley,,4,9
35,1,8:29.0,J. Dudley makes 2-pt layup at rim,,6,9
36,1,8:08.0,,J. Randle misses 2-pt jump shot from 9 ft,6,9
37,1,8:07.0,Defensive rebound by T. Chandler,,6,9
38,1,8:00.0,Shooting foul by J. Randle (drawn by J. Dudley),,6,9
39,1,8:00.0,J. Dudley misses free throw 1 of 3,,6,9
40,1,8:00.0,Offensive rebound by Team,,6,9
41,1,8:00.0,J. Dudley misses free throw 2 of 3,,6,9
42,1,8:00.0,Offensive rebound by Team,,6,9
43,1,8:00.0,J. Dudley makes free throw 3 of 3,,7,9
44,1,7:47.0,,D. Russell misses 2-pt jump shot from 17 ft,7,9
45,1,7:44.0,,Offensive rebound by T. Mozgov,7,9
46,1,7:40.0,,N. Young misses 2-pt jump shot from 12 ft,7,9
47,1,7:38.0,Defensive rebound by Team,,7,9
48,1,7:30.0,D. Booker makes 3-pt jump shot from 23 ft (assist by J. Dudley),,10,9
49,1,7:11.0,,L. Deng misses 3-pt jump shot from 25 ft,10,9
50,1,7:09.0,Defensive rebound by T. Chandler,,10,9
51,1,6:55.0,D. Booker misses 2-pt jump shot from 3 ft,,10,9
52,1,6:53.0,,Defensive rebound by L. Deng,10,9
53,1,6:50.0,,Turnover by D. Russell (bad pass; steal by T. Warren),10,9
54,1,6:45.0,Turnover by E. Bledsoe (bad pass),,10,9
55,1,6:30.0,,J. Randle makes 2-pt jump shot from 9 ft (assist by D. Russell),10,11
56,1,6:21.0,T. Warren misses 2-pt jump shot from 10 ft,,10,11
57,1,6:18.0,,Defensive rebound by J. Randle,10,11
58,1,6:12.0,,N. Young misses 3-pt jump shot from 26 ft,10,11
59,1,6:11.0,Defensive rebound by T. Warren,,10,11
60,1,6:06.0,J. Dudley makes 2-pt layup from 1 ft (assist by T. Warren),,12,11
61,1,5:53.0,,J. Randle makes 2-pt jump shot from 21 ft (assist by D. Russell),12,13
62,1,5:35.0,T. Warren misses 2-pt jump shot from 3 ft,,12,13
63,1,5:35.0,,Defensive rebound by L. Deng,12,13
64,1,5:23.0,,T. Mozgov makes 2-pt jump shot from 17 ft (assist by J. Randle),12,15
65,1,5:11.0,Turnover by E. Bledsoe (lost ball),,12,15
66,1,5:11.0,,J. Clarkson enters the game for N. Young,12,15
67,1,5:11.0,B. Knight enters the game for J. Dudley,,12,15
68,1,5:11.0,P. Tucker enters the game for E. Bledsoe,,12,15
69,1,4:55.0,,T. Mozgov misses 2-pt jump shot from 6 ft,12,15
70,1,4:54.0,Defensive rebound by T. Chandler,,12,15
71,1,4:30.0,Turnover by Team (shot clock),,12,15
72,1,4:30.0,A. Len enters the game for T. Chandler,,12,15
73,1,4:30.0,,B. Ingram enters the game for L. Deng,12,15
74,1,4:17.0,,J. Clarkson makes 2-pt jump shot from 11 ft,12,17
75,1,4:00.0,D. Booker misses 2-pt jump shot from 20 ft,,12,17
76,1,3:58.0,Offensive rebound by D. Booker,,12,17
77,1,3:56.0,D. Booker misses 2-pt jump shot from 13 ft,,12,17
78,1,3:55.0,,Defensive rebound by T. Mozgov,12,17
79,1,3:47.0,,D. Russell misses 2-pt jump shot from 14 ft,12,17
80,1,3:44.0,,Offensive rebound by D. Russell,12,17
81,1,3:39.0,,D. Russell misses 2-pt jump shot from 5 ft,12,17
82,1,3:38.0,Defensive rebound by A. Len,,12,17
83,1,3:31.0,D. Booker makes 2-pt layup from 1 ft (assist by B. Knight),,14,17
84,1,3:31.0,,LA Lakers full timeout,14,17
85,1,3:31.0,,T. Black enters the game for J. Randle,14,17
86,1,3:31.0,,L. Nance enters the game for T. Mozgov,14,17
