,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
0,1,11:41.0,,B. Diaw misses 2-pt jump shot from 18 ft,0,0
1,1,11:40.0,Defensive rebound by B. Griffin,,0,0
2,1,11:17.0,C. Paul makes 2-pt jump shot from 17 ft,,2,0
3,1,11:02.0,,G. Hill misses 2-pt jump shot from 12 ft,2,0
4,1,11:01.0,Defensive rebound by D. Jordan,,2,0
5,1,10:39.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by C. Paul),,5,0
6,1,10:22.0,,G. Hill makes 2-pt jump shot from 19 ft (assist by G. Hayward),5,2
7,1,10:04.0,J. Redick makes 2-pt jump shot from 9 ft,,7,2
8,1,10:04.0,Shooting foul by R. Hood (drawn by J. Redick),,7,2
9,1,10:04.0,J. Redick makes free throw 1 of 1,,8,2
10,1,9:55.0,,G. Hayward misses 2-pt jump shot from 18 ft,8,2
11,1,9:54.0,Defensive rebound by B. Griffin,,8,2
12,1,9:44.0,D. Jordan makes 2-pt hook shot from 6 ft (assist by C. Paul),,10,2
13,1,9:23.0,,R. Gobert makes 2-pt layup from 2 ft (assist by G. Hill),10,4
14,1,9:05.0,C. Paul misses 2-pt jump shot from 19 ft,,10,4
15,1,9:05.0,,Defensive rebound by R. Gobert,10,4
16,1,8:54.0,,Personal foul by B. Griffin (drawn by R. Gobert),10,4
17,1,8:44.0,,B. Diaw makes 2-pt layup from 2 ft (assist by G. Hill),10,6
18,1,8:28.0,J. Redick misses 2-pt jump shot from 18 ft,,10,6
19,1,8:27.0,,Defensive rebound by R. Gobert,10,6
20,1,8:05.0,,G. Hill misses 2-pt jump shot from 19 ft,10,6
21,1,8:05.0,Defensive rebound by C. Paul,,10,6
22,1,7:53.0,D. Jordan misses 2-pt layup from 3 ft,,10,6
23,1,7:53.0,,Defensive rebound by G. Hayward,10,6
24,1,7:35.0,,R. Hood misses 2-pt jump shot from 17 ft,10,6
25,1,7:35.0,Defensive rebound by L. Mbah a Moute,,10,6
26,1,7:10.0,C. Paul misses 2-pt jump shot from 15 ft,,10,6
27,1,7:10.0,,Defensive rebound by G. Hill,10,6
28,1,7:02.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by G. Hill),10,9
29,1,7:01.0,LA Clippers full timeout,,10,9
30,1,6:41.0,B. Griffin misses 2-pt jump shot from 17 ft,,10,9
31,1,6:41.0,,Defensive rebound by G. Hill,10,9
32,1,6:25.0,,G. Hayward misses 3-pt jump shot from 25 ft,10,9
33,1,6:25.0,,Offensive rebound by B. Diaw,10,9
34,1,6:19.0,,R. Gobert makes 2-pt dunk at rim (assist by B. Diaw),10,11
35,1,6:10.0,Turnover by C. Paul (bad pass),,10,11
