,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
378,4,4:26.0,,R. Jackson misses 3-pt jump shot from 26 ft,101,96
379,4,4:25.0,Defensive rebound by G. Temple,,101,96
380,4,4:13.0,D. Cousins makes 2-pt dunk at rim (assist by M. Barnes),,103,96
381,4,3:52.0,,Offensive foul by A. Drummond (drawn by G. Temple),103,96
382,4,3:52.0,,Turnover by A. Drummond (offensive foul),103,96
383,4,3:52.0,D. Collison enters the game for T. Lawson,,103,96
384,4,3:39.0,Turnover by D. Cousins (bad pass),,103,96
385,4,3:25.0,,Turnover by A. Drummond (bad pass; steal by D. Collison),103,96
386,4,3:09.0,Sacramento full timeout,,103,96
387,4,3:01.0,D. Cousins misses 2-pt jump shot from 9 ft,,103,96
388,4,2:59.0,,Defensive rebound by K. Caldwell-Pope,103,96
389,4,2:53.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,103,98
390,4,2:33.0,Shooting foul by A. Drummond (drawn by D. Cousins),,103,98
391,4,2:33.0,D. Cousins makes free throw 1 of 2,,104,98
392,4,2:33.0,D. Cousins makes free throw 2 of 2,,105,98
393,4,2:22.0,,Shooting foul by M. Barnes (drawn by R. Jackson),105,98
394,4,2:22.0,,R. Jackson makes free throw 1 of 2,105,99
395,4,2:22.0,,R. Jackson misses free throw 2 of 2,105,99
396,4,2:21.0,Defensive rebound by D. Cousins,,105,99
397,4,1:57.0,G. Temple misses 3-pt jump shot from 23 ft,,105,99
398,4,1:57.0,,Defensive rebound by Team,105,99
399,4,1:39.0,,M. Morris misses 2-pt jump shot from 14 ft,105,99
400,4,1:36.0,Defensive rebound by D. Cousins,,105,99
401,4,1:12.0,D. Collison misses 2-pt jump shot from 15 ft,,105,99
402,4,1:12.0,,Defensive rebound by K. Caldwell-Pope,105,99
403,4,1:00.0,,A. Drummond makes 2-pt layup at rim (assist by J. Leuer),105,101
404,4,0:39.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by M. Barnes),,107,101
405,4,0:26.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,107,101
406,4,0:25.0,Defensive rebound by M. Barnes,,107,101
407,4,0:24.0,Sacramento full timeout,,107,101
408,4,0:16.0,Personal foul by R. Jackson (drawn by D. Collison),,107,101
409,4,0:14.0,Personal foul by J. Leuer (drawn by G. Temple),,107,101
410,4,0:14.0,,Technical foul by K. Caldwell-Pope,107,101
411,4,0:14.0,G. Temple makes technical free throw,,108,101
412,4,0:14.0,G. Temple makes free throw 1 of 2,,109,101
413,4,0:14.0,G. Temple misses free throw 2 of 2,,109,101
414,4,0:13.0,,Defensive rebound by A. Drummond,109,101
415,4,0:12.0,,Detroit full timeout,109,101
416,4,0:12.0,T. Lawson enters the game for M. Barnes,,109,101
417,4,0:08.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,109,104
418,4,0:07.0,Turnover by G. Temple (bad pass; steal by A. Drummond),,109,104
419,4,0:06.0,,J. Leuer misses 2-pt jump shot from 5 ft (block by D. Cousins),109,104
420,4,0:03.0,Defensive rebound by D. Collison,,109,104
