,QUARTER,TIME_REMAINING,UTAH_ACTION,SAN ANTONIO_ACTION,UTAH_SCORE,SAN ANTONIO_SCORE
42,1,4:09.0,D. Favors makes 2-pt jump shot from 19 ft (assist by R. Hood),,24,16
43,1,3:43.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),24,19
44,1,3:37.0,Utah full timeout,,24,19
45,1,3:37.0,,P. Mills enters the game for T. Parker,24,19
46,1,3:37.0,,D. Lee enters the game for P. Gasol,24,19
47,1,3:37.0,D. Exum enters the game for G. Hill,,24,19
48,1,3:37.0,S. Mack enters the game for J. Johnson,,24,19
49,1,3:37.0,T. Lyles enters the game for D. Favors,,24,19
50,1,3:21.0,R. Hood makes 3-pt jump shot from 24 ft,,27,19
51,1,3:09.0,,Personal foul by R. Hood (drawn by K. Leonard),27,19
52,1,3:05.0,Violation by T. Lyles (kicked ball),,27,19
53,1,2:57.0,,K. Leonard misses 3-pt jump shot from 26 ft,27,19
54,1,2:56.0,Defensive rebound by R. Gobert,,27,19
55,1,2:46.0,Offensive foul by D. Exum (drawn by M. Ginóbili),,27,19
56,1,2:46.0,Turnover by D. Exum (offensive foul),,27,19
57,1,2:46.0,,D. Dedmon enters the game for L. Aldridge,27,19
58,1,2:34.0,,M. Ginóbili misses 2-pt jump shot from 11 ft,27,19
59,1,2:33.0,Defensive rebound by R. Gobert,,27,19
60,1,2:25.0,T. Lyles makes 2-pt jump shot from 19 ft (assist by D. Exum),,29,19
61,1,2:11.0,,Turnover by M. Ginóbili (lost ball),29,19
62,1,2:11.0,J. Withey enters the game for R. Gobert,,29,19
63,1,2:11.0,,K. Anderson enters the game for K. Leonard,29,19
64,1,1:59.0,Def 3 sec tech foul by D. Dedmon,,29,19
65,1,1:59.0,R. Hood makes technical free throw,,30,19
66,1,1:50.0,Turnover by R. Hood (lost ball; steal by P. Mills),,30,19
67,1,1:44.0,,P. Mills makes 2-pt layup at rim,30,21
68,1,1:26.0,S. Mack makes 3-pt jump shot from 25 ft (assist by T. Lyles),,33,21
69,1,1:12.0,,P. Mills misses 3-pt jump shot from 25 ft,33,21
70,1,1:11.0,Defensive rebound by D. Exum,,33,21
71,1,1:02.0,Turnover by D. Exum (bad pass; steal by D. Lee),,33,21
72,1,0:59.0,,P. Mills makes 2-pt layup from 1 ft (assist by M. Ginóbili),33,23
73,1,0:55.0,J. Withey misses 2-pt layup from 2 ft (block by K. Anderson),,33,23
74,1,0:54.0,Offensive rebound by Team,,33,23
75,1,0:54.0,J. Ingles enters the game for R. Hood,,33,23
76,1,0:54.0,Turnover by Team (5 sec inbounds),,33,23
77,1,0:42.0,,D. Lee makes 2-pt jump shot from 8 ft,33,25
78,1,0:42.0,,Shooting foul by T. Lyles (drawn by D. Lee),33,25
79,1,0:42.0,,D. Lee makes free throw 1 of 1,33,26
80,1,0:33.0,Personal foul by D. Dedmon (drawn by J. Withey),,33,26
81,1,0:33.0,J. Withey makes free throw 1 of 2,,34,26
82,1,0:33.0,J. Withey makes free throw 2 of 2,,35,26
83,1,0:15.0,,Personal foul by J. Ingles (drawn by K. Anderson),35,26
84,1,0:15.0,,K. Anderson makes free throw 1 of 2,35,27
85,1,0:15.0,,K. Anderson makes free throw 2 of 2,35,28
86,1,0:03.0,S. Mack makes 3-pt jump shot from 28 ft (assist by D. Exum),,38,28
87,1,0:01.0,,P. Mills misses 3-pt jump shot from 28 ft (block by D. Exum),38,28
88,1,0:00.0,,Offensive rebound by P. Mills,38,28
89,2,11:42.0,T. Lyles misses 3-pt jump shot from 26 ft,,38,28
90,2,11:41.0,,Defensive rebound by D. Dedmon,38,28
91,2,11:25.0,,D. Dedmon misses 2-pt layup from 1 ft (block by T. Lyles),38,28
92,2,11:24.0,Defensive rebound by T. Lyles,,38,28
93,2,11:12.0,S. Mack makes 2-pt layup from 2 ft,,40,28
94,2,10:59.0,,Shooting foul by D. Exum (drawn by M. Ginóbili),40,28
95,2,10:59.0,,M. Ginóbili makes free throw 1 of 3,40,29
96,2,10:59.0,,M. Ginóbili makes free throw 2 of 3,40,30
97,2,10:59.0,,M. Ginóbili makes free throw 3 of 3,40,31
98,2,10:53.0,Shooting foul by D. Lee (drawn by J. Withey),,40,31
99,2,10:53.0,J. Withey makes free throw 1 of 2,,41,31
100,2,10:53.0,,T. Parker enters the game for P. Mills,41,31
101,2,10:53.0,,J. Simmons enters the game for M. Ginóbili,41,31
102,2,10:53.0,J. Withey makes free throw 2 of 2,,42,31
103,2,10:33.0,,K. Anderson misses 2-pt jump shot from 14 ft,42,31
104,2,10:32.0,,Offensive rebound by D. Lee,42,31
105,2,10:31.0,,D. Lee misses 2-pt layup from 2 ft (block by T. Lyles),42,31
106,2,10:30.0,Defensive rebound by S. Mack,,42,31
107,2,10:15.0,S. Mack makes 2-pt jump shot from 20 ft,,44,31
108,2,9:53.0,,D. Dedmon misses 2-pt layup from 1 ft (block by J. Withey),44,31
109,2,9:52.0,Defensive rebound by J. Withey,,44,31
110,2,9:44.0,J. Ingles misses 3-pt jump shot from 26 ft,,44,31
111,2,9:43.0,,Defensive rebound by J. Simmons,44,31
112,2,9:21.0,,Turnover by D. Dedmon (3 sec),44,31
113,2,9:02.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Lyles),,47,31
114,2,8:53.0,,Def 3 sec tech foul by T. Lyles,47,31
115,2,8:53.0,Official timeout,,47,31
116,2,8:53.0,,T. Parker misses technical free throw,47,31
117,2,8:53.0,,Offensive rebound by Team,47,31
118,2,8:53.0,,K. Leonard enters the game for K. Anderson,47,31
119,2,8:53.0,,L. Aldridge enters the game for D. Lee,47,31
120,2,8:53.0,D. Favors enters the game for J. Withey,,47,31
121,2,8:37.0,,L. Aldridge misses 2-pt jump shot from 9 ft,47,31
122,2,8:36.0,,Offensive rebound by D. Dedmon,47,31
123,2,8:28.0,,J. Simmons misses 3-pt jump shot from 23 ft (block by D. Exum),47,31
124,2,8:26.0,Defensive rebound by T. Lyles,,47,31
125,2,8:03.0,T. Lyles misses 2-pt jump shot from 10 ft,,47,31
126,2,8:02.0,,Defensive rebound by K. Leonard,47,31
127,2,7:59.0,,Shooting foul by J. Ingles (drawn by D. Dedmon),47,31
128,2,7:59.0,,D. Dedmon misses free throw 1 of 2,47,31
129,2,7:59.0,,Offensive rebound by Team,47,31
130,2,7:59.0,G. Hill enters the game for D. Exum,,47,31
131,2,7:59.0,J. Johnson enters the game for J. Ingles,,47,31
132,2,7:59.0,,D. Dedmon makes free throw 2 of 2,47,32
133,2,7:39.0,S. Mack misses 2-pt layup from 3 ft,,47,32
134,2,7:38.0,,Defensive rebound by D. Dedmon,47,32
135,2,7:28.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by J. Simmons),47,34
136,2,7:04.0,T. Lyles misses 2-pt jump shot from 17 ft,,47,34
137,2,7:02.0,,Defensive rebound by T. Parker,47,34
138,2,6:39.0,,K. Leonard misses 2-pt jump shot from 20 ft,47,34
139,2,6:38.0,Defensive rebound by T. Lyles,,47,34
140,2,6:30.0,Personal foul by J. Simmons (drawn by D. Favors),,47,34
141,2,6:30.0,R. Gobert enters the game for T. Lyles,,47,34
142,2,6:30.0,R. Hood enters the game for S. Mack,,47,34
143,2,6:30.0,,P. Gasol enters the game for D. Dedmon,47,34
144,2,6:16.0,J. Johnson misses 3-pt jump shot from 26 ft,,47,34
145,2,6:15.0,,Defensive rebound by P. Gasol,47,34
146,2,6:05.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by T. Parker),47,37
147,2,6:04.0,Utah full timeout,,47,37
148,2,5:44.0,D. Favors misses 2-pt layup from 2 ft (block by P. Gasol),,47,37
149,2,5:43.0,,Defensive rebound by P. Gasol,47,37
150,2,5:31.0,,Personal foul by G. Hill (drawn by T. Parker),47,37
151,2,5:26.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by T. Parker),47,39
152,2,5:12.0,D. Favors misses 2-pt jump shot from 19 ft,,47,39
153,2,5:11.0,,Defensive rebound by T. Parker,47,39
154,2,4:54.0,,K. Leonard makes 3-pt jump shot from 23 ft,47,42
155,2,4:36.0,R. Hood misses 2-pt layup from 2 ft,,47,42
156,2,4:35.0,,Defensive rebound by K. Leonard,47,42
157,2,4:27.0,,T. Parker makes 2-pt jump shot from 18 ft,47,44
158,2,4:27.0,Utah full timeout,,47,44
159,2,4:11.0,Personal foul by K. Leonard (drawn by R. Gobert),,47,44
160,2,4:01.0,R. Gobert misses 2-pt layup from 1 ft (block by P. Gasol),,47,44
161,2,4:00.0,,Defensive rebound by Team,47,44
162,2,3:44.0,,K. Leonard makes 2-pt jump shot from 16 ft,47,46
163,2,3:20.0,G. Hill misses 3-pt jump shot from 26 ft,,47,46
164,2,3:19.0,Offensive rebound by R. Gobert,,47,46
165,2,3:19.0,Shooting foul by P. Gasol (drawn by R. Gobert),,47,46
166,2,3:19.0,R. Gobert misses free throw 1 of 2,,47,46
167,2,3:19.0,Offensive rebound by Team,,47,46
168,2,3:19.0,T. Lyles enters the game for D. Favors,,47,46
169,2,3:19.0,R. Gobert makes free throw 2 of 2,,48,46
170,2,3:17.0,,Personal take foul by J. Johnson (drawn by T. Parker),48,46
171,2,3:17.0,D. Favors enters the game for R. Gobert,,48,46
172,2,2:59.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by K. Leonard),48,48
173,2,2:41.0,R. Hood makes 3-pt jump shot from 26 ft (assist by T. Lyles),,51,48
174,2,2:21.0,,L. Aldridge misses 2-pt jump shot from 16 ft,51,48
175,2,2:20.0,Defensive rebound by D. Favors,,51,48
176,2,2:04.0,R. Hood misses 3-pt jump shot from 25 ft,,51,48
177,2,2:03.0,,Defensive rebound by K. Leonard,51,48
178,2,1:47.0,,P. Gasol misses 2-pt hook shot from 9 ft,51,48
179,2,1:47.0,Defensive rebound by D. Favors,,51,48
180,2,1:37.0,G. Hill makes 2-pt layup from 1 ft,,53,48
181,2,1:37.0,,San Antonio full timeout,53,48
182,2,1:37.0,,D. Dedmon enters the game for P. Gasol,53,48
183,2,1:37.0,,P. Mills enters the game for T. Parker,53,48
184,2,1:37.0,,M. Ginóbili enters the game for J. Simmons,53,48
185,2,1:37.0,R. Gobert enters the game for D. Favors,,53,48
186,2,1:19.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),53,50
187,2,1:05.0,Personal foul by P. Mills,,53,50
188,2,1:05.0,R. Gobert misses free throw 1 of 2,,53,50
189,2,1:05.0,Offensive rebound by Team,,53,50
190,2,1:05.0,R. Gobert makes free throw 2 of 2,,54,50
191,2,0:50.0,,L. Aldridge misses 3-pt jump shot from 24 ft,54,50
192,2,0:49.0,Defensive rebound by R. Gobert,,54,50
193,2,0:44.0,Turnover by R. Gobert (offensive foul),,54,50
194,2,0:44.0,Offensive foul by R. Gobert (drawn by M. Ginóbili),,54,50
195,2,0:33.0,,San Antonio full timeout,54,50
196,2,0:32.0,,M. Ginóbili misses 2-pt jump shot from 19 ft,54,50
197,2,0:28.0,Defensive rebound by R. Hood,,54,50
198,2,0:06.0,J. Johnson misses 3-pt jump shot from 23 ft,,54,50
199,2,0:03.0,,Defensive rebound by D. Dedmon,54,50
200,2,0:00.0,,M. Ginóbili misses 3-pt jump shot from 47 ft,54,50
201,2,0:00.0,,Offensive rebound by Team,54,50
202,3,11:39.0,G. Hill misses 2-pt jump shot from 20 ft,,54,50
203,3,11:38.0,,Defensive rebound by P. Gasol,54,50
204,3,11:19.0,,K. Leonard makes 2-pt jump shot from 10 ft,54,52
205,3,10:59.0,T. Lyles misses 3-pt jump shot from 24 ft,,54,52
206,3,10:57.0,,Defensive rebound by J. Simmons,54,52
207,3,10:51.0,,L. Aldridge makes 2-pt dunk at rim (assist by P. Gasol),54,54
208,3,10:51.0,,Shooting foul by T. Lyles (drawn by L. Aldridge),54,54
209,3,10:51.0,,L. Aldridge makes free throw 1 of 1,54,55
210,3,10:35.0,Personal foul by T. Parker (drawn by G. Hill),,54,55
211,3,10:21.0,R. Hood misses 3-pt jump shot from 25 ft,,54,55
212,3,10:20.0,,Defensive rebound by K. Leonard,54,55
213,3,10:12.0,,K. Leonard misses 2-pt jump shot from 14 ft,54,55
214,3,10:10.0,Defensive rebound by J. Johnson,,54,55
215,3,9:57.0,T. Lyles misses 3-pt jump shot from 25 ft,,54,55
216,3,9:55.0,,Defensive rebound by L. Aldridge,54,55
217,3,9:42.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by T. Parker),54,57
218,3,9:20.0,G. Hill makes 2-pt layup from 3 ft (assist by R. Gobert),,56,57
219,3,9:04.0,,Shooting foul by R. Gobert (drawn by L. Aldridge),56,57
220,3,9:04.0,,L. Aldridge makes free throw 1 of 2,56,58
221,3,9:04.0,,L. Aldridge makes free throw 2 of 2,56,59
222,3,8:52.0,J. Johnson misses 3-pt jump shot from 23 ft,,56,59
223,3,8:50.0,,Defensive rebound by L. Aldridge,56,59
224,3,8:41.0,,L. Aldridge misses 2-pt jump shot from 17 ft,56,59
225,3,8:40.0,Defensive rebound by R. Hood,,56,59
226,3,8:31.0,R. Hood misses 2-pt dunk at rim (block by P. Gasol),,56,59
227,3,8:28.0,,Defensive rebound by K. Leonard,56,59
228,3,8:15.0,,J. Simmons misses 3-pt jump shot from 26 ft,56,59
229,3,8:14.0,Defensive rebound by G. Hill,,56,59
230,3,8:07.0,G. Hill makes 2-pt jump shot from 16 ft,,58,59
231,3,7:42.0,,P. Gasol misses 3-pt jump shot from 25 ft,58,59
232,3,7:40.0,Defensive rebound by T. Lyles,,58,59
233,3,7:24.0,T. Lyles makes 2-pt jump shot from 10 ft,,60,59
234,3,7:00.0,,K. Leonard misses 2-pt jump shot from 16 ft,60,59
235,3,6:58.0,Defensive rebound by R. Gobert,,60,59
236,3,6:54.0,G. Hill misses 3-pt jump shot from 26 ft,,60,59
237,3,6:52.0,,Defensive rebound by P. Gasol,60,59
238,3,6:49.0,,San Antonio full timeout,60,59
239,3,6:49.0,J. Ingles enters the game for J. Johnson,,60,59
240,3,6:49.0,,San Antonio full timeout,60,59
241,3,6:40.0,,J. Simmons misses 2-pt jump shot from 19 ft,60,59
242,3,6:39.0,Defensive rebound by R. Gobert,,60,59
243,3,6:25.0,T. Lyles misses 2-pt layup from 3 ft (block by L. Aldridge),,60,59
244,3,6:23.0,,Defensive rebound by L. Aldridge,60,59
245,3,6:16.0,,T. Parker makes 2-pt jump shot from 9 ft,60,61
246,3,5:57.0,T. Lyles misses 2-pt jump shot from 15 ft,,60,61
247,3,5:55.0,,Defensive rebound by T. Parker,60,61
248,3,5:48.0,,T. Parker makes 2-pt layup from 3 ft,60,63
249,3,5:25.0,Turnover by T. Lyles (bad pass; steal by K. Leonard),,60,63
250,3,5:25.0,,Personal take foul by R. Hood (drawn by J. Simmons),60,63
251,3,5:25.0,S. Mack enters the game for R. Hood,,60,63
252,3,5:25.0,,M. Ginóbili enters the game for J. Simmons,60,63
253,3,5:25.0,,D. Lee enters the game for P. Gasol,60,63
254,3,5:04.0,,T. Parker misses 2-pt jump shot from 15 ft,60,63
255,3,5:02.0,Defensive rebound by R. Gobert,,60,63
256,3,4:44.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by G. Hill),,63,63
257,3,4:23.0,,Turnover by M. Ginóbili (bad pass; steal by S. Mack),63,63
258,3,4:12.0,S. Mack makes 2-pt layup from 2 ft (assist by G. Hill),,65,63
259,3,3:53.0,,L. Aldridge misses 2-pt jump shot from 20 ft,65,63
260,3,3:52.0,Defensive rebound by J. Ingles,,65,63
261,3,3:43.0,T. Lyles makes 2-pt jump shot from 5 ft (assist by G. Hill),,67,63
262,3,3:43.0,Shooting foul by D. Lee (drawn by T. Lyles),,67,63
263,3,3:43.0,,K. Anderson enters the game for K. Leonard,67,63
264,3,3:43.0,,P. Mills enters the game for T. Parker,67,63
265,3,3:43.0,T. Lyles makes free throw 1 of 1,,68,63
266,3,3:33.0,,P. Mills misses 3-pt jump shot from 25 ft,68,63
267,3,3:32.0,Defensive rebound by T. Lyles,,68,63
268,3,3:21.0,T. Lyles makes 2-pt jump shot from 20 ft (assist by G. Hill),,70,63
269,3,3:05.0,,Shooting foul by R. Gobert (drawn by L. Aldridge),70,63
270,3,3:05.0,,L. Aldridge makes free throw 1 of 2,70,64
271,3,3:05.0,D. Exum enters the game for G. Hill,,70,64
272,3,3:05.0,,L. Aldridge makes free throw 2 of 2,70,65
273,3,2:55.0,T. Lyles misses 3-pt jump shot from 26 ft,,70,65
274,3,2:54.0,,Defensive rebound by D. Lee,70,65
275,3,2:28.0,,K. Anderson misses 2-pt jump shot from 19 ft,70,65
276,3,2:27.0,Defensive rebound by R. Gobert,,70,65
277,3,2:20.0,S. Mack misses 2-pt layup from 3 ft,,70,65
278,3,2:18.0,Offensive rebound by R. Gobert,,70,65
279,3,2:14.0,D. Exum misses 3-pt jump shot from 24 ft,,70,65
280,3,2:13.0,,Defensive rebound by L. Aldridge,70,65
281,3,1:59.0,,P. Mills makes 2-pt jump shot from 18 ft,70,67
282,3,1:52.0,Utah full timeout,,70,67
283,3,1:52.0,,J. Simmons enters the game for D. Lee,70,67
284,3,1:52.0,,D. Dedmon enters the game for L. Aldridge,70,67
285,3,1:35.0,Turnover by D. Exum (lost ball; steal by M. Ginóbili),,70,67
286,3,1:29.0,,J. Simmons makes 2-pt dunk at rim (assist by P. Mills),70,69
287,3,1:10.0,T. Lyles misses 3-pt jump shot from 23 ft,,70,69
288,3,1:09.0,,Defensive rebound by D. Dedmon,70,69
289,3,0:48.0,,D. Dedmon misses 2-pt layup from 1 ft (block by D. Exum),70,69
290,3,0:44.0,Defensive rebound by D. Exum,,70,69
291,3,0:44.0,D. Exum makes 2-pt layup from 1 ft,,72,69
292,3,0:44.0,Shooting foul by D. Dedmon (drawn by D. Exum),,72,69
293,3,0:44.0,J. Johnson enters the game for R. Gobert,,72,69
294,3,0:44.0,J. Withey enters the game for T. Lyles,,72,69
295,3,0:44.0,D. Exum makes free throw 1 of 1,,73,69
296,3,0:27.0,,Shooting foul by J. Withey (drawn by M. Ginóbili),73,69
297,3,0:27.0,,M. Ginóbili makes free throw 1 of 2,73,70
298,3,0:27.0,,M. Ginóbili makes free throw 2 of 2,73,71
299,3,0:10.0,Turnover by S. Mack (bad pass; steal by K. Anderson),,73,71
300,3,0:06.0,,Turnover by P. Mills (bad pass),73,71
301,3,0:00.0,S. Mack misses 2-pt layup from 2 ft,,73,71
302,3,0:00.0,Offensive rebound by Team,,73,71
303,4,11:44.0,,P. Mills misses 3-pt jump shot from 25 ft,73,71
304,4,11:42.0,Defensive rebound by D. Exum,,73,71
305,4,11:29.0,Shooting foul by D. Dedmon (drawn by D. Exum),,73,71
306,4,11:29.0,D. Exum misses free throw 1 of 2,,73,71
307,4,11:29.0,Offensive rebound by Team,,73,71
308,4,11:29.0,,D. Lee enters the game for D. Dedmon,73,71
309,4,11:29.0,D. Exum makes free throw 2 of 2,,74,71
310,4,11:13.0,,J. Simmons misses 2-pt jump shot from 18 ft,74,71
311,4,11:12.0,Defensive rebound by J. Withey,,74,71
312,4,10:53.0,J. Ingles makes 2-pt jump shot from 22 ft,,76,71
313,4,10:40.0,,Turnover by D. Lee (bad pass; steal by J. Johnson),76,71
314,4,10:40.0,Personal take foul by D. Lee (drawn by J. Johnson),,76,71
315,4,10:29.0,J. Withey misses 2-pt hook shot from 5 ft,,76,71
316,4,10:27.0,,Defensive rebound by K. Anderson,76,71
317,4,10:12.0,,D. Lee makes 2-pt layup from 3 ft (assist by P. Mills),76,73
318,4,10:02.0,J. Ingles makes 3-pt jump shot from 25 ft,,79,73
319,4,9:35.0,,J. Simmons misses 3-pt jump shot from 24 ft (block by D. Exum),79,73
320,4,9:33.0,,Offensive rebound by Team,79,73
321,4,9:33.0,,Turnover by Team (shot clock),79,73
322,4,9:33.0,,K. Leonard enters the game for M. Ginóbili,79,73
323,4,9:23.0,S. Mack makes 2-pt layup from 3 ft,,81,73
324,4,9:09.0,,K. Leonard makes 2-pt layup from 2 ft,81,75
325,4,8:51.0,Turnover by J. Johnson (bad pass; steal by K. Leonard),,81,75
326,4,8:51.0,,Personal foul by S. Mack (drawn by K. Leonard),81,75
327,4,8:51.0,Official timeout,,81,75
328,4,8:51.0,R. Hood enters the game for D. Exum,,81,75
329,4,8:36.0,,Turnover by K. Leonard (lost ball; steal by J. Ingles),81,75
330,4,8:24.0,R. Hood makes 2-pt jump shot from 10 ft (assist by J. Johnson),,83,75
331,4,8:03.0,,P. Mills makes 2-pt jump shot from 14 ft (assist by J. Simmons),83,77
332,4,7:42.0,Turnover by S. Mack (bad pass),,83,77
333,4,7:42.0,,L. Aldridge enters the game for D. Lee,83,77
334,4,7:27.0,,Shooting foul by J. Johnson (drawn by K. Leonard),83,77
335,4,7:27.0,,K. Leonard makes free throw 1 of 3,83,78
336,4,7:27.0,,K. Leonard makes free throw 2 of 3,83,79
337,4,7:27.0,G. Hill enters the game for S. Mack,,83,79
338,4,7:27.0,R. Gobert enters the game for J. Withey,,83,79
339,4,7:27.0,,P. Gasol enters the game for J. Simmons,83,79
340,4,7:27.0,,T. Parker enters the game for P. Mills,83,79
341,4,7:27.0,,M. Ginóbili enters the game for K. Anderson,83,79
342,4,7:27.0,,K. Leonard makes free throw 3 of 3,83,80
343,4,7:07.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by G. Hill),,86,80
344,4,6:51.0,,Shooting foul by J. Ingles (drawn by K. Leonard),86,80
345,4,6:51.0,,K. Leonard makes free throw 1 of 2,86,81
346,4,6:51.0,,K. Leonard makes free throw 2 of 2,86,82
347,4,6:34.0,J. Johnson misses 2-pt jump shot from 17 ft,,86,82
348,4,6:32.0,,Defensive rebound by M. Ginóbili,86,82
349,4,6:26.0,,Turnover by M. Ginóbili (bad pass; steal by G. Hill),86,82
350,4,6:21.0,G. Hill misses 2-pt layup from 3 ft,,86,82
351,4,6:19.0,,Defensive rebound by P. Gasol,86,82
352,4,6:12.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Gasol),86,84
353,4,5:47.0,G. Hill makes 2-pt layup from 1 ft,,88,84
354,4,5:26.0,,K. Leonard misses 2-pt dunk at rim,88,84
355,4,5:24.0,,Offensive rebound by P. Gasol,88,84
356,4,5:24.0,,P. Gasol makes 2-pt dunk at rim,88,86
357,4,5:09.0,Personal foul by T. Parker (drawn by G. Hill),,88,86
358,4,5:09.0,,San Antonio full timeout,88,86
359,4,5:09.0,T. Lyles enters the game for J. Ingles,,88,86
360,4,5:01.0,G. Hill makes 3-pt jump shot from 25 ft,,91,86
361,4,4:40.0,,P. Gasol makes 2-pt layup from 2 ft (assist by K. Leonard),91,88
362,4,4:25.0,G. Hill makes 2-pt jump shot from 15 ft,,93,88
363,4,4:10.0,,K. Leonard misses 2-pt jump shot from 11 ft,93,88
364,4,4:09.0,Defensive rebound by T. Lyles,,93,88
365,4,4:05.0,G. Hill makes 2-pt layup from 2 ft,,95,88
366,4,4:05.0,Shooting foul by T. Parker (drawn by G. Hill),,95,88
367,4,4:05.0,G. Hill makes free throw 1 of 1,,96,88
368,4,3:47.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),96,91
369,4,3:22.0,J. Johnson makes 2-pt jump shot from 12 ft,,98,91
370,4,3:04.0,,K. Leonard misses 2-pt jump shot from 16 ft,98,91
371,4,3:02.0,Defensive rebound by G. Hill,,98,91
372,4,2:56.0,R. Gobert misses 2-pt layup from 1 ft,,98,91
373,4,2:56.0,,Defensive rebound by Team,98,91
374,4,2:56.0,Utah full timeout,,98,91
375,4,2:43.0,,L. Aldridge misses 2-pt dunk at rim,98,91
376,4,2:41.0,Defensive rebound by J. Johnson,,98,91
377,4,2:22.0,Turnover by R. Gobert (offensive goaltending),,98,91
378,4,2:06.0,,K. Leonard misses 3-pt jump shot from 24 ft,98,91
379,4,2:04.0,Defensive rebound by R. Hood,,98,91
380,4,1:45.0,R. Gobert misses 2-pt jump shot from 9 ft,,98,91
381,4,1:44.0,,Defensive rebound by Team,98,91
382,4,1:44.0,,Personal foul by R. Gobert (drawn by L. Aldridge),98,91
383,4,1:37.0,,Turnover by T. Parker (bad pass; steal by R. Hood),98,91
384,4,1:30.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by J. Johnson),,101,91
385,4,1:15.0,,Turnover by K. Leonard (lost ball),101,91
