,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
0,1,11:44.0,K. Bazemore makes 2-pt jump shot from 18 ft,,2,0
1,1,11:32.0,,Offensive foul by J. Smith (drawn by P. Millsap),2,0
2,1,11:32.0,,Turnover by J. Smith (offensive foul),2,0
3,1,11:16.0,P. Millsap misses 2-pt jump shot from 7 ft,,2,0
4,1,11:15.0,,Defensive rebound by L. James,2,0
5,1,11:09.0,,Shooting foul by P. Millsap (drawn by T. Thompson),2,0
6,1,11:09.0,,T. Thompson misses free throw 1 of 2,2,0
7,1,11:09.0,,Offensive rebound by Team,2,0
8,1,11:09.0,,T. Thompson misses free throw 2 of 2,2,0
9,1,11:08.0,Defensive rebound by P. Millsap,,2,0
10,1,10:49.0,Turnover by D. Howard (lost ball),,2,0
11,1,10:35.0,,K. Love misses 2-pt jump shot from 18 ft,2,0
12,1,10:35.0,Defensive rebound by D. Howard,,2,0
13,1,10:24.0,T. Sefolosha misses 2-pt jump shot from 8 ft,,2,0
14,1,10:24.0,,Defensive rebound by Team,2,0
15,1,10:13.0,,K. Love makes 2-pt jump shot from 7 ft (assist by K. Irving),2,2
16,1,10:13.0,Violation by D. Howard (def goaltending),,2,2
17,1,9:58.0,Turnover by K. Bazemore (bad pass; steal by K. Love),,2,2
18,1,9:54.0,,Personal foul by D. Schröder (drawn by K. Irving),2,2
19,1,9:48.0,,K. Irving misses 2-pt jump shot from 17 ft,2,2
20,1,9:47.0,,Offensive rebound by Team,2,2
21,1,9:44.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),2,5
22,1,9:27.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by D. Howard),,5,5
23,1,9:12.0,,L. James misses 2-pt jump shot from 20 ft,5,5
24,1,9:11.0,Defensive rebound by Team,,5,5
25,1,8:54.0,D. Howard misses 2-pt hook shot from 9 ft,,5,5
26,1,8:52.0,,Defensive rebound by K. Love,5,5
27,1,8:40.0,,J. Smith misses 3-pt jump shot from 27 ft,5,5
28,1,8:40.0,Defensive rebound by Team,,5,5
29,1,8:16.0,Shooting foul by L. James (drawn by P. Millsap),,5,5
30,1,8:16.0,P. Millsap makes free throw 1 of 2,,6,5
31,1,8:16.0,P. Millsap misses free throw 2 of 2,,6,5
32,1,8:16.0,,Defensive rebound by J. Smith,6,5
33,1,7:59.0,,L. James misses 2-pt jump shot from 8 ft,6,5
34,1,7:59.0,,Offensive rebound by Team,6,5
35,1,7:49.0,,L. James misses 2-pt layup from 2 ft,6,5
36,1,7:48.0,Defensive rebound by D. Howard,,6,5
37,1,7:37.0,K. Bazemore makes 3-pt jump shot from 22 ft (assist by T. Sefolosha),,9,5
38,1,7:27.0,,K. Irving makes 2-pt jump shot from 17 ft,9,7
39,1,7:07.0,P. Millsap misses 2-pt jump shot from 16 ft,,9,7
40,1,7:06.0,,Defensive rebound by K. Irving,9,7
41,1,7:01.0,,Shooting foul by K. Bazemore (drawn by K. Love),9,7
42,1,7:01.0,,K. Love makes free throw 1 of 2,9,8
43,1,7:01.0,M. Muscala enters the game for P. Millsap,,9,8
44,1,7:01.0,T. Hardaway enters the game for K. Bazemore,,9,8
