,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:41.0,Turnover by V. Carter (bad pass),,0,0
1,1,11:21.0,,Shooting foul by M. Gasol (drawn by D. Dedmon),0,0
2,1,11:21.0,,D. Dedmon makes free throw 1 of 2,0,1
3,1,11:21.0,,D. Dedmon makes free throw 2 of 2,0,2
4,1,11:08.0,Shooting foul by L. Aldridge (drawn by J. Ennis),,0,2
5,1,11:08.0,J. Ennis makes free throw 1 of 2,,1,2
6,1,11:08.0,J. Ennis makes free throw 2 of 2,,2,2
7,1,10:53.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Parker),2,4
8,1,10:34.0,J. Ennis makes 2-pt layup from 2 ft (assist by M. Gasol),,4,4
9,1,10:17.0,,K. Leonard misses 2-pt hook shot from 11 ft,4,4
10,1,10:16.0,Defensive rebound by J. Ennis,,4,4
11,1,10:10.0,M. Conley misses 3-pt jump shot from 25 ft,,4,4
12,1,10:09.0,,Defensive rebound by J. Simmons,4,4
13,1,9:55.0,,J. Simmons misses 3-pt jump shot from 25 ft,4,4
14,1,9:53.0,Defensive rebound by J. Ennis,,4,4
15,1,9:46.0,,Violation by D. Dedmon (kicked ball),4,4
16,1,9:37.0,Personal foul by D. Dedmon (drawn by M. Gasol),,4,4
17,1,9:28.0,Turnover by M. Conley (bad pass; steal by T. Parker),,4,4
18,1,9:18.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by T. Parker),4,6
19,1,8:54.0,V. Carter misses 3-pt jump shot from 28 ft,,4,6
20,1,8:53.0,,Defensive rebound by D. Dedmon,4,6
21,1,8:43.0,,T. Parker makes 3-pt jump shot from 24 ft (assist by K. Leonard),4,9
22,1,8:20.0,M. Gasol misses 2-pt jump shot from 14 ft,,4,9
23,1,8:19.0,,Defensive rebound by K. Leonard,4,9
24,1,8:04.0,,K. Leonard misses 2-pt jump shot from 6 ft,4,9
25,1,8:02.0,Defensive rebound by M. Gasol,,4,9
26,1,7:55.0,Turnover by M. Conley (lost ball; steal by T. Parker),,4,9
27,1,7:42.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by J. Simmons),4,12
28,1,7:34.0,Memphis full timeout,,4,12
29,1,7:18.0,V. Carter makes 2-pt jump shot from 17 ft,,6,12
30,1,6:54.0,,J. Simmons misses 2-pt jump shot from 19 ft,6,12
31,1,6:53.0,Defensive rebound by M. Conley,,6,12
32,1,6:45.0,Turnover by V. Carter (bad pass),,6,12
33,1,6:26.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by K. Leonard),6,14
34,1,5:59.0,M. Conley makes 2-pt jump shot from 22 ft,,8,14
35,1,5:59.0,Shooting foul by D. Dedmon (drawn by M. Conley),,8,14
36,1,5:59.0,B. Wright enters the game for M. Gasol,,8,14
37,1,5:59.0,Z. Randolph enters the game for J. Green,,8,14
38,1,5:59.0,,P. Mills enters the game for T. Parker,8,14
39,1,5:59.0,,M. Ginóbili enters the game for J. Simmons,8,14
40,1,5:59.0,,P. Gasol enters the game for D. Dedmon,8,14
41,1,5:59.0,M. Conley makes free throw 1 of 1,,9,14
42,1,5:42.0,,Turnover by M. Ginóbili (bad pass; steal by J. Ennis),9,14
43,1,5:38.0,M. Conley makes 2-pt dunk at rim (assist by J. Ennis),,11,14
44,1,5:17.0,,P. Gasol misses 2-pt jump shot from 15 ft,11,14
45,1,5:16.0,Defensive rebound by J. Ennis,,11,14
46,1,4:54.0,M. Conley misses 2-pt jump shot from 12 ft,,11,14
47,1,4:53.0,,Defensive rebound by P. Gasol,11,14
48,1,4:46.0,,K. Leonard misses 2-pt jump shot from 21 ft,11,14
49,1,4:45.0,,Offensive rebound by L. Aldridge,11,14
50,1,4:42.0,,L. Aldridge misses 2-pt jump shot from 16 ft,11,14
51,1,4:41.0,Defensive rebound by Z. Randolph,,11,14
52,1,4:17.0,B. Wright misses 2-pt jump shot from 9 ft,,11,14
53,1,4:16.0,,Defensive rebound by K. Leonard,11,14
