,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
0,1,11:42.0,J. Teague misses 3-pt jump shot from 26 ft,,0,0
1,1,11:41.0,,Defensive rebound by J. Valančiūnas,0,0
2,1,11:20.0,,C. Joseph misses 2-pt layup from 5 ft,0,0
3,1,11:20.0,Defensive rebound by P. George,,0,0
4,1,11:11.0,P. George makes 2-pt jump shot from 19 ft,,2,0
5,1,10:53.0,,D. DeRozan makes 2-pt jump shot from 18 ft (assist by C. Joseph),2,2
6,1,10:35.0,T. Young makes 2-pt hook shot from 4 ft (assist by J. Teague),,4,2
7,1,10:19.0,,D. Carroll misses 2-pt jump shot from 21 ft,4,2
8,1,10:19.0,,Offensive rebound by Team,4,2
9,1,10:15.0,,D. DeRozan makes 2-pt jump shot from 7 ft (assist by C. Joseph),4,4
10,1,10:03.0,P. George misses 2-pt jump shot from 4 ft (block by J. Valančiūnas),,4,4
11,1,10:02.0,,Defensive rebound by J. Valančiūnas,4,4
12,1,9:55.0,Offensive charge foul by D. DeRozan (drawn by T. Young),,4,4
13,1,9:55.0,,Turnover by D. DeRozan (offensive foul),4,4
14,1,9:43.0,C. Miles misses 2-pt jump shot from 20 ft,,4,4
15,1,9:43.0,Offensive rebound by T. Young,,4,4
16,1,9:35.0,M. Turner misses 3-pt jump shot from 25 ft,,4,4
17,1,9:35.0,,Defensive rebound by J. Valančiūnas,4,4
18,1,9:26.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by C. Joseph),4,7
19,1,9:10.0,T. Young makes 3-pt jump shot from 23 ft (assist by J. Teague),,7,7
20,1,8:54.0,,Turnover by D. DeRozan (lost ball; steal by P. George),7,7
21,1,8:48.0,C. Miles makes 2-pt layup from 1 ft,,9,7
22,1,8:34.0,Offensive charge foul by D. Carroll (drawn by J. Teague),,9,7
23,1,8:34.0,,Turnover by D. Carroll (offensive foul),9,7
24,1,8:15.0,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Turner),,12,7
25,1,8:02.0,,Shooting foul by T. Young (drawn by J. Valančiūnas),12,7
26,1,8:02.0,,J. Valančiūnas makes free throw 1 of 2,12,8
27,1,8:02.0,,J. Valančiūnas misses free throw 2 of 2,12,8
28,1,8:01.0,Defensive rebound by M. Turner,,12,8
29,1,7:52.0,P. George misses 3-pt jump shot from 25 ft,,12,8
30,1,7:51.0,,Defensive rebound by D. Carroll,12,8
31,1,7:45.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by D. Carroll),12,10
32,1,7:33.0,Shooting foul by C. Joseph (drawn by J. Teague),,12,10
33,1,7:33.0,J. Teague makes free throw 1 of 2,,13,10
34,1,7:33.0,J. Teague makes free throw 2 of 2,,14,10
35,1,7:19.0,,C. Joseph misses 2-pt jump shot from 10 ft,14,10
36,1,7:19.0,,Offensive rebound by J. Valančiūnas,14,10
37,1,7:18.0,,J. Valančiūnas misses 2-pt layup from 1 ft,14,10
38,1,7:18.0,,Offensive rebound by J. Valančiūnas,14,10
39,1,7:17.0,,J. Valančiūnas misses 2-pt layup from 1 ft,14,10
40,1,7:16.0,,Offensive rebound by J. Valančiūnas,14,10
41,1,7:16.0,,J. Valančiūnas makes 2-pt layup at rim,14,12
42,1,7:07.0,Offensive foul by M. Turner (drawn by C. Joseph),,14,12
43,1,7:07.0,Turnover by M. Turner (offensive foul),,14,12
44,1,6:51.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by C. Joseph),14,15
45,1,6:30.0,J. Teague misses 2-pt layup from 2 ft,,14,15
46,1,6:29.0,,Defensive rebound by D. Carroll,14,15
47,1,6:23.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. Carroll),14,18
48,1,6:13.0,Indiana full timeout,,14,18
49,1,6:03.0,C. Miles misses 3-pt jump shot from 23 ft,,14,18
50,1,6:03.0,,Defensive rebound by J. Valančiūnas,14,18
51,1,5:49.0,,Turnover by C. Joseph (bad pass),14,18
52,1,5:39.0,P. George makes 2-pt jump shot from 19 ft (assist by J. Teague),,16,18
53,1,5:21.0,,D. DeRozan misses 2-pt dunk at rim,16,18
54,1,5:21.0,,Offensive rebound by D. Carroll,16,18
55,1,5:14.0,,D. Carroll misses 2-pt layup from 3 ft (block by C. Miles),16,18
56,1,5:13.0,Defensive rebound by P. George,,16,18
57,1,5:05.0,J. Teague misses 2-pt jump shot from 6 ft,,16,18
58,1,5:04.0,,Defensive rebound by S. Ibaka,16,18
59,1,4:56.0,,Shooting foul by C. Miles (drawn by D. DeRozan),16,18
60,1,4:56.0,,D. DeRozan misses free throw 1 of 2,16,18
61,1,4:56.0,,Offensive rebound by Team,16,18
62,1,4:56.0,,P. Tucker enters the game for D. Carroll,16,18
63,1,4:56.0,,D. DeRozan makes free throw 2 of 2,16,19
64,1,4:34.0,T. Young makes 2-pt dunk at rim (assist by P. George),,18,19
65,1,4:20.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by D. DeRozan),18,21
66,1,4:08.0,P. George misses 2-pt jump shot from 17 ft,,18,21
67,1,4:07.0,,Defensive rebound by J. Valančiūnas,18,21
68,1,3:56.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by C. Joseph),18,23
69,1,3:56.0,,Shooting foul by M. Turner (drawn by J. Valančiūnas),18,23
70,1,3:56.0,M. Ellis enters the game for C. Miles,,18,23
71,1,3:56.0,R. Christmas enters the game for M. Turner,,18,23
72,1,3:56.0,,J. Valančiūnas makes free throw 1 of 1,18,24
73,1,3:33.0,R. Christmas misses 2-pt layup from 4 ft (block by C. Joseph),,18,24
74,1,3:32.0,,Defensive rebound by C. Joseph,18,24
75,1,3:21.0,,S. Ibaka misses 3-pt jump shot from 27 ft,18,24
76,1,3:21.0,,Offensive rebound by J. Valančiūnas,18,24
77,1,3:19.0,,J. Valančiūnas makes 2-pt layup from 2 ft,18,26
78,1,3:02.0,Shooting block foul by J. Valančiūnas (drawn by M. Ellis),,18,26
79,1,3:02.0,M. Ellis makes free throw 1 of 2,,19,26
80,1,3:02.0,M. Ellis misses free throw 2 of 2,,19,26
81,1,3:02.0,R. Stuckey enters the game for J. Teague,,19,26
82,1,3:00.0,,Defensive rebound by S. Ibaka,19,26
