,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
0,1,11:50.0,,Personal foul by T. Ariza (drawn by A. Wiggins),0,0
1,1,11:37.0,,A. Wiggins makes 3-pt jump shot from 25 ft,0,3
2,1,11:22.0,R. Anderson misses 3-pt jump shot from 24 ft,,0,3
3,1,11:21.0,,Defensive rebound by B. Rush,0,3
4,1,11:13.0,,A. Wiggins misses 2-pt jump shot from 19 ft,0,3
5,1,11:12.0,Defensive rebound by J. Harden,,0,3
6,1,11:03.0,R. Anderson misses 3-pt jump shot from 25 ft,,0,3
7,1,11:02.0,,Defensive rebound by K. Towns,0,3
8,1,10:49.0,,K. Towns misses 2-pt layup from 1 ft,0,3
9,1,10:48.0,Defensive rebound by J. Harden,,0,3
10,1,10:35.0,J. Harden misses 2-pt jump shot from 8 ft,,0,3
11,1,10:34.0,Offensive rebound by M. Harrell,,0,3
12,1,10:33.0,M. Harrell misses 2-pt jump shot from 4 ft (block by G. Dieng),,0,3
13,1,10:31.0,,Defensive rebound by K. Towns,0,3
14,1,10:15.0,,K. Towns misses 2-pt jump shot from 20 ft,0,3
15,1,10:14.0,Defensive rebound by J. Harden,,0,3
16,1,10:05.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),,2,3
17,1,10:05.0,Shooting foul by R. Rubio (drawn by M. Harrell),,2,3
18,1,10:05.0,M. Harrell makes free throw 1 of 1,,3,3
19,1,9:50.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),3,5
20,1,9:39.0,R. Anderson misses 3-pt jump shot from 24 ft,,3,5
21,1,9:38.0,,Defensive rebound by R. Rubio,3,5
22,1,9:25.0,,Turnover by K. Towns (bad pass; steal by J. Harden),3,5
23,1,9:19.0,J. Harden makes 2-pt layup from 1 ft,,5,5
24,1,9:07.0,,Minnesota full timeout,5,5
25,1,8:57.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by B. Rush),5,7
26,1,8:57.0,,Shooting foul by M. Harrell (drawn by K. Towns),5,7
27,1,8:57.0,,K. Towns makes free throw 1 of 1,5,8
28,1,8:45.0,Personal foul by G. Dieng (drawn by R. Anderson),,5,8
29,1,8:39.0,J. Harden makes 2-pt jump shot from 9 ft,,7,8
30,1,8:19.0,,R. Rubio misses 3-pt jump shot from 25 ft,7,8
31,1,8:18.0,Defensive rebound by P. Beverley,,7,8
32,1,8:08.0,M. Harrell makes 2-pt layup from 3 ft (assist by P. Beverley),,9,8
33,1,7:47.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by R. Rubio),9,11
34,1,7:34.0,R. Anderson misses 3-pt jump shot from 27 ft,,9,11
35,1,7:33.0,,Defensive rebound by K. Towns,9,11
36,1,7:28.0,,B. Rush misses 3-pt jump shot from 24 ft,9,11
37,1,7:27.0,Defensive rebound by P. Beverley,,9,11
38,1,7:24.0,Turnover by P. Beverley (bad pass; steal by B. Rush),,9,11
39,1,7:09.0,,G. Dieng makes 2-pt jump shot from 8 ft (assist by K. Towns),9,13
