,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PORTLAND_ACTION,ORLANDO_SCORE,PORTLAND_SCORE
70,1,3:42.0,J. Green makes 3-pt jump shot from 26 ft (assist by D. Augustin),,27,15
71,1,3:23.0,,A. Crabbe misses 2-pt jump shot from 14 ft,27,15
72,1,3:22.0,Defensive rebound by N. Vučević,,27,15
73,1,3:17.0,Shooting foul by A. Aminu (drawn by N. Vučević),,27,15
74,1,3:17.0,N. Vučević makes free throw 1 of 2,,28,15
75,1,3:17.0,,E. Davis enters the game for M. Plumlee,28,15
76,1,3:17.0,,M. Leonard enters the game for A. Aminu,28,15
77,1,3:17.0,N. Vučević makes free throw 2 of 2,,29,15
78,1,3:05.0,,D. Lillard makes 2-pt jump shot from 13 ft,29,17
79,1,2:47.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Fournier),,31,17
80,1,2:35.0,,D. Lillard misses 2-pt layup from 2 ft,31,17
81,1,2:34.0,Defensive rebound by J. Green,,31,17
82,1,2:30.0,Shooting foul by M. Leonard (drawn by A. Gordon),,31,17
83,1,2:30.0,A. Gordon misses free throw 1 of 2,,31,17
84,1,2:30.0,Offensive rebound by Team,,31,17
85,1,2:30.0,A. Gordon misses free throw 2 of 2,,31,17
86,1,2:30.0,,Defensive rebound by E. Turner,31,17
87,1,2:30.0,B. Biyombo enters the game for N. Vučević,,31,17
88,1,2:30.0,,P. Connaughton enters the game for A. Crabbe,31,17
89,1,2:21.0,,Personal foul by A. Gordon (drawn by E. Turner),31,17
90,1,2:21.0,,E. Turner makes free throw 1 of 2,31,18
91,1,2:21.0,,E. Turner makes free throw 2 of 2,31,19
92,1,2:13.0,Shooting foul by D. Lillard (drawn by D. Augustin),,31,19
93,1,2:13.0,D. Augustin makes free throw 1 of 2,,32,19
94,1,2:13.0,J. Meeks enters the game for E. Fournier,,32,19
95,1,2:13.0,D. Augustin makes free throw 2 of 2,,33,19
96,1,1:49.0,,M. Leonard misses 3-pt jump shot from 26 ft,33,19
97,1,1:48.0,Defensive rebound by B. Biyombo,,33,19
98,1,1:39.0,D. Augustin misses 2-pt jump shot from 10 ft,,33,19
99,1,1:37.0,,Defensive rebound by M. Leonard,33,19
100,1,1:28.0,,Personal foul by J. Meeks (drawn by M. Leonard),33,19
101,1,1:28.0,,M. Leonard makes free throw 1 of 2,33,20
102,1,1:28.0,,M. Leonard makes free throw 2 of 2,33,21
103,1,1:18.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by D. Augustin),,36,21
104,1,1:00.0,,D. Lillard makes 2-pt jump shot from 13 ft,36,23
105,1,0:49.0,Turnover by B. Biyombo (traveling),,36,23
106,1,0:34.0,,D. Lillard misses 3-pt jump shot from 26 ft,36,23
107,1,0:34.0,Defensive rebound by B. Biyombo,,36,23
108,1,0:14.0,A. Gordon misses 2-pt hook shot from 5 ft,,36,23
109,1,0:13.0,,Defensive rebound by E. Davis,36,23
110,1,0:03.0,,D. Lillard misses 2-pt jump shot from 7 ft,36,23
111,1,0:01.0,Defensive rebound by J. Green,,36,23
112,2,11:46.0,,E. Turner makes 2-pt jump shot from 15 ft,36,25
113,2,11:25.0,J. Green makes 2-pt jump shot from 20 ft,,38,25
114,2,11:09.0,,E. Turner makes 2-pt jump shot from 15 ft (assist by C. McCollum),38,27
115,2,10:46.0,D. Augustin misses 2-pt jump shot from 18 ft,,38,27
116,2,10:43.0,,Defensive rebound by M. Leonard,38,27
117,2,10:32.0,,P. Connaughton misses 3-pt jump shot from 26 ft,38,27
118,2,10:31.0,Defensive rebound by J. Green,,38,27
119,2,10:09.0,B. Biyombo misses 2-pt jump shot from 5 ft,,38,27
120,2,10:08.0,,Defensive rebound by M. Leonard,38,27
121,2,9:56.0,,M. Leonard misses 2-pt jump shot from 17 ft,38,27
122,2,9:56.0,Defensive rebound by J. Green,,38,27
123,2,9:48.0,D. Augustin makes 3-pt jump shot from 26 ft,,41,27
124,2,9:25.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by C. McCollum),41,30
125,2,9:07.0,J. Meeks misses 2-pt jump shot from 12 ft,,41,30
126,2,9:06.0,,Defensive rebound by C. McCollum,41,30
127,2,8:55.0,,Shooting foul by M. Hezonja (drawn by C. McCollum),41,30
128,2,8:55.0,Official timeout,,41,30
129,2,8:55.0,Violation by Team (jump ball),,41,30
130,2,8:55.0,,C. McCollum makes free throw 1 of 2,41,31
131,2,8:55.0,,C. McCollum makes free throw 2 of 2,41,32
132,2,8:45.0,J. Meeks misses 2-pt layup from 2 ft (block by M. Leonard),,41,32
133,2,8:43.0,,Defensive rebound by C. McCollum,41,32
134,2,8:36.0,,C. McCollum misses 2-pt jump shot from 14 ft,41,32
135,2,8:35.0,,Offensive rebound by Team,41,32
136,2,8:31.0,Loose ball foul by J. Green (drawn by E. Davis),,41,32
137,2,8:31.0,,Offensive foul by E. Davis (drawn by D. Augustin),41,32
138,2,8:31.0,,Turnover by E. Davis (offensive foul),41,32
139,2,8:22.0,M. Hezonja misses 2-pt jump shot from 21 ft,,41,32
140,2,8:21.0,,Defensive rebound by E. Davis,41,32
141,2,8:12.0,,C. McCollum misses 2-pt jump shot from 12 ft,41,32
142,2,8:11.0,,Offensive rebound by E. Turner,41,32
143,2,8:05.0,,C. McCollum misses 3-pt jump shot from 23 ft,41,32
144,2,8:04.0,Defensive rebound by J. Meeks,,41,32
145,2,7:58.0,B. Biyombo makes 2-pt layup from 2 ft (assist by J. Meeks),,43,32
146,2,7:41.0,,C. McCollum misses 2-pt jump shot from 19 ft,43,32
147,2,7:39.0,,Offensive rebound by Team,43,32
148,2,7:25.0,,M. Leonard misses 2-pt jump shot from 12 ft,43,32
149,2,7:24.0,Defensive rebound by D. Augustin,,43,32
150,2,7:20.0,Turnover by B. Biyombo (offensive foul),,43,32
151,2,7:20.0,Offensive foul by B. Biyombo (drawn by M. Leonard),,43,32
152,2,7:20.0,E. Payton enters the game for D. Augustin,,43,32
153,2,7:05.0,,E. Turner makes 2-pt jump shot from 7 ft,43,34
154,2,6:48.0,Personal foul by E. Turner (drawn by M. Hezonja),,43,34
155,2,6:48.0,,A. Crabbe enters the game for E. Davis,43,34
156,2,6:48.0,,A. Aminu enters the game for P. Connaughton,43,34
157,2,6:42.0,B. Biyombo misses 2-pt layup from 1 ft (block by M. Leonard),,43,34
158,2,6:40.0,,Defensive rebound by M. Leonard,43,34
159,2,6:21.0,,C. McCollum makes 3-pt jump shot from 29 ft,43,37
160,2,6:20.0,Orlando full timeout,,43,37
161,2,6:08.0,Shooting foul by C. McCollum (drawn by E. Payton),,43,37
162,2,6:08.0,E. Payton makes free throw 1 of 2,,44,37
163,2,6:08.0,,D. Lillard enters the game for C. McCollum,44,37
164,2,6:08.0,E. Payton makes free throw 2 of 2,,45,37
165,2,5:50.0,,E. Turner makes 3-pt jump shot from 25 ft (assist by M. Leonard),45,40
166,2,5:32.0,E. Payton misses 2-pt jump shot from 10 ft,,45,40
167,2,5:31.0,Offensive rebound by M. Hezonja,,45,40
168,2,5:20.0,M. Hezonja makes 3-pt jump shot from 27 ft (assist by J. Green),,48,40
169,2,5:07.0,,D. Lillard makes 2-pt jump shot from 18 ft,48,42
170,2,4:54.0,Turnover by E. Payton (traveling),,48,42
171,2,4:54.0,E. Fournier enters the game for M. Hezonja,,48,42
172,2,4:54.0,N. Vučević enters the game for B. Biyombo,,48,42
173,2,4:38.0,,A. Crabbe makes 2-pt layup from 2 ft (assist by D. Lillard),48,44
174,2,4:27.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Fournier),,50,44
175,2,4:13.0,,M. Leonard makes 3-pt jump shot from 26 ft (assist by D. Lillard),50,47
176,2,4:11.0,Orlando full timeout,,50,47
177,2,4:11.0,A. Gordon enters the game for J. Green,,50,47
178,2,4:11.0,S. Ibaka enters the game for J. Meeks,,50,47
179,2,3:57.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),,52,47
180,2,3:41.0,,Turnover by D. Lillard (bad pass; steal by E. Fournier),52,47
181,2,3:33.0,E. Payton misses 2-pt layup from 2 ft,,52,47
182,2,3:31.0,,Defensive rebound by D. Lillard,52,47
183,2,3:26.0,,E. Turner misses 3-pt jump shot from 25 ft,52,47
184,2,3:25.0,Defensive rebound by S. Ibaka,,52,47
185,2,3:09.0,S. Ibaka misses 2-pt jump shot from 19 ft,,52,47
186,2,3:09.0,,Defensive rebound by D. Lillard,52,47
187,2,3:00.0,,D. Lillard misses 3-pt jump shot from 27 ft,52,47
188,2,2:59.0,,Offensive rebound by E. Turner,52,47
189,2,2:57.0,,A. Crabbe misses 3-pt jump shot from 27 ft,52,47
190,2,2:55.0,Defensive rebound by N. Vučević,,52,47
191,2,2:49.0,S. Ibaka misses 2-pt layup from 1 ft,,52,47
192,2,2:46.0,,Defensive rebound by M. Leonard,52,47
193,2,2:42.0,,Turnover by D. Lillard (bad pass; steal by N. Vučević),52,47
194,2,2:35.0,E. Payton misses 2-pt layup from 1 ft,,52,47
195,2,2:34.0,,Defensive rebound by D. Lillard,52,47
196,2,2:29.0,,A. Crabbe misses 3-pt jump shot from 26 ft,52,47
197,2,2:28.0,Defensive rebound by Team,,52,47
198,2,2:28.0,,Portland full timeout,52,47
199,2,2:28.0,,M. Plumlee enters the game for E. Turner,52,47
200,2,2:28.0,,C. McCollum enters the game for M. Leonard,52,47
201,2,2:17.0,N. Vučević makes 2-pt layup from 3 ft (assist by S. Ibaka),,54,47
202,2,1:59.0,,Turnover by M. Plumlee (offensive goaltending),54,47
203,2,1:45.0,Turnover by E. Payton (bad pass),,54,47
204,2,1:31.0,Violation by N. Vučević (kicked ball),,54,47
205,2,1:21.0,,C. McCollum misses 2-pt jump shot from 16 ft,54,47
206,2,1:19.0,Defensive rebound by S. Ibaka,,54,47
207,2,1:02.0,E. Fournier misses 2-pt jump shot from 18 ft,,54,47
208,2,1:01.0,,Defensive rebound by M. Plumlee,54,47
209,2,0:47.0,,A. Aminu makes 2-pt hook shot from 6 ft (assist by M. Plumlee),54,49
210,2,0:29.0,S. Ibaka misses 3-pt jump shot from 27 ft,,54,49
211,2,0:29.0,,Defensive rebound by M. Plumlee,54,49
212,2,0:15.0,,Portland full timeout,54,49
213,2,0:15.0,J. Green enters the game for S. Ibaka,,54,49
214,2,0:15.0,J. Meeks enters the game for E. Payton,,54,49
215,2,0:05.0,,D. Lillard misses 2-pt jump shot from 16 ft,54,49
216,2,0:05.0,,Offensive rebound by Team,54,49
217,2,0:05.0,,Turnover by Team (shot clock),54,49
218,2,0:05.0,,E. Turner enters the game for C. McCollum,54,49
219,2,0:01.0,E. Fournier misses 2-pt jump shot from 19 ft,,54,49
220,2,0:00.0,Offensive rebound by Team,,54,49
221,3,11:47.0,,M. Plumlee makes 2-pt hook shot at rim (assist by A. Aminu),54,51
222,3,11:28.0,E. Payton misses 3-pt jump shot from 24 ft,,54,51
223,3,11:28.0,,Defensive rebound by A. Aminu,54,51
224,3,11:18.0,,D. Lillard misses 3-pt jump shot from 28 ft,54,51
225,3,11:18.0,,Offensive rebound by A. Aminu,54,51
226,3,11:09.0,,A. Aminu makes 2-pt layup from 2 ft,54,53
227,3,10:47.0,S. Ibaka misses 2-pt jump shot from 16 ft,,54,53
228,3,10:46.0,Offensive rebound by E. Payton,,54,53
229,3,10:42.0,E. Payton misses 2-pt jump shot from 4 ft (block by M. Plumlee),,54,53
230,3,10:40.0,Offensive rebound by A. Gordon,,54,53
231,3,10:39.0,Shooting foul by A. Aminu (drawn by A. Gordon),,54,53
232,3,10:39.0,A. Gordon makes free throw 1 of 2,,55,53
233,3,10:39.0,A. Gordon makes free throw 2 of 2,,56,53
234,3,10:23.0,,C. McCollum makes 2-pt jump shot from 9 ft (assist by D. Lillard),56,55
235,3,10:11.0,Turnover by N. Vučević (traveling),,56,55
236,3,9:50.0,,D. Lillard makes 2-pt layup from 2 ft,56,57
237,3,9:50.0,Orlando full timeout,,56,57
238,3,9:32.0,N. Vučević misses 2-pt jump shot from 19 ft,,56,57
239,3,9:31.0,,Defensive rebound by D. Lillard,56,57
240,3,9:23.0,,C. McCollum makes 2-pt layup from 1 ft,56,59
241,3,9:01.0,A. Gordon misses 2-pt hook shot from 13 ft,,56,59
242,3,9:00.0,Offensive rebound by S. Ibaka,,56,59
243,3,8:54.0,N. Vučević misses 2-pt jump shot from 9 ft (block by M. Plumlee),,56,59
244,3,8:53.0,Offensive rebound by E. Payton,,56,59
245,3,8:49.0,E. Payton makes 2-pt jump shot from 14 ft,,58,59
246,3,8:34.0,,Shooting foul by S. Ibaka (drawn by M. Plumlee),58,59
247,3,8:34.0,,M. Plumlee makes free throw 1 of 2,58,60
248,3,8:34.0,,M. Plumlee makes free throw 2 of 2,58,61
249,3,8:23.0,Turnover by E. Payton (step out of bounds),,58,61
250,3,8:06.0,,C. McCollum makes 2-pt jump shot from 16 ft,58,63
251,3,7:51.0,Personal foul by M. Plumlee (drawn by E. Fournier),,58,63
252,3,7:45.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Fournier),,61,63
253,3,7:21.0,,A. Aminu misses 2-pt layup from 1 ft,61,63
254,3,7:20.0,Defensive rebound by S. Ibaka,,61,63
255,3,7:12.0,S. Ibaka makes 3-pt jump shot from 27 ft (assist by E. Payton),,64,63
256,3,6:56.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by M. Plumlee),64,65
257,3,6:46.0,,Offensive charge foul by E. Payton (drawn by D. Lillard),64,65
258,3,6:46.0,Turnover by E. Payton (offensive foul),,64,65
259,3,6:29.0,,A. Crabbe misses 2-pt jump shot from 13 ft,64,65
260,3,6:28.0,Defensive rebound by S. Ibaka,,64,65
261,3,6:24.0,Turnover by E. Fournier (lost ball; steal by M. Plumlee),,64,65
262,3,6:20.0,,M. Plumlee makes 2-pt dunk at rim (assist by A. Crabbe),64,67
263,3,6:07.0,Personal foul by A. Crabbe (drawn by N. Vučević),,64,67
264,3,6:07.0,Personal foul by M. Plumlee (drawn by E. Payton),,64,67
265,3,5:54.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,67,67
266,3,5:37.0,,D. Lillard misses 2-pt jump shot from 24 ft (block by A. Gordon),67,67
267,3,5:36.0,,Offensive rebound by D. Lillard,67,67
268,3,5:31.0,,D. Lillard makes 2-pt layup from 1 ft,67,69
269,3,5:19.0,E. Fournier misses 2-pt jump shot from 12 ft (block by C. McCollum),,67,69
270,3,5:17.0,Offensive rebound by N. Vučević,,67,69
271,3,5:13.0,N. Vučević makes 2-pt jump shot from 19 ft,,69,69
272,3,5:08.0,,Personal foul by E. Fournier (drawn by C. McCollum),69,69
273,3,5:08.0,,E. Turner enters the game for C. McCollum,69,69
274,3,5:00.0,,E. Turner misses 2-pt jump shot from 10 ft (block by N. Vučević),69,69
275,3,4:58.0,Defensive rebound by S. Ibaka,,69,69
276,3,4:44.0,E. Fournier misses 3-pt jump shot from 24 ft,,69,69
277,3,4:43.0,,Defensive rebound by M. Plumlee,69,69
278,3,4:33.0,,D. Lillard makes 3-pt jump shot from 27 ft,69,72
279,3,4:17.0,E. Payton misses 3-pt jump shot from 24 ft,,69,72
280,3,4:17.0,,Defensive rebound by A. Aminu,69,72
281,3,4:11.0,,A. Aminu misses 2-pt layup from 1 ft,69,72
282,3,4:09.0,Defensive rebound by N. Vučević,,69,72
283,3,4:02.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),,72,72
284,3,3:47.0,,D. Lillard misses 3-pt jump shot from 26 ft,72,72
285,3,3:47.0,,Offensive rebound by A. Aminu,72,72
286,3,3:42.0,,Portland full timeout,72,72
287,3,3:42.0,,M. Leonard enters the game for A. Aminu,72,72
288,3,3:42.0,,E. Davis enters the game for M. Plumlee,72,72
289,3,3:42.0,D. Augustin enters the game for E. Payton,,72,72
290,3,3:31.0,,Turnover by E. Turner (bad pass),72,72
291,3,3:16.0,N. Vučević makes 2-pt jump shot from 12 ft,,74,72
292,3,3:16.0,Technical foul by N. Vučević,,74,72
293,3,3:16.0,,D. Lillard makes technical free throw,74,73
294,3,2:57.0,,E. Turner misses 3-pt jump shot from 25 ft,74,73
295,3,2:56.0,Defensive rebound by S. Ibaka,,74,73
296,3,2:46.0,N. Vučević misses 2-pt dunk at rim,,74,73
297,3,2:44.0,,Defensive rebound by A. Crabbe,74,73
298,3,2:41.0,,D. Lillard misses 2-pt layup from 2 ft,74,73
299,3,2:39.0,,Offensive rebound by E. Turner,74,73
300,3,2:39.0,,E. Turner makes 2-pt layup at rim,74,75
301,3,2:21.0,J. Meeks enters the game for E. Fournier,,74,75
302,3,2:21.0,B. Biyombo enters the game for N. Vučević,,74,75
303,3,2:21.0,,P. Connaughton enters the game for A. Crabbe,74,75
304,3,2:18.0,J. Meeks misses 2-pt jump shot from 18 ft,,74,75
305,3,2:18.0,Offensive rebound by B. Biyombo,,74,75
306,3,2:10.0,A. Gordon misses 2-pt jump shot from 16 ft,,74,75
307,3,2:10.0,,Defensive rebound by E. Davis,74,75
308,3,1:59.0,,P. Connaughton misses 3-pt jump shot from 26 ft,74,75
309,3,1:58.0,Defensive rebound by A. Gordon,,74,75
310,3,1:45.0,S. Ibaka misses 3-pt jump shot from 26 ft,,74,75
311,3,1:45.0,,Defensive rebound by D. Lillard,74,75
312,3,1:39.0,,D. Lillard misses 2-pt jump shot from 14 ft,74,75
313,3,1:39.0,Defensive rebound by Team,,74,75
314,3,1:39.0,,Loose ball foul by E. Davis (drawn by S. Ibaka),74,75
315,3,1:39.0,S. Ibaka makes free throw 1 of 2,,75,75
316,3,1:39.0,,C. McCollum enters the game for D. Lillard,75,75
317,3,1:39.0,S. Ibaka makes free throw 2 of 2,,76,75
318,3,1:26.0,,Turnover by C. McCollum (lost ball; steal by J. Meeks),76,75
319,3,1:22.0,Turnover by J. Meeks (bad pass; steal by P. Connaughton),,76,75
320,3,1:17.0,,Turnover by P. Connaughton (bad pass),76,75
321,3,1:17.0,J. Green enters the game for S. Ibaka,,76,75
322,3,1:03.0,Shooting foul by M. Leonard (drawn by J. Meeks),,76,75
323,3,1:03.0,J. Meeks makes free throw 1 of 2,,77,75
324,3,1:03.0,J. Meeks makes free throw 2 of 2,,78,75
325,3,0:44.0,,M. Leonard misses 3-pt jump shot from 24 ft,78,75
326,3,0:43.0,Defensive rebound by A. Gordon,,78,75
327,3,0:36.0,Personal foul by M. Leonard (drawn by D. Augustin),,78,75
328,3,0:36.0,D. Augustin makes free throw 1 of 2,,79,75
329,3,0:36.0,D. Augustin makes free throw 2 of 2,,80,75
330,3,0:32.0,,C. McCollum makes 3-pt jump shot from 25 ft,80,78
331,3,0:13.0,D. Augustin makes 2-pt jump shot from 18 ft,,82,78
332,3,0:01.0,,M. Leonard misses 2-pt jump shot from 20 ft,82,78
333,3,0:00.0,,Offensive rebound by P. Connaughton,82,78
334,3,0:00.0,,P. Connaughton misses 2-pt layup at rim,82,78
335,3,0:00.0,,Offensive rebound by Team,82,78
336,4,11:40.0,E. Payton makes 2-pt jump shot from 17 ft (assist by J. Green),,84,78
337,4,11:17.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by P. Connaughton),84,81
338,4,11:06.0,Shooting foul by P. Connaughton (drawn by J. Meeks),,84,81
339,4,11:06.0,J. Meeks makes free throw 1 of 2,,85,81
340,4,11:06.0,J. Meeks makes free throw 2 of 2,,86,81
341,4,10:52.0,,C. McCollum misses 2-pt jump shot from 17 ft,86,81
342,4,10:50.0,Defensive rebound by B. Biyombo,,86,81
343,4,10:44.0,J. Green misses 2-pt layup from 1 ft,,86,81
344,4,10:43.0,Offensive rebound by B. Biyombo,,86,81
345,4,10:36.0,Turnover by J. Meeks (lost ball; steal by E. Davis),,86,81
346,4,10:22.0,,E. Davis makes 2-pt hook shot from 7 ft (assist by E. Turner),86,83
347,4,10:07.0,D. Augustin makes 2-pt jump shot from 15 ft,,88,83
348,4,9:47.0,,E. Davis makes 2-pt layup from 1 ft (assist by E. Turner),88,85
349,4,9:33.0,D. Augustin makes 2-pt jump shot from 19 ft,,90,85
350,4,9:10.0,,E. Turner misses 3-pt jump shot from 26 ft,90,85
351,4,9:09.0,,Offensive rebound by M. Leonard,90,85
352,4,9:06.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by M. Leonard),90,88
353,4,8:52.0,D. Augustin misses 3-pt jump shot from 26 ft,,90,88
354,4,8:51.0,,Defensive rebound by E. Davis,90,88
355,4,8:41.0,,Shooting foul by B. Biyombo (drawn by E. Turner),90,88
356,4,8:41.0,Official timeout,,90,88
357,4,8:41.0,,E. Turner makes free throw 1 of 2,90,89
358,4,8:41.0,,D. Lillard enters the game for M. Leonard,90,88
359,4,8:41.0,,M. Plumlee enters the game for P. Connaughton,90,88
360,4,8:41.0,,E. Turner makes free throw 2 of 2,90,90
361,4,8:28.0,J. Green misses 2-pt jump shot from 6 ft (block by M. Plumlee),,90,90
362,4,8:28.0,,Defensive rebound by Team,90,90
363,4,8:17.0,,D. Lillard misses 3-pt jump shot from 26 ft,90,90
364,4,8:17.0,Defensive rebound by J. Green,,90,90
365,4,8:06.0,E. Payton misses 2-pt jump shot from 5 ft (block by C. McCollum),,90,90
366,4,8:06.0,Offensive rebound by Team,,90,90
367,4,8:06.0,A. Gordon enters the game for J. Green,,90,90
368,4,8:06.0,N. Vučević enters the game for D. Augustin,,90,90
369,4,8:06.0,S. Ibaka enters the game for B. Biyombo,,90,90
370,4,8:06.0,,A. Aminu enters the game for E. Davis,90,90
371,4,7:53.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by E. Payton),,93,90
372,4,7:28.0,,C. McCollum makes 2-pt layup from 2 ft,93,92
373,4,7:17.0,J. Meeks makes 2-pt layup from 1 ft (assist by N. Vučević),,95,92
374,4,7:06.0,,M. Plumlee misses 2-pt layup from 2 ft,95,92
375,4,7:04.0,,Offensive rebound by M. Plumlee,95,92
376,4,7:04.0,,M. Plumlee misses 2-pt layup from 1 ft,95,92
377,4,7:04.0,Defensive rebound by Team,,95,92
378,4,7:04.0,,A. Crabbe enters the game for E. Turner,95,92
379,4,6:54.0,Turnover by J. Meeks (bad pass),,95,92
380,4,6:36.0,,M. Plumlee misses 2-pt layup from 2 ft (block by S. Ibaka),95,92
381,4,6:36.0,,Offensive rebound by Team,95,92
382,4,6:34.0,,Shooting foul by N. Vučević (drawn by M. Plumlee),95,92
383,4,6:34.0,,M. Plumlee makes free throw 1 of 2,95,93
384,4,6:34.0,,M. Plumlee misses free throw 2 of 2,95,93
385,4,6:33.0,Defensive rebound by N. Vučević,,95,93
386,4,6:21.0,Turnover by J. Meeks (bad pass; steal by C. McCollum),,95,93
