,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,UTAH_ACTION,NEW ORLEANS_SCORE,UTAH_SCORE
0,1,11:41.0,,G. Hayward makes 2-pt jump shot from 12 ft,0,2
1,1,11:26.0,A. Davis misses 2-pt jump shot from 19 ft,,0,2
2,1,11:26.0,,Defensive rebound by G. Hayward,0,2
3,1,11:17.0,,Shooting foul by H. Thompson (drawn by D. Favors),0,2
4,1,11:17.0,,D. Favors misses free throw 1 of 2,0,2
5,1,11:17.0,,Offensive rebound by Team,0,2
6,1,11:17.0,,D. Favors makes free throw 2 of 2,0,3
7,1,10:57.0,A. Davis makes 2-pt jump shot from 21 ft (assist by H. Thompson),,2,3
8,1,10:38.0,,G. Hayward makes 2-pt jump shot from 18 ft,2,5
9,1,10:20.0,S. Hill misses 3-pt jump shot from 25 ft,,2,5
10,1,10:20.0,,Defensive rebound by J. Ingles,2,5
11,1,10:05.0,,D. Favors misses 2-pt jump shot from 19 ft,2,5
12,1,10:04.0,Defensive rebound by H. Thompson,,2,5
13,1,9:52.0,J. Holiday misses 2-pt layup from 1 ft,,2,5
14,1,9:51.0,Offensive rebound by J. Holiday,,2,5
15,1,9:48.0,J. Holiday misses 3-pt jump shot from 24 ft,,2,5
16,1,9:47.0,,Defensive rebound by D. Exum,2,5
17,1,9:39.0,,Turnover by D. Exum (bad pass; steal by A. Davis),2,5
18,1,9:29.0,Turnover by D. Cousins (lost ball; steal by R. Gobert),,2,5
19,1,9:20.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Exum),2,7
20,1,9:20.0,,Shooting foul by A. Davis (drawn by R. Gobert),2,7
21,1,9:20.0,,R. Gobert makes free throw 1 of 1,2,8
22,1,9:09.0,A. Davis misses 2-pt jump shot from 21 ft,,2,8
23,1,9:09.0,,Defensive rebound by D. Exum,2,8
24,1,9:04.0,,D. Exum misses 2-pt layup from 2 ft,2,8
25,1,9:04.0,,Offensive rebound by R. Gobert,2,8
26,1,9:04.0,,Shooting foul by H. Thompson (drawn by R. Gobert),2,8
27,1,9:04.0,,R. Gobert makes free throw 1 of 2,2,9
28,1,9:04.0,E. Moore enters the game for H. Thompson,,2,9
29,1,9:04.0,,R. Gobert makes free throw 2 of 2,2,10
30,1,8:59.0,New Orleans full timeout,,2,10
31,1,8:46.0,Shooting foul by R. Gobert (drawn by D. Cousins),,2,10
32,1,8:46.0,D. Cousins makes free throw 1 of 2,,3,10
33,1,8:46.0,D. Cousins makes free throw 2 of 2,,4,10
34,1,8:36.0,,D. Exum makes 2-pt layup from 2 ft (assist by R. Gobert),4,12
35,1,8:25.0,Turnover by E. Moore (bad pass; steal by G. Hayward),,4,12
36,1,8:18.0,,Turnover by G. Hayward (bad pass; steal by S. Hill),4,12
37,1,8:03.0,E. Moore makes 3-pt jump shot from 24 ft (assist by J. Holiday),,7,12
38,1,7:48.0,,G. Hayward makes 2-pt layup from 2 ft (assist by R. Gobert),7,14
39,1,7:34.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by J. Holiday),,10,14
40,1,7:14.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),10,16
41,1,6:54.0,Offensive foul by S. Hill (drawn by R. Gobert),,10,16
42,1,6:54.0,Turnover by S. Hill (offensive foul),,10,16
43,1,6:39.0,,D. Exum makes 3-pt jump shot from 24 ft,10,19
