,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW ORLEANS_ACTION,MILWAUKEE_SCORE,NEW ORLEANS_SCORE
59,1,4:31.0,R. Vaughn enters the game for M. Dellavedova,,17,20
60,1,4:31.0,,Ö. Aşık enters the game for D. Cunningham,17,20
61,1,4:21.0,,T. Frazier makes 3-pt jump shot from 25 ft (assist by E. Moore),17,23
62,1,4:06.0,Shooting foul by Ö. Aşık (drawn by G. Monroe),,17,23
63,1,4:06.0,G. Monroe makes free throw 1 of 2,,18,23
64,1,4:06.0,G. Antetokounmpo enters the game for J. Parker,,18,23
65,1,4:06.0,G. Monroe makes free throw 2 of 2,,19,23
66,1,3:47.0,,E. Moore makes 2-pt layup from 2 ft (assist by T. Frazier),19,25
67,1,3:32.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,22,25
68,1,3:25.0,,Personal foul by M. Brogdon (drawn by T. Frazier),22,25
69,1,3:21.0,,E. Moore misses 2-pt layup from 1 ft (block by G. Monroe),22,25
70,1,3:21.0,Defensive rebound by G. Antetokounmpo,,22,25
71,1,3:13.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),,24,25
72,1,2:53.0,,Shooting foul by G. Monroe (drawn by Ö. Aşık),24,25
73,1,2:53.0,,Ö. Aşık makes free throw 1 of 2,24,26
74,1,2:53.0,,L. Stephenson enters the game for E. Moore,24,26
75,1,2:53.0,,B. Hield enters the game for T. Frazier,24,26
76,1,2:53.0,,Ö. Aşık makes free throw 2 of 2,24,27
77,1,2:44.0,M. Brogdon misses 2-pt layup from 2 ft,,24,27
78,1,2:43.0,Offensive rebound by G. Monroe,,24,27
79,1,2:42.0,G. Monroe misses 2-pt hook shot from 4 ft,,24,27
80,1,2:41.0,Offensive rebound by G. Monroe,,24,27
81,1,2:36.0,R. Vaughn makes 3-pt jump shot from 25 ft (assist by G. Monroe),,27,27
82,1,2:25.0,,A. Davis misses 2-pt layup from 2 ft,27,27
83,1,2:25.0,,Offensive rebound by Ö. Aşık,27,27
84,1,2:23.0,,Ö. Aşık misses 2-pt layup from 1 ft,27,27
85,1,2:23.0,,Offensive rebound by Ö. Aşık,27,27
86,1,2:23.0,,Shooting foul by G. Antetokounmpo (drawn by Ö. Aşık),27,27
87,1,2:23.0,,Ö. Aşık misses free throw 1 of 2,27,27
88,1,2:23.0,,Offensive rebound by Team,27,27
89,1,2:23.0,,Ö. Aşık makes free throw 2 of 2,27,28
90,1,2:13.0,M. Teletović misses 3-pt jump shot from 26 ft,,27,28
91,1,2:12.0,,Defensive rebound by Ö. Aşık,27,28
92,1,1:52.0,,L. Stephenson misses 2-pt jump shot from 21 ft,27,28
93,1,1:50.0,,Offensive rebound by A. Davis,27,28
94,1,1:49.0,,A. Davis misses 3-pt jump shot from 25 ft (block by G. Antetokounmpo),27,28
95,1,1:48.0,Defensive rebound by G. Antetokounmpo,,27,28
96,1,1:42.0,M. Teletović misses 3-pt jump shot from 25 ft,,27,28
97,1,1:36.0,,Defensive rebound by L. Stephenson,27,28
98,1,1:31.0,,S. Hill misses 2-pt layup from 2 ft,27,28
99,1,1:29.0,Defensive rebound by G. Monroe,,27,28
100,1,1:15.0,M. Teletović misses 3-pt jump shot from 24 ft,,27,28
101,1,1:14.0,,Defensive rebound by Ö. Aşık,27,28
102,1,1:07.0,,B. Hield misses 3-pt jump shot from 26 ft,27,28
103,1,1:06.0,,Offensive rebound by A. Davis,27,28
104,1,1:03.0,,A. Davis makes 2-pt layup from 2 ft,27,30
105,1,0:48.0,M. Brogdon makes 2-pt layup from 2 ft (assist by G. Monroe),,29,30
106,1,0:36.0,,Shooting foul by G. Monroe (drawn by A. Davis),29,30
107,1,0:36.0,,A. Davis makes free throw 1 of 2,29,31
108,1,0:36.0,M. Beasley enters the game for G. Monroe,,29,31
109,1,0:36.0,J. Henson enters the game for M. Teletović,,29,31
110,1,0:36.0,,A. Davis makes free throw 2 of 2,29,32
111,1,0:31.0,Turnover by M. Brogdon (traveling),,29,32
112,1,0:31.0,,D. Cunningham enters the game for A. Davis,29,32
113,1,0:18.0,,D. Cunningham misses 2-pt layup from 1 ft,29,32
114,1,0:18.0,Defensive rebound by G. Antetokounmpo,,29,32
115,1,0:02.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,29,32
116,1,0:01.0,,Defensive rebound by Ö. Aşık,29,32
117,2,11:44.0,,L. Stephenson misses 2-pt jump shot from 3 ft,29,32
118,2,11:43.0,Defensive rebound by J. Henson,,29,32
119,2,11:34.0,G. Antetokounmpo makes 2-pt hook shot from 5 ft,,31,32
120,2,11:13.0,,B. Hield makes 2-pt layup from 2 ft,31,34
121,2,10:59.0,M. Beasley makes 2-pt layup from 1 ft,,33,34
122,2,10:47.0,,Def 3 sec tech foul by J. Henson,33,34
123,2,10:47.0,,B. Hield makes technical free throw,33,35
124,2,10:40.0,,B. Hield misses 2-pt layup from 2 ft,33,35
125,2,10:40.0,Defensive rebound by M. Beasley,,33,35
126,2,10:31.0,M. Beasley makes 2-pt layup from 2 ft,,35,35
127,2,10:07.0,,A. Ajinça makes 2-pt jump shot from 18 ft (assist by L. Stephenson),35,37
128,2,9:43.0,Turnover by M. Beasley (lost ball; steal by B. Hield),,35,37
129,2,9:40.0,,B. Hield makes 2-pt dunk at rim,35,39
130,2,9:17.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,35,39
131,2,9:16.0,,Defensive rebound by L. Stephenson,35,39
132,2,9:10.0,,L. Stephenson makes 2-pt layup from 1 ft,35,41
133,2,9:09.0,Milwaukee full timeout,,35,41
134,2,8:57.0,Turnover by J. Henson (lost ball; steal by A. Ajinça),,35,41
135,2,8:52.0,,Turnover by B. Hield (lost ball; steal by J. Henson),35,41
136,2,8:46.0,R. Vaughn makes 2-pt layup from 2 ft,,37,41
137,2,8:33.0,,Turnover by L. Stephenson (bad pass; steal by R. Vaughn),37,41
138,2,8:27.0,M. Brogdon misses 3-pt jump shot from 26 ft,,37,41
139,2,8:26.0,Offensive rebound by G. Antetokounmpo,,37,41
140,2,8:26.0,Shooting foul by A. Ajinça (drawn by G. Antetokounmpo),,37,41
141,2,8:26.0,G. Antetokounmpo makes free throw 1 of 2,,38,41
142,2,8:26.0,G. Antetokounmpo makes free throw 2 of 2,,39,41
143,2,8:08.0,,Turnover by L. Stephenson (lost ball; steal by G. Antetokounmpo),39,41
144,2,8:03.0,M. Beasley makes 2-pt dunk at rim (assist by G. Antetokounmpo),,41,41
145,2,7:53.0,,B. Hield misses 3-pt jump shot from 26 ft,41,41
146,2,7:53.0,,Offensive rebound by Team,41,41
147,2,7:53.0,Loose ball foul by J. Henson (drawn by A. Ajinça),,41,41
148,2,7:53.0,T. Snell enters the game for R. Vaughn,,41,41
149,2,7:47.0,,A. Ajinça misses 2-pt jump shot from 13 ft,41,41
150,2,7:46.0,Defensive rebound by J. Henson,,41,41
151,2,7:41.0,M. Brogdon misses 2-pt jump shot from 5 ft,,41,41
152,2,7:40.0,Offensive rebound by M. Brogdon,,41,41
153,2,7:31.0,T. Snell misses 3-pt jump shot from 26 ft,,41,41
154,2,7:31.0,Offensive rebound by J. Henson,,41,41
155,2,7:21.0,T. Snell misses 3-pt jump shot from 25 ft,,41,41
156,2,7:20.0,,Defensive rebound by L. Galloway,41,41
157,2,7:16.0,,Turnover by B. Hield (step out of bounds),41,41
158,2,7:16.0,J. Parker enters the game for G. Antetokounmpo,,41,41
159,2,7:06.0,M. Beasley misses 2-pt jump shot from 13 ft,,41,41
160,2,7:05.0,,Defensive rebound by D. Cunningham,41,41
161,2,6:48.0,,B. Hield misses 3-pt jump shot from 25 ft,41,41
162,2,6:47.0,,Offensive rebound by A. Ajinça,41,41
163,2,6:41.0,,Turnover by B. Hield (bad pass; steal by M. Brogdon),41,41
164,2,6:30.0,J. Parker misses 2-pt jump shot from 9 ft,,41,41
165,2,6:29.0,,Defensive rebound by A. Ajinça,41,41
166,2,6:23.0,,B. Hield misses 3-pt jump shot from 25 ft,41,41
167,2,6:22.0,Defensive rebound by T. Snell,,41,41
168,2,6:06.0,M. Brogdon makes 2-pt jump shot from 8 ft,,43,41
169,2,5:59.0,,New Orleans full timeout,43,41
170,2,5:59.0,M. Dellavedova enters the game for M. Beasley,,43,41
171,2,5:59.0,,T. Frazier enters the game for B. Hield,43,41
172,2,5:59.0,,E. Moore enters the game for L. Galloway,43,41
173,2,5:59.0,,A. Davis enters the game for A. Ajinça,43,41
174,2,5:53.0,,A. Davis misses 2-pt dunk from 2 ft,43,41
175,2,5:51.0,Defensive rebound by T. Snell,,43,41
176,2,5:32.0,Turnover by T. Snell (bad pass; steal by T. Frazier),,43,41
177,2,5:25.0,,A. Davis makes 2-pt dunk at rim (assist by L. Stephenson),43,43
178,2,5:08.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by T. Snell),,46,43
179,2,4:56.0,,S. Hill enters the game for L. Stephenson,46,43
180,2,4:56.0,,Turnover by T. Frazier (lost ball; steal by M. Brogdon),46,43
181,2,4:50.0,J. Parker misses 2-pt jump shot from 3 ft,,46,43
182,2,4:49.0,,Defensive rebound by A. Davis,46,43
183,2,4:39.0,,Shooting block foul by J. Henson (drawn by S. Hill),46,43
184,2,4:39.0,,S. Hill makes free throw 1 of 2,46,44
185,2,4:39.0,M. Plumlee enters the game for J. Henson,,46,44
186,2,4:39.0,,S. Hill makes free throw 2 of 2,46,45
187,2,4:29.0,J. Parker makes 2-pt layup from 3 ft (assist by M. Brogdon),,48,45
188,2,4:20.0,,D. Cunningham misses 2-pt jump shot from 12 ft,48,45
189,2,4:19.0,Defensive rebound by T. Snell,,48,45
190,2,4:09.0,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,51,45
191,2,3:52.0,,S. Hill makes 2-pt layup from 2 ft (assist by T. Frazier),51,47
192,2,3:41.0,G. Antetokounmpo enters the game for M. Brogdon,,51,47
193,2,3:29.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,51,47
194,2,3:29.0,,Defensive rebound by D. Cunningham,51,47
195,2,3:13.0,,T. Frazier makes 2-pt layup from 1 ft,51,49
196,2,3:01.0,Shooting block foul by S. Hill (drawn by J. Parker),,51,49
197,2,3:01.0,J. Parker makes free throw 1 of 2,,52,49
198,2,3:01.0,J. Parker makes free throw 2 of 2,,53,49
199,2,2:52.0,,Shooting foul by M. Plumlee (drawn by A. Davis),53,49
200,2,2:52.0,Official timeout,,53,49
201,2,2:52.0,,A. Davis makes free throw 1 of 2,53,50
202,2,2:52.0,,A. Davis misses free throw 2 of 2,53,50
203,2,2:51.0,Defensive rebound by J. Parker,,53,50
204,2,2:37.0,J. Parker misses 2-pt jump shot from 15 ft,,53,50
205,2,2:36.0,,Defensive rebound by A. Davis,53,50
206,2,2:26.0,,S. Hill makes 2-pt layup from 2 ft,53,52
207,2,2:09.0,T. Snell misses 2-pt jump shot from 13 ft,,53,52
208,2,2:08.0,,Defensive rebound by S. Hill,53,52
209,2,2:00.0,,A. Davis misses 2-pt jump shot from 16 ft,53,52
210,2,1:58.0,Defensive rebound by T. Snell,,53,52
211,2,1:53.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,53,52
212,2,1:52.0,,Defensive rebound by A. Davis,53,52
213,2,1:45.0,,D. Cunningham misses 3-pt jump shot from 26 ft,53,52
214,2,1:42.0,Defensive rebound by M. Dellavedova,,53,52
215,2,1:36.0,J. Parker makes 2-pt dunk at rim (assist by M. Dellavedova),,55,52
216,2,1:23.0,,Personal foul by M. Dellavedova (drawn by A. Davis),55,52
217,2,1:08.0,,T. Frazier misses 2-pt jump shot from 20 ft,55,52
218,2,1:06.0,Defensive rebound by M. Plumlee,,55,52
219,2,0:58.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,58,52
220,2,0:47.0,,Offensive foul by A. Davis (drawn by M. Plumlee),58,52
221,2,0:47.0,,Turnover by A. Davis (offensive foul),58,52
222,2,0:47.0,,Technical foul by A. Davis,58,52
223,2,0:47.0,M. Dellavedova makes technical free throw,,59,52
224,2,0:34.0,M. Dellavedova makes 2-pt jump shot from 23 ft (assist by G. Antetokounmpo),,61,52
225,2,0:13.0,,A. Davis misses 2-pt jump shot from 6 ft,61,52
226,2,0:12.0,Defensive rebound by M. Plumlee,,61,52
227,2,0:10.0,Shooting foul by S. Hill (drawn by J. Parker),,61,52
228,2,0:10.0,J. Parker makes free throw 1 of 2,,62,52
229,2,0:10.0,,B. Hield enters the game for D. Cunningham,62,52
230,2,0:10.0,J. Parker makes free throw 2 of 2,,63,52
231,2,0:03.0,,T. Frazier misses 3-pt jump shot from 25 ft,63,52
232,2,0:03.0,,Offensive rebound by Team,63,52
233,2,0:03.0,Loose ball foul by M. Plumlee (drawn by A. Davis),,63,52
234,2,0:03.0,,A. Davis makes free throw 1 of 2,63,53
235,2,0:03.0,,D. Cunningham enters the game for B. Hield,63,53
236,2,0:03.0,,L. Stephenson enters the game for S. Hill,63,53
237,2,0:03.0,,A. Davis makes free throw 2 of 2,63,54
238,2,0:00.0,G. Antetokounmpo misses 3-pt jump shot from 42 ft (block by T. Frazier),,63,54
239,2,0:00.0,Offensive rebound by Team,,63,54
240,3,11:45.0,,Turnover by E. Moore (bad pass; steal by M. Dellavedova),63,54
241,3,11:41.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),,65,54
242,3,11:31.0,,Personal foul by M. Dellavedova (drawn by T. Frazier),65,54
243,3,11:13.0,,Shooting foul by G. Antetokounmpo (drawn by T. Frazier),65,54
244,3,11:13.0,,T. Frazier makes free throw 1 of 2,65,55
245,3,11:13.0,,T. Frazier makes free throw 2 of 2,65,56
246,3,11:01.0,J. Parker makes 2-pt jump shot from 22 ft (assist by M. Plumlee),,67,56
247,3,10:45.0,,A. Davis misses 2-pt jump shot from 17 ft,67,56
248,3,10:45.0,Defensive rebound by G. Antetokounmpo,,67,56
249,3,10:31.0,Shooting foul by A. Davis (drawn by M. Plumlee),,67,56
250,3,10:31.0,M. Plumlee makes free throw 1 of 2,,68,56
251,3,10:31.0,M. Plumlee misses free throw 2 of 2,,68,56
252,3,10:30.0,,Defensive rebound by A. Davis,68,56
253,3,10:21.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by S. Hill),68,58
254,3,10:00.0,J. Parker makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),,70,58
255,3,9:48.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by S. Hill),70,60
256,3,9:32.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,70,60
257,3,9:31.0,,Defensive rebound by A. Davis,70,60
258,3,9:18.0,,S. Hill misses 2-pt jump shot from 7 ft,70,60
259,3,9:17.0,Defensive rebound by T. Snell,,70,60
260,3,9:04.0,Turnover by M. Dellavedova (bad pass; steal by A. Davis),,70,60
261,3,9:00.0,,E. Moore misses 2-pt layup from 2 ft,70,60
262,3,8:58.0,,Offensive rebound by Team,70,60
263,3,8:47.0,,A. Davis misses 3-pt jump shot from 26 ft,70,60
264,3,8:46.0,Defensive rebound by M. Dellavedova,,70,60
265,3,8:39.0,R. Vaughn enters the game for T. Snell,,70,60
266,3,8:28.0,M. Plumlee misses 2-pt hook shot from 8 ft,,70,60
267,3,8:27.0,,Defensive rebound by T. Frazier,70,60
268,3,8:14.0,,T. Frazier misses 2-pt layup from 3 ft,70,60
269,3,8:13.0,,Offensive rebound by T. Frazier,70,60
270,3,8:09.0,,Shooting foul by G. Antetokounmpo (drawn by A. Davis),70,60
271,3,8:09.0,,A. Davis makes free throw 1 of 2,70,61
272,3,8:09.0,,A. Davis makes free throw 2 of 2,70,62
273,3,8:00.0,Turnover by M. Plumlee (lost ball; steal by D. Cunningham),,70,62
274,3,7:45.0,,S. Hill misses 3-pt jump shot from 25 ft,70,62
275,3,7:44.0,Defensive rebound by G. Antetokounmpo,,70,62
276,3,7:34.0,Shooting foul by E. Moore (drawn by J. Parker),,70,62
277,3,7:34.0,J. Parker makes free throw 1 of 2,,71,62
278,3,7:34.0,G. Monroe enters the game for M. Plumlee,,71,62
279,3,7:34.0,J. Parker makes free throw 2 of 2,,72,62
280,3,7:26.0,,Turnover by T. Frazier (traveling),72,62
281,3,7:13.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by G. Monroe),,74,62
282,3,6:54.0,,D. Cunningham misses 2-pt layup from 1 ft,74,62
283,3,6:53.0,Defensive rebound by R. Vaughn,,74,62
284,3,6:44.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,,74,62
285,3,6:43.0,,Defensive rebound by D. Cunningham,74,62
286,3,6:35.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by T. Frazier),74,65
287,3,6:18.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,74,65
288,3,6:17.0,,Defensive rebound by A. Davis,74,65
289,3,6:11.0,,Shooting foul by R. Vaughn (drawn by D. Cunningham),74,65
290,3,6:11.0,Milwaukee full timeout,,74,65
291,3,6:11.0,,D. Cunningham makes free throw 1 of 2,74,66
292,3,6:11.0,M. Beasley enters the game for G. Antetokounmpo,,74,65
293,3,6:11.0,,D. Cunningham misses free throw 2 of 2,74,66
294,3,6:09.0,Defensive rebound by G. Monroe,,74,66
295,3,6:00.0,Turnover by G. Monroe (traveling),,74,66
296,3,6:00.0,,Ö. Aşık enters the game for D. Cunningham,74,66
297,3,5:50.0,,Shooting foul by G. Monroe (drawn by A. Davis),74,66
298,3,5:50.0,,A. Davis makes free throw 1 of 2,74,67
299,3,5:50.0,,A. Davis makes free throw 2 of 2,74,68
300,3,5:32.0,Turnover by G. Monroe (lost ball; steal by T. Frazier),,74,68
301,3,5:28.0,,T. Frazier makes 2-pt layup from 2 ft (assist by S. Hill),74,70
302,3,5:09.0,M. Beasley misses 3-pt jump shot from 25 ft,,74,70
303,3,5:08.0,,Defensive rebound by A. Davis,74,70
304,3,4:56.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by Ö. Aşık),74,73
305,3,4:40.0,R. Vaughn misses 3-pt jump shot from 25 ft,,74,73
306,3,4:39.0,Offensive rebound by G. Monroe,,74,73
307,3,4:32.0,J. Parker misses 2-pt layup from 1 ft,,74,73
308,3,4:30.0,Offensive rebound by J. Parker,,74,73
309,3,4:29.0,Personal foul by S. Hill (drawn by J. Parker),,74,73
310,3,4:20.0,M. Beasley makes 2-pt layup from 2 ft (assist by M. Dellavedova),,76,73
311,3,4:10.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Frazier),76,75
312,3,3:57.0,M. Dellavedova makes 2-pt layup from 2 ft,,78,75
313,3,3:47.0,Violation by M. Dellavedova (kicked ball),,78,75
314,3,3:47.0,G. Antetokounmpo enters the game for J. Parker,,78,75
315,3,3:43.0,,Personal foul by G. Antetokounmpo (drawn by A. Davis),78,75
316,3,3:43.0,,A. Davis makes free throw 1 of 2,78,76
317,3,3:43.0,,A. Davis makes free throw 2 of 2,78,77
318,3,3:35.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),,80,77
319,3,3:22.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by R. Vaughn),80,77
320,3,3:20.0,,Offensive rebound by A. Davis,80,77
321,3,3:13.0,,A. Davis makes 2-pt jump shot from 14 ft,80,79
322,3,2:53.0,M. Beasley misses 2-pt jump shot from 12 ft,,80,79
323,3,2:52.0,,Defensive rebound by S. Hill,80,79
324,3,2:44.0,,Shooting foul by M. Beasley (drawn by S. Hill),80,79
325,3,2:44.0,,New Orleans full timeout,80,79
326,3,2:44.0,,S. Hill makes free throw 1 of 2,80,80
327,3,2:44.0,T. Snell enters the game for G. Antetokounmpo,,80,79
328,3,2:44.0,,S. Hill makes free throw 2 of 2,80,81
329,3,2:31.0,M. Beasley makes 2-pt jump shot from 15 ft (assist by G. Monroe),,82,81
330,3,2:20.0,,E. Moore misses 3-pt jump shot from 25 ft,82,81
331,3,2:20.0,Defensive rebound by G. Monroe,,82,81
332,3,2:07.0,M. Beasley misses 2-pt jump shot from 22 ft,,82,81
333,3,2:06.0,,Defensive rebound by Ö. Aşık,82,81
334,3,1:56.0,,S. Hill misses 2-pt jump shot from 23 ft,82,81
335,3,1:54.0,Defensive rebound by T. Snell,,82,81
336,3,1:45.0,R. Vaughn misses 3-pt jump shot from 24 ft,,82,81
337,3,1:44.0,,Defensive rebound by S. Hill,82,81
338,3,1:36.0,,Shooting foul by M. Dellavedova (drawn by T. Frazier),82,81
339,3,1:36.0,,T. Frazier makes free throw 1 of 2,82,82
340,3,1:36.0,,T. Frazier misses free throw 2 of 2,82,82
341,3,1:36.0,M. Brogdon enters the game for M. Dellavedova,,82,82
342,3,1:36.0,,L. Stephenson enters the game for S. Hill,82,82
343,3,1:36.0,,D. Cunningham enters the game for A. Davis,82,82
344,3,1:34.0,Defensive rebound by G. Monroe,,82,82
345,3,1:22.0,Shooting foul by T. Frazier (drawn by M. Beasley),,82,82
346,3,1:22.0,M. Beasley makes free throw 1 of 2,,83,82
347,3,1:22.0,M. Beasley makes free throw 2 of 2,,84,82
348,3,1:05.0,,Ö. Aşık makes 2-pt dunk at rim (assist by E. Moore),84,84
349,3,0:53.0,G. Monroe misses 2-pt hook shot from 3 ft,,84,84
350,3,0:52.0,,Defensive rebound by L. Stephenson,84,84
351,3,0:40.0,,Turnover by Ö. Aşık (3 sec),84,84
352,3,0:32.0,Turnover by M. Brogdon (lost ball; steal by T. Frazier),,84,84
353,3,0:28.0,,T. Frazier makes 2-pt dunk at rim,84,86
354,3,0:05.0,G. Monroe misses 2-pt layup from 3 ft (block by Ö. Aşık),,84,86
355,3,0:02.0,Offensive rebound by G. Monroe,,84,86
356,3,0:00.0,M. Brogdon misses 2-pt layup from 2 ft,,84,86
357,3,0:00.0,Offensive rebound by Team,,84,86
358,4,11:49.0,Personal foul by T. Frazier (drawn by G. Antetokounmpo),,84,86
359,4,11:37.0,M. Brogdon makes 2-pt jump shot from 8 ft,,86,86
360,4,11:29.0,,B. Hield makes 2-pt jump shot from 23 ft (assist by T. Frazier),86,88
361,4,11:14.0,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,89,88
362,4,11:01.0,,Turnover by B. Hield (lost ball; steal by M. Brogdon),89,88
363,4,10:56.0,M. Teletović makes 2-pt layup from 2 ft,,91,88
364,4,10:39.0,,B. Hield misses 3-pt jump shot from 26 ft,91,88
365,4,10:37.0,Defensive rebound by G. Monroe,,91,88
366,4,10:19.0,T. Snell misses 3-pt jump shot from 25 ft,,91,88
367,4,10:18.0,,Defensive rebound by Ö. Aşık,91,88
368,4,10:07.0,,Shooting foul by G. Monroe (drawn by Ö. Aşık),91,88
369,4,10:07.0,,Ö. Aşık misses free throw 1 of 2,91,88
370,4,10:07.0,,Offensive rebound by Team,91,88
371,4,10:07.0,,Ö. Aşık misses free throw 2 of 2,91,88
372,4,10:07.0,,L. Galloway enters the game for T. Frazier,91,88
373,4,10:06.0,Defensive rebound by G. Monroe,,91,88
374,4,9:52.0,G. Monroe makes 2-pt layup from 2 ft (assist by T. Snell),,93,88
375,4,9:32.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by L. Stephenson),93,91
376,4,9:18.0,Personal foul by L. Stephenson (drawn by M. Teletović),,93,91
