,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW ORLEANS_ACTION,INDIANA_SCORE,NEW ORLEANS_SCORE
231,3,11:21.0,,B. Hield makes 2-pt layup from 2 ft,50,48
232,3,11:07.0,M. Turner makes 2-pt jump shot from 22 ft (assist by J. Teague),,52,48
233,3,10:50.0,,Turnover by J. Holiday (lost ball; steal by G. Robinson),52,48
234,3,10:39.0,J. Teague makes 2-pt jump shot from 6 ft,,54,48
235,3,10:24.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by J. Holiday),54,51
236,3,10:08.0,J. Teague misses 3-pt jump shot from 24 ft,,54,51
237,3,10:08.0,,Defensive rebound by A. Davis,54,51
238,3,9:53.0,,Shooting foul by J. Teague (drawn by A. Davis),54,51
239,3,9:53.0,,A. Davis makes free throw 1 of 2,54,52
240,3,9:53.0,,A. Davis makes free throw 2 of 2,54,53
241,3,9:38.0,M. Turner makes 2-pt jump shot from 13 ft (assist by P. George),,56,53
242,3,9:25.0,,S. Hill misses 3-pt jump shot from 25 ft,56,53
243,3,9:24.0,Defensive rebound by T. Young,,56,53
244,3,9:15.0,Shooting foul by S. Hill (drawn by P. George),,56,53
245,3,9:15.0,P. George makes free throw 1 of 2,,57,53
246,3,9:15.0,P. George makes free throw 2 of 2,,58,53
247,3,9:04.0,Offensive charge foul by B. Hield (drawn by G. Robinson),,58,53
248,3,9:04.0,,Turnover by B. Hield (offensive foul),58,53
249,3,8:48.0,M. Turner makes 2-pt jump shot from 21 ft (assist by J. Teague),,60,53
250,3,8:34.0,,Shooting foul by T. Young (drawn by A. Davis),60,53
251,3,8:34.0,,A. Davis makes free throw 1 of 2,60,54
252,3,8:34.0,,A. Davis makes free throw 2 of 2,60,55
253,3,8:07.0,M. Turner misses 2-pt jump shot from 20 ft,,60,55
254,3,8:06.0,,Defensive rebound by A. Davis,60,55
255,3,7:54.0,,A. Davis misses 2-pt jump shot from 22 ft,60,55
256,3,7:51.0,,Offensive rebound by A. Ajinça,60,55
257,3,7:35.0,,J. Holiday makes 2-pt jump shot from 16 ft,60,57
258,3,7:20.0,T. Young makes 2-pt jump shot from 21 ft (assist by J. Teague),,62,57
259,3,7:03.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by S. Hill),62,60
260,3,6:45.0,G. Robinson misses 2-pt jump shot from 21 ft,,62,60
261,3,6:44.0,,Defensive rebound by A. Davis,62,60
262,3,6:35.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by J. Holiday),62,63
263,3,6:09.0,Turnover by J. Teague (bad pass; steal by A. Ajinça),,62,63
264,3,6:03.0,,B. Hield misses 2-pt layup from 2 ft,62,63
265,3,6:00.0,,Offensive rebound by A. Davis,62,63
266,3,6:00.0,,A. Davis misses 2-pt layup from 2 ft,62,63
267,3,5:57.0,,Offensive rebound by B. Hield,62,63
268,3,5:46.0,,A. Davis misses 2-pt layup from 2 ft,62,63
269,3,5:46.0,,Offensive rebound by A. Ajinça,62,63
270,3,5:46.0,,Turnover by A. Ajinça (offensive goaltending),62,63
271,3,5:46.0,,New Orleans full timeout,62,63
272,3,5:34.0,Shooting foul by A. Ajinça (drawn by P. George),,62,63
273,3,5:34.0,P. George makes free throw 1 of 2,,63,63
274,3,5:34.0,C. Miles enters the game for G. Robinson,,63,63
275,3,5:34.0,P. George makes free throw 2 of 2,,64,63
276,3,5:17.0,,B. Hield misses 3-pt jump shot from 25 ft,64,63
277,3,5:17.0,Defensive rebound by J. Teague,,64,63
278,3,5:08.0,M. Turner makes 2-pt layup from 1 ft (assist by J. Teague),,66,63
279,3,4:52.0,,A. Davis makes 2-pt hook shot from 6 ft (assist by J. Holiday),66,65
280,3,4:35.0,J. Teague makes 2-pt jump shot from 8 ft (assist by M. Turner),,68,65
281,3,4:19.0,,Personal foul by C. Miles (drawn by S. Hill),68,65
282,3,4:19.0,,T. Jones enters the game for A. Ajinça,68,65
283,3,4:11.0,,B. Hield makes 3-pt jump shot from 22 ft (assist by J. Holiday),68,68
284,3,3:58.0,Shooting foul by J. Holiday (drawn by J. Teague),,68,68
285,3,3:58.0,J. Teague makes free throw 1 of 2,,69,68
286,3,3:58.0,J. Teague misses free throw 2 of 2,,69,68
287,3,3:58.0,A. Jefferson enters the game for M. Turner,,69,68
288,3,3:51.0,,Defensive rebound by A. Davis,69,68
289,3,3:43.0,,Turnover by A. Davis (lost ball),69,68
290,3,3:30.0,C. Miles misses 3-pt jump shot from 27 ft,,69,68
291,3,3:29.0,,Defensive rebound by A. Davis,69,68
292,3,3:15.0,,T. Jones misses 2-pt jump shot from 21 ft,69,68
293,3,3:15.0,Defensive rebound by J. Teague,,69,68
294,3,3:05.0,A. Jefferson makes 2-pt jump shot from 6 ft (assist by J. Teague),,71,68
295,3,2:52.0,,A. Davis makes 2-pt jump shot from 21 ft (assist by J. Holiday),71,70
296,3,2:26.0,J. Teague misses 3-pt jump shot from 24 ft,,71,70
297,3,2:25.0,,Defensive rebound by T. Jones,71,70
298,3,2:16.0,,Shooting foul by P. George (drawn by A. Davis),71,70
299,3,2:16.0,Indiana full timeout,,71,70
300,3,2:16.0,,A. Davis misses free throw 1 of 2,71,70
301,3,2:16.0,,Offensive rebound by Team,71,70
302,3,2:16.0,,T. Evans enters the game for J. Holiday,71,70
303,3,2:16.0,G. Robinson enters the game for P. George,,71,70
304,3,2:16.0,A. Brooks enters the game for J. Teague,,71,70
305,3,2:16.0,,A. Davis makes free throw 2 of 2,71,71
306,3,1:59.0,A. Jefferson makes 2-pt hook shot from 6 ft (assist by A. Brooks),,73,71
307,3,1:38.0,,S. Hill misses 3-pt jump shot from 26 ft,73,71
308,3,1:37.0,Defensive rebound by G. Robinson,,73,71
309,3,1:15.0,G. Robinson misses 2-pt jump shot from 13 ft,,73,71
310,3,1:14.0,,Defensive rebound by T. Evans,73,71
311,3,1:01.0,,T. Evans misses 3-pt jump shot from 26 ft,73,71
312,3,1:01.0,Defensive rebound by Team,,73,71
313,3,1:01.0,,L. Galloway enters the game for S. Hill,73,71
314,3,0:41.0,A. Jefferson misses 2-pt jump shot from 9 ft,,73,71
315,3,0:41.0,,Defensive rebound by T. Jones,73,71
316,3,0:35.0,Offensive charge foul by T. Evans (drawn by A. Jefferson),,73,71
317,3,0:35.0,,Turnover by T. Evans (offensive foul),73,71
318,3,0:35.0,,E. Moore enters the game for B. Hield,73,71
319,3,0:22.0,C. Miles misses 2-pt jump shot from 3 ft,,73,71
320,3,0:22.0,,Defensive rebound by T. Jones,73,71
321,3,0:15.0,,L. Galloway misses 3-pt jump shot from 22 ft,73,71
322,3,0:15.0,Defensive rebound by T. Young,,73,71
323,3,0:10.0,Shooting foul by E. Moore (drawn by T. Young),,73,71
324,3,0:10.0,T. Young makes free throw 1 of 2,,74,71
325,3,0:10.0,T. Young misses free throw 2 of 2,,74,71
326,3,0:10.0,,Defensive rebound by A. Davis,74,71
327,4,11:37.0,,T. Jones makes 2-pt jump shot from 7 ft (assist by T. Evans),74,73
328,4,11:26.0,Turnover by A. Brooks (bad pass),,74,73
329,4,11:06.0,,L. Galloway misses 3-pt jump shot from 26 ft,74,73
330,4,11:05.0,Defensive rebound by G. Robinson,,74,73
331,4,10:51.0,A. Jefferson makes 2-pt jump shot from 9 ft,,76,73
332,4,10:41.0,,T. Evans makes 2-pt layup from 3 ft,76,75
333,4,10:18.0,A. Jefferson makes 2-pt jump shot from 3 ft,,78,75
334,4,10:08.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by T. Evans),78,78
335,4,10:00.0,,Violation by Team (jump ball),78,78
336,4,9:44.0,A. Brooks misses 3-pt jump shot from 24 ft (block by T. Jones),,78,78
337,4,9:44.0,Offensive rebound by Team,,78,78
338,4,9:44.0,L. Allen enters the game for G. Robinson,,78,78
339,4,9:39.0,P. George makes 2-pt jump shot from 10 ft,,80,78
340,4,9:29.0,,T. Evans makes 3-pt jump shot from 25 ft,80,81
341,4,9:12.0,P. George misses 2-pt jump shot from 13 ft,,80,81
342,4,9:11.0,,Defensive rebound by A. Davis,80,81
343,4,9:05.0,,A. Davis misses 2-pt layup from 2 ft,80,81
344,4,9:04.0,Defensive rebound by C. Miles,,80,81
345,4,8:54.0,A. Jefferson misses 2-pt jump shot from 5 ft,,80,81
346,4,8:54.0,,Defensive rebound by T. Evans,80,81
347,4,8:45.0,,Personal foul by A. Jefferson (drawn by A. Davis),80,81
348,4,8:45.0,Official timeout,,80,81
349,4,8:45.0,T. Young enters the game for A. Jefferson,,80,81
350,4,8:45.0,J. Teague enters the game for L. Allen,,80,81
351,4,8:45.0,M. Turner enters the game for A. Brooks,,80,81
352,4,8:45.0,,J. Holiday enters the game for A. Davis,80,81
353,4,8:45.0,,A. Ajinça enters the game for T. Evans,80,81
354,4,8:34.0,,Turnover by A. Ajinça (traveling),80,81
355,4,8:22.0,P. George misses 3-pt jump shot from 25 ft,,80,81
356,4,8:22.0,,Defensive rebound by A. Ajinça,80,81
357,4,8:12.0,,E. Moore misses 2-pt jump shot from 11 ft,80,81
358,4,8:10.0,Defensive rebound by J. Teague,,80,81
359,4,8:04.0,T. Young misses 2-pt jump shot from 17 ft,,80,81
360,4,8:02.0,,Defensive rebound by A. Ajinça,80,81
361,4,7:57.0,,E. Moore misses 3-pt jump shot from 24 ft,80,81
362,4,7:55.0,Defensive rebound by T. Young,,80,81
363,4,7:41.0,J. Teague misses 2-pt layup from 2 ft,,80,81
364,4,7:41.0,Offensive rebound by Team,,80,81
365,4,7:29.0,J. Teague misses 3-pt jump shot from 25 ft,,80,81
366,4,7:27.0,,Defensive rebound by A. Ajinça,80,81
367,4,7:20.0,,Shooting foul by T. Young (drawn by J. Holiday),80,81
368,4,7:20.0,,J. Holiday makes free throw 1 of 2,80,82
369,4,7:20.0,,B. Hield enters the game for L. Galloway,80,82
370,4,7:20.0,,J. Holiday makes free throw 2 of 2,80,83
371,4,7:09.0,Shooting foul by J. Holiday (drawn by J. Teague),,80,83
372,4,7:09.0,J. Teague makes free throw 1 of 2,,81,83
373,4,7:09.0,J. Teague makes free throw 2 of 2,,82,83
374,4,6:52.0,,B. Hield misses 2-pt jump shot from 18 ft,82,83
375,4,6:51.0,Defensive rebound by C. Miles,,82,83
376,4,6:37.0,M. Turner makes 2-pt dunk at rim (assist by P. George),,84,83
377,4,6:21.0,,A. Ajinça misses 2-pt layup from 2 ft (block by M. Turner),84,83
378,4,6:19.0,Defensive rebound by C. Miles,,84,83
379,4,6:10.0,M. Turner makes 2-pt hook shot from 8 ft,,86,83
380,4,6:06.0,,New Orleans full timeout,86,83
381,4,6:06.0,,A. Davis enters the game for A. Ajinça,86,83
382,4,5:48.0,,T. Jones makes 2-pt layup from 3 ft (assist by J. Holiday),86,85
383,4,5:31.0,Turnover by P. George (lost ball; steal by E. Moore),,86,85
384,4,5:26.0,,Shooting foul by M. Turner (drawn by A. Davis),86,85
385,4,5:26.0,,A. Davis misses free throw 1 of 2,86,85
386,4,5:26.0,,Offensive rebound by Team,86,85
387,4,5:26.0,,A. Davis misses free throw 2 of 2,86,85
388,4,5:25.0,Defensive rebound by T. Young,,86,85
389,4,5:10.0,P. George misses 2-pt layup from 2 ft,,86,85
390,4,5:09.0,Offensive rebound by M. Turner,,86,85
391,4,5:09.0,M. Turner makes 2-pt layup from 2 ft,,88,85
392,4,5:00.0,,Turnover by A. Davis (lost ball; steal by P. George),88,85
393,4,4:52.0,P. George makes 2-pt layup from 2 ft (assist by C. Miles),,90,85
394,4,4:39.0,,E. Moore misses 3-pt jump shot from 22 ft (block by J. Teague),90,85
