,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BOSTON_ACTION,LA CLIPPERS_SCORE,BOSTON_SCORE
56,1,5:12.0,,I. Thomas misses 3-pt jump shot from 24 ft,8,20
57,1,5:11.0,Defensive rebound by A. Rivers,,8,20
58,1,5:00.0,Turnover by A. Rivers (lost ball; steal by A. Horford),,8,20
59,1,4:56.0,R. Felton enters the game for A. Rivers,,8,20
60,1,4:47.0,,J. Brown misses 3-pt jump shot from 23 ft,8,20
61,1,4:46.0,Defensive rebound by B. Griffin,,8,20
62,1,4:36.0,B. Griffin makes 2-pt hook shot from 4 ft,,10,20
63,1,4:21.0,,A. Horford misses 3-pt jump shot from 25 ft,10,20
64,1,4:19.0,Defensive rebound by J. Redick,,10,20
65,1,4:13.0,R. Felton makes 3-pt jump shot from 23 ft (assist by B. Griffin),,13,20
66,1,3:58.0,,M. Smart enters the game for J. Brown,13,20
67,1,3:58.0,J. Crawford enters the game for J. Redick,,13,20
68,1,3:51.0,,Turnover by A. Horford (lost ball; steal by J. Crawford),13,20
69,1,3:45.0,B. Griffin misses 2-pt dunk at rim,,13,20
70,1,3:44.0,,Defensive rebound by A. Horford,13,20
71,1,3:37.0,,A. Johnson makes 2-pt hook shot from 8 ft (assist by A. Horford),13,22
72,1,3:21.0,Shooting foul by A. Johnson (drawn by D. Jordan),,13,22
73,1,3:21.0,D. Jordan misses free throw 1 of 2,,13,22
74,1,3:21.0,Offensive rebound by Team,,13,22
75,1,3:21.0,,K. Olynyk enters the game for A. Horford,13,22
76,1,3:21.0,D. Jordan makes free throw 2 of 2,,14,22
77,1,3:05.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by I. Thomas),14,25
78,1,2:51.0,J. Crawford misses 3-pt jump shot from 29 ft,,14,25
79,1,2:50.0,Offensive rebound by Team,,14,25
80,1,2:50.0,,Loose ball foul by K. Olynyk (drawn by D. Jordan),14,25
81,1,2:50.0,,Boston full timeout,14,25
82,1,2:50.0,,G. Green enters the game for J. Crowder,14,25
83,1,2:50.0,M. Speights enters the game for D. Jordan,,14,25
84,1,2:42.0,R. Felton misses 2-pt jump shot from 23 ft,,14,25
85,1,2:41.0,,Defensive rebound by A. Johnson,14,25
86,1,2:27.0,,Shooting foul by R. Felton (drawn by I. Thomas),14,25
87,1,2:27.0,,I. Thomas makes free throw 1 of 2,14,26
88,1,2:27.0,,I. Thomas makes free throw 2 of 2,14,27
89,1,2:15.0,M. Speights misses 2-pt jump shot from 14 ft,,14,27
90,1,2:14.0,,Defensive rebound by Team,14,27
91,1,1:57.0,,K. Olynyk makes 2-pt hook shot from 8 ft,14,29
92,1,1:41.0,,T. Rozier enters the game for I. Thomas,14,29
93,1,1:41.0,W. Johnson enters the game for B. Griffin,,14,29
94,1,1:41.0,,J. Jerebko enters the game for A. Johnson,14,29
95,1,1:35.0,M. Speights makes 3-pt jump shot from 25 ft (assist by J. Crawford),,17,29
96,1,1:11.0,,J. Jerebko misses 2-pt hook shot from 6 ft,17,29
97,1,1:10.0,Defensive rebound by M. Speights,,17,29
98,1,1:00.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by J. Crawford),,19,29
99,1,0:50.0,,M. Smart misses 3-pt jump shot from 25 ft,19,29
100,1,0:49.0,Defensive rebound by W. Johnson,,19,29
101,1,0:42.0,J. Crawford misses 3-pt jump shot from 25 ft,,19,29
102,1,0:40.0,,Defensive rebound by G. Green,19,29
103,1,0:28.0,,K. Olynyk misses 2-pt jump shot from 21 ft,19,29
104,1,0:28.0,Defensive rebound by M. Speights,,19,29
105,1,0:05.0,J. Crawford misses 3-pt jump shot from 26 ft,,19,29
106,1,0:04.0,,Defensive rebound by J. Jerebko,19,29
107,1,0:00.0,,J. Jerebko misses 3-pt jump shot from 48 ft,19,29
108,1,0:00.0,,Offensive rebound by Team,19,29
109,2,11:44.0,,G. Green makes 2-pt jump shot from 13 ft (assist by K. Olynyk),19,31
110,2,11:22.0,W. Johnson makes 2-pt jump shot from 9 ft (assist by A. Rivers),,21,31
111,2,11:08.0,,K. Olynyk misses 3-pt jump shot from 24 ft,21,31
112,2,11:07.0,Defensive rebound by J. Crawford,,21,31
113,2,10:57.0,J. Crawford misses 2-pt jump shot from 18 ft,,21,31
114,2,10:56.0,,Defensive rebound by T. Rozier,21,31
115,2,10:51.0,,Turnover by T. Rozier (lost ball),21,31
116,2,10:33.0,Turnover by R. Felton (lost ball; steal by K. Olynyk),,21,31
117,2,10:28.0,,Personal foul by A. Rivers (drawn by M. Smart),21,31
118,2,10:20.0,,M. Smart misses 2-pt jump shot from 12 ft,21,31
119,2,10:19.0,,Offensive rebound by K. Olynyk,21,31
120,2,10:19.0,,K. Olynyk makes 2-pt layup from 3 ft,21,33
121,2,10:02.0,J. Crawford misses 2-pt layup from 1 ft,,21,33
122,2,10:01.0,,Defensive rebound by J. Jerebko,21,33
123,2,9:52.0,,T. Rozier misses 3-pt jump shot from 24 ft,21,33
124,2,9:51.0,Defensive rebound by J. Crawford,,21,33
125,2,9:45.0,R. Felton makes 2-pt layup from 1 ft (assist by J. Crawford),,23,33
126,2,9:25.0,,G. Green misses 3-pt jump shot from 23 ft,23,33
127,2,9:24.0,,Offensive rebound by T. Rozier,23,33
128,2,9:18.0,,G. Green misses 3-pt jump shot from 26 ft,23,33
129,2,9:17.0,Defensive rebound by R. Felton,,23,33
130,2,9:11.0,Turnover by A. Rivers (step out of bounds),,23,33
131,2,8:54.0,,M. Smart makes 2-pt jump shot from 12 ft,23,35
132,2,8:48.0,LA Clippers full timeout,,23,35
133,2,8:48.0,J. Redick enters the game for R. Felton,,23,35
134,2,8:37.0,Turnover by W. Johnson (lost ball; steal by J. Jerebko),,23,35
135,2,8:28.0,,Turnover by K. Olynyk (bad pass; steal by J. Crawford),23,35
136,2,8:27.0,Personal foul by K. Olynyk (drawn by J. Crawford),,23,35
137,2,8:05.0,W. Johnson makes 2-pt jump shot from 18 ft (assist by A. Rivers),,25,35
138,2,7:46.0,,K. Olynyk misses 3-pt jump shot from 25 ft,25,35
139,2,7:45.0,Defensive rebound by W. Johnson,,25,35
140,2,7:38.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by J. Crawford),,28,35
141,2,7:21.0,,J. Jerebko misses 3-pt jump shot from 24 ft,28,35
142,2,7:20.0,Defensive rebound by M. Speights,,28,35
143,2,7:12.0,Shooting foul by J. Jerebko (drawn by A. Rivers),,28,35
144,2,7:12.0,A. Rivers misses free throw 1 of 2,,28,35
145,2,7:12.0,Offensive rebound by Team,,28,35
146,2,7:12.0,,A. Horford enters the game for K. Olynyk,28,35
147,2,7:12.0,,J. Brown enters the game for M. Smart,28,35
148,2,7:12.0,,J. Crowder enters the game for G. Green,28,35
149,2,7:12.0,A. Rivers makes free throw 2 of 2,,29,35
150,2,6:48.0,,A. Horford makes 2-pt hook shot from 8 ft,29,37
151,2,6:22.0,J. Crawford makes 2-pt jump shot from 19 ft,,31,37
152,2,6:10.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by A. Horford),31,40
153,2,5:59.0,Personal block foul by T. Rozier (drawn by A. Rivers),,31,40
154,2,5:59.0,Official timeout,,31,40
155,2,5:59.0,,I. Thomas enters the game for T. Rozier,31,40
156,2,5:59.0,D. Jordan enters the game for M. Speights,,31,40
157,2,5:59.0,B. Griffin enters the game for W. Johnson,,31,40
158,2,5:50.0,J. Redick misses 2-pt jump shot from 4 ft,,31,40
159,2,5:49.0,Offensive rebound by Team,,31,40
160,2,5:44.0,J. Redick misses 3-pt jump shot from 25 ft,,31,40
161,2,5:43.0,,Defensive rebound by A. Horford,31,40
162,2,5:28.0,,J. Brown makes 2-pt layup from 1 ft,31,42
163,2,5:28.0,,Shooting foul by J. Redick (drawn by J. Brown),31,42
164,2,5:28.0,R. Felton enters the game for A. Rivers,,31,42
165,2,5:28.0,,J. Brown makes free throw 1 of 1,31,43
166,2,5:12.0,R. Felton makes 3-pt jump shot from 23 ft (assist by B. Griffin),,34,43
167,2,4:57.0,,A. Horford misses 3-pt jump shot from 25 ft,34,43
168,2,4:56.0,Defensive rebound by D. Jordan,,34,43
169,2,4:47.0,B. Griffin misses 2-pt layup from 1 ft,,34,43
170,2,4:46.0,Offensive rebound by R. Felton,,34,43
171,2,4:43.0,R. Felton makes 2-pt jump shot from 7 ft,,36,43
172,2,4:30.0,,Turnover by J. Crowder (bad pass; steal by J. Crawford),36,43
173,2,4:23.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by R. Felton),,39,43
174,2,4:22.0,,Boston full timeout,39,43
175,2,4:22.0,,M. Smart enters the game for J. Brown,39,43
176,2,4:22.0,,A. Johnson enters the game for J. Jerebko,39,43
177,2,4:04.0,,A. Johnson misses 3-pt jump shot from 26 ft,39,43
178,2,4:03.0,Defensive rebound by D. Jordan,,39,43
179,2,3:39.0,B. Griffin misses 2-pt jump shot from 20 ft,,39,43
180,2,3:37.0,Offensive rebound by D. Jordan,,39,43
181,2,3:31.0,J. Crawford makes 2-pt jump shot from 19 ft (assist by D. Jordan),,41,43
182,2,3:21.0,,Personal foul by R. Felton (drawn by I. Thomas),41,43
183,2,3:14.0,,Shooting foul by J. Redick (drawn by I. Thomas),41,43
184,2,3:14.0,,I. Thomas makes free throw 1 of 2,41,44
185,2,3:14.0,A. Rivers enters the game for J. Redick,,41,44
186,2,3:14.0,,I. Thomas makes free throw 2 of 2,41,45
187,2,3:05.0,B. Griffin misses 2-pt hook shot from 4 ft,,41,45
188,2,3:04.0,,Defensive rebound by A. Horford,41,45
189,2,2:53.0,,I. Thomas misses 2-pt jump shot from 20 ft,41,45
190,2,2:52.0,Defensive rebound by R. Felton,,41,45
191,2,2:46.0,B. Griffin makes 2-pt hook shot from 6 ft (assist by R. Felton),,43,45
192,2,2:32.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by I. Thomas),43,48
193,2,2:13.0,J. Crawford makes 2-pt jump shot from 18 ft,,45,48
194,2,2:03.0,L. Mbah a Moute enters the game for A. Rivers,,45,48
195,2,1:50.0,,I. Thomas misses 3-pt jump shot from 26 ft,45,48
196,2,1:48.0,,Offensive rebound by M. Smart,45,48
197,2,1:45.0,,J. Crowder misses 3-pt jump shot from 26 ft,45,48
198,2,1:45.0,Defensive rebound by D. Jordan,,45,48
199,2,1:43.0,Turnover by D. Jordan (bad pass; steal by J. Crowder),,45,48
200,2,1:38.0,,J. Crowder makes 3-pt jump shot from 26 ft,45,51
201,2,1:22.0,Turnover by B. Griffin (bad pass; steal by J. Crowder),,45,51
202,2,1:17.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by J. Crowder),45,54
203,2,0:59.0,B. Griffin misses 2-pt jump shot from 19 ft,,45,54
204,2,0:58.0,,Defensive rebound by I. Thomas,45,54
205,2,0:49.0,,A. Johnson misses 3-pt jump shot from 25 ft,45,54
206,2,0:49.0,,Offensive rebound by A. Horford,45,54
207,2,0:37.0,,I. Thomas misses 3-pt jump shot from 25 ft,45,54
208,2,0:36.0,,Offensive rebound by M. Smart,45,54
209,2,0:35.0,,M. Smart makes 2-pt jump shot from 6 ft,45,56
210,2,0:29.0,Personal foul by M. Smart (drawn by J. Crawford),,45,56
211,2,0:16.0,J. Crawford misses 3-pt jump shot from 29 ft,,45,56
212,2,0:14.0,Offensive rebound by Team,,45,56
213,2,0:14.0,LA Clippers full timeout,,45,56
214,2,0:12.0,D. Jordan misses 2-pt layup from 3 ft (block by J. Crowder),,45,56
215,2,0:11.0,Offensive rebound by Team,,45,56
216,2,0:10.0,B. Griffin makes 2-pt layup from 4 ft (assist by R. Felton),,47,56
217,2,0:01.0,,Turnover by I. Thomas (lost ball),47,56
218,2,0:00.0,R. Felton misses 3-pt jump shot from 50 ft,,47,56
219,2,0:00.0,Offensive rebound by Team,,47,56
220,3,11:41.0,,J. Brown misses 3-pt jump shot from 23 ft,47,56
221,3,11:40.0,Defensive rebound by Team,,47,56
222,3,11:40.0,,Loose ball foul by A. Horford (drawn by B. Griffin),47,56
223,3,11:21.0,Turnover by J. Redick (bad pass),,47,56
224,3,11:11.0,,A. Horford misses 3-pt jump shot from 25 ft,47,56
225,3,11:08.0,,Offensive rebound by A. Johnson,47,56
226,3,11:05.0,,Turnover by J. Brown (traveling),47,56
227,3,10:55.0,Turnover by B. Griffin (bad pass; steal by J. Crowder),,47,56
228,3,10:50.0,,J. Crowder makes 2-pt layup from 1 ft,47,58
229,3,10:38.0,A. Rivers makes 2-pt hook shot from 4 ft,,49,58
230,3,10:19.0,,A. Johnson misses 2-pt hook shot from 8 ft,49,58
231,3,10:18.0,Defensive rebound by Team,,49,58
232,3,10:05.0,J. Redick makes 2-pt jump shot from 14 ft (assist by A. Rivers),,51,58
233,3,9:44.0,,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),51,60
234,3,9:27.0,J. Redick misses 2-pt jump shot from 21 ft,,51,60
235,3,9:26.0,,Defensive rebound by A. Horford,51,60
236,3,9:10.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by I. Thomas),51,63
237,3,8:58.0,L. Mbah a Moute misses 2-pt dunk at rim (block by A. Horford),,51,63
238,3,8:57.0,,Defensive rebound by J. Crowder,51,63
239,3,8:41.0,,A. Horford misses 2-pt jump shot from 16 ft,51,63
240,3,8:40.0,Defensive rebound by D. Jordan,,51,63
241,3,8:28.0,L. Mbah a Moute misses 2-pt jump shot from 21 ft,,51,63
242,3,8:28.0,,Defensive rebound by A. Horford,51,63
243,3,8:18.0,,I. Thomas misses 2-pt jump shot from 7 ft,51,63
244,3,8:17.0,Defensive rebound by B. Griffin,,51,63
245,3,7:59.0,B. Griffin makes 2-pt jump shot from 18 ft,,53,63
246,3,7:35.0,,I. Thomas misses 3-pt jump shot from 30 ft,53,63
247,3,7:34.0,Defensive rebound by D. Jordan,,53,63
248,3,7:22.0,Turnover by B. Griffin (bad pass; steal by I. Thomas),,53,63
249,3,7:17.0,,J. Brown misses 3-pt jump shot from 25 ft,53,63
250,3,7:16.0,Defensive rebound by L. Mbah a Moute,,53,63
251,3,7:06.0,J. Redick misses 3-pt jump shot from 25 ft,,53,63
252,3,7:05.0,,Defensive rebound by J. Brown,53,63
253,3,6:51.0,,I. Thomas misses 3-pt jump shot from 25 ft,53,63
254,3,6:50.0,Defensive rebound by B. Griffin,,53,63
255,3,6:45.0,LA Clippers full timeout,,53,63
256,3,6:45.0,,K. Olynyk enters the game for A. Johnson,53,63
257,3,6:45.0,,M. Smart enters the game for J. Brown,53,63
258,3,6:45.0,R. Felton enters the game for L. Mbah a Moute,,53,63
259,3,6:33.0,,Violation by A. Horford (kicked ball),53,63
260,3,6:24.0,A. Rivers misses 2-pt jump shot from 12 ft,,53,63
261,3,6:23.0,,Defensive rebound by M. Smart,53,63
262,3,6:05.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by A. Horford),53,66
263,3,5:49.0,R. Felton makes 2-pt jump shot from 19 ft,,55,66
264,3,5:26.0,,Turnover by A. Horford (traveling),55,66
265,3,5:13.0,Shooting foul by I. Thomas (drawn by R. Felton),,55,66
266,3,5:13.0,R. Felton makes free throw 1 of 2,,56,66
267,3,5:13.0,R. Felton misses free throw 2 of 2,,56,66
268,3,5:13.0,J. Crawford enters the game for A. Rivers,,56,66
269,3,5:12.0,,Defensive rebound by J. Crowder,56,66
270,3,4:50.0,,M. Smart misses 2-pt jump shot from 3 ft,56,66
271,3,4:49.0,Defensive rebound by B. Griffin,,56,66
272,3,4:43.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,58,66
273,3,4:27.0,,Shooting foul by D. Jordan (drawn by K. Olynyk),58,66
274,3,4:27.0,,K. Olynyk makes free throw 1 of 2,58,67
275,3,4:27.0,,K. Olynyk makes free throw 2 of 2,58,68
276,3,4:06.0,B. Griffin misses 2-pt layup from 2 ft (block by A. Horford),,58,68
277,3,4:05.0,,Defensive rebound by A. Horford,58,68
278,3,3:59.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by I. Thomas),58,71
279,3,3:37.0,J. Crawford makes 3-pt jump shot from 24 ft,,61,71
280,3,3:23.0,,K. Olynyk misses 3-pt jump shot from 25 ft,61,71
281,3,3:22.0,Defensive rebound by D. Jordan,,61,71
282,3,3:10.0,J. Crawford misses 3-pt jump shot from 28 ft,,61,71
283,3,3:09.0,,Defensive rebound by Team,61,71
284,3,3:09.0,,Boston full timeout,61,71
285,3,3:09.0,W. Johnson enters the game for B. Griffin,,61,71
286,3,3:09.0,,T. Rozier enters the game for I. Thomas,61,71
287,3,2:55.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Smart),61,74
288,3,2:28.0,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Jordan),,63,74
289,3,2:12.0,,A. Horford misses 3-pt jump shot from 24 ft,63,74
290,3,2:11.0,Defensive rebound by R. Felton,,63,74
291,3,2:02.0,J. Crawford misses 2-pt jump shot from 19 ft,,63,74
292,3,2:01.0,,Defensive rebound by A. Horford,63,74
293,3,1:48.0,,K. Olynyk makes 2-pt hook shot from 6 ft (assist by A. Horford),63,76
294,3,1:25.0,R. Felton misses 2-pt jump shot from 7 ft,,63,76
295,3,1:24.0,,Defensive rebound by K. Olynyk,63,76
296,3,1:11.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by T. Rozier),63,79
297,3,0:49.0,W. Johnson misses 3-pt jump shot from 27 ft,,63,79
298,3,0:47.0,,Defensive rebound by A. Horford,63,79
299,3,0:39.0,,K. Olynyk makes 2-pt hook shot from 8 ft (assist by A. Horford),63,81
300,3,0:33.0,J. Crawford makes 2-pt jump shot from 17 ft,,65,81
301,3,0:09.0,,Offensive foul by M. Smart (drawn by J. Redick),65,81
302,3,0:09.0,,Turnover by M. Smart (offensive foul),65,81
303,3,0:09.0,,J. Brown enters the game for J. Crowder,65,81
304,3,0:09.0,,J. Jerebko enters the game for A. Horford,65,81
305,3,0:09.0,M. Speights enters the game for D. Jordan,,65,81
306,3,0:09.0,A. Rivers enters the game for J. Redick,,65,81
307,3,0:09.0,B. Griffin enters the game for W. Johnson,,65,81
308,3,0:02.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by R. Felton),,67,81
309,4,11:53.0,Shooting foul by J. Jerebko (drawn by A. Rivers),,67,81
310,4,11:53.0,A. Rivers makes free throw 1 of 2,,68,81
311,4,11:53.0,A. Rivers makes free throw 2 of 2,,69,81
312,4,11:39.0,,J. Brown makes 2-pt layup from 2 ft (assist by M. Smart),69,83
313,4,11:13.0,A. Rivers misses 3-pt jump shot from 24 ft,,69,83
314,4,11:09.0,Offensive rebound by A. Rivers,,69,83
315,4,11:05.0,M. Speights misses 3-pt jump shot from 26 ft,,69,83
316,4,11:04.0,,Defensive rebound by T. Rozier,69,83
317,4,11:00.0,,Boston full timeout,69,83
318,4,11:00.0,,A. Johnson enters the game for J. Jerebko,69,83
319,4,10:52.0,,M. Smart misses 3-pt jump shot from 26 ft,69,83
320,4,10:51.0,,Offensive rebound by K. Olynyk,69,83
321,4,10:43.0,,K. Olynyk misses 2-pt hook shot from 11 ft,69,83
322,4,10:41.0,Defensive rebound by R. Felton,,69,83
323,4,10:31.0,Shooting foul by A. Johnson (drawn by B. Griffin),,69,83
324,4,10:31.0,B. Griffin makes free throw 1 of 2,,70,83
325,4,10:31.0,,I. Thomas enters the game for T. Rozier,70,83
326,4,10:31.0,B. Griffin makes free throw 2 of 2,,71,83
327,4,10:17.0,,Turnover by I. Thomas (bad pass; steal by B. Griffin),71,83
328,4,10:13.0,Turnover by J. Crawford (bad pass),,71,83
329,4,10:05.0,,Personal foul by R. Felton (drawn by I. Thomas),71,83
330,4,9:56.0,,I. Thomas makes 2-pt layup from 2 ft,71,85
331,4,9:40.0,R. Felton makes 3-pt jump shot from 23 ft (assist by B. Griffin),,74,85
332,4,9:25.0,,I. Thomas misses 3-pt jump shot from 25 ft,74,85
333,4,9:24.0,Defensive rebound by Team,,74,85
334,4,9:24.0,,Loose ball foul by A. Johnson (drawn by M. Speights),74,85
335,4,9:12.0,M. Speights misses 3-pt jump shot from 25 ft,,74,85
336,4,9:11.0,,Defensive rebound by I. Thomas,74,85
337,4,9:01.0,Offensive charge foul by K. Olynyk (drawn by M. Speights),,74,85
338,4,9:01.0,,Turnover by K. Olynyk (offensive foul),74,85
339,4,8:47.0,Shooting foul by J. Brown (drawn by M. Speights),,74,85
340,4,8:47.0,M. Speights misses free throw 1 of 2,,74,85
341,4,8:47.0,Offensive rebound by Team,,74,85
342,4,8:47.0,M. Speights makes free throw 2 of 2,,75,85
343,4,8:31.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Brown),75,87
344,4,8:08.0,R. Felton misses 3-pt jump shot from 28 ft,,75,87
345,4,8:07.0,,Defensive rebound by K. Olynyk,75,87
346,4,7:59.0,,I. Thomas misses 2-pt jump shot from 5 ft,75,87
347,4,7:57.0,Defensive rebound by A. Rivers,,75,87
348,4,7:48.0,A. Rivers misses 3-pt jump shot from 26 ft,,75,87
349,4,7:47.0,,Defensive rebound by J. Brown,75,87
350,4,7:30.0,,A. Johnson makes 2-pt layup from 3 ft (assist by K. Olynyk),75,89
351,4,7:30.0,LA Clippers full timeout,,75,89
352,4,7:30.0,J. Redick enters the game for R. Felton,,75,89
353,4,7:19.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by A. Rivers),,78,89
354,4,6:59.0,,J. Brown misses 3-pt jump shot from 25 ft,78,89
355,4,6:58.0,Defensive rebound by B. Griffin,,78,89
356,4,6:55.0,Personal foul by K. Olynyk (drawn by M. Speights),,78,89
357,4,6:55.0,,Technical foul by K. Olynyk,78,89
358,4,6:55.0,J. Crawford makes technical free throw,,79,89
359,4,6:55.0,M. Speights makes free throw 1 of 2,,80,89
360,4,6:55.0,,A. Horford enters the game for K. Olynyk,80,89
361,4,6:55.0,M. Speights makes free throw 2 of 2,,81,89
362,4,6:42.0,,J. Brown makes 2-pt hook shot from 5 ft (assist by I. Thomas),81,91
363,4,6:42.0,,Shooting foul by B. Griffin (drawn by J. Brown),81,91
364,4,6:42.0,,J. Brown misses free throw 1 of 1,81,91
365,4,6:42.0,Defensive rebound by D. Jordan,,81,91
366,4,6:42.0,D. Jordan enters the game for M. Speights,,81,91
367,4,6:34.0,Personal foul by J. Brown (drawn by J. Redick),,81,91
368,4,6:34.0,J. Redick makes free throw 1 of 2,,82,91
369,4,6:34.0,J. Redick makes free throw 2 of 2,,83,91
370,4,6:15.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),83,94
371,4,5:58.0,J. Redick misses 2-pt jump shot from 19 ft,,83,94
372,4,5:57.0,,Defensive rebound by A. Johnson,83,94
373,4,5:43.0,,Turnover by I. Thomas (back court),83,94
374,4,5:43.0,,J. Crowder enters the game for M. Smart,83,94
375,4,5:22.0,J. Crawford misses 2-pt jump shot from 5 ft,,83,94
376,4,5:21.0,,Defensive rebound by A. Horford,83,94
377,4,5:13.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Crowder),83,97
378,4,5:12.0,LA Clippers full timeout,,83,97
379,4,5:02.0,B. Griffin misses 2-pt layup from 3 ft,,83,97
380,4,5:01.0,Offensive rebound by D. Jordan,,83,97
381,4,5:01.0,D. Jordan misses 2-pt layup from 1 ft,,83,97
382,4,5:00.0,,Defensive rebound by A. Johnson,83,97
383,4,4:41.0,,J. Brown misses 2-pt jump shot from 16 ft,83,97
384,4,4:41.0,Defensive rebound by D. Jordan,,83,97
385,4,4:34.0,A. Rivers misses 3-pt jump shot from 25 ft,,83,97
386,4,4:33.0,Offensive rebound by J. Redick,,83,97
387,4,4:25.0,Turnover by J. Redick (back court),,83,97
