,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
90,1,2:46.0,T. Jones makes 2-pt dunk at rim (assist by J. Holiday),,16,12
91,1,2:29.0,,K. Felder misses 2-pt jump shot from 16 ft,16,12
92,1,2:28.0,Defensive rebound by T. Jones,,16,12
93,1,2:16.0,A. Davis makes 2-pt jump shot from 16 ft (assist by B. Hield),,18,12
94,1,2:04.0,,Turnover by L. James (bad pass; steal by T. Jones),18,12
95,1,1:56.0,A. Davis misses 2-pt jump shot from 17 ft,,18,12
96,1,1:55.0,,Defensive rebound by C. Frye,18,12
97,1,1:46.0,,I. Shumpert misses 2-pt jump shot from 16 ft,18,12
98,1,1:45.0,Defensive rebound by B. Hield,,18,12
99,1,1:31.0,T. Jones misses 2-pt jump shot from 22 ft,,18,12
100,1,1:31.0,,Defensive rebound by T. Thompson,18,12
101,1,1:26.0,,Turnover by L. James (bad pass; steal by J. Holiday),18,12
102,1,1:22.0,J. Holiday makes 2-pt layup at rim (assist by T. Jones),,20,12
103,1,1:22.0,,Cleveland full timeout,20,12
104,1,1:22.0,T. Evans enters the game for B. Hield,,20,12
105,1,1:22.0,L. Galloway enters the game for J. Holiday,,20,12
106,1,1:08.0,,L. James makes 2-pt jump shot from 18 ft,20,14
107,1,0:53.0,A. Davis makes 2-pt layup from 1 ft,,22,14
108,1,0:40.0,,Shooting foul by D. Cunningham (drawn by I. Shumpert),22,14
109,1,0:40.0,,I. Shumpert makes free throw 1 of 2,22,15
110,1,0:40.0,,I. Shumpert misses free throw 2 of 2,22,15
111,1,0:40.0,E. Moore enters the game for D. Cunningham,,22,15
112,1,0:39.0,Defensive rebound by T. Jones,,22,15
113,1,0:21.0,A. Davis misses 2-pt jump shot from 16 ft,,22,15
114,1,0:20.0,,Defensive rebound by L. James,22,15
115,1,0:01.0,,I. Shumpert misses 3-pt jump shot from 23 ft,22,15
116,1,0:00.0,Defensive rebound by L. Galloway,,22,15
117,2,11:47.0,,K. Love makes 2-pt jump shot from 16 ft (assist by R. Jefferson),22,17
118,2,11:31.0,L. Galloway misses 2-pt jump shot from 19 ft,,22,17
119,2,11:31.0,,Defensive rebound by K. Love,22,17
120,2,11:19.0,,K. Felder makes 2-pt layup at rim,22,19
121,2,10:55.0,T. Jones misses 2-pt jump shot from 11 ft,,22,19
122,2,10:54.0,,Defensive rebound by K. Love,22,19
123,2,10:46.0,Violation by S. Hill (kicked ball),,22,19
124,2,10:32.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by K. Felder),22,22
125,2,10:17.0,T. Evans misses 2-pt layup from 2 ft (block by C. Frye),,22,22
126,2,10:17.0,Offensive rebound by T. Evans,,22,22
127,2,10:12.0,S. Hill misses 3-pt jump shot from 24 ft,,22,22
128,2,10:12.0,,Defensive rebound by I. Shumpert,22,22
129,2,10:05.0,,K. Felder makes 2-pt jump shot from 8 ft,22,24
130,2,9:58.0,New Orleans full timeout,,22,24
131,2,9:50.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by T. Evans),,25,24
132,2,9:32.0,,I. Shumpert misses 2-pt jump shot from 5 ft,25,24
133,2,9:31.0,,Offensive rebound by I. Shumpert,25,24
134,2,9:28.0,,R. Jefferson misses 3-pt jump shot from 25 ft,25,24
135,2,9:28.0,Defensive rebound by Team,,25,24
136,2,9:21.0,Personal foul by I. Shumpert (drawn by T. Evans),,25,24
137,2,9:14.0,E. Moore misses 2-pt jump shot from 12 ft,,25,24
138,2,9:12.0,Offensive rebound by E. Moore,,25,24
139,2,9:09.0,T. Evans misses 2-pt layup from 1 ft,,25,24
140,2,9:07.0,,Defensive rebound by R. Jefferson,25,24
141,2,9:01.0,,K. Felder misses 2-pt layup from 2 ft,25,24
142,2,9:00.0,Defensive rebound by L. Galloway,,25,24
143,2,8:56.0,T. Evans makes 2-pt layup from 1 ft (assist by L. Galloway),,27,24
144,2,8:41.0,,Shooting foul by S. Hill (drawn by K. Love),27,24
145,2,8:41.0,,K. Love makes free throw 1 of 2,27,25
146,2,8:41.0,,K. Love makes free throw 2 of 2,27,26
147,2,8:24.0,S. Hill misses 3-pt jump shot from 26 ft,,27,26
148,2,8:23.0,,Defensive rebound by K. Love,27,26
149,2,8:11.0,,K. Felder misses 2-pt layup from 1 ft,27,26
150,2,8:09.0,,Offensive rebound by K. Love,27,26
151,2,8:09.0,,K. Love makes 2-pt layup from 1 ft,27,28
152,2,7:57.0,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Evans),,30,28
153,2,7:38.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by K. Love),30,31
154,2,7:23.0,L. Galloway misses 3-pt jump shot from 23 ft,,30,31
155,2,7:23.0,,Defensive rebound by R. Jefferson,30,31
156,2,7:10.0,,R. Jefferson misses 2-pt jump shot from 22 ft,30,31
157,2,7:09.0,Defensive rebound by E. Moore,,30,31
158,2,7:03.0,,L. James enters the game for K. Love,30,31
159,2,6:48.0,T. Evans misses 2-pt layup at rim (block by I. Shumpert),,30,31
160,2,6:45.0,,Defensive rebound by C. Frye,30,31
161,2,6:43.0,,Turnover by C. Frye (lost ball; steal by T. Evans),30,31
162,2,6:39.0,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Evans),,33,31
163,2,6:26.0,,Personal foul by L. Galloway (drawn by R. Jefferson),33,31
164,2,6:26.0,A. Davis enters the game for T. Jones,,33,31
165,2,6:13.0,,L. James misses 2-pt layup from 2 ft (block by L. Galloway),33,31
166,2,6:13.0,,Offensive rebound by Team,33,31
167,2,6:09.0,,C. Frye misses 2-pt jump shot from 17 ft,33,31
168,2,6:09.0,Defensive rebound by T. Evans,,33,31
169,2,6:00.0,A. Davis makes 2-pt layup at rim (assist by T. Evans),,35,31
170,2,5:43.0,,C. Frye misses 3-pt jump shot from 25 ft,35,31
171,2,5:43.0,,Offensive rebound by R. Jefferson,35,31
172,2,5:37.0,,R. Jefferson misses 3-pt jump shot from 24 ft,35,31
173,2,5:35.0,,Offensive rebound by I. Shumpert,35,31
174,2,5:35.0,,I. Shumpert makes 2-pt dunk at rim,35,33
175,2,5:25.0,A. Davis misses 2-pt layup from 2 ft,,35,33
176,2,5:25.0,Offensive rebound by A. Davis,,35,33
177,2,5:25.0,Shooting foul by C. Frye (drawn by A. Davis),,35,33
178,2,5:25.0,Official timeout,,35,33
179,2,5:25.0,A. Davis misses free throw 1 of 2,,35,33
180,2,5:25.0,Offensive rebound by Team,,35,33
181,2,5:25.0,A. Davis misses free throw 2 of 2,,35,33
182,2,5:24.0,,Defensive rebound by L. James,35,33
183,2,5:08.0,,R. Jefferson makes 2-pt jump shot from 7 ft (assist by L. James),35,35
184,2,4:53.0,L. Galloway misses 3-pt jump shot from 25 ft,,35,35
185,2,4:53.0,,Defensive rebound by R. Jefferson,35,35
186,2,4:42.0,,L. James misses 2-pt layup from 1 ft,35,35
187,2,4:41.0,Defensive rebound by A. Davis,,35,35
188,2,4:24.0,,T. Thompson enters the game for C. Frye,35,35
189,2,4:24.0,,D. Liggins enters the game for K. Felder,35,35
190,2,4:24.0,J. Holiday enters the game for T. Evans,,35,35
191,2,4:18.0,A. Davis makes 2-pt jump shot from 14 ft (assist by J. Holiday),,37,35
192,2,3:49.0,,I. Shumpert misses 2-pt jump shot from 17 ft,37,35
193,2,3:49.0,Defensive rebound by A. Davis,,37,35
194,2,3:43.0,L. Galloway misses 3-pt jump shot from 23 ft,,37,35
195,2,3:42.0,,Defensive rebound by D. Liggins,37,35
196,2,3:27.0,,I. Shumpert misses 3-pt jump shot from 25 ft,37,35
197,2,3:27.0,Defensive rebound by Team,,37,35
198,2,3:27.0,B. Hield enters the game for L. Galloway,,37,35
199,2,3:16.0,J. Holiday misses 2-pt jump shot from 18 ft,,37,35
200,2,3:15.0,,Defensive rebound by L. James,37,35
201,2,3:04.0,,Shooting foul by S. Hill (drawn by R. Jefferson),37,35
202,2,3:04.0,,R. Jefferson makes free throw 1 of 2,37,36
203,2,3:04.0,,K. Love enters the game for I. Shumpert,37,36
204,2,3:04.0,,R. Jefferson makes free throw 2 of 2,37,37
205,2,2:48.0,J. Holiday misses 2-pt jump shot from 7 ft,,37,37
206,2,2:46.0,,Defensive rebound by T. Thompson,37,37
207,2,2:33.0,,D. Liggins misses 2-pt jump shot from 4 ft (block by A. Davis),37,37
208,2,2:32.0,Defensive rebound by E. Moore,,37,37
209,2,2:25.0,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Holiday),,40,37
210,2,2:11.0,,Personal foul by B. Hield (drawn by L. James),40,37
211,2,2:11.0,,Cleveland full timeout,40,37
212,2,2:11.0,,J. McRae enters the game for R. Jefferson,40,37
213,2,2:05.0,,L. James makes 2-pt hook shot at rim (assist by K. Love),40,39
214,2,1:52.0,J. Holiday misses 2-pt layup from 1 ft,,40,39
215,2,1:51.0,,Defensive rebound by K. Love,40,39
216,2,1:46.0,,L. James makes 2-pt layup from 1 ft,40,41
217,2,1:31.0,B. Hield makes 3-pt jump shot from 24 ft (assist by J. Holiday),,43,41
218,2,1:11.0,,K. Love misses 2-pt jump shot from 7 ft (block by E. Moore),43,41
219,2,1:11.0,Defensive rebound by Team,,43,41
220,2,1:00.0,S. Hill misses 3-pt jump shot from 27 ft,,43,41
221,2,0:59.0,,Defensive rebound by J. McRae,43,41
222,2,0:42.0,,J. McRae makes 2-pt jump shot from 17 ft (assist by D. Liggins),43,43
223,2,0:34.0,J. Holiday misses 2-pt jump shot from 13 ft,,43,43
224,2,0:33.0,Offensive rebound by A. Davis,,43,43
225,2,0:33.0,A. Davis misses 2-pt layup from 1 ft,,43,43
226,2,0:32.0,,Defensive rebound by J. McRae,43,43
227,2,0:19.0,,Personal foul by E. Moore (drawn by L. James),43,43
228,2,0:19.0,,L. James misses free throw 1 of 2,43,43
229,2,0:19.0,,Offensive rebound by Team,43,43
230,2,0:19.0,,R. Jefferson enters the game for K. Love,43,43
231,2,0:19.0,L. Galloway enters the game for S. Hill,,43,43
232,2,0:19.0,,L. James makes free throw 2 of 2,43,44
233,2,0:01.0,Turnover by J. Holiday (bad pass; steal by J. McRae),,43,44
234,3,11:40.0,,L. James misses 2-pt jump shot from 11 ft,43,44
235,3,11:38.0,Defensive rebound by A. Davis,,43,44
236,3,11:21.0,J. Holiday makes 3-pt jump shot from 25 ft,,46,44
237,3,10:59.0,,L. James misses 3-pt jump shot from 25 ft,46,44
238,3,10:58.0,,Offensive rebound by T. Thompson,46,44
239,3,10:50.0,,Turnover by J. McRae (step out of bounds),46,44
240,3,10:36.0,Shooting foul by D. Liggins (drawn by J. Holiday),,46,44
241,3,10:36.0,J. Holiday misses free throw 1 of 2,,46,44
242,3,10:36.0,Offensive rebound by Team,,46,44
243,3,10:36.0,J. Holiday makes free throw 2 of 2,,47,44
244,3,10:23.0,,K. Love misses 3-pt jump shot from 26 ft,47,44
245,3,10:22.0,Defensive rebound by J. Holiday,,47,44
246,3,10:12.0,A. Davis misses 2-pt layup at rim,,47,44
247,3,10:11.0,,Defensive rebound by K. Love,47,44
248,3,10:05.0,,K. Love misses 3-pt jump shot from 27 ft,47,44
249,3,10:05.0,Defensive rebound by D. Cunningham,,47,44
250,3,9:56.0,Personal foul by D. Liggins (drawn by A. Davis),,47,44
251,3,9:42.0,B. Hield misses 2-pt jump shot from 13 ft,,47,44
252,3,9:42.0,,Defensive rebound by K. Love,47,44
253,3,9:34.0,,K. Love misses 3-pt jump shot from 25 ft,47,44
254,3,9:33.0,,Offensive rebound by L. James,47,44
255,3,9:26.0,,J. McRae misses 3-pt jump shot from 24 ft,47,44
256,3,9:26.0,Defensive rebound by A. Davis,,47,44
257,3,9:19.0,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),,49,44
258,3,8:57.0,,D. Liggins makes 2-pt jump shot from 17 ft,49,46
259,3,8:44.0,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),,51,46
260,3,8:26.0,,K. Love makes 2-pt hook shot from 6 ft (assist by L. James),51,48
261,3,8:26.0,,Shooting foul by S. Hill (drawn by K. Love),51,48
262,3,8:26.0,,K. Love misses free throw 1 of 1,51,48
263,3,8:25.0,Defensive rebound by A. Davis,,51,48
264,3,8:14.0,J. Holiday makes 2-pt jump shot from 17 ft,,53,48
265,3,8:03.0,,D. Liggins misses 2-pt layup from 1 ft,53,48
266,3,8:03.0,Defensive rebound by D. Cunningham,,53,48
267,3,7:56.0,D. Cunningham makes 2-pt layup from 2 ft (assist by J. Holiday),,55,48
268,3,7:56.0,,Cleveland full timeout,55,48
269,3,7:41.0,,L. James misses 2-pt jump shot from 17 ft,55,48
270,3,7:41.0,Defensive rebound by B. Hield,,55,48
271,3,7:21.0,Turnover by J. Holiday (bad pass; steal by D. Liggins),,55,48
272,3,7:09.0,,J. McRae misses 2-pt jump shot from 13 ft,55,48
273,3,7:08.0,,Offensive rebound by L. James,55,48
274,3,7:06.0,,Turnover by L. James (bad pass; steal by J. Holiday),55,48
275,3,6:58.0,B. Hield makes 3-pt jump shot from 25 ft (assist by J. Holiday),,58,48
276,3,6:37.0,,K. Love misses 2-pt jump shot from 15 ft,58,48
277,3,6:35.0,Defensive rebound by S. Hill,,58,48
278,3,6:26.0,J. Holiday misses 2-pt jump shot from 15 ft,,58,48
279,3,6:26.0,Offensive rebound by Team,,58,48
280,3,6:26.0,,Loose ball foul by J. McRae (drawn by A. Davis),58,48
281,3,6:26.0,,I. Shumpert enters the game for T. Thompson,58,48
282,3,6:26.0,,C. Frye enters the game for D. Liggins,58,48
283,3,6:26.0,,R. Jefferson enters the game for J. McRae,58,48
284,3,6:10.0,S. Hill misses 3-pt jump shot from 27 ft,,58,48
285,3,6:10.0,,Defensive rebound by C. Frye,58,48
286,3,6:02.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by L. James),58,51
287,3,6:00.0,New Orleans full timeout,,58,51
288,3,5:47.0,A. Davis misses 2-pt jump shot from 16 ft,,58,51
289,3,5:47.0,,Defensive rebound by R. Jefferson,58,51
290,3,5:39.0,,C. Frye misses 3-pt jump shot from 25 ft,58,51
291,3,5:38.0,,Offensive rebound by Team,58,51
292,3,5:38.0,T. Jones enters the game for S. Hill,,58,51
293,3,5:29.0,,Turnover by K. Love (bad pass; steal by A. Davis),58,51
294,3,5:14.0,A. Davis makes 2-pt hook shot from 12 ft (assist by J. Holiday),,60,51
295,3,4:50.0,,R. Jefferson makes 2-pt layup from 1 ft,60,53
296,3,4:39.0,B. Hield makes 3-pt jump shot from 22 ft (assist by J. Holiday),,63,53
297,3,4:18.0,,L. James makes 2-pt layup at rim,63,55
298,3,4:09.0,B. Hield misses 2-pt jump shot from 8 ft,,63,55
299,3,4:08.0,,Defensive rebound by R. Jefferson,63,55
300,3,3:56.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by K. Love),63,58
301,3,3:41.0,Turnover by J. Holiday (bad pass; steal by K. Love),,63,58
302,3,3:35.0,,Turnover by R. Jefferson (bad pass; steal by J. Holiday),63,58
303,3,3:33.0,Personal foul by K. Love (drawn by J. Holiday),,63,58
304,3,3:33.0,,J. Jones enters the game for K. Love,63,58
305,3,3:21.0,Shooting foul by C. Frye (drawn by T. Jones),,63,58
306,3,3:21.0,T. Jones makes free throw 1 of 2,,64,58
307,3,3:21.0,T. Jones makes free throw 2 of 2,,65,58
308,3,2:58.0,,R. Jefferson misses 2-pt jump shot from 7 ft,65,58
309,3,2:57.0,Defensive rebound by A. Davis,,65,58
310,3,2:52.0,Turnover by T. Jones (illegal assist),,65,58
311,3,2:32.0,,J. Jones makes 3-pt jump shot from 24 ft (assist by R. Jefferson),65,61
312,3,2:13.0,Turnover by D. Cunningham (lost ball),,65,61
313,3,1:57.0,,L. James makes 2-pt layup from 1 ft (assist by J. Jones),65,63
314,3,1:45.0,A. Davis makes 2-pt jump shot from 13 ft (assist by J. Holiday),,67,63
315,3,1:33.0,,Personal foul by A. Davis (drawn by R. Jefferson),67,63
316,3,1:33.0,T. Evans enters the game for J. Holiday,,67,63
317,3,1:33.0,E. Moore enters the game for B. Hield,,67,63
318,3,1:29.0,,Personal foul by E. Moore (drawn by C. Frye),67,63
319,3,1:29.0,,C. Frye misses free throw 1 of 2,67,63
320,3,1:29.0,,Offensive rebound by Team,67,63
321,3,1:29.0,,C. Frye misses free throw 2 of 2,67,63
322,3,1:28.0,Defensive rebound by A. Davis,,67,63
323,3,1:17.0,Turnover by T. Evans (bad pass; steal by L. James),,67,63
324,3,1:05.0,,Turnover by R. Jefferson (lost ball),67,63
325,3,0:55.0,Turnover by T. Evans (palming),,67,63
326,3,0:37.0,,R. Jefferson makes 3-pt jump shot from 27 ft (assist by L. James),67,66
327,3,0:26.0,A. Davis makes 2-pt layup from 1 ft (assist by E. Moore),,69,66
328,3,0:06.0,,Personal foul by E. Moore (drawn by L. James),69,66
329,3,0:06.0,,L. James misses free throw 1 of 2,69,66
330,3,0:06.0,,Offensive rebound by Team,69,66
331,3,0:06.0,,T. Thompson enters the game for C. Frye,69,66
332,3,0:06.0,B. Hield enters the game for T. Jones,,69,66
333,3,0:06.0,,L. James makes free throw 2 of 2,69,67
334,3,0:00.0,T. Evans misses 2-pt layup from 2 ft (block by T. Thompson),,69,67
335,3,0:00.0,Offensive rebound by Team,,69,67
336,4,11:41.0,T. Jones makes 2-pt hook shot at rim (assist by T. Evans),,71,67
337,4,11:30.0,,Shooting foul by E. Moore (drawn by L. James),71,67
338,4,11:30.0,,L. James makes free throw 1 of 2,71,68
339,4,11:30.0,,L. James makes free throw 2 of 2,71,69
340,4,11:09.0,T. Evans misses 3-pt jump shot from 27 ft,,71,69
341,4,11:09.0,,Defensive rebound by R. Jefferson,71,69
342,4,11:02.0,,Personal foul by E. Moore (drawn by J. Jones),71,69
343,4,11:02.0,,K. Felder enters the game for L. James,71,69
344,4,10:51.0,,C. Frye makes 2-pt layup from 1 ft (assist by K. Felder),71,71
345,4,10:31.0,S. Hill misses 2-pt jump shot from 17 ft,,71,71
346,4,10:30.0,,Defensive rebound by C. Frye,71,71
347,4,10:24.0,,K. Felder makes 2-pt layup from 1 ft,71,73
348,4,10:12.0,E. Moore misses 3-pt jump shot from 27 ft,,71,73
349,4,10:11.0,,Defensive rebound by C. Frye,71,73
350,4,9:56.0,,K. Felder makes 2-pt jump shot from 18 ft,71,75
351,4,9:56.0,New Orleans full timeout,,71,75
352,4,9:56.0,A. Davis enters the game for S. Hill,,71,75
353,4,9:56.0,B. Hield enters the game for T. Jones,,71,75
354,4,9:56.0,D. Cunningham enters the game for L. Galloway,,71,75
355,4,9:56.0,J. Holiday enters the game for E. Moore,,71,75
356,4,9:41.0,A. Davis misses 2-pt jump shot from 21 ft,,71,75
357,4,9:41.0,,Defensive rebound by I. Shumpert,71,75
358,4,9:29.0,,J. Jones misses 3-pt jump shot from 26 ft,71,75
359,4,9:29.0,Defensive rebound by Team,,71,75
360,4,9:20.0,T. Evans misses 2-pt layup from 1 ft,,71,75
361,4,9:18.0,,Defensive rebound by R. Jefferson,71,75
362,4,9:11.0,,K. Felder misses 2-pt jump shot from 19 ft,71,75
363,4,9:09.0,Defensive rebound by D. Cunningham,,71,75
364,4,8:54.0,Shooting foul by C. Frye (drawn by B. Hield),,71,75
365,4,8:54.0,B. Hield makes free throw 1 of 2,,72,75
366,4,8:54.0,B. Hield makes free throw 2 of 2,,73,75
367,4,8:37.0,,K. Felder makes 2-pt jump shot from 18 ft,73,77
368,4,8:25.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Davis),,76,77
369,4,8:05.0,,R. Jefferson makes 2-pt layup from 1 ft,76,79
370,4,8:05.0,,Shooting foul by T. Evans (drawn by R. Jefferson),76,79
371,4,8:05.0,,R. Jefferson makes free throw 1 of 1,76,80
372,4,7:57.0,Personal foul by K. Felder (drawn by J. Holiday),,76,80
373,4,7:57.0,,T. Thompson enters the game for C. Frye,76,80
374,4,7:57.0,,K. Love enters the game for J. Jones,76,80
375,4,7:42.0,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),,78,80
376,4,7:23.0,,K. Love misses 2-pt hook shot from 5 ft,78,80
377,4,7:21.0,Defensive rebound by J. Holiday,,78,80
378,4,7:16.0,D. Cunningham misses 3-pt jump shot from 23 ft,,78,80
379,4,7:14.0,,Defensive rebound by R. Jefferson,78,80
380,4,7:00.0,,I. Shumpert misses 3-pt jump shot from 25 ft,78,80
381,4,6:59.0,Defensive rebound by T. Evans,,78,80
382,4,6:54.0,B. Hield misses 3-pt jump shot from 25 ft,,78,80
383,4,6:54.0,,Defensive rebound by R. Jefferson,78,80
384,4,6:54.0,,Cleveland full timeout,78,80
385,4,6:54.0,E. Moore enters the game for T. Evans,,78,80
386,4,6:54.0,,L. James enters the game for K. Love,78,80
387,4,6:39.0,,L. James misses 2-pt jump shot from 13 ft,78,80
388,4,6:37.0,Defensive rebound by A. Davis,,78,80
389,4,6:19.0,A. Davis misses 2-pt hook shot from 8 ft,,78,80
390,4,6:18.0,,Defensive rebound by L. James,78,80
391,4,6:02.0,,K. Felder misses 2-pt jump shot from 9 ft,78,80
392,4,6:01.0,,Offensive rebound by Team,78,80
393,4,5:45.0,,Offensive foul by T. Thompson (drawn by A. Davis),78,80
394,4,5:45.0,,Turnover by T. Thompson (offensive foul),78,80
395,4,5:31.0,B. Hield misses 2-pt jump shot from 7 ft,,78,80
396,4,5:29.0,Offensive rebound by A. Davis,,78,80
