,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
402,4,1:35.0,,C. Frye misses 3-pt jump shot from 26 ft,83,86
403,4,1:35.0,Defensive rebound by R. Gobert,,83,86
404,4,1:18.0,J. Johnson misses 2-pt jump shot from 7 ft,,83,86
405,4,1:17.0,,Defensive rebound by R. Jefferson,83,86
406,4,1:10.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),83,89
407,4,1:10.0,Utah full timeout,,83,89
408,4,1:10.0,,T. Thompson enters the game for C. Frye,83,89
409,4,1:07.0,G. Hill misses 3-pt jump shot from 26 ft,,83,89
410,4,1:07.0,,Defensive rebound by L. James,83,89
411,4,1:03.0,,L. James makes 2-pt layup from 1 ft,83,91
412,4,1:00.0,Turnover by J. Ingles (bad pass; steal by R. Jefferson),,83,91
413,4,0:59.0,,Shooting foul by J. Ingles (drawn by L. James),83,91
414,4,0:59.0,,L. James misses free throw 1 of 2,83,91
415,4,0:59.0,,Offensive rebound by Team,83,91
416,4,0:59.0,,L. James misses free throw 2 of 2,83,91
417,4,0:58.0,Defensive rebound by R. Gobert,,83,91
418,4,0:58.0,Utah full timeout,,83,91
419,4,0:55.0,J. Johnson misses 3-pt jump shot from 25 ft,,83,91
420,4,0:54.0,,Defensive rebound by J. Smith,83,91
421,4,0:27.0,,L. James misses 2-pt jump shot from 18 ft,83,91
422,4,0:26.0,Defensive rebound by R. Gobert,,83,91
423,4,0:21.0,R. Gobert misses 2-pt layup from 2 ft,,83,91
424,4,0:19.0,,Defensive rebound by J. Smith,83,91
