,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
118,2,10:55.0,,P. Gasol makes free throw 2 of 2,35,31
119,2,10:46.0,Shooting foul by P. Gasol (drawn by G. Dieng),,35,31
120,2,10:46.0,G. Dieng makes free throw 1 of 2,,36,31
121,2,10:46.0,,T. Parker enters the game for P. Mills,36,31
122,2,10:46.0,G. Dieng makes free throw 2 of 2,,37,31
123,2,10:27.0,,J. Simmons makes 2-pt layup from 2 ft (assist by T. Parker),37,33
124,2,10:15.0,Turnover by N. Bjelica (bad pass; steal by D. Green),,37,33
125,2,10:10.0,,D. Green misses 3-pt jump shot from 26 ft,37,33
126,2,10:07.0,Defensive rebound by S. Muhammad,,37,33
127,2,9:50.0,Turnover by K. Dunn (lost ball; steal by J. Simmons),,37,33
128,2,9:48.0,,Shooting foul by K. Dunn (drawn by J. Simmons),37,33
129,2,9:48.0,,J. Simmons misses free throw 1 of 2,37,33
130,2,9:48.0,,Offensive rebound by Team,37,33
131,2,9:48.0,,J. Simmons makes free throw 2 of 2,37,34
132,2,9:38.0,Z. LaVine makes 2-pt dunk at rim (assist by N. Bjelica),,39,34
133,2,9:22.0,,T. Parker makes 2-pt jump shot from 6 ft (assist by J. Simmons),39,36
134,2,9:22.0,,Shooting foul by K. Dunn (drawn by T. Parker),39,36
135,2,9:22.0,,T. Parker misses free throw 1 of 1,39,36
136,2,9:22.0,K. Towns enters the game for G. Dieng,,39,36
137,2,9:22.0,,L. Aldridge enters the game for P. Gasol,39,36
138,2,9:20.0,,Offensive rebound by D. Dedmon,39,36
139,2,9:10.0,,T. Parker makes 2-pt layup from 2 ft,39,38
140,2,8:51.0,Z. LaVine misses 2-pt layup from 1 ft (block by L. Aldridge),,39,38
141,2,8:51.0,,Defensive rebound by Team,39,38
142,2,8:51.0,Official timeout,,39,38
143,2,8:51.0,,D. Bertāns enters the game for D. Dedmon,39,38
144,2,8:39.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by T. Parker),39,40
145,2,8:15.0,S. Muhammad makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,42,40
146,2,7:55.0,,L. Aldridge misses 3-pt jump shot from 24 ft,42,40
147,2,7:53.0,Defensive rebound by N. Bjelica,,42,40
148,2,7:41.0,Shooting foul by D. Green (drawn by S. Muhammad),,42,40
149,2,7:41.0,S. Muhammad makes free throw 1 of 2,,43,40
150,2,7:41.0,S. Muhammad makes free throw 2 of 2,,44,40
151,2,7:30.0,,Shooting foul by K. Dunn (drawn by T. Parker),44,40
152,2,7:30.0,,T. Parker makes free throw 1 of 2,44,41
153,2,7:30.0,R. Rubio enters the game for K. Dunn,,44,41
154,2,7:30.0,,T. Parker makes free throw 2 of 2,44,42
155,2,7:21.0,Shooting foul by J. Simmons (drawn by S. Muhammad),,44,42
156,2,7:21.0,S. Muhammad makes 2-pt jump shot from 10 ft,,46,42
157,2,7:21.0,,K. Leonard enters the game for J. Simmons,46,42
158,2,7:21.0,S. Muhammad makes free throw 1 of 1,,47,42
159,2,7:00.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),47,44
160,2,6:36.0,Personal foul by T. Parker (drawn by R. Rubio),,47,44
161,2,6:36.0,R. Rubio makes free throw 1 of 2,,48,44
162,2,6:36.0,A. Wiggins enters the game for S. Muhammad,,48,44
163,2,6:36.0,,K. Anderson enters the game for D. Green,48,44
164,2,6:36.0,R. Rubio makes free throw 2 of 2,,49,44
165,2,6:24.0,,T. Parker misses 2-pt jump shot from 4 ft,49,44
166,2,6:22.0,Defensive rebound by N. Bjelica,,49,44
167,2,6:17.0,R. Rubio misses 2-pt jump shot from 18 ft,,49,44
168,2,6:16.0,Offensive rebound by K. Towns,,49,44
169,2,6:15.0,K. Towns makes 2-pt layup from 2 ft,,51,44
170,2,5:56.0,,L. Aldridge makes 2-pt layup from 3 ft,51,46
171,2,5:36.0,Shooting block foul by L. Aldridge (drawn by K. Towns),,51,46
172,2,5:36.0,,San Antonio full timeout,51,46
173,2,5:36.0,K. Towns makes free throw 1 of 2,,52,46
174,2,5:36.0,,M. Ginóbili enters the game for D. Bertāns,51,46
175,2,5:36.0,K. Towns makes free throw 2 of 2,,53,46
176,2,5:20.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,53,46
177,2,5:19.0,Defensive rebound by K. Towns,,53,46
178,2,5:05.0,Turnover by R. Rubio (bad pass; steal by M. Ginóbili),,53,46
179,2,4:57.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Anderson),53,48
180,2,4:42.0,Turnover by A. Wiggins (lost ball; steal by K. Leonard),,53,48
181,2,4:36.0,,K. Leonard makes 2-pt dunk at rim,53,50
182,2,4:27.0,Personal foul by T. Parker (drawn by R. Rubio),,53,50
183,2,4:27.0,R. Rubio makes free throw 1 of 2,,54,50
184,2,4:27.0,,P. Mills enters the game for T. Parker,54,50
185,2,4:27.0,R. Rubio makes free throw 2 of 2,,55,50
186,2,4:08.0,,K. Leonard misses 3-pt jump shot from 23 ft,55,50
187,2,4:07.0,Defensive rebound by Z. LaVine,,55,50
188,2,4:00.0,Personal foul by M. Ginóbili (drawn by A. Wiggins),,55,50
189,2,4:00.0,A. Wiggins makes free throw 1 of 2,,56,50
190,2,4:00.0,A. Wiggins makes free throw 2 of 2,,57,50
191,2,3:50.0,,Personal foul by K. Towns (drawn by L. Aldridge),57,50
192,2,3:50.0,,L. Aldridge makes free throw 1 of 2,57,51
193,2,3:50.0,,L. Aldridge makes free throw 2 of 2,57,52
194,2,3:32.0,Personal foul by K. Leonard (drawn by R. Rubio),,57,52
195,2,3:32.0,R. Rubio makes free throw 1 of 2,,58,52
196,2,3:32.0,R. Rubio makes free throw 2 of 2,,59,52
197,2,3:19.0,,K. Leonard makes 2-pt jump shot from 16 ft,59,54
198,2,3:03.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,62,54
199,2,2:54.0,,M. Ginóbili makes 2-pt jump shot from 7 ft (assist by P. Mills),62,56
200,2,2:54.0,,Shooting foul by Z. LaVine (drawn by M. Ginóbili),62,56
201,2,2:54.0,Minnesota full timeout,,62,56
202,2,2:54.0,,M. Ginóbili makes free throw 1 of 1,62,57
203,2,2:46.0,Shooting foul by K. Anderson (drawn by N. Bjelica),,62,57
204,2,2:46.0,N. Bjelica misses free throw 1 of 2,,62,57
205,2,2:46.0,Offensive rebound by Team,,62,57
206,2,2:46.0,N. Bjelica makes free throw 2 of 2,,63,57
207,2,2:37.0,,Shooting foul by Z. LaVine (drawn by K. Leonard),63,57
208,2,2:37.0,,K. Leonard misses free throw 1 of 2,63,57
209,2,2:37.0,,Offensive rebound by Team,63,57
210,2,2:37.0,S. Muhammad enters the game for Z. LaVine,,63,57
211,2,2:37.0,,K. Leonard makes free throw 2 of 2,63,58
212,2,2:29.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,65,58
213,2,2:20.0,,Shooting foul by K. Towns (drawn by L. Aldridge),65,58
214,2,2:20.0,,L. Aldridge misses free throw 1 of 2,65,58
215,2,2:20.0,,Offensive rebound by Team,65,58
216,2,2:20.0,,J. Simmons enters the game for K. Anderson,65,58
217,2,2:20.0,,L. Aldridge makes free throw 2 of 2,65,59
218,2,2:12.0,K. Towns misses 2-pt jump shot from 3 ft (block by L. Aldridge),,65,59
219,2,2:10.0,,Defensive rebound by M. Ginóbili,65,59
220,2,2:01.0,,Turnover by L. Aldridge (lost ball),65,59
221,2,1:45.0,A. Wiggins misses 2-pt layup from 2 ft,,65,59
222,2,1:43.0,,Defensive rebound by L. Aldridge,65,59
223,2,1:23.0,,K. Leonard makes 2-pt hook shot from 4 ft,65,61
224,2,1:12.0,Personal foul by P. Mills,,65,61
225,2,1:12.0,R. Rubio makes free throw 1 of 2,,66,61
226,2,1:12.0,R. Rubio makes free throw 2 of 2,,67,61
227,2,0:54.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by P. Mills),67,63
228,2,0:42.0,R. Rubio makes 2-pt jump shot from 19 ft,,69,63
229,2,0:30.0,,Shooting foul by A. Wiggins (drawn by K. Leonard),69,63
230,2,0:30.0,,K. Leonard makes free throw 1 of 2,69,64
231,2,0:30.0,,K. Leonard makes free throw 2 of 2,69,65
232,2,0:25.0,K. Towns makes 2-pt hook shot from 4 ft (assist by R. Rubio),,71,65
233,2,0:02.0,,Shooting foul by S. Muhammad (drawn by J. Simmons),71,65
234,2,0:02.0,,J. Simmons makes free throw 1 of 2,71,66
235,2,0:02.0,,D. Green enters the game for M. Ginóbili,71,66
236,2,0:02.0,,J. Simmons makes free throw 2 of 2,71,67
237,3,11:44.0,K. Towns misses 2-pt jump shot from 7 ft,,71,67
238,3,11:40.0,,Defensive rebound by P. Gasol,71,67
239,3,11:24.0,,Shooting foul by K. Towns (drawn by L. Aldridge),71,67
240,3,11:24.0,,L. Aldridge makes free throw 1 of 2,71,68
241,3,11:24.0,,L. Aldridge makes free throw 2 of 2,71,69
242,3,11:15.0,Turnover by K. Towns (offensive goaltending),,71,69
243,3,11:02.0,,L. Aldridge misses 2-pt jump shot from 19 ft,71,69
244,3,10:58.0,Defensive rebound by K. Towns,,71,69
245,3,10:47.0,Turnover by Z. LaVine (bad pass; steal by D. Green),,71,69
246,3,10:37.0,,D. Green misses 2-pt jump shot from 19 ft,71,69
247,3,10:36.0,Defensive rebound by G. Dieng,,71,69
248,3,10:21.0,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Rubio),,73,69
249,3,10:07.0,,Shooting foul by G. Dieng (drawn by D. Green),73,69
250,3,10:07.0,,D. Green makes free throw 1 of 2,73,70
251,3,10:07.0,,D. Green makes free throw 2 of 2,73,71
252,3,9:57.0,G. Dieng misses 2-pt jump shot from 19 ft,,73,71
253,3,9:55.0,,Defensive rebound by D. Green,73,71
254,3,9:46.0,,Turnover by P. Gasol (lost ball; steal by G. Dieng),73,71
255,3,9:41.0,Turnover by R. Rubio (bad pass),,73,71
256,3,9:24.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Leonard),73,73
257,3,9:06.0,K. Towns misses 2-pt hook shot from 7 ft,,73,73
258,3,9:05.0,,Defensive rebound by P. Gasol,73,73
259,3,8:57.0,,T. Parker misses 2-pt jump shot from 17 ft,73,73
260,3,8:55.0,Defensive rebound by Team,,73,73
261,3,8:38.0,Turnover by K. Towns (lost ball; steal by D. Green),,73,73
262,3,8:32.0,,Turnover by K. Leonard (lost ball; steal by R. Rubio),73,73
263,3,8:25.0,G. Dieng misses 2-pt layup from 2 ft (block by D. Green),,73,73
264,3,8:22.0,,Defensive rebound by D. Green,73,73
265,3,8:18.0,,Turnover by D. Green (bad pass; steal by A. Wiggins),73,73
266,3,8:13.0,Turnover by A. Wiggins (bad pass),,73,73
267,3,8:06.0,,L. Aldridge misses 2-pt jump shot from 15 ft,73,73
268,3,8:00.0,Defensive rebound by K. Towns,,73,73
269,3,7:51.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by A. Wiggins),,75,73
270,3,7:51.0,,San Antonio full timeout,75,73
271,3,7:37.0,,D. Green misses 3-pt jump shot from 24 ft,75,73
272,3,7:34.0,,Offensive rebound by L. Aldridge,75,73
273,3,7:33.0,,L. Aldridge makes 2-pt dunk at rim,75,75
274,3,7:12.0,R. Rubio makes 2-pt jump shot from 23 ft,,77,75
275,3,6:48.0,,K. Leonard misses 2-pt jump shot from 16 ft,77,75
276,3,6:47.0,Defensive rebound by K. Towns,,77,75
277,3,6:40.0,Z. LaVine misses 3-pt jump shot from 23 ft,,77,75
278,3,6:39.0,Offensive rebound by Team,,77,75
279,3,6:27.0,A. Wiggins makes 2-pt hook shot from 3 ft (assist by R. Rubio),,79,75
280,3,6:07.0,,D. Green misses 3-pt jump shot from 26 ft,79,75
281,3,6:05.0,Defensive rebound by R. Rubio,,79,75
282,3,6:01.0,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Rubio),,81,75
283,3,5:45.0,,L. Aldridge misses 2-pt jump shot from 13 ft,81,75
284,3,5:43.0,Defensive rebound by K. Towns,,81,75
285,3,5:40.0,Shooting foul by K. Leonard (drawn by A. Wiggins),,81,75
286,3,5:40.0,A. Wiggins misses free throw 1 of 2,,81,75
287,3,5:40.0,Offensive rebound by Team,,81,75
288,3,5:40.0,A. Wiggins misses free throw 2 of 2,,81,75
289,3,5:40.0,,Defensive rebound by L. Aldridge,81,75
290,3,5:30.0,,T. Parker makes 2-pt layup from 3 ft,81,77
291,3,5:16.0,Turnover by K. Towns (lost ball),,81,77
292,3,5:16.0,S. Muhammad enters the game for Z. LaVine,,81,77
293,3,5:03.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Parker),81,79
294,3,4:48.0,K. Towns makes 2-pt jump shot from 21 ft (assist by R. Rubio),,83,79
295,3,4:30.0,,Turnover by T. Parker (bad pass; steal by R. Rubio),83,79
296,3,4:22.0,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),,85,79
297,3,4:08.0,,T. Parker misses 2-pt jump shot from 6 ft,85,79
298,3,4:06.0,Defensive rebound by K. Towns,,85,79
299,3,3:55.0,Personal foul by K. Leonard (drawn by G. Dieng),,85,79
300,3,3:55.0,,P. Mills enters the game for T. Parker,85,79
301,3,3:55.0,,D. Dedmon enters the game for P. Gasol,85,79
302,3,3:55.0,,M. Ginóbili enters the game for D. Green,85,79
303,3,3:47.0,G. Dieng misses 2-pt jump shot from 9 ft,,85,79
304,3,3:47.0,,Defensive rebound by Team,85,79
305,3,3:35.0,,P. Mills misses 3-pt jump shot from 25 ft,85,79
306,3,3:33.0,Defensive rebound by S. Muhammad,,85,79
307,3,3:24.0,Turnover by R. Rubio (bad pass; steal by D. Dedmon),,85,79
308,3,3:18.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by P. Mills),85,81
309,3,3:18.0,Minnesota full timeout,,85,81
310,3,3:18.0,K. Dunn enters the game for R. Rubio,,85,81
311,3,3:10.0,K. Dunn misses 2-pt jump shot from 4 ft,,85,81
312,3,3:09.0,,Defensive rebound by D. Dedmon,85,81
313,3,2:59.0,,D. Dedmon misses 2-pt jump shot from 5 ft (block by G. Dieng),85,81
314,3,2:57.0,Defensive rebound by S. Muhammad,,85,81
315,3,2:38.0,A. Wiggins makes 2-pt jump shot from 20 ft (assist by G. Dieng),,87,81
316,3,2:20.0,,P. Mills misses 2-pt layup from 3 ft (block by G. Dieng),87,81
317,3,2:18.0,Defensive rebound by G. Dieng,,87,81
318,3,2:01.0,K. Towns misses 2-pt hook shot from 6 ft,,87,81
319,3,2:01.0,,Defensive rebound by Team,87,81
320,3,2:01.0,N. Bjelica enters the game for G. Dieng,,87,81
321,3,2:01.0,,D. Lee enters the game for L. Aldridge,87,81
322,3,1:49.0,,Shooting foul by S. Muhammad (drawn by K. Leonard),87,81
323,3,1:49.0,,K. Leonard makes free throw 1 of 2,87,82
324,3,1:49.0,,K. Leonard makes free throw 2 of 2,87,83
325,3,1:40.0,K. Towns makes 3-pt jump shot from 25 ft (assist by K. Dunn),,90,83
326,3,1:18.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Lee),90,86
327,3,1:04.0,A. Wiggins misses 2-pt layup from 2 ft,,90,86
328,3,1:04.0,,Defensive rebound by D. Dedmon,90,86
329,3,0:56.0,,Shooting foul by N. Bjelica (drawn by K. Leonard),90,86
330,3,0:56.0,,K. Leonard makes free throw 1 of 2,90,87
331,3,0:56.0,,K. Leonard makes free throw 2 of 2,90,88
332,3,0:45.0,Turnover by S. Muhammad (bad pass),,90,88
333,3,0:39.0,,K. Leonard makes 3-pt jump shot from 25 ft,90,91
334,3,0:39.0,,Shooting foul by A. Wiggins (drawn by K. Leonard),90,91
335,3,0:39.0,,K. Leonard makes free throw 1 of 1,90,92
336,3,0:23.0,K. Dunn misses 2-pt jump shot from 16 ft,,90,92
337,3,0:21.0,Offensive rebound by Team,,90,92
338,3,0:12.0,Personal foul by K. Leonard (drawn by A. Wiggins),,90,92
339,3,0:12.0,,D. Green enters the game for K. Leonard,90,92
340,3,0:02.0,A. Wiggins misses 2-pt layup from 3 ft,,90,92
341,3,0:00.0,,Defensive rebound by D. Dedmon,90,92
342,4,11:45.0,,P. Mills misses 2-pt jump shot from 19 ft,90,92
343,4,11:43.0,Defensive rebound by N. Bjelica,,90,92
344,4,11:23.0,G. Dieng misses 2-pt jump shot from 10 ft,,90,92
345,4,11:21.0,,Defensive rebound by D. Dedmon,90,92
346,4,11:13.0,,Turnover by M. Ginóbili (bad pass; steal by N. Bjelica),90,92
347,4,11:13.0,Personal foul by M. Ginóbili (drawn by N. Bjelica),,90,92
348,4,10:58.0,S. Muhammad misses 2-pt jump shot from 15 ft,,90,92
349,4,10:56.0,,Defensive rebound by P. Mills,90,92
350,4,10:50.0,,D. Lee makes 2-pt layup from 2 ft (assist by P. Mills),90,94
351,4,10:34.0,Z. LaVine misses 2-pt jump shot from 21 ft,,90,94
352,4,10:33.0,,Defensive rebound by M. Ginóbili,90,94
353,4,10:15.0,,P. Mills makes 2-pt jump shot from 20 ft,90,96
354,4,10:15.0,Minnesota full timeout,,90,96
355,4,10:15.0,K. Towns enters the game for G. Dieng,,90,96
356,4,10:03.0,Personal foul by D. Dedmon (drawn by K. Towns),,90,96
357,4,9:52.0,Turnover by N. Bjelica (lost ball),,90,96
358,4,9:32.0,,D. Green misses 2-pt jump shot from 6 ft (block by N. Bjelica),90,96
359,4,9:29.0,Defensive rebound by K. Towns,,90,96
360,4,9:28.0,Offensive foul by S. Muhammad (drawn by M. Ginóbili),,90,96
361,4,9:28.0,Turnover by S. Muhammad (offensive foul),,90,96
362,4,9:12.0,,D. Lee misses 2-pt layup from 2 ft,90,96
363,4,9:07.0,,Offensive rebound by D. Dedmon,90,96
364,4,9:07.0,,D. Dedmon makes 2-pt layup from 2 ft,90,98
365,4,8:50.0,N. Bjelica makes 2-pt jump shot from 2 ft,,92,98
366,4,8:39.0,,D. Dedmon makes 2-pt dunk at rim (assist by D. Green),92,100
367,4,8:24.0,Personal foul by D. Dedmon (drawn by K. Towns),,92,100
368,4,8:24.0,A. Wiggins enters the game for S. Muhammad,,92,100
369,4,8:24.0,,K. Leonard enters the game for D. Green,92,100
370,4,8:24.0,,J. Simmons enters the game for M. Ginóbili,92,100
371,4,8:15.0,Turnover by K. Towns (bad pass; steal by P. Mills),,92,100
372,4,8:00.0,,P. Mills misses 3-pt jump shot from 25 ft,92,100
373,4,7:59.0,,Offensive rebound by D. Lee,92,100
374,4,7:59.0,,Shooting foul by K. Towns (drawn by D. Lee),92,100
375,4,7:59.0,,D. Lee misses free throw 1 of 2,92,100
376,4,7:59.0,,Offensive rebound by Team,92,100
377,4,7:59.0,,D. Lee makes free throw 2 of 2,92,101
378,4,7:49.0,Personal foul by J. Simmons (drawn by Z. LaVine),,92,101
379,4,7:49.0,,T. Parker enters the game for P. Mills,92,101
380,4,7:49.0,,L. Aldridge enters the game for D. Dedmon,92,101
