,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:42.0,M. Morris misses 2-pt jump shot from 13 ft,,0,0
1,1,11:40.0,Offensive rebound by M. Gortat,,0,0
2,1,11:34.0,J. Wall misses 3-pt jump shot from 25 ft,,0,0
3,1,11:31.0,Offensive rebound by M. Morris,,0,0
4,1,11:31.0,M. Morris misses 2-pt layup at rim,,0,0
5,1,11:30.0,,Defensive rebound by D. Howard,0,0
6,1,11:17.0,,Turnover by D. Howard (bad pass; steal by M. Gortat),0,0
7,1,11:13.0,B. Beal makes 2-pt dunk from 1 ft,,2,0
8,1,10:51.0,,K. Bazemore misses 2-pt jump shot from 16 ft,2,0
9,1,10:49.0,,Offensive rebound by D. Howard,2,0
10,1,10:49.0,,D. Howard makes 2-pt dunk at rim,2,2
11,1,10:33.0,O. Porter misses 2-pt jump shot from 20 ft,,2,2
12,1,10:30.0,,Defensive rebound by D. Howard,2,2
13,1,10:19.0,,K. Korver makes 2-pt jump shot from 19 ft (assist by D. Howard),2,4
14,1,10:03.0,M. Morris makes 2-pt jump shot from 12 ft (assist by B. Beal),,4,4
15,1,9:44.0,,D. Schröder makes 2-pt jump shot from 14 ft,4,6
16,1,9:29.0,B. Beal misses 2-pt jump shot from 18 ft,,4,6
17,1,9:26.0,,Defensive rebound by P. Millsap,4,6
18,1,9:20.0,,P. Millsap misses 2-pt jump shot from 8 ft,4,6
19,1,9:17.0,Defensive rebound by M. Morris,,4,6
20,1,9:06.0,M. Morris makes 2-pt jump shot from 13 ft (assist by J. Wall),,6,6
21,1,8:53.0,,D. Schröder misses 2-pt jump shot from 16 ft,6,6
22,1,8:52.0,,Offensive rebound by D. Howard,6,6
23,1,8:49.0,,K. Bazemore misses 3-pt jump shot from 26 ft,6,6
24,1,8:47.0,Defensive rebound by M. Gortat,,6,6
25,1,8:33.0,M. Morris makes 2-pt jump shot from 20 ft (assist by O. Porter),,8,6
26,1,8:24.0,,Shooting foul by M. Morris (drawn by P. Millsap),8,6
27,1,8:24.0,,P. Millsap makes free throw 1 of 2,8,7
28,1,8:24.0,,P. Millsap makes free throw 2 of 2,8,8
