,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
381,4,3:32.0,,W. Chandler enters the game for D. Arthur,112,100
382,4,3:12.0,J. Wall misses 2-pt jump shot from 18 ft,,112,100
383,4,3:11.0,,Defensive rebound by W. Chandler,112,100
384,4,3:06.0,,Shooting foul by M. Morris (drawn by M. Plumlee),112,100
385,4,3:06.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Murray),112,102
386,4,3:06.0,,M. Plumlee makes free throw 1 of 1,112,103
387,4,2:41.0,O. Porter makes 2-pt layup from 2 ft (assist by M. Morris),,114,103
388,4,2:29.0,,J. Murray misses 2-pt jump shot from 19 ft,114,103
389,4,2:26.0,Defensive rebound by B. Beal,,114,103
390,4,2:21.0,Personal foul by W. Chandler (drawn by M. Gortat),,114,103
391,4,2:21.0,Official timeout,,114,103
392,4,2:08.0,,Flagrant foul type 1 by M. Morris (drawn by M. Plumlee),114,103
393,4,2:08.0,Turnover by M. Morris (offensive foul),,114,103
394,4,2:08.0,Washington full timeout,,114,103
395,4,2:08.0,,M. Plumlee misses flagrant free throw 1 of 2,114,103
396,4,2:08.0,,Offensive rebound by Team,114,103
397,4,2:08.0,B. Bogdanović enters the game for M. Morris,,114,103
398,4,2:08.0,,M. Plumlee makes flagrant free throw 2 of 2,114,104
399,4,1:50.0,,J. Murray makes 2-pt jump shot from 5 ft,114,106
400,4,1:25.0,B. Beal makes 2-pt jump shot from 9 ft (assist by J. Wall),,116,106
401,4,1:16.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Murray),116,108
402,4,0:54.0,O. Porter makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,119,108
403,4,0:54.0,,Denver full timeout,119,108
404,4,0:54.0,K. Oubre enters the game for M. Gortat,,119,108
405,4,0:46.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by G. Harris),119,110
406,4,0:46.0,,Shooting foul by B. Bogdanović (drawn by J. Hernangómez),119,110
407,4,0:46.0,,J. Hernangómez misses free throw 1 of 1,119,110
408,4,0:46.0,M. Gortat enters the game for K. Oubre,,119,110
409,4,0:44.0,Defensive rebound by M. Gortat,,119,110
410,4,0:38.0,Personal foul by M. Plumlee (drawn by J. Wall),,119,110
411,4,0:31.0,Personal foul by J. Hernangómez,,119,110
412,4,0:31.0,J. Wall makes free throw 1 of 2,,120,110
413,4,0:31.0,K. Oubre enters the game for B. Beal,,120,110
414,4,0:31.0,T. Satoranský enters the game for O. Porter,,120,110
415,4,0:31.0,J. Wall makes free throw 2 of 2,,121,110
416,4,0:24.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Murray),121,113
417,4,0:24.0,Personal foul by J. Murray (drawn by J. Wall),,121,113
418,4,0:24.0,J. Wall makes free throw 1 of 2,,122,113
419,4,0:24.0,J. Wall makes free throw 2 of 2,,123,113
420,4,0:18.0,,Turnover by M. Plumlee (bad pass; steal by T. Satoranský),123,113
