,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
0,1,11:40.0,R. Lopez makes 2-pt dunk at rim (assist by J. Butler),,2,0
1,1,11:24.0,,T. Snell misses 2-pt layup from 1 ft (block by R. Lopez),2,0
2,1,11:23.0,,Offensive rebound by T. Maker,2,0
3,1,11:23.0,,T. Maker makes 2-pt layup from 2 ft,2,2
4,1,11:23.0,,Shooting foul by P. Zipser (drawn by T. Maker),2,2
5,1,11:23.0,,T. Maker makes free throw 1 of 1,2,3
6,1,11:07.0,R. Lopez misses 2-pt hook shot from 6 ft,,2,3
7,1,11:06.0,,Defensive rebound by G. Antetokounmpo,2,3
8,1,11:00.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,2,5
9,1,10:42.0,J. Butler makes technical free throw,,3,5
10,1,10:42.0,Def 3 sec tech foul by T. Maker,,3,5
11,1,10:21.0,P. Zipser misses 2-pt jump shot from 7 ft,,3,5
12,1,10:19.0,Offensive rebound by P. Zipser,,3,5
13,1,10:19.0,P. Zipser misses 2-pt layup from 1 ft,,3,5
14,1,10:18.0,Offensive rebound by R. Rondo,,3,5
15,1,10:13.0,N. Mirotić makes 3-pt jump shot from 23 ft,,6,5
16,1,10:00.0,,T. Snell misses 3-pt jump shot from 24 ft,6,5
17,1,9:58.0,Defensive rebound by P. Zipser,,6,5
18,1,9:53.0,Personal foul by T. Maker (drawn by J. Butler),,6,5
19,1,9:41.0,Turnover by R. Rondo (bad pass; steal by T. Snell),,6,5
20,1,9:39.0,,Personal foul by P. Zipser (drawn by G. Antetokounmpo),6,5
21,1,9:39.0,D. Valentine enters the game for P. Zipser,,6,5
22,1,9:30.0,,Shooting foul by D. Valentine (drawn by G. Antetokounmpo),6,5
23,1,9:30.0,,G. Antetokounmpo makes free throw 1 of 2,6,6
24,1,9:30.0,,G. Antetokounmpo makes free throw 2 of 2,6,7
25,1,9:11.0,J. Butler makes 2-pt jump shot from 10 ft,,8,7
26,1,8:54.0,,K. Middleton makes 3-pt jump shot from 26 ft,8,10
27,1,8:30.0,N. Mirotić makes 2-pt jump shot from 11 ft (assist by R. Rondo),,10,10
28,1,8:18.0,,T. Maker misses 2-pt jump shot from 8 ft,10,10
29,1,8:16.0,Defensive rebound by N. Mirotić,,10,10
30,1,8:08.0,D. Valentine misses 2-pt jump shot from 20 ft,,10,10
31,1,8:07.0,Offensive rebound by R. Lopez,,10,10
32,1,8:04.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by D. Valentine),,12,10
33,1,7:47.0,,M. Brogdon makes 2-pt jump shot from 19 ft (assist by G. Antetokounmpo),12,12
34,1,7:29.0,Turnover by R. Rondo (traveling),,12,12
35,1,7:29.0,,G. Monroe enters the game for T. Maker,12,12
36,1,7:14.0,,K. Middleton makes 2-pt jump shot from 14 ft,12,14
37,1,7:00.0,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Butler),,14,14
38,1,6:47.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,14,14
39,1,6:46.0,,Offensive rebound by G. Monroe,14,14
40,1,6:44.0,,G. Monroe misses 2-pt layup from 1 ft,14,14
41,1,6:42.0,Defensive rebound by R. Lopez,,14,14
42,1,6:32.0,J. Butler makes 2-pt jump shot from 16 ft,,16,14
43,1,6:14.0,,G. Antetokounmpo makes 2-pt dunk at rim,16,16
44,1,5:54.0,J. Butler misses 2-pt layup from 1 ft,,16,16
45,1,5:53.0,,Defensive rebound by T. Snell,16,16
46,1,5:49.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Brogdon),16,18
47,1,5:49.0,Chicago full timeout,,16,18
48,1,5:49.0,,J. Terry enters the game for K. Middleton,16,18
49,1,5:30.0,Turnover by J. Butler (bad pass),,16,18
50,1,5:14.0,,T. Snell misses 2-pt layup at rim,16,18
51,1,5:13.0,,Offensive rebound by G. Monroe,16,18
52,1,5:12.0,,G. Monroe makes 2-pt layup from 1 ft,16,20
53,1,4:47.0,Offensive foul by R. Rondo (drawn by M. Brogdon),,16,20
54,1,4:47.0,Turnover by R. Rondo (offensive foul),,16,20
55,1,4:47.0,,M. Dellavedova enters the game for M. Brogdon,16,20
56,1,4:33.0,,G. Monroe misses 2-pt jump shot from 14 ft,16,20
57,1,4:32.0,Defensive rebound by R. Rondo,,16,20
58,1,4:18.0,R. Lopez makes 2-pt jump shot from 21 ft (assist by J. Butler),,18,20
59,1,3:59.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Butler),18,20
60,1,3:46.0,N. Mirotić makes 2-pt layup from 2 ft (assist by R. Lopez),,20,20
61,1,3:35.0,,G. Antetokounmpo makes 2-pt jump shot from 5 ft,20,22
62,1,3:07.0,R. Rondo misses 2-pt layup from 2 ft,,20,22
63,1,3:05.0,,Defensive rebound by G. Antetokounmpo,20,22
64,1,3:00.0,,T. Snell misses 3-pt jump shot from 28 ft,20,22
65,1,2:59.0,Defensive rebound by R. Lopez,,20,22
66,1,2:45.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by J. Butler),,22,22
67,1,2:22.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),22,25
68,1,2:01.0,J. Butler makes 2-pt layup from 1 ft (assist by R. Rondo),,24,25
69,1,1:48.0,,G. Monroe makes 2-pt layup from 1 ft (assist by J. Terry),24,27
70,1,1:36.0,D. Valentine makes 3-pt jump shot from 23 ft (assist by J. Butler),,27,27
71,1,1:12.0,,G. Monroe makes 2-pt hook shot from 4 ft (assist by G. Antetokounmpo),27,29
72,1,1:00.0,R. Lopez misses 2-pt jump shot from 16 ft,,27,29
73,1,0:58.0,,Defensive rebound by G. Antetokounmpo,27,29
74,1,0:56.0,,Personal foul by D. Valentine (drawn by G. Antetokounmpo),27,29
75,1,0:56.0,,Milwaukee full timeout,27,29
76,1,0:56.0,J. Lauvergne enters the game for R. Lopez,,27,29
77,1,0:56.0,M. Carter-Williams enters the game for R. Rondo,,27,29
78,1,0:49.0,,Turnover by M. Dellavedova (lost ball),27,29
79,1,0:34.0,N. Mirotić misses 3-pt jump shot from 24 ft,,27,29
80,1,0:30.0,,Defensive rebound by M. Dellavedova,27,29
81,1,0:27.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),27,31
82,1,0:13.0,Shooting foul by G. Monroe (drawn by J. Butler),,27,31
83,1,0:13.0,J. Butler makes 2-pt layup at rim,,29,31
84,1,0:13.0,J. Butler misses free throw 1 of 1,,29,31
85,1,0:13.0,,Defensive rebound by G. Antetokounmpo,29,31
86,1,0:04.0,,Personal foul by J. Butler (drawn by G. Antetokounmpo),29,31
87,1,0:04.0,,G. Antetokounmpo misses free throw 1 of 2,29,31
88,1,0:04.0,,Offensive rebound by Team,29,31
89,1,0:04.0,,G. Antetokounmpo misses free throw 2 of 2,29,31
90,1,0:04.0,Defensive rebound by J. Lauvergne,,29,31
91,1,0:00.0,D. Valentine misses 3-pt jump shot from 29 ft,,29,31
92,1,0:00.0,Offensive rebound by Team,,29,31
93,2,11:49.0,,G. Monroe makes 2-pt layup from 2 ft (assist by M. Dellavedova),29,33
94,2,11:37.0,Turnover by M. Carter-Williams (offensive foul),,29,33
95,2,11:37.0,Offensive foul by M. Carter-Williams (drawn by M. Dellavedova),,29,33
96,2,11:28.0,,M. Dellavedova misses 2-pt hook shot from 4 ft,29,33
97,2,11:26.0,Defensive rebound by M. Carter-Williams,,29,33
98,2,11:13.0,J. Lauvergne misses 2-pt hook shot from 5 ft,,29,33
99,2,11:12.0,,Defensive rebound by K. Middleton,29,33
100,2,11:03.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by M. Teletović),29,36
101,2,11:03.0,Chicago full timeout,,29,36
102,2,10:50.0,Turnover by D. Valentine (lost ball),,29,36
103,2,10:32.0,,G. Monroe misses 2-pt layup from 1 ft,29,36
104,2,10:30.0,,Offensive rebound by G. Monroe,29,36
105,2,10:29.0,,G. Monroe makes 2-pt layup at rim,29,38
106,2,10:15.0,M. Carter-Williams misses 2-pt layup from 1 ft,,29,38
107,2,10:13.0,Offensive rebound by M. Carter-Williams,,29,38
108,2,10:12.0,M. Carter-Williams misses 2-pt layup from 3 ft,,29,38
109,2,10:10.0,,Defensive rebound by K. Middleton,29,38
110,2,10:07.0,J. Grant enters the game for D. Valentine,,29,38
111,2,9:57.0,,K. Middleton misses 2-pt jump shot from 13 ft,29,38
112,2,9:55.0,Defensive rebound by M. Carter-Williams,,29,38
113,2,9:40.0,M. Carter-Williams makes 2-pt jump shot from 14 ft,,31,38
114,2,9:19.0,,J. Terry makes 2-pt layup at rim,31,40
115,2,9:10.0,B. Portis misses 3-pt jump shot from 28 ft,,31,40
116,2,9:09.0,,Defensive rebound by K. Middleton,31,40
117,2,9:00.0,,M. Teletović makes 3-pt jump shot from 26 ft,31,43
118,2,9:00.0,Chicago full timeout,,31,43
119,2,8:44.0,B. Portis makes 2-pt jump shot from 13 ft (assist by M. Carter-Williams),,33,43
120,2,8:31.0,,G. Monroe misses 2-pt layup from 1 ft,33,43
121,2,8:29.0,,Offensive rebound by M. Teletović,33,43
122,2,8:29.0,,M. Teletović makes 2-pt layup from 1 ft,33,45
123,2,8:08.0,P. Zipser makes 3-pt jump shot from 31 ft (assist by J. Grant),,36,45
