,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MIAMI_ACTION,NEW YORK_SCORE,MIAMI_SCORE
42,1,7:14.0,Offensive rebound by C. Lee,,8,10
43,1,7:05.0,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by J. Noah),,10,10
44,1,6:40.0,,R. McGruder misses 3-pt jump shot from 24 ft,10,10
45,1,6:39.0,,Offensive rebound by R. McGruder,10,10
46,1,6:34.0,,H. Whiteside misses 2-pt jump shot from 16 ft,10,10
47,1,6:33.0,Defensive rebound by K. Porziņģis,,10,10
48,1,6:23.0,C. Anthony misses 3-pt jump shot from 25 ft,,10,10
49,1,6:22.0,,Defensive rebound by J. McRoberts,10,10
50,1,6:11.0,,R. McGruder misses 2-pt jump shot from 8 ft,10,10
51,1,6:10.0,,Offensive rebound by J. McRoberts,10,10
52,1,6:06.0,,Turnover by R. McGruder (lost ball),10,10
53,1,6:06.0,,T. Johnson enters the game for W. Ellington,10,10
54,1,5:49.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,10,10
55,1,5:48.0,,Defensive rebound by G. Dragić,10,10
56,1,5:43.0,,G. Dragić makes 2-pt jump shot from 7 ft,10,12
57,1,5:34.0,C. Anthony misses 3-pt jump shot from 25 ft,,10,12
58,1,5:33.0,,Defensive rebound by H. Whiteside,10,12
59,1,5:20.0,,R. McGruder misses 2-pt layup from 2 ft (block by C. Anthony),10,12
60,1,5:19.0,Defensive rebound by J. Noah,,10,12
61,1,5:01.0,D. Rose makes 2-pt jump shot from 18 ft,,12,12
62,1,4:40.0,,G. Dragić misses 2-pt jump shot from 18 ft,12,12
63,1,4:39.0,Defensive rebound by K. Porziņģis,,12,12
64,1,4:34.0,New York full timeout,,12,12
65,1,4:34.0,K. O'Quinn enters the game for J. Noah,,12,12
66,1,4:18.0,D. Rose misses 2-pt jump shot from 14 ft,,12,12
67,1,4:17.0,Offensive rebound by D. Rose,,12,12
68,1,4:15.0,D. Rose makes 2-pt layup from 2 ft,,14,12
69,1,3:56.0,,Turnover by G. Dragić (bad pass; steal by D. Rose),14,12
70,1,3:50.0,C. Anthony makes 2-pt layup from 2 ft (assist by D. Rose),,16,12
71,1,3:50.0,,Miami full timeout,16,12
72,1,3:50.0,M. Kuzminskas enters the game for K. Porziņģis,,16,12
73,1,3:27.0,,H. Whiteside makes 2-pt jump shot from 12 ft,16,14
74,1,3:06.0,C. Anthony misses 2-pt jump shot from 11 ft,,16,14
75,1,3:05.0,Offensive rebound by K. O'Quinn,,16,14
76,1,2:56.0,M. Kuzminskas misses 2-pt layup from 1 ft,,16,14
77,1,2:55.0,,Defensive rebound by J. McRoberts,16,14
78,1,2:42.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by T. Johnson),16,17
79,1,2:27.0,D. Rose makes 2-pt jump shot from 12 ft,,18,17
80,1,2:11.0,,T. Johnson misses 2-pt jump shot from 8 ft,18,17
81,1,2:10.0,Defensive rebound by C. Lee,,18,17
82,1,2:00.0,Turnover by D. Rose (bad pass; steal by R. McGruder),,18,17
83,1,1:56.0,,G. Dragić makes 2-pt layup from 2 ft (assist by R. McGruder),18,19
84,1,1:41.0,Shooting foul by J. McRoberts (drawn by C. Anthony),,18,19
85,1,1:41.0,C. Anthony makes free throw 1 of 2,,19,19
86,1,1:41.0,J. Holiday enters the game for C. Lee,,19,19
87,1,1:41.0,,D. Williams enters the game for J. McRoberts,19,19
88,1,1:41.0,,W. Ellington enters the game for R. McGruder,19,19
89,1,1:41.0,C. Anthony makes free throw 2 of 2,,20,19
90,1,1:31.0,,H. Whiteside misses 2-pt jump shot from 5 ft (block by K. O'Quinn),20,19
91,1,1:30.0,Defensive rebound by J. Holiday,,20,19
92,1,1:19.0,M. Kuzminskas misses 3-pt jump shot from 27 ft,,20,19
93,1,1:18.0,,Defensive rebound by T. Johnson,20,19
94,1,1:13.0,,W. Ellington misses 3-pt jump shot from 25 ft,20,19
95,1,1:12.0,,Offensive rebound by G. Dragić,20,19
96,1,1:05.0,,G. Dragić misses 2-pt layup from 3 ft,20,19
97,1,1:04.0,,Offensive rebound by T. Johnson,20,19
98,1,1:00.0,,T. Johnson makes 3-pt jump shot from 26 ft,20,22
99,1,0:53.0,C. Anthony makes 2-pt dunk at rim (assist by K. O'Quinn),,22,22
100,1,0:46.0,,H. Whiteside misses 2-pt dunk from 2 ft,22,22
101,1,0:45.0,Defensive rebound by C. Anthony,,22,22
102,1,0:44.0,Turnover by C. Anthony (bad pass; steal by T. Johnson),,22,22
103,1,0:39.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by W. Ellington),22,25
104,1,0:28.0,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by J. Holiday),,24,25
105,1,0:10.0,,W. Ellington misses 3-pt jump shot from 26 ft,24,25
106,1,0:09.0,Defensive rebound by M. Kuzminskas,,24,25
107,1,0:04.0,K. O'Quinn makes 2-pt layup from 3 ft (assist by M. Kuzminskas),,26,25
108,2,11:42.0,,W. Reed misses 2-pt layup from 2 ft (block by K. O'Quinn),26,25
109,2,11:41.0,Defensive rebound by M. Kuzminskas,,26,25
110,2,11:33.0,Turnover by K. O'Quinn (lost ball; steal by G. Dragić),,26,25
111,2,11:29.0,,W. Reed makes 2-pt dunk at rim (assist by G. Dragić),26,27
112,2,11:12.0,Turnover by B. Jennings (bad pass; steal by W. Ellington),,26,27
113,2,11:09.0,,W. Ellington makes 2-pt layup from 2 ft,26,29
114,2,10:45.0,L. Thomas makes 2-pt jump shot from 13 ft,,28,29
115,2,10:30.0,,Turnover by G. Dragić (bad pass),28,29
116,2,10:30.0,,R. McGruder enters the game for G. Dragić,28,29
117,2,10:17.0,M. Kuzminskas misses 3-pt jump shot from 24 ft,,28,29
118,2,10:16.0,,Defensive rebound by D. Williams,28,29
119,2,10:10.0,,Shooting foul by J. Holiday (drawn by D. Williams),28,29
120,2,10:10.0,,D. Williams makes free throw 1 of 2,28,30
121,2,10:10.0,,D. Williams makes free throw 2 of 2,28,31
122,2,9:49.0,Turnover by Team (back court),,28,31
123,2,9:37.0,,Shooting foul by K. O'Quinn (drawn by W. Reed),28,31
124,2,9:37.0,,W. Reed makes free throw 1 of 2,28,32
125,2,9:37.0,K. Porziņģis enters the game for K. O'Quinn,,28,32
126,2,9:37.0,,W. Reed makes free throw 2 of 2,28,33
127,2,9:19.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,28,33
128,2,9:18.0,,Defensive rebound by D. Williams,28,33
129,2,9:06.0,,Turnover by T. Johnson (lost ball; steal by J. Holiday),28,33
130,2,9:03.0,Shooting foul by D. Williams (drawn by K. Porziņģis),,28,33
131,2,9:03.0,K. Porziņģis misses free throw 1 of 2,,28,33
132,2,9:03.0,Offensive rebound by Team,,28,33
133,2,9:03.0,K. Porziņģis makes free throw 2 of 2,,29,33
134,2,8:50.0,,T. Johnson makes 2-pt jump shot from 19 ft,29,35
135,2,8:38.0,B. Jennings misses 3-pt jump shot from 25 ft,,29,35
136,2,8:37.0,,Defensive rebound by R. McGruder,29,35
137,2,8:29.0,,Turnover by D. Williams (lost ball; steal by J. Holiday),29,35
138,2,8:23.0,M. Kuzminskas makes 2-pt layup from 1 ft (assist by B. Jennings),,31,35
139,2,8:06.0,,T. Johnson misses 2-pt jump shot from 9 ft (block by K. Porziņģis),31,35
140,2,8:05.0,,Offensive rebound by W. Reed,31,35
141,2,8:04.0,,Shooting foul by K. Porziņģis (drawn by W. Reed),31,35
142,2,8:04.0,Official timeout,,31,35
143,2,8:04.0,,W. Reed misses free throw 1 of 2,31,35
144,2,8:04.0,,Offensive rebound by Team,31,35
145,2,8:04.0,,W. Reed misses free throw 2 of 2,31,35
146,2,8:03.0,Defensive rebound by J. Holiday,,31,35
147,2,7:54.0,M. Kuzminskas misses 3-pt jump shot from 25 ft,,31,35
148,2,7:53.0,Offensive rebound by K. Porziņģis,,31,35
149,2,7:47.0,Turnover by B. Jennings (bad pass; steal by T. Johnson),,31,35
150,2,7:34.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. McGruder),31,38
151,2,7:14.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,31,38
152,2,7:13.0,,Defensive rebound by D. Williams,31,38
153,2,7:04.0,,W. Ellington misses 2-pt jump shot from 19 ft,31,38
154,2,7:03.0,Defensive rebound by L. Thomas,,31,38
155,2,6:56.0,J. Holiday misses 3-pt jump shot from 25 ft,,31,38
156,2,6:55.0,Offensive rebound by M. Kuzminskas,,31,38
157,2,6:54.0,Turnover by M. Kuzminskas (traveling),,31,38
158,2,6:54.0,W. Hernangómez enters the game for M. Kuzminskas,,31,38
159,2,6:54.0,D. Rose enters the game for L. Thomas,,31,38
160,2,6:41.0,,D. Williams misses 2-pt jump shot from 9 ft,31,38
161,2,6:40.0,Defensive rebound by W. Hernangómez,,31,38
162,2,6:35.0,Shooting foul by D. Williams (drawn by B. Jennings),,31,38
163,2,6:35.0,B. Jennings misses free throw 1 of 2,,31,38
164,2,6:35.0,Offensive rebound by Team,,31,38
165,2,6:35.0,,H. Whiteside enters the game for W. Reed,31,38
166,2,6:35.0,B. Jennings makes free throw 2 of 2,,32,38
167,2,6:25.0,,T. Johnson misses 2-pt layup from 3 ft (block by W. Hernangómez),32,38
168,2,6:24.0,,Offensive rebound by H. Whiteside,32,38
169,2,6:23.0,,H. Whiteside makes 2-pt dunk at rim,32,40
170,2,6:23.0,,Shooting foul by J. Holiday (drawn by H. Whiteside),32,40
171,2,6:23.0,,H. Whiteside misses free throw 1 of 1,32,40
172,2,6:22.0,Defensive rebound by K. Porziņģis,,32,40
173,2,6:06.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,32,40
174,2,6:05.0,,Defensive rebound by H. Whiteside,32,40
175,2,5:58.0,,Shooting foul by K. Porziņģis (drawn by D. Williams),32,40
176,2,5:58.0,,Miami full timeout,32,40
177,2,5:58.0,,D. Williams makes free throw 1 of 2,32,41
178,2,5:58.0,C. Anthony enters the game for J. Holiday,,32,40
179,2,5:58.0,C. Lee enters the game for B. Jennings,,32,40
180,2,5:58.0,,G. Dragić enters the game for R. McGruder,32,40
181,2,5:58.0,,D. Williams misses free throw 2 of 2,32,41
182,2,5:57.0,Defensive rebound by W. Hernangómez,,32,41
183,2,5:36.0,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by C. Lee),,34,41
184,2,5:22.0,,D. Williams makes 2-pt layup from 2 ft (assist by G. Dragić),34,43
185,2,5:12.0,Shooting foul by T. Johnson (drawn by C. Anthony),,34,43
186,2,5:12.0,C. Anthony makes free throw 1 of 2,,35,43
187,2,5:12.0,C. Anthony makes free throw 2 of 2,,36,43
188,2,4:54.0,,H. Whiteside misses 2-pt layup from 4 ft,36,43
189,2,4:53.0,Defensive rebound by D. Rose,,36,43
190,2,4:48.0,C. Anthony misses 3-pt jump shot from 24 ft,,36,43
191,2,4:47.0,Offensive rebound by Team,,36,43
192,2,4:46.0,,Loose ball foul by D. Williams (drawn by W. Hernangómez),36,43
193,2,4:46.0,,R. McGruder enters the game for D. Williams,36,43
194,2,4:46.0,,J. McRoberts enters the game for W. Ellington,36,43
195,2,4:35.0,D. Rose makes 2-pt jump shot from 12 ft,,38,43
196,2,4:12.0,,H. Whiteside makes 2-pt jump shot from 4 ft,38,45
197,2,3:57.0,D. Rose misses 3-pt jump shot from 26 ft,,38,45
198,2,3:56.0,,Defensive rebound by H. Whiteside,38,45
199,2,3:44.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by J. McRoberts),38,47
200,2,3:31.0,Shooting foul by R. McGruder (drawn by C. Anthony),,38,47
201,2,3:31.0,C. Anthony makes free throw 1 of 2,,39,47
202,2,3:31.0,C. Anthony misses free throw 2 of 2,,39,47
203,2,3:31.0,J. Noah enters the game for W. Hernangómez,,39,47
204,2,3:30.0,Offensive rebound by J. Noah,,39,47
205,2,3:29.0,J. Noah makes 2-pt layup from 1 ft,,41,47
206,2,3:29.0,Violation by Team (jump ball),,41,47
207,2,3:15.0,,H. Whiteside makes 2-pt jump shot from 17 ft (assist by J. McRoberts),41,49
208,2,2:54.0,New York full timeout,,41,49
209,2,2:46.0,C. Lee misses 2-pt jump shot from 6 ft,,41,49
210,2,2:45.0,Offensive rebound by J. Noah,,41,49
211,2,2:44.0,J. Noah makes 2-pt layup from 1 ft,,43,49
212,2,2:23.0,,R. McGruder misses 2-pt jump shot from 18 ft,43,49
213,2,2:22.0,Defensive rebound by J. Noah,,43,49
214,2,2:12.0,D. Rose misses 2-pt jump shot from 7 ft,,43,49
215,2,2:11.0,Offensive rebound by J. Noah,,43,49
216,2,2:10.0,J. Noah makes 2-pt layup at rim,,45,49
217,2,1:43.0,,H. Whiteside makes 2-pt jump shot from 4 ft,45,51
218,2,1:27.0,Personal foul by J. McRoberts (drawn by K. Porziņģis),,45,51
219,2,1:27.0,K. Porziņģis makes free throw 1 of 2,,46,51
220,2,1:27.0,K. Porziņģis misses free throw 2 of 2,,46,51
221,2,1:27.0,,U. Haslem enters the game for J. McRoberts,46,51
222,2,1:26.0,,Defensive rebound by H. Whiteside,46,51
223,2,1:09.0,,Shooting foul by J. Noah (drawn by U. Haslem),46,51
224,2,1:09.0,,U. Haslem makes free throw 1 of 2,46,52
225,2,1:09.0,,U. Haslem misses free throw 2 of 2,46,52
226,2,1:08.0,Defensive rebound by K. Porziņģis,,46,52
227,2,0:54.0,C. Anthony makes 2-pt jump shot from 13 ft,,48,52
228,2,0:37.0,,T. Johnson misses 3-pt jump shot from 25 ft,48,52
229,2,0:36.0,Defensive rebound by C. Anthony,,48,52
230,2,0:31.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by D. Rose),,51,52
231,2,0:18.0,,G. Dragić makes 2-pt jump shot from 16 ft,51,54
232,2,0:00.0,C. Anthony makes 2-pt jump shot from 16 ft,,53,54
233,3,11:46.0,,J. McRoberts misses 2-pt jump shot from 18 ft,53,54
234,3,11:45.0,,Offensive rebound by Team,53,54
235,3,11:44.0,Loose ball foul by J. Noah (drawn by H. Whiteside),,53,54
236,3,11:34.0,,H. Whiteside misses 2-pt hook shot from 7 ft,53,54
237,3,11:33.0,Defensive rebound by J. Noah,,53,54
238,3,11:19.0,Personal foul by W. Ellington (drawn by J. Noah),,53,54
239,3,11:19.0,Personal foul by R. McGruder (drawn by C. Anthony),,53,54
240,3,11:03.0,C. Anthony misses 3-pt jump shot from 24 ft,,53,54
241,3,11:02.0,,Defensive rebound by G. Dragić,53,54
242,3,10:55.0,,G. Dragić misses 2-pt jump shot from 11 ft,53,54
243,3,10:54.0,,Offensive rebound by Team,53,54
244,3,10:54.0,Loose ball foul by J. Noah (drawn by H. Whiteside),,53,54
245,3,10:38.0,,W. Ellington misses 2-pt jump shot from 19 ft,53,54
246,3,10:37.0,Defensive rebound by C. Lee,,53,54
247,3,10:29.0,Turnover by C. Lee (bad pass),,53,54
248,3,10:19.0,,R. McGruder misses 2-pt jump shot from 7 ft,53,54
249,3,10:18.0,,Offensive rebound by R. McGruder,53,54
250,3,10:17.0,,R. McGruder misses 2-pt layup from 1 ft,53,54
251,3,10:16.0,Defensive rebound by Team,,53,54
252,3,10:04.0,D. Rose misses 2-pt layup from 2 ft,,53,54
253,3,10:03.0,Offensive rebound by J. Noah,,53,54
254,3,10:02.0,J. Noah makes 2-pt layup from 1 ft,,55,54
255,3,9:44.0,,J. McRoberts misses 2-pt jump shot from 12 ft,55,54
256,3,9:43.0,Defensive rebound by C. Lee,,55,54
257,3,9:34.0,Turnover by C. Lee (lost ball; steal by H. Whiteside),,55,54
258,3,9:29.0,,G. Dragić makes 2-pt layup from 2 ft (assist by H. Whiteside),55,56
259,3,9:14.0,C. Anthony misses 2-pt jump shot from 20 ft,,55,56
260,3,9:13.0,Offensive rebound by J. Noah,,55,56
261,3,9:10.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by J. Noah),,57,56
262,3,8:46.0,,H. Whiteside misses 2-pt jump shot from 16 ft,57,56
263,3,8:44.0,Defensive rebound by K. Porziņģis,,57,56
264,3,8:30.0,K. Porziņģis misses 2-pt jump shot from 21 ft,,57,56
265,3,8:29.0,,Defensive rebound by Team,57,56
266,3,8:28.0,Loose ball foul by J. Noah (drawn by H. Whiteside),,57,56
267,3,8:28.0,K. O'Quinn enters the game for J. Noah,,57,56
268,3,8:18.0,,Turnover by G. Dragić (lost ball; steal by D. Rose),57,56
269,3,8:13.0,C. Lee makes 2-pt layup from 2 ft (assist by D. Rose),,59,56
270,3,7:54.0,,Shooting foul by K. Porziņģis (drawn by H. Whiteside),59,56
271,3,7:54.0,,H. Whiteside misses free throw 1 of 2,59,56
272,3,7:54.0,,Offensive rebound by Team,59,56
273,3,7:54.0,,H. Whiteside misses free throw 2 of 2,59,56
274,3,7:53.0,Defensive rebound by K. Porziņģis,,59,56
275,3,7:34.0,D. Rose misses 2-pt layup from 2 ft,,59,56
276,3,7:33.0,,Defensive rebound by H. Whiteside,59,56
277,3,7:20.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by R. McGruder),59,59
278,3,7:02.0,K. O'Quinn makes 2-pt jump shot from 18 ft,,61,59
279,3,6:44.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. McRoberts),61,62
280,3,6:21.0,C. Anthony makes 2-pt jump shot from 12 ft,,63,62
281,3,5:59.0,,Shooting foul by C. Anthony (drawn by J. McRoberts),63,62
282,3,5:59.0,,Miami full timeout,63,62
283,3,5:59.0,,J. McRoberts makes free throw 1 of 2,63,63
284,3,5:59.0,B. Jennings enters the game for D. Rose,,63,62
285,3,5:59.0,,T. Johnson enters the game for W. Ellington,63,62
286,3,5:59.0,,J. McRoberts makes free throw 2 of 2,63,64
287,3,5:43.0,C. Anthony misses 2-pt jump shot from 14 ft,,63,64
288,3,5:42.0,,Defensive rebound by J. McRoberts,63,64
289,3,5:30.0,,G. Dragić misses 2-pt jump shot from 11 ft,63,64
290,3,5:29.0,Defensive rebound by Team,,63,64
291,3,5:28.0,,Loose ball foul by H. Whiteside (drawn by K. O'Quinn),63,64
292,3,5:19.0,C. Lee misses 2-pt jump shot from 12 ft,,63,64
293,3,5:18.0,Offensive rebound by Team,,63,64
294,3,5:06.0,B. Jennings misses 2-pt jump shot from 19 ft,,63,64
295,3,5:05.0,,Defensive rebound by H. Whiteside,63,64
296,3,5:00.0,,Turnover by G. Dragić (lost ball; steal by B. Jennings),63,64
297,3,4:55.0,K. Porziņģis misses 2-pt layup from 1 ft,,63,64
298,3,4:54.0,Offensive rebound by C. Anthony,,63,64
299,3,4:52.0,C. Anthony makes 2-pt layup from 2 ft,,65,64
300,3,4:26.0,,H. Whiteside misses 2-pt hook shot from 10 ft,65,64
301,3,4:25.0,Defensive rebound by C. Anthony,,65,64
302,3,4:22.0,Turnover by B. Jennings (lost ball; steal by G. Dragić),,65,64
303,3,4:21.0,,Personal foul by K. Porziņģis (drawn by G. Dragić),65,64
304,3,4:21.0,,G. Dragić makes free throw 1 of 2,65,65
305,3,4:21.0,,G. Dragić misses free throw 2 of 2,65,65
306,3,4:21.0,L. Thomas enters the game for K. Porziņģis,,65,65
307,3,4:20.0,Defensive rebound by L. Thomas,,65,65
308,3,3:59.0,L. Thomas makes 3-pt jump shot from 25 ft (assist by B. Jennings),,68,65
309,3,3:45.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by G. Dragić),68,67
310,3,3:45.0,,Shooting foul by L. Thomas (drawn by H. Whiteside),68,67
311,3,3:45.0,,D. Williams enters the game for J. McRoberts,68,67
312,3,3:45.0,,H. Whiteside makes free throw 1 of 1,68,68
313,3,3:26.0,C. Lee makes 3-pt jump shot from 24 ft (assist by C. Anthony),,71,68
314,3,3:09.0,,Personal foul by C. Lee (drawn by H. Whiteside),71,68
315,3,3:09.0,,H. Whiteside misses free throw 1 of 2,71,68
316,3,3:09.0,,Offensive rebound by Team,71,68
317,3,3:09.0,,H. Whiteside misses free throw 2 of 2,71,68
318,3,3:08.0,Defensive rebound by C. Lee,,71,68
319,3,2:52.0,C. Anthony misses 2-pt jump shot from 16 ft,,71,68
320,3,2:51.0,Offensive rebound by Team,,71,68
321,3,2:50.0,,Loose ball foul by H. Whiteside (drawn by K. O'Quinn),71,68
322,3,2:50.0,New York full timeout,,71,68
323,3,2:38.0,C. Anthony makes 2-pt jump shot from 8 ft,,73,68
324,3,2:38.0,Shooting block foul by D. Williams (drawn by C. Anthony),,73,68
325,3,2:38.0,C. Anthony makes free throw 1 of 1,,74,68
326,3,2:17.0,,D. Williams misses 3-pt jump shot from 25 ft,74,68
327,3,2:16.0,Defensive rebound by Team,,74,68
328,3,2:05.0,C. Lee misses 2-pt layup from 1 ft,,74,68
329,3,2:03.0,Offensive rebound by K. O'Quinn,,74,68
330,3,2:02.0,K. O'Quinn makes 2-pt dunk at rim,,76,68
331,3,1:49.0,,G. Dragić misses 2-pt jump shot from 17 ft,76,68
332,3,1:48.0,,Offensive rebound by H. Whiteside,76,68
333,3,1:47.0,,H. Whiteside makes 2-pt dunk at rim,76,70
334,3,1:47.0,,Shooting foul by K. O'Quinn (drawn by H. Whiteside),76,70
335,3,1:47.0,,H. Whiteside misses free throw 1 of 1,76,70
336,3,1:47.0,,W. Ellington enters the game for R. McGruder,76,70
337,3,1:47.0,J. Holiday enters the game for C. Lee,,76,70
338,3,1:46.0,Defensive rebound by K. O'Quinn,,76,70
339,3,1:35.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by B. Jennings),,79,70
340,3,1:08.0,,H. Whiteside makes 2-pt jump shot from 16 ft,79,72
341,3,0:50.0,C. Anthony makes 3-pt jump shot from 25 ft,,82,72
342,3,0:39.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),82,75
343,3,0:27.0,C. Anthony misses 3-pt jump shot from 24 ft,,82,75
344,3,0:26.0,,Defensive rebound by G. Dragić,82,75
345,3,0:07.0,,Shooting foul by K. O'Quinn (drawn by G. Dragić),82,75
346,3,0:07.0,,G. Dragić makes free throw 1 of 2,82,76
347,3,0:07.0,,U. Haslem enters the game for D. Williams,82,76
348,3,0:07.0,,G. Dragić makes free throw 2 of 2,82,77
349,3,0:00.0,B. Jennings makes 2-pt layup from 1 ft,,84,77
350,4,11:44.0,C. Anthony makes 2-pt jump shot from 20 ft,,86,77
351,4,11:24.0,,R. McGruder misses 3-pt jump shot from 25 ft,86,77
352,4,11:23.0,Defensive rebound by K. O'Quinn,,86,77
353,4,11:11.0,C. Anthony misses 2-pt jump shot from 19 ft,,86,77
354,4,11:10.0,Offensive rebound by Team,,86,77
355,4,10:58.0,L. Thomas makes 2-pt jump shot from 14 ft,,88,77
356,4,10:41.0,,T. Johnson misses 2-pt jump shot from 9 ft,88,77
357,4,10:40.0,Defensive rebound by Team,,88,77
358,4,10:40.0,K. Porziņģis enters the game for C. Anthony,,88,77
359,4,10:29.0,B. Jennings misses 3-pt jump shot from 25 ft,,88,77
360,4,10:28.0,,Defensive rebound by T. Johnson,88,77
361,4,10:19.0,,H. Whiteside misses 2-pt jump shot from 16 ft,88,77
362,4,10:18.0,Defensive rebound by L. Thomas,,88,77
363,4,10:01.0,K. Porziņģis makes 2-pt layup from 2 ft,,90,77
364,4,10:01.0,,Miami full timeout,90,77
365,4,10:01.0,,G. Dragić enters the game for H. Whiteside,90,77
366,4,10:01.0,,W. Reed enters the game for R. McGruder,90,77
367,4,10:01.0,,D. Williams enters the game for U. Haslem,90,77
368,4,9:46.0,,G. Dragić makes 2-pt jump shot from 16 ft,90,79
369,4,9:22.0,L. Thomas misses 2-pt jump shot from 8 ft,,90,79
370,4,9:21.0,Offensive rebound by K. O'Quinn,,90,79
371,4,9:07.0,Turnover by B. Jennings (lost ball; steal by D. Williams),,90,79
372,4,9:00.0,,G. Dragić makes 2-pt jump shot from 18 ft (assist by W. Ellington),90,81
373,4,8:47.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by B. Jennings),,93,81
374,4,8:30.0,,D. Williams misses 2-pt hook shot from 1 ft,93,81
375,4,8:29.0,,Offensive rebound by W. Reed,93,81
376,4,8:23.0,,W. Reed misses 2-pt hook shot from 2 ft,93,81
377,4,8:22.0,Defensive rebound by B. Jennings,,93,81
378,4,8:17.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,93,81
379,4,8:16.0,,Defensive rebound by W. Ellington,93,81
380,4,8:05.0,,D. Williams misses 3-pt jump shot from 25 ft,93,81
381,4,8:04.0,Defensive rebound by K. Porziņģis,,93,81
382,4,7:50.0,L. Thomas makes 2-pt jump shot from 18 ft (assist by B. Jennings),,95,81
