,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
0,1,11:35.0,,J. Valančiūnas misses 2-pt layup from 2 ft,0,0
1,1,11:35.0,,Offensive rebound by P. Patterson,0,0
2,1,11:32.0,,P. Patterson misses 2-pt layup from 2 ft,0,0
3,1,11:32.0,Defensive rebound by E. Payton,,0,0
4,1,11:27.0,E. Payton makes 2-pt layup from 2 ft,,2,0
5,1,11:16.0,,Personal foul by N. Vučević (drawn by J. Valančiūnas),2,0
6,1,11:10.0,,J. Valančiūnas makes 2-pt jump shot from 16 ft,2,2
7,1,10:55.0,A. Gordon misses 2-pt jump shot from 4 ft,,2,2
8,1,10:50.0,Offensive rebound by A. Gordon,,2,2
9,1,10:50.0,A. Gordon makes 2-pt layup from 1 ft,,4,2
10,1,10:45.0,,D. Carroll makes 2-pt layup from 2 ft (assist by K. Lowry),4,4
11,1,10:39.0,E. Payton misses 2-pt layup from 1 ft,,4,4
12,1,10:39.0,,Defensive rebound by P. Patterson,4,4
13,1,10:32.0,,K. Lowry makes 2-pt layup at rim,4,6
14,1,10:13.0,N. Vučević makes 2-pt jump shot from 14 ft,,6,6
15,1,9:54.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),6,8
16,1,9:41.0,N. Vučević makes 2-pt jump shot from 19 ft,,8,8
17,1,9:33.0,,Turnover by K. Lowry (bad pass; steal by C. Watson),8,8
18,1,9:26.0,C. Watson makes 2-pt jump shot from 21 ft (assist by E. Payton),,10,8
19,1,9:07.0,,Shooting foul by A. Gordon (drawn by D. DeRozan),10,8
20,1,9:07.0,,D. DeRozan makes free throw 1 of 2,10,9
21,1,9:07.0,,D. DeRozan misses free throw 2 of 2,10,9
22,1,9:07.0,Defensive rebound by N. Vučević,,10,9
23,1,8:58.0,S. Ibaka misses 3-pt jump shot from 25 ft,,10,9
24,1,8:58.0,,Defensive rebound by J. Valančiūnas,10,9
25,1,8:48.0,,D. Carroll misses 3-pt jump shot from 23 ft,10,9
26,1,8:47.0,,Offensive rebound by P. Patterson,10,9
27,1,8:33.0,,D. Carroll makes 2-pt layup from 3 ft (assist by D. DeRozan),10,11
28,1,8:33.0,Orlando full timeout,,10,11
29,1,8:13.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Payton),,12,11
30,1,7:48.0,,J. Valančiūnas makes 2-pt jump shot from 11 ft,12,13
31,1,7:28.0,E. Payton misses 2-pt jump shot from 12 ft,,12,13
32,1,7:28.0,Offensive rebound by N. Vučević,,12,13
33,1,7:25.0,N. Vučević misses 2-pt layup from 4 ft,,12,13
34,1,7:25.0,Offensive rebound by S. Ibaka,,12,13
35,1,7:22.0,S. Ibaka makes 2-pt layup from 2 ft,,14,13
36,1,7:12.0,,K. Lowry makes 2-pt jump shot from 15 ft,14,15
37,1,6:56.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by C. Watson),,16,15
38,1,6:37.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),16,18
39,1,6:20.0,S. Ibaka misses 2-pt jump shot from 20 ft,,16,18
40,1,6:20.0,,Defensive rebound by K. Lowry,16,18
41,1,6:13.0,,D. Carroll misses 3-pt jump shot from 25 ft,16,18
42,1,6:12.0,Defensive rebound by Team,,16,18
43,1,6:05.0,Personal foul by J. Valančiūnas (drawn by N. Vučević),,16,18
44,1,5:57.0,N. Vučević misses 2-pt jump shot from 15 ft,,16,18
45,1,5:56.0,,Defensive rebound by D. DeRozan,16,18
46,1,5:30.0,,Turnover by Team (shot clock),16,18
47,1,5:12.0,A. Gordon misses 3-pt jump shot from 25 ft,,16,18
48,1,5:12.0,,Defensive rebound by P. Patterson,16,18
49,1,5:02.0,,D. DeRozan misses 2-pt jump shot from 11 ft,16,18
50,1,5:02.0,,Offensive rebound by D. DeRozan,16,18
51,1,4:58.0,,Shooting foul by A. Gordon (drawn by P. Patterson),16,18
52,1,4:58.0,,P. Patterson makes free throw 1 of 2,16,19
53,1,4:58.0,,C. Joseph enters the game for K. Lowry,16,19
54,1,4:58.0,J. Green enters the game for A. Gordon,,16,19
55,1,4:58.0,,P. Patterson makes free throw 2 of 2,16,20
56,1,4:41.0,E. Payton misses 3-pt jump shot from 26 ft,,16,20
57,1,4:40.0,,Defensive rebound by D. Carroll,16,20
58,1,4:24.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),16,23
59,1,4:06.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),,19,23
60,1,3:49.0,,Turnover by J. Valančiūnas (3 sec),19,23
61,1,3:49.0,D. Augustin enters the game for C. Watson,,19,23
62,1,3:49.0,,P. Siakam enters the game for P. Patterson,19,23
63,1,3:41.0,E. Payton makes 2-pt layup from 2 ft,,21,23
64,1,3:28.0,,D. Carroll misses 3-pt jump shot from 23 ft,21,23
65,1,3:27.0,Defensive rebound by N. Vučević,,21,23
66,1,3:21.0,Turnover by D. Augustin (bad pass; steal by D. Carroll),,21,23
67,1,3:16.0,,Turnover by D. Carroll (traveling),21,23
68,1,3:16.0,D. Rudež enters the game for S. Ibaka,,21,23
69,1,2:56.0,J. Green makes 2-pt jump shot from 19 ft,,23,23
70,1,2:50.0,,Toronto full timeout,23,23
71,1,2:50.0,,T. Ross enters the game for D. Carroll,23,23
72,1,2:50.0,,L. Nogueira enters the game for J. Valančiūnas,23,23
73,1,2:35.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. DeRozan),23,26
74,1,2:19.0,D. Augustin makes 2-pt layup from 2 ft,,25,26
75,1,1:56.0,,P. Siakam makes 2-pt layup from 2 ft (assist by D. DeRozan),25,28
76,1,1:38.0,N. Vučević misses 2-pt jump shot from 3 ft (block by P. Siakam),,25,28
77,1,1:37.0,,Defensive rebound by D. DeRozan,25,28
78,1,1:26.0,,D. DeRozan makes 2-pt jump shot from 20 ft,25,30
79,1,1:25.0,Orlando full timeout,,25,30
80,1,1:25.0,,K. Lowry enters the game for D. DeRozan,25,30
81,1,1:25.0,B. Biyombo enters the game for N. Vučević,,25,30
82,1,1:08.0,B. Biyombo misses 2-pt jump shot from 3 ft (block by L. Nogueira),,25,30
83,1,1:07.0,,Defensive rebound by K. Lowry,25,30
84,1,1:00.0,,T. Ross misses 3-pt jump shot from 24 ft,25,30
85,1,1:00.0,,Offensive rebound by K. Lowry,25,30
86,1,0:59.0,,Shooting foul by B. Biyombo (drawn by K. Lowry),25,30
87,1,0:59.0,,K. Lowry makes free throw 1 of 2,25,31
88,1,0:59.0,,K. Lowry makes free throw 2 of 2,25,32
89,1,0:51.0,Turnover by J. Green (lost ball; steal by L. Nogueira),,25,32
90,1,0:45.0,,C. Joseph misses 2-pt layup from 3 ft,25,32
91,1,0:45.0,,Offensive rebound by L. Nogueira,25,32
92,1,0:44.0,,L. Nogueira makes 2-pt dunk at rim,25,34
93,1,0:23.0,J. Green makes 2-pt jump shot from 21 ft,,27,34
94,1,0:00.0,,L. Nogueira makes 2-pt layup from 2 ft (assist by K. Lowry),27,36
95,2,11:39.0,Turnover by B. Biyombo (traveling),,27,36
96,2,11:27.0,,Turnover by K. Lowry (bad pass),27,36
97,2,11:09.0,D. Augustin makes 2-pt hook shot from 6 ft,,29,36
98,2,10:50.0,,T. Ross makes 2-pt jump shot from 7 ft,29,38
99,2,10:31.0,D. Rudež makes 3-pt jump shot from 25 ft (assist by J. Green),,32,38
100,2,10:19.0,,K. Lowry misses 3-pt jump shot from 24 ft,32,38
101,2,10:18.0,Defensive rebound by D. Rudež,,32,38
102,2,10:14.0,Personal foul by L. Nogueira (drawn by B. Biyombo),,32,38
103,2,10:00.0,D. Augustin makes 2-pt jump shot from 20 ft,,34,38
104,2,9:42.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by T. Ross),34,41
105,2,9:29.0,Shooting foul by P. Patterson (drawn by J. Green),,34,41
106,2,9:29.0,J. Green misses free throw 1 of 2,,34,41
107,2,9:29.0,Offensive rebound by Team,,34,41
108,2,9:29.0,J. Green makes free throw 2 of 2,,35,41
109,2,9:12.0,,C. Joseph misses 2-pt jump shot from 9 ft,35,41
110,2,9:11.0,Defensive rebound by B. Biyombo,,35,41
111,2,9:00.0,D. Rudež misses 2-pt jump shot from 18 ft,,35,41
112,2,8:59.0,,Defensive rebound by L. Nogueira,35,41
113,2,8:47.0,,K. Lowry makes 2-pt layup from 1 ft,35,43
114,2,8:26.0,C. Watson makes 2-pt layup from 2 ft (assist by D. Rudež),,37,43
115,2,8:14.0,,Turnover by K. Lowry (bad pass; steal by J. Green),37,43
116,2,8:06.0,Turnover by C. Watson (bad pass; steal by T. Ross),,37,43
117,2,8:02.0,,Turnover by T. Ross (lost ball; steal by J. Green),37,43
118,2,7:57.0,Shooting foul by L. Nogueira (drawn by D. Augustin),,37,43
119,2,7:57.0,Official timeout,,37,43
120,2,7:57.0,D. Augustin makes free throw 1 of 2,,38,43
121,2,7:57.0,S. Ibaka enters the game for D. Rudež,,37,43
122,2,7:57.0,D. Augustin makes free throw 2 of 2,,39,43
123,2,7:32.0,,C. Joseph misses 3-pt jump shot from 24 ft,39,43
124,2,7:30.0,,Offensive rebound by C. Joseph,39,43
125,2,7:21.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),39,46
126,2,7:10.0,Personal foul by L. Nogueira (drawn by D. Augustin),,39,46
127,2,7:10.0,,N. Powell enters the game for C. Joseph,39,46
128,2,7:10.0,,J. Valančiūnas enters the game for L. Nogueira,39,46
129,2,7:10.0,,P. Siakam enters the game for P. Patterson,39,46
130,2,7:02.0,D. Augustin misses 2-pt jump shot from 17 ft,,39,46
131,2,7:01.0,,Defensive rebound by J. Valančiūnas,39,46
132,2,6:52.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),39,48
133,2,6:38.0,C. Watson misses 2-pt jump shot from 18 ft,,39,48
134,2,6:38.0,,Defensive rebound by J. Valančiūnas,39,48
135,2,6:34.0,Loose ball foul by J. Green (drawn by P. Siakam),,39,48
136,2,6:34.0,,D. DeRozan enters the game for T. Ross,39,48
137,2,6:34.0,A. Gordon enters the game for J. Green,,39,48
138,2,6:20.0,,P. Siakam misses 2-pt layup from 3 ft,39,48
139,2,6:20.0,,Offensive rebound by J. Valančiūnas,39,48
140,2,6:20.0,,Shooting foul by C. Watson (drawn by J. Valančiūnas),39,48
141,2,6:20.0,,J. Valančiūnas makes free throw 1 of 2,39,49
142,2,6:20.0,,J. Valančiūnas misses free throw 2 of 2,39,49
143,2,6:20.0,Defensive rebound by B. Biyombo,,39,49
144,2,6:11.0,Personal foul by P. Siakam (drawn by B. Biyombo),,39,49
145,2,6:11.0,B. Biyombo misses free throw 1 of 2,,39,49
146,2,6:11.0,Offensive rebound by Team,,39,49
147,2,6:11.0,B. Biyombo misses free throw 2 of 2,,39,49
148,2,6:11.0,,Defensive rebound by N. Powell,39,49
149,2,5:45.0,,Turnover by Team (shot clock),39,49
150,2,5:45.0,,Toronto full timeout,39,49
151,2,5:45.0,E. Payton enters the game for D. Augustin,,39,49
152,2,5:45.0,N. Vučević enters the game for B. Biyombo,,39,49
153,2,5:25.0,C. Watson misses 3-pt jump shot from 24 ft,,39,49
154,2,5:24.0,Offensive rebound by N. Vučević,,39,49
155,2,5:05.0,S. Ibaka makes 2-pt jump shot from 11 ft,,41,49
156,2,4:46.0,,J. Valančiūnas misses 2-pt jump shot from 12 ft,41,49
157,2,4:45.0,Defensive rebound by S. Ibaka,,41,49
158,2,4:34.0,E. Payton makes 2-pt layup from 2 ft (assist by N. Vučević),,43,49
159,2,4:09.0,,K. Lowry misses 2-pt layup from 2 ft,43,49
160,2,4:09.0,Defensive rebound by S. Ibaka,,43,49
161,2,4:03.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,45,49
162,2,3:57.0,,Toronto full timeout,45,49
163,2,3:57.0,,D. Carroll enters the game for K. Lowry,45,49
164,2,3:57.0,,C. Joseph enters the game for N. Powell,45,49
165,2,3:41.0,,D. DeRozan misses 2-pt layup from 2 ft,45,49
166,2,3:40.0,Defensive rebound by N. Vučević,,45,49
167,2,3:20.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by N. Vučević),,48,49
168,2,3:05.0,,D. DeRozan misses 2-pt jump shot from 21 ft,48,49
169,2,3:04.0,Defensive rebound by E. Payton,,48,49
170,2,2:55.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),,51,49
171,2,2:33.0,,Personal foul by C. Watson (drawn by J. Valančiūnas),51,49
172,2,2:33.0,Orlando full timeout,,51,49
173,2,2:33.0,D. Augustin enters the game for C. Watson,,51,49
174,2,2:22.0,,Turnover by D. DeRozan (lost ball; steal by D. Augustin),51,49
175,2,2:16.0,D. Augustin makes 2-pt hook shot from 2 ft,,53,49
176,2,1:50.0,,C. Joseph misses 2-pt jump shot from 9 ft,53,49
177,2,1:49.0,Defensive rebound by N. Vučević,,53,49
178,2,1:44.0,Personal foul by D. DeRozan (drawn by S. Ibaka),,53,49
179,2,1:44.0,S. Ibaka makes free throw 1 of 2,,54,49
180,2,1:44.0,S. Ibaka makes free throw 2 of 2,,55,49
181,2,1:33.0,,D. Carroll misses 3-pt jump shot from 24 ft,55,49
182,2,1:33.0,Defensive rebound by A. Gordon,,55,49
183,2,1:22.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),,58,49
184,2,1:02.0,,Turnover by D. Carroll (lost ball; steal by N. Vučević),58,49
185,2,0:43.0,S. Ibaka misses 2-pt jump shot from 15 ft,,58,49
186,2,0:43.0,,Defensive rebound by J. Valančiūnas,58,49
187,2,0:34.0,,Shooting foul by S. Ibaka (drawn by D. DeRozan),58,49
188,2,0:34.0,,D. DeRozan makes free throw 1 of 2,58,50
189,2,0:34.0,J. Green enters the game for A. Gordon,,58,50
190,2,0:34.0,,D. DeRozan makes free throw 2 of 2,58,51
191,2,0:30.0,Personal foul by J. Valančiūnas (drawn by E. Payton),,58,51
192,2,0:30.0,E. Payton makes free throw 1 of 2,,59,51
193,2,0:30.0,,T. Ross enters the game for P. Siakam,59,51
194,2,0:30.0,E. Payton makes free throw 2 of 2,,60,51
195,2,0:15.0,,C. Joseph misses 2-pt hook shot from 2 ft,60,51
196,2,0:15.0,Defensive rebound by S. Ibaka,,60,51
197,2,0:00.0,E. Payton misses 3-pt jump shot from 26 ft,,60,51
198,2,0:00.0,Offensive rebound by Team,,60,51
199,3,11:46.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by N. Vučević),,62,51
200,3,11:32.0,,Personal foul by A. Gordon (drawn by K. Lowry),62,51
201,3,11:21.0,,D. DeRozan makes 2-pt jump shot from 19 ft,62,53
202,3,11:06.0,E. Payton misses 2-pt layup from 3 ft,,62,53
203,3,11:05.0,,Defensive rebound by P. Patterson,62,53
204,3,10:55.0,,Shooting foul by N. Vučević (drawn by D. Carroll),62,53
205,3,10:55.0,,D. Carroll misses free throw 1 of 2,62,53
206,3,10:55.0,,Offensive rebound by Team,62,53
207,3,10:55.0,,D. Carroll makes free throw 2 of 2,62,54
208,3,10:31.0,E. Payton misses 2-pt jump shot from 4 ft,,62,54
