,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHICAGO_ACTION,WASHINGTON_SCORE,CHICAGO_SCORE
84,1,2:48.0,T. Burke misses 2-pt jump shot from 14 ft,,21,17
85,1,2:46.0,,Defensive rebound by J. Butler,21,17
86,1,2:42.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by D. McDermott),21,19
87,1,2:18.0,M. Gortat misses 2-pt jump shot from 12 ft,,21,19
88,1,2:15.0,,Defensive rebound by I. Canaan,21,19
89,1,2:08.0,,I. Canaan makes 2-pt layup from 3 ft,21,21
90,1,2:08.0,,Shooting foul by M. Gortat (drawn by I. Canaan),21,21
91,1,2:08.0,K. Oubre enters the game for O. Porter,,21,21
92,1,2:08.0,,I. Canaan makes free throw 1 of 1,21,22
93,1,1:58.0,M. Thornton makes 2-pt jump shot from 21 ft,,23,22
94,1,1:44.0,,J. Butler makes 2-pt layup from 3 ft,23,24
95,1,1:30.0,M. Gortat makes 2-pt jump shot from 11 ft (assist by T. Burke),,25,24
96,1,1:14.0,,D. McDermott misses 3-pt jump shot from 24 ft,25,24
97,1,1:13.0,,Offensive rebound by Team,25,24
98,1,1:09.0,,Shooting foul by K. Oubre (drawn by J. Butler),25,24
99,1,1:09.0,,J. Butler makes free throw 1 of 2,25,25
100,1,1:09.0,,J. Butler makes free throw 2 of 2,25,26
101,1,0:54.0,M. Thornton misses 2-pt jump shot from 18 ft,,25,26
102,1,0:53.0,,Defensive rebound by N. Mirotić,25,26
103,1,0:45.0,,D. McDermott misses 2-pt jump shot from 10 ft,25,26
104,1,0:45.0,Defensive rebound by M. Thornton,,25,26
105,1,0:41.0,T. Burke makes 2-pt jump shot from 12 ft (assist by M. Thornton),,27,26
106,1,0:32.0,,J. Butler misses 3-pt jump shot from 24 ft,27,26
107,1,0:31.0,Defensive rebound by M. Thornton,,27,26
108,1,0:12.0,T. Burke misses 2-pt layup from 3 ft,,27,26
109,1,0:11.0,Offensive rebound by J. Smith,,27,26
110,1,0:11.0,J. Smith misses 2-pt layup from 4 ft,,27,26
111,1,0:10.0,,Defensive rebound by R. Lopez,27,26
112,1,0:06.0,,Shooting foul by K. Oubre (drawn by J. Butler),27,26
113,1,0:06.0,,J. Butler makes free throw 1 of 2,27,27
114,1,0:06.0,,J. Butler makes free throw 2 of 2,27,28
115,1,0:00.0,M. Thornton misses 2-pt layup from 2 ft,,27,28
116,1,0:00.0,Offensive rebound by Team,,27,28
117,2,11:35.0,,I. Canaan misses 3-pt jump shot from 24 ft,27,28
118,2,11:34.0,,Offensive rebound by N. Mirotić,27,28
119,2,11:31.0,,Turnover by D. McDermott (traveling),27,28
120,2,11:08.0,M. Morris misses 2-pt jump shot from 11 ft,,27,28
121,2,11:06.0,Offensive rebound by M. Thornton,,27,28
122,2,11:06.0,M. Thornton makes 2-pt layup from 4 ft,,29,28
123,2,10:54.0,,Shooting foul by K. Oubre (drawn by D. Wade),29,28
124,2,10:54.0,,D. Wade makes free throw 1 of 2,29,29
125,2,10:54.0,S. Mac enters the game for K. Oubre,,29,29
126,2,10:54.0,,D. Wade makes free throw 2 of 2,29,30
127,2,10:36.0,M. Morris makes 2-pt layup from 3 ft (assist by S. Mac),,31,30
128,2,10:36.0,Shooting foul by N. Mirotić (drawn by M. Morris),,31,30
129,2,10:36.0,M. Morris makes free throw 1 of 1,,32,30
130,2,10:20.0,,D. Wade misses 2-pt jump shot from 11 ft,32,30
131,2,10:20.0,,Offensive rebound by Team,32,30
132,2,10:19.0,,Turnover by D. Wade (bad pass; steal by T. Burke),32,30
133,2,10:11.0,S. Mac makes 2-pt jump shot from 11 ft,,34,30
134,2,9:54.0,,D. Wade misses 2-pt jump shot from 5 ft (block by M. Morris),34,30
135,2,9:52.0,,Offensive rebound by D. Wade,34,30
136,2,9:52.0,,D. Wade makes 2-pt layup from 4 ft,34,32
137,2,9:34.0,M. Thornton misses 3-pt jump shot from 24 ft,,34,32
138,2,9:33.0,,Defensive rebound by N. Mirotić,34,32
139,2,9:19.0,,B. Portis misses 2-pt jump shot from 11 ft,34,32
140,2,9:18.0,Defensive rebound by J. Smith,,34,32
141,2,9:02.0,Shooting foul by D. Wade (drawn by M. Thornton),,34,32
142,2,9:02.0,M. Thornton makes 2-pt layup from 2 ft (assist by M. Morris),,36,32
143,2,9:02.0,M. Thornton makes free throw 1 of 1,,37,32
144,2,8:49.0,,B. Portis misses 2-pt layup from 3 ft (block by J. Smith),37,32
145,2,8:48.0,Defensive rebound by J. Smith,,37,32
146,2,8:33.0,T. Burke misses 2-pt jump shot from 4 ft,,37,32
147,2,8:32.0,Offensive rebound by M. Morris,,37,32
148,2,8:32.0,M. Morris makes 2-pt layup from 3 ft,,39,32
149,2,8:32.0,,Chicago full timeout,39,32
150,2,8:32.0,,T. Gibson enters the game for I. Canaan,39,32
151,2,8:32.0,,R. Rondo enters the game for N. Mirotić,39,32
152,2,8:14.0,,R. Rondo misses 2-pt jump shot from 10 ft,39,32
153,2,8:14.0,,Offensive rebound by Team,39,32
154,2,8:08.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by R. Rondo),39,34
155,2,7:41.0,M. Thornton misses 2-pt jump shot from 20 ft,,39,34
156,2,7:39.0,,Defensive rebound by B. Portis,39,34
157,2,7:33.0,,D. Wade makes 2-pt jump shot from 11 ft,39,36
158,2,7:12.0,M. Morris makes 2-pt jump shot from 20 ft (assist by T. Burke),,41,36
159,2,6:58.0,,B. Portis misses 2-pt jump shot from 11 ft,41,36
160,2,6:57.0,Defensive rebound by M. Morris,,41,36
161,2,6:48.0,T. Burke makes 2-pt jump shot from 7 ft,,43,36
162,2,6:36.0,,D. McDermott makes 2-pt layup from 4 ft (assist by R. Rondo),43,38
163,2,6:13.0,M. Morris misses 2-pt jump shot from 8 ft,,43,38
164,2,6:12.0,,Defensive rebound by B. Portis,43,38
165,2,6:07.0,,D. McDermott misses 2-pt layup from 1 ft,43,38
166,2,6:06.0,,Offensive rebound by B. Portis,43,38
167,2,6:06.0,,B. Portis makes 2-pt layup from 4 ft,43,40
168,2,6:06.0,Washington full timeout,,43,40
169,2,6:06.0,,R. Lopez enters the game for D. Wade,43,40
170,2,6:06.0,,J. Butler enters the game for B. Portis,43,40
171,2,6:06.0,T. Satoranský enters the game for J. Smith,,43,40
172,2,6:06.0,M. Gortat enters the game for T. Burke,,43,40
173,2,5:48.0,Personal foul by R. Rondo (drawn by T. Satoranský),,43,40
174,2,5:42.0,T. Satoranský misses 2-pt jump shot from 18 ft,,43,40
175,2,5:41.0,,Defensive rebound by R. Rondo,43,40
176,2,5:35.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. McDermott),43,42
177,2,5:22.0,Personal foul by J. Butler (drawn by M. Thornton),,43,42
178,2,5:22.0,O. Porter enters the game for M. Thornton,,43,42
179,2,5:13.0,T. Satoranský misses 2-pt jump shot from 9 ft,,43,42
180,2,5:12.0,,Defensive rebound by J. Butler,43,42
181,2,5:04.0,,Shooting foul by M. Gortat (drawn by J. Butler),43,42
182,2,5:04.0,,J. Butler makes free throw 1 of 2,43,43
183,2,5:04.0,,J. Butler makes free throw 2 of 2,43,44
184,2,4:47.0,Shooting foul by T. Gibson (drawn by S. Mac),,43,44
185,2,4:47.0,S. Mac makes free throw 1 of 3,,44,44
186,2,4:47.0,S. Mac misses free throw 2 of 3,,44,44
187,2,4:47.0,Offensive rebound by Team,,44,44
188,2,4:47.0,S. Mac makes free throw 3 of 3,,45,44
189,2,4:30.0,,J. Butler makes 2-pt jump shot from 5 ft,45,46
190,2,4:18.0,M. Morris makes 2-pt jump shot from 14 ft (assist by O. Porter),,47,46
191,2,4:18.0,Shooting foul by R. Rondo (drawn by M. Morris),,47,46
192,2,4:18.0,,I. Canaan enters the game for R. Rondo,47,46
193,2,4:18.0,M. Morris makes free throw 1 of 1,,48,46
194,2,4:07.0,,Personal foul by O. Porter (drawn by J. Butler),48,46
195,2,3:56.0,,J. Butler misses 2-pt jump shot from 19 ft,48,46
196,2,3:55.0,Defensive rebound by M. Morris,,48,46
197,2,3:44.0,O. Porter misses 2-pt jump shot from 12 ft,,48,46
198,2,3:43.0,Offensive rebound by M. Gortat,,48,46
199,2,3:42.0,M. Gortat makes 2-pt layup from 4 ft,,50,46
200,2,3:31.0,,Turnover by R. Lopez (bad pass),50,46
201,2,3:09.0,M. Morris misses 2-pt layup from 4 ft,,50,46
202,2,3:08.0,,Defensive rebound by R. Lopez,50,46
203,2,3:02.0,,D. McDermott misses 2-pt layup from 3 ft (block by O. Porter),50,46
204,2,3:01.0,Defensive rebound by S. Mac,,50,46
205,2,2:57.0,S. Mac makes 2-pt layup from 3 ft,,52,46
206,2,2:40.0,,Turnover by T. Gibson (bad pass),52,46
207,2,2:40.0,Washington full timeout,,52,46
208,2,2:40.0,,J. Grant enters the game for D. McDermott,52,46
209,2,2:22.0,S. Mac makes 2-pt layup from 4 ft,,54,46
210,2,2:07.0,,J. Butler misses 2-pt layup from 5 ft,54,46
211,2,2:06.0,Defensive rebound by M. Morris,,54,46
212,2,1:54.0,M. Gortat misses 2-pt dunk from 2 ft,,54,46
213,2,1:53.0,Offensive rebound by M. Morris,,54,46
214,2,1:47.0,O. Porter misses 2-pt jump shot from 17 ft,,54,46
215,2,1:47.0,,Defensive rebound by Team,54,46
216,2,1:47.0,Loose ball foul by M. Gortat (drawn by R. Lopez),,54,46
217,2,1:47.0,,D. Wade enters the game for I. Canaan,54,46
218,2,1:47.0,J. Smith enters the game for M. Gortat,,54,46
219,2,1:30.0,,J. Grant misses 2-pt jump shot from 14 ft,54,46
220,2,1:29.0,Defensive rebound by T. Satoranský,,54,46
221,2,1:19.0,Shooting foul by T. Gibson (drawn by M. Morris),,54,46
222,2,1:19.0,M. Morris makes free throw 1 of 2,,55,46
223,2,1:19.0,T. Burke enters the game for T. Satoranský,,55,46
224,2,1:19.0,,N. Mirotić enters the game for T. Gibson,55,46
225,2,1:19.0,M. Morris makes free throw 2 of 2,,56,46
226,2,1:10.0,,Shooting foul by O. Porter (drawn by J. Butler),56,46
227,2,1:10.0,,J. Butler makes free throw 1 of 2,56,47
228,2,1:10.0,M. Thornton enters the game for O. Porter,,56,47
229,2,1:10.0,,J. Butler makes free throw 2 of 2,56,48
230,2,0:50.0,J. Smith misses 2-pt jump shot from 19 ft,,56,48
231,2,0:48.0,,Defensive rebound by N. Mirotić,56,48
232,2,0:33.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by J. Butler),56,51
233,2,0:19.0,T. Burke misses 2-pt jump shot from 19 ft,,56,51
234,2,0:18.0,,Defensive rebound by N. Mirotić,56,51
235,2,0:00.0,,J. Butler makes 2-pt jump shot from 19 ft,56,53
236,3,11:49.0,,R. Lopez misses 2-pt hook shot from 8 ft,56,53
237,3,11:47.0,,Offensive rebound by T. Gibson,56,53
238,3,11:47.0,,T. Gibson makes 2-pt layup from 4 ft,56,55
239,3,11:31.0,T. Satoranský makes 2-pt layup from 3 ft,,58,55
240,3,11:11.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by T. Gibson),58,57
241,3,10:55.0,S. Mac makes 2-pt jump shot from 19 ft,,60,57
242,3,10:32.0,,D. Wade misses 2-pt jump shot from 19 ft,60,57
243,3,10:32.0,Defensive rebound by Team,,60,57
244,3,10:18.0,T. Satoranský makes 2-pt layup from 3 ft (assist by M. Morris),,62,57
245,3,10:00.0,,R. Lopez misses 2-pt jump shot from 14 ft,62,57
246,3,9:59.0,,Offensive rebound by Team,62,57
247,3,9:47.0,,R. Lopez makes 2-pt jump shot from 17 ft (assist by J. Butler),62,59
248,3,9:21.0,O. Porter misses 2-pt jump shot from 16 ft,,62,59
249,3,9:20.0,,Defensive rebound by T. Gibson,62,59
250,3,9:06.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by D. Wade),62,62
251,3,8:59.0,Turnover by T. Satoranský (step out of bounds),,62,62
252,3,8:37.0,,D. Wade misses 3-pt jump shot from 25 ft,62,62
253,3,8:36.0,Defensive rebound by M. Gortat,,62,62
254,3,8:25.0,T. Satoranský misses 3-pt jump shot from 24 ft,,62,62
255,3,8:24.0,,Defensive rebound by T. Gibson,62,62
256,3,8:17.0,,R. Rondo misses 2-pt jump shot from 20 ft,62,62
257,3,8:16.0,Defensive rebound by M. Morris,,62,62
258,3,8:05.0,Shooting foul by J. Butler (drawn by S. Mac),,62,62
259,3,8:05.0,S. Mac makes free throw 1 of 2,,63,62
260,3,8:05.0,S. Mac makes free throw 2 of 2,,64,62
261,3,7:49.0,,D. Wade misses 2-pt layup from 2 ft,64,62
262,3,7:46.0,,Offensive rebound by D. Wade,64,62
263,3,7:40.0,,D. Wade misses 2-pt layup from 3 ft (block by M. Gortat),64,62
264,3,7:38.0,Defensive rebound by M. Morris,,64,62
265,3,7:35.0,Turnover by M. Morris (lost ball; steal by J. Butler),,64,62
266,3,7:30.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Butler),64,64
267,3,7:30.0,Washington full timeout,,64,64
268,3,7:12.0,M. Morris misses 2-pt jump shot from 8 ft,,64,64
269,3,7:11.0,,Defensive rebound by R. Lopez,64,64
270,3,7:00.0,,T. Gibson makes 2-pt hook shot from 4 ft,64,66
271,3,6:50.0,Shooting foul by R. Rondo (drawn by T. Satoranský),,64,66
272,3,6:50.0,T. Satoranský makes free throw 1 of 2,,65,66
273,3,6:50.0,T. Satoranský makes free throw 2 of 2,,66,66
274,3,6:33.0,,R. Rondo misses 2-pt layup from 3 ft,66,66
275,3,6:32.0,Defensive rebound by M. Gortat,,66,66
276,3,6:30.0,T. Satoranský misses 2-pt layup from 2 ft (block by D. Wade),,66,66
277,3,6:27.0,,Defensive rebound by R. Rondo,66,66
278,3,6:15.0,,R. Lopez misses 2-pt layup from 2 ft,66,66
279,3,6:14.0,Defensive rebound by O. Porter,,66,66
280,3,6:11.0,O. Porter misses 2-pt layup from 3 ft (block by R. Lopez),,66,66
281,3,6:11.0,Offensive rebound by Team,,66,66
282,3,6:06.0,M. Morris misses 2-pt layup from 3 ft,,66,66
283,3,6:06.0,Offensive rebound by O. Porter,,66,66
284,3,6:06.0,O. Porter misses 2-pt layup from 3 ft,,66,66
285,3,6:06.0,,Defensive rebound by J. Butler,66,66
286,3,6:06.0,,Personal foul by O. Porter (drawn by J. Butler),66,66
287,3,6:06.0,M. Thornton enters the game for O. Porter,,66,66
288,3,5:47.0,,D. Wade misses 2-pt jump shot from 4 ft (block by M. Morris),66,66
289,3,5:45.0,Defensive rebound by M. Morris,,66,66
290,3,5:43.0,S. Mac misses 2-pt layup from 4 ft,,66,66
291,3,5:42.0,,Defensive rebound by J. Butler,66,66
292,3,5:40.0,,Turnover by J. Butler (bad pass; steal by M. Thornton),66,66
293,3,5:37.0,M. Thornton misses 2-pt layup from 1 ft,,66,66
294,3,5:35.0,Offensive rebound by M. Thornton,,66,66
295,3,5:35.0,M. Thornton misses 2-pt layup from 1 ft (block by R. Lopez),,66,66
296,3,5:35.0,,Defensive rebound by J. Butler,66,66
297,3,5:35.0,,Personal foul by S. Mac (drawn by J. Butler),66,66
298,3,5:19.0,,T. Gibson misses 2-pt layup from 3 ft (block by M. Morris),66,66
299,3,5:14.0,Defensive rebound by Team,,66,66
300,3,5:04.0,T. Satoranský misses 2-pt layup from 3 ft,,66,66
301,3,5:03.0,,Defensive rebound by R. Lopez,66,66
302,3,4:54.0,,D. Wade makes 2-pt jump shot from 12 ft,66,68
303,3,4:28.0,M. Morris misses 2-pt jump shot from 20 ft (block by T. Gibson),,66,68
304,3,4:27.0,,Defensive rebound by R. Rondo,66,68
305,3,4:23.0,,J. Butler makes 2-pt jump shot from 7 ft (assist by R. Rondo),66,70
306,3,4:23.0,Washington full timeout,,66,70
307,3,4:23.0,,I. Canaan enters the game for R. Rondo,66,70
308,3,4:19.0,T. Burke enters the game for M. Gortat,,66,70
309,3,4:19.0,J. Smith enters the game for T. Satoranský,,66,70
310,3,4:08.0,Offensive foul by J. Smith (drawn by T. Gibson),,66,70
311,3,4:08.0,Turnover by J. Smith (offensive foul),,66,70
312,3,3:52.0,,D. Wade misses 2-pt jump shot from 19 ft,66,70
313,3,3:49.0,Defensive rebound by M. Morris,,66,70
314,3,3:33.0,M. Morris misses 2-pt jump shot from 21 ft,,66,70
315,3,3:32.0,Offensive rebound by J. Smith,,66,70
316,3,3:23.0,T. Burke makes 2-pt jump shot from 13 ft,,68,70
317,3,3:02.0,,I. Canaan misses 3-pt jump shot from 24 ft,68,70
318,3,3:00.0,Defensive rebound by J. Smith,,68,70
319,3,2:39.0,J. Smith misses 2-pt jump shot from 18 ft,,68,70
320,3,2:38.0,,Defensive rebound by J. Butler,68,70
321,3,2:33.0,,Shooting foul by J. Smith (drawn by J. Butler),68,70
322,3,2:33.0,,J. Butler makes free throw 1 of 2,68,71
323,3,2:33.0,K. Oubre enters the game for S. Mac,,68,71
324,3,2:33.0,,N. Mirotić enters the game for R. Lopez,68,71
325,3,2:33.0,,D. McDermott enters the game for D. Wade,68,71
326,3,2:33.0,,J. Butler makes free throw 2 of 2,68,72
327,3,2:19.0,Turnover by T. Burke (bad pass; steal by J. Butler),,68,72
328,3,2:16.0,,J. Butler makes 2-pt layup from 2 ft,68,74
329,3,1:58.0,,Offensive charge foul by J. Smith (drawn by N. Mirotić),68,74
330,3,1:58.0,Turnover by J. Smith (offensive foul),,68,74
331,3,1:44.0,,Turnover by J. Butler (bad pass),68,74
332,3,1:31.0,K. Oubre misses 3-pt jump shot from 23 ft,,68,74
333,3,1:31.0,,Defensive rebound by Team,68,74
334,3,1:19.0,,J. Butler makes 2-pt jump shot from 18 ft,68,76
335,3,1:03.0,Turnover by M. Morris (bad pass; steal by N. Mirotić),,68,76
336,3,0:54.0,,T. Gibson makes 2-pt dunk at rim (assist by N. Mirotić),68,78
337,3,0:54.0,,Shooting foul by J. Smith (drawn by T. Gibson),68,78
338,3,0:54.0,Technical foul by Team,,68,78
339,3,0:54.0,,D. McDermott makes technical free throw,68,79
340,3,0:54.0,,T. Gibson misses free throw 1 of 1,68,79
341,3,0:53.0,Defensive rebound by K. Oubre,,68,79
342,3,0:42.0,Personal foul by N. Mirotić (drawn by J. Smith),,68,79
343,3,0:37.0,M. Thornton makes 2-pt jump shot from 16 ft (assist by T. Burke),,70,79
344,3,0:20.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),70,81
345,3,0:00.0,M. Thornton misses 2-pt jump shot from 12 ft,,70,81
346,3,0:00.0,Offensive rebound by Team,,70,81
347,4,11:48.0,Turnover by M. Morris (lost ball; steal by T. Gibson),,70,81
348,4,11:39.0,,Flagrant foul type 1 by M. Morris (drawn by D. McDermott),70,81
349,4,11:39.0,,N. Mirotić makes flagrant free throw 1 of 2,70,82
350,4,11:39.0,,N. Mirotić makes flagrant free throw 2 of 2,70,83
351,4,11:39.0,,J. Grant enters the game for D. McDermott,70,83
352,4,11:34.0,,T. Gibson misses 2-pt jump shot from 19 ft,70,83
353,4,11:32.0,Defensive rebound by M. Morris,,70,83
354,4,11:24.0,Personal foul by I. Canaan (drawn by M. Thornton),,70,83
355,4,11:08.0,M. Morris misses 3-pt jump shot from 25 ft,,70,83
356,4,11:07.0,,Defensive rebound by N. Mirotić,70,83
357,4,10:59.0,,N. Mirotić misses 3-pt jump shot from 26 ft,70,83
358,4,10:57.0,Defensive rebound by M. Morris,,70,83
359,4,10:46.0,M. Morris misses 2-pt layup from 3 ft,,70,83
360,4,10:45.0,,Defensive rebound by N. Mirotić,70,83
361,4,10:38.0,,N. Mirotić makes 2-pt dunk at rim (assist by R. Rondo),70,85
362,4,10:38.0,Washington full timeout,,70,85
363,4,10:38.0,,R. Lopez enters the game for T. Gibson,70,85
364,4,10:38.0,M. Gortat enters the game for J. Smith,,70,85
365,4,10:38.0,T. Satoranský enters the game for T. Burke,,70,85
366,4,10:21.0,Personal foul by J. Grant (drawn by M. Thornton),,70,85
367,4,10:14.0,M. Thornton misses 3-pt jump shot from 25 ft,,70,85
368,4,10:13.0,Offensive rebound by M. Morris,,70,85
369,4,10:13.0,M. Morris makes 2-pt layup from 4 ft,,72,85
370,4,9:59.0,,I. Canaan makes 2-pt jump shot from 6 ft,72,87
371,4,9:42.0,M. Gortat makes 2-pt jump shot from 7 ft (assist by T. Satoranský),,74,87
372,4,9:25.0,,R. Lopez misses 2-pt jump shot from 9 ft,74,87
373,4,9:23.0,Defensive rebound by M. Gortat,,74,87
374,4,9:08.0,M. Thornton misses 3-pt jump shot from 24 ft,,74,87
375,4,9:06.0,,Defensive rebound by R. Rondo,74,87
376,4,9:03.0,,Turnover by R. Rondo (bad pass; steal by T. Satoranský),74,87
377,4,8:52.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,77,87
378,4,8:37.0,,Turnover by R. Lopez (3 sec),77,87
379,4,8:37.0,O. Porter enters the game for K. Oubre,,77,87
380,4,8:24.0,Personal foul by I. Canaan (drawn by T. Satoranský),,77,87
381,4,8:24.0,,J. Butler enters the game for J. Grant,77,87
382,4,8:12.0,T. Satoranský makes 3-pt jump shot from 26 ft (assist by M. Gortat),,80,87
383,4,8:11.0,,Chicago full timeout,80,87
384,4,7:58.0,,Shooting foul by M. Gortat (drawn by J. Butler),80,87
385,4,7:58.0,,J. Butler makes 2-pt jump shot from 14 ft,80,89
386,4,7:58.0,,J. Butler makes free throw 1 of 1,80,90
387,4,7:39.0,Turnover by M. Gortat (bad pass; steal by J. Butler),,80,90
388,4,7:33.0,,I. Canaan misses 3-pt jump shot from 25 ft,80,90
389,4,7:32.0,Defensive rebound by T. Satoranský,,80,90
390,4,7:10.0,M. Thornton misses 3-pt jump shot from 23 ft,,80,90
