,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
0,1,11:39.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Green),0,2
1,1,11:18.0,J. Calderón makes 2-pt jump shot from 20 ft (assist by T. Mozgov),,2,2
2,1,11:01.0,,D. Green misses 3-pt jump shot from 25 ft,2,2
3,1,11:01.0,Defensive rebound by J. Calderón,,2,2
4,1,10:53.0,J. Calderón makes 2-pt jump shot from 17 ft,,4,2
5,1,10:46.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Curry),4,4
6,1,10:26.0,T. Mozgov misses 2-pt hook shot from 8 ft,,4,4
7,1,10:26.0,Offensive rebound by Team,,4,4
8,1,10:26.0,Personal foul by K. Thompson (drawn by L. Deng),,4,4
9,1,10:23.0,Personal foul by Z. Pachulia (drawn by T. Mozgov),,4,4
10,1,10:14.0,Turnover by B. Ingram (bad pass; steal by Z. Pachulia),,4,4
11,1,10:08.0,,K. Durant misses 3-pt jump shot from 28 ft,4,4
12,1,10:07.0,Defensive rebound by B. Ingram,,4,4
13,1,9:59.0,Turnover by B. Ingram (lost ball; steal by D. Green),,4,4
14,1,9:53.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Thompson),4,7
15,1,9:29.0,T. Mozgov misses 2-pt jump shot from 10 ft,,4,7
16,1,9:29.0,,Defensive rebound by D. Green,4,7
17,1,9:20.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),4,10
18,1,9:20.0,LA Lakers full timeout,,4,10
19,1,9:04.0,,Offensive charge foul by T. Mozgov (drawn by Z. Pachulia),4,10
20,1,9:04.0,Turnover by T. Mozgov (offensive foul),,4,10
21,1,8:52.0,,K. Durant misses 2-pt jump shot from 13 ft,4,10
22,1,8:52.0,,Offensive rebound by D. Green,4,10
23,1,8:46.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),4,13
24,1,8:38.0,L. Deng misses 2-pt layup from 2 ft,,4,13
25,1,8:38.0,,Defensive rebound by Z. Pachulia,4,13
26,1,8:38.0,,Personal foul by L. Deng (drawn by S. Curry),4,13
27,1,8:38.0,M. World Peace enters the game for B. Ingram,,4,13
28,1,8:27.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by S. Curry),4,16
29,1,8:14.0,J. Calderón makes 3-pt jump shot from 26 ft,,7,16
30,1,8:03.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by S. Curry),7,18
31,1,7:39.0,M. World Peace makes 3-pt jump shot from 25 ft (assist by L. Deng),,10,18
32,1,7:22.0,,Shooting foul by T. Mozgov (drawn by D. Green),10,18
33,1,7:22.0,,D. Green makes free throw 1 of 2,10,19
34,1,7:22.0,,D. Green misses free throw 2 of 2,10,19
35,1,7:21.0,Defensive rebound by M. World Peace,,10,19
36,1,7:09.0,L. Deng makes 2-pt layup from 2 ft (assist by N. Young),,12,19
37,1,7:04.0,,Shooting foul by N. Young (drawn by K. Thompson),12,19
38,1,7:04.0,,K. Thompson makes free throw 1 of 2,12,20
39,1,7:04.0,,K. Thompson makes free throw 2 of 2,12,21
40,1,6:46.0,N. Young makes 2-pt jump shot from 12 ft,,14,21
41,1,6:37.0,Violation by L. Deng (kicked ball),,14,21
42,1,6:36.0,,Personal foul by T. Mozgov (drawn by Z. Pachulia),14,21
43,1,6:36.0,T. Black enters the game for T. Mozgov,,14,21
44,1,6:31.0,,K. Durant makes 2-pt dunk at rim (assist by Z. Pachulia),14,23
45,1,6:16.0,T. Black misses 2-pt layup from 2 ft,,14,23
46,1,6:16.0,,Defensive rebound by D. Green,14,23
47,1,6:08.0,,S. Curry misses 3-pt jump shot from 26 ft,14,23
48,1,6:07.0,Defensive rebound by T. Black,,14,23
49,1,5:54.0,L. Deng misses 2-pt layup from 2 ft,,14,23
50,1,5:53.0,,Defensive rebound by K. Durant,14,23
51,1,5:48.0,,D. Green misses 2-pt layup from 1 ft,14,23
52,1,5:47.0,Defensive rebound by T. Black,,14,23
53,1,5:41.0,N. Young makes 3-pt jump shot from 27 ft (assist by J. Calderón),,17,23
54,1,5:26.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),17,25
55,1,5:11.0,T. Black misses 2-pt layup from 3 ft,,17,25
56,1,5:11.0,Offensive rebound by T. Black,,17,25
57,1,5:11.0,Shooting foul by S. Curry (drawn by T. Black),,17,25
58,1,5:11.0,T. Black makes free throw 1 of 2,,18,25
59,1,5:11.0,,A. Iguodala enters the game for K. Durant,18,25
60,1,5:11.0,L. Nance enters the game for L. Deng,,18,25
61,1,5:11.0,L. Williams enters the game for J. Calderón,,18,25
62,1,5:11.0,T. Black makes free throw 2 of 2,,19,25
63,1,4:56.0,,K. Thompson makes 2-pt jump shot from 14 ft,19,27
64,1,4:41.0,T. Black misses 2-pt layup from 2 ft,,19,27
65,1,4:40.0,,Defensive rebound by Z. Pachulia,19,27
66,1,4:36.0,,D. Green misses 2-pt layup from 2 ft (block by L. Nance),19,27
67,1,4:36.0,Defensive rebound by Team,,19,27
68,1,4:36.0,J. Clarkson enters the game for N. Young,,19,27
69,1,4:36.0,,J. McGee enters the game for Z. Pachulia,19,27
70,1,4:21.0,M. World Peace misses 3-pt jump shot from 27 ft,,19,27
71,1,4:20.0,,Defensive rebound by D. Green,19,27
72,1,4:10.0,,J. McGee makes 2-pt dunk at rim (assist by D. Green),19,29
73,1,3:51.0,L. Nance makes 2-pt jump shot from 18 ft (assist by M. World Peace),,21,29
74,1,3:46.0,,Golden State full timeout,21,29
75,1,3:46.0,B. Ingram enters the game for M. World Peace,,21,29
76,1,3:46.0,,P. McCaw enters the game for K. Thompson,21,29
77,1,3:37.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),21,32
78,1,3:24.0,L. Williams misses 2-pt layup from 3 ft (block by D. Green),,21,32
79,1,3:23.0,,Defensive rebound by D. Green,21,32
