,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
0,1,11:44.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by A. Drummond),0,2
1,1,11:29.0,E. Fournier misses 3-pt jump shot from 27 ft,,0,2
2,1,11:29.0,,Defensive rebound by Team,0,2
3,1,11:12.0,,T. Harris misses 2-pt jump shot from 15 ft,0,2
4,1,11:11.0,Defensive rebound by N. Vučević,,0,2
5,1,11:02.0,E. Payton makes 2-pt layup from 1 ft,,2,2
6,1,10:50.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by I. Smith),2,5
7,1,10:34.0,N. Vučević misses 2-pt jump shot from 19 ft,,2,5
8,1,10:34.0,,Defensive rebound by T. Harris,2,5
9,1,10:28.0,,A. Drummond misses 2-pt hook shot from 7 ft,2,5
10,1,10:27.0,Defensive rebound by S. Ibaka,,2,5
11,1,10:21.0,E. Payton makes 2-pt jump shot from 7 ft,,4,5
12,1,10:05.0,,I. Smith misses 2-pt jump shot from 5 ft,4,5
13,1,10:04.0,,Offensive rebound by A. Drummond,4,5
14,1,10:02.0,,A. Drummond makes 2-pt layup from 1 ft,4,7
15,1,9:44.0,E. Payton misses 3-pt jump shot from 26 ft,,4,7
16,1,9:44.0,,Defensive rebound by M. Morris,4,7
17,1,9:29.0,,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),4,9
18,1,9:13.0,E. Fournier misses 2-pt jump shot from 6 ft,,4,9
19,1,9:12.0,,Defensive rebound by A. Drummond,4,9
20,1,9:04.0,,T. Harris misses 3-pt jump shot from 26 ft,4,9
21,1,9:03.0,Defensive rebound by N. Vučević,,4,9
22,1,8:52.0,N. Vučević misses 2-pt jump shot from 21 ft,,4,9
23,1,8:52.0,,Defensive rebound by T. Harris,4,9
24,1,8:46.0,,A. Drummond misses 2-pt jump shot from 5 ft,4,9
25,1,8:45.0,Defensive rebound by E. Fournier,,4,9
26,1,8:39.0,E. Payton makes 2-pt jump shot from 7 ft,,6,9
27,1,8:28.0,,Personal foul by E. Fournier (drawn by K. Caldwell-Pope),6,9
28,1,8:10.0,,I. Smith misses 2-pt jump shot from 10 ft,6,9
29,1,8:09.0,Defensive rebound by A. Gordon,,6,9
30,1,7:57.0,E. Payton misses 3-pt jump shot from 28 ft,,6,9
31,1,7:57.0,,Defensive rebound by T. Harris,6,9
32,1,7:49.0,,M. Morris misses 3-pt jump shot from 25 ft,6,9
33,1,7:48.0,Defensive rebound by N. Vučević,,6,9
34,1,7:28.0,A. Gordon misses 2-pt jump shot from 20 ft,,6,9
35,1,7:28.0,,Defensive rebound by A. Drummond,6,9
36,1,7:16.0,,A. Drummond makes 2-pt hook shot from 8 ft (assist by T. Harris),6,11
37,1,7:16.0,Orlando full timeout,,6,11
38,1,7:09.0,Shooting foul by T. Harris (drawn by A. Gordon),,6,11
39,1,7:09.0,A. Gordon makes free throw 1 of 2,,7,11
40,1,7:09.0,A. Gordon makes free throw 2 of 2,,8,11
41,1,6:54.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by M. Morris),8,14
42,1,6:41.0,N. Vučević makes 2-pt layup at rim (assist by E. Fournier),,10,14
43,1,6:22.0,,M. Morris misses 2-pt jump shot from 11 ft,10,14
44,1,6:20.0,Defensive rebound by N. Vučević,,10,14
45,1,6:16.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,12,14
46,1,6:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,12,14
47,1,6:01.0,Defensive rebound by N. Vučević,,12,14
48,1,5:53.0,A. Gordon misses 2-pt jump shot from 20 ft,,12,14
49,1,5:52.0,,Defensive rebound by A. Drummond,12,14
50,1,5:38.0,,Personal foul by A. Gordon (drawn by A. Drummond),12,14
51,1,5:38.0,,J. Leuer enters the game for M. Morris,12,14
52,1,5:38.0,B. Biyombo enters the game for S. Ibaka,,12,14
53,1,5:26.0,,A. Drummond makes 2-pt layup from 1 ft,12,16
54,1,5:09.0,N. Vučević misses 2-pt hook shot from 5 ft,,12,16
55,1,5:08.0,,Defensive rebound by A. Drummond,12,16
56,1,5:02.0,,I. Smith makes 2-pt layup at rim,12,18
57,1,4:36.0,E. Payton makes 3-pt jump shot from 26 ft (assist by N. Vučević),,15,18
58,1,4:21.0,,J. Leuer misses 3-pt jump shot from 25 ft,15,18
59,1,4:21.0,Defensive rebound by E. Payton,,15,18
60,1,4:04.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,17,18
61,1,3:51.0,,I. Smith misses 2-pt jump shot from 16 ft,17,18
62,1,3:48.0,Defensive rebound by E. Payton,,17,18
63,1,3:35.0,B. Biyombo misses 2-pt hook shot from 5 ft,,17,18
64,1,3:34.0,,Defensive rebound by T. Harris,17,18
65,1,3:21.0,,A. Drummond misses 2-pt hook shot from 8 ft,17,18
66,1,3:18.0,Defensive rebound by A. Gordon,,17,18
67,1,3:17.0,Shooting foul by I. Smith (drawn by A. Gordon),,17,18
68,1,3:17.0,A. Gordon misses free throw 1 of 2,,17,18
69,1,3:17.0,Offensive rebound by Team,,17,18
70,1,3:17.0,A. Gordon misses free throw 2 of 2,,17,18
71,1,3:17.0,,A. Baynes enters the game for A. Drummond,17,18
72,1,3:17.0,,B. Udrih enters the game for I. Smith,17,18
73,1,3:17.0,D. Augustin enters the game for E. Payton,,17,18
74,1,3:16.0,Offensive rebound by N. Vučević,,17,18
75,1,3:02.0,B. Biyombo misses 2-pt jump shot from 5 ft (block by T. Harris),,17,18
76,1,3:02.0,Offensive rebound by Team,,17,18
77,1,3:02.0,J. Green enters the game for A. Gordon,,17,18
78,1,2:51.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by D. Augustin),,19,18
79,1,2:35.0,,J. Leuer misses 2-pt jump shot from 10 ft,19,18
80,1,2:35.0,Defensive rebound by N. Vučević,,19,18
81,1,2:24.0,B. Biyombo misses 2-pt jump shot from 4 ft (block by J. Leuer),,19,18
82,1,2:23.0,Offensive rebound by N. Vučević,,19,18
83,1,2:22.0,N. Vučević misses 2-pt hook shot from 2 ft,,19,18
84,1,2:19.0,,Defensive rebound by B. Udrih,19,18
85,1,2:15.0,,T. Harris misses 3-pt jump shot from 24 ft,19,18
86,1,2:14.0,Defensive rebound by N. Vučević,,19,18
87,1,1:58.0,E. Fournier misses 2-pt jump shot from 22 ft,,19,18
88,1,1:56.0,,Defensive rebound by J. Leuer,19,18
89,1,1:45.0,,B. Udrih makes 2-pt jump shot from 12 ft,19,20
90,1,1:27.0,J. Green misses 3-pt jump shot from 26 ft,,19,20
91,1,1:27.0,,Defensive rebound by K. Caldwell-Pope,19,20
92,1,1:18.0,,B. Udrih makes 2-pt jump shot from 12 ft,19,22
93,1,0:55.0,D. Augustin misses 2-pt jump shot from 17 ft,,19,22
94,1,0:54.0,,Defensive rebound by J. Leuer,19,22
95,1,0:40.0,,A. Baynes makes 2-pt jump shot from 12 ft (assist by B. Udrih),19,24
96,1,0:40.0,Orlando full timeout,,19,24
97,1,0:40.0,,Detroit full timeout,19,24
98,1,0:40.0,M. Hezonja enters the game for N. Vučević,,19,24
99,1,0:40.0,,S. Johnson enters the game for T. Harris,19,24
100,1,0:40.0,,M. Morris enters the game for K. Caldwell-Pope,19,24
101,1,0:24.0,E. Fournier misses 2-pt jump shot from 6 ft,,19,24
102,1,0:23.0,Offensive rebound by B. Biyombo,,19,24
103,1,0:07.0,M. Hezonja makes 3-pt jump shot from 27 ft (assist by D. Augustin),,22,24
104,1,0:02.0,,M. Morris misses 3-pt jump shot from 28 ft,22,24
105,1,0:00.0,,Offensive rebound by Team,22,24
