,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
0,1,11:41.0,,K. Durant misses 2-pt jump shot from 16 ft,0,0
1,1,11:39.0,Defensive rebound by B. Griffin,,0,0
2,1,11:27.0,A. Rivers misses 2-pt layup from 2 ft (block by Z. Pachulia),,0,0
3,1,11:27.0,Offensive rebound by Team,,0,0
4,1,11:19.0,Shooting foul by D. Green (drawn by B. Griffin),,0,0
5,1,11:19.0,B. Griffin makes free throw 1 of 2,,1,0
6,1,11:19.0,B. Griffin misses free throw 2 of 2,,1,0
7,1,11:18.0,,Defensive rebound by Z. Pachulia,1,0
8,1,11:09.0,,D. Green misses 2-pt jump shot from 9 ft,1,0
9,1,11:08.0,,Offensive rebound by S. Curry,1,0
10,1,11:04.0,,S. Curry makes 2-pt jump shot from 17 ft,1,2
11,1,10:45.0,A. Rivers misses 3-pt jump shot from 25 ft,,1,2
12,1,10:45.0,,Defensive rebound by K. Durant,1,2
13,1,10:40.0,,Personal foul by L. Mbah a Moute (drawn by K. Durant),1,2
14,1,10:40.0,,K. Durant makes free throw 1 of 2,1,3
15,1,10:40.0,,K. Durant makes free throw 2 of 2,1,4
16,1,10:23.0,L. Mbah a Moute makes 2-pt layup from 1 ft,,3,4
17,1,10:09.0,,Shooting foul by D. Jordan (drawn by K. Thompson),3,4
18,1,10:09.0,,K. Thompson makes free throw 1 of 2,3,5
19,1,10:09.0,,K. Thompson makes free throw 2 of 2,3,6
20,1,9:45.0,J. Redick misses 3-pt jump shot from 27 ft,,3,6
21,1,9:45.0,,Defensive rebound by Z. Pachulia,3,6
22,1,9:38.0,,Turnover by D. Green (bad pass; steal by J. Redick),3,6
23,1,9:29.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by B. Griffin),,6,6
24,1,9:16.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Curry),6,8
25,1,9:00.0,B. Griffin misses 2-pt jump shot from 16 ft,,6,8
26,1,8:59.0,,Defensive rebound by Z. Pachulia,6,8
27,1,8:50.0,,K. Thompson misses 3-pt jump shot from 25 ft,6,8
