,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PORTLAND_ACTION,CHICAGO_SCORE,PORTLAND_SCORE
391,4,7:23.0,,Turnover by D. Lillard (lost ball; steal by D. Wade),98,74
392,4,7:19.0,Shooting foul by C. McCollum (drawn by B. Portis),,98,74
393,4,7:19.0,B. Portis misses free throw 1 of 2,,98,74
394,4,7:19.0,Offensive rebound by Team,,98,74
395,4,7:19.0,B. Portis makes free throw 2 of 2,,99,74
396,4,7:06.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by C. McCollum),99,77
397,4,6:54.0,Turnover by N. Mirotić (bad pass; steal by A. Crabbe),,99,77
398,4,6:46.0,,D. Lillard makes 2-pt jump shot from 6 ft,99,79
399,4,6:46.0,Chicago full timeout,,99,79
400,4,6:46.0,T. Gibson enters the game for B. Portis,,99,79
401,4,6:36.0,N. Mirotić misses 3-pt jump shot from 25 ft,,99,79
402,4,6:35.0,,Defensive rebound by E. Davis,99,79
403,4,6:27.0,,D. Lillard misses 2-pt jump shot from 15 ft,99,79
404,4,6:26.0,Defensive rebound by J. Butler,,99,79
405,4,6:16.0,D. Wade makes 2-pt layup from 2 ft,,101,79
406,4,6:04.0,,M. Harkless misses 3-pt jump shot from 23 ft,101,79
407,4,6:03.0,,Offensive rebound by E. Davis,101,79
408,4,6:00.0,,D. Lillard misses 2-pt layup from 2 ft (block by D. Wade),101,79
409,4,5:58.0,,Offensive rebound by D. Lillard,101,79
410,4,5:56.0,,Shooting foul by I. Canaan (drawn by E. Davis),101,79
411,4,5:56.0,,E. Davis makes free throw 1 of 2,101,80
412,4,5:56.0,,E. Davis misses free throw 2 of 2,101,80
413,4,5:55.0,Defensive rebound by N. Mirotić,,101,80
414,4,5:43.0,Chicago full timeout,,101,80
415,4,5:41.0,Turnover by J. Butler (bad pass; steal by M. Harkless),,101,80
416,4,5:37.0,,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),101,82
417,4,5:22.0,Shooting foul by D. Lillard (drawn by I. Canaan),,101,82
418,4,5:22.0,I. Canaan makes free throw 1 of 3,,102,82
419,4,5:22.0,I. Canaan makes free throw 2 of 3,,103,82
420,4,5:22.0,I. Canaan makes free throw 3 of 3,,104,82
421,4,5:05.0,,C. McCollum misses 3-pt jump shot from 25 ft,104,82
422,4,5:05.0,Defensive rebound by N. Mirotić,,104,82
423,4,4:51.0,D. Wade makes 2-pt jump shot from 21 ft,,106,82
424,4,4:34.0,,C. McCollum misses 2-pt dunk at rim,106,82
425,4,4:33.0,Defensive rebound by N. Mirotić,,106,82
426,4,4:16.0,I. Canaan misses 3-pt jump shot from 25 ft,,106,82
427,4,4:15.0,Offensive rebound by T. Gibson,,106,82
428,4,4:12.0,Shooting foul by E. Davis (drawn by T. Gibson),,106,82
429,4,4:12.0,,Portland full timeout,106,82
430,4,4:12.0,T. Gibson makes free throw 1 of 2,,107,82
431,4,4:12.0,,T. Quarterman enters the game for M. Harkless,106,82
432,4,4:12.0,,N. Vonleh enters the game for C. McCollum,106,82
433,4,4:12.0,,J. Layman enters the game for D. Lillard,106,82
434,4,4:12.0,,P. Connaughton enters the game for A. Crabbe,106,82
435,4,4:12.0,,S. Napier enters the game for E. Davis,106,82
436,4,4:12.0,C. Felício enters the game for J. Butler,,106,82
437,4,4:12.0,J. Grant enters the game for D. Wade,,106,82
438,4,4:12.0,P. Zipser enters the game for I. Canaan,,106,82
439,4,4:12.0,D. Valentine enters the game for N. Mirotić,,106,82
440,4,4:12.0,T. Gibson makes free throw 2 of 2,,108,82
441,4,4:01.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by T. Quarterman),108,85
442,4,3:48.0,B. Portis enters the game for T. Gibson,,108,85
443,4,3:48.0,R. Hunter enters the game for J. Grant,,108,85
444,4,3:42.0,R. Hunter misses 3-pt jump shot from 25 ft,,108,85
445,4,3:41.0,,Defensive rebound by S. Napier,108,85
446,4,3:35.0,,P. Connaughton makes 2-pt jump shot from 7 ft (assist by T. Quarterman),108,87
447,4,3:35.0,,Shooting foul by P. Zipser (drawn by P. Connaughton),108,87
448,4,3:35.0,,P. Connaughton makes free throw 1 of 1,108,88
449,4,3:11.0,C. Felício misses 2-pt hook shot from 3 ft,,108,88
450,4,3:10.0,Offensive rebound by B. Portis,,108,88
451,4,3:07.0,D. Valentine misses 3-pt jump shot from 25 ft,,108,88
452,4,3:06.0,,Defensive rebound by N. Vonleh,108,88
453,4,2:52.0,,N. Vonleh misses 2-pt jump shot from 20 ft,108,88
454,4,2:51.0,Defensive rebound by B. Portis,,108,88
455,4,2:41.0,B. Portis makes 3-pt jump shot from 25 ft (assist by D. Valentine),,111,88
456,4,2:21.0,,J. Layman misses 3-pt jump shot from 24 ft,111,88
457,4,2:20.0,Defensive rebound by P. Zipser,,111,88
458,4,2:04.0,Turnover by B. Portis (lost ball; steal by J. Layman),,111,88
459,4,1:57.0,,J. Layman misses 3-pt jump shot from 25 ft,111,88
460,4,1:56.0,Defensive rebound by D. Valentine,,111,88
461,4,1:43.0,P. Zipser misses 2-pt layup from 2 ft,,111,88
462,4,1:41.0,Offensive rebound by C. Felício,,111,88
463,4,1:31.0,D. Valentine misses 2-pt jump shot from 14 ft,,111,88
464,4,1:30.0,Offensive rebound by Team,,111,88
465,4,1:23.0,C. Felício misses 2-pt jump shot from 20 ft,,111,88
466,4,1:22.0,,Defensive rebound by N. Vonleh,111,88
467,4,1:15.0,,Shooting foul by C. Felício (drawn by S. Napier),111,88
468,4,1:15.0,,S. Napier misses free throw 1 of 2,111,88
469,4,1:15.0,,Offensive rebound by Team,111,88
470,4,1:15.0,,S. Napier misses free throw 2 of 2,111,88
471,4,1:15.0,Defensive rebound by B. Portis,,111,88
472,4,0:59.0,P. Zipser misses 2-pt layup from 2 ft,,111,88
473,4,0:58.0,Offensive rebound by C. Felício,,111,88
474,4,0:58.0,C. Felício misses 2-pt layup from 1 ft,,111,88
475,4,0:57.0,Offensive rebound by C. Felício,,111,88
476,4,0:57.0,C. Felício makes 2-pt layup from 1 ft,,113,88
477,4,0:47.0,,N. Vonleh misses 3-pt jump shot from 25 ft,113,88
478,4,0:47.0,Defensive rebound by C. Felício,,113,88
479,4,0:30.0,P. Zipser misses 3-pt jump shot from 26 ft,,113,88
480,4,0:28.0,,Defensive rebound by N. Vonleh,113,88
481,4,0:10.0,,S. Napier misses 2-pt layup from 1 ft,113,88
482,4,0:09.0,Defensive rebound by C. Felício,,113,88
