,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
379,4,2:20.0,,A. Wiggins misses 2-pt layup from 2 ft,103,99
380,4,2:19.0,,Offensive rebound by K. Towns,103,99
381,4,2:19.0,,K. Towns makes 2-pt dunk at rim,103,101
382,4,1:57.0,D. DeRozan makes 2-pt jump shot from 13 ft,,105,101
383,4,1:42.0,,S. Muhammad makes 2-pt dunk at rim (assist by K. Towns),105,103
384,4,1:24.0,D. DeRozan misses 2-pt jump shot from 7 ft,,105,103
385,4,1:23.0,,Defensive rebound by A. Wiggins,105,103
386,4,1:18.0,,Shooting foul by D. DeRozan (drawn by S. Muhammad),105,103
387,4,1:18.0,,S. Muhammad makes free throw 1 of 2,105,104
388,4,1:18.0,,S. Muhammad misses free throw 2 of 2,105,104
389,4,1:16.0,Defensive rebound by L. Nogueira,,105,104
390,4,1:00.0,D. DeRozan misses 2-pt jump shot from 18 ft,,105,104
391,4,1:00.0,,Defensive rebound by K. Towns,105,104
392,4,0:48.0,,A. Wiggins makes 2-pt jump shot from 17 ft,105,106
393,4,0:48.0,Toronto full timeout,,105,106
394,4,0:36.0,K. Lowry misses 3-pt jump shot from 25 ft,,105,106
395,4,0:34.0,,Defensive rebound by S. Muhammad,105,106
396,4,0:34.0,,Personal foul by D. Carroll (drawn by S. Muhammad),105,106
397,4,0:34.0,,S. Muhammad makes free throw 1 of 2,105,107
398,4,0:34.0,,S. Muhammad misses free throw 2 of 2,105,107
399,4,0:34.0,J. Valančiūnas enters the game for N. Powell,,105,107
400,4,0:33.0,Defensive rebound by J. Valančiūnas,,105,107
401,4,0:33.0,Toronto full timeout,,105,107
402,4,0:33.0,C. Joseph enters the game for L. Nogueira,,105,107
403,4,0:30.0,D. DeRozan makes 2-pt layup from 1 ft,,107,107
404,4,0:30.0,,Minnesota full timeout,107,107
405,4,0:20.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by A. Wiggins),107,110
406,4,0:20.0,Toronto full timeout,,107,110
407,4,0:20.0,T. Ross enters the game for C. Joseph,,107,110
408,4,0:13.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,109,110
409,4,0:13.0,,Minnesota full timeout,109,110
410,4,0:13.0,C. Joseph enters the game for T. Ross,,109,110
411,4,0:13.0,,R. Rubio enters the game for S. Muhammad,109,110
412,4,0:11.0,,Personal foul by C. Joseph (drawn by A. Wiggins),109,110
413,4,0:11.0,,A. Wiggins makes free throw 1 of 2,109,111
414,4,0:11.0,T. Ross enters the game for C. Joseph,,109,111
415,4,0:11.0,,A. Wiggins makes free throw 2 of 2,109,112
416,4,0:00.0,K. Lowry misses 3-pt jump shot from 22 ft,,109,112
417,4,0:00.0,Offensive rebound by Team,,109,112
