,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW ORLEANS_ACTION,DENVER_SCORE,NEW ORLEANS_SCORE
363,3,0:38.0,Offensive rebound by Team,,85,77
364,3,0:38.0,,D. Cunningham enters the game for A. Davis,85,77
365,3,0:38.0,J. Murray enters the game for W. Barton,,85,77
366,3,0:38.0,Violation by Team (jump ball),,85,77
367,3,0:36.0,Turnover by K. Faried (lost ball; steal by T. Jones),,85,77
368,3,0:06.0,,L. Stephenson misses 2-pt jump shot from 4 ft,85,77
369,3,0:04.0,Defensive rebound by K. Faried,,85,77
370,3,0:00.0,J. Murray misses 3-pt jump shot from 38 ft,,85,77
371,3,0:00.0,,Defensive rebound by Team,85,77
372,4,11:38.0,K. Faried makes 2-pt hook shot from 5 ft (assist by J. Murray),,87,77
373,4,11:15.0,,T. Jones misses 2-pt hook shot from 5 ft,87,77
374,4,11:13.0,Defensive rebound by K. Faried,,87,77
375,4,11:01.0,Turnover by J. Nelson (bad pass; steal by L. Galloway),,87,77
376,4,10:54.0,,T. Jones makes 2-pt dunk at rim (assist by D. Cunningham),87,79
377,4,10:36.0,Turnover by K. Faried (3 sec),,87,79
378,4,10:24.0,,T. Jones makes 2-pt dunk at rim (assist by L. Stephenson),87,81
379,4,10:24.0,Denver full timeout,,87,81
380,4,10:02.0,J. Nelson misses 3-pt jump shot from 25 ft,,87,81
381,4,10:02.0,,Defensive rebound by Team,87,81
382,4,10:02.0,Loose ball foul by N. Jokić (drawn by T. Jones),,87,81
383,4,9:43.0,,D. Cunningham misses 3-pt jump shot from 23 ft,87,81
384,4,9:42.0,Defensive rebound by J. Murray,,87,81
385,4,9:34.0,Turnover by W. Chandler (traveling),,87,81
