,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
0,1,11:42.0,J. Parker makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,2,0
1,1,11:26.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),2,2
2,1,10:59.0,J. Parker misses 3-pt jump shot from 23 ft,,2,2
3,1,10:57.0,,Defensive rebound by D. Howard,2,2
4,1,10:52.0,,Turnover by D. Schröder (bad pass; steal by G. Antetokounmpo),2,2
5,1,10:43.0,T. Snell misses 3-pt jump shot from 24 ft,,2,2
6,1,10:41.0,,Defensive rebound by D. Howard,2,2
7,1,10:35.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),2,5
8,1,10:22.0,M. Brogdon makes 2-pt layup at rim (assist by J. Henson),,4,5
9,1,10:02.0,,Turnover by D. Schröder (bad pass; steal by T. Snell),4,5
10,1,9:55.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by T. Snell),,6,5
11,1,9:42.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),6,7
12,1,9:21.0,J. Henson makes 2-pt jump shot from 19 ft (assist by J. Parker),,8,7
13,1,9:02.0,,P. Millsap misses 2-pt dunk at rim (block by G. Antetokounmpo),8,7
14,1,9:02.0,,Offensive rebound by Team,8,7
15,1,8:53.0,,K. Bazemore misses 3-pt jump shot from 24 ft,8,7
16,1,8:51.0,Defensive rebound by G. Antetokounmpo,,8,7
17,1,8:43.0,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,11,7
18,1,8:25.0,,D. Schröder makes 2-pt layup from 1 ft,11,9
19,1,8:05.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft,,13,9
20,1,7:45.0,,Turnover by K. Bazemore (bad pass; steal by G. Antetokounmpo),13,9
21,1,7:40.0,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),,15,9
22,1,7:40.0,,Atlanta full timeout,15,9
23,1,7:25.0,,Turnover by P. Millsap (traveling),15,9
24,1,7:16.0,G. Antetokounmpo misses 2-pt dunk at rim,,15,9
25,1,7:15.0,,Defensive rebound by Team,15,9
26,1,6:59.0,,T. Sefolosha misses 2-pt layup from 1 ft,15,9
27,1,6:57.0,Defensive rebound by J. Henson,,15,9
