,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA CLIPPERS_ACTION,TORONTO_SCORE,LA CLIPPERS_SCORE
168,2,5:44.0,,LA Clippers full timeout,27,33
169,2,5:44.0,J. Valančiūnas makes free throw 1 of 2,,28,33
170,2,5:44.0,D. DeRozan enters the game for T. Ross,,27,33
171,2,5:44.0,,D. Jordan enters the game for M. Speights,27,33
172,2,5:44.0,,J. Redick enters the game for A. Rivers,27,33
173,2,5:44.0,,C. Paul enters the game for R. Felton,27,33
174,2,5:44.0,J. Valančiūnas makes free throw 2 of 2,,29,33
175,2,5:28.0,,J. Crawford makes 2-pt jump shot from 17 ft,29,35
176,2,5:15.0,J. Valančiūnas misses 2-pt jump shot from 20 ft,,29,35
177,2,5:15.0,,Defensive rebound by C. Paul,29,35
178,2,5:05.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by J. Crawford),29,38
179,2,4:52.0,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by K. Lowry),,31,38
180,2,4:37.0,,J. Crawford misses 3-pt jump shot from 25 ft,31,38
181,2,4:36.0,Defensive rebound by P. Siakam,,31,38
182,2,4:28.0,K. Lowry makes 3-pt jump shot from 25 ft,,34,38
183,2,4:12.0,,Turnover by C. Paul (bad pass),34,38
184,2,4:12.0,,L. Mbah a Moute enters the game for J. Crawford,34,38
185,2,4:00.0,P. Siakam makes 2-pt hook shot from 9 ft (assist by K. Lowry),,36,38
186,2,3:45.0,,Turnover by D. Jordan (lost ball; steal by D. DeRozan),36,38
187,2,3:40.0,N. Powell makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,39,38
188,2,3:39.0,,LA Clippers full timeout,39,38
189,2,3:15.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by C. Paul),39,41
190,2,2:54.0,D. DeRozan misses 2-pt jump shot from 14 ft,,39,41
191,2,2:53.0,,Defensive rebound by D. Jordan,39,41
192,2,2:42.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,39,41
193,2,2:42.0,Defensive rebound by K. Lowry,,39,41
194,2,2:29.0,Turnover by N. Powell (bad pass; steal by J. Redick),,39,41
195,2,2:18.0,,B. Griffin makes 2-pt jump shot from 14 ft (assist by C. Paul),39,43
196,2,2:08.0,Toronto full timeout,,39,43
197,2,2:08.0,C. Joseph enters the game for K. Lowry,,39,43
198,2,2:01.0,N. Powell misses 3-pt jump shot from 23 ft,,39,43
199,2,2:00.0,,Defensive rebound by B. Griffin,39,43
200,2,1:41.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by B. Griffin),39,46
201,2,1:23.0,C. Joseph misses 2-pt jump shot from 19 ft,,39,46
202,2,1:21.0,,Defensive rebound by D. Jordan,39,46
203,2,1:11.0,,B. Griffin misses 2-pt jump shot from 18 ft,39,46
204,2,1:11.0,,Offensive rebound by L. Mbah a Moute,39,46
205,2,1:01.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),39,48
206,2,0:51.0,D. DeRozan makes 2-pt jump shot from 14 ft,,41,48
207,2,0:40.0,,Turnover by C. Paul (lost ball; steal by C. Joseph),41,48
208,2,0:36.0,Shooting foul by B. Griffin (drawn by C. Joseph),,41,48
209,2,0:36.0,C. Joseph makes free throw 1 of 2,,42,48
210,2,0:36.0,C. Joseph makes free throw 2 of 2,,43,48
211,2,0:27.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),43,51
212,2,0:13.0,C. Joseph makes 2-pt layup from 2 ft,,45,51
213,2,0:05.0,,Personal take foul by C. Joseph (drawn by C. Paul),45,51
214,2,0:05.0,,J. Crawford enters the game for L. Mbah a Moute,45,51
215,2,0:00.0,,Shooting foul by J. Valančiūnas (drawn by J. Redick),45,51
216,2,0:00.0,,J. Redick makes free throw 1 of 3,45,52
217,2,0:00.0,,J. Redick makes free throw 2 of 3,45,53
218,2,0:00.0,,J. Redick makes free throw 3 of 3,45,54
219,3,11:37.0,K. Lowry misses 2-pt layup from 2 ft (block by B. Griffin),,45,54
220,3,11:36.0,,Defensive rebound by D. Jordan,45,54
221,3,11:32.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),45,56
222,3,11:32.0,,Shooting foul by P. Siakam (drawn by B. Griffin),45,56
223,3,11:32.0,,B. Griffin makes free throw 1 of 1,45,57
224,3,11:12.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by K. Lowry),,47,57
225,3,10:59.0,,Personal foul by K. Lowry (drawn by C. Paul),47,57
226,3,10:47.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),47,59
227,3,10:30.0,D. DeRozan makes 2-pt jump shot from 18 ft,,49,59
228,3,10:15.0,,Turnover by J. Redick (bad pass; steal by P. Siakam),49,59
229,3,10:09.0,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),,51,59
230,3,9:52.0,,B. Griffin makes 2-pt hook shot from 3 ft,51,61
231,3,9:52.0,,Shooting foul by P. Siakam (drawn by B. Griffin),51,61
232,3,9:52.0,,B. Griffin makes free throw 1 of 1,51,62
233,3,9:41.0,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by D. DeRozan),,53,62
234,3,9:20.0,,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),53,64
235,3,9:03.0,D. DeRozan misses 2-pt jump shot from 15 ft (block by L. Mbah a Moute),,53,64
236,3,9:02.0,Offensive rebound by D. DeRozan,,53,64
237,3,9:01.0,D. DeRozan misses 2-pt jump shot from 16 ft,,53,64
238,3,9:01.0,,Defensive rebound by D. Jordan,53,64
239,3,9:01.0,Loose ball foul by P. Siakam (drawn by D. Jordan),,53,64
240,3,9:01.0,P. Patterson enters the game for P. Siakam,,53,64
241,3,8:41.0,,C. Paul misses 3-pt jump shot from 25 ft,53,64
242,3,8:40.0,Defensive rebound by K. Lowry,,53,64
243,3,8:32.0,N. Powell makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,56,64
244,3,8:15.0,,C. Paul makes 2-pt jump shot from 7 ft,56,66
245,3,7:54.0,K. Lowry misses 2-pt jump shot from 17 ft,,56,66
246,3,7:53.0,,Defensive rebound by D. Jordan,56,66
247,3,7:50.0,,Personal block foul by K. Lowry (drawn by C. Paul),56,66
248,3,7:50.0,,C. Paul makes free throw 1 of 2,56,67
249,3,7:50.0,,C. Paul makes free throw 2 of 2,56,68
250,3,7:26.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,59,68
251,3,7:05.0,,B. Griffin misses 2-pt jump shot from 19 ft,59,68
252,3,7:04.0,Defensive rebound by J. Valančiūnas,,59,68
253,3,6:49.0,K. Lowry makes 3-pt jump shot from 25 ft,,62,68
254,3,6:49.0,,LA Clippers full timeout,62,68
255,3,6:32.0,,B. Griffin makes 2-pt jump shot from 15 ft,62,70
256,3,6:15.0,Personal foul by B. Griffin (drawn by J. Valančiūnas),,62,70
257,3,6:01.0,K. Lowry misses 2-pt layup from 2 ft,,62,70
258,3,5:59.0,,Defensive rebound by B. Griffin,62,70
259,3,5:54.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by C. Paul),62,72
260,3,5:37.0,D. DeRozan misses 2-pt jump shot from 15 ft,,62,72
261,3,5:35.0,,Defensive rebound by C. Paul,62,72
262,3,5:33.0,,Personal foul by P. Patterson (drawn by C. Paul),62,72
263,3,5:33.0,,C. Paul makes free throw 1 of 2,62,73
264,3,5:33.0,L. Nogueira enters the game for J. Valančiūnas,,62,73
265,3,5:33.0,,C. Paul makes free throw 2 of 2,62,74
266,3,5:10.0,N. Powell misses 3-pt jump shot from 25 ft,,62,74
267,3,5:07.0,,Defensive rebound by B. Griffin,62,74
268,3,4:59.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),62,76
269,3,4:43.0,Turnover by K. Lowry (lost ball),,62,76
270,3,4:37.0,,Personal foul by D. DeRozan (drawn by D. Jordan),62,76
271,3,4:37.0,,D. Jordan misses free throw 1 of 2,62,76
272,3,4:37.0,,Offensive rebound by Team,62,76
273,3,4:37.0,,D. Jordan makes free throw 2 of 2,62,77
274,3,4:37.0,Toronto full timeout,,62,77
275,3,4:37.0,T. Ross enters the game for N. Powell,,62,77
276,3,4:20.0,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Patterson),,64,77
277,3,4:14.0,,Personal take foul by P. Patterson (drawn by D. Jordan),64,77
278,3,4:14.0,,D. Jordan makes free throw 1 of 2,64,78
279,3,4:14.0,,D. Jordan makes free throw 2 of 2,64,79
280,3,3:59.0,Shooting foul by L. Mbah a Moute (drawn by L. Nogueira),,64,79
281,3,3:59.0,L. Nogueira misses free throw 1 of 2,,64,79
282,3,3:59.0,Offensive rebound by Team,,64,79
283,3,3:59.0,L. Nogueira makes free throw 2 of 2,,65,79
284,3,3:57.0,,Personal take foul by D. DeRozan (drawn by D. Jordan),65,79
285,3,3:57.0,,D. Jordan makes free throw 1 of 2,65,80
286,3,3:57.0,,D. Jordan makes free throw 2 of 2,65,81
287,3,3:35.0,D. DeRozan misses 2-pt jump shot from 18 ft,,65,81
288,3,3:35.0,,Defensive rebound by D. Jordan,65,81
289,3,3:35.0,,Personal take foul by K. Lowry (drawn by D. Jordan),65,81
290,3,3:35.0,,D. Jordan misses free throw 1 of 2,65,81
291,3,3:35.0,,Offensive rebound by Team,65,81
292,3,3:35.0,,D. Jordan makes free throw 2 of 2,65,82
293,3,3:19.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,67,82
294,3,3:10.0,,Personal foul by T. Ross (drawn by J. Redick),67,82
295,3,3:10.0,,J. Redick makes free throw 1 of 2,67,83
296,3,3:10.0,,J. Redick makes free throw 2 of 2,67,84
297,3,2:56.0,Personal foul by C. Paul (drawn by K. Lowry),,67,84
298,3,2:56.0,,J. Crawford enters the game for J. Redick,67,84
299,3,2:56.0,C. Joseph enters the game for K. Lowry,,67,84
300,3,2:44.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,70,84
301,3,2:35.0,,Turnover by C. Paul (lost ball; steal by C. Joseph),70,84
302,3,2:32.0,Personal foul by D. Jordan (drawn by D. DeRozan),,70,84
303,3,2:32.0,D. DeRozan makes free throw 1 of 2,,71,84
304,3,2:32.0,D. DeRozan misses free throw 2 of 2,,71,84
305,3,2:32.0,,W. Johnson enters the game for B. Griffin,71,84
306,3,2:31.0,,Defensive rebound by D. Jordan,71,84
307,3,2:17.0,,Shooting foul by C. Joseph (drawn by C. Paul),71,84
308,3,2:17.0,,C. Paul makes free throw 1 of 2,71,85
309,3,2:17.0,,C. Paul makes free throw 2 of 2,71,86
310,3,2:03.0,Shooting foul by L. Mbah a Moute (drawn by C. Joseph),,71,86
311,3,2:03.0,C. Joseph makes free throw 1 of 2,,72,86
312,3,2:03.0,C. Joseph misses free throw 2 of 2,,72,86
313,3,2:03.0,,A. Rivers enters the game for L. Mbah a Moute,72,86
314,3,2:02.0,,Defensive rebound by D. Jordan,72,86
315,3,1:50.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),72,88
316,3,1:39.0,Personal block foul by W. Johnson (drawn by C. Joseph),,72,88
317,3,1:39.0,C. Joseph misses free throw 1 of 2,,72,88
318,3,1:39.0,Offensive rebound by Team,,72,88
319,3,1:39.0,C. Joseph makes free throw 2 of 2,,73,88
320,3,1:17.0,,Turnover by J. Crawford (bad pass; steal by T. Ross),73,88
321,3,1:11.0,T. Ross makes 2-pt layup from 2 ft (assist by P. Patterson),,75,88
322,3,0:58.0,,C. Paul misses 2-pt jump shot from 14 ft,75,88
323,3,0:57.0,Defensive rebound by P. Patterson,,75,88
324,3,0:51.0,D. DeRozan makes 2-pt jump shot from 12 ft,,77,88
325,3,0:34.0,,A. Rivers misses 2-pt layup from 3 ft,77,88
326,3,0:33.0,Defensive rebound by D. DeRozan,,77,88
327,3,0:30.0,D. DeRozan makes 2-pt jump shot from 15 ft,,79,88
328,3,0:08.0,,M. Speights enters the game for D. Jordan,79,88
329,3,0:08.0,,R. Felton enters the game for W. Johnson,79,88
330,3,0:04.0,,J. Crawford misses 3-pt jump shot from 24 ft,79,88
331,3,0:03.0,Defensive rebound by D. DeRozan,,79,88
332,4,11:50.0,,Turnover by A. Rivers (bad pass),79,88
333,4,11:38.0,C. Joseph misses 2-pt jump shot from 19 ft,,79,88
334,4,11:37.0,,Defensive rebound by W. Johnson,79,88
335,4,11:17.0,,R. Felton makes 3-pt jump shot from 25 ft (assist by M. Speights),79,91
336,4,10:56.0,N. Powell makes 2-pt jump shot from 6 ft,,81,91
337,4,10:56.0,Shooting foul by M. Speights (drawn by N. Powell),,81,91
338,4,10:56.0,N. Powell makes free throw 1 of 1,,82,91
339,4,10:43.0,,Turnover by J. Crawford (lost ball; steal by C. Joseph),82,91
340,4,10:37.0,T. Ross makes 2-pt jump shot from 7 ft,,84,91
341,4,10:16.0,,B. Griffin enters the game for W. Johnson,84,91
342,4,10:16.0,,Turnover by R. Felton (lost ball; steal by N. Powell),84,91
343,4,9:56.0,P. Patterson makes 2-pt jump shot from 15 ft (assist by K. Lowry),,86,91
344,4,9:56.0,,LA Clippers full timeout,86,91
345,4,9:44.0,,M. Speights makes 2-pt layup from 2 ft (assist by R. Felton),86,93
346,4,9:28.0,N. Powell misses 2-pt layup from 1 ft,,86,93
347,4,9:26.0,,Defensive rebound by M. Speights,86,93
348,4,9:16.0,,M. Speights misses 3-pt jump shot from 25 ft,86,93
349,4,9:16.0,Defensive rebound by K. Lowry,,86,93
350,4,9:11.0,Turnover by P. Patterson (bad pass),,86,93
351,4,8:59.0,,M. Speights makes 2-pt layup from 2 ft (assist by B. Griffin),86,95
352,4,8:38.0,C. Joseph makes 2-pt jump shot from 17 ft,,88,95
353,4,8:26.0,,Personal foul by N. Powell (drawn by M. Speights),88,95
354,4,8:26.0,P. Siakam enters the game for N. Powell,,88,95
355,4,8:20.0,,Turnover by M. Speights (bad pass; steal by P. Patterson),88,95
356,4,8:09.0,K. Lowry misses 3-pt jump shot from 25 ft,,88,95
357,4,8:08.0,,Defensive rebound by R. Felton,88,95
358,4,7:50.0,,B. Griffin makes 2-pt jump shot from 18 ft,88,97
359,4,7:42.0,Personal foul by A. Rivers (drawn by K. Lowry),,88,97
360,4,7:28.0,K. Lowry makes 2-pt layup from 2 ft,,90,97
361,4,7:03.0,,J. Crawford misses 2-pt jump shot from 17 ft,90,97
362,4,7:03.0,Defensive rebound by K. Lowry,,90,97
363,4,6:58.0,Shooting foul by R. Felton (drawn by K. Lowry),,90,97
364,4,6:58.0,K. Lowry makes free throw 1 of 2,,91,97
365,4,6:58.0,,D. Jordan enters the game for M. Speights,91,97
366,4,6:58.0,K. Lowry makes free throw 2 of 2,,92,97
367,4,6:46.0,,A. Rivers misses 2-pt layup from 1 ft,92,97
368,4,6:46.0,Defensive rebound by Team,,92,97
369,4,6:46.0,,Technical foul by Team,92,97
370,4,6:46.0,J. Valančiūnas enters the game for P. Siakam,,92,97
371,4,6:46.0,,J. Redick enters the game for A. Rivers,92,97
372,4,6:46.0,,C. Paul enters the game for R. Felton,93,97
373,4,6:46.0,K. Lowry makes technical free throw,,93,97
374,4,6:34.0,K. Lowry misses 3-pt jump shot from 25 ft,,93,97
375,4,6:34.0,,Defensive rebound by Team,93,97
376,4,6:34.0,Loose ball foul by J. Valančiūnas (drawn by B. Griffin),,93,97
377,4,6:21.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),93,100
378,4,6:08.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by C. Joseph),,96,100
379,4,5:55.0,,Shooting foul by T. Ross (drawn by B. Griffin),96,100
380,4,5:55.0,Official timeout,,96,100
