,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PHOENIX_ACTION,HOUSTON_SCORE,PHOENIX_SCORE
102,1,0:03.0,Offensive rebound by S. Dekker,,30,26
103,1,0:03.0,Shooting foul by D. Booker (drawn by S. Dekker),,30,26
104,1,0:03.0,S. Dekker misses free throw 1 of 2,,30,26
105,1,0:03.0,Offensive rebound by Team,,30,26
106,1,0:03.0,S. Dekker misses free throw 2 of 2,,30,26
107,1,0:03.0,,Defensive rebound by T. Warren,30,26
108,1,0:03.0,P. Beverley enters the game for J. Harden,,30,26
109,1,0:00.0,,T. Warren misses 3-pt jump shot from 54 ft,30,26
110,1,0:00.0,,Offensive rebound by Team,30,26
111,2,11:45.0,E. Gordon makes 3-pt jump shot from 26 ft,,33,26
112,2,11:24.0,,Personal foul by C. Brewer (drawn by A. Len),33,26
113,2,11:15.0,,L. Barbosa misses 3-pt jump shot from 25 ft,33,26
114,2,11:13.0,Defensive rebound by P. Beverley,,33,26
115,2,11:02.0,P. Beverley misses 2-pt jump shot from 4 ft (block by B. Knight),,33,26
116,2,10:59.0,,Defensive rebound by B. Knight,33,26
117,2,10:53.0,,B. Knight misses 2-pt jump shot from 17 ft,33,26
118,2,10:49.0,Defensive rebound by C. Brewer,,33,26
119,2,10:46.0,P. Beverley misses 3-pt jump shot from 26 ft,,33,26
120,2,10:43.0,,Defensive rebound by L. Barbosa,33,26
121,2,10:36.0,,T. Warren makes 2-pt dunk at rim,33,28
122,2,10:20.0,S. Dekker misses 3-pt jump shot from 25 ft,,33,28
123,2,10:19.0,,Defensive rebound by A. Len,33,28
124,2,10:07.0,,Shooting foul by N. Hilário (drawn by A. Len),33,28
125,2,10:07.0,,A. Len misses free throw 1 of 2,33,28
126,2,10:07.0,,Offensive rebound by Team,33,28
127,2,10:07.0,,A. Len makes free throw 2 of 2,33,29
128,2,9:53.0,C. Brewer misses 3-pt jump shot from 26 ft,,33,29
129,2,9:52.0,,Defensive rebound by T. Warren,33,29
130,2,9:46.0,,T. Warren misses 2-pt jump shot from 20 ft,33,29
131,2,9:41.0,Defensive rebound by S. Dekker,,33,29
132,2,9:31.0,P. Beverley misses 2-pt jump shot from 5 ft,,33,29
133,2,9:27.0,Offensive rebound by N. Hilário,,33,29
134,2,9:23.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by P. Beverley),,36,29
135,2,9:10.0,,L. Barbosa misses 2-pt jump shot from 16 ft,36,29
136,2,9:10.0,Defensive rebound by Team,,36,29
137,2,9:10.0,,Loose ball foul by L. Barbosa (drawn by C. Brewer),36,29
138,2,9:00.0,P. Beverley makes 2-pt jump shot from 18 ft,,38,29
139,2,8:42.0,,T. Warren misses 3-pt jump shot from 23 ft,38,29
140,2,8:40.0,Defensive rebound by S. Dekker,,38,29
141,2,8:32.0,E. Gordon misses 2-pt layup from 2 ft (block by A. Len),,38,29
142,2,8:31.0,Offensive rebound by Team,,38,29
143,2,8:31.0,Official timeout,,38,29
144,2,8:31.0,T. Ariza enters the game for S. Dekker,,38,29
145,2,8:31.0,R. Anderson enters the game for C. Brewer,,38,29
146,2,8:28.0,N. Hilário makes 2-pt layup from 2 ft (assist by E. Gordon),,40,29
147,2,8:13.0,,J. Dudley misses 3-pt jump shot from 25 ft,40,29
148,2,8:11.0,Defensive rebound by P. Beverley,,40,29
149,2,7:56.0,R. Anderson misses 2-pt layup from 2 ft (block by A. Len),,40,29
150,2,7:53.0,,Defensive rebound by A. Len,40,29
151,2,7:41.0,,A. Len makes 2-pt layup from 1 ft,40,31
152,2,7:35.0,Personal foul by T. Warren,,40,31
153,2,7:32.0,Shooting foul by A. Len (drawn by T. Ariza),,40,31
154,2,7:32.0,T. Ariza misses free throw 1 of 2,,40,31
155,2,7:32.0,Offensive rebound by Team,,40,31
156,2,7:32.0,,Violation by A. Len (lane),40,31
157,2,7:32.0,T. Ariza misses free throw 2 of 2,,40,31
158,2,7:31.0,,Defensive rebound by A. Len,40,31
159,2,7:18.0,,B. Knight makes 3-pt jump shot from 25 ft,40,34
160,2,7:02.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Beverley),,43,34
161,2,6:58.0,,Phoenix full timeout,43,34
162,2,6:42.0,,L. Barbosa misses 3-pt jump shot from 23 ft,43,34
163,2,6:40.0,,Offensive rebound by B. Knight,43,34
164,2,6:31.0,,T. Warren misses 2-pt jump shot from 7 ft,43,34
165,2,6:29.0,Defensive rebound by Team,,43,34
166,2,6:29.0,M. Harrell enters the game for N. Hilário,,43,34
167,2,6:29.0,J. Harden enters the game for E. Gordon,,43,34
168,2,6:16.0,M. Harrell misses 2-pt layup from 2 ft (block by T. Warren),,43,34
169,2,6:13.0,,Defensive rebound by J. Dudley,43,34
170,2,6:06.0,,B. Knight makes 2-pt layup from 1 ft,43,36
171,2,5:58.0,Turnover by M. Harrell (bad pass; steal by L. Barbosa),,43,36
172,2,5:55.0,,Loose ball foul by T. Warren,43,36
173,2,5:55.0,,L. Barbosa misses 2-pt jump shot from 4 ft,43,36
174,2,5:55.0,Defensive rebound by Team,,43,36
175,2,5:55.0,,P. Tucker enters the game for L. Barbosa,43,36
176,2,5:44.0,Turnover by M. Harrell (lost ball),,43,36
177,2,5:34.0,,B. Knight misses 2-pt jump shot from 7 ft,43,36
178,2,5:31.0,Defensive rebound by T. Ariza,,43,36
179,2,5:24.0,R. Anderson misses 3-pt jump shot from 25 ft,,43,36
180,2,5:23.0,Offensive rebound by P. Beverley,,43,36
181,2,5:20.0,Turnover by R. Anderson (lost ball; steal by T. Warren),,43,36
182,2,5:13.0,,Shooting foul by M. Harrell (drawn by B. Knight),43,36
183,2,5:13.0,,B. Knight makes free throw 1 of 2,43,37
184,2,5:13.0,,D. Booker enters the game for J. Dudley,43,37
185,2,5:13.0,E. Gordon enters the game for M. Harrell,,43,37
186,2,5:13.0,,E. Bledsoe enters the game for A. Len,43,37
187,2,5:13.0,,B. Knight makes free throw 2 of 2,43,38
188,2,4:57.0,J. Harden misses 3-pt jump shot from 25 ft,,43,38
189,2,4:55.0,,Defensive rebound by P. Tucker,43,38
190,2,4:49.0,,B. Knight makes 2-pt jump shot from 19 ft,43,40
191,2,4:39.0,J. Harden misses 2-pt layup from 2 ft,,43,40
192,2,4:37.0,,Defensive rebound by B. Knight,43,40
193,2,4:32.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,43,40
194,2,4:29.0,Defensive rebound by T. Ariza,,43,40
195,2,4:20.0,J. Harden makes 2-pt layup from 1 ft,,45,40
196,2,4:03.0,,D. Booker makes 2-pt layup from 1 ft,45,42
197,2,3:53.0,P. Beverley makes 2-pt layup from 1 ft,,47,42
198,2,3:44.0,,Shooting foul by P. Beverley (drawn by B. Knight),47,42
199,2,3:44.0,,B. Knight makes free throw 1 of 2,47,43
200,2,3:44.0,M. Harrell enters the game for P. Beverley,,47,43
201,2,3:44.0,,T. Chandler enters the game for T. Warren,47,43
202,2,3:44.0,,B. Knight makes free throw 2 of 2,47,44
203,2,3:38.0,Turnover by T. Ariza (lost ball; steal by B. Knight),,47,44
204,2,3:32.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. Booker),47,47
205,2,3:20.0,J. Harden misses 2-pt jump shot from 4 ft,,47,47
206,2,3:18.0,,Defensive rebound by P. Tucker,47,47
207,2,3:15.0,,Personal foul by R. Anderson (drawn by D. Booker),47,47
208,2,3:15.0,,D. Booker makes free throw 1 of 2,47,48
209,2,3:15.0,,D. Booker makes free throw 2 of 2,47,49
210,2,3:03.0,E. Gordon misses 3-pt jump shot from 26 ft,,47,49
211,2,3:02.0,Offensive rebound by T. Ariza,,47,49
212,2,2:48.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),,50,49
213,2,2:24.0,,D. Booker misses 2-pt jump shot from 23 ft,50,49
214,2,2:21.0,Defensive rebound by Team,,50,49
215,2,2:21.0,Houston full timeout,,50,49
216,2,2:12.0,M. Harrell makes 2-pt layup from 1 ft (assist by J. Harden),,52,49
217,2,2:03.0,,Personal foul by E. Gordon (drawn by E. Bledsoe),52,49
218,2,2:03.0,,E. Bledsoe makes free throw 1 of 2,52,50
219,2,2:03.0,,E. Bledsoe makes free throw 2 of 2,52,51
220,2,1:57.0,E. Gordon misses 3-pt jump shot from 26 ft,,52,51
221,2,1:54.0,,Defensive rebound by B. Knight,52,51
222,2,1:46.0,,B. Knight misses 2-pt layup from 2 ft,52,51
223,2,1:43.0,Defensive rebound by R. Anderson,,52,51
224,2,1:24.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),,55,51
225,2,0:59.0,,D. Booker misses 2-pt jump shot from 11 ft,55,51
226,2,0:59.0,Defensive rebound by Team,,55,51
227,2,0:49.0,J. Harden makes 2-pt layup from 1 ft,,57,51
228,2,0:37.0,,T. Chandler makes 2-pt layup from 1 ft (assist by E. Bledsoe),57,53
229,2,0:37.0,,Shooting foul by E. Gordon (drawn by T. Chandler),57,53
230,2,0:37.0,,T. Chandler makes free throw 1 of 1,57,54
231,2,0:28.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,59,54
232,2,0:07.0,,Shooting foul by R. Anderson (drawn by E. Bledsoe),59,54
233,2,0:07.0,,E. Bledsoe misses free throw 1 of 2,59,54
234,2,0:07.0,,Offensive rebound by Team,59,54
235,2,0:07.0,,E. Bledsoe makes free throw 2 of 2,59,55
236,2,0:00.0,J. Harden makes 2-pt layup from 1 ft,,61,55
237,3,11:46.0,R. Anderson misses 3-pt jump shot from 26 ft,,61,55
238,3,11:44.0,,Defensive rebound by T. Chandler,61,55
239,3,11:36.0,,D. Booker makes 2-pt jump shot from 20 ft,61,57
240,3,11:14.0,P. Beverley makes 3-pt jump shot from 25 ft,,64,57
241,3,10:59.0,,D. Booker misses 2-pt jump shot from 20 ft,64,57
242,3,10:55.0,Defensive rebound by J. Harden,,64,57
243,3,10:49.0,J. Harden makes 3-pt jump shot from 26 ft,,67,57
244,3,10:29.0,,M. Chriss makes 2-pt jump shot from 12 ft,67,59
245,3,10:04.0,M. Harrell makes 2-pt jump shot from 14 ft (assist by P. Beverley),,69,59
246,3,9:51.0,,M. Chriss misses 3-pt jump shot from 25 ft,69,59
247,3,9:49.0,Defensive rebound by P. Beverley,,69,59
248,3,9:47.0,Personal foul by M. Chriss (drawn by M. Harrell),,69,59
249,3,9:40.0,J. Harden misses 2-pt jump shot from 8 ft,,69,59
250,3,9:37.0,,Defensive rebound by P. Tucker,69,59
251,3,9:32.0,,Personal foul by P. Beverley (drawn by D. Booker),69,59
252,3,9:22.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),69,62
253,3,9:09.0,Def 3 sec tech foul by T. Chandler,,69,62
254,3,9:09.0,J. Harden makes technical free throw,,70,62
255,3,9:04.0,J. Harden makes 3-pt jump shot from 24 ft (assist by M. Harrell),,73,62
256,3,8:49.0,,Turnover by T. Chandler (bad pass; steal by J. Harden),73,62
257,3,8:45.0,P. Beverley makes 2-pt layup from 1 ft (assist by J. Harden),,75,62
258,3,8:44.0,,Phoenix full timeout,75,62
259,3,8:44.0,,Technical foul by Team,75,62
260,3,8:44.0,J. Harden misses technical free throw,,75,62
261,3,8:44.0,,Offensive rebound by Team,75,62
262,3,8:31.0,,E. Bledsoe misses 2-pt layup from 2 ft,75,62
263,3,8:31.0,,Offensive rebound by T. Chandler,75,62
264,3,8:31.0,,Shooting foul by M. Harrell (drawn by T. Chandler),75,62
265,3,8:31.0,,T. Chandler misses free throw 1 of 2,75,62
266,3,8:31.0,,Offensive rebound by Team,75,62
267,3,8:31.0,,T. Chandler misses free throw 2 of 2,75,62
268,3,8:29.0,,Offensive rebound by P. Tucker,75,62
269,3,8:22.0,,E. Bledsoe makes 2-pt jump shot from 5 ft,75,64
270,3,8:02.0,R. Anderson misses 3-pt jump shot from 27 ft,,75,64
271,3,8:01.0,,Defensive rebound by Team,75,64
272,3,7:52.0,,D. Booker makes 2-pt jump shot from 22 ft,75,66
273,3,7:31.0,M. Harrell misses 2-pt jump shot from 17 ft,,75,66
274,3,7:29.0,,Defensive rebound by M. Chriss,75,66
275,3,7:24.0,,E. Bledsoe makes 2-pt layup at rim (assist by D. Booker),75,68
276,3,7:03.0,T. Ariza misses 2-pt layup from 2 ft,,75,68
277,3,7:02.0,,Defensive rebound by D. Booker,75,68
278,3,7:00.0,,Personal take foul by P. Beverley (drawn by D. Booker),75,68
279,3,6:51.0,,D. Booker misses 2-pt jump shot from 21 ft,75,68
280,3,6:49.0,Defensive rebound by R. Anderson,,75,68
281,3,6:33.0,R. Anderson makes 2-pt jump shot from 15 ft (assist by P. Beverley),,77,68
282,3,6:16.0,,M. Chriss misses 3-pt jump shot from 26 ft,77,68
283,3,6:16.0,Defensive rebound by Team,,77,68
284,3,6:16.0,,Loose ball foul by T. Chandler (drawn by R. Anderson),77,68
285,3,6:16.0,E. Gordon enters the game for P. Beverley,,77,68
286,3,6:02.0,R. Anderson makes 2-pt jump shot from 18 ft,,79,68
287,3,5:47.0,Personal foul by M. Chriss (drawn by T. Ariza),,79,68
288,3,5:47.0,,Personal foul by T. Ariza,79,68
289,3,5:47.0,,T. Warren enters the game for M. Chriss,79,68
290,3,5:39.0,,P. Tucker misses 3-pt jump shot from 24 ft,79,68
291,3,5:37.0,,Offensive rebound by T. Chandler,79,68
292,3,5:33.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by D. Booker),79,70
293,3,5:11.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,81,70
294,3,5:01.0,,Turnover by T. Chandler (bad pass),81,70
295,3,4:38.0,J. Harden misses 3-pt jump shot from 27 ft,,81,70
296,3,4:35.0,,Defensive rebound by D. Booker,81,70
297,3,4:31.0,,D. Booker misses 2-pt jump shot from 9 ft,81,70
298,3,4:29.0,,Offensive rebound by P. Tucker,81,70
299,3,4:29.0,,P. Tucker makes 2-pt hook shot from 3 ft,81,72
300,3,4:14.0,R. Anderson makes 3-pt jump shot from 29 ft (assist by E. Gordon),,84,72
301,3,3:44.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by P. Tucker),84,75
302,3,3:25.0,Shooting foul by T. Warren (drawn by J. Harden),,84,75
303,3,3:25.0,J. Harden makes free throw 1 of 3,,85,75
304,3,3:25.0,J. Harden misses free throw 2 of 3,,85,75
305,3,3:25.0,Offensive rebound by Team,,85,75
306,3,3:25.0,,A. Len enters the game for T. Chandler,85,75
307,3,3:25.0,,B. Knight enters the game for E. Bledsoe,85,75
308,3,3:25.0,N. Hilário enters the game for R. Anderson,,85,75
309,3,3:25.0,S. Dekker enters the game for M. Harrell,,85,75
310,3,3:25.0,J. Harden makes free throw 3 of 3,,86,75
311,3,3:10.0,,Personal foul by N. Hilário (drawn by A. Len),86,75
312,3,3:03.0,,T. Warren makes 2-pt layup from 1 ft (assist by B. Knight),86,77
313,3,2:49.0,T. Ariza misses 2-pt jump shot from 3 ft (block by A. Len),,86,77
314,3,2:49.0,Offensive rebound by Team,,86,77
315,3,2:49.0,Houston full timeout,,86,77
316,3,2:48.0,,Violation by D. Booker (kicked ball),86,77
317,3,2:44.0,J. Harden misses 3-pt jump shot from 24 ft,,86,77
318,3,2:42.0,,Defensive rebound by B. Knight,86,77
319,3,2:32.0,,T. Warren makes 2-pt jump shot from 15 ft (assist by B. Knight),86,79
320,3,2:20.0,N. Hilário misses 2-pt dunk at rim,,86,79
321,3,2:17.0,,Defensive rebound by A. Len,86,79
322,3,2:10.0,,B. Knight makes 2-pt layup from 3 ft,86,81
323,3,1:59.0,Offensive foul by N. Hilário (drawn by P. Tucker),,86,81
324,3,1:59.0,Turnover by N. Hilário (offensive foul),,86,81
325,3,1:59.0,C. Brewer enters the game for T. Ariza,,86,81
326,3,1:44.0,,Personal foul by E. Gordon (drawn by B. Knight),86,81
327,3,1:44.0,,B. Knight misses free throw 1 of 2,86,81
328,3,1:44.0,,Offensive rebound by Team,86,81
329,3,1:44.0,,B. Knight makes free throw 2 of 2,86,82
330,3,1:35.0,Turnover by J. Harden (bad pass; steal by B. Knight),,86,82
331,3,1:21.0,,T. Warren misses 2-pt jump shot from 11 ft,86,82
332,3,1:19.0,,Offensive rebound by P. Tucker,86,82
333,3,1:19.0,,P. Tucker makes 2-pt layup at rim,86,84
334,3,1:08.0,J. Harden misses 3-pt jump shot from 26 ft,,86,84
335,3,1:04.0,Offensive rebound by S. Dekker,,86,84
336,3,0:58.0,E. Gordon misses 2-pt jump shot from 17 ft,,86,84
337,3,0:53.0,Offensive rebound by Team,,86,84
338,3,0:44.0,E. Gordon makes 2-pt jump shot from 20 ft,,88,84
339,3,0:29.0,,T. Warren misses 2-pt jump shot from 11 ft,88,84
340,3,0:25.0,Defensive rebound by N. Hilário,,88,84
341,3,0:04.0,Shooting foul by P. Tucker (drawn by J. Harden),,88,84
342,3,0:04.0,J. Harden makes free throw 1 of 3,,89,84
343,3,0:04.0,J. Harden makes free throw 2 of 3,,90,84
344,3,0:04.0,J. Harden makes free throw 3 of 3,,91,84
345,3,0:00.0,,D. Booker misses 3-pt jump shot from 25 ft (block by C. Brewer),91,84
346,3,0:00.0,,Offensive rebound by Team,91,84
347,4,11:45.0,,B. Knight makes 3-pt jump shot from 28 ft,91,87
348,4,11:23.0,E. Gordon makes 3-pt jump shot from 26 ft,,94,87
349,4,11:11.0,,B. Knight misses 2-pt jump shot from 13 ft,94,87
350,4,11:09.0,Defensive rebound by E. Gordon,,94,87
351,4,11:00.0,N. Hilário makes 2-pt jump shot from 16 ft (assist by P. Beverley),,96,87
352,4,10:44.0,,T. Warren makes 2-pt layup from 2 ft (assist by J. Dudley),96,89
353,4,10:34.0,Personal foul by B. Knight (drawn by E. Gordon),,96,89
354,4,10:28.0,N. Hilário makes 2-pt layup from 2 ft (assist by P. Beverley),,98,89
355,4,10:28.0,Shooting foul by T. Ulis (drawn by N. Hilário),,98,89
356,4,10:28.0,N. Hilário makes free throw 1 of 1,,99,89
357,4,10:09.0,,Personal foul by C. Brewer (drawn by B. Knight),99,89
358,4,10:00.0,,Personal foul by C. Brewer (drawn by J. Dudley),99,89
359,4,9:53.0,,Turnover by T. Ulis (lost ball; steal by E. Gordon),99,89
360,4,9:49.0,S. Dekker makes 2-pt layup from 1 ft,,101,89
361,4,9:48.0,,Phoenix full timeout,101,89
362,4,9:48.0,,E. Bledsoe enters the game for T. Ulis,101,89
363,4,9:37.0,,J. Dudley makes 2-pt jump shot from 21 ft (assist by E. Bledsoe),101,91
364,4,9:17.0,E. Gordon misses 3-pt jump shot from 28 ft,,101,91
365,4,9:15.0,Offensive rebound by P. Beverley,,101,91
366,4,9:13.0,Turnover by P. Beverley (lost ball),,101,91
367,4,8:51.0,,A. Len makes 2-pt hook shot from 4 ft (assist by J. Dudley),101,93
368,4,8:39.0,E. Gordon misses 2-pt layup at rim,,101,93
369,4,8:37.0,,Defensive rebound by J. Dudley,101,93
370,4,8:29.0,,B. Knight misses 2-pt jump shot from 22 ft,101,93
371,4,8:26.0,Defensive rebound by C. Brewer,,101,93
372,4,8:15.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by E. Gordon),,104,93
373,4,7:48.0,,A. Len misses 2-pt jump shot from 12 ft (block by N. Hilário),104,93
374,4,7:46.0,,Offensive rebound by T. Warren,104,93
375,4,7:44.0,,T. Warren makes 2-pt layup from 2 ft,104,95
376,4,7:24.0,C. Brewer misses 2-pt layup from 1 ft,,104,95
377,4,7:21.0,,Defensive rebound by T. Warren,104,95
378,4,7:15.0,,J. Dudley misses 3-pt jump shot from 24 ft,104,95
379,4,7:11.0,Defensive rebound by P. Beverley,,104,95
380,4,7:06.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by P. Beverley),,107,95
381,4,6:46.0,,T. Warren misses 2-pt jump shot from 18 ft,107,95
382,4,6:42.0,Defensive rebound by P. Beverley,,107,95
383,4,6:40.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Beverley),,110,95
384,4,6:39.0,,Phoenix full timeout,110,95
385,4,6:39.0,,D. Booker enters the game for J. Dudley,110,95
386,4,6:39.0,J. Harden enters the game for N. Hilário,,110,95
387,4,6:39.0,T. Ariza enters the game for C. Brewer,,110,95
388,4,6:39.0,M. Harrell enters the game for E. Gordon,,110,95
