,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MILWAUKEE_ACTION,SACRAMENTO_SCORE,MILWAUKEE_SCORE
34,1,8:05.0,,Offensive rebound by G. Antetokounmpo,4,8
35,1,8:05.0,,Shooting foul by O. Casspi (drawn by G. Antetokounmpo),4,8
36,1,8:05.0,,G. Antetokounmpo makes free throw 1 of 2,4,9
37,1,8:05.0,,G. Antetokounmpo makes free throw 2 of 2,4,10
38,1,7:44.0,D. Cousins makes 2-pt dunk at rim (assist by K. Koufos),,6,10
39,1,7:36.0,,J. Parker makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),6,12
40,1,7:18.0,Personal foul by M. Plumlee (drawn by D. Cousins),,6,12
41,1,7:06.0,A. Afflalo misses 2-pt jump shot from 18 ft,,6,12
42,1,7:04.0,Offensive rebound by K. Koufos,,6,12
43,1,7:04.0,K. Koufos makes 2-pt layup at rim,,8,12
44,1,6:44.0,,T. Snell misses 3-pt jump shot from 26 ft,8,12
45,1,6:43.0,Defensive rebound by D. Cousins,,8,12
46,1,6:37.0,T. Lawson misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,8,12
47,1,6:35.0,,Defensive rebound by G. Antetokounmpo,8,12
48,1,6:30.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),8,14
49,1,6:10.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by T. Lawson),,11,14
50,1,5:59.0,,Milwaukee full timeout,11,14
51,1,5:59.0,,G. Monroe enters the game for G. Antetokounmpo,11,14
52,1,5:59.0,,M. Teletović enters the game for M. Plumlee,11,14
53,1,5:59.0,G. Temple enters the game for T. Lawson,,11,14
54,1,5:48.0,,M. Dellavedova makes 2-pt jump shot from 12 ft,11,16
55,1,5:32.0,D. Cousins makes 2-pt dunk at rim (assist by O. Casspi),,13,16
56,1,5:22.0,,J. Parker misses 2-pt jump shot from 18 ft,13,16
57,1,5:20.0,Defensive rebound by D. Cousins,,13,16
58,1,5:09.0,D. Cousins misses 2-pt jump shot from 7 ft,,13,16
59,1,5:08.0,Offensive rebound by K. Koufos,,13,16
60,1,5:07.0,K. Koufos misses 2-pt layup at rim (block by J. Parker),,13,16
61,1,5:05.0,Offensive rebound by O. Casspi,,13,16
62,1,5:04.0,O. Casspi makes 2-pt layup from 1 ft,,15,16
63,1,4:57.0,,Shooting foul by A. Afflalo (drawn by M. Teletović),15,16
64,1,4:57.0,,M. Teletović misses free throw 1 of 2,15,16
65,1,4:57.0,,Offensive rebound by Team,15,16
66,1,4:57.0,M. Barnes enters the game for K. Koufos,,15,16
67,1,4:57.0,,M. Teletović makes free throw 2 of 2,15,17
68,1,4:43.0,O. Casspi misses 3-pt jump shot from 26 ft,,15,17
69,1,4:41.0,,Defensive rebound by M. Dellavedova,15,17
70,1,4:38.0,,Turnover by M. Dellavedova (bad pass),15,17
71,1,4:25.0,D. Cousins misses 3-pt jump shot from 26 ft,,15,17
72,1,4:23.0,,Defensive rebound by T. Snell,15,17
73,1,4:18.0,,Turnover by T. Snell (lost ball; steal by G. Temple),15,17
74,1,4:15.0,Turnover by O. Casspi (lost ball),,15,17
75,1,4:15.0,B. McLemore enters the game for A. Afflalo,,15,17
76,1,4:02.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by G. Monroe),15,20
77,1,3:42.0,M. Barnes makes 2-pt jump shot from 4 ft (assist by B. McLemore),,17,20
78,1,3:25.0,,J. Parker makes 2-pt dunk at rim (assist by M. Teletović),17,22
79,1,2:55.0,D. Cousins misses 2-pt jump shot from 11 ft (block by M. Teletović),,17,22
80,1,2:53.0,,Defensive rebound by M. Dellavedova,17,22
81,1,2:49.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),17,25
82,1,2:43.0,Sacramento full timeout,,17,25
83,1,2:43.0,,M. Brogdon enters the game for J. Parker,17,25
84,1,2:43.0,,R. Vaughn enters the game for T. Snell,17,25
85,1,2:43.0,,G. Antetokounmpo enters the game for M. Dellavedova,17,25
86,1,2:43.0,J. Farmar enters the game for O. Casspi,,17,25
87,1,2:38.0,Personal foul by G. Monroe (drawn by D. Cousins),,17,25
88,1,2:28.0,D. Cousins makes 2-pt dunk at rim (assist by B. McLemore),,19,25
89,1,2:12.0,,Turnover by G. Monroe (lost ball),19,25
90,1,1:59.0,M. Barnes makes 2-pt jump shot from 19 ft (assist by G. Temple),,21,25
91,1,1:42.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by R. Vaughn),21,28
92,1,1:26.0,J. Farmar misses 2-pt layup from 2 ft,,21,28
93,1,1:23.0,,Defensive rebound by G. Monroe,21,28
94,1,1:14.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),21,31
95,1,0:55.0,M. Barnes misses 2-pt jump shot from 19 ft,,21,31
96,1,0:54.0,,Defensive rebound by G. Antetokounmpo,21,31
97,1,0:46.0,,M. Teletović makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),21,34
98,1,0:32.0,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Farmar),,24,34
99,1,0:09.0,,R. Vaughn misses 3-pt jump shot from 23 ft,24,34
100,1,0:07.0,,Offensive rebound by G. Antetokounmpo,24,34
101,1,0:05.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by D. Cousins),24,34
102,1,0:02.0,Defensive rebound by M. Barnes,,24,34
103,1,0:00.0,M. Barnes misses 2-pt layup from 1 ft,,24,34
104,1,0:00.0,,Defensive rebound by G. Monroe,24,34
105,2,11:42.0,,G. Monroe makes 2-pt hook shot from 2 ft,24,36
106,2,11:22.0,G. Temple makes 3-pt jump shot from 26 ft (assist by T. Lawson),,27,36
107,2,11:01.0,,Shooting foul by B. McLemore (drawn by G. Antetokounmpo),27,36
108,2,11:01.0,,G. Antetokounmpo makes free throw 1 of 2,27,37
109,2,11:01.0,,G. Antetokounmpo misses free throw 2 of 2,27,37
110,2,10:58.0,Defensive rebound by W. Cauley-Stein,,27,37
111,2,10:40.0,T. Lawson misses 2-pt jump shot from 4 ft (block by G. Monroe),,27,37
112,2,10:37.0,,Defensive rebound by R. Vaughn,27,37
113,2,10:32.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by G. Monroe),27,40
114,2,10:14.0,M. Barnes misses 3-pt jump shot from 24 ft,,27,40
115,2,10:13.0,,Defensive rebound by R. Vaughn,27,40
116,2,10:05.0,,G. Monroe makes 2-pt layup at rim (assist by R. Vaughn),27,42
117,2,9:58.0,Sacramento full timeout,,27,42
118,2,9:51.0,Shooting foul by G. Monroe (drawn by M. Barnes),,27,42
119,2,9:51.0,M. Barnes makes free throw 1 of 2,,28,42
120,2,9:51.0,,J. Henson enters the game for G. Monroe,28,42
121,2,9:51.0,M. Barnes makes free throw 2 of 2,,29,42
122,2,9:41.0,,M. Brogdon misses 2-pt layup at rim,29,42
123,2,9:39.0,,Offensive rebound by M. Brogdon,29,42
124,2,9:32.0,,Offensive foul by G. Antetokounmpo (drawn by G. Temple),29,42
125,2,9:32.0,,Turnover by G. Antetokounmpo (offensive foul),29,42
126,2,9:19.0,B. McLemore misses 3-pt jump shot from 25 ft,,29,42
127,2,9:18.0,,Defensive rebound by M. Brogdon,29,42
128,2,8:57.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,29,44
129,2,8:39.0,G. Temple misses 3-pt jump shot from 26 ft,,29,44
130,2,8:38.0,,Defensive rebound by M. Brogdon,29,44
131,2,8:27.0,,R. Vaughn misses 3-pt jump shot from 25 ft,29,44
132,2,8:26.0,,Offensive rebound by G. Antetokounmpo,29,44
133,2,8:22.0,,M. Teletović misses 3-pt jump shot from 28 ft,29,44
134,2,8:20.0,Defensive rebound by M. Barnes,,29,44
135,2,8:03.0,Turnover by G. Temple (bad pass; steal by G. Antetokounmpo),,29,44
136,2,7:57.0,,Turnover by G. Antetokounmpo (lost ball; steal by B. McLemore),29,44
137,2,7:54.0,Shooting foul by M. Brogdon (drawn by B. McLemore),,29,44
138,2,7:54.0,B. McLemore misses free throw 1 of 2,,29,44
139,2,7:54.0,Offensive rebound by Team,,29,44
140,2,7:54.0,A. Afflalo enters the game for G. Temple,,29,44
141,2,7:54.0,B. McLemore makes free throw 2 of 2,,30,44
142,2,7:42.0,,Shooting foul by W. Cauley-Stein (drawn by G. Antetokounmpo),30,44
143,2,7:42.0,,G. Antetokounmpo makes free throw 1 of 2,30,45
144,2,7:42.0,,T. Snell enters the game for R. Vaughn,30,45
145,2,7:42.0,,G. Antetokounmpo makes free throw 2 of 2,30,46
146,2,7:18.0,M. Barnes misses 2-pt jump shot from 6 ft (block by J. Henson),,30,46
147,2,7:17.0,,Defensive rebound by M. Brogdon,30,46
148,2,6:56.0,,Personal foul by A. Afflalo (drawn by M. Teletović),30,46
149,2,6:56.0,O. Casspi enters the game for M. Barnes,,30,46
150,2,6:56.0,D. Cousins enters the game for W. Cauley-Stein,,30,46
151,2,6:42.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,30,46
152,2,6:41.0,,Offensive rebound by J. Henson,30,46
153,2,6:41.0,,Personal foul by D. Cousins (drawn by J. Henson),30,46
154,2,6:41.0,,M. Beasley enters the game for G. Antetokounmpo,30,46
155,2,6:41.0,,J. Parker enters the game for M. Teletović,30,46
156,2,6:31.0,,M. Brogdon makes 2-pt jump shot from 8 ft,30,48
157,2,6:11.0,B. McLemore misses 2-pt jump shot from 17 ft,,30,48
158,2,6:10.0,,Defensive rebound by M. Beasley,30,48
159,2,6:05.0,,M. Beasley misses 2-pt layup from 1 ft,30,48
160,2,6:03.0,Defensive rebound by Team,,30,48
161,2,5:50.0,O. Casspi makes 2-pt layup at rim (assist by T. Lawson),,32,48
162,2,5:33.0,,J. Henson misses 2-pt jump shot from 15 ft,32,48
163,2,5:32.0,Defensive rebound by D. Cousins,,32,48
164,2,5:26.0,Personal foul by J. Parker (drawn by O. Casspi),,32,48
165,2,5:26.0,Official timeout,,32,48
166,2,5:26.0,J. Farmar enters the game for T. Lawson,,32,48
167,2,5:23.0,Personal foul by J. Henson (drawn by D. Cousins),,32,48
168,2,5:10.0,J. Farmar makes 3-pt jump shot from 26 ft (assist by O. Casspi),,35,48
169,2,4:48.0,,M. Beasley makes 2-pt jump shot from 7 ft (assist by T. Snell),35,50
170,2,4:40.0,B. McLemore makes 2-pt layup at rim (assist by J. Farmar),,37,50
171,2,4:22.0,,Turnover by J. Henson (offensive goaltending),37,50
172,2,4:11.0,Personal foul by T. Snell (drawn by A. Afflalo),,37,50
173,2,4:11.0,A. Afflalo makes free throw 1 of 2,,38,50
174,2,4:11.0,,M. Dellavedova enters the game for M. Brogdon,38,50
175,2,4:11.0,M. Barnes enters the game for B. McLemore,,38,50
176,2,4:11.0,A. Afflalo makes free throw 2 of 2,,39,50
177,2,3:58.0,,M. Beasley misses 3-pt jump shot from 25 ft,39,50
178,2,3:56.0,Defensive rebound by O. Casspi,,39,50
179,2,3:40.0,O. Casspi makes 2-pt jump shot from 6 ft (assist by M. Barnes),,41,50
180,2,3:28.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,41,50
181,2,3:27.0,,Offensive rebound by J. Henson,41,50
182,2,3:20.0,,Turnover by T. Snell (bad pass; steal by D. Cousins),41,50
183,2,3:14.0,A. Afflalo misses 2-pt jump shot from 22 ft,,41,50
184,2,3:12.0,,Defensive rebound by T. Snell,41,50
185,2,2:56.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),41,53
186,2,2:35.0,J. Farmar misses 3-pt jump shot from 26 ft,,41,53
187,2,2:35.0,Offensive rebound by Team,,41,53
188,2,2:35.0,,Loose ball foul by J. Henson (drawn by D. Cousins),41,53
189,2,2:35.0,,Milwaukee full timeout,41,53
190,2,2:35.0,D. Cousins makes free throw 1 of 2,,42,53
191,2,2:35.0,,G. Antetokounmpo enters the game for J. Henson,41,53
192,2,2:35.0,,M. Plumlee enters the game for M. Beasley,41,53
193,2,2:35.0,D. Cousins makes free throw 2 of 2,,43,53
194,2,2:13.0,,M. Plumlee makes 2-pt layup from 4 ft (assist by M. Dellavedova),43,55
195,2,1:55.0,Personal foul by M. Plumlee (drawn by D. Cousins),,43,55
196,2,1:55.0,D. Cousins makes free throw 1 of 2,,44,55
197,2,1:55.0,D. Cousins misses free throw 2 of 2,,44,55
198,2,1:54.0,,Defensive rebound by M. Dellavedova,44,55
199,2,1:44.0,,Personal foul by A. Afflalo (drawn by M. Plumlee),44,55
200,2,1:44.0,,M. Plumlee makes free throw 1 of 2,44,56
201,2,1:44.0,,M. Plumlee makes free throw 2 of 2,44,57
202,2,1:31.0,A. Afflalo misses 2-pt jump shot from 20 ft,,44,57
203,2,1:30.0,,Defensive rebound by J. Parker,44,57
204,2,1:24.0,,J. Parker misses 2-pt layup from 2 ft,44,57
205,2,1:22.0,Defensive rebound by O. Casspi,,44,57
206,2,1:16.0,Turnover by D. Cousins (lost ball; steal by J. Parker),,44,57
207,2,1:12.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),44,59
208,2,0:50.0,Turnover by J. Farmar (lost ball; steal by J. Parker),,44,59
209,2,0:46.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),44,61
210,2,0:42.0,Personal foul by G. Antetokounmpo (drawn by D. Cousins),,44,61
211,2,0:42.0,D. Cousins makes free throw 1 of 2,,45,61
212,2,0:42.0,,M. Teletović enters the game for G. Antetokounmpo,45,61
213,2,0:42.0,T. Lawson enters the game for A. Afflalo,,45,61
214,2,0:42.0,D. Cousins makes free throw 2 of 2,,46,61
215,2,0:33.0,,M. Dellavedova misses 2-pt jump shot from 22 ft,46,61
216,2,0:31.0,,Offensive rebound by M. Plumlee,46,61
217,2,0:09.0,,Turnover by Team (shot clock),46,61
218,2,0:03.0,M. Barnes misses 2-pt layup from 2 ft (block by M. Plumlee),,46,61
219,2,0:03.0,Offensive rebound by Team,,46,61
220,2,0:03.0,Sacramento full timeout,,46,61
221,2,0:00.0,D. Cousins makes 2-pt jump shot from 16 ft (assist by M. Barnes),,48,61
222,3,11:44.0,,M. Dellavedova misses 2-pt layup from 2 ft,48,61
223,3,11:43.0,Defensive rebound by K. Koufos,,48,61
224,3,11:20.0,O. Casspi misses 3-pt jump shot from 26 ft,,48,61
225,3,11:19.0,Offensive rebound by A. Afflalo,,48,61
226,3,11:11.0,D. Cousins misses 2-pt jump shot from 7 ft,,48,61
227,3,11:11.0,Offensive rebound by O. Casspi,,48,61
228,3,11:11.0,,Loose ball foul by T. Snell (drawn by O. Casspi),48,61
229,3,11:05.0,Shooting foul by M. Plumlee (drawn by T. Lawson),,48,61
230,3,11:05.0,T. Lawson makes free throw 1 of 2,,49,61
231,3,11:05.0,T. Lawson misses free throw 2 of 2,,49,61
232,3,11:04.0,,Defensive rebound by T. Snell,49,61
233,3,10:49.0,,J. Parker misses 2-pt jump shot from 17 ft,49,61
234,3,10:48.0,Defensive rebound by D. Cousins,,49,61
235,3,10:24.0,Turnover by O. Casspi (lost ball; steal by G. Antetokounmpo),,49,61
236,3,10:23.0,,Turnover by G. Antetokounmpo (lost ball),49,61
237,3,10:05.0,D. Cousins misses 3-pt jump shot from 27 ft,,49,61
238,3,10:03.0,Offensive rebound by K. Koufos,,49,61
239,3,9:59.0,D. Cousins misses 2-pt layup from 1 ft,,49,61
240,3,9:55.0,,Defensive rebound by M. Dellavedova,49,61
241,3,9:47.0,,Personal foul by K. Koufos (drawn by M. Plumlee),49,61
242,3,9:36.0,,Turnover by M. Dellavedova (palming),49,61
243,3,9:16.0,K. Koufos misses 2-pt hook shot from 8 ft,,49,61
244,3,9:13.0,,Defensive rebound by G. Antetokounmpo,49,61
245,3,8:53.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Parker),49,64
246,3,8:36.0,Turnover by O. Casspi (lost ball; steal by M. Dellavedova),,49,64
247,3,8:32.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),49,66
248,3,8:32.0,Sacramento full timeout,,49,66
249,3,8:17.0,A. Afflalo makes 2-pt jump shot from 15 ft (assist by T. Lawson),,51,66
250,3,8:00.0,,J. Parker misses 3-pt jump shot from 25 ft,51,66
251,3,7:58.0,Defensive rebound by T. Lawson,,51,66
252,3,7:43.0,Turnover by T. Lawson (lost ball; steal by J. Parker),,51,66
253,3,7:42.0,,Shooting foul by T. Lawson (drawn by J. Parker),51,66
254,3,7:42.0,,J. Parker makes free throw 1 of 2,51,67
255,3,7:42.0,,J. Parker makes free throw 2 of 2,51,68
256,3,7:15.0,A. Afflalo misses 2-pt jump shot from 9 ft,,51,68
257,3,7:14.0,Offensive rebound by K. Koufos,,51,68
258,3,7:09.0,T. Lawson misses 2-pt layup from 3 ft,,51,68
259,3,7:07.0,,Defensive rebound by M. Plumlee,51,68
260,3,6:52.0,,T. Snell misses 2-pt layup at rim,51,68
261,3,6:50.0,Defensive rebound by K. Koufos,,51,68
262,3,6:44.0,O. Casspi misses 2-pt jump shot from 11 ft,,51,68
263,3,6:41.0,,Defensive rebound by M. Plumlee,51,68
264,3,6:31.0,,T. Snell misses 3-pt jump shot from 25 ft,51,68
265,3,6:30.0,Defensive rebound by K. Koufos,,51,68
266,3,6:19.0,Turnover by D. Cousins (lost ball; steal by G. Antetokounmpo),,51,68
267,3,6:15.0,,G. Antetokounmpo makes 2-pt dunk at rim,51,70
268,3,5:56.0,A. Afflalo misses 3-pt jump shot from 23 ft,,51,70
269,3,5:55.0,,Defensive rebound by G. Antetokounmpo,51,70
270,3,5:44.0,,Shooting foul by D. Cousins (drawn by J. Parker),51,70
271,3,5:44.0,,J. Parker makes free throw 1 of 2,51,71
272,3,5:44.0,,G. Monroe enters the game for G. Antetokounmpo,51,71
273,3,5:44.0,,M. Teletović enters the game for M. Plumlee,51,71
274,3,5:44.0,,R. Vaughn enters the game for T. Snell,51,71
275,3,5:44.0,G. Temple enters the game for K. Koufos,,51,71
276,3,5:44.0,W. Cauley-Stein enters the game for T. Lawson,,51,71
277,3,5:44.0,,J. Parker makes free throw 2 of 2,51,72
278,3,5:36.0,Personal foul by R. Vaughn (drawn by A. Afflalo),,51,72
279,3,5:19.0,G. Temple misses 2-pt jump shot from 13 ft,,51,72
280,3,5:17.0,,Defensive rebound by J. Parker,51,72
281,3,5:03.0,,G. Monroe misses 2-pt hook shot from 8 ft,51,72
282,3,5:01.0,,Offensive rebound by J. Parker,51,72
283,3,4:57.0,,M. Teletović makes 3-pt jump shot from 27 ft (assist by J. Parker),51,75
284,3,4:46.0,Personal foul by G. Monroe (drawn by G. Temple),,51,75
285,3,4:35.0,A. Afflalo misses 2-pt jump shot from 4 ft (block by R. Vaughn),,51,75
286,3,4:33.0,Offensive rebound by O. Casspi,,51,75
287,3,4:31.0,O. Casspi misses 3-pt jump shot from 26 ft,,51,75
288,3,4:29.0,,Defensive rebound by J. Parker,51,75
289,3,4:26.0,,Shooting foul by G. Temple (drawn by J. Parker),51,75
290,3,4:26.0,,J. Parker makes free throw 1 of 2,51,76
291,3,4:26.0,B. McLemore enters the game for A. Afflalo,,51,76
292,3,4:26.0,,M. Brogdon enters the game for M. Dellavedova,51,76
293,3,4:26.0,J. Farmar enters the game for O. Casspi,,51,76
294,3,4:26.0,,J. Parker makes free throw 2 of 2,51,77
295,3,4:11.0,Turnover by B. McLemore (bad pass; steal by J. Parker),,51,77
296,3,4:04.0,,J. Parker misses 2-pt layup at rim,51,77
297,3,4:01.0,,Offensive rebound by J. Parker,51,77
298,3,4:00.0,,J. Parker misses 2-pt layup at rim (block by D. Cousins),51,77
299,3,4:00.0,,Offensive rebound by J. Parker,51,77
300,3,4:00.0,,J. Parker makes 2-pt layup at rim,51,79
301,3,4:00.0,,Shooting foul by W. Cauley-Stein (drawn by J. Parker),51,79
302,3,4:00.0,,J. Parker makes free throw 1 of 1,51,80
303,3,3:36.0,J. Farmar misses 2-pt jump shot from 7 ft,,51,80
304,3,3:34.0,,Defensive rebound by M. Brogdon,51,80
305,3,3:23.0,,Shooting foul by D. Cousins (drawn by G. Monroe),51,80
306,3,3:23.0,,G. Monroe makes free throw 1 of 2,51,81
307,3,3:23.0,S. Labissière enters the game for D. Cousins,,51,81
308,3,3:23.0,,G. Monroe makes free throw 2 of 2,51,82
309,3,3:03.0,G. Temple makes 3-pt jump shot from 26 ft (assist by B. McLemore),,54,82
310,3,2:55.0,,Turnover by M. Brogdon (lost ball; steal by J. Farmar),54,82
311,3,2:51.0,G. Temple makes 2-pt layup at rim (assist by J. Farmar),,56,82
312,3,2:51.0,,Milwaukee full timeout,56,82
313,3,2:51.0,,G. Antetokounmpo enters the game for J. Parker,56,82
314,3,2:41.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Farmar),56,82
315,3,2:18.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by G. Temple),,58,82
316,3,1:55.0,,G. Monroe misses 2-pt hook shot from 4 ft,58,82
317,3,1:54.0,Defensive rebound by B. McLemore,,58,82
318,3,1:44.0,B. McLemore misses 2-pt jump shot from 4 ft,,58,82
319,3,1:43.0,,Defensive rebound by G. Monroe,58,82
320,3,1:35.0,,R. Vaughn makes 3-pt jump shot from 25 ft (assist by M. Brogdon),58,85
321,3,1:23.0,Turnover by J. Farmar (bad pass; steal by G. Monroe),,58,85
322,3,1:14.0,,R. Vaughn makes 3-pt jump shot from 25 ft (assist by M. Brogdon),58,88
323,3,0:51.0,B. McLemore misses 2-pt layup from 1 ft (block by R. Vaughn),,58,88
324,3,0:49.0,Offensive rebound by S. Labissière,,58,88
325,3,0:49.0,S. Labissière makes 2-pt layup at rim,,60,88
326,3,0:49.0,Shooting foul by M. Teletović (drawn by S. Labissière),,60,88
327,3,0:49.0,S. Labissière makes free throw 1 of 1,,61,88
328,3,0:39.0,,G. Antetokounmpo makes 2-pt dunk at rim,61,90
329,3,0:31.0,B. McLemore makes 2-pt jump shot from 9 ft (assist by J. Farmar),,63,90
330,3,0:18.0,,Turnover by M. Brogdon (bad pass; steal by G. Temple),63,90
331,3,0:11.0,B. McLemore misses 3-pt jump shot from 23 ft,,63,90
332,3,0:10.0,Offensive rebound by S. Labissière,,63,90
333,3,0:07.0,S. Labissière misses 2-pt jump shot from 8 ft,,63,90
334,3,0:07.0,,Defensive rebound by Team,63,90
335,3,0:03.0,,M. Teletović misses 3-pt jump shot from 29 ft,63,90
336,3,0:01.0,Defensive rebound by W. Cauley-Stein,,63,90
337,3,0:00.0,J. Farmar misses 3-pt jump shot from 41 ft,,63,90
338,3,0:00.0,Offensive rebound by Team,,63,90
339,4,11:46.0,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Farmar),,66,90
340,4,11:33.0,,M. Beasley makes 2-pt jump shot from 7 ft (assist by M. Brogdon),66,92
341,4,11:18.0,G. Temple misses 2-pt jump shot from 18 ft,,66,92
342,4,11:16.0,Offensive rebound by J. Farmar,,66,92
343,4,11:00.0,B. McLemore misses 2-pt jump shot from 20 ft,,66,92
344,4,10:59.0,,Defensive rebound by R. Vaughn,66,92
345,4,10:48.0,,M. Beasley misses 2-pt layup from 1 ft (block by W. Cauley-Stein),66,92
346,4,10:48.0,,Offensive rebound by Team,66,92
347,4,10:40.0,,R. Vaughn makes 3-pt jump shot from 25 ft (assist by J. Henson),66,95
348,4,10:20.0,W. Cauley-Stein makes 2-pt layup at rim,,68,95
349,4,10:04.0,,R. Vaughn misses 3-pt jump shot from 24 ft,68,95
350,4,10:03.0,Defensive rebound by G. Temple,,68,95
351,4,9:53.0,J. Farmar makes 3-pt jump shot from 27 ft (assist by G. Temple),,71,95
352,4,9:37.0,,Def 3 sec tech foul by S. Labissière,71,95
353,4,9:37.0,,M. Brogdon makes technical free throw,71,96
354,4,9:27.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by M. Brogdon),71,99
355,4,9:18.0,Turnover by W. Cauley-Stein (offensive foul),,71,99
356,4,9:18.0,Offensive foul by W. Cauley-Stein (drawn by M. Brogdon),,71,99
357,4,9:04.0,,M. Brogdon misses 3-pt jump shot from 24 ft,71,99
358,4,9:02.0,,Offensive rebound by M. Beasley,71,99
359,4,8:58.0,,M. Beasley makes 2-pt jump shot from 10 ft,71,101
360,4,8:47.0,Shooting foul by J. Henson (drawn by W. Cauley-Stein),,71,101
361,4,8:47.0,Official timeout,,71,101
362,4,8:47.0,W. Cauley-Stein makes free throw 1 of 2,,72,101
363,4,8:47.0,,T. Maker enters the game for M. Teletović,71,101
364,4,8:47.0,W. Cauley-Stein makes free throw 2 of 2,,73,101
365,4,8:25.0,,M. Beasley misses 2-pt jump shot from 5 ft,73,101
366,4,8:24.0,,Offensive rebound by J. Henson,73,101
367,4,8:11.0,,M. Beasley misses 2-pt jump shot from 19 ft,73,101
368,4,8:10.0,Defensive rebound by G. Temple,,73,101
369,4,8:02.0,G. Temple makes 3-pt jump shot from 26 ft (assist by B. McLemore),,76,101
370,4,7:48.0,,T. Maker misses 3-pt jump shot from 27 ft,76,101
