,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,OKLAHOMA CITY_ACTION,CLEVELAND_SCORE,OKLAHOMA CITY_SCORE
65,1,4:09.0,,Shooting foul by R. Jefferson (drawn by A. Roberson),16,19
66,1,4:09.0,,A. Roberson misses free throw 1 of 1,16,19
67,1,4:08.0,Defensive rebound by K. Love,,16,19
68,1,3:53.0,Turnover by K. Korver (bad pass),,16,19
69,1,3:53.0,,Á. Abrines enters the game for A. Roberson,16,19
70,1,3:44.0,,R. Westbrook misses 2-pt jump shot from 13 ft,16,19
71,1,3:44.0,Defensive rebound by Team,,16,19
72,1,3:44.0,,Loose ball foul by R. Westbrook (drawn by K. Love),16,19
73,1,3:32.0,K. Love makes 2-pt jump shot from 19 ft (assist by K. Irving),,18,19
74,1,3:20.0,,Turnover by R. Westbrook (bad pass; steal by T. Thompson),18,19
75,1,3:14.0,K. Love makes 2-pt layup from 2 ft (assist by K. Irving),,20,19
76,1,3:14.0,Shooting foul by D. Sabonis (drawn by K. Love),,20,19
77,1,3:14.0,,Oklahoma City full timeout,20,19
78,1,3:14.0,K. Love makes free throw 1 of 1,,21,19
79,1,3:05.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),21,21
80,1,2:48.0,Turnover by K. Love (bad pass; steal by R. Westbrook),,21,21
81,1,2:42.0,,A. Morrow misses 3-pt jump shot from 23 ft,21,21
82,1,2:41.0,Defensive rebound by R. Jefferson,,21,21
83,1,2:35.0,Personal foul by D. Sabonis (drawn by K. Love),,21,21
84,1,2:35.0,,C. Payne enters the game for R. Westbrook,21,21
85,1,2:35.0,,J. Lauvergne enters the game for D. Sabonis,21,21
86,1,2:26.0,Turnover by K. Irving (bad pass; steal by Á. Abrines),,21,21
87,1,2:21.0,,A. Morrow makes 2-pt jump shot from 12 ft (assist by Á. Abrines),21,23
88,1,2:00.0,R. Jefferson misses 2-pt layup from 4 ft,,21,23
89,1,1:59.0,,Defensive rebound by A. Morrow,21,23
90,1,1:50.0,,C. Payne makes 2-pt jump shot from 16 ft,21,25
91,1,1:38.0,K. Irving misses 2-pt layup from 1 ft,,21,25
92,1,1:37.0,,Defensive rebound by S. Adams,21,25
93,1,1:31.0,,Á. Abrines misses 3-pt jump shot from 25 ft,21,25
94,1,1:31.0,Defensive rebound by K. Love,,21,25
95,1,1:24.0,Turnover by K. Irving (lost ball; steal by C. Payne),,21,25
96,1,1:23.0,,Personal take foul by R. Jefferson (drawn by C. Payne),21,25
97,1,1:23.0,L. James enters the game for K. Love,,21,25
98,1,1:23.0,K. Felder enters the game for K. Irving,,21,25
99,1,1:23.0,,A. Roberson enters the game for A. Morrow,21,25
100,1,1:10.0,,Á. Abrines makes 2-pt dunk at rim,21,27
101,1,0:56.0,L. James misses 2-pt jump shot from 3 ft (block by A. Roberson),,21,27
102,1,0:56.0,Offensive rebound by Team,,21,27
103,1,0:56.0,C. Frye enters the game for T. Thompson,,21,27
104,1,0:48.0,Turnover by L. James (lost ball; steal by S. Adams),,21,27
105,1,0:33.0,,C. Payne misses 2-pt jump shot from 15 ft,21,27
106,1,0:33.0,,Offensive rebound by S. Adams,21,27
107,1,0:33.0,,S. Adams makes 2-pt layup from 1 ft,21,29
108,1,0:13.0,C. Frye misses 3-pt jump shot from 24 ft,,21,29
109,1,0:12.0,Offensive rebound by Team,,21,29
110,1,0:12.0,,Loose ball foul by A. Roberson (drawn by R. Jefferson),21,29
111,1,0:12.0,R. Jefferson misses free throw 1 of 2,,21,29
112,1,0:12.0,Offensive rebound by Team,,21,29
113,1,0:12.0,R. Jefferson misses free throw 2 of 2,,21,29
114,1,0:12.0,,Defensive rebound by Á. Abrines,21,29
115,1,0:12.0,,A. Morrow enters the game for A. Roberson,21,29
116,1,0:02.0,,A. Morrow misses 3-pt jump shot from 25 ft,21,29
117,1,0:00.0,Defensive rebound by Team,,21,29
118,2,11:40.0,Shooting block foul by Á. Abrines (drawn by L. James),,21,29
119,2,11:40.0,L. James misses free throw 1 of 2,,21,29
120,2,11:40.0,Offensive rebound by Team,,21,29
121,2,11:40.0,L. James makes free throw 2 of 2,,22,29
122,2,11:29.0,,J. Lauvergne makes 2-pt hook shot from 4 ft (assist by C. Payne),22,31
123,2,11:15.0,Shooting foul by C. Payne (drawn by K. Felder),,22,31
124,2,11:15.0,K. Felder makes free throw 1 of 2,,23,31
125,2,11:15.0,,V. Oladipo enters the game for A. Morrow,23,31
126,2,11:15.0,K. Felder makes free throw 2 of 2,,24,31
127,2,11:06.0,,C. Payne makes 2-pt layup from 1 ft,24,33
128,2,10:52.0,Shooting foul by Á. Abrines (drawn by D. Williams),,24,33
129,2,10:52.0,D. Williams makes free throw 1 of 2,,25,33
130,2,10:52.0,D. Williams misses free throw 2 of 2,,25,33
131,2,10:52.0,,A. Roberson enters the game for Á. Abrines,25,33
132,2,10:51.0,,Defensive rebound by J. Lauvergne,25,33
133,2,10:39.0,,C. Payne makes 3-pt jump shot from 23 ft (assist by J. Lauvergne),25,36
134,2,10:26.0,L. James makes 2-pt layup from 1 ft,,27,36
135,2,10:21.0,,Personal block foul by K. Korver (drawn by V. Oladipo),27,36
136,2,10:16.0,,V. Oladipo makes 2-pt jump shot from 10 ft,27,38
137,2,10:00.0,L. James makes 2-pt dunk at rim (assist by C. Frye),,29,38
138,2,9:42.0,,J. Lauvergne misses 2-pt jump shot from 18 ft,29,38
139,2,9:41.0,Defensive rebound by L. James,,29,38
140,2,9:23.0,C. Frye misses 3-pt jump shot from 25 ft,,29,38
141,2,9:22.0,,Defensive rebound by A. Roberson,29,38
142,2,9:08.0,,C. Payne makes 3-pt jump shot from 24 ft (assist by J. Lauvergne),29,41
143,2,9:07.0,Cleveland full timeout,,29,41
144,2,8:55.0,Shooting foul by C. Payne (drawn by D. Williams),,29,41
145,2,8:55.0,D. Williams makes free throw 1 of 2,,30,41
146,2,8:55.0,,R. Westbrook enters the game for C. Payne,30,41
147,2,8:55.0,J. McRae enters the game for K. Felder,,30,41
148,2,8:55.0,D. Williams makes free throw 2 of 2,,31,41
149,2,8:48.0,,Turnover by R. Westbrook (bad pass; steal by K. Korver),31,41
150,2,8:39.0,J. McRae misses 2-pt jump shot from 13 ft,,31,41
151,2,8:38.0,,Defensive rebound by R. Westbrook,31,41
152,2,8:33.0,,Turnover by R. Westbrook (bad pass; steal by L. James),31,41
153,2,8:18.0,Shooting foul by R. Westbrook (drawn by C. Frye),,31,41
154,2,8:18.0,C. Frye makes free throw 1 of 2,,32,41
155,2,8:18.0,,D. Sabonis enters the game for J. Grant,32,41
156,2,8:18.0,C. Frye makes free throw 2 of 2,,33,41
157,2,8:06.0,,V. Oladipo misses 2-pt layup from 1 ft,33,41
158,2,8:06.0,,Offensive rebound by Team,33,41
159,2,7:55.0,,R. Westbrook misses 2-pt jump shot from 18 ft,33,41
160,2,7:55.0,Defensive rebound by L. James,,33,41
161,2,7:47.0,L. James misses 2-pt jump shot from 5 ft,,33,41
162,2,7:47.0,,Defensive rebound by R. Westbrook,33,41
163,2,7:41.0,,A. Roberson misses 2-pt layup from 1 ft,33,41
164,2,7:39.0,Defensive rebound by C. Frye,,33,41
165,2,7:36.0,Turnover by L. James (bad pass),,33,41
166,2,7:36.0,,Oklahoma City full timeout,33,41
167,2,7:36.0,,S. Adams enters the game for J. Lauvergne,33,41
168,2,7:28.0,,V. Oladipo misses 2-pt jump shot from 15 ft,33,41
169,2,7:27.0,Defensive rebound by C. Frye,,33,41
170,2,7:22.0,D. Williams makes 2-pt layup from 2 ft (assist by L. James),,35,41
171,2,7:08.0,,D. Sabonis misses 3-pt jump shot from 23 ft,35,41
172,2,7:06.0,,Offensive rebound by S. Adams,35,41
173,2,6:59.0,,S. Adams misses 2-pt jump shot from 5 ft,35,41
174,2,6:58.0,,Offensive rebound by A. Roberson,35,41
175,2,6:52.0,,A. Roberson misses 2-pt layup from 1 ft,35,41
176,2,6:52.0,,Offensive rebound by S. Adams,35,41
177,2,6:49.0,,Turnover by S. Adams (bad pass; steal by L. James),35,41
178,2,6:46.0,L. James misses 2-pt dunk at rim,,35,41
179,2,6:45.0,Offensive rebound by J. McRae,,35,41
180,2,6:45.0,J. McRae makes 2-pt layup from 1 ft,,37,41
181,2,6:45.0,Shooting foul by V. Oladipo (drawn by J. McRae),,37,41
182,2,6:45.0,K. Irving enters the game for K. Korver,,37,41
183,2,6:45.0,J. McRae makes free throw 1 of 1,,38,41
184,2,6:36.0,,Personal foul by K. Irving (drawn by A. Roberson),38,41
185,2,6:28.0,,R. Westbrook misses 2-pt jump shot from 16 ft,38,41
186,2,6:28.0,Defensive rebound by C. Frye,,38,41
187,2,6:20.0,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),,41,41
188,2,6:04.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by S. Adams),41,44
189,2,5:50.0,C. Frye misses 2-pt jump shot from 14 ft,,41,44
190,2,5:49.0,,Defensive rebound by V. Oladipo,41,44
191,2,5:33.0,,A. Roberson misses 3-pt jump shot from 25 ft,41,44
192,2,5:33.0,Defensive rebound by C. Frye,,41,44
193,2,5:27.0,J. McRae misses 2-pt layup from 1 ft (block by A. Roberson),,41,44
194,2,5:27.0,,Defensive rebound by Team,41,44
195,2,5:27.0,K. Love enters the game for C. Frye,,41,44
196,2,5:27.0,T. Thompson enters the game for D. Williams,,41,44
197,2,5:13.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by R. Westbrook),41,46
198,2,4:51.0,L. James makes 2-pt jump shot from 15 ft,,43,46
199,2,4:32.0,,D. Sabonis misses 2-pt layup from 2 ft,43,46
200,2,4:31.0,,Offensive rebound by S. Adams,43,46
201,2,4:31.0,,S. Adams misses 2-pt layup from 1 ft,43,46
202,2,4:30.0,,Offensive rebound by Team,43,46
203,2,4:22.0,,R. Westbrook misses 2-pt jump shot from 15 ft,43,46
204,2,4:20.0,Defensive rebound by K. Love,,43,46
205,2,4:00.0,Shooting foul by D. Sabonis (drawn by K. Love),,43,46
206,2,4:00.0,K. Love makes free throw 1 of 2,,44,46
207,2,4:00.0,K. Love makes free throw 2 of 2,,45,46
208,2,3:48.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by A. Roberson),45,49
209,2,3:33.0,,J. Lauvergne enters the game for D. Sabonis,45,49
210,2,3:28.0,K. Irving makes 3-pt jump shot from 24 ft (assist by T. Thompson),,48,49
211,2,3:14.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),48,51
212,2,2:59.0,T. Thompson misses 2-pt jump shot from 4 ft,,48,51
213,2,2:58.0,,Defensive rebound by V. Oladipo,48,51
214,2,2:55.0,Official timeout,,48,51
215,2,2:50.0,,R. Westbrook makes 2-pt jump shot from 15 ft,48,53
216,2,2:29.0,K. Love misses 2-pt jump shot from 5 ft,,48,53
217,2,2:29.0,,Defensive rebound by R. Westbrook,48,53
218,2,2:22.0,,R. Westbrook misses 2-pt jump shot from 15 ft,48,53
219,2,2:21.0,Defensive rebound by K. Irving,,48,53
220,2,2:09.0,L. James misses 3-pt jump shot from 26 ft,,48,53
221,2,2:06.0,Offensive rebound by L. James,,48,53
222,2,1:57.0,L. James makes 3-pt jump shot from 25 ft,,51,53
223,2,1:42.0,,J. Lauvergne makes 2-pt jump shot from 18 ft (assist by R. Westbrook),51,55
224,2,1:22.0,K. Irving makes 2-pt layup from 2 ft,,53,55
225,2,1:10.0,,V. Oladipo misses 2-pt jump shot from 14 ft,53,55
226,2,1:09.0,Defensive rebound by K. Love,,53,55
227,2,1:02.0,K. Irving makes 2-pt layup from 2 ft,,55,55
228,2,0:50.0,,R. Westbrook misses 2-pt jump shot from 10 ft,55,55
229,2,0:49.0,Defensive rebound by K. Love,,55,55
230,2,0:46.0,Turnover by K. Love (bad pass; steal by V. Oladipo),,55,55
231,2,0:34.0,,R. Westbrook misses 3-pt jump shot from 25 ft,55,55
232,2,0:34.0,Defensive rebound by T. Thompson,,55,55
233,2,0:26.0,K. Love makes 2-pt layup from 1 ft (assist by K. Irving),,57,55
234,2,0:02.0,,Turnover by R. Westbrook (bad pass; steal by K. Love),57,55
235,3,11:45.0,T. Thompson makes 2-pt layup from 2 ft (assist by K. Irving),,59,55
236,3,11:31.0,,V. Oladipo makes 2-pt jump shot from 19 ft,59,57
237,3,11:15.0,,Violation by S. Adams (kicked ball),59,57
238,3,11:01.0,L. James misses 2-pt jump shot from 16 ft,,59,57
239,3,11:01.0,,Defensive rebound by R. Westbrook,59,57
240,3,10:54.0,,R. Westbrook misses 2-pt layup from 2 ft,59,57
241,3,10:54.0,Defensive rebound by T. Thompson,,59,57
242,3,10:54.0,Personal take foul by R. Westbrook (drawn by T. Thompson),,59,57
243,3,10:47.0,Turnover by K. Irving (bad pass; steal by R. Westbrook),,59,57
244,3,10:43.0,,R. Westbrook makes 2-pt dunk at rim,59,59
245,3,10:28.0,K. Irving makes 2-pt layup from 1 ft,,61,59
246,3,10:15.0,,S. Adams makes 2-pt jump shot from 6 ft (assist by V. Oladipo),61,61
247,3,10:03.0,K. Irving misses 2-pt jump shot from 15 ft,,61,61
248,3,10:02.0,,Defensive rebound by Team,61,61
249,3,9:46.0,,V. Oladipo misses 2-pt jump shot from 12 ft,61,61
250,3,9:45.0,Defensive rebound by L. James,,61,61
251,3,9:38.0,L. James misses 3-pt jump shot from 24 ft,,61,61
252,3,9:37.0,,Defensive rebound by D. Sabonis,61,61
253,3,9:31.0,,D. Sabonis makes 2-pt layup at rim,61,63
254,3,9:09.0,J. McRae misses 3-pt jump shot from 25 ft,,61,63
255,3,9:09.0,,Defensive rebound by S. Adams,61,63
256,3,8:57.0,,A. Roberson misses 2-pt layup from 1 ft (block by L. James),61,63
257,3,8:56.0,Defensive rebound by K. Love,,61,63
258,3,8:50.0,Shooting foul by V. Oladipo (drawn by T. Thompson),,61,63
259,3,8:50.0,T. Thompson misses free throw 1 of 2,,61,63
260,3,8:50.0,Offensive rebound by Team,,61,63
261,3,8:50.0,T. Thompson makes free throw 2 of 2,,62,63
262,3,8:32.0,,S. Adams misses 2-pt jump shot from 4 ft,62,63
263,3,8:32.0,Defensive rebound by K. Love,,62,63
264,3,8:14.0,L. James misses 2-pt dunk at rim,,62,63
265,3,8:13.0,Offensive rebound by J. McRae,,62,63
266,3,8:01.0,Shooting foul by A. Roberson (drawn by K. Irving),,62,63
267,3,8:01.0,K. Irving makes free throw 1 of 2,,63,63
268,3,8:01.0,K. Irving makes free throw 2 of 2,,64,63
269,3,8:01.0,,Oklahoma City full timeout,64,63
270,3,7:50.0,,V. Oladipo misses 3-pt jump shot from 23 ft,64,63
271,3,7:49.0,Defensive rebound by K. Love,,64,63
272,3,7:38.0,Turnover by J. McRae (lost ball),,64,63
273,3,7:30.0,,R. Westbrook makes 2-pt jump shot from 15 ft,64,65
274,3,7:05.0,K. Irving misses 2-pt jump shot from 22 ft,,64,65
275,3,7:04.0,,Defensive rebound by D. Sabonis,64,65
276,3,6:58.0,,V. Oladipo misses 3-pt jump shot from 25 ft,64,65
277,3,6:57.0,Defensive rebound by K. Love,,64,65
278,3,6:51.0,J. McRae misses 2-pt layup from 1 ft,,64,65
279,3,6:50.0,,Defensive rebound by V. Oladipo,64,65
280,3,6:40.0,,R. Westbrook misses 2-pt layup from 2 ft,64,65
281,3,6:39.0,,Offensive rebound by R. Westbrook,64,65
282,3,6:39.0,,R. Westbrook makes 2-pt layup from 1 ft,64,67
283,3,6:26.0,Personal foul by D. Sabonis (drawn by K. Love),,64,67
284,3,6:26.0,,A. Morrow enters the game for V. Oladipo,64,67
285,3,6:12.0,K. Love misses 2-pt jump shot from 5 ft,,64,67
286,3,6:12.0,,Defensive rebound by R. Westbrook,64,67
287,3,6:07.0,,Turnover by R. Westbrook (bad pass),64,67
288,3,5:56.0,K. Irving makes 3-pt jump shot from 24 ft,,67,67
289,3,5:36.0,,Shooting foul by T. Thompson (drawn by S. Adams),67,67
290,3,5:36.0,,S. Adams makes free throw 1 of 2,67,68
291,3,5:36.0,,J. Lauvergne enters the game for D. Sabonis,67,68
292,3,5:36.0,D. Williams enters the game for L. James,,67,68
293,3,5:36.0,,S. Adams makes free throw 2 of 2,67,69
294,3,5:26.0,K. Irving misses 3-pt jump shot from 25 ft,,67,69
295,3,5:25.0,,Defensive rebound by A. Morrow,67,69
296,3,5:17.0,,A. Morrow misses 3-pt jump shot from 24 ft,67,69
297,3,5:15.0,,Offensive rebound by J. Lauvergne,67,69
298,3,5:11.0,,A. Morrow makes 2-pt jump shot from 11 ft (assist by J. Lauvergne),67,71
299,3,5:00.0,J. McRae misses 3-pt jump shot from 25 ft,,67,71
300,3,4:59.0,Offensive rebound by K. Love,,67,71
301,3,4:57.0,K. Love makes 2-pt layup from 1 ft,,69,71
302,3,4:45.0,,Personal foul by D. Williams (drawn by A. Morrow),69,71
303,3,4:45.0,,Á. Abrines enters the game for A. Roberson,69,71
304,3,4:45.0,K. Korver enters the game for J. McRae,,69,71
305,3,4:40.0,,R. Westbrook makes 2-pt layup from 1 ft,69,73
306,3,4:40.0,,Shooting foul by K. Irving (drawn by R. Westbrook),69,73
307,3,4:40.0,,R. Westbrook makes free throw 1 of 1,69,74
308,3,4:26.0,K. Love makes 2-pt layup from 2 ft,,71,74
309,3,4:09.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,71,74
310,3,4:08.0,,Offensive rebound by S. Adams,71,74
311,3,4:01.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by Á. Abrines),71,77
312,3,3:36.0,Turnover by T. Thompson (offensive goaltending),,71,77
313,3,3:29.0,,Shooting foul by K. Irving (drawn by R. Westbrook),71,77
314,3,3:29.0,,R. Westbrook makes free throw 1 of 2,71,78
315,3,3:29.0,,R. Westbrook makes free throw 2 of 2,71,79
316,3,3:26.0,Turnover by K. Irving (bad pass; steal by R. Westbrook),,71,79
317,3,3:20.0,,A. Morrow misses 3-pt jump shot from 24 ft,71,79
318,3,3:18.0,,Offensive rebound by Team,71,79
319,3,3:08.0,,R. Westbrook misses 2-pt layup from 2 ft,71,79
320,3,3:07.0,Defensive rebound by K. Korver,,71,79
321,3,3:02.0,Turnover by K. Irving (bad pass),,71,79
322,3,3:02.0,L. James enters the game for K. Irving,,71,79
323,3,2:41.0,,R. Westbrook misses 3-pt jump shot from 25 ft,71,79
324,3,2:41.0,Defensive rebound by Team,,71,79
325,3,2:41.0,,Loose ball foul by S. Adams (drawn by K. Love),71,79
326,3,2:41.0,Cleveland full timeout,,71,79
327,3,2:41.0,K. Love makes free throw 1 of 2,,72,79
328,3,2:41.0,,A. Roberson enters the game for R. Westbrook,71,79
329,3,2:41.0,,C. Payne enters the game for A. Morrow,71,79
330,3,2:41.0,C. Frye enters the game for T. Thompson,,71,79
331,3,2:41.0,K. Love makes free throw 2 of 2,,73,79
332,3,2:27.0,,S. Adams makes 2-pt hook shot from 3 ft (assist by Á. Abrines),73,81
333,3,2:14.0,D. Williams makes 2-pt layup from 1 ft (assist by L. James),,75,81
334,3,2:14.0,Shooting foul by C. Payne (drawn by D. Williams),,75,81
335,3,2:14.0,D. Williams misses free throw 1 of 1,,75,81
336,3,2:14.0,,Defensive rebound by A. Roberson,75,81
337,3,1:59.0,,J. Lauvergne misses 2-pt jump shot from 7 ft,75,81
338,3,1:58.0,,Offensive rebound by S. Adams,75,81
339,3,1:58.0,,S. Adams makes 2-pt layup from 2 ft,75,83
340,3,1:36.0,C. Frye misses 3-pt jump shot from 22 ft,,75,83
341,3,1:35.0,,Defensive rebound by A. Roberson,75,83
342,3,1:25.0,,Turnover by S. Adams (bad pass),75,83
343,3,1:14.0,L. James makes 2-pt layup from 2 ft,,77,83
344,3,1:00.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,77,83
345,3,0:58.0,Defensive rebound by Team,,77,83
346,3,0:58.0,,J. Grant enters the game for Á. Abrines,77,83
347,3,0:41.0,K. Korver makes 3-pt jump shot from 24 ft (assist by L. James),,80,83
348,3,0:31.0,,C. Payne makes 3-pt jump shot from 24 ft,80,86
349,3,0:15.0,C. Frye makes 2-pt layup from 1 ft,,82,86
350,3,0:03.0,,C. Payne misses 3-pt jump shot from 26 ft,82,86
351,3,0:01.0,Defensive rebound by Team,,82,86
352,4,11:41.0,,V. Oladipo misses 3-pt jump shot from 25 ft,82,86
353,4,11:40.0,Defensive rebound by C. Frye,,82,86
354,4,11:23.0,K. Korver makes 3-pt jump shot from 25 ft,,85,86
355,4,11:12.0,,J. Grant makes 2-pt dunk at rim (assist by C. Payne),85,88
356,4,10:57.0,K. Korver makes 2-pt layup from 1 ft (assist by L. James),,87,88
357,4,10:39.0,,V. Oladipo misses 3-pt jump shot from 25 ft,87,88
358,4,10:39.0,,Offensive rebound by Team,87,88
359,4,10:39.0,Loose ball foul by L. James (drawn by J. Lauvergne),,87,88
360,4,10:33.0,,C. Payne misses 2-pt jump shot from 7 ft,87,88
361,4,10:32.0,Defensive rebound by C. Frye,,87,88
362,4,10:24.0,J. McRae misses 3-pt jump shot from 24 ft,,87,88
363,4,10:24.0,,Defensive rebound by A. Roberson,87,88
364,4,10:23.0,,Oklahoma City full timeout,87,88
365,4,10:05.0,,C. Payne makes 2-pt jump shot from 9 ft (assist by V. Oladipo),87,90
366,4,9:48.0,Turnover by K. Korver (bad pass; steal by A. Roberson),,87,90
367,4,9:45.0,,A. Roberson makes 2-pt dunk at rim,87,92
368,4,9:23.0,L. James misses 2-pt layup from 3 ft,,87,92
369,4,9:22.0,,Defensive rebound by C. Payne,87,92
370,4,9:18.0,,C. Payne misses 2-pt jump shot from 18 ft,87,92
371,4,9:17.0,,Offensive rebound by J. Grant,87,92
372,4,9:12.0,,C. Payne misses 3-pt jump shot from 25 ft,87,92
373,4,9:11.0,Defensive rebound by Team,,87,92
374,4,9:11.0,K. Irving enters the game for J. McRae,,87,92
375,4,9:00.0,K. Irving misses 2-pt jump shot from 4 ft,,87,92
376,4,8:59.0,,Defensive rebound by A. Roberson,87,92
377,4,8:41.0,,J. Lauvergne misses 2-pt jump shot from 4 ft,87,92
378,4,8:41.0,,Offensive rebound by J. Grant,87,92
379,4,8:38.0,,J. Grant misses 2-pt layup from 1 ft (block by C. Frye),87,92
380,4,8:37.0,,Offensive rebound by J. Lauvergne,87,92
381,4,8:34.0,,J. Lauvergne misses 2-pt layup from 1 ft (block by K. Korver),87,92
382,4,8:32.0,,Offensive rebound by J. Lauvergne,87,92
383,4,8:23.0,,C. Payne misses 2-pt jump shot from 11 ft,87,92
384,4,8:22.0,,Offensive rebound by Team,87,92
385,4,8:22.0,Loose ball foul by K. Korver (drawn by J. Lauvergne),,87,92
386,4,8:22.0,,R. Westbrook enters the game for C. Payne,87,92
387,4,8:16.0,,V. Oladipo makes 2-pt layup from 2 ft,87,94
388,4,7:52.0,D. Williams makes 2-pt layup from 1 ft,,89,94
389,4,7:37.0,,Shooting foul by D. Williams (drawn by V. Oladipo),89,94
390,4,7:37.0,,V. Oladipo makes free throw 1 of 2,89,95
