,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
77,1,3:33.0,,Shooting foul by D. Šarić (drawn by I. Smith),18,17
78,1,3:33.0,,I. Smith makes free throw 1 of 1,18,18
79,1,3:22.0,R. Covington makes 3-pt jump shot from 26 ft (assist by D. Šarić),,21,18
80,1,3:04.0,,Turnover by K. Caldwell-Pope (bad pass),21,18
81,1,2:50.0,Turnover by R. Covington (bad pass),,21,18
82,1,2:50.0,,Detroit full timeout,21,18
83,1,2:50.0,,S. Johnson enters the game for J. Leuer,21,18
84,1,2:50.0,,M. Morris enters the game for K. Caldwell-Pope,21,18
85,1,2:42.0,,I. Smith misses 2-pt jump shot from 17 ft,21,18
86,1,2:41.0,Defensive rebound by S. Rodríguez,,21,18
87,1,2:33.0,R. Covington misses 3-pt jump shot from 27 ft,,21,18
88,1,2:32.0,,Defensive rebound by A. Baynes,21,18
89,1,2:21.0,,T. Harris misses 2-pt layup at rim,21,18
90,1,2:21.0,Defensive rebound by R. Covington,,21,18
91,1,2:10.0,D. Šarić misses 3-pt jump shot from 26 ft,,21,18
92,1,2:10.0,Offensive rebound by Team,,21,18
93,1,2:02.0,S. Rodríguez misses 3-pt jump shot from 25 ft (block by I. Smith),,21,18
94,1,2:02.0,,Defensive rebound by A. Baynes,21,18
95,1,1:44.0,,Turnover by S. Johnson (bad pass),21,18
96,1,1:30.0,G. Henderson makes 2-pt jump shot from 7 ft,,23,18
97,1,1:09.0,,M. Morris misses 2-pt jump shot from 18 ft,23,18
98,1,1:09.0,Defensive rebound by N. Noel,,23,18
99,1,1:00.0,S. Rodríguez misses 2-pt layup from 1 ft,,23,18
100,1,0:59.0,,Defensive rebound by S. Johnson,23,18
101,1,0:57.0,,Shooting foul by R. Covington (drawn by S. Johnson),23,18
102,1,0:57.0,,S. Johnson makes free throw 1 of 2,23,19
103,1,0:57.0,,S. Johnson makes free throw 2 of 2,23,20
104,1,0:47.0,G. Henderson makes 2-pt jump shot from 19 ft (assist by S. Rodríguez),,25,20
105,1,0:37.0,,Shooting foul by R. Covington (drawn by T. Harris),25,20
106,1,0:37.0,,T. Harris makes free throw 1 of 2,25,21
107,1,0:37.0,T. Luwawu-Cabarrot enters the game for R. Covington,,25,21
108,1,0:37.0,,T. Harris makes free throw 2 of 2,25,22
109,1,0:32.0,N. Noel makes 2-pt dunk at rim (assist by T. Luwawu-Cabarrot),,27,22
110,1,0:21.0,,I. Smith makes 2-pt layup at rim,27,24
111,1,0:02.0,D. Šarić misses 3-pt jump shot from 26 ft,,27,24
112,1,0:00.0,,Defensive rebound by M. Morris,27,24
113,2,11:40.0,G. Henderson makes 2-pt jump shot from 12 ft,,29,24
114,2,11:28.0,,Personal foul by E. İlyasova (drawn by A. Baynes),29,24
115,2,11:22.0,,Personal foul by E. İlyasova (drawn by I. Smith),29,24
116,2,11:22.0,D. Šarić enters the game for E. İlyasova,,29,24
117,2,11:13.0,,A. Baynes makes 2-pt dunk at rim (assist by I. Smith),29,26
118,2,10:50.0,N. Noel makes 2-pt jump shot from 13 ft (assist by D. Šarić),,31,26
119,2,10:44.0,,Personal foul by S. Rodríguez (drawn by I. Smith),31,26
120,2,10:24.0,,Turnover by Team (shot clock),31,26
121,2,10:13.0,D. Šarić misses 3-pt jump shot from 26 ft,,31,26
122,2,10:13.0,,Defensive rebound by S. Johnson,31,26
123,2,10:06.0,,S. Johnson misses 2-pt jump shot from 16 ft,31,26
124,2,10:04.0,Defensive rebound by D. Šarić,,31,26
125,2,9:45.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 3 ft,,31,26
126,2,9:45.0,,Defensive rebound by A. Baynes,31,26
127,2,9:36.0,,I. Smith misses 2-pt jump shot from 7 ft,31,26
128,2,9:36.0,,Offensive rebound by Team,31,26
129,2,9:36.0,N. Stauskas enters the game for G. Henderson,,31,26
130,2,9:26.0,,M. Morris makes 2-pt jump shot from 9 ft,31,28
131,2,9:14.0,S. Rodríguez misses 2-pt jump shot from 6 ft,,31,28
132,2,9:12.0,,Defensive rebound by T. Harris,31,28
133,2,9:07.0,,T. Harris makes 2-pt dunk at rim (assist by I. Smith),31,30
134,2,9:02.0,Philadelphia full timeout,,31,30
135,2,9:02.0,J. Okafor enters the game for N. Noel,,31,30
136,2,8:49.0,N. Stauskas misses 3-pt jump shot from 23 ft,,31,30
137,2,8:48.0,,Defensive rebound by T. Harris,31,30
138,2,8:36.0,,Turnover by S. Johnson (bad pass; steal by S. Rodríguez),31,30
139,2,8:26.0,D. Šarić makes 2-pt hook shot from 5 ft (assist by S. Rodríguez),,33,30
140,2,8:11.0,,M. Morris makes 2-pt layup from 1 ft (assist by T. Harris),33,32
141,2,7:52.0,Shooting foul by T. Harris (drawn by T. Luwawu-Cabarrot),,33,32
142,2,7:52.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,34,32
143,2,7:52.0,,A. Drummond enters the game for A. Baynes,34,32
144,2,7:52.0,,J. Leuer enters the game for T. Harris,34,32
145,2,7:52.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,35,32
146,2,7:35.0,,S. Johnson misses 3-pt jump shot from 26 ft,35,32
147,2,7:34.0,,Offensive rebound by A. Drummond,35,32
148,2,7:34.0,,Personal foul by T. Luwawu-Cabarrot (drawn by A. Drummond),35,32
149,2,7:34.0,T. McConnell enters the game for S. Rodríguez,,35,32
150,2,7:34.0,R. Covington enters the game for T. Luwawu-Cabarrot,,35,32
151,2,7:34.0,,R. Jackson enters the game for I. Smith,35,32
152,2,7:34.0,,K. Caldwell-Pope enters the game for S. Johnson,35,32
153,2,7:26.0,,Turnover by R. Jackson (bad pass; steal by R. Covington),35,32
154,2,7:12.0,J. Okafor makes 2-pt hook shot from 4 ft,,37,32
155,2,7:07.0,,Detroit full timeout,37,32
156,2,6:54.0,,M. Morris makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),37,34
157,2,6:41.0,J. Okafor misses 2-pt jump shot from 12 ft,,37,34
158,2,6:41.0,,Defensive rebound by A. Drummond,37,34
159,2,6:29.0,,R. Jackson misses 2-pt jump shot from 5 ft,37,34
160,2,6:29.0,Defensive rebound by N. Stauskas,,37,34
161,2,6:16.0,Turnover by N. Stauskas (lost ball),,37,34
162,2,6:16.0,Technical foul by N. Stauskas,,37,34
163,2,6:16.0,,J. Leuer makes technical free throw,37,35
164,2,5:56.0,,M. Morris misses 3-pt jump shot from 26 ft,37,35
165,2,5:55.0,,Offensive rebound by K. Caldwell-Pope,37,35
166,2,5:52.0,,K. Caldwell-Pope makes 2-pt layup at rim,37,37
167,2,5:41.0,D. Šarić misses 2-pt layup from 1 ft,,37,37
168,2,5:38.0,Offensive rebound by R. Covington,,37,37
169,2,5:37.0,R. Covington misses 2-pt jump shot from 5 ft,,37,37
170,2,5:36.0,,Defensive rebound by A. Drummond,37,37
171,2,5:29.0,,Shooting foul by N. Stauskas (drawn by K. Caldwell-Pope),37,37
172,2,5:29.0,,K. Caldwell-Pope makes free throw 1 of 2,37,38
173,2,5:29.0,,K. Caldwell-Pope makes free throw 2 of 2,37,39
174,2,5:21.0,D. Šarić misses 2-pt layup from 1 ft (block by A. Drummond),,37,39
175,2,5:21.0,Offensive rebound by Team,,37,39
176,2,5:21.0,E. İlyasova enters the game for D. Šarić,,37,39
177,2,5:10.0,T. McConnell makes 2-pt jump shot from 8 ft,,39,39
178,2,4:57.0,,R. Jackson makes 2-pt jump shot from 11 ft,39,41
179,2,4:45.0,R. Covington misses 2-pt layup from 1 ft,,39,41
180,2,4:45.0,,Defensive rebound by A. Drummond,39,41
181,2,4:39.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,39,41
182,2,4:38.0,Defensive rebound by T. McConnell,,39,41
183,2,4:30.0,T. McConnell makes 2-pt layup from 1 ft,,41,41
184,2,4:16.0,,Shooting foul by J. Okafor (drawn by R. Jackson),41,41
185,2,4:16.0,,R. Jackson makes free throw 1 of 2,41,42
186,2,4:16.0,,R. Jackson makes free throw 2 of 2,41,43
187,2,4:00.0,N. Stauskas misses 3-pt jump shot from 26 ft,,41,43
188,2,4:00.0,,Defensive rebound by A. Drummond,41,43
189,2,3:47.0,,J. Leuer misses 2-pt jump shot from 12 ft,41,43
190,2,3:45.0,Defensive rebound by E. İlyasova,,41,43
191,2,3:39.0,Shooting foul by R. Jackson (drawn by R. Covington),,41,43
192,2,3:39.0,R. Covington makes free throw 1 of 2,,42,43
193,2,3:39.0,R. Covington misses free throw 2 of 2,,42,43
194,2,3:38.0,Offensive rebound by J. Okafor,,42,43
195,2,3:31.0,R. Covington misses 3-pt jump shot from 26 ft,,42,43
196,2,3:31.0,,Defensive rebound by J. Leuer,42,43
197,2,3:08.0,,A. Drummond misses 3-pt jump shot from 27 ft,42,43
198,2,3:07.0,,Offensive rebound by J. Leuer,42,43
199,2,3:03.0,,J. Leuer misses 2-pt jump shot from 5 ft,42,43
200,2,3:02.0,,Offensive rebound by M. Morris,42,43
201,2,3:00.0,,M. Morris makes 2-pt layup from 1 ft,42,45
202,2,2:51.0,E. İlyasova misses 3-pt jump shot from 26 ft,,42,45
203,2,2:50.0,,Defensive rebound by M. Morris,42,45
204,2,2:39.0,,R. Jackson misses 3-pt jump shot from 26 ft,42,45
205,2,2:39.0,Defensive rebound by T. McConnell,,42,45
206,2,2:32.0,Turnover by N. Stauskas (bad pass; steal by R. Jackson),,42,45
207,2,2:32.0,,Clear path foul by E. İlyasova,42,45
208,2,2:32.0,Official timeout,,42,45
209,2,2:32.0,,R. Jackson makes clear path free throw 1 of 2,42,46
210,2,2:32.0,,A. Baynes enters the game for A. Drummond,42,45
211,2,2:32.0,G. Henderson enters the game for N. Stauskas,,42,45
212,2,2:32.0,D. Šarić enters the game for E. İlyasova,,42,45
213,2,2:32.0,,R. Jackson makes clear path free throw 2 of 2,42,47
214,2,2:15.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,42,47
215,2,2:14.0,,Offensive rebound by A. Baynes,42,47
216,2,2:05.0,,A. Baynes makes 2-pt layup from 2 ft,42,49
217,2,1:59.0,Personal foul by R. Jackson (drawn by G. Henderson),,42,49
218,2,1:59.0,,I. Smith enters the game for R. Jackson,42,49
219,2,1:49.0,Shooting foul by J. Leuer (drawn by J. Okafor),,42,49
220,2,1:49.0,J. Okafor misses free throw 1 of 2,,42,49
221,2,1:49.0,Offensive rebound by Team,,42,49
222,2,1:49.0,J. Okafor misses free throw 2 of 2,,42,49
223,2,1:49.0,T. Luwawu-Cabarrot enters the game for R. Covington,,42,49
224,2,1:49.0,,S. Johnson enters the game for J. Leuer,42,49
225,2,1:48.0,,Defensive rebound by S. Johnson,42,49
226,2,1:29.0,,A. Baynes makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),42,51
227,2,1:15.0,Personal foul by S. Johnson (drawn by G. Henderson),,42,51
228,2,1:15.0,G. Henderson makes free throw 1 of 2,,43,51
229,2,1:15.0,G. Henderson makes free throw 2 of 2,,44,51
230,2,1:00.0,,A. Baynes makes 2-pt jump shot from 6 ft (assist by I. Smith),44,53
231,2,0:46.0,J. Okafor makes 2-pt jump shot from 6 ft,,46,53
232,2,0:29.0,,M. Morris misses 2-pt jump shot from 13 ft,46,53
233,2,0:29.0,,Offensive rebound by S. Johnson,46,53
234,2,0:28.0,,S. Johnson makes 2-pt layup at rim,46,55
235,2,0:04.0,T. McConnell misses 3-pt jump shot from 27 ft,,46,55
236,2,0:03.0,,Defensive rebound by S. Johnson,46,55
237,3,11:48.0,Turnover by E. İlyasova (lost ball; steal by A. Drummond),,46,55
238,3,11:44.0,,A. Drummond makes 2-pt dunk at rim (assist by J. Leuer),46,57
239,3,11:26.0,J. Okafor makes 2-pt hook shot from 5 ft (assist by N. Stauskas),,48,57
240,3,11:11.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by R. Jackson),48,59
241,3,10:57.0,Turnover by N. Stauskas (lost ball; steal by K. Caldwell-Pope),,48,59
242,3,10:38.0,,A. Drummond makes 2-pt hook shot from 6 ft,48,61
243,3,10:28.0,J. Okafor makes 2-pt hook shot from 5 ft (assist by E. İlyasova),,50,61
244,3,10:00.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,50,64
245,3,9:44.0,T. McConnell makes 2-pt jump shot from 7 ft,,52,64
246,3,9:30.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Jackson),52,67
247,3,9:30.0,Philadelphia full timeout,,52,67
248,3,9:30.0,G. Henderson enters the game for N. Stauskas,,52,67
249,3,9:21.0,Shooting foul by J. Leuer (drawn by E. İlyasova),,52,67
250,3,9:21.0,E. İlyasova makes free throw 1 of 2,,53,67
251,3,9:21.0,E. İlyasova misses free throw 2 of 2,,53,67
252,3,9:20.0,,Defensive rebound by J. Leuer,53,67
253,3,9:05.0,,M. Morris makes 2-pt layup at rim,53,69
254,3,9:05.0,,Shooting foul by J. Okafor (drawn by M. Morris),53,69
255,3,9:05.0,,M. Morris makes free throw 1 of 1,53,70
256,3,8:49.0,J. Okafor misses 2-pt jump shot from 15 ft,,53,70
257,3,8:49.0,,Defensive rebound by K. Caldwell-Pope,53,70
258,3,8:41.0,,M. Morris misses 3-pt jump shot from 26 ft,53,70
259,3,8:41.0,,Offensive rebound by J. Leuer,53,70
260,3,8:38.0,,J. Leuer makes 2-pt layup at rim,53,72
261,3,8:16.0,T. McConnell makes 2-pt jump shot from 12 ft,,55,72
262,3,7:56.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,55,72
263,3,7:56.0,Defensive rebound by T. McConnell,,55,72
264,3,7:46.0,R. Covington misses 3-pt jump shot from 27 ft,,55,72
265,3,7:46.0,Offensive rebound by Team,,55,72
266,3,7:46.0,N. Noel enters the game for J. Okafor,,55,72
267,3,7:36.0,G. Henderson misses 3-pt jump shot from 27 ft,,55,72
268,3,7:36.0,,Defensive rebound by M. Morris,55,72
269,3,7:14.0,,R. Jackson makes 3-pt jump shot from 26 ft,55,75
270,3,7:00.0,E. İlyasova misses 3-pt jump shot from 27 ft,,55,75
271,3,7:00.0,,Defensive rebound by M. Morris,55,75
272,3,6:48.0,,A. Drummond misses 2-pt hook shot from 7 ft,55,75
273,3,6:47.0,Defensive rebound by T. McConnell,,55,75
274,3,6:32.0,R. Covington misses 2-pt jump shot from 6 ft,,55,75
275,3,6:31.0,,Defensive rebound by A. Drummond,55,75
276,3,6:14.0,,J. Leuer makes 2-pt layup from 1 ft (assist by R. Jackson),55,77
277,3,6:14.0,Philadelphia full timeout,,55,77
278,3,6:04.0,R. Covington misses 2-pt layup from 1 ft,,55,77
279,3,6:04.0,Offensive rebound by N. Noel,,55,77
280,3,6:03.0,Shooting foul by J. Leuer (drawn by N. Noel),,55,77
281,3,6:03.0,N. Noel makes free throw 1 of 2,,56,77
282,3,6:03.0,N. Noel misses free throw 2 of 2,,56,77
283,3,6:03.0,,Defensive rebound by T. Harris,56,77
284,3,6:03.0,,T. Harris enters the game for J. Leuer,56,77
285,3,5:46.0,,A. Drummond makes 2-pt hook shot from 6 ft,56,79
286,3,5:36.0,Personal foul by K. Caldwell-Pope (drawn by N. Noel),,56,79
287,3,5:36.0,D. Šarić enters the game for E. İlyasova,,56,79
288,3,5:22.0,G. Henderson misses 3-pt jump shot from 24 ft,,56,79
289,3,5:21.0,,Defensive rebound by A. Drummond,56,79
290,3,5:03.0,,A. Drummond misses 2-pt jump shot from 6 ft,56,79
291,3,5:03.0,Defensive rebound by G. Henderson,,56,79
292,3,5:00.0,,Offensive charge foul by G. Henderson (drawn by K. Caldwell-Pope),56,79
293,3,5:00.0,Turnover by G. Henderson (offensive foul),,56,79
294,3,4:49.0,,R. Jackson makes 3-pt jump shot from 27 ft,56,82
295,3,4:29.0,R. Covington makes 3-pt jump shot from 27 ft (assist by D. Šarić),,59,82
296,3,4:13.0,,A. Drummond makes 2-pt layup at rim (assist by M. Morris),59,84
297,3,3:56.0,T. McConnell misses 2-pt jump shot from 12 ft,,59,84
298,3,3:55.0,Offensive rebound by N. Noel,,59,84
299,3,3:49.0,N. Noel misses 2-pt hook shot from 5 ft,,59,84
300,3,3:49.0,,Defensive rebound by A. Drummond,59,84
301,3,3:43.0,,R. Jackson misses 3-pt jump shot from 27 ft,59,84
302,3,3:42.0,Defensive rebound by T. McConnell,,59,84
303,3,3:33.0,N. Noel misses 2-pt jump shot from 17 ft,,59,84
304,3,3:33.0,,Defensive rebound by K. Caldwell-Pope,59,84
305,3,3:27.0,,Turnover by K. Caldwell-Pope (lost ball; steal by T. McConnell),59,84
306,3,3:19.0,G. Henderson misses 2-pt layup from 1 ft,,59,84
307,3,3:18.0,Offensive rebound by T. McConnell,,59,84
308,3,3:15.0,Turnover by T. McConnell (bad pass; steal by M. Morris),,59,84
309,3,3:06.0,,T. Harris misses 3-pt jump shot from 23 ft,59,84
310,3,3:06.0,Defensive rebound by N. Noel,,59,84
311,3,2:51.0,G. Henderson misses 2-pt layup at rim,,59,84
312,3,2:50.0,,Defensive rebound by T. Harris,59,84
313,3,2:47.0,,Turnover by T. Harris (lost ball; steal by R. Covington),59,84
314,3,2:44.0,,Detroit full timeout,59,84
315,3,2:44.0,Technical foul by G. Henderson,,59,84
316,3,2:44.0,,A. Baynes enters the game for M. Morris,59,84
317,3,2:44.0,,S. Johnson enters the game for A. Drummond,59,84
318,3,2:44.0,,I. Smith enters the game for R. Jackson,59,84
319,3,2:44.0,J. Okafor enters the game for T. McConnell,,59,84
320,3,2:44.0,S. Rodríguez enters the game for N. Noel,,59,84
321,3,2:44.0,,T. Harris makes technical free throw,59,85
322,3,2:25.0,D. Šarić misses 3-pt jump shot from 26 ft,,59,85
323,3,2:25.0,,Defensive rebound by K. Caldwell-Pope,59,85
324,3,2:12.0,T. Luwawu-Cabarrot enters the game for G. Henderson,,59,85
325,3,2:03.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,59,85
326,3,2:03.0,Defensive rebound by J. Okafor,,59,85
327,3,1:47.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by D. Šarić),,61,85
328,3,1:31.0,,S. Johnson misses 2-pt jump shot from 14 ft,61,85
329,3,1:31.0,Defensive rebound by T. Luwawu-Cabarrot,,61,85
330,3,1:13.0,D. Šarić makes 2-pt layup at rim (assist by T. Luwawu-Cabarrot),,63,85
331,3,0:54.0,,I. Smith makes 2-pt jump shot from 15 ft,63,87
332,3,0:38.0,R. Covington misses 2-pt jump shot from 3 ft,,63,87
333,3,0:37.0,Offensive rebound by J. Okafor,,63,87
334,3,0:33.0,Shooting foul by A. Baynes (drawn by J. Okafor),,63,87
335,3,0:33.0,J. Okafor makes free throw 1 of 2,,64,87
336,3,0:33.0,J. Okafor makes free throw 2 of 2,,65,87
337,3,0:24.0,,I. Smith makes 2-pt layup from 1 ft,65,89
338,3,0:03.0,Personal foul by S. Johnson (drawn by T. Luwawu-Cabarrot),,65,89
339,3,0:03.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,66,89
340,3,0:03.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,67,89
341,3,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 48 ft,67,89
342,3,0:00.0,,Offensive rebound by Team,67,89
343,4,11:37.0,,M. Morris makes 2-pt jump shot from 17 ft,67,91
344,4,11:15.0,S. Rodríguez makes 3-pt jump shot from 26 ft,,70,91
345,4,10:54.0,,A. Baynes makes 2-pt hook shot from 4 ft (assist by M. Morris),70,93
346,4,10:42.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by S. Rodríguez),,73,93
347,4,10:25.0,,T. Harris misses 2-pt jump shot from 17 ft,73,93
348,4,10:25.0,,Offensive rebound by Team,73,93
349,4,10:25.0,Loose ball foul by D. Šarić (drawn by A. Baynes),,73,93
350,4,10:20.0,,Personal foul by T. Luwawu-Cabarrot (drawn by M. Morris),73,93
351,4,10:14.0,,I. Smith misses 2-pt jump shot from 6 ft,73,93
352,4,10:13.0,,Offensive rebound by A. Baynes,73,93
353,4,10:12.0,,A. Baynes misses 2-pt layup from 1 ft,73,93
354,4,10:11.0,,Offensive rebound by A. Baynes,73,93
355,4,10:11.0,,A. Baynes misses 2-pt layup from 1 ft,73,93
356,4,10:10.0,Defensive rebound by T. Luwawu-Cabarrot,,73,93
357,4,9:45.0,J. Okafor misses 2-pt jump shot from 8 ft,,73,93
358,4,9:45.0,,Defensive rebound by T. Harris,73,93
359,4,9:42.0,,S. Johnson makes 2-pt layup from 1 ft (assist by I. Smith),73,95
360,4,9:42.0,,Shooting foul by N. Stauskas (drawn by S. Johnson),73,95
361,4,9:42.0,,S. Johnson misses free throw 1 of 1,73,95
362,4,9:42.0,Defensive rebound by Team,,73,95
363,4,9:42.0,,Loose ball foul by A. Baynes (drawn by D. Šarić),73,95
364,4,9:30.0,J. Okafor misses 2-pt jump shot from 6 ft (block by A. Baynes),,73,95
365,4,9:29.0,,Defensive rebound by S. Johnson,73,95
366,4,9:25.0,,Turnover by S. Johnson (lost ball; steal by N. Stauskas),73,95
367,4,9:18.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,73,95
368,4,9:17.0,,Defensive rebound by T. Harris,73,95
369,4,9:11.0,,Personal foul by S. Rodríguez (drawn by I. Smith),73,95
370,4,9:11.0,N. Noel enters the game for J. Okafor,,73,95
371,4,9:11.0,E. İlyasova enters the game for D. Šarić,,73,95
372,4,9:03.0,,I. Smith misses 2-pt jump shot from 14 ft,73,95
373,4,9:02.0,,Offensive rebound by A. Baynes,73,95
374,4,8:54.0,,A. Baynes misses 2-pt layup from 1 ft,73,95
375,4,8:53.0,Defensive rebound by T. Luwawu-Cabarrot,,73,95
376,4,8:33.0,E. İlyasova misses 3-pt jump shot from 28 ft,,73,95
377,4,8:33.0,,Defensive rebound by I. Smith,73,95
378,4,8:23.0,,T. Harris misses 2-pt jump shot from 3 ft,73,95
379,4,8:23.0,,Offensive rebound by T. Harris,73,95
380,4,8:20.0,,T. Harris misses 2-pt jump shot from 6 ft,73,95
381,4,8:19.0,,Offensive rebound by T. Harris,73,95
