,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BROOKLYN_ACTION,NEW ORLEANS_SCORE,BROOKLYN_SCORE
95,1,0:29.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,33,31
96,1,0:23.0,Defensive rebound by S. Hill,,33,31
97,1,0:03.0,T. Evans makes 2-pt jump shot from 19 ft,,35,31
98,1,0:01.0,,S. Dinwiddie misses 3-pt jump shot from 38 ft,35,31
99,1,0:00.0,,Offensive rebound by Team,35,31
100,2,11:44.0,,B. Lopez makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),35,33
101,2,11:31.0,Personal foul by S. Dinwiddie (drawn by T. Evans),,35,33
102,2,11:26.0,Turnover by T. Evans (bad pass),,35,33
103,2,11:14.0,,C. LeVert misses 3-pt jump shot from 25 ft,35,33
104,2,11:13.0,,Offensive rebound by Team,35,33
105,2,11:12.0,,B. Lopez misses 3-pt jump shot from 24 ft,35,33
106,2,11:11.0,,Offensive rebound by R. Hollis-Jefferson,35,33
107,2,11:10.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft,35,35
108,2,10:46.0,L. Galloway misses 2-pt jump shot from 13 ft,,35,35
109,2,10:45.0,,Defensive rebound by C. LeVert,35,35
110,2,10:37.0,,C. LeVert makes 2-pt layup from 3 ft,35,37
111,2,10:30.0,New Orleans full timeout,,35,37
112,2,10:21.0,D. Motiejūnas misses 2-pt hook shot from 7 ft,,35,37
113,2,10:19.0,Offensive rebound by D. Cunningham,,35,37
114,2,10:08.0,E. Moore misses 2-pt hook shot from 8 ft,,35,37
115,2,10:07.0,,Defensive rebound by B. Lopez,35,37
116,2,9:53.0,,S. Dinwiddie misses 2-pt jump shot from 8 ft,35,37
117,2,9:51.0,Defensive rebound by D. Motiejūnas,,35,37
118,2,9:43.0,D. Cunningham misses 3-pt jump shot from 24 ft,,35,37
119,2,9:42.0,,Defensive rebound by R. Hollis-Jefferson,35,37
120,2,9:28.0,,B. Lopez misses 2-pt hook shot from 7 ft,35,37
121,2,9:27.0,,Offensive rebound by R. Hollis-Jefferson,35,37
122,2,9:26.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,35,37
123,2,9:25.0,,Offensive rebound by Team,35,37
124,2,9:25.0,Loose ball foul by T. Evans (drawn by R. Hollis-Jefferson),,35,37
125,2,9:15.0,,Turnover by B. Lopez (bad pass; steal by T. Evans),35,37
126,2,9:12.0,T. Evans makes 2-pt layup from 2 ft,,37,37
127,2,9:12.0,Shooting foul by C. LeVert (drawn by T. Evans),,37,37
128,2,9:12.0,T. Evans makes free throw 1 of 1,,38,37
129,2,8:59.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,38,37
130,2,8:58.0,Defensive rebound by L. Galloway,,38,37
131,2,8:49.0,D. Motiejūnas misses 2-pt jump shot from 12 ft,,38,37
132,2,8:48.0,,Defensive rebound by S. Dinwiddie,38,37
133,2,8:42.0,,B. Lopez makes 2-pt layup from 2 ft (assist by S. Dinwiddie),38,39
134,2,8:24.0,E. Moore makes 2-pt jump shot from 15 ft,,40,39
135,2,8:06.0,,B. Bogdanović makes 2-pt jump shot from 18 ft,40,41
136,2,7:54.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,40,41
137,2,7:53.0,,Defensive rebound by S. Dinwiddie,40,41
138,2,7:43.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,40,41
139,2,7:42.0,Defensive rebound by D. Cunningham,,40,41
140,2,7:39.0,,J. Hamilton enters the game for B. Lopez,40,41
141,2,7:39.0,T. Jones enters the game for D. Motiejūnas,,40,41
142,2,7:26.0,T. Jones misses 2-pt layup from 1 ft,,40,41
143,2,7:25.0,,Defensive rebound by J. Hamilton,40,41
144,2,7:14.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by E. Moore),40,41
145,2,7:12.0,Defensive rebound by T. Jones,,40,41
146,2,7:07.0,Turnover by T. Jones (bad pass; steal by R. Hollis-Jefferson),,40,41
147,2,6:59.0,,C. LeVert makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),40,43
148,2,6:48.0,E. Moore misses 3-pt jump shot from 24 ft,,40,43
149,2,6:47.0,Offensive rebound by D. Cunningham,,40,43
150,2,6:46.0,Personal foul by S. Dinwiddie (drawn by D. Cunningham),,40,43
151,2,6:46.0,,J. Harris enters the game for B. Bogdanović,40,43
152,2,6:46.0,,T. Booker enters the game for R. Hollis-Jefferson,40,43
153,2,6:34.0,L. Galloway misses 2-pt jump shot from 18 ft,,40,43
154,2,6:33.0,,Defensive rebound by T. Booker,40,43
155,2,6:24.0,,T. Booker misses 2-pt layup from 3 ft,40,43
156,2,6:23.0,,Offensive rebound by J. Hamilton,40,43
157,2,6:22.0,,J. Hamilton makes 2-pt layup from 1 ft,40,45
158,2,6:15.0,,Violation by S. Dinwiddie (kicked ball),40,45
159,2,6:05.0,E. Moore misses 2-pt jump shot from 21 ft,,40,45
160,2,6:04.0,,Defensive rebound by T. Booker,40,45
161,2,5:55.0,,J. Hamilton misses 3-pt jump shot from 24 ft,40,45
162,2,5:54.0,Defensive rebound by L. Galloway,,40,45
163,2,5:49.0,L. Galloway misses 2-pt jump shot from 20 ft,,40,45
164,2,5:48.0,,Defensive rebound by C. LeVert,40,45
165,2,5:36.0,,J. Hamilton makes 2-pt hook shot from 7 ft (assist by C. LeVert),40,47
166,2,5:10.0,T. Evans makes 3-pt jump shot from 26 ft,,43,47
167,2,4:54.0,,J. Hamilton misses 2-pt layup from 2 ft (block by T. Evans),43,47
168,2,4:54.0,Defensive rebound by Team,,43,47
169,2,4:54.0,Official timeout,,43,47
170,2,4:54.0,,I. Whitehead enters the game for S. Dinwiddie,43,47
171,2,4:54.0,,S. Kilpatrick enters the game for C. LeVert,43,47
172,2,4:54.0,B. Hield enters the game for L. Galloway,,43,47
173,2,4:54.0,J. Holiday enters the game for E. Moore,,43,47
174,2,4:54.0,,Violation by Team (jump ball),43,47
175,2,4:40.0,B. Hield misses 3-pt jump shot from 24 ft,,43,47
176,2,4:38.0,Offensive rebound by B. Hield,,43,47
177,2,4:36.0,B. Hield misses 2-pt jump shot from 18 ft,,43,47
178,2,4:35.0,Offensive rebound by T. Jones,,43,47
179,2,4:20.0,T. Jones makes 2-pt layup from 2 ft,,45,47
180,2,4:06.0,,I. Whitehead makes 2-pt layup from 2 ft,45,49
181,2,3:46.0,T. Evans misses 3-pt jump shot from 24 ft,,45,49
182,2,3:45.0,,Defensive rebound by T. Booker,45,49
183,2,3:37.0,,J. Harris misses 3-pt jump shot from 24 ft,45,49
184,2,3:35.0,,Offensive rebound by T. Booker,45,49
185,2,3:30.0,,S. Kilpatrick makes 2-pt jump shot from 8 ft (assist by T. Booker),45,51
186,2,3:30.0,,Shooting foul by J. Holiday (drawn by S. Kilpatrick),45,51
187,2,3:30.0,,S. Kilpatrick makes free throw 1 of 1,45,52
188,2,3:15.0,T. Evans misses 2-pt layup from 2 ft,,45,52
189,2,3:14.0,Offensive rebound by T. Jones,,45,52
190,2,3:12.0,Turnover by T. Jones (lost ball; steal by T. Booker),,45,52
191,2,2:59.0,,J. Hamilton misses 3-pt jump shot from 23 ft,45,52
192,2,2:58.0,Defensive rebound by T. Evans,,45,52
193,2,2:52.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. Evans),,48,52
194,2,2:50.0,,Brooklyn full timeout,48,52
195,2,2:50.0,S. Hill enters the game for T. Evans,,48,52
196,2,2:50.0,D. Motiejūnas enters the game for D. Cunningham,,48,52
197,2,2:50.0,,B. Lopez enters the game for J. Hamilton,48,52
198,2,2:33.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,48,52
199,2,2:31.0,,Offensive rebound by B. Lopez,48,52
200,2,2:27.0,,B. Lopez makes 2-pt hook shot from 8 ft,48,54
201,2,2:09.0,Turnover by J. Holiday (lost ball),,48,54
202,2,1:51.0,,T. Booker makes 2-pt layup from 2 ft,48,56
203,2,1:36.0,T. Jones makes 3-pt jump shot from 26 ft (assist by D. Motiejūnas),,51,56
204,2,1:20.0,,Turnover by I. Whitehead (lost ball; steal by D. Motiejūnas),51,56
205,2,1:05.0,B. Hield misses 3-pt jump shot from 23 ft,,51,56
206,2,1:03.0,Offensive rebound by S. Hill,,51,56
207,2,1:02.0,Offensive foul by D. Motiejūnas (drawn by B. Lopez),,51,56
208,2,1:02.0,Turnover by D. Motiejūnas (offensive foul),,51,56
209,2,0:52.0,,Turnover by S. Kilpatrick (traveling),51,56
210,2,0:30.0,S. Hill misses 3-pt jump shot from 28 ft,,51,56
211,2,0:29.0,,Defensive rebound by S. Kilpatrick,51,56
212,2,0:12.0,,I. Whitehead misses 3-pt jump shot from 25 ft,51,56
213,2,0:11.0,Defensive rebound by Team,,51,56
214,2,0:11.0,,Loose ball foul by T. Booker (drawn by T. Jones),51,56
215,2,0:08.0,New Orleans full timeout,,51,56
216,2,0:08.0,,C. LeVert enters the game for I. Whitehead,51,56
217,2,0:08.0,,R. Hollis-Jefferson enters the game for B. Lopez,51,56
218,2,0:08.0,L. Galloway enters the game for T. Jones,,51,56
219,2,0:07.0,Turnover by L. Galloway (bad pass; steal by C. LeVert),,51,56
220,2,0:05.0,,Shooting foul by J. Holiday (drawn by C. LeVert),51,56
221,2,0:05.0,,C. LeVert misses free throw 1 of 2,51,56
222,2,0:05.0,,Offensive rebound by Team,51,56
223,2,0:05.0,T. Jones enters the game for L. Galloway,,51,56
224,2,0:05.0,,C. LeVert makes free throw 2 of 2,51,57
225,2,0:02.0,D. Motiejūnas misses 3-pt jump shot from 26 ft,,51,57
226,2,0:01.0,,Defensive rebound by Team,51,57
227,2,0:01.0,,S. Kilpatrick misses 3-pt jump shot from 60 ft,51,57
228,2,0:00.0,,Offensive rebound by Team,51,57
229,3,11:44.0,,T. Booker misses 3-pt jump shot from 23 ft,51,57
230,3,11:43.0,Defensive rebound by T. Jones,,51,57
231,3,11:31.0,Turnover by B. Hield (bad pass),,51,57
232,3,11:23.0,,J. Harris misses 3-pt jump shot from 23 ft,51,57
233,3,11:21.0,Defensive rebound by J. Holiday,,51,57
234,3,11:13.0,Shooting foul by B. Bogdanović (drawn by S. Hill),,51,57
235,3,11:13.0,S. Hill makes free throw 1 of 2,,52,57
236,3,11:13.0,S. Hill makes free throw 2 of 2,,53,57
237,3,10:59.0,,B. Lopez misses 2-pt hook shot from 6 ft,53,57
238,3,10:58.0,Defensive rebound by T. Jones,,53,57
239,3,10:52.0,Personal foul by T. Booker (drawn by D. Motiejūnas),,53,57
240,3,10:52.0,,C. LeVert enters the game for B. Bogdanović,53,57
241,3,10:41.0,S. Hill makes 3-pt jump shot from 24 ft (assist by J. Holiday),,56,57
242,3,10:28.0,,J. Harris makes 2-pt layup from 3 ft (assist by T. Booker),56,59
243,3,10:21.0,J. Holiday misses 2-pt jump shot from 19 ft,,56,59
244,3,10:15.0,,Defensive rebound by T. Booker,56,59
245,3,10:02.0,,I. Whitehead makes 2-pt jump shot from 18 ft,56,61
246,3,10:02.0,New Orleans full timeout,,56,61
247,3,10:02.0,,B. Bogdanović enters the game for C. LeVert,56,61
248,3,9:52.0,Turnover by J. Holiday (lost ball; steal by I. Whitehead),,56,61
249,3,9:46.0,,B. Lopez misses 3-pt jump shot from 26 ft,56,61
250,3,9:42.0,Defensive rebound by S. Hill,,56,61
251,3,9:32.0,Turnover by Team (back court),,56,61
252,3,9:25.0,,I. Whitehead misses 2-pt layup from 3 ft,56,61
253,3,9:24.0,Defensive rebound by D. Motiejūnas,,56,61
254,3,9:16.0,Shooting foul by I. Whitehead (drawn by T. Jones),,56,61
255,3,9:16.0,T. Jones misses free throw 1 of 2,,56,61
256,3,9:16.0,Offensive rebound by Team,,56,61
257,3,9:16.0,T. Jones misses free throw 2 of 2,,56,61
258,3,9:16.0,,S. Dinwiddie enters the game for I. Whitehead,56,61
259,3,9:15.0,,Defensive rebound by T. Booker,56,61
260,3,9:01.0,,B. Lopez makes 2-pt hook shot from 9 ft (assist by J. Harris),56,63
261,3,8:50.0,B. Hield misses 3-pt jump shot from 25 ft,,56,63
262,3,8:49.0,,Defensive rebound by B. Bogdanović,56,63
263,3,8:34.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,56,63
264,3,8:33.0,Defensive rebound by B. Hield,,56,63
265,3,8:16.0,T. Jones makes 2-pt jump shot from 7 ft,,58,63
266,3,7:59.0,,Turnover by B. Lopez (bad pass; steal by S. Hill),58,63
267,3,7:55.0,T. Jones makes 2-pt dunk at rim (assist by S. Hill),,60,63
268,3,7:54.0,,Brooklyn full timeout,60,63
269,3,7:43.0,,Turnover by B. Lopez (step out of bounds),60,63
270,3,7:33.0,J. Holiday makes 2-pt layup from 2 ft (assist by D. Motiejūnas),,62,63
271,3,7:18.0,,B. Lopez makes 2-pt layup from 3 ft,62,65
272,3,7:03.0,B. Hield misses 3-pt jump shot from 24 ft,,62,65
273,3,7:02.0,,Defensive rebound by B. Bogdanović,62,65
274,3,6:58.0,,J. Harris makes 2-pt layup from 2 ft (assist by B. Bogdanović),62,67
275,3,6:45.0,T. Jones misses 3-pt jump shot from 26 ft,,62,67
276,3,6:44.0,Offensive rebound by B. Hield,,62,67
277,3,6:39.0,J. Holiday misses 2-pt jump shot from 19 ft,,62,67
278,3,6:38.0,Offensive rebound by Team,,62,67
279,3,6:38.0,,Loose ball foul by B. Lopez (drawn by T. Jones),62,67
280,3,6:38.0,E. Moore enters the game for B. Hield,,62,67
281,3,6:38.0,,C. LeVert enters the game for J. Harris,62,67
282,3,6:31.0,D. Motiejūnas misses 2-pt jump shot from 8 ft,,62,67
283,3,6:30.0,,Defensive rebound by S. Dinwiddie,62,67
284,3,6:17.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,62,67
285,3,6:16.0,,Offensive rebound by T. Booker,62,67
286,3,6:14.0,,T. Booker misses 2-pt layup from 1 ft (block by D. Motiejūnas),62,67
287,3,6:13.0,Defensive rebound by T. Jones,,62,67
288,3,6:05.0,Shooting foul by S. Dinwiddie (drawn by D. Motiejūnas),,62,67
289,3,6:05.0,D. Motiejūnas makes free throw 1 of 2,,63,67
290,3,6:05.0,D. Motiejūnas misses free throw 2 of 2,,63,67
291,3,6:04.0,,Defensive rebound by B. Lopez,63,67
292,3,5:56.0,D. Cunningham enters the game for D. Motiejūnas,,63,67
293,3,5:42.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,63,67
294,3,5:40.0,Defensive rebound by S. Hill,,63,67
295,3,5:33.0,T. Jones makes 2-pt layup from 2 ft (assist by S. Hill),,65,67
296,3,5:33.0,Shooting foul by T. Booker (drawn by T. Jones),,65,67
297,3,5:33.0,T. Jones misses free throw 1 of 1,,65,67
298,3,5:33.0,,S. Kilpatrick enters the game for B. Bogdanović,65,67
299,3,5:32.0,,Defensive rebound by T. Booker,65,67
300,3,5:24.0,,Personal foul by J. Holiday (drawn by T. Booker),65,67
301,3,5:24.0,T. Evans enters the game for J. Holiday,,65,67
302,3,5:13.0,,B. Lopez misses 2-pt layup from 2 ft,65,67
303,3,5:12.0,Defensive rebound by T. Jones,,65,67
304,3,5:12.0,Personal foul by B. Lopez (drawn by T. Jones),,65,67
305,3,5:12.0,T. Jones misses free throw 1 of 2,,65,67
306,3,5:12.0,Offensive rebound by Team,,65,67
307,3,5:12.0,,J. Hamilton enters the game for B. Lopez,65,67
308,3,5:12.0,T. Jones makes free throw 2 of 2,,66,67
309,3,4:59.0,,J. Hamilton misses 2-pt hook shot from 8 ft,66,67
310,3,4:58.0,Defensive rebound by T. Jones,,66,67
311,3,4:48.0,T. Evans makes 2-pt layup from 3 ft,,68,67
312,3,4:34.0,,Turnover by S. Dinwiddie (bad pass; steal by T. Jones),68,67
313,3,4:28.0,Turnover by T. Evans (bad pass; steal by S. Dinwiddie),,68,67
314,3,4:24.0,,T. Booker makes 2-pt layup from 2 ft (assist by S. Dinwiddie),68,69
315,3,4:15.0,Turnover by E. Moore (bad pass),,68,69
316,3,4:15.0,,R. Hollis-Jefferson enters the game for T. Booker,68,69
317,3,3:56.0,,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,68,69
318,3,3:55.0,Defensive rebound by T. Jones,,68,69
319,3,3:40.0,T. Jones misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),,68,69
320,3,3:39.0,,Defensive rebound by J. Hamilton,68,69
321,3,3:33.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),68,71
322,3,3:05.0,D. Cunningham misses 3-pt jump shot from 23 ft,,68,71
323,3,3:03.0,,Defensive rebound by S. Kilpatrick,68,71
324,3,2:53.0,,J. Hamilton misses 3-pt jump shot from 25 ft,68,71
325,3,2:52.0,Defensive rebound by D. Cunningham,,68,71
326,3,2:36.0,D. Cunningham misses 3-pt jump shot from 24 ft,,68,71
327,3,2:35.0,,Defensive rebound by S. Kilpatrick,68,71
328,3,2:31.0,,S. Kilpatrick makes 2-pt layup from 3 ft,68,73
329,3,2:31.0,,Shooting foul by T. Evans (drawn by S. Kilpatrick),68,73
330,3,2:31.0,,S. Kilpatrick makes free throw 1 of 1,68,74
331,3,2:18.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Evans),,68,74
332,3,2:18.0,T. Evans makes free throw 1 of 2,,69,74
333,3,2:18.0,L. Galloway enters the game for S. Hill,,69,74
334,3,2:18.0,T. Evans makes free throw 2 of 2,,70,74
335,3,2:06.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft,70,77
336,3,1:36.0,T. Evans makes 3-pt jump shot from 30 ft,,73,77
337,3,1:21.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Cunningham),73,77
338,3,1:18.0,Turnover by D. Cunningham (bad pass; steal by C. LeVert),,73,77
339,3,1:15.0,,C. LeVert makes 2-pt dunk at rim,73,79
340,3,0:55.0,D. Cunningham misses 2-pt jump shot from 4 ft (block by J. Hamilton),,73,79
341,3,0:53.0,,Defensive rebound by S. Kilpatrick,73,79
342,3,0:43.0,,C. LeVert misses 3-pt jump shot from 26 ft,73,79
343,3,0:43.0,Defensive rebound by E. Moore,,73,79
344,3,0:37.0,L. Galloway misses 3-pt jump shot from 24 ft,,73,79
345,3,0:34.0,,Defensive rebound by C. LeVert,73,79
346,3,0:14.0,,S. Kilpatrick misses 2-pt layup from 1 ft,73,79
347,3,0:13.0,Defensive rebound by T. Evans,,73,79
348,3,0:01.0,T. Evans misses 3-pt jump shot from 26 ft,,73,79
349,3,0:00.0,Offensive rebound by Team,,73,79
350,3,0:00.0,,Violation by Team (jump ball),73,79
351,4,11:49.0,D. Motiejūnas misses 2-pt hook shot from 8 ft,,73,79
352,4,11:48.0,,Defensive rebound by B. Lopez,73,79
353,4,11:40.0,Offensive charge foul by B. Lopez (drawn by D. Motiejūnas),,73,79
354,4,11:40.0,,Turnover by B. Lopez (offensive foul),73,79
355,4,11:40.0,,Technical foul by Team,73,79
356,4,11:40.0,L. Galloway makes technical free throw,,74,79
357,4,11:20.0,T. Evans makes 2-pt jump shot from 19 ft (assist by D. Motiejūnas),,76,79
358,4,11:11.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by E. Moore),76,79
359,4,11:10.0,,Offensive rebound by Team,76,79
360,4,10:59.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),76,82
361,4,10:41.0,Shooting foul by J. Harris (drawn by T. Evans),,76,82
362,4,10:41.0,T. Evans makes free throw 1 of 3,,77,82
363,4,10:41.0,T. Evans makes free throw 2 of 3,,78,82
364,4,10:41.0,T. Evans makes free throw 3 of 3,,79,82
365,4,10:29.0,,B. Lopez misses 3-pt jump shot from 23 ft,79,82
366,4,10:28.0,Defensive rebound by L. Galloway,,79,82
367,4,10:21.0,T. Evans misses 2-pt layup from 2 ft,,79,82
368,4,10:19.0,,Defensive rebound by J. Harris,79,82
369,4,10:14.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,79,82
370,4,10:10.0,Defensive rebound by Team,,79,82
371,4,9:55.0,D. Cunningham makes 2-pt jump shot from 19 ft,,81,82
372,4,9:36.0,,J. Harris makes 2-pt layup from 2 ft (assist by B. Lopez),81,84
373,4,9:16.0,L. Galloway misses 3-pt jump shot from 24 ft,,81,84
374,4,9:15.0,,Defensive rebound by B. Lopez,81,84
375,4,9:08.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,81,84
376,4,9:07.0,Defensive rebound by D. Cunningham,,81,84
377,4,8:56.0,Official timeout,,81,84
378,4,8:56.0,,J. Hamilton enters the game for B. Lopez,81,84
