,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:36.0,,T. Prince makes 2-pt layup from 3 ft (assist by D. Howard),0,2
1,1,11:14.0,M. Morris misses 3-pt jump shot from 25 ft,,0,2
2,1,11:13.0,,Defensive rebound by Team,0,2
3,1,10:58.0,,D. Schröder misses 2-pt jump shot from 12 ft,0,2
4,1,10:57.0,Defensive rebound by M. Morris,,0,2
5,1,10:52.0,J. Wall makes 2-pt jump shot from 19 ft,,2,2
6,1,10:37.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by P. Millsap),2,5
7,1,10:29.0,B. Beal misses 3-pt jump shot from 24 ft,,2,5
8,1,10:27.0,,Defensive rebound by D. Howard,2,5
9,1,10:13.0,,P. Millsap misses 2-pt jump shot from 12 ft,2,5
10,1,10:11.0,Defensive rebound by O. Porter,,2,5
11,1,10:05.0,M. Morris misses 2-pt layup from 1 ft,,2,5
12,1,10:03.0,,Defensive rebound by D. Howard,2,5
13,1,10:03.0,,Turnover by D. Schröder (bad pass),2,5
14,1,9:59.0,B. Beal misses 3-pt jump shot from 25 ft,,2,5
15,1,9:58.0,,Defensive rebound by T. Prince,2,5
16,1,9:50.0,,D. Schröder misses 2-pt layup from 1 ft (block by O. Porter),2,5
17,1,9:48.0,Defensive rebound by M. Gortat,,2,5
18,1,9:42.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,5,5
19,1,9:25.0,,T. Prince makes 2-pt jump shot from 15 ft (assist by D. Schröder),5,7
20,1,9:10.0,B. Beal makes 2-pt layup from 2 ft (assist by M. Morris),,7,7
21,1,8:53.0,,D. Howard misses 2-pt layup from 2 ft (block by M. Gortat),7,7
22,1,8:53.0,,Offensive rebound by Team,7,7
23,1,8:46.0,,P. Millsap makes 3-pt jump shot from 25 ft,7,10
24,1,8:35.0,O. Porter misses 3-pt jump shot from 23 ft,,7,10
25,1,8:33.0,Offensive rebound by M. Gortat,,7,10
26,1,8:30.0,B. Beal makes 2-pt jump shot from 15 ft (assist by M. Gortat),,9,10
27,1,8:12.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),9,12
28,1,7:56.0,M. Morris misses 2-pt jump shot from 17 ft,,9,12
29,1,7:55.0,,Defensive rebound by P. Millsap,9,12
30,1,7:50.0,,Shooting foul by M. Morris (drawn by P. Millsap),9,12
31,1,7:50.0,Washington full timeout,,9,12
32,1,7:50.0,,P. Millsap makes free throw 1 of 2,9,13
33,1,7:50.0,,P. Millsap makes free throw 2 of 2,9,14
34,1,7:28.0,B. Beal makes 3-pt jump shot from 25 ft,,12,14
35,1,7:09.0,,P. Millsap misses 3-pt jump shot from 25 ft,12,14
36,1,7:07.0,,Offensive rebound by D. Howard,12,14
37,1,7:07.0,,D. Howard misses 2-pt layup from 1 ft,12,14
38,1,7:05.0,,Offensive rebound by D. Howard,12,14
39,1,7:05.0,,D. Howard misses 2-pt layup from 1 ft,12,14
40,1,7:05.0,,Offensive rebound by D. Howard,12,14
41,1,7:05.0,,Shooting foul by O. Porter (drawn by D. Howard),12,14
42,1,7:05.0,,D. Howard makes free throw 1 of 2,12,15
43,1,7:05.0,,D. Howard makes free throw 2 of 2,12,16
44,1,6:54.0,M. Morris makes 2-pt jump shot from 20 ft (assist by J. Wall),,14,16
45,1,6:44.0,,Personal foul by M. Morris (drawn by P. Millsap),14,16
46,1,6:44.0,J. Smith enters the game for M. Morris,,14,16
