,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA LAKERS_ACTION,BOSTON_SCORE,LA LAKERS_SCORE
57,1,3:49.0,J. Brown misses 2-pt jump shot from 19 ft,,28,20
58,1,3:47.0,,Defensive rebound by J. Clarkson,28,20
59,1,3:39.0,,J. Clarkson misses 3-pt jump shot from 26 ft,28,20
60,1,3:38.0,Defensive rebound by M. Smart,,28,20
61,1,3:29.0,Shooting block foul by I. Zubac (drawn by J. Crowder),,28,20
62,1,3:29.0,J. Crowder misses free throw 1 of 2,,28,20
63,1,3:29.0,Offensive rebound by Team,,28,20
64,1,3:29.0,J. Crowder misses free throw 2 of 2,,28,20
65,1,3:29.0,K. Olynyk enters the game for A. Johnson,,28,20
66,1,3:27.0,,Defensive rebound by J. Randle,28,20
67,1,3:13.0,,J. Clarkson misses 2-pt jump shot from 13 ft,28,20
68,1,3:12.0,Defensive rebound by Team,,28,20
69,1,3:01.0,I. Thomas misses 2-pt layup from 1 ft (block by I. Zubac),,28,20
70,1,2:58.0,Offensive rebound by K. Olynyk,,28,20
71,1,2:52.0,K. Olynyk misses 2-pt layup from 3 ft (block by D. Russell),,28,20
72,1,2:50.0,,Defensive rebound by D. Russell,28,20
73,1,2:48.0,,J. Clarkson misses 3-pt jump shot from 25 ft,28,20
74,1,2:48.0,Defensive rebound by J. Brown,,28,20
75,1,2:48.0,Personal foul by B. Ingram (drawn by J. Brown),,28,20
76,1,2:48.0,Boston full timeout,,28,20
77,1,2:48.0,J. Brown makes free throw 1 of 2,,29,20
78,1,2:48.0,,C. Brewer enters the game for B. Ingram,28,20
79,1,2:48.0,J. Young enters the game for I. Thomas,,28,20
80,1,2:48.0,J. Brown makes free throw 2 of 2,,30,20
81,1,2:32.0,,I. Zubac makes 2-pt jump shot from 6 ft,30,22
82,1,2:17.0,K. Olynyk misses 3-pt jump shot from 25 ft,,30,22
83,1,2:16.0,,Defensive rebound by J. Clarkson,30,22
84,1,2:06.0,,I. Zubac makes 2-pt dunk at rim (assist by C. Brewer),30,24
85,1,1:57.0,Personal foul by J. Clarkson (drawn by M. Smart),,30,24
86,1,1:57.0,M. Smart makes free throw 1 of 3,,31,24
87,1,1:57.0,M. Smart makes free throw 2 of 3,,32,24
88,1,1:57.0,,L. Nance enters the game for J. Randle,32,24
89,1,1:57.0,A. Horford enters the game for J. Crowder,,32,24
90,1,1:57.0,M. Smart makes free throw 3 of 3,,33,24
91,1,1:49.0,,Personal foul by K. Olynyk (drawn by I. Zubac),33,24
92,1,1:39.0,,L. Nance misses 2-pt jump shot from 13 ft,33,24
93,1,1:37.0,Defensive rebound by J. Brown,,33,24
94,1,1:25.0,A. Horford misses 3-pt jump shot from 24 ft,,33,24
95,1,1:23.0,,Defensive rebound by L. Nance,33,24
96,1,1:12.0,,L. Nance makes 2-pt jump shot from 9 ft (assist by I. Zubac),33,26
97,1,0:55.0,K. Olynyk makes 2-pt jump shot from 13 ft (assist by M. Smart),,35,26
98,1,0:41.0,,D. Russell misses 3-pt jump shot from 25 ft,35,26
99,1,0:40.0,,Offensive rebound by D. Russell,35,26
100,1,0:36.0,,J. Clarkson misses 3-pt jump shot from 27 ft,35,26
101,1,0:36.0,Defensive rebound by Team,,35,26
102,1,0:25.0,M. Smart misses 3-pt jump shot from 25 ft,,35,26
103,1,0:24.0,,Defensive rebound by C. Brewer,35,26
104,1,0:04.0,,Turnover by D. Russell (bad pass),35,26
105,1,0:01.0,M. Smart misses 2-pt jump shot from 8 ft,,35,26
106,1,0:00.0,Offensive rebound by Team,,35,26
107,2,11:50.0,Personal foul by C. Brewer (drawn by J. Young),,35,26
108,2,11:39.0,K. Olynyk makes 2-pt layup from 1 ft (assist by A. Horford),,37,26
109,2,11:18.0,,Turnover by J. Clarkson (bad pass; steal by M. Smart),37,26
110,2,11:16.0,Shooting foul by T. Ennis (drawn by M. Smart),,37,26
111,2,11:16.0,M. Smart makes free throw 1 of 2,,38,26
112,2,11:16.0,M. Smart makes free throw 2 of 2,,39,26
113,2,10:53.0,,T. Ennis makes 2-pt layup from 3 ft,39,28
114,2,10:43.0,J. Brown makes 2-pt dunk at rim (assist by M. Smart),,41,28
115,2,10:22.0,,I. Zubac makes 2-pt layup from 2 ft,41,30
116,2,10:09.0,K. Olynyk misses 3-pt jump shot from 25 ft,,41,30
117,2,10:08.0,,Defensive rebound by J. Clarkson,41,30
118,2,9:59.0,,I. Zubac misses 2-pt jump shot from 5 ft,41,30
119,2,9:57.0,,Offensive rebound by L. Nance,41,30
120,2,9:57.0,,L. Nance misses 2-pt layup from 2 ft,41,30
121,2,9:56.0,Defensive rebound by K. Olynyk,,41,30
122,2,9:56.0,,Violation by T. Ennis (kicked ball),41,30
123,2,9:45.0,K. Olynyk misses 2-pt jump shot from 19 ft,,41,30
124,2,9:44.0,,Defensive rebound by C. Brewer,41,30
125,2,9:31.0,,C. Brewer makes 2-pt layup from 2 ft (assist by T. Ennis),41,32
126,2,9:31.0,Boston full timeout,,41,32
127,2,9:31.0,A. Bradley enters the game for J. Young,,41,32
128,2,9:08.0,A. Horford makes 2-pt jump shot from 12 ft,,43,32
129,2,8:41.0,,T. Ennis misses 2-pt layup from 3 ft,43,32
130,2,8:39.0,Defensive rebound by M. Smart,,43,32
131,2,8:37.0,K. Olynyk makes 2-pt layup from 2 ft (assist by M. Smart),,45,32
132,2,8:37.0,Shooting foul by L. Nance (drawn by K. Olynyk),,45,32
133,2,8:37.0,K. Olynyk makes free throw 1 of 1,,46,32
134,2,8:26.0,,C. Brewer makes 2-pt layup from 2 ft (assist by T. Ennis),46,34
135,2,8:16.0,A. Bradley misses 3-pt jump shot from 24 ft,,46,34
136,2,8:15.0,,Defensive rebound by C. Brewer,46,34
137,2,8:03.0,,C. Brewer makes 2-pt jump shot from 15 ft (assist by J. Clarkson),46,36
138,2,7:47.0,J. Crowder enters the game for J. Brown,,46,36
139,2,7:47.0,,B. Ingram enters the game for T. Ennis,46,36
140,2,7:47.0,A. Johnson enters the game for K. Olynyk,,46,36
141,2,7:38.0,A. Bradley makes 2-pt jump shot from 16 ft (assist by A. Horford),,48,36
142,2,7:25.0,,J. Clarkson misses 2-pt jump shot from 21 ft,48,36
143,2,7:24.0,Defensive rebound by A. Bradley,,48,36
144,2,7:13.0,A. Horford misses 2-pt jump shot from 5 ft (block by L. Nance),,48,36
145,2,7:13.0,Offensive rebound by Team,,48,36
146,2,7:13.0,,J. Randle enters the game for I. Zubac,48,36
147,2,7:11.0,Turnover by J. Crowder (bad pass; steal by L. Nance),,48,36
148,2,7:07.0,,Turnover by L. Nance (lost ball),48,36
149,2,7:07.0,I. Thomas enters the game for M. Smart,,48,36
150,2,6:52.0,A. Horford makes 3-pt jump shot from 24 ft (assist by A. Bradley),,51,36
151,2,6:32.0,,Turnover by B. Ingram (bad pass; steal by A. Johnson),51,36
152,2,6:22.0,J. Crowder misses 2-pt jump shot from 18 ft,,51,36
153,2,6:19.0,,Defensive rebound by J. Randle,51,36
154,2,6:11.0,,J. Randle misses 2-pt jump shot from 5 ft,51,36
155,2,6:11.0,Defensive rebound by Team,,51,36
156,2,6:11.0,,LA Lakers full timeout,51,36
157,2,6:11.0,,N. Young enters the game for J. Clarkson,51,36
158,2,6:11.0,,D. Russell enters the game for C. Brewer,51,36
159,2,6:11.0,J. Jerebko enters the game for A. Horford,,51,36
160,2,5:56.0,A. Bradley misses 3-pt jump shot from 25 ft,,51,36
161,2,5:55.0,,Defensive rebound by B. Ingram,51,36
162,2,5:50.0,,J. Randle makes 2-pt layup from 3 ft (assist by B. Ingram),51,38
163,2,5:50.0,,Shooting foul by A. Bradley (drawn by J. Randle),51,38
164,2,5:50.0,,J. Randle makes free throw 1 of 1,51,39
165,2,5:39.0,A. Johnson makes 2-pt layup from 3 ft,,53,39
166,2,5:39.0,Shooting foul by J. Randle (drawn by A. Johnson),,53,39
167,2,5:39.0,,D. Nwaba enters the game for L. Nance,53,39
168,2,5:39.0,A. Johnson makes free throw 1 of 1,,54,39
169,2,5:15.0,,J. Randle misses 2-pt jump shot from 12 ft,54,39
170,2,5:13.0,Defensive rebound by A. Bradley,,54,39
171,2,5:03.0,I. Thomas misses 2-pt jump shot from 6 ft,,54,39
172,2,5:03.0,Offensive rebound by A. Bradley,,54,39
173,2,5:03.0,Shooting foul by J. Randle (drawn by A. Bradley),,54,39
174,2,5:03.0,A. Bradley misses free throw 1 of 2,,54,39
175,2,5:03.0,Offensive rebound by Team,,54,39
176,2,5:03.0,A. Bradley misses free throw 2 of 2,,54,39
177,2,5:01.0,,Defensive rebound by J. Randle,54,39
178,2,4:54.0,,Offensive foul by B. Ingram (drawn by J. Jerebko),54,39
179,2,4:54.0,,Turnover by B. Ingram (offensive foul),54,39
180,2,4:44.0,Shooting foul by D. Nwaba (drawn by A. Bradley),,54,39
181,2,4:44.0,A. Bradley misses free throw 1 of 2,,54,39
182,2,4:44.0,Offensive rebound by Team,,54,39
183,2,4:44.0,A. Bradley makes free throw 2 of 2,,55,39
184,2,4:31.0,,J. Randle misses 2-pt hook shot from 7 ft,55,39
185,2,4:27.0,Defensive rebound by J. Jerebko,,55,39
186,2,4:17.0,Turnover by I. Thomas (bad pass; steal by B. Ingram),,55,39
187,2,4:11.0,,N. Young misses 3-pt jump shot from 26 ft,55,39
188,2,4:07.0,Defensive rebound by J. Crowder,,55,39
189,2,3:56.0,A. Johnson misses 3-pt jump shot from 26 ft,,55,39
190,2,3:54.0,,Defensive rebound by D. Russell,55,39
191,2,3:39.0,,Turnover by N. Young (lost ball),55,39
192,2,3:39.0,,Technical foul by N. Young,55,39
193,2,3:39.0,I. Thomas makes technical free throw,,56,39
194,2,3:24.0,A. Bradley makes 2-pt dunk at rim (assist by A. Johnson),,58,39
195,2,3:18.0,,Offensive foul by D. Russell (drawn by J. Jerebko),58,39
196,2,3:18.0,,Turnover by D. Russell (offensive foul),58,39
197,2,3:18.0,M. Smart enters the game for A. Bradley,,58,39
198,2,3:18.0,A. Horford enters the game for A. Johnson,,58,39
199,2,3:08.0,M. Smart misses 3-pt jump shot from 24 ft,,58,39
200,2,3:06.0,,Defensive rebound by J. Randle,58,39
201,2,2:59.0,,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),58,42
202,2,2:44.0,Shooting foul by D. Nwaba (drawn by I. Thomas),,58,42
203,2,2:44.0,Official timeout,,58,42
204,2,2:44.0,Violation by Team (jump ball),,58,42
205,2,2:44.0,I. Thomas makes free throw 1 of 3,,59,42
206,2,2:44.0,I. Thomas makes free throw 2 of 3,,60,42
207,2,2:44.0,I. Thomas makes free throw 3 of 3,,61,42
208,2,2:29.0,,N. Young misses 2-pt jump shot from 18 ft,61,42
209,2,2:25.0,Defensive rebound by J. Crowder,,61,42
210,2,2:14.0,A. Horford misses 2-pt hook shot from 6 ft,,61,42
211,2,2:10.0,,Defensive rebound by B. Ingram,61,42
212,2,2:03.0,,N. Young makes 3-pt jump shot from 26 ft (assist by D. Russell),61,45
213,2,1:46.0,A. Horford makes 2-pt jump shot from 6 ft,,63,45
214,2,1:27.0,,N. Young misses 3-pt jump shot from 28 ft,63,45
215,2,1:26.0,Defensive rebound by A. Horford,,63,45
216,2,1:21.0,I. Thomas makes 2-pt jump shot from 18 ft,,65,45
217,2,1:21.0,,LA Lakers full timeout,65,45
218,2,1:21.0,,J. Clarkson enters the game for B. Ingram,65,45
219,2,1:21.0,,C. Brewer enters the game for D. Nwaba,65,45
220,2,1:11.0,,Turnover by D. Russell (bad pass),65,45
221,2,0:57.0,J. Jerebko makes 3-pt jump shot from 24 ft (assist by I. Thomas),,68,45
222,2,0:50.0,,C. Brewer misses 2-pt layup from 2 ft,68,45
223,2,0:47.0,Defensive rebound by A. Horford,,68,45
224,2,0:40.0,Turnover by M. Smart (bad pass; steal by J. Clarkson),,68,45
225,2,0:29.0,,J. Clarkson misses 3-pt jump shot from 28 ft,68,45
226,2,0:28.0,Defensive rebound by J. Jerebko,,68,45
227,2,0:05.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,70,45
228,2,0:01.0,,J. Randle misses 2-pt layup from 1 ft,70,45
229,2,0:00.0,,Offensive rebound by Team,70,45
230,3,11:49.0,Turnover by A. Johnson (bad pass; steal by N. Young),,70,45
231,3,11:33.0,,N. Young misses 3-pt jump shot from 23 ft,70,45
232,3,11:32.0,Defensive rebound by A. Horford,,70,45
233,3,11:23.0,I. Thomas makes 2-pt layup at rim (assist by J. Crowder),,72,45
234,3,11:12.0,,Personal foul by A. Johnson (drawn by D. Russell),72,45
235,3,11:05.0,,D. Russell misses 2-pt jump shot from 20 ft,72,45
236,3,11:01.0,Defensive rebound by I. Thomas,,72,45
237,3,10:49.0,Shooting foul by B. Ingram (drawn by J. Crowder),,72,45
238,3,10:49.0,J. Crowder makes free throw 1 of 2,,73,45
239,3,10:49.0,,C. Brewer enters the game for B. Ingram,73,45
240,3,10:49.0,J. Crowder makes free throw 2 of 2,,74,45
241,3,10:31.0,,J. Randle makes 2-pt layup from 1 ft (assist by D. Russell),74,47
242,3,10:10.0,A. Johnson makes 2-pt jump shot from 6 ft (assist by J. Crowder),,76,47
243,3,9:59.0,,D. Russell makes 2-pt layup from 1 ft,76,49
244,3,9:40.0,A. Horford makes 2-pt jump shot from 14 ft (assist by I. Thomas),,78,49
245,3,9:25.0,,Personal foul by A. Johnson (drawn by T. Black),78,49
246,3,9:16.0,,N. Young misses 3-pt jump shot from 23 ft,78,49
247,3,9:15.0,Defensive rebound by A. Johnson,,78,49
248,3,9:11.0,A. Bradley makes 2-pt layup from 1 ft (assist by J. Crowder),,80,49
249,3,9:01.0,,D. Russell misses 3-pt jump shot from 25 ft,80,49
250,3,9:00.0,Defensive rebound by A. Johnson,,80,49
251,3,8:53.0,I. Thomas misses 3-pt jump shot from 25 ft,,80,49
252,3,8:50.0,,Defensive rebound by J. Randle,80,49
253,3,8:50.0,,LA Lakers full timeout,80,49
254,3,8:50.0,Technical foul by Team,,80,49
255,3,8:50.0,,I. Zubac enters the game for J. Randle,80,49
256,3,8:50.0,,T. Ennis enters the game for T. Black,80,49
257,3,8:50.0,,J. Clarkson enters the game for N. Young,80,49
258,3,8:50.0,,L. Nance enters the game for D. Russell,80,49
259,3,8:50.0,,B. Ingram enters the game for C. Brewer,80,49
260,3,8:50.0,,J. Clarkson makes technical free throw,80,50
261,3,8:41.0,,J. Clarkson makes 2-pt layup from 1 ft,80,52
262,3,8:26.0,A. Bradley misses 2-pt layup from 2 ft (block by I. Zubac),,80,52
263,3,8:25.0,,Defensive rebound by Team,80,52
264,3,8:11.0,,L. Nance makes 2-pt jump shot from 9 ft (assist by J. Clarkson),80,54
265,3,8:01.0,I. Thomas misses 3-pt jump shot from 25 ft,,80,54
266,3,7:59.0,,Defensive rebound by L. Nance,80,54
267,3,7:52.0,,J. Clarkson makes 2-pt layup from 1 ft,80,56
268,3,7:33.0,A. Bradley misses 3-pt jump shot from 24 ft,,80,56
269,3,7:32.0,,Defensive rebound by B. Ingram,80,56
270,3,7:15.0,,I. Zubac misses 2-pt jump shot from 6 ft,80,56
271,3,7:13.0,Defensive rebound by A. Horford,,80,56
272,3,7:02.0,A. Horford makes 2-pt hook shot from 7 ft,,82,56
273,3,6:45.0,,T. Ennis misses 2-pt jump shot from 5 ft (block by A. Johnson),82,56
274,3,6:43.0,Defensive rebound by I. Thomas,,82,56
275,3,6:40.0,J. Crowder makes 2-pt dunk at rim (assist by I. Thomas),,84,56
276,3,6:17.0,,T. Ennis misses 3-pt jump shot from 23 ft,84,56
277,3,6:15.0,Defensive rebound by A. Johnson,,84,56
278,3,6:06.0,I. Thomas makes 2-pt layup from 2 ft,,86,56
279,3,6:06.0,Shooting foul by B. Ingram (drawn by I. Thomas),,86,56
280,3,6:06.0,J. Brown enters the game for A. Horford,,86,56
281,3,6:06.0,M. Smart enters the game for A. Bradley,,86,56
282,3,6:06.0,,D. Nwaba enters the game for B. Ingram,86,56
283,3,6:06.0,I. Thomas makes free throw 1 of 1,,87,56
284,3,5:45.0,,L. Nance makes 2-pt hook shot from 7 ft,87,58
285,3,5:34.0,Turnover by I. Thomas (bad pass; steal by J. Clarkson),,87,58
286,3,5:28.0,,Personal foul by I. Thomas (drawn by I. Zubac),87,58
287,3,5:13.0,,J. Clarkson misses 3-pt jump shot from 25 ft,87,58
288,3,5:09.0,Defensive rebound by J. Crowder,,87,58
289,3,5:02.0,M. Smart misses 3-pt jump shot from 23 ft,,87,58
290,3,5:01.0,,Defensive rebound by L. Nance,87,58
291,3,4:54.0,,Turnover by J. Clarkson (bad pass; steal by M. Smart),87,58
292,3,4:50.0,J. Brown makes 2-pt dunk at rim (assist by I. Thomas),,89,58
293,3,4:35.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by I. Zubac),89,60
294,3,4:25.0,Personal foul by J. Clarkson (drawn by M. Smart),,89,60
295,3,4:17.0,Turnover by A. Johnson (bad pass; steal by I. Zubac),,89,60
296,3,4:13.0,,Personal foul by A. Johnson (drawn by D. Nwaba),89,60
297,3,4:13.0,,D. Nwaba misses free throw 1 of 2,89,60
298,3,4:13.0,,Offensive rebound by Team,89,60
299,3,4:13.0,K. Olynyk enters the game for A. Johnson,,89,60
300,3,4:13.0,,D. Nwaba makes free throw 2 of 2,89,61
301,3,4:04.0,I. Thomas misses 2-pt jump shot from 22 ft,,89,61
302,3,4:02.0,,Defensive rebound by T. Ennis,89,61
303,3,3:55.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),89,63
304,3,3:54.0,Boston full timeout,,89,63
305,3,3:38.0,J. Brown makes 2-pt layup from 2 ft (assist by K. Olynyk),,91,63
306,3,3:25.0,,I. Zubac makes 2-pt jump shot from 18 ft (assist by L. Nance),91,65
307,3,3:07.0,Turnover by M. Smart (bad pass; steal by T. Ennis),,91,65
308,3,3:01.0,,T. Ennis misses 2-pt layup from 1 ft,91,65
309,3,2:58.0,Defensive rebound by M. Smart,,91,65
310,3,2:57.0,Turnover by M. Smart (bad pass; steal by L. Nance),,91,65
311,3,2:51.0,,J. Clarkson makes 2-pt jump shot from 8 ft (assist by L. Nance),91,67
312,3,2:47.0,Turnover by J. Brown (lost ball),,91,67
313,3,2:37.0,,J. Clarkson misses 3-pt jump shot from 25 ft,91,67
314,3,2:36.0,,Offensive rebound by Team,91,67
315,3,2:36.0,J. Young enters the game for I. Thomas,,91,67
316,3,2:36.0,A. Horford enters the game for J. Crowder,,91,67
317,3,2:27.0,,J. Clarkson makes 2-pt layup from 3 ft (assist by I. Zubac),91,69
318,3,2:18.0,Personal block foul by I. Zubac (drawn by K. Olynyk),,91,69
319,3,2:11.0,J. Young misses 3-pt jump shot from 24 ft,,91,69
320,3,2:11.0,,Defensive rebound by Team,91,69
321,3,1:52.0,,T. Ennis misses 2-pt jump shot from 19 ft,91,69
322,3,1:49.0,Defensive rebound by J. Brown,,91,69
323,3,1:38.0,K. Olynyk misses 3-pt jump shot from 25 ft,,91,69
324,3,1:37.0,,Defensive rebound by J. Clarkson,91,69
325,3,1:32.0,,Personal block foul by J. Young (drawn by J. Clarkson),91,69
326,3,1:32.0,,J. Clarkson makes free throw 1 of 2,91,70
327,3,1:32.0,,J. Clarkson makes free throw 2 of 2,91,71
328,3,1:20.0,M. Smart misses 2-pt jump shot from 9 ft,,91,71
329,3,1:15.0,,Defensive rebound by I. Zubac,91,71
330,3,1:11.0,,T. Ennis misses 2-pt jump shot from 11 ft,91,71
331,3,1:10.0,,Offensive rebound by T. Ennis,91,71
332,3,1:01.0,,J. Clarkson makes 2-pt layup from 1 ft,91,73
333,3,0:44.0,J. Brown makes 2-pt layup from 1 ft,,93,73
334,3,0:34.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. Nance),93,76
335,3,0:12.0,J. Brown misses 3-pt jump shot from 26 ft,,93,76
336,3,0:10.0,,Defensive rebound by D. Nwaba,93,76
337,3,0:01.0,,Shooting foul by K. Olynyk (drawn by J. Clarkson),93,76
338,3,0:01.0,,J. Clarkson makes free throw 1 of 2,93,77
339,3,0:01.0,,J. Clarkson makes free throw 2 of 2,93,78
340,4,11:39.0,,D. Nwaba makes 2-pt layup from 3 ft (assist by L. Nance),93,80
341,4,11:19.0,K. Olynyk misses 3-pt jump shot from 26 ft,,93,80
342,4,11:18.0,Offensive rebound by J. Brown,,93,80
343,4,11:14.0,J. Brown misses 2-pt layup from 2 ft (block by D. Nwaba),,93,80
344,4,11:12.0,,Defensive rebound by D. Nwaba,93,80
345,4,11:09.0,,Personal foul by K. Olynyk (drawn by I. Zubac),93,80
346,4,11:04.0,,I. Zubac misses 2-pt hook shot from 6 ft,93,80
347,4,11:01.0,Defensive rebound by J. Brown,,93,80
348,4,10:50.0,A. Horford makes 2-pt jump shot from 9 ft,,95,80
349,4,10:40.0,,Turnover by J. Clarkson (bad pass; steal by M. Smart),95,80
350,4,10:35.0,Turnover by M. Smart (lost ball; steal by J. Clarkson),,95,80
351,4,10:29.0,,J. Clarkson misses 2-pt layup from 1 ft,95,80
352,4,10:27.0,Defensive rebound by M. Smart,,95,80
353,4,10:19.0,Turnover by K. Olynyk (bad pass; steal by I. Zubac),,95,80
354,4,10:14.0,,D. Nwaba makes 2-pt layup from 1 ft,95,82
355,4,9:56.0,Turnover by T. Rozier (traveling),,95,82
356,4,9:56.0,J. Jerebko enters the game for K. Olynyk,,95,82
357,4,9:47.0,,LA Lakers full timeout,95,82
358,4,9:44.0,,Turnover by T. Ennis (bad pass; steal by M. Smart),95,82
359,4,9:44.0,,Loose ball foul by L. Nance (drawn by T. Rozier),95,82
360,4,9:29.0,M. Smart makes 2-pt hook shot from 3 ft (assist by A. Horford),,97,82
361,4,9:11.0,,I. Zubac misses 2-pt jump shot from 11 ft,97,82
362,4,9:09.0,Defensive rebound by J. Brown,,97,82
363,4,8:54.0,A. Horford makes 2-pt hook shot from 7 ft,,99,82
364,4,8:42.0,,Turnover by T. Ennis (bad pass; steal by T. Rozier),99,82
365,4,8:42.0,Personal foul by T. Ennis (drawn by T. Rozier),,99,82
366,4,8:41.0,,T. Black enters the game for I. Zubac,99,82
367,4,8:41.0,,D. Russell enters the game for L. Nance,99,82
368,4,8:41.0,,J. Randle enters the game for T. Ennis,99,82
369,4,8:20.0,J. Brown misses 2-pt jump shot from 6 ft (block by T. Black),,99,82
370,4,8:17.0,Offensive rebound by J. Brown,,99,82
371,4,8:15.0,J. Brown makes 2-pt layup from 2 ft,,101,82
372,4,7:56.0,,J. Clarkson misses 2-pt layup from 1 ft,101,82
373,4,7:52.0,Defensive rebound by M. Smart,,101,82
374,4,7:39.0,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),,103,82
375,4,7:15.0,,J. Clarkson misses 3-pt jump shot from 26 ft,103,82
376,4,7:13.0,Defensive rebound by T. Rozier,,103,82
377,4,7:13.0,,Loose ball foul by T. Black (drawn by T. Rozier),103,82
378,4,7:13.0,A. Bradley enters the game for M. Smart,,103,82
379,4,6:59.0,J. Brown misses 2-pt dunk at rim (block by T. Black),,103,82
380,4,6:56.0,,Defensive rebound by J. Randle,103,82
381,4,6:49.0,,J. Randle misses 2-pt jump shot from 5 ft,103,82
382,4,6:46.0,Defensive rebound by T. Rozier,,103,82
383,4,6:45.0,J. Brown makes 2-pt layup from 2 ft (assist by A. Bradley),,105,82
384,4,6:45.0,Shooting foul by D. Nwaba (drawn by J. Brown),,105,82
385,4,6:45.0,,LA Lakers full timeout,105,82
