,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,3,0
1,1,11:32.0,,Personal foul by A. Roberson (drawn by D. Green),3,0
2,1,11:24.0,,Turnover by Z. Pachulia (bad pass; steal by D. Sabonis),3,0
3,1,11:20.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,3,0
4,1,11:15.0,,K. Durant makes 2-pt layup from 1 ft (assist by K. Thompson),3,2
5,1,10:54.0,J. Grant misses 3-pt jump shot from 25 ft,,3,2
6,1,10:53.0,,Defensive rebound by K. Durant,3,2
7,1,10:47.0,,Shooting foul by J. Grant (drawn by K. Durant),3,2
8,1,10:47.0,,K. Durant makes free throw 1 of 2,3,3
9,1,10:47.0,,K. Durant makes free throw 2 of 2,3,4
10,1,10:29.0,J. Grant misses 3-pt jump shot from 26 ft,,3,4
11,1,10:28.0,,Defensive rebound by K. Durant,3,4
12,1,10:21.0,,Turnover by K. Durant (bad pass; steal by V. Oladipo),3,4
13,1,10:16.0,V. Oladipo makes 2-pt layup from 1 ft,,5,4
14,1,10:02.0,,Turnover by K. Durant (bad pass; steal by V. Oladipo),5,4
15,1,10:01.0,Personal take foul by K. Durant (drawn by V. Oladipo),,5,4
16,1,9:44.0,J. Grant misses 2-pt jump shot from 6 ft,,5,4
17,1,9:43.0,,Defensive rebound by S. Curry,5,4
18,1,9:32.0,,S. Curry misses 2-pt jump shot from 8 ft,5,4
19,1,9:31.0,Defensive rebound by R. Westbrook,,5,4
20,1,9:25.0,A. Roberson misses 2-pt layup from 2 ft (block by K. Durant),,5,4
21,1,9:22.0,,Defensive rebound by D. Green,5,4
22,1,9:08.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),5,7
23,1,8:49.0,Turnover by D. Sabonis (lost ball; steal by Z. Pachulia),,5,7
24,1,8:45.0,,D. Green makes 2-pt dunk at rim,5,9
25,1,8:44.0,Oklahoma City full timeout,,5,9
26,1,8:34.0,R. Westbrook misses 2-pt jump shot from 18 ft,,5,9
27,1,8:33.0,,Defensive rebound by S. Curry,5,9
28,1,8:28.0,,S. Curry makes 3-pt jump shot from 29 ft,5,12
29,1,8:13.0,V. Oladipo makes 2-pt jump shot from 18 ft,,7,12
30,1,7:54.0,,D. Green misses 2-pt layup from 3 ft,7,12
31,1,7:53.0,Defensive rebound by V. Oladipo,,7,12
32,1,7:47.0,V. Oladipo misses 3-pt jump shot from 25 ft,,7,12
33,1,7:46.0,Offensive rebound by R. Westbrook,,7,12
34,1,7:36.0,Shooting foul by K. Durant (drawn by J. Grant),,7,12
35,1,7:36.0,J. Grant misses free throw 1 of 2,,7,12
36,1,7:36.0,Offensive rebound by Team,,7,12
37,1,7:36.0,,A. Iguodala enters the game for K. Durant,7,12
38,1,7:36.0,J. Grant makes free throw 2 of 2,,8,12
39,1,7:19.0,,K. Thompson misses 3-pt jump shot from 24 ft,8,12
40,1,7:18.0,,Offensive rebound by Team,8,12
41,1,7:08.0,,S. Curry makes 2-pt layup from 3 ft,8,14
42,1,6:56.0,D. Sabonis makes 2-pt dunk at rim (assist by R. Westbrook),,10,14
43,1,6:38.0,,A. Iguodala makes 2-pt jump shot from 20 ft (assist by Z. Pachulia),10,16
44,1,6:25.0,R. Westbrook makes 3-pt jump shot from 24 ft,,13,16
45,1,6:17.0,,Turnover by D. Green (bad pass; steal by V. Oladipo),13,16
46,1,6:16.0,Personal foul by Z. Pachulia (drawn by V. Oladipo),,13,16
47,1,6:16.0,E. Freedom enters the game for D. Sabonis,,13,16
48,1,6:03.0,Turnover by R. Westbrook (bad pass; steal by K. Thompson),,13,16
49,1,5:58.0,,S. Curry makes 2-pt layup at rim (assist by A. Iguodala),13,18
50,1,5:46.0,R. Westbrook misses 2-pt jump shot from 17 ft,,13,18
51,1,5:44.0,,Defensive rebound by Z. Pachulia,13,18
52,1,5:40.0,,Personal foul by J. Grant (drawn by Z. Pachulia),13,18
53,1,5:35.0,,Shooting foul by J. Grant (drawn by Z. Pachulia),13,18
