,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,,K. Durant makes 2-pt dunk at rim (assist by Z. Pachulia),0,2
1,1,11:31.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by A. Len),,3,2
2,1,11:22.0,,Personal foul by E. Bledsoe (drawn by S. Curry),3,2
3,1,11:14.0,,Shooting foul by M. Chriss (drawn by Z. Pachulia),3,2
4,1,11:14.0,,Z. Pachulia makes free throw 1 of 2,3,3
5,1,11:14.0,,Z. Pachulia makes free throw 2 of 2,3,4
6,1,11:05.0,D. Booker misses 3-pt jump shot from 28 ft,,3,4
7,1,11:04.0,,Defensive rebound by Z. Pachulia,3,4
8,1,10:55.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by D. Green),3,6
9,1,10:35.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,3,6
10,1,10:35.0,,Defensive rebound by Z. Pachulia,3,6
11,1,10:27.0,,K. Thompson misses 3-pt jump shot from 25 ft,3,6
12,1,10:27.0,Defensive rebound by M. Chriss,,3,6
13,1,10:12.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by A. Len),,5,6
14,1,10:01.0,,Turnover by K. Durant (bad pass; steal by T. Warren),5,6
15,1,9:51.0,M. Chriss makes 2-pt dunk at rim (assist by T. Warren),,7,6
16,1,9:37.0,,K. Durant misses 2-pt jump shot from 11 ft,7,6
17,1,9:37.0,Defensive rebound by M. Chriss,,7,6
18,1,9:22.0,M. Chriss misses 3-pt jump shot from 24 ft,,7,6
19,1,9:22.0,,Defensive rebound by Z. Pachulia,7,6
20,1,9:14.0,,S. Curry makes 2-pt layup from 1 ft,7,8
21,1,9:14.0,,Shooting foul by A. Len (drawn by S. Curry),7,8
22,1,9:14.0,,S. Curry makes free throw 1 of 1,7,9
23,1,8:57.0,Turnover by M. Chriss (lost ball; steal by K. Durant),,7,9
24,1,8:47.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),7,12
25,1,8:28.0,T. Warren misses 3-pt jump shot from 26 ft,,7,12
26,1,8:26.0,Offensive rebound by E. Bledsoe,,7,12
27,1,8:25.0,E. Bledsoe makes 2-pt layup from 2 ft,,9,12
28,1,8:13.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,9,12
29,1,8:13.0,Defensive rebound by M. Chriss,,9,12
30,1,8:04.0,A. Len makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),,11,12
31,1,8:04.0,Shooting foul by Z. Pachulia (drawn by A. Len),,11,12
32,1,8:04.0,A. Len makes free throw 1 of 1,,12,12
33,1,7:52.0,,Turnover by K. Thompson (bad pass; steal by D. Booker),12,12
34,1,7:49.0,T. Warren makes 2-pt dunk at rim,,14,12
35,1,7:49.0,,Golden State full timeout,14,12
36,1,7:34.0,,K. Durant misses 2-pt jump shot from 15 ft,14,12
37,1,7:34.0,Defensive rebound by T. Warren,,14,12
38,1,7:19.0,A. Len makes 2-pt jump shot from 18 ft (assist by D. Booker),,16,12
39,1,7:08.0,,D. Green misses 3-pt jump shot from 27 ft,16,12
40,1,7:07.0,Defensive rebound by E. Bledsoe,,16,12
41,1,6:59.0,Shooting foul by K. Thompson (drawn by D. Booker),,16,12
42,1,6:59.0,D. Booker makes free throw 1 of 2,,17,12
43,1,6:59.0,,J. McGee enters the game for Z. Pachulia,17,12
