,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
0,1,11:49.0,T. McConnell misses 2-pt layup from 1 ft (block by F. Kaminsky),,0,0
1,1,11:48.0,,Defensive rebound by K. Walker,0,0
2,1,11:44.0,,Turnover by M. Kidd-Gilchrist (offensive foul),0,0
3,1,11:44.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by G. Henderson),,0,0
4,1,11:19.0,N. Noel makes 2-pt layup at rim (assist by R. Covington),,2,0
5,1,11:06.0,,F. Kaminsky misses 2-pt layup from 1 ft (block by N. Noel),2,0
6,1,11:04.0,Defensive rebound by G. Henderson,,2,0
7,1,10:59.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by T. McConnell),,5,0
8,1,10:41.0,,Shooting foul by R. Covington (drawn by M. Kidd-Gilchrist),5,0
9,1,10:41.0,,M. Kidd-Gilchrist makes free throw 1 of 2,5,1
10,1,10:41.0,,M. Kidd-Gilchrist makes free throw 2 of 2,5,2
11,1,10:31.0,G. Henderson misses 3-pt jump shot from 25 ft,,5,2
12,1,10:30.0,,Defensive rebound by N. Batum,5,2
13,1,10:10.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,5,2
14,1,10:09.0,Defensive rebound by E. İlyasova,,5,2
15,1,10:00.0,N. Noel makes 2-pt hook shot from 4 ft,,7,2
16,1,9:51.0,,Personal block foul by N. Noel (drawn by N. Batum),7,2
17,1,9:44.0,,K. Walker misses 3-pt jump shot from 24 ft,7,2
18,1,9:43.0,Defensive rebound by E. İlyasova,,7,2
19,1,9:26.0,E. İlyasova misses 2-pt jump shot from 13 ft,,7,2
20,1,9:25.0,,Defensive rebound by M. Kidd-Gilchrist,7,2
21,1,9:15.0,,Turnover by K. Walker (lost ball; steal by E. İlyasova),7,2
22,1,9:01.0,E. İlyasova makes 2-pt layup from 1 ft,,9,2
23,1,8:40.0,,F. Kaminsky misses 2-pt jump shot from 7 ft,9,2
24,1,8:39.0,Defensive rebound by N. Noel,,9,2
25,1,8:23.0,R. Covington misses 3-pt jump shot from 25 ft,,9,2
26,1,8:22.0,,Defensive rebound by F. Kaminsky,9,2
27,1,8:13.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),9,5
28,1,8:12.0,Philadelphia full timeout,,9,5
29,1,7:53.0,T. McConnell misses 2-pt jump shot from 6 ft,,9,5
30,1,7:52.0,,Defensive rebound by K. Walker,9,5
31,1,7:34.0,,M. Williams misses 3-pt jump shot from 25 ft,9,5
32,1,7:33.0,Defensive rebound by E. İlyasova,,9,5
33,1,7:28.0,G. Henderson makes 2-pt layup from 1 ft (assist by E. İlyasova),,11,5
34,1,7:28.0,Shooting foul by M. Kidd-Gilchrist (drawn by G. Henderson),,11,5
35,1,7:28.0,G. Henderson makes free throw 1 of 1,,12,5
36,1,7:09.0,,K. Walker misses 2-pt layup from 1 ft,12,5
37,1,7:08.0,Defensive rebound by N. Noel,,12,5
38,1,6:57.0,R. Covington makes 2-pt layup from 1 ft (assist by N. Noel),,14,5
39,1,6:47.0,,Turnover by F. Kaminsky (traveling),14,5
40,1,6:47.0,R. Holmes enters the game for N. Noel,,14,5
41,1,6:47.0,N. Stauskas enters the game for G. Henderson,,14,5
42,1,6:32.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by N. Stauskas),,17,5
43,1,6:12.0,,N. Batum misses 2-pt jump shot from 14 ft,17,5
44,1,6:11.0,Defensive rebound by T. McConnell,,17,5
45,1,5:58.0,T. McConnell misses 2-pt jump shot from 12 ft,,17,5
46,1,5:57.0,,Defensive rebound by M. Kidd-Gilchrist,17,5
47,1,5:44.0,,M. Williams misses 2-pt jump shot from 6 ft,17,5
48,1,5:43.0,Defensive rebound by T. McConnell,,17,5
49,1,5:39.0,Turnover by R. Covington (traveling),,17,5
50,1,5:39.0,D. Šarić enters the game for E. İlyasova,,17,5
51,1,5:39.0,,J. Lamb enters the game for M. Williams,17,5
52,1,5:25.0,,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),17,7
53,1,5:25.0,,Shooting foul by N. Stauskas (drawn by J. Lamb),17,7
54,1,5:25.0,,J. Lamb makes free throw 1 of 1,17,8
55,1,5:11.0,Turnover by N. Stauskas (bad pass; steal by N. Batum),,17,8
56,1,5:07.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim,17,10
57,1,4:57.0,Personal foul by J. Lamb (drawn by N. Stauskas),,17,10
58,1,4:45.0,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,20,10
59,1,4:22.0,,Turnover by N. Batum (bad pass; steal by R. Covington),20,10
60,1,4:17.0,R. Covington misses 2-pt layup at rim,,20,10
61,1,4:16.0,,Defensive rebound by F. Kaminsky,20,10
62,1,4:07.0,,J. Lamb misses 3-pt jump shot from 24 ft,20,10
63,1,4:05.0,Defensive rebound by N. Stauskas,,20,10
64,1,3:59.0,D. Šarić misses 2-pt jump shot from 11 ft,,20,10
65,1,3:56.0,Offensive rebound by R. Holmes,,20,10
66,1,3:56.0,R. Holmes misses 2-pt layup from 1 ft (block by F. Kaminsky),,20,10
67,1,3:53.0,,Defensive rebound by F. Kaminsky,20,10
68,1,3:41.0,,N. Batum makes 2-pt jump shot from 10 ft,20,12
69,1,3:30.0,R. Holmes misses 2-pt jump shot from 20 ft,,20,12
70,1,3:29.0,,Defensive rebound by K. Walker,20,12
71,1,3:23.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),20,15
72,1,3:05.0,D. Šarić misses 2-pt layup from 3 ft (block by M. Kidd-Gilchrist),,20,15
73,1,3:04.0,,Defensive rebound by M. Kidd-Gilchrist,20,15
74,1,3:00.0,,J. Lamb misses 2-pt layup from 2 ft,20,15
75,1,2:57.0,Defensive rebound by T. McConnell,,20,15
76,1,2:47.0,D. Šarić misses 3-pt jump shot from 25 ft,,20,15
77,1,2:46.0,Offensive rebound by Team,,20,15
78,1,2:46.0,,Charlotte full timeout,20,15
79,1,2:46.0,S. Rodríguez enters the game for T. McConnell,,20,15
80,1,2:46.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,20,15
81,1,2:46.0,,B. Roberts enters the game for F. Kaminsky,20,15
82,1,2:46.0,,M. Plumlee enters the game for N. Batum,20,15
83,1,2:46.0,,M. Williams enters the game for K. Walker,20,15
84,1,2:30.0,D. Šarić misses 3-pt jump shot from 25 ft,,20,15
85,1,2:28.0,,Defensive rebound by M. Plumlee,20,15
