,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
372,4,6:54.0,,Turnover by H. Barnes (3 sec),80,87
373,4,6:41.0,Turnover by R. Hollis-Jefferson (lost ball),,80,87
374,4,6:41.0,,S. Curry enters the game for D. Harris,80,87
375,4,6:41.0,,W. Matthews enters the game for D. Finney-Smith,80,87
376,4,6:25.0,,S. Curry misses 2-pt layup from 1 ft,80,87
377,4,6:24.0,Defensive rebound by R. Hollis-Jefferson,,80,87
378,4,6:15.0,R. Foye misses 2-pt jump shot from 6 ft,,80,87
379,4,6:14.0,,Defensive rebound by D. Powell,80,87
380,4,6:02.0,,Turnover by W. Matthews (lost ball; steal by Q. Acy),80,87
381,4,5:56.0,Personal block foul by D. Powell (drawn by C. LeVert),,80,87
382,4,5:56.0,,Dallas full timeout,80,87
383,4,5:56.0,J. Hamilton enters the game for R. Hollis-Jefferson,,80,87
384,4,5:56.0,S. Kilpatrick enters the game for R. Foye,,80,87
385,4,5:40.0,J. Lin misses 3-pt jump shot from 26 ft,,80,87
386,4,5:39.0,,Defensive rebound by S. Curry,80,87
387,4,5:16.0,,H. Barnes makes 2-pt layup from 3 ft (assist by S. Curry),80,89
388,4,5:05.0,Shooting foul by D. Powell (drawn by J. Lin),,80,89
389,4,5:05.0,J. Lin makes free throw 1 of 2,,81,89
390,4,5:05.0,J. Lin misses free throw 2 of 2,,81,89
391,4,5:05.0,,Defensive rebound by D. Powell,81,89
392,4,5:05.0,T. Booker enters the game for J. Hamilton,,81,89
393,4,4:48.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),81,92
394,4,4:33.0,C. LeVert misses 3-pt jump shot from 23 ft,,81,92
395,4,4:32.0,,Defensive rebound by W. Matthews,81,92
396,4,4:21.0,,Personal foul by T. Booker (drawn by S. Curry),81,92
397,4,4:21.0,,S. Curry makes free throw 1 of 2,81,93
398,4,4:21.0,,S. Curry makes free throw 2 of 2,81,94
399,4,4:14.0,Offensive foul by S. Kilpatrick (drawn by W. Matthews),,81,94
400,4,4:14.0,Turnover by S. Kilpatrick (offensive foul),,81,94
401,4,3:50.0,,Shooting foul by J. Lin (drawn by Y. Ferrell),81,94
402,4,3:50.0,,Y. Ferrell makes free throw 1 of 2,81,95
403,4,3:50.0,,Y. Ferrell makes free throw 2 of 2,81,96
404,4,3:48.0,Personal foul by Y. Ferrell (drawn by J. Lin),,81,96
405,4,3:48.0,J. Lin makes free throw 1 of 3,,82,96
406,4,3:48.0,J. Lin makes free throw 2 of 3,,83,96
407,4,3:48.0,J. Lin makes free throw 3 of 3,,84,96
408,4,3:36.0,,H. Barnes misses 2-pt dunk at rim,84,96
409,4,3:35.0,,Offensive rebound by H. Barnes,84,96
410,4,3:35.0,,Personal foul by J. Lin (drawn by H. Barnes),84,96
411,4,3:35.0,,H. Barnes makes free throw 1 of 2,84,97
412,4,3:35.0,,H. Barnes makes free throw 2 of 2,84,98
413,4,3:29.0,Personal foul by W. Matthews (drawn by S. Kilpatrick),,84,98
414,4,3:21.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,84,98
415,4,3:19.0,Offensive rebound by J. Lin,,84,98
416,4,3:11.0,Q. Acy makes 2-pt dunk at rim (assist by J. Lin),,86,98
417,4,2:46.0,,D. Powell makes 2-pt layup from 3 ft (assist by W. Matthews),86,100
418,4,2:35.0,Turnover by J. Lin (bad pass),,86,100
419,4,2:35.0,Brooklyn full timeout,,86,100
420,4,2:18.0,,Personal foul by S. Kilpatrick (drawn by D. Powell),86,100
421,4,2:18.0,,D. Powell makes free throw 1 of 2,86,101
422,4,2:18.0,,D. Powell makes free throw 2 of 2,86,102
423,4,2:06.0,T. Booker misses 3-pt jump shot from 25 ft,,86,102
424,4,2:05.0,,Defensive rebound by W. Matthews,86,102
425,4,1:44.0,,Turnover by W. Matthews (bad pass),86,102
426,4,1:44.0,Brooklyn full timeout,,86,102
427,4,1:44.0,,D. Finney-Smith enters the game for W. Matthews,86,102
428,4,1:44.0,S. Dinwiddie enters the game for C. LeVert,,86,102
429,4,1:44.0,J. Hamilton enters the game for Q. Acy,,86,102
430,4,1:44.0,A. Nicholson enters the game for J. Lin,,86,102
431,4,1:44.0,K. McDaniels enters the game for T. Booker,,86,102
432,4,1:44.0,I. Whitehead enters the game for S. Kilpatrick,,86,102
433,4,1:31.0,I. Whitehead makes 2-pt layup from 2 ft (assist by J. Hamilton),,88,102
434,4,1:31.0,,Dallas full timeout,88,102
435,4,1:31.0,,J. Uthoff enters the game for H. Barnes,88,102
436,4,1:31.0,,M. Harris enters the game for S. Curry,88,102
437,4,1:18.0,,M. Harris misses 2-pt jump shot from 6 ft,88,102
438,4,1:16.0,Defensive rebound by K. McDaniels,,88,102
439,4,1:10.0,K. McDaniels makes 2-pt jump shot from 5 ft,,90,102
440,4,1:10.0,Shooting foul by J. Uthoff (drawn by K. McDaniels),,90,102
441,4,1:10.0,K. McDaniels makes free throw 1 of 1,,91,102
442,4,0:49.0,,Y. Ferrell makes 3-pt jump shot from 24 ft,91,105
443,4,0:39.0,I. Whitehead makes 2-pt layup from 3 ft,,93,105
444,4,0:19.0,,M. Harris misses 3-pt jump shot from 26 ft,93,105
445,4,0:18.0,Defensive rebound by A. Nicholson,,93,105
446,4,0:09.0,I. Whitehead makes 2-pt jump shot from 7 ft,,95,105
447,4,0:09.0,Shooting foul by J. Uthoff (drawn by I. Whitehead),,95,105
448,4,0:09.0,I. Whitehead makes free throw 1 of 1,,96,105
