,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DALLAS_ACTION,ORLANDO_SCORE,DALLAS_SCORE
379,4,3:25.0,,D. Finney-Smith misses 2-pt jump shot from 21 ft,71,102
380,4,3:24.0,Defensive rebound by M. Hezonja,,71,102
381,4,3:17.0,M. Hezonja misses 3-pt jump shot from 25 ft,,71,102
382,4,3:16.0,,Defensive rebound by N. Brussino,71,102
383,4,3:03.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,71,102
384,4,3:02.0,,Offensive rebound by D. Powell,71,102
385,4,2:46.0,,N. Brussino makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),71,105
386,4,2:25.0,C. Watson makes 2-pt jump shot from 18 ft,,73,105
387,4,2:08.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,73,105
388,4,2:08.0,Defensive rebound by B. Biyombo,,73,105
389,4,1:52.0,B. Biyombo makes 2-pt hook shot from 4 ft (assist by C. Watson),,75,105
390,4,1:43.0,,N. Brussino makes 2-pt jump shot from 5 ft,75,107
391,4,1:38.0,Shooting block foul by D. Powell (drawn by C. Watson),,75,107
392,4,1:38.0,C. Watson misses free throw 1 of 2,,75,107
393,4,1:38.0,Offensive rebound by Team,,75,107
394,4,1:38.0,C. Watson makes free throw 2 of 2,,76,107
395,4,1:23.0,,D. Powell misses 2-pt jump shot from 20 ft,76,107
396,4,1:22.0,,Offensive rebound by D. Finney-Smith,76,107
397,4,1:14.0,,N. Brussino makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),76,110
398,4,1:03.0,D. Augustin makes 2-pt jump shot from 8 ft,,78,110
399,4,0:54.0,,N. Brussino makes 2-pt jump shot from 22 ft (assist by D. Powell),78,112
400,4,0:44.0,D. Rudež misses 2-pt jump shot from 20 ft,,78,112
401,4,0:42.0,,Defensive rebound by D. Finney-Smith,78,112
402,4,0:35.0,,N. Brussino misses 3-pt jump shot from 25 ft,78,112
403,4,0:34.0,Defensive rebound by D. Augustin,,78,112
404,4,0:30.0,M. Hezonja makes 2-pt dunk at rim (assist by C. Watson),,80,112
405,4,0:12.0,,Turnover by D. Finney-Smith (bad pass; steal by D. Augustin),80,112
406,4,0:07.0,Turnover by C. Watson (bad pass),,80,112
