,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
56,1,6:22.0,,Shooting foul by J. Simmons (drawn by M. Harkless),12,10
57,1,6:22.0,,M. Harkless misses free throw 1 of 2,12,10
58,1,6:22.0,,Offensive rebound by Team,12,10
59,1,6:22.0,,M. Harkless misses free throw 2 of 2,12,10
60,1,6:21.0,Defensive rebound by D. Dedmon,,12,10
61,1,6:07.0,Turnover by D. Green (offensive foul),,12,10
62,1,6:07.0,Offensive foul by D. Green (drawn by D. Lillard),,12,10
63,1,6:07.0,,Portland full timeout,12,10
64,1,6:07.0,,P. Connaughton enters the game for M. Harkless,12,10
65,1,5:54.0,,A. Crabbe makes 2-pt jump shot from 18 ft,12,12
66,1,5:34.0,D. Green misses 3-pt jump shot from 25 ft,,12,12
67,1,5:32.0,,Defensive rebound by P. Connaughton,12,12
68,1,5:16.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by A. Crabbe),12,15
69,1,4:58.0,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,15,15
70,1,4:31.0,,A. Crabbe misses 2-pt jump shot from 17 ft,15,15
71,1,4:31.0,Defensive rebound by L. Aldridge,,15,15
72,1,4:17.0,J. Simmons misses 2-pt jump shot from 21 ft,,15,15
73,1,4:16.0,Offensive rebound by L. Aldridge,,15,15
74,1,3:58.0,L. Aldridge misses 2-pt jump shot from 21 ft,,15,15
75,1,3:57.0,,Defensive rebound by M. Leonard,15,15
76,1,3:49.0,,Offensive foul by M. Leonard (drawn by P. Mills),15,15
77,1,3:49.0,,Turnover by M. Leonard (offensive foul),15,15
78,1,3:49.0,D. Lee enters the game for D. Dedmon,,15,15
79,1,3:32.0,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Lee),,18,15
80,1,3:17.0,K. Leonard enters the game for D. Green,,18,15
81,1,3:17.0,,E. Davis enters the game for A. Aminu,18,15
82,1,3:07.0,,D. Lillard makes 2-pt jump shot from 13 ft,18,17
83,1,3:01.0,Technical foul by Team,,18,17
84,1,3:01.0,,D. Lillard makes technical free throw,18,18
85,1,2:48.0,Personal foul by E. Davis (drawn by L. Aldridge),,18,18
86,1,2:48.0,San Antonio full timeout,,18,18
87,1,2:48.0,D. Bertāns enters the game for L. Aldridge,,18,18
88,1,2:33.0,J. Simmons makes 2-pt hook shot from 6 ft,,20,18
89,1,2:07.0,,M. Leonard misses 3-pt jump shot from 23 ft,20,18
90,1,2:06.0,Defensive rebound by J. Simmons,,20,18
91,1,2:01.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Simmons),,23,18
92,1,1:41.0,,E. Davis makes 2-pt layup from 2 ft (assist by A. Crabbe),23,20
93,1,1:20.0,D. Lee makes 2-pt layup from 2 ft (assist by P. Mills),,25,20
94,1,1:05.0,,M. Leonard makes 2-pt jump shot from 17 ft (assist by D. Lillard),25,22
95,1,0:52.0,Personal foul by E. Davis (drawn by K. Leonard),,25,22
96,1,0:52.0,K. Leonard makes free throw 1 of 2,,26,22
97,1,0:52.0,,M. Harkless enters the game for P. Connaughton,26,22
98,1,0:52.0,K. Leonard makes free throw 2 of 2,,27,22
99,1,0:32.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Lillard),27,25
100,1,0:13.0,D. Lee misses 2-pt hook shot from 4 ft,,27,25
101,1,0:12.0,,Defensive rebound by A. Crabbe,27,25
102,1,0:01.0,,D. Lillard misses 2-pt layup from 2 ft,27,25
103,1,0:00.0,,Offensive rebound by E. Davis,27,25
104,1,0:00.0,,E. Davis makes 2-pt layup from 2 ft,27,27
105,2,11:39.0,,Personal foul by K. Leonard (drawn by M. Harkless),27,27
106,2,11:32.0,,C. McCollum misses 2-pt jump shot from 20 ft,27,27
107,2,11:32.0,Defensive rebound by Team,,27,27
108,2,11:17.0,J. Simmons misses 2-pt layup from 1 ft,,27,27
109,2,11:16.0,,Defensive rebound by E. Davis,27,27
110,2,11:08.0,,M. Harkless makes 2-pt dunk at rim (assist by E. Davis),27,29
111,2,10:49.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by J. Simmons),,30,29
112,2,10:36.0,,Turnover by C. McCollum (bad pass; steal by P. Mills),30,29
113,2,10:30.0,J. Simmons makes 2-pt dunk at rim (assist by P. Mills),,32,29
114,2,10:19.0,,Turnover by A. Crabbe (lost ball; steal by P. Mills),32,29
115,2,10:16.0,P. Mills makes 2-pt layup at rim,,34,29
116,2,10:16.0,,Portland full timeout,34,29
117,2,10:16.0,D. Murray enters the game for P. Mills,,34,29
118,2,10:16.0,D. Dedmon enters the game for D. Lee,,34,29
119,2,10:16.0,L. Aldridge enters the game for D. Bertāns,,34,29
120,2,10:02.0,,Shooting foul by D. Dedmon (drawn by C. McCollum),34,29
121,2,10:02.0,,C. McCollum makes free throw 1 of 2,34,30
122,2,10:02.0,,M. Plumlee enters the game for M. Leonard,34,30
123,2,10:02.0,D. Green enters the game for J. Simmons,,34,30
124,2,10:02.0,,C. McCollum makes free throw 2 of 2,34,31
125,2,9:50.0,Turnover by K. Leonard (lost ball; steal by M. Plumlee),,34,31
126,2,9:36.0,,M. Harkless misses 2-pt layup from 1 ft (block by D. Dedmon),34,31
127,2,9:34.0,Defensive rebound by D. Dedmon,,34,31
128,2,9:21.0,L. Aldridge makes 2-pt layup from 1 ft,,36,31
129,2,9:10.0,,C. McCollum misses 2-pt jump shot from 3 ft,36,31
130,2,9:10.0,Defensive rebound by Team,,36,31
131,2,8:53.0,L. Aldridge makes 2-pt layup from 2 ft,,38,31
132,2,8:53.0,,Portland full timeout,38,31
133,2,8:53.0,K. Anderson enters the game for K. Leonard,,38,31
134,2,8:30.0,,A. Crabbe misses 2-pt jump shot from 13 ft (block by D. Green),38,31
135,2,8:30.0,,Offensive rebound by Team,38,31
136,2,8:30.0,,A. Aminu enters the game for E. Davis,38,31
137,2,8:29.0,,Turnover by A. Crabbe (step out of bounds),38,31
138,2,8:20.0,Turnover by D. Murray (lost ball; steal by C. McCollum),,38,31
139,2,8:14.0,,Turnover by M. Plumlee (bad pass; steal by L. Aldridge),38,31
140,2,8:04.0,D. Murray makes 2-pt layup at rim (assist by L. Aldridge),,40,31
141,2,7:39.0,,M. Plumlee misses 2-pt jump shot from 5 ft,40,31
142,2,7:39.0,,Offensive rebound by Team,40,31
143,2,7:39.0,,Turnover by Team (shot clock),40,31
144,2,7:39.0,,D. Lillard enters the game for C. McCollum,40,31
145,2,7:26.0,L. Aldridge misses 2-pt jump shot from 13 ft,,40,31
146,2,7:25.0,,Defensive rebound by D. Lillard,40,31
147,2,7:17.0,,Turnover by A. Aminu (traveling),40,31
148,2,7:00.0,D. Green misses 3-pt jump shot from 26 ft,,40,31
149,2,6:59.0,,Defensive rebound by D. Lillard,40,31
150,2,6:48.0,,M. Harkless makes 2-pt jump shot from 20 ft (assist by D. Lillard),40,33
151,2,6:47.0,San Antonio full timeout,,40,33
152,2,6:47.0,D. Lee enters the game for D. Dedmon,,40,33
153,2,6:27.0,D. Murray makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,43,33
154,2,6:13.0,,D. Lillard misses 2-pt jump shot from 10 ft,43,33
155,2,6:13.0,Defensive rebound by K. Anderson,,43,33
156,2,5:56.0,L. Aldridge misses 2-pt hook shot from 9 ft,,43,33
157,2,5:56.0,,Defensive rebound by M. Plumlee,43,33
158,2,5:42.0,,M. Plumlee makes 2-pt layup from 1 ft,43,35
159,2,5:42.0,,Shooting block foul by D. Lee (drawn by M. Plumlee),43,35
160,2,5:42.0,,M. Plumlee misses free throw 1 of 1,43,35
161,2,5:41.0,Defensive rebound by D. Lee,,43,35
162,2,5:20.0,K. Anderson misses 2-pt jump shot from 16 ft,,43,35
163,2,5:20.0,,Defensive rebound by M. Plumlee,43,35
164,2,5:02.0,,Turnover by A. Aminu (lost ball; steal by L. Aldridge),43,35
165,2,4:44.0,D. Lee misses 2-pt layup from 2 ft,,43,35
166,2,4:43.0,Offensive rebound by L. Aldridge,,43,35
167,2,4:43.0,L. Aldridge misses 2-pt layup from 1 ft,,43,35
168,2,4:42.0,Offensive rebound by L. Aldridge,,43,35
169,2,4:42.0,Shooting foul by M. Harkless (drawn by L. Aldridge),,43,35
170,2,4:42.0,L. Aldridge makes free throw 1 of 2,,44,35
171,2,4:42.0,P. Mills enters the game for D. Murray,,44,35
172,2,4:42.0,,C. McCollum enters the game for A. Crabbe,44,35
173,2,4:42.0,K. Leonard enters the game for D. Green,,44,35
174,2,4:42.0,L. Aldridge makes free throw 2 of 2,,45,35
175,2,4:29.0,,D. Lillard misses 2-pt jump shot from 8 ft,45,35
176,2,4:26.0,Defensive rebound by K. Anderson,,45,35
177,2,4:18.0,K. Leonard misses 2-pt jump shot from 17 ft,,45,35
178,2,4:17.0,Offensive rebound by Team,,45,35
179,2,4:17.0,,N. Vonleh enters the game for M. Plumlee,45,35
180,2,4:16.0,Personal foul by M. Harkless (drawn by K. Leonard),,45,35
181,2,4:03.0,K. Leonard misses 2-pt jump shot from 7 ft,,45,35
182,2,3:59.0,Offensive rebound by D. Lee,,45,35
183,2,3:53.0,P. Mills misses 3-pt jump shot from 25 ft,,45,35
184,2,3:52.0,Offensive rebound by L. Aldridge,,45,35
185,2,3:45.0,L. Aldridge misses 2-pt hook shot from 5 ft,,45,35
186,2,3:43.0,,Defensive rebound by C. McCollum,45,35
187,2,3:28.0,,A. Aminu misses 3-pt jump shot from 25 ft,45,35
188,2,3:26.0,Defensive rebound by D. Lee,,45,35
189,2,3:14.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by P. Mills),,48,35
190,2,2:52.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),48,38
191,2,2:38.0,Turnover by K. Leonard (bad pass),,48,38
192,2,2:38.0,Official timeout,,48,38
193,2,2:38.0,,M. Leonard enters the game for A. Aminu,48,38
194,2,2:38.0,D. Dedmon enters the game for L. Aldridge,,48,38
195,2,2:38.0,J. Simmons enters the game for D. Lee,,48,38
196,2,2:24.0,,M. Leonard misses 2-pt jump shot from 17 ft,48,38
197,2,2:23.0,Defensive rebound by P. Mills,,48,38
198,2,2:02.0,K. Anderson makes 2-pt jump shot from 21 ft (assist by K. Leonard),,50,38
199,2,1:43.0,,C. McCollum misses 3-pt jump shot from 25 ft,50,38
200,2,1:43.0,,Offensive rebound by C. McCollum,50,38
201,2,1:40.0,,C. McCollum makes 2-pt layup from 2 ft,50,40
202,2,1:33.0,J. Simmons makes 2-pt layup from 1 ft (assist by P. Mills),,52,40
203,2,1:18.0,,Personal foul by P. Mills,52,40
204,2,1:18.0,D. Green enters the game for K. Leonard,,52,40
205,2,1:18.0,,A. Crabbe enters the game for M. Harkless,52,40
206,2,1:10.0,,M. Leonard misses 3-pt jump shot from 25 ft,52,40
207,2,1:10.0,,Offensive rebound by Team,52,40
208,2,1:10.0,Loose ball foul by K. Anderson (drawn by N. Vonleh),,52,40
209,2,1:10.0,,N. Vonleh makes free throw 1 of 2,52,41
210,2,1:10.0,,N. Vonleh makes free throw 2 of 2,52,42
211,2,0:56.0,D. Dedmon misses 2-pt layup from 1 ft (block by M. Leonard),,52,42
212,2,0:55.0,,Defensive rebound by C. McCollum,52,42
213,2,0:45.0,,M. Leonard makes 3-pt jump shot from 23 ft (assist by D. Lillard),52,45
214,2,0:31.0,P. Mills makes 3-pt jump shot from 23 ft (assist by J. Simmons),,55,45
215,2,0:16.0,,D. Lillard misses 2-pt layup from 3 ft (block by D. Dedmon),55,45
216,2,0:15.0,Defensive rebound by J. Simmons,,55,45
217,2,0:05.0,Personal take foul by A. Crabbe (drawn by K. Anderson),,55,45
218,2,0:05.0,L. Aldridge enters the game for D. Dedmon,,55,45
219,2,0:05.0,K. Leonard enters the game for K. Anderson,,55,45
220,2,0:05.0,,P. Connaughton enters the game for C. McCollum,55,45
221,2,0:05.0,,A. Aminu enters the game for M. Leonard,55,45
222,2,0:05.0,,M. Harkless enters the game for N. Vonleh,55,45
223,2,0:01.0,Shooting foul by A. Crabbe (drawn by K. Leonard),,55,45
224,2,0:01.0,K. Leonard makes free throw 1 of 2,,56,45
225,2,0:01.0,K. Leonard makes free throw 2 of 2,,57,45
226,3,11:45.0,,C. McCollum misses 3-pt jump shot from 24 ft,57,45
227,3,11:44.0,,Offensive rebound by C. McCollum,57,45
228,3,11:39.0,,D. Lillard misses 2-pt jump shot from 8 ft,57,45
229,3,11:38.0,Defensive rebound by D. Murray,,57,45
230,3,11:33.0,Turnover by D. Green (bad pass; steal by D. Lillard),,57,45
231,3,11:33.0,,Personal foul by D. Green (drawn by D. Lillard),57,45
232,3,11:15.0,,D. Lillard misses 2-pt layup from 2 ft,57,45
233,3,11:14.0,Defensive rebound by K. Leonard,,57,45
234,3,10:53.0,L. Aldridge makes 2-pt jump shot from 10 ft,,59,45
235,3,10:43.0,,Personal foul by D. Green (drawn by C. McCollum),59,45
236,3,10:38.0,,C. McCollum makes 2-pt jump shot from 20 ft,59,47
237,3,10:21.0,K. Leonard misses 2-pt jump shot from 16 ft (block by M. Harkless),,59,47
238,3,10:19.0,Offensive rebound by D. Murray,,59,47
239,3,10:18.0,Offensive foul by D. Murray (drawn by D. Lillard),,59,47
240,3,10:18.0,Turnover by D. Murray (offensive foul),,59,47
241,3,10:00.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Plumlee),59,50
242,3,9:58.0,San Antonio full timeout,,59,50
243,3,9:34.0,D. Green misses 2-pt hook shot from 5 ft,,59,50
244,3,9:32.0,Offensive rebound by D. Dedmon,,59,50
245,3,9:32.0,D. Dedmon makes 2-pt layup at rim,,61,50
246,3,9:12.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),61,53
247,3,8:54.0,L. Aldridge makes 2-pt layup from 1 ft,,63,53
248,3,8:45.0,,M. Harkless misses 2-pt hook shot from 8 ft,63,53
249,3,8:45.0,,Offensive rebound by M. Plumlee,63,53
250,3,8:45.0,,M. Plumlee makes 2-pt layup from 1 ft,63,55
251,3,8:29.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by D. Murray),,66,55
252,3,8:16.0,,M. Plumlee makes 2-pt hook shot at rim (assist by D. Lillard),66,57
253,3,8:06.0,Shooting foul by M. Harkless (drawn by K. Leonard),,66,57
254,3,8:06.0,K. Leonard makes free throw 1 of 2,,67,57
255,3,8:06.0,D. Lee enters the game for D. Dedmon,,67,57
256,3,8:06.0,K. Leonard makes free throw 2 of 2,,68,57
257,3,7:49.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),68,59
258,3,7:27.0,L. Aldridge makes 2-pt jump shot from 10 ft,,70,59
259,3,7:14.0,,D. Lillard misses 2-pt jump shot from 15 ft,70,59
260,3,7:13.0,Defensive rebound by L. Aldridge,,70,59
261,3,6:53.0,L. Aldridge misses 2-pt jump shot from 10 ft,,70,59
262,3,6:52.0,,Defensive rebound by D. Lillard,70,59
263,3,6:39.0,,A. Aminu misses 3-pt jump shot from 24 ft,70,59
264,3,6:38.0,,Offensive rebound by Team,70,59
265,3,6:38.0,P. Mills enters the game for D. Murray,,70,59
266,3,6:38.0,J. Simmons enters the game for K. Leonard,,70,59
267,3,6:38.0,K. Anderson enters the game for D. Green,,70,59
268,3,6:28.0,,C. McCollum misses 2-pt jump shot from 21 ft,70,59
269,3,6:27.0,Defensive rebound by P. Mills,,70,59
270,3,6:21.0,Shooting foul by D. Lillard (drawn by P. Mills),,70,59
271,3,6:21.0,P. Mills makes free throw 1 of 2,,71,59
272,3,6:21.0,,A. Crabbe enters the game for M. Harkless,71,59
273,3,6:21.0,,M. Leonard enters the game for M. Plumlee,71,59
274,3,6:21.0,P. Mills makes free throw 2 of 2,,72,59
275,3,5:58.0,,D. Lillard misses 3-pt jump shot from 25 ft,72,59
276,3,5:53.0,Defensive rebound by D. Lee,,72,59
277,3,5:51.0,P. Mills misses 3-pt jump shot from 23 ft,,72,59
278,3,5:50.0,,Defensive rebound by C. McCollum,72,59
279,3,5:44.0,,D. Lillard makes 2-pt dunk at rim (assist by C. McCollum),72,61
280,3,5:24.0,Turnover by K. Anderson (traveling),,72,61
281,3,5:05.0,,M. Leonard misses 3-pt jump shot from 24 ft,72,61
282,3,5:04.0,Defensive rebound by J. Simmons,,72,61
283,3,4:54.0,D. Lee makes 2-pt jump shot from 20 ft (assist by L. Aldridge),,74,61
284,3,4:52.0,,Portland full timeout,74,61
285,3,4:41.0,,Personal block foul by J. Simmons (drawn by D. Lillard),74,61
286,3,4:29.0,,M. Leonard misses 2-pt jump shot from 18 ft,74,61
287,3,4:29.0,Defensive rebound by D. Lee,,74,61
288,3,4:15.0,Personal foul by M. Leonard (drawn by L. Aldridge),,74,61
289,3,4:04.0,J. Simmons makes 2-pt layup from 1 ft,,76,61
290,3,3:49.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),76,64
291,3,3:19.0,J. Simmons misses 3-pt jump shot from 25 ft,,76,64
292,3,3:19.0,Offensive rebound by J. Simmons,,76,64
293,3,3:03.0,L. Aldridge makes 2-pt hook shot from 7 ft,,78,64
294,3,2:50.0,,D. Lillard makes 2-pt jump shot from 19 ft,78,66
295,3,2:37.0,P. Mills makes 2-pt jump shot from 21 ft,,80,66
296,3,2:17.0,,C. McCollum misses 3-pt jump shot from 25 ft,80,66
297,3,2:15.0,Defensive rebound by L. Aldridge,,80,66
298,3,2:08.0,P. Mills makes 3-pt jump shot from 27 ft (assist by L. Aldridge),,83,66
299,3,1:40.0,,D. Lillard misses 3-pt jump shot from 32 ft,83,66
300,3,1:39.0,Defensive rebound by D. Lee,,83,66
301,3,1:25.0,Shooting foul by D. Lillard (drawn by P. Mills),,83,66
302,3,1:25.0,,Portland full timeout,83,66
303,3,1:25.0,P. Mills misses free throw 1 of 3,,83,66
304,3,1:25.0,Offensive rebound by Team,,83,66
305,3,1:25.0,P. Mills makes free throw 2 of 3,,84,66
306,3,1:25.0,D. Dedmon enters the game for L. Aldridge,,83,66
307,3,1:25.0,,M. Harkless enters the game for A. Aminu,83,66
308,3,1:25.0,,P. Connaughton enters the game for C. McCollum,83,66
309,3,1:25.0,K. Leonard enters the game for K. Anderson,,83,66
310,3,1:25.0,,N. Vonleh enters the game for P. Connaughton,84,66
311,3,1:25.0,P. Mills makes free throw 3 of 3,,85,66
312,3,1:07.0,,D. Lillard makes 2-pt layup from 1 ft,85,68
313,3,0:46.0,J. Simmons makes 2-pt jump shot from 11 ft,,87,68
314,3,0:34.0,,D. Lillard makes 3-pt jump shot from 26 ft,87,71
315,3,0:17.0,Turnover by P. Mills (lost ball; steal by N. Vonleh),,87,71
316,3,0:07.0,,Personal take foul by D. Lee (drawn by D. Lillard),87,71
317,3,0:07.0,,C. McCollum enters the game for N. Vonleh,87,71
318,3,0:07.0,D. Green enters the game for D. Lee,,87,71
319,3,0:00.0,,Personal foul by K. Leonard (drawn by C. McCollum),87,71
320,3,0:00.0,,C. McCollum makes free throw 1 of 2,87,72
321,3,0:00.0,,C. McCollum misses free throw 2 of 2,87,72
322,3,0:00.0,,Offensive rebound by Team,87,72
323,4,12:00.0,Violation by Team (jump ball),,87,72
324,4,11:47.0,D. Dedmon misses 2-pt dunk at rim,,87,72
325,4,11:46.0,,Defensive rebound by M. Leonard,87,72
326,4,11:31.0,,D. Lillard makes 2-pt layup from 3 ft,87,74
327,4,11:31.0,,Shooting foul by D. Lee (drawn by D. Lillard),87,74
328,4,11:31.0,,D. Lillard misses free throw 1 of 1,87,74
329,4,11:31.0,L. Aldridge enters the game for D. Dedmon,,87,74
330,4,11:31.0,D. Green enters the game for J. Simmons,,87,74
331,4,11:30.0,Defensive rebound by D. Lee,,87,74
332,4,11:15.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,90,74
333,4,10:50.0,,Turnover by D. Lillard (bad pass; steal by D. Green),90,74
334,4,10:43.0,K. Leonard misses 3-pt jump shot from 25 ft,,90,74
335,4,10:42.0,Offensive rebound by D. Lee,,90,74
336,4,10:42.0,D. Lee misses 2-pt layup from 1 ft,,90,74
337,4,10:41.0,Offensive rebound by D. Lee,,90,74
338,4,10:40.0,D. Lee misses 2-pt layup at rim,,90,74
339,4,10:39.0,,Defensive rebound by M. Leonard,90,74
340,4,10:27.0,,N. Vonleh misses 2-pt jump shot from 1 ft,90,74
341,4,10:27.0,,Offensive rebound by N. Vonleh,90,74
342,4,10:27.0,,N. Vonleh makes 2-pt layup from 1 ft,90,76
343,4,10:06.0,L. Aldridge makes 2-pt jump shot from 16 ft,,92,76
344,4,9:52.0,,Turnover by D. Lillard (lost ball),92,76
345,4,9:52.0,D. Dedmon enters the game for D. Lee,,92,76
346,4,9:52.0,D. Murray enters the game for P. Mills,,92,76
347,4,9:52.0,,A. Aminu enters the game for M. Leonard,92,76
348,4,9:31.0,L. Aldridge misses 2-pt jump shot from 14 ft,,92,76
349,4,9:29.0,,Defensive rebound by N. Vonleh,92,76
350,4,9:22.0,,D. Lillard misses 3-pt jump shot from 27 ft,92,76
351,4,9:20.0,Defensive rebound by L. Aldridge,,92,76
352,4,9:05.0,Turnover by D. Murray (bad pass; steal by A. Crabbe),,92,76
353,4,9:01.0,,A. Crabbe makes 2-pt layup from 1 ft,92,78
354,4,9:01.0,San Antonio full timeout,,92,78
355,4,8:44.0,D. Green misses 2-pt jump shot from 21 ft,,92,78
356,4,8:44.0,,Defensive rebound by M. Harkless,92,78
357,4,8:30.0,,Turnover by A. Aminu (traveling),92,78
358,4,8:30.0,P. Mills enters the game for D. Murray,,92,78
359,4,8:17.0,L. Aldridge misses 2-pt hook shot from 6 ft,,92,78
360,4,8:14.0,,Defensive rebound by D. Lillard,92,78
361,4,8:01.0,,Shooting block foul by D. Dedmon (drawn by M. Harkless),92,78
362,4,8:01.0,,M. Harkless misses free throw 1 of 2,92,78
363,4,8:01.0,,Offensive rebound by Team,92,78
364,4,8:01.0,,M. Harkless misses free throw 2 of 2,92,78
365,4,8:00.0,Defensive rebound by L. Aldridge,,92,78
366,4,7:46.0,K. Leonard makes 2-pt dunk at rim (assist by P. Mills),,94,78
367,4,7:22.0,,N. Vonleh misses 2-pt hook shot from 5 ft,94,78
368,4,7:21.0,Defensive rebound by D. Dedmon,,94,78
369,4,7:15.0,K. Leonard makes 2-pt layup from 1 ft,,96,78
370,4,7:15.0,,Portland full timeout,96,78
371,4,7:15.0,,C. McCollum enters the game for A. Crabbe,96,78
372,4,6:58.0,,C. McCollum misses 2-pt jump shot from 20 ft,96,78
373,4,6:58.0,Defensive rebound by L. Aldridge,,96,78
374,4,6:43.0,L. Aldridge misses 2-pt layup from 1 ft,,96,78
375,4,6:41.0,,Defensive rebound by N. Vonleh,96,78
376,4,6:36.0,,Shooting foul by P. Mills (drawn by N. Vonleh),96,78
377,4,6:36.0,,N. Vonleh makes free throw 1 of 2,96,79
378,4,6:36.0,,N. Vonleh misses free throw 2 of 2,96,79
379,4,6:35.0,Defensive rebound by K. Leonard,,96,79
380,4,6:17.0,Personal foul by N. Vonleh (drawn by L. Aldridge),,96,79
381,4,6:10.0,Shooting foul by D. Lillard (drawn by K. Leonard),,96,79
382,4,6:10.0,K. Leonard makes free throw 1 of 2,,97,79
383,4,6:10.0,,A. Crabbe enters the game for D. Lillard,97,79
384,4,6:10.0,,M. Leonard enters the game for A. Aminu,97,79
385,4,6:10.0,K. Leonard makes free throw 2 of 2,,98,79
386,4,5:51.0,,M. Harkless misses 3-pt jump shot from 24 ft,98,79
387,4,5:49.0,,Offensive rebound by C. McCollum,98,79
