,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA CLIPPERS_ACTION,WASHINGTON_SCORE,LA CLIPPERS_SCORE
388,4,8:14.0,Defensive rebound by B. Jennings,,108,114
389,4,7:56.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,108,114
390,4,7:55.0,,Defensive rebound by D. Jordan,108,114
391,4,7:51.0,,Personal foul by J. Wall,108,114
392,4,7:44.0,,C. Paul makes 2-pt jump shot from 14 ft (assist by B. Griffin),108,116
393,4,7:23.0,J. Wall misses 2-pt layup from 2 ft,,108,116
394,4,7:22.0,,Defensive rebound by B. Griffin,108,116
395,4,7:14.0,,C. Paul misses 3-pt jump shot from 25 ft,108,116
396,4,7:13.0,,Offensive rebound by D. Jordan,108,116
397,4,7:11.0,,Turnover by D. Jordan (bad pass; steal by K. Oubre),108,116
398,4,7:05.0,K. Oubre misses 3-pt jump shot from 27 ft,,108,116
399,4,7:03.0,Offensive rebound by J. Wall,,108,116
400,4,7:01.0,J. Wall misses 3-pt jump shot from 24 ft,,108,116
401,4,6:57.0,,Defensive rebound by D. Jordan,108,116
402,4,6:57.0,,Personal foul by K. Oubre (drawn by C. Paul),108,116
403,4,6:38.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by C. Paul),108,119
404,4,6:38.0,Washington full timeout,,108,119
405,4,6:38.0,B. Beal enters the game for B. Jennings,,108,119
406,4,6:24.0,J. Wall makes 2-pt dunk at rim,,110,119
407,4,6:02.0,,J. Crawford misses 2-pt jump shot from 12 ft,110,119
408,4,6:00.0,,Offensive rebound by D. Jordan,110,119
409,4,6:00.0,,D. Jordan makes 2-pt dunk at rim,110,121
410,4,5:44.0,B. Beal makes 2-pt jump shot from 11 ft (assist by J. Wall),,112,121
411,4,5:22.0,,Personal foul by B. Beal (drawn by B. Griffin),112,121
412,4,5:15.0,,B. Griffin misses 2-pt hook shot from 7 ft,112,121
413,4,5:13.0,Defensive rebound by J. Wall,,112,121
414,4,5:08.0,B. Beal misses 3-pt jump shot from 27 ft,,112,121
415,4,5:06.0,,Defensive rebound by Team,112,121
416,4,4:47.0,,C. Paul misses 2-pt jump shot from 19 ft,112,121
417,4,4:45.0,Defensive rebound by K. Oubre,,112,121
418,4,4:39.0,J. Wall makes 2-pt layup from 2 ft,,114,121
419,4,4:21.0,,J. Redick misses 3-pt jump shot from 25 ft,114,121
420,4,4:20.0,Defensive rebound by J. Wall,,114,121
421,4,4:15.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,114,121
422,4,4:13.0,,Defensive rebound by D. Jordan,114,121
423,4,4:02.0,,Shooting foul by B. Bogdanović (drawn by B. Griffin),114,121
424,4,4:02.0,,B. Griffin makes free throw 1 of 2,114,122
425,4,4:02.0,J. Smith enters the game for B. Bogdanović,,114,122
426,4,4:02.0,,B. Griffin makes free throw 2 of 2,114,123
427,4,3:46.0,J. Wall misses 3-pt jump shot from 26 ft,,114,123
428,4,3:45.0,,Defensive rebound by C. Paul,114,123
429,4,3:38.0,,Shooting foul by I. Mahinmi (drawn by D. Jordan),114,123
430,4,3:38.0,,D. Jordan misses free throw 1 of 2,114,123
431,4,3:38.0,,Offensive rebound by Team,114,123
432,4,3:38.0,,D. Jordan makes free throw 2 of 2,114,124
433,4,3:27.0,B. Beal misses 2-pt layup from 2 ft,,114,124
434,4,3:27.0,Offensive rebound by Team,,114,124
435,4,3:17.0,J. Wall misses 2-pt jump shot from 11 ft,,114,124
436,4,3:15.0,,Defensive rebound by B. Griffin,114,124
437,4,3:13.0,,Personal foul by K. Oubre (drawn by C. Paul),114,124
438,4,3:13.0,,C. Paul makes free throw 1 of 2,114,125
439,4,3:13.0,,C. Paul makes free throw 2 of 2,114,126
440,4,2:57.0,B. Beal makes 2-pt jump shot from 13 ft (assist by J. Wall),,116,126
441,4,2:40.0,,Turnover by B. Griffin (lost ball; steal by J. Wall),116,126
442,4,2:39.0,Shooting foul by B. Griffin (drawn by J. Wall),,116,126
443,4,2:39.0,Official timeout,,116,126
444,4,2:39.0,J. Wall makes free throw 1 of 2,,117,126
445,4,2:39.0,J. Wall makes free throw 2 of 2,,118,126
446,4,2:16.0,,Shooting foul by I. Mahinmi (drawn by D. Jordan),118,126
447,4,2:16.0,,D. Jordan misses free throw 1 of 2,118,126
448,4,2:16.0,,Offensive rebound by Team,118,126
449,4,2:16.0,,D. Jordan makes free throw 2 of 2,118,127
450,4,2:02.0,B. Beal misses 3-pt jump shot from 26 ft,,118,127
451,4,2:02.0,Offensive rebound by I. Mahinmi,,118,127
452,4,2:02.0,,Loose ball foul by D. Jordan (drawn by I. Mahinmi),118,127
453,4,2:02.0,I. Mahinmi makes free throw 1 of 2,,119,127
454,4,2:02.0,I. Mahinmi misses free throw 2 of 2,,119,127
455,4,2:00.0,,Defensive rebound by B. Griffin,119,127
456,4,1:49.0,,J. Crawford misses 2-pt jump shot from 19 ft,119,127
457,4,1:47.0,,Offensive rebound by B. Griffin,119,127
458,4,1:25.0,,J. Crawford misses 3-pt jump shot from 24 ft,119,127
459,4,1:24.0,Defensive rebound by J. Smith,,119,127
460,4,1:10.0,Shooting foul by D. Jordan (drawn by K. Oubre),,119,127
461,4,1:10.0,K. Oubre makes free throw 1 of 2,,120,127
462,4,1:10.0,K. Oubre makes free throw 2 of 2,,121,127
463,4,1:10.0,,LA Clippers full timeout,121,127
464,4,0:51.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),121,129
465,4,0:31.0,B. Beal makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),,124,129
466,4,0:18.0,,Shooting foul by I. Mahinmi (drawn by B. Griffin),124,129
467,4,0:18.0,,B. Griffin makes free throw 1 of 2,124,130
468,4,0:18.0,M. Gortat enters the game for I. Mahinmi,,124,129
469,4,0:18.0,,L. Mbah a Moute enters the game for J. Crawford,124,130
470,4,0:18.0,O. Porter enters the game for M. Gortat,,124,131
471,4,0:18.0,,B. Griffin makes free throw 2 of 2,124,131
472,4,0:18.0,Washington full timeout,,124,131
473,4,0:11.0,J. Smith misses 2-pt layup from 3 ft,,124,131
474,4,0:10.0,,Defensive rebound by D. Jordan,124,131
475,4,0:10.0,,Personal take foul by K. Oubre,124,131
476,4,0:10.0,,J. Redick makes free throw 1 of 2,124,132
477,4,0:10.0,,J. Redick makes free throw 2 of 2,124,133
478,4,0:01.0,B. Beal misses 3-pt jump shot from 26 ft,,124,133
479,4,0:00.0,Offensive rebound by Team,,124,133
