,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DETROIT_ACTION,HOUSTON_SCORE,DETROIT_SCORE
388,4,5:03.0,,Turnover by B. Udrih (lost ball; steal by E. Gordon),88,89
389,4,4:56.0,T. Ariza misses 3-pt jump shot from 27 ft,,88,89
390,4,4:56.0,Offensive rebound by Team,,88,89
391,4,4:56.0,,Detroit full timeout,88,89
392,4,4:56.0,,I. Smith enters the game for B. Udrih,88,89
393,4,4:34.0,T. Ariza misses 3-pt jump shot from 23 ft,,88,89
394,4,4:34.0,,Defensive rebound by A. Drummond,88,89
395,4,4:10.0,,M. Morris makes 2-pt jump shot from 16 ft,88,91
396,4,3:57.0,R. Anderson makes 2-pt layup from 1 ft (assist by J. Harden),,90,91
397,4,3:29.0,,M. Morris misses 3-pt jump shot from 26 ft,90,91
398,4,3:28.0,,Offensive rebound by J. Leuer,90,91
399,4,3:24.0,,J. Leuer misses 2-pt jump shot from 4 ft (block by R. Anderson),90,91
400,4,3:22.0,Defensive rebound by R. Anderson,,90,91
401,4,3:05.0,T. Ariza makes 3-pt jump shot from 28 ft (assist by C. Capela),,93,91
402,4,2:37.0,,I. Smith misses 2-pt jump shot from 18 ft,93,91
403,4,2:37.0,,Offensive rebound by Team,93,91
404,4,2:37.0,Houston full timeout,,93,91
405,4,2:28.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by I. Smith),93,93
406,4,2:15.0,Shooting foul by K. Caldwell-Pope (drawn by J. Harden),,93,93
407,4,2:15.0,J. Harden misses free throw 1 of 3,,93,93
408,4,2:15.0,Offensive rebound by Team,,93,93
409,4,2:15.0,J. Harden misses free throw 2 of 3,,93,93
410,4,2:15.0,Offensive rebound by Team,,93,93
411,4,2:15.0,J. Harden makes free throw 3 of 3,,94,93
412,4,1:49.0,,M. Morris misses 3-pt jump shot from 26 ft,94,93
413,4,1:49.0,Defensive rebound by T. Ariza,,94,93
414,4,1:26.0,E. Gordon misses 3-pt jump shot from 26 ft,,94,93
415,4,1:25.0,Offensive rebound by J. Harden,,94,93
416,4,1:06.0,J. Harden makes 2-pt jump shot from 19 ft,,96,93
417,4,1:06.0,,Detroit full timeout,96,93
418,4,0:50.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,96,93
419,4,0:50.0,,Offensive rebound by A. Drummond,96,93
420,4,0:47.0,,A. Drummond makes 2-pt layup from 1 ft,96,95
421,4,0:41.0,T. Ariza misses 3-pt jump shot from 23 ft,,96,95
422,4,0:40.0,,Defensive rebound by I. Smith,96,95
423,4,0:20.0,,I. Smith misses 2-pt layup from 1 ft,96,95
424,4,0:20.0,Defensive rebound by J. Harden,,96,95
425,4,0:20.0,Personal foul by I. Smith (drawn by J. Harden),,96,95
426,4,0:16.0,Houston full timeout,,96,95
427,4,0:16.0,Houston full timeout,,96,95
428,4,0:16.0,,S. Johnson enters the game for I. Smith,96,95
429,4,0:16.0,N. Hilário enters the game for C. Capela,,96,95
430,4,0:15.0,Personal take foul by J. Leuer (drawn by J. Harden),,96,95
431,4,0:15.0,J. Harden misses free throw 1 of 2,,96,95
432,4,0:15.0,Offensive rebound by Team,,96,95
433,4,0:15.0,,I. Smith enters the game for S. Johnson,96,95
434,4,0:15.0,C. Capela enters the game for N. Hilário,,96,95
435,4,0:15.0,P. Beverley enters the game for R. Anderson,,96,95
436,4,0:15.0,J. Harden makes free throw 2 of 2,,97,95
437,4,0:12.0,,Personal foul by J. Harden (drawn by M. Morris),97,95
438,4,0:12.0,,Detroit full timeout,97,95
439,4,0:12.0,,T. Harris enters the game for I. Smith,97,95
440,4,0:12.0,,B. Udrih enters the game for J. Leuer,97,95
441,4,0:09.0,,Shooting foul by C. Capela (drawn by K. Caldwell-Pope),97,95
442,4,0:09.0,,K. Caldwell-Pope makes free throw 1 of 2,97,96
443,4,0:09.0,,K. Caldwell-Pope misses free throw 2 of 2,97,96
444,4,0:09.0,R. Anderson enters the game for C. Capela,,97,96
445,4,0:09.0,N. Hilário enters the game for P. Beverley,,97,96
446,4,0:09.0,,J. Leuer enters the game for T. Harris,97,96
447,4,0:09.0,,S. Johnson enters the game for B. Udrih,97,96
448,4,0:08.0,Defensive rebound by Team,,97,96
449,4,0:07.0,Houston full timeout,,97,96
450,4,0:07.0,,T. Harris enters the game for J. Leuer,97,96
451,4,0:06.0,Personal foul by K. Caldwell-Pope (drawn by J. Harden),,97,96
452,4,0:06.0,J. Harden makes free throw 1 of 2,,98,96
453,4,0:06.0,J. Harden misses free throw 2 of 2,,98,96
454,4,0:06.0,,B. Udrih enters the game for S. Johnson,98,96
455,4,0:06.0,P. Beverley enters the game for R. Anderson,,98,96
456,4,0:06.0,C. Capela enters the game for N. Hilário,,98,96
457,4,0:05.0,,Defensive rebound by A. Drummond,98,96
458,4,0:05.0,,Personal foul by C. Capela (drawn by A. Drummond),98,96
459,4,0:05.0,,A. Drummond misses free throw 1 of 2,98,96
460,4,0:05.0,,Offensive rebound by Team,98,96
461,4,0:05.0,,A. Drummond misses free throw 2 of 2,98,96
462,4,0:05.0,,S. Johnson enters the game for T. Harris,98,96
463,4,0:05.0,,J. Leuer enters the game for B. Udrih,98,96
464,4,0:05.0,N. Hilário enters the game for C. Capela,,98,96
465,4,0:05.0,R. Anderson enters the game for P. Beverley,,98,96
466,4,0:04.0,Defensive rebound by J. Harden,,98,96
467,4,0:03.0,Personal foul by S. Johnson (drawn by J. Harden),,98,96
468,4,0:03.0,J. Harden misses free throw 1 of 2,,98,96
469,4,0:03.0,Offensive rebound by Team,,98,96
470,4,0:03.0,P. Beverley enters the game for R. Anderson,,98,96
471,4,0:03.0,C. Capela enters the game for N. Hilário,,98,96
472,4,0:03.0,J. Harden makes free throw 2 of 2,,99,96
473,4,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 50 ft,99,96
474,4,0:00.0,,Offensive rebound by Team,99,96
