,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHILADELPHIA_ACTION,CHICAGO_SCORE,PHILADELPHIA_SCORE
0,1,11:39.0,R. Lopez makes 2-pt hook shot from 12 ft,,2,0
1,1,11:28.0,,Turnover by J. Bayless (bad pass; steal by D. Wade),2,0
2,1,11:25.0,D. Wade makes 2-pt layup from 1 ft (assist by R. Rondo),,4,0
3,1,11:12.0,,R. Covington misses 3-pt jump shot from 26 ft,4,0
4,1,11:10.0,Defensive rebound by T. Gibson,,4,0
5,1,11:02.0,Offensive foul by R. Lopez (drawn by J. Okafor),,4,0
6,1,11:02.0,Turnover by R. Lopez (offensive foul),,4,0
7,1,10:42.0,,R. Covington misses 3-pt jump shot from 25 ft,4,0
8,1,10:40.0,Defensive rebound by R. Rondo,,4,0
9,1,10:35.0,J. Butler makes 2-pt jump shot from 18 ft (assist by R. Rondo),,6,0
10,1,10:12.0,,E. İlyasova misses 2-pt jump shot from 17 ft,6,0
11,1,10:09.0,Defensive rebound by R. Rondo,,6,0
12,1,10:01.0,Turnover by T. Gibson (step out of bounds),,6,0
13,1,9:48.0,,J. Bayless misses 2-pt jump shot from 14 ft,6,0
14,1,9:46.0,Defensive rebound by D. Wade,,6,0
15,1,9:38.0,D. Wade makes 2-pt jump shot from 16 ft,,8,0
16,1,9:37.0,,Philadelphia full timeout,8,0
17,1,9:20.0,,J. Okafor makes 2-pt layup from 2 ft,8,2
18,1,9:04.0,Turnover by T. Gibson (bad pass; steal by R. Covington),,8,2
19,1,8:43.0,,G. Henderson misses 2-pt jump shot from 20 ft (block by T. Gibson),8,2
20,1,8:41.0,Defensive rebound by J. Butler,,8,2
21,1,8:37.0,Shooting foul by J. Okafor (drawn by J. Butler),,8,2
22,1,8:37.0,J. Butler makes free throw 1 of 2,,9,2
23,1,8:37.0,J. Butler misses free throw 2 of 2,,9,2
24,1,8:36.0,,Defensive rebound by G. Henderson,9,2
25,1,8:20.0,,J. Okafor misses 2-pt jump shot from 11 ft,9,2
26,1,8:19.0,Defensive rebound by R. Rondo,,9,2
27,1,8:09.0,D. Wade misses 2-pt layup from 3 ft (block by R. Covington),,9,2
28,1,8:09.0,Offensive rebound by Team,,9,2
29,1,8:05.0,J. Butler misses 2-pt jump shot from 17 ft,,9,2
30,1,8:04.0,,Defensive rebound by J. Okafor,9,2
31,1,7:54.0,,J. Okafor misses 2-pt jump shot from 17 ft,9,2
32,1,7:52.0,Defensive rebound by R. Lopez,,9,2
33,1,7:40.0,T. Gibson makes 2-pt jump shot from 17 ft (assist by R. Lopez),,11,2
34,1,7:18.0,,R. Covington misses 2-pt layup from 3 ft (block by R. Lopez),11,2
35,1,7:15.0,,Offensive rebound by R. Covington,11,2
36,1,7:14.0,,G. Henderson misses 2-pt jump shot from 13 ft,11,2
37,1,7:12.0,Defensive rebound by T. Gibson,,11,2
38,1,6:54.0,R. Rondo misses 2-pt jump shot from 13 ft,,11,2
39,1,6:52.0,Offensive rebound by J. Butler,,11,2
40,1,6:49.0,Turnover by Team (shot clock),,11,2
41,1,6:35.0,,J. Okafor makes 2-pt dunk at rim (assist by J. Bayless),11,4
42,1,6:22.0,Turnover by R. Rondo (lost ball),,11,4
43,1,6:22.0,,N. Stauskas enters the game for G. Henderson,11,4
44,1,6:07.0,,J. Okafor makes 2-pt layup from 1 ft,11,6
45,1,5:53.0,D. Wade misses 2-pt jump shot from 14 ft,,11,6
46,1,5:52.0,Offensive rebound by R. Lopez,,11,6
47,1,5:52.0,R. Lopez misses 2-pt layup from 2 ft,,11,6
48,1,5:48.0,,Defensive rebound by J. Bayless,11,6
49,1,5:44.0,,Offensive foul by R. Covington (drawn by R. Rondo),11,6
50,1,5:44.0,,Turnover by R. Covington (offensive foul),11,6
51,1,5:44.0,,S. Rodríguez enters the game for J. Bayless,11,6
52,1,5:44.0,,D. Šarić enters the game for E. İlyasova,11,6
53,1,5:34.0,Personal foul by S. Rodríguez (drawn by J. Butler),,11,6
54,1,5:29.0,Turnover by R. Lopez (bad pass; steal by R. Covington),,11,6
55,1,5:27.0,,Shooting foul by J. Butler (drawn by R. Covington),11,6
56,1,5:27.0,,R. Covington makes free throw 1 of 2,11,7
57,1,5:27.0,N. Mirotić enters the game for T. Gibson,,11,7
58,1,5:27.0,I. Canaan enters the game for D. Wade,,11,7
59,1,5:27.0,,R. Covington makes free throw 2 of 2,11,8
60,1,5:14.0,J. Butler makes 2-pt dunk at rim (assist by R. Rondo),,13,8
61,1,4:52.0,,S. Rodríguez misses 2-pt jump shot from 17 ft,13,8
62,1,4:51.0,Defensive rebound by R. Rondo,,13,8
63,1,4:35.0,J. Butler makes 3-pt jump shot from 26 ft (assist by R. Rondo),,16,8
64,1,4:19.0,,J. Okafor misses 2-pt layup from 3 ft,16,8
65,1,4:17.0,Defensive rebound by R. Rondo,,16,8
66,1,4:10.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by N. Mirotić),,19,8
67,1,3:52.0,,Turnover by N. Stauskas (lost ball; steal by N. Mirotić),19,8
68,1,3:48.0,Shooting foul by R. Covington (drawn by N. Mirotić),,19,8
69,1,3:48.0,N. Mirotić misses free throw 1 of 2,,19,8
70,1,3:48.0,Offensive rebound by Team,,19,8
71,1,3:48.0,,R. Holmes enters the game for J. Okafor,19,8
72,1,3:48.0,,H. Thompson enters the game for R. Covington,19,8
73,1,3:48.0,D. Valentine enters the game for R. Rondo,,19,8
74,1,3:48.0,N. Mirotić makes free throw 2 of 2,,20,8
75,1,3:48.0,Violation by Team (delay of game),,20,8
76,1,3:36.0,,H. Thompson makes 2-pt layup from 1 ft (assist by S. Rodríguez),20,10
77,1,3:18.0,Personal foul by H. Thompson (drawn by J. Butler),,20,10
78,1,3:18.0,B. Portis enters the game for R. Lopez,,20,10
79,1,3:08.0,J. Butler misses 2-pt jump shot from 13 ft,,20,10
80,1,3:06.0,,Defensive rebound by N. Stauskas,20,10
81,1,2:56.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by D. Šarić),20,13
82,1,2:38.0,Turnover by N. Mirotić (bad pass; steal by R. Holmes),,20,13
83,1,2:14.0,,D. Šarić misses 2-pt jump shot from 15 ft,20,13
84,1,2:13.0,Defensive rebound by J. Butler,,20,13
85,1,1:54.0,N. Mirotić misses 3-pt jump shot from 26 ft,,20,13
86,1,1:52.0,,Defensive rebound by N. Stauskas,20,13
87,1,1:43.0,,Offensive foul by S. Rodríguez (drawn by I. Canaan),20,13
88,1,1:43.0,,Turnover by S. Rodríguez (offensive foul),20,13
89,1,1:43.0,Chicago full timeout,,20,13
90,1,1:43.0,,T. McConnell enters the game for S. Rodríguez,20,13
91,1,1:27.0,D. Valentine misses 2-pt jump shot from 21 ft,,20,13
92,1,1:25.0,Offensive rebound by B. Portis,,20,13
93,1,1:17.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by B. Portis),,23,13
94,1,0:54.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by T. McConnell),23,16
95,1,0:41.0,J. Butler misses 2-pt jump shot from 14 ft,,23,16
96,1,0:39.0,,Defensive rebound by N. Stauskas,23,16
97,1,0:23.0,,R. Holmes makes 3-pt jump shot from 24 ft (assist by N. Stauskas),23,19
98,1,0:02.0,J. Butler misses 2-pt jump shot from 12 ft,,23,19
99,1,0:00.0,,Defensive rebound by D. Šarić,23,19
100,2,11:44.0,,Turnover by R. Holmes (lost ball),23,19
101,2,11:34.0,D. Wade misses 2-pt jump shot from 16 ft,,23,19
102,2,11:28.0,,Defensive rebound by D. Šarić,23,19
103,2,11:14.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by D. Šarić),23,22
104,2,10:54.0,B. Portis makes 2-pt hook shot from 4 ft (assist by N. Mirotić),,25,22
105,2,10:44.0,,Personal foul by D. Valentine (drawn by N. Stauskas),25,22
106,2,10:35.0,,D. Šarić misses 2-pt jump shot from 18 ft,25,22
107,2,10:33.0,Defensive rebound by D. Valentine,,25,22
108,2,10:25.0,B. Portis misses 3-pt jump shot from 24 ft,,25,22
109,2,10:23.0,,Defensive rebound by D. Šarić,25,22
110,2,10:18.0,,Turnover by D. Šarić (bad pass; steal by N. Mirotić),25,22
111,2,10:09.0,I. Canaan misses 3-pt jump shot from 28 ft (block by N. Stauskas),,25,22
112,2,10:07.0,,Defensive rebound by H. Thompson,25,22
113,2,10:05.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by H. Thompson),25,24
114,2,9:52.0,Personal foul by H. Thompson (drawn by D. Wade),,25,24
115,2,9:52.0,,J. Okafor enters the game for R. Holmes,25,24
116,2,9:52.0,,G. Henderson enters the game for H. Thompson,25,24
