,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PORTLAND_ACTION,MILWAUKEE_SCORE,PORTLAND_SCORE
46,1,5:43.0,M. Teletović enters the game for G. Antetokounmpo,,8,14
47,1,5:43.0,,A. Crabbe enters the game for C. McCollum,8,14
48,1,5:35.0,,J. Nurkić makes 2-pt jump shot from 20 ft (assist by N. Vonleh),8,16
49,1,5:18.0,K. Middleton misses 2-pt layup at rim,,8,16
50,1,5:18.0,Offensive rebound by G. Monroe,,8,16
51,1,5:12.0,M. Teletović misses 3-pt jump shot from 25 ft,,8,16
52,1,5:11.0,,Defensive rebound by J. Nurkić,8,16
53,1,4:58.0,,Shooting foul by G. Monroe (drawn by J. Nurkić),8,16
54,1,4:58.0,,J. Nurkić misses free throw 1 of 2,8,16
55,1,4:58.0,,Offensive rebound by Team,8,16
56,1,4:58.0,,J. Nurkić makes free throw 2 of 2,8,17
57,1,4:47.0,Personal block foul by J. Nurkić (drawn by G. Monroe),,8,17
58,1,4:47.0,,E. Turner enters the game for M. Harkless,8,17
59,1,4:47.0,,M. Leonard enters the game for J. Nurkić,8,17
60,1,4:47.0,,A. Aminu enters the game for N. Vonleh,8,17
61,1,4:42.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Monroe),,11,17
62,1,4:25.0,,A. Crabbe misses 3-pt jump shot from 24 ft,11,17
63,1,4:23.0,Defensive rebound by T. Snell,,11,17
64,1,4:15.0,G. Monroe makes 2-pt jump shot from 3 ft,,13,17
65,1,4:01.0,,D. Lillard misses 3-pt jump shot from 26 ft,13,17
66,1,3:58.0,Defensive rebound by M. Teletović,,13,17
67,1,3:45.0,K. Middleton misses 2-pt jump shot from 18 ft,,13,17
68,1,3:44.0,,Defensive rebound by M. Leonard,13,17
69,1,3:33.0,,A. Crabbe misses 2-pt layup from 2 ft,13,17
70,1,3:33.0,Defensive rebound by M. Teletović,,13,17
71,1,3:25.0,K. Middleton makes 2-pt layup from 3 ft (assist by G. Monroe),,15,17
72,1,3:25.0,,Portland full timeout,15,17
73,1,3:25.0,J. Terry enters the game for T. Snell,,15,17
74,1,3:05.0,,E. Turner misses 2-pt jump shot from 20 ft,15,17
75,1,3:04.0,Defensive rebound by G. Monroe,,15,17
76,1,2:45.0,G. Monroe misses 2-pt jump shot from 16 ft,,15,17
77,1,2:44.0,,Defensive rebound by A. Aminu,15,17
78,1,2:33.0,,Turnover by A. Aminu (bad pass; steal by J. Terry),15,17
79,1,2:22.0,Turnover by G. Monroe (traveling),,15,17
80,1,2:22.0,,C. McCollum enters the game for D. Lillard,15,17
81,1,2:09.0,,Turnover by C. McCollum (bad pass; steal by K. Middleton),15,17
82,1,2:07.0,Turnover by J. Terry (bad pass),,15,17
83,1,1:54.0,,Turnover by A. Crabbe (lost ball; steal by K. Middleton),15,17
84,1,1:46.0,J. Terry misses 2-pt jump shot from 21 ft,,15,17
85,1,1:46.0,,Defensive rebound by A. Crabbe,15,17
86,1,1:37.0,,C. McCollum makes 2-pt hook shot from 3 ft,15,19
87,1,1:16.0,G. Monroe misses 2-pt layup from 3 ft,,15,19
88,1,1:16.0,Offensive rebound by G. Monroe,,15,19
89,1,1:13.0,G. Monroe misses 2-pt layup from 3 ft,,15,19
90,1,1:12.0,,Defensive rebound by M. Leonard,15,19
91,1,0:58.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by M. Leonard),15,21
92,1,0:49.0,Personal foul by M. Leonard (drawn by M. Dellavedova),,15,21
93,1,0:49.0,G. Antetokounmpo enters the game for K. Middleton,,15,21
94,1,0:40.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,15,21
95,1,0:39.0,,Defensive rebound by A. Aminu,15,21
96,1,0:29.0,,C. McCollum misses 3-pt jump shot from 25 ft,15,21
97,1,0:29.0,Defensive rebound by G. Antetokounmpo,,15,21
98,1,0:10.0,J. Terry makes 3-pt jump shot from 26 ft (assist by M. Teletović),,18,21
99,1,0:00.0,,Turnover by C. McCollum (bad pass; steal by M. Dellavedova),18,21
100,2,11:50.0,Personal foul by M. Leonard (drawn by G. Antetokounmpo),,18,21
101,2,11:44.0,M. Teletović misses 3-pt jump shot from 25 ft,,18,21
102,2,11:43.0,,Defensive rebound by E. Turner,18,21
103,2,11:31.0,,Turnover by E. Turner (bad pass; steal by G. Antetokounmpo),18,21
104,2,11:28.0,,Offensive charge foul by J. Henson (drawn by M. Leonard),18,21
105,2,11:28.0,Turnover by J. Henson (offensive foul),,18,21
106,2,11:14.0,,Turnover by E. Turner (lost ball; steal by J. Henson),18,21
107,2,11:10.0,G. Antetokounmpo makes 2-pt dunk at rim,,20,21
108,2,11:10.0,Violation by Team (jump ball),,20,21
109,2,10:52.0,,M. Leonard misses 2-pt jump shot from 19 ft,20,21
110,2,10:50.0,Defensive rebound by M. Teletović,,20,21
111,2,10:41.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,20,21
112,2,10:40.0,,Defensive rebound by A. Aminu,20,21
113,2,10:30.0,,E. Turner misses 2-pt jump shot from 4 ft (block by J. Henson),20,21
114,2,10:28.0,Defensive rebound by M. Teletović,,20,21
115,2,10:27.0,G. Antetokounmpo misses 2-pt layup at rim,,20,21
116,2,10:26.0,,Defensive rebound by A. Aminu,20,21
117,2,10:15.0,,Shooting foul by G. Antetokounmpo (drawn by A. Aminu),20,21
118,2,10:15.0,,A. Aminu misses free throw 1 of 2,20,21
119,2,10:15.0,,Offensive rebound by Team,20,21
120,2,10:15.0,,A. Aminu misses free throw 2 of 2,20,21
121,2,10:15.0,,N. Vonleh enters the game for M. Leonard,20,21
122,2,10:14.0,Defensive rebound by G. Antetokounmpo,,20,21
123,2,9:53.0,M. Teletović misses 2-pt jump shot from 19 ft,,20,21
124,2,9:53.0,,Defensive rebound by A. Crabbe,20,21
125,2,9:45.0,,Turnover by A. Aminu (traveling),20,21
126,2,9:36.0,Def 3 sec tech foul by N. Vonleh,,20,21
127,2,9:36.0,M. Dellavedova makes technical free throw,,21,21
128,2,9:27.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,23,21
129,2,9:10.0,,E. Turner misses 2-pt jump shot from 16 ft,23,21
130,2,9:10.0,Defensive rebound by M. Dellavedova,,23,21
131,2,9:07.0,Shooting foul by C. McCollum (drawn by G. Antetokounmpo),,23,21
132,2,9:07.0,G. Antetokounmpo makes free throw 1 of 2,,24,21
133,2,9:07.0,,D. Lillard enters the game for C. McCollum,24,21
134,2,9:07.0,,S. Napier enters the game for E. Turner,24,21
135,2,9:07.0,G. Antetokounmpo makes free throw 2 of 2,,25,21
136,2,8:52.0,,Shooting foul by M. Teletović (drawn by A. Aminu),25,21
137,2,8:52.0,Official timeout,,25,21
138,2,8:52.0,,A. Aminu misses free throw 1 of 2,25,21
139,2,8:52.0,,Offensive rebound by Team,25,21
140,2,8:52.0,,A. Aminu makes free throw 2 of 2,25,22
141,2,8:33.0,G. Antetokounmpo makes 2-pt hook shot from 5 ft,,27,22
142,2,8:10.0,,N. Vonleh makes 2-pt dunk at rim (assist by A. Crabbe),27,24
143,2,7:52.0,Personal foul by S. Napier (drawn by G. Antetokounmpo),,27,24
144,2,7:43.0,M. Dellavedova makes 2-pt jump shot from 20 ft,,29,24
145,2,7:25.0,,D. Lillard misses 2-pt jump shot from 20 ft,29,24
146,2,7:25.0,Defensive rebound by G. Antetokounmpo,,29,24
147,2,7:14.0,M. Teletović misses 3-pt jump shot from 25 ft,,29,24
148,2,7:12.0,,Defensive rebound by Team,29,24
149,2,7:12.0,T. Snell enters the game for M. Teletović,,29,24
150,2,6:58.0,,S. Napier misses 2-pt layup from 1 ft (block by J. Henson),29,24
151,2,6:56.0,Defensive rebound by J. Henson,,29,24
152,2,6:44.0,G. Antetokounmpo misses 2-pt layup at rim,,29,24
153,2,6:43.0,Offensive rebound by J. Henson,,29,24
154,2,6:43.0,J. Henson makes 2-pt dunk at rim,,31,24
155,2,6:43.0,,Portland full timeout,31,24
156,2,6:43.0,,J. Nurkić enters the game for N. Vonleh,31,24
157,2,6:43.0,,M. Harkless enters the game for A. Aminu,31,24
158,2,6:43.0,M. Brogdon enters the game for M. Dellavedova,,31,24
159,2,6:26.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by S. Napier),31,27
160,2,6:12.0,J. Terry misses 2-pt layup from 3 ft (block by M. Harkless),,31,27
161,2,6:12.0,Offensive rebound by Team,,31,27
162,2,6:12.0,,C. McCollum enters the game for S. Napier,31,27
163,2,5:59.0,J. Henson misses 2-pt layup from 2 ft (block by M. Harkless),,31,27
164,2,5:58.0,,Defensive rebound by M. Harkless,31,27
165,2,5:50.0,,Shooting foul by M. Brogdon (drawn by C. McCollum),31,27
166,2,5:50.0,,C. McCollum makes free throw 1 of 2,31,28
167,2,5:50.0,,C. McCollum makes free throw 2 of 2,31,29
168,2,5:35.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),,33,29
169,2,5:35.0,Shooting foul by C. McCollum (drawn by G. Antetokounmpo),,33,29
170,2,5:35.0,G. Antetokounmpo makes free throw 1 of 1,,34,29
171,2,5:14.0,,J. Nurkić misses 2-pt hook shot from 4 ft,34,29
172,2,5:14.0,Defensive rebound by G. Antetokounmpo,,34,29
173,2,4:55.0,G. Antetokounmpo makes 2-pt hook shot from 4 ft,,36,29
174,2,4:42.0,,A. Crabbe misses 3-pt jump shot from 26 ft,36,29
175,2,4:37.0,Defensive rebound by J. Terry,,36,29
176,2,4:28.0,J. Henson misses 2-pt jump shot from 4 ft,,36,29
177,2,4:28.0,Offensive rebound by Team,,36,29
178,2,4:28.0,K. Middleton enters the game for J. Terry,,36,29
179,2,4:28.0,G. Monroe enters the game for J. Henson,,36,29
180,2,4:28.0,,E. Turner enters the game for A. Crabbe,36,29
181,2,4:12.0,G. Monroe misses 2-pt jump shot from 18 ft,,36,29
182,2,4:12.0,,Defensive rebound by D. Lillard,36,29
183,2,4:03.0,,D. Lillard misses 2-pt layup from 2 ft,36,29
184,2,4:02.0,Defensive rebound by M. Brogdon,,36,29
185,2,3:46.0,Turnover by M. Brogdon (bad pass; steal by D. Lillard),,36,29
186,2,3:42.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),36,31
187,2,3:42.0,Milwaukee full timeout,,36,31
188,2,3:25.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,36,31
189,2,3:24.0,,Defensive rebound by J. Nurkić,36,31
190,2,3:14.0,,Turnover by D. Lillard (bad pass; steal by K. Middleton),36,31
191,2,3:09.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,38,31
192,2,2:42.0,,C. McCollum misses 2-pt jump shot from 15 ft,38,31
193,2,2:41.0,Defensive rebound by M. Brogdon,,38,31
194,2,2:28.0,K. Middleton misses 2-pt jump shot from 8 ft,,38,31
195,2,2:28.0,,Defensive rebound by J. Nurkić,38,31
196,2,2:13.0,,M. Harkless misses 3-pt jump shot from 23 ft,38,31
197,2,2:13.0,,Offensive rebound by J. Nurkić,38,31
198,2,2:13.0,,Personal foul by M. Brogdon (drawn by J. Nurkić),38,31
199,2,1:58.0,,Shooting foul by K. Middleton (drawn by D. Lillard),38,31
200,2,1:58.0,,D. Lillard makes free throw 1 of 2,38,32
201,2,1:58.0,,D. Lillard makes free throw 2 of 2,38,33
202,2,1:41.0,G. Monroe makes 2-pt hook shot from 4 ft,,40,33
203,2,1:21.0,,C. McCollum misses 3-pt jump shot from 25 ft,40,33
204,2,1:21.0,,Offensive rebound by Team,40,33
205,2,1:15.0,,D. Lillard misses 2-pt layup from 1 ft,40,33
206,2,1:15.0,Defensive rebound by M. Brogdon,,40,33
207,2,1:06.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,43,33
208,2,0:45.0,,C. McCollum misses 2-pt layup from 1 ft (block by G. Monroe),43,33
209,2,0:41.0,Defensive rebound by M. Brogdon,,43,33
210,2,0:37.0,K. Middleton makes 3-pt jump shot from 25 ft,,46,33
211,2,0:37.0,,Portland full timeout,46,33
212,2,0:37.0,,M. Leonard enters the game for J. Nurkić,46,33
213,2,0:37.0,,A. Crabbe enters the game for E. Turner,46,33
214,2,0:27.0,,A. Crabbe makes 2-pt jump shot from 8 ft (assist by D. Lillard),46,35
215,2,0:07.0,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),,48,35
216,2,0:00.0,,D. Lillard misses 3-pt jump shot from 26 ft,48,35
217,2,0:00.0,,Offensive rebound by Team,48,35
218,3,11:50.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,50,35
219,3,11:25.0,,M. Harkless misses 3-pt jump shot from 25 ft,50,35
220,3,11:24.0,,Offensive rebound by N. Vonleh,50,35
221,3,11:22.0,,N. Vonleh misses 2-pt layup from 2 ft,50,35
222,3,11:22.0,,Offensive rebound by N. Vonleh,50,35
223,3,11:22.0,,Shooting foul by G. Antetokounmpo (drawn by N. Vonleh),50,35
224,3,11:22.0,,N. Vonleh makes free throw 1 of 2,50,36
225,3,11:22.0,,N. Vonleh misses free throw 2 of 2,50,36
226,3,11:19.0,,Offensive rebound by J. Nurkić,50,36
227,3,11:19.0,,J. Nurkić misses 2-pt layup from 2 ft,50,36
228,3,11:16.0,,Offensive rebound by J. Nurkić,50,36
229,3,11:15.0,,J. Nurkić makes 2-pt layup from 1 ft,50,38
230,3,11:01.0,K. Middleton misses 2-pt jump shot from 13 ft,,50,38
231,3,11:01.0,,Defensive rebound by N. Vonleh,50,38
232,3,10:54.0,,Personal foul by J. Henson (drawn by J. Nurkić),50,38
233,3,10:43.0,,Turnover by J. Nurkić (lost ball),50,38
234,3,10:27.0,M. Brogdon misses 3-pt hook shot from 25 ft,,50,38
235,3,10:26.0,,Defensive rebound by N. Vonleh,50,38
236,3,10:17.0,,D. Lillard makes 3-pt jump shot from 26 ft,50,41
237,3,9:58.0,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,53,41
238,3,9:38.0,,Turnover by C. McCollum (bad pass),53,41
239,3,9:21.0,K. Middleton misses 2-pt jump shot from 10 ft,,53,41
240,3,9:19.0,Offensive rebound by J. Henson,,53,41
241,3,9:13.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,53,41
242,3,9:12.0,,Defensive rebound by J. Nurkić,53,41
243,3,9:03.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),53,43
244,3,8:48.0,K. Middleton makes 2-pt layup from 3 ft (assist by T. Snell),,55,43
245,3,8:48.0,Shooting foul by M. Harkless (drawn by K. Middleton),,55,43
246,3,8:48.0,K. Middleton makes free throw 1 of 1,,56,43
247,3,8:35.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),56,45
248,3,8:10.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by M. Brogdon),,58,45
249,3,7:59.0,,D. Lillard misses 3-pt jump shot from 24 ft,58,45
250,3,7:59.0,Defensive rebound by M. Brogdon,,58,45
251,3,7:46.0,Turnover by J. Henson (lost ball; steal by J. Nurkić),,58,45
252,3,7:32.0,,C. McCollum makes 2-pt jump shot from 20 ft (assist by D. Lillard),58,47
253,3,7:09.0,G. Monroe enters the game for J. Henson,,58,47
254,3,7:07.0,T. Snell makes 2-pt layup from 2 ft (assist by K. Middleton),,60,47
255,3,7:04.0,,Portland full timeout,60,47
256,3,6:50.0,,C. McCollum makes 2-pt layup at rim,60,49
257,3,6:23.0,K. Middleton misses 2-pt jump shot from 17 ft,,60,49
258,3,6:22.0,,Defensive rebound by M. Harkless,60,49
259,3,6:09.0,,J. Nurkić misses 2-pt hook shot from 2 ft,60,49
260,3,6:08.0,Defensive rebound by K. Middleton,,60,49
261,3,6:00.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,60,49
262,3,5:58.0,Offensive rebound by M. Brogdon,,60,49
263,3,5:55.0,M. Brogdon makes 2-pt layup from 1 ft,,62,49
264,3,5:26.0,,C. McCollum misses 2-pt jump shot from 18 ft,62,49
265,3,5:25.0,Defensive rebound by K. Middleton,,62,49
266,3,5:19.0,G. Monroe misses 2-pt layup at rim,,62,49
267,3,5:18.0,Offensive rebound by G. Monroe,,62,49
268,3,5:18.0,Shooting foul by J. Nurkić (drawn by G. Monroe),,62,49
269,3,5:18.0,G. Monroe misses free throw 1 of 2,,62,49
270,3,5:18.0,Offensive rebound by Team,,62,49
271,3,5:18.0,,A. Crabbe enters the game for C. McCollum,62,49
272,3,5:18.0,,A. Aminu enters the game for J. Nurkić,62,49
273,3,5:18.0,M. Dellavedova enters the game for T. Snell,,62,49
274,3,5:18.0,G. Monroe makes free throw 2 of 2,,63,49
275,3,5:05.0,,A. Crabbe misses 2-pt jump shot from 23 ft,63,49
276,3,5:03.0,Defensive rebound by G. Antetokounmpo,,63,49
277,3,4:58.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Lillard),,63,49
278,3,4:46.0,,D. Lillard makes 2-pt layup from 2 ft,63,51
279,3,4:32.0,G. Monroe misses 2-pt layup from 2 ft (block by A. Aminu),,63,51
280,3,4:31.0,,Defensive rebound by M. Harkless,63,51
281,3,4:30.0,,Personal foul by G. Monroe (drawn by D. Lillard),63,51
282,3,4:07.0,,M. Harkless misses 2-pt layup from 2 ft,63,51
283,3,4:07.0,,Offensive rebound by N. Vonleh,63,51
284,3,4:07.0,,N. Vonleh makes 2-pt layup at rim,63,53
285,3,4:07.0,,Shooting foul by G. Monroe (drawn by N. Vonleh),63,53
286,3,4:07.0,,E. Turner enters the game for M. Harkless,63,53
287,3,4:07.0,,N. Vonleh makes free throw 1 of 1,63,54
288,3,3:48.0,M. Dellavedova misses 2-pt jump shot at rim,,63,54
289,3,3:48.0,,Defensive rebound by D. Lillard,63,54
290,3,3:39.0,,Shooting foul by M. Brogdon (drawn by N. Vonleh),63,54
291,3,3:39.0,,N. Vonleh makes free throw 1 of 2,63,55
292,3,3:39.0,,N. Vonleh makes free throw 2 of 2,63,56
293,3,3:27.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Brogdon),,65,56
294,3,3:14.0,,E. Turner misses 2-pt jump shot from 19 ft,65,56
295,3,3:13.0,,Offensive rebound by A. Aminu,65,56
296,3,3:13.0,,A. Aminu misses 2-pt layup from 1 ft,65,56
297,3,3:12.0,Defensive rebound by G. Antetokounmpo,,65,56
298,3,3:04.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,65,56
299,3,3:03.0,,Defensive rebound by A. Aminu,65,56
300,3,2:54.0,,D. Lillard makes 2-pt layup from 1 ft,65,58
301,3,2:53.0,Milwaukee full timeout,,65,58
302,3,2:53.0,J. Terry enters the game for G. Antetokounmpo,,65,58
303,3,2:53.0,M. Teletović enters the game for M. Brogdon,,65,58
304,3,2:33.0,M. Teletović misses 2-pt jump shot from 3 ft,,65,58
305,3,2:33.0,Offensive rebound by G. Monroe,,65,58
306,3,2:30.0,G. Monroe misses 2-pt hook shot from 2 ft,,65,58
307,3,2:29.0,,Defensive rebound by A. Aminu,65,58
308,3,2:19.0,,A. Crabbe misses 3-pt jump shot from 25 ft,65,58
309,3,2:18.0,Defensive rebound by M. Dellavedova,,65,58
310,3,2:05.0,K. Middleton makes 2-pt jump shot from 18 ft,,67,58
311,3,1:42.0,,D. Lillard makes 2-pt jump shot from 15 ft,67,60
312,3,1:28.0,Turnover by K. Middleton (bad pass; steal by N. Vonleh),,67,60
313,3,1:22.0,,Personal foul by M. Teletović (drawn by D. Lillard),67,60
314,3,1:22.0,,D. Lillard makes free throw 1 of 2,67,61
315,3,1:22.0,,D. Lillard misses free throw 2 of 2,67,61
316,3,1:22.0,,J. Nurkić enters the game for N. Vonleh,67,61
317,3,1:22.0,T. Snell enters the game for K. Middleton,,67,61
318,3,1:21.0,Defensive rebound by G. Monroe,,67,61
319,3,1:02.0,Turnover by T. Snell (lost ball; steal by D. Lillard),,67,61
320,3,1:00.0,,D. Lillard makes 2-pt layup from 1 ft (assist by A. Aminu),67,63
321,3,0:48.0,M. Dellavedova misses 2-pt layup from 1 ft,,67,63
322,3,0:48.0,,Defensive rebound by J. Nurkić,67,63
323,3,0:33.0,,D. Lillard misses 2-pt jump shot from 3 ft,67,63
324,3,0:31.0,,Offensive rebound by D. Lillard,67,63
325,3,0:22.0,,A. Aminu misses 2-pt layup from 1 ft,67,63
326,3,0:20.0,Defensive rebound by J. Terry,,67,63
327,4,11:36.0,,A. Aminu misses 2-pt jump shot from 18 ft (block by J. Terry),67,63
328,4,11:35.0,Defensive rebound by J. Terry,,67,63
329,4,11:20.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by T. Snell),,70,63
330,4,11:07.0,,C. McCollum makes 3-pt jump shot from 26 ft,70,66
331,4,10:52.0,Turnover by J. Henson (bad pass; steal by J. Nurkić),,70,66
332,4,10:50.0,,Shooting foul by T. Snell (drawn by A. Crabbe),70,66
333,4,10:50.0,,A. Crabbe makes free throw 1 of 2,70,67
334,4,10:50.0,,A. Crabbe makes free throw 2 of 2,70,68
335,4,10:42.0,Def 3 sec tech foul by J. Nurkić,,70,68
336,4,10:42.0,M. Dellavedova makes technical free throw,,71,68
337,4,10:35.0,M. Dellavedova misses 2-pt jump shot from 13 ft,,71,68
338,4,10:32.0,Offensive rebound by J. Henson,,71,68
339,4,10:32.0,J. Henson misses 2-pt layup from 1 ft,,71,68
340,4,10:29.0,Offensive rebound by J. Henson,,71,68
341,4,10:29.0,J. Henson makes 2-pt hook shot from 8 ft,,73,68
342,4,10:13.0,,Shooting foul by M. Teletović (drawn by A. Aminu),73,68
343,4,10:13.0,,A. Aminu makes free throw 1 of 2,73,69
344,4,10:13.0,,A. Aminu misses free throw 2 of 2,73,69
345,4,10:13.0,Defensive rebound by Team,,73,69
346,4,10:13.0,Personal foul by A. Aminu (drawn by J. Terry),,73,69
347,4,10:05.0,M. Dellavedova makes 2-pt jump shot from 8 ft,,75,69
348,4,9:47.0,,A. Crabbe makes 2-pt jump shot from 21 ft (assist by C. McCollum),75,71
349,4,9:34.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,78,71
350,4,9:19.0,,A. Aminu misses 3-pt jump shot from 24 ft,78,71
351,4,9:18.0,Defensive rebound by T. Snell,,78,71
352,4,9:08.0,T. Snell misses 3-pt jump shot from 24 ft,,78,71
353,4,9:07.0,,Defensive rebound by A. Crabbe,78,71
354,4,8:59.0,Offensive charge foul by J. Nurkić (drawn by M. Teletović),,78,71
355,4,8:59.0,,Turnover by J. Nurkić (offensive foul),78,71
356,4,8:59.0,Official timeout,,78,71
357,4,8:59.0,,D. Lillard enters the game for E. Turner,78,71
358,4,8:45.0,M. Teletović makes 2-pt layup from 2 ft,,80,71
359,4,8:23.0,,J. Nurkić makes 2-pt hook shot from 2 ft,80,73
360,4,8:23.0,,Shooting foul by J. Henson (drawn by J. Nurkić),80,73
361,4,8:23.0,,J. Nurkić misses free throw 1 of 1,80,73
362,4,8:23.0,Defensive rebound by J. Henson,,80,73
363,4,8:23.0,,M. Harkless enters the game for A. Aminu,80,73
364,4,8:15.0,Offensive foul by J. Henson (drawn by D. Lillard),,80,73
365,4,8:15.0,Turnover by J. Henson (offensive foul),,80,73
366,4,8:15.0,,N. Vonleh enters the game for J. Nurkić,80,73
367,4,8:03.0,,D. Lillard makes 2-pt jump shot from 4 ft,80,75
368,4,7:47.0,M. Dellavedova misses 2-pt jump shot from 15 ft,,80,75
369,4,7:47.0,Offensive rebound by Team,,80,75
370,4,7:47.0,Personal foul by N. Vonleh (drawn by J. Henson),,80,75
371,4,7:47.0,G. Antetokounmpo enters the game for M. Teletović,,80,75
372,4,7:47.0,G. Monroe enters the game for J. Henson,,80,75
373,4,7:34.0,Shooting foul by M. Harkless (drawn by G. Antetokounmpo),,80,75
374,4,7:34.0,G. Antetokounmpo makes free throw 1 of 2,,81,75
375,4,7:34.0,G. Antetokounmpo misses free throw 2 of 2,,81,75
376,4,7:33.0,,Defensive rebound by A. Crabbe,81,75
377,4,7:10.0,,D. Lillard makes 2-pt layup at rim,81,77
378,4,6:54.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,83,77
379,4,6:42.0,,D. Lillard makes 2-pt layup from 1 ft,83,79
380,4,6:24.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,83,79
