,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
33,1,7:10.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,16,11
34,1,6:54.0,,Turnover by B. Lopez (lost ball; steal by T. Gibson),16,11
35,1,6:50.0,R. Westbrook misses 2-pt layup from 1 ft,,16,11
36,1,6:50.0,,Defensive rebound by Team,16,11
37,1,6:50.0,,Personal foul by A. Roberson (drawn by J. Lin),16,11
38,1,6:49.0,Á. Abrines enters the game for A. Roberson,,16,11
39,1,6:32.0,,J. Lin makes 2-pt layup from 2 ft,16,13
40,1,6:16.0,T. Gibson makes 2-pt hook shot from 7 ft,,18,13
41,1,5:59.0,,B. Lopez makes 2-pt jump shot from 11 ft (assist by R. Foye),18,15
42,1,5:40.0,Á. Abrines misses 3-pt jump shot from 26 ft,,18,15
43,1,5:39.0,,Defensive rebound by C. LeVert,18,15
44,1,5:36.0,,Shooting foul by V. Oladipo (drawn by C. LeVert),18,15
45,1,5:36.0,,C. LeVert makes free throw 1 of 2,18,16
46,1,5:36.0,,I. Whitehead enters the game for R. Foye,18,16
47,1,5:36.0,D. McDermott enters the game for V. Oladipo,,18,16
48,1,5:36.0,,C. LeVert makes free throw 2 of 2,18,17
49,1,5:24.0,Turnover by S. Adams (lost ball; steal by R. Hollis-Jefferson),,18,17
50,1,5:17.0,,J. Lin misses 2-pt jump shot from 8 ft,18,17
51,1,5:15.0,Defensive rebound by T. Gibson,,18,17
52,1,5:07.0,T. Gibson makes 2-pt jump shot from 13 ft (assist by R. Westbrook),,20,17
53,1,4:53.0,,C. LeVert makes 2-pt layup from 3 ft,20,19
54,1,4:45.0,R. Westbrook makes 3-pt jump shot from 27 ft,,23,19
55,1,4:27.0,,C. LeVert makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),23,22
56,1,4:09.0,T. Gibson misses 2-pt jump shot from 20 ft,,23,22
57,1,4:09.0,,Defensive rebound by B. Lopez,23,22
58,1,3:58.0,,Turnover by C. LeVert (bad pass; steal by S. Adams),23,22
59,1,3:50.0,Á. Abrines makes 2-pt layup from 3 ft (assist by R. Westbrook),,25,22
60,1,3:39.0,,Turnover by J. Lin (lost ball; steal by R. Westbrook),25,22
61,1,3:36.0,R. Westbrook makes 2-pt dunk at rim,,27,22
62,1,3:36.0,,Brooklyn full timeout,27,22
63,1,3:36.0,,T. Booker enters the game for J. Lin,27,22
64,1,3:36.0,,Q. Acy enters the game for B. Lopez,27,22
65,1,3:36.0,,S. Kilpatrick enters the game for C. LeVert,27,22
66,1,3:36.0,,S. Dinwiddie enters the game for R. Hollis-Jefferson,27,22
67,1,3:35.0,E. Freedom enters the game for T. Gibson,,27,22
68,1,3:35.0,D. Sabonis enters the game for S. Adams,,27,22
69,1,3:17.0,,T. Booker makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),27,25
70,1,2:57.0,R. Westbrook makes 2-pt jump shot from 4 ft,,29,25
71,1,2:57.0,Shooting foul by Q. Acy (drawn by R. Westbrook),,29,25
72,1,2:57.0,Oklahoma City full timeout,,29,25
73,1,2:57.0,R. Westbrook makes free throw 1 of 1,,30,25
74,1,2:39.0,,S. Kilpatrick makes 2-pt jump shot from 7 ft,30,27
75,1,2:28.0,E. Freedom misses 2-pt dunk at rim (block by I. Whitehead),,30,27
76,1,2:25.0,,Defensive rebound by Q. Acy,30,27
77,1,2:10.0,,T. Booker misses 2-pt jump shot from 9 ft,30,27
78,1,2:09.0,Defensive rebound by D. Sabonis,,30,27
79,1,2:02.0,R. Westbrook misses 3-pt jump shot from 25 ft,,30,27
80,1,2:01.0,,Defensive rebound by T. Booker,30,27
81,1,1:55.0,,Turnover by T. Booker (traveling),30,27
82,1,1:55.0,S. Christon enters the game for R. Westbrook,,30,27
83,1,1:35.0,Á. Abrines makes 2-pt jump shot from 12 ft (assist by S. Christon),,32,27
84,1,1:09.0,,T. Booker makes 2-pt layup from 5 ft,32,29
85,1,0:45.0,D. McDermott misses 2-pt jump shot from 8 ft,,32,29
86,1,0:45.0,,Defensive rebound by I. Whitehead,32,29
87,1,0:33.0,,Turnover by T. Booker (lost ball; steal by E. Freedom),32,29
88,1,0:24.0,Oklahoma City full timeout,,32,29
89,1,0:22.0,E. Freedom misses 2-pt jump shot from 17 ft,,32,29
90,1,0:19.0,,Defensive rebound by S. Kilpatrick,32,29
91,1,0:04.0,,S. Kilpatrick misses 2-pt layup from 5 ft (block by Á. Abrines),32,29
92,1,0:04.0,,Offensive rebound by Team,32,29
93,1,0:02.0,,T. Booker makes 3-pt jump shot from 27 ft (assist by I. Whitehead),32,32
94,2,11:42.0,,Shooting block foul by E. Freedom (drawn by S. Dinwiddie),32,32
95,2,11:42.0,,S. Dinwiddie misses free throw 1 of 2,32,32
96,2,11:42.0,,Offensive rebound by Team,32,32
97,2,11:42.0,,S. Dinwiddie makes free throw 2 of 2,32,33
98,2,11:25.0,D. Sabonis makes 2-pt jump shot from 22 ft (assist by Á. Abrines),,34,33
99,2,11:14.0,,I. Whitehead makes 2-pt layup from 4 ft,34,35
100,2,10:56.0,Shooting foul by Q. Acy (drawn by E. Freedom),,34,35
101,2,10:56.0,E. Freedom makes free throw 1 of 2,,35,35
102,2,10:56.0,E. Freedom makes free throw 2 of 2,,36,35
103,2,10:45.0,,Turnover by S. Kilpatrick (lost ball; steal by Á. Abrines),36,35
104,2,10:41.0,Á. Abrines misses 3-pt jump shot from 25 ft,,36,35
105,2,10:39.0,Offensive rebound by Team,,36,35
106,2,10:39.0,,Loose ball foul by S. Dinwiddie (drawn by D. Sabonis),36,35
107,2,10:29.0,D. Sabonis misses 2-pt hook shot from 6 ft,,36,35
108,2,10:26.0,,Defensive rebound by I. Whitehead,36,35
109,2,10:20.0,,I. Whitehead misses 2-pt jump shot from 6 ft (block by D. Sabonis),36,35
110,2,10:17.0,Defensive rebound by S. Christon,,36,35
111,2,10:05.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by E. Freedom),,39,35
112,2,9:50.0,,Q. Acy misses 3-pt jump shot from 26 ft,39,35
113,2,9:48.0,Defensive rebound by D. McDermott,,39,35
114,2,9:36.0,E. Freedom makes 2-pt hook shot from 6 ft,,41,35
115,2,9:08.0,,S. Dinwiddie misses 2-pt jump shot from 12 ft,41,35
116,2,9:07.0,Defensive rebound by S. Christon,,41,35
117,2,9:02.0,Shooting foul by S. Kilpatrick (drawn by D. McDermott),,41,35
118,2,9:02.0,,Brooklyn full timeout,41,35
119,2,9:02.0,D. McDermott makes free throw 1 of 2,,42,35
120,2,9:02.0,V. Oladipo enters the game for Á. Abrines,,41,35
121,2,9:02.0,,R. Foye enters the game for S. Kilpatrick,41,35
122,2,9:02.0,D. McDermott makes free throw 2 of 2,,43,35
123,2,8:52.0,R. Westbrook enters the game for S. Christon,,43,35
124,2,8:41.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),43,38
125,2,8:21.0,E. Freedom makes 2-pt layup from 3 ft,,45,38
126,2,8:07.0,,I. Whitehead misses 2-pt jump shot from 6 ft (block by D. Sabonis),45,38
127,2,8:05.0,Defensive rebound by E. Freedom,,45,38
128,2,7:56.0,D. McDermott misses 3-pt jump shot from 25 ft,,45,38
129,2,7:55.0,,Defensive rebound by Q. Acy,45,38
130,2,7:49.0,,Personal foul by D. McDermott (drawn by S. Dinwiddie),45,38
131,2,7:35.0,,Q. Acy misses 2-pt hook shot from 7 ft,45,38
132,2,7:33.0,,Offensive rebound by Q. Acy,45,38
133,2,7:27.0,,I. Whitehead makes 3-pt jump shot from 26 ft (assist by Q. Acy),45,41
134,2,7:15.0,V. Oladipo misses 2-pt jump shot from 18 ft,,45,41
135,2,7:14.0,Offensive rebound by V. Oladipo,,45,41
136,2,7:11.0,V. Oladipo makes 2-pt layup from 2 ft,,47,41
137,2,6:56.0,,T. Booker misses 2-pt layup from 4 ft,47,41
138,2,6:54.0,Defensive rebound by R. Westbrook,,47,41
139,2,6:50.0,E. Freedom makes 2-pt layup from 3 ft (assist by R. Westbrook),,49,41
140,2,6:23.0,,T. Booker misses 2-pt hook shot from 4 ft,49,41
141,2,6:21.0,Defensive rebound by R. Westbrook,,49,41
142,2,6:19.0,Shooting foul by I. Whitehead (drawn by E. Freedom),,49,41
143,2,6:19.0,E. Freedom makes free throw 1 of 2,,50,41
144,2,6:19.0,E. Freedom misses free throw 2 of 2,,50,41
145,2,6:19.0,,B. Lopez enters the game for Q. Acy,50,41
146,2,6:19.0,T. Gibson enters the game for D. Sabonis,,50,41
147,2,6:19.0,,J. Lin enters the game for S. Dinwiddie,50,41
148,2,6:17.0,,Defensive rebound by J. Lin,50,41
149,2,6:09.0,,Personal block foul by V. Oladipo (drawn by J. Lin),50,41
150,2,6:09.0,S. Adams enters the game for E. Freedom,,50,41
151,2,6:04.0,,Shooting foul by T. Gibson (drawn by B. Lopez),50,41
152,2,6:04.0,,B. Lopez makes free throw 1 of 2,50,42
153,2,6:04.0,,B. Lopez makes free throw 2 of 2,50,43
154,2,5:53.0,Turnover by R. Westbrook (lost ball),,50,43
155,2,5:53.0,Official timeout,,50,43
156,2,5:53.0,,C. LeVert enters the game for I. Whitehead,50,43
157,2,5:53.0,,R. Hollis-Jefferson enters the game for T. Booker,50,43
158,2,5:38.0,,B. Lopez misses 2-pt jump shot from 10 ft,50,43
159,2,5:37.0,Defensive rebound by R. Westbrook,,50,43
160,2,5:23.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,53,43
161,2,5:10.0,,J. Lin makes 2-pt jump shot from 8 ft,53,45
162,2,4:57.0,R. Westbrook misses 3-pt jump shot from 26 ft,,53,45
163,2,4:56.0,,Defensive rebound by C. LeVert,53,45
164,2,4:50.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by C. LeVert),53,48
165,2,4:34.0,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),,55,48
166,2,4:23.0,,Turnover by R. Foye (bad pass; steal by V. Oladipo),55,48
167,2,4:14.0,D. McDermott misses 2-pt jump shot from 8 ft,,55,48
168,2,4:12.0,,Defensive rebound by C. LeVert,55,48
169,2,3:59.0,,J. Lin makes 2-pt jump shot from 9 ft,55,50
170,2,3:39.0,T. Gibson misses 2-pt jump shot from 6 ft (block by J. Lin),,55,50
171,2,3:39.0,Offensive rebound by Team,,55,50
172,2,3:39.0,S. Christon enters the game for D. McDermott,,55,50
173,2,3:39.0,,I. Whitehead enters the game for R. Foye,55,50
174,2,3:31.0,V. Oladipo misses 2-pt jump shot from 15 ft,,55,50
175,2,3:30.0,,Defensive rebound by J. Lin,55,50
176,2,3:14.0,,B. Lopez misses 3-pt jump shot from 25 ft,55,50
177,2,3:13.0,Defensive rebound by R. Westbrook,,55,50
178,2,3:06.0,R. Westbrook makes 2-pt layup from 2 ft,,57,50
179,2,2:58.0,,B. Lopez makes 2-pt hook shot from 5 ft (assist by J. Lin),57,52
180,2,2:42.0,S. Adams misses 2-pt hook shot from 10 ft,,57,52
181,2,2:40.0,,Defensive rebound by R. Hollis-Jefferson,57,52
182,2,2:31.0,,Shooting foul by T. Gibson (drawn by R. Hollis-Jefferson),57,52
183,2,2:31.0,Oklahoma City full timeout,,57,52
184,2,2:31.0,,R. Hollis-Jefferson makes free throw 1 of 2,57,53
185,2,2:31.0,,R. Hollis-Jefferson makes free throw 2 of 2,57,54
186,2,2:12.0,Turnover by T. Gibson (lost ball; steal by J. Lin),,57,54
187,2,1:59.0,,Shooting foul by T. Gibson (drawn by C. LeVert),57,54
188,2,1:59.0,,C. LeVert misses free throw 1 of 2,57,54
189,2,1:59.0,,Offensive rebound by Team,57,54
190,2,1:59.0,J. Grant enters the game for T. Gibson,,57,54
191,2,1:59.0,,C. LeVert makes free throw 2 of 2,57,55
192,2,1:47.0,R. Westbrook misses 2-pt jump shot from 20 ft,,57,55
193,2,1:45.0,,Defensive rebound by C. LeVert,57,55
194,2,1:40.0,,B. Lopez makes 2-pt jump shot from 8 ft,57,57
195,2,1:40.0,,Shooting foul by S. Adams (drawn by B. Lopez),57,57
196,2,1:40.0,,B. Lopez makes free throw 1 of 1,57,58
197,2,1:32.0,Turnover by J. Grant (bad pass; steal by C. LeVert),,57,58
198,2,1:26.0,,C. LeVert makes 2-pt dunk from 2 ft,57,60
199,2,1:17.0,R. Westbrook misses 2-pt jump shot from 9 ft,,57,60
200,2,1:17.0,Offensive rebound by R. Westbrook,,57,60
201,2,1:17.0,Shooting foul by I. Whitehead (drawn by R. Westbrook),,57,60
202,2,1:17.0,R. Westbrook makes free throw 1 of 2,,58,60
203,2,1:17.0,R. Westbrook makes free throw 2 of 2,,59,60
204,2,1:09.0,,Turnover by C. LeVert (lost ball; steal by J. Grant),59,60
205,2,0:56.0,R. Westbrook misses 2-pt jump shot from 19 ft,,59,60
206,2,0:56.0,Offensive rebound by Team,,59,60
207,2,0:56.0,,Loose ball foul by B. Lopez (drawn by S. Adams),59,60
208,2,0:56.0,S. Adams makes free throw 1 of 2,,60,60
209,2,0:56.0,S. Adams misses free throw 2 of 2,,60,60
210,2,0:54.0,,Defensive rebound by B. Lopez,60,60
211,2,0:43.0,,J. Lin makes 2-pt jump shot from 4 ft,60,62
212,2,0:38.0,Offensive foul by S. Adams (drawn by B. Lopez),,60,62
213,2,0:38.0,Turnover by S. Adams (offensive foul),,60,62
214,2,0:30.0,,J. Lin misses 2-pt jump shot from 21 ft,60,62
215,2,0:29.0,Defensive rebound by S. Adams,,60,62
216,2,0:26.0,R. Westbrook misses 3-pt jump shot from 26 ft,,60,62
217,2,0:24.0,Offensive rebound by Team,,60,62
218,2,0:09.0,R. Westbrook misses 2-pt jump shot from 16 ft,,60,62
219,2,0:07.0,Offensive rebound by S. Adams,,60,62
220,2,0:06.0,S. Adams makes 2-pt hook shot from 2 ft,,62,62
221,2,0:01.0,,I. Whitehead misses 2-pt jump shot from 12 ft,62,62
222,2,0:00.0,Defensive rebound by Team,,62,62
223,3,11:43.0,,B. Lopez misses 3-pt jump shot from 26 ft,62,62
224,3,11:42.0,Defensive rebound by T. Gibson,,62,62
225,3,11:27.0,T. Gibson misses 2-pt layup from 2 ft,,62,62
226,3,11:26.0,Offensive rebound by S. Adams,,62,62
227,3,11:26.0,Shooting foul by C. LeVert (drawn by S. Adams),,62,62
228,3,11:26.0,S. Adams makes free throw 1 of 2,,63,62
229,3,11:26.0,S. Adams makes free throw 2 of 2,,64,62
230,3,11:18.0,,Shooting foul by S. Adams (drawn by R. Hollis-Jefferson),64,62
231,3,11:18.0,,R. Hollis-Jefferson makes free throw 1 of 2,64,63
232,3,11:18.0,,R. Hollis-Jefferson makes free throw 2 of 2,64,64
233,3,11:06.0,V. Oladipo makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,66,64
234,3,10:50.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by R. Foye),66,67
235,3,10:30.0,R. Westbrook misses 3-pt jump shot from 25 ft,,66,67
236,3,10:28.0,Offensive rebound by A. Roberson,,66,67
237,3,10:17.0,R. Westbrook makes 2-pt jump shot from 18 ft,,68,67
238,3,10:00.0,,J. Lin misses 2-pt layup from 2 ft,68,67
239,3,9:58.0,Defensive rebound by R. Westbrook,,68,67
240,3,9:55.0,Shooting foul by C. LeVert (drawn by A. Roberson),,68,67
241,3,9:55.0,A. Roberson makes free throw 1 of 2,,69,67
242,3,9:55.0,A. Roberson misses free throw 2 of 2,,69,67
243,3,9:54.0,Offensive rebound by Team,,69,67
244,3,9:50.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by S. Adams),,72,67
245,3,9:25.0,,J. Lin misses 2-pt jump shot from 8 ft (block by T. Gibson),72,67
246,3,9:24.0,,Offensive rebound by R. Hollis-Jefferson,72,67
247,3,9:24.0,,Turnover by Team (shot clock),72,67
248,3,9:14.0,T. Gibson misses 2-pt dunk at rim,,72,67
249,3,9:10.0,Offensive rebound by V. Oladipo,,72,67
250,3,8:59.0,T. Gibson misses 2-pt jump shot from 5 ft,,72,67
251,3,8:58.0,Offensive rebound by T. Gibson,,72,67
252,3,8:54.0,Turnover by T. Gibson (bad pass; steal by C. LeVert),,72,67
253,3,8:36.0,,B. Lopez makes 2-pt jump shot from 13 ft,72,69
254,3,8:21.0,Turnover by R. Westbrook (bad pass; steal by B. Lopez),,72,69
255,3,8:18.0,,Personal foul by R. Westbrook (drawn by C. LeVert),72,69
256,3,8:18.0,,C. LeVert makes free throw 1 of 2,72,70
257,3,8:18.0,,C. LeVert makes free throw 2 of 2,72,71
258,3,7:59.0,V. Oladipo misses 2-pt layup from 5 ft (block by R. Hollis-Jefferson),,72,71
259,3,7:57.0,,Defensive rebound by B. Lopez,72,71
260,3,7:51.0,,J. Lin misses 3-pt jump shot from 26 ft,72,71
261,3,7:49.0,Defensive rebound by R. Westbrook,,72,71
262,3,7:43.0,R. Westbrook misses 3-pt jump shot from 25 ft,,72,71
263,3,7:42.0,,Defensive rebound by R. Foye,72,71
264,3,7:35.0,,C. LeVert misses 3-pt jump shot from 28 ft,72,71
265,3,7:34.0,Defensive rebound by T. Gibson,,72,71
266,3,7:34.0,Oklahoma City full timeout,,72,71
267,3,7:34.0,,I. Whitehead enters the game for R. Foye,72,71
268,3,7:21.0,R. Westbrook misses 2-pt jump shot from 8 ft,,72,71
269,3,7:18.0,Offensive rebound by T. Gibson,,72,71
270,3,7:18.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Gibson),,72,71
271,3,7:18.0,T. Gibson misses free throw 1 of 2,,72,71
272,3,7:18.0,Offensive rebound by Team,,72,71
273,3,7:18.0,T. Gibson misses free throw 2 of 2,,72,71
274,3,7:15.0,,Defensive rebound by B. Lopez,72,71
275,3,6:55.0,,Shooting foul by T. Gibson (drawn by C. LeVert),72,71
276,3,6:55.0,,C. LeVert makes free throw 1 of 2,72,72
277,3,6:55.0,D. Sabonis enters the game for T. Gibson,,72,72
278,3,6:55.0,,C. LeVert makes free throw 2 of 2,72,73
279,3,6:43.0,V. Oladipo makes 2-pt jump shot from 16 ft (assist by D. Sabonis),,74,73
280,3,6:30.0,,J. Lin misses 2-pt layup from 4 ft,74,73
281,3,6:28.0,,Offensive rebound by C. LeVert,74,73
282,3,6:21.0,,Turnover by J. Lin (bad pass; steal by V. Oladipo),74,73
283,3,6:18.0,,Offensive charge foul by R. Westbrook (drawn by I. Whitehead),74,73
284,3,6:18.0,Turnover by R. Westbrook (offensive foul),,74,73
285,3,6:18.0,,S. Dinwiddie enters the game for C. LeVert,74,73
286,3,6:04.0,,Turnover by S. Dinwiddie (traveling),74,73
287,3,5:56.0,Turnover by V. Oladipo (lost ball),,74,73
288,3,5:33.0,,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft (block by R. Westbrook),74,73
289,3,5:32.0,,Offensive rebound by Team,74,73
290,3,5:32.0,,Turnover by Team (shot clock),74,73
291,3,5:32.0,Á. Abrines enters the game for V. Oladipo,,74,73
292,3,5:32.0,,R. Foye enters the game for J. Lin,74,73
293,3,5:19.0,D. Sabonis misses 2-pt jump shot from 20 ft,,74,73
294,3,5:17.0,Offensive rebound by A. Roberson,,74,73
295,3,5:12.0,A. Roberson makes 3-pt jump shot from 23 ft (assist by Á. Abrines),,77,73
296,3,4:54.0,,I. Whitehead misses 2-pt jump shot from 9 ft,77,73
297,3,4:52.0,,Offensive rebound by R. Hollis-Jefferson,77,73
298,3,4:40.0,,R. Foye makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),77,76
299,3,4:27.0,Shooting block foul by R. Hollis-Jefferson (drawn by D. Sabonis),,77,76
300,3,4:27.0,,Brooklyn full timeout,77,76
301,3,4:27.0,D. Sabonis misses free throw 1 of 2,,77,76
302,3,4:27.0,Offensive rebound by Team,,77,76
303,3,4:27.0,D. Sabonis misses free throw 2 of 2,,77,76
304,3,4:27.0,E. Freedom enters the game for S. Adams,,77,76
305,3,4:27.0,,T. Booker enters the game for R. Hollis-Jefferson,77,76
306,3,4:25.0,,Defensive rebound by B. Lopez,77,76
307,3,4:00.0,,T. Booker misses 2-pt jump shot from 12 ft,77,76
308,3,3:59.0,Defensive rebound by Team,,77,76
309,3,3:59.0,,Q. Acy enters the game for B. Lopez,77,76
310,3,3:47.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,80,76
311,3,3:30.0,,Q. Acy misses 3-pt jump shot from 27 ft,80,76
312,3,3:28.0,Defensive rebound by A. Roberson,,80,76
313,3,3:20.0,Shooting foul by I. Whitehead (drawn by R. Westbrook),,80,76
314,3,3:20.0,R. Westbrook makes free throw 1 of 2,,81,76
315,3,3:20.0,R. Westbrook makes free throw 2 of 2,,82,76
316,3,3:07.0,,Shooting foul by Á. Abrines (drawn by R. Foye),82,76
317,3,3:07.0,,R. Foye makes free throw 1 of 2,82,77
318,3,3:07.0,S. Christon enters the game for R. Westbrook,,82,77
319,3,3:07.0,,R. Foye makes free throw 2 of 2,82,78
320,3,2:48.0,S. Christon makes 2-pt jump shot from 7 ft (assist by E. Freedom),,84,78
321,3,2:23.0,,T. Booker misses 2-pt jump shot from 10 ft,84,78
322,3,2:20.0,Defensive rebound by Á. Abrines,,84,78
323,3,2:08.0,Turnover by E. Freedom (lost ball; steal by Q. Acy),,84,78
324,3,2:04.0,,S. Dinwiddie misses 2-pt layup from 2 ft (block by A. Roberson),84,78
325,3,2:02.0,Defensive rebound by S. Christon,,84,78
326,3,1:57.0,Á. Abrines makes 3-pt jump shot from 27 ft (assist by S. Christon),,87,78
327,3,1:50.0,,Brooklyn full timeout,87,78
328,3,1:31.0,,R. Foye makes 2-pt layup from 3 ft (assist by Q. Acy),87,80
329,3,1:13.0,D. Sabonis makes 2-pt jump shot from 20 ft,,89,80
330,3,0:46.0,,R. Foye makes 3-pt jump shot from 25 ft (assist by T. Booker),89,83
331,3,0:33.0,D. Sabonis misses 2-pt jump shot from 19 ft,,89,83
332,3,0:32.0,Offensive rebound by E. Freedom,,89,83
333,3,0:15.0,E. Freedom makes 2-pt jump shot from 17 ft,,91,83
334,3,0:05.0,,Offensive foul by T. Booker (drawn by A. Roberson),91,83
335,3,0:05.0,,Turnover by T. Booker (offensive foul),91,83
336,3,0:05.0,D. McDermott enters the game for A. Roberson,,91,83
337,3,0:01.0,E. Freedom misses 3-pt jump shot from 25 ft,,91,83
338,3,0:00.0,,Defensive rebound by Team,91,83
339,4,11:50.0,,Offensive charge foul by D. Sabonis (drawn by T. Booker),91,83
340,4,11:50.0,Turnover by D. Sabonis (offensive foul),,91,83
341,4,11:28.0,,Turnover by I. Whitehead (bad pass; steal by Á. Abrines),91,83
342,4,11:22.0,Personal foul by Q. Acy (drawn by Á. Abrines),,91,83
343,4,11:16.0,V. Oladipo misses 2-pt jump shot from 21 ft,,91,83
344,4,11:15.0,,Defensive rebound by I. Whitehead,91,83
345,4,11:01.0,,I. Whitehead misses 3-pt jump shot from 25 ft,91,83
346,4,10:59.0,Defensive rebound by E. Freedom,,91,83
347,4,10:51.0,Offensive foul by D. Sabonis (drawn by I. Whitehead),,91,83
348,4,10:51.0,Turnover by D. Sabonis (offensive foul),,91,83
349,4,10:34.0,,Q. Acy misses 3-pt jump shot from 23 ft,91,83
350,4,10:33.0,Defensive rebound by E. Freedom,,91,83
351,4,10:20.0,Personal foul by T. Booker (drawn by E. Freedom),,91,83
352,4,10:09.0,D. Sabonis misses 2-pt jump shot from 15 ft,,91,83
353,4,10:08.0,Offensive rebound by E. Freedom,,91,83
354,4,9:55.0,V. Oladipo misses 2-pt layup from 5 ft (block by Q. Acy),,91,83
355,4,9:53.0,,Defensive rebound by T. Booker,91,83
356,4,9:47.0,,S. Dinwiddie misses 2-pt layup from 2 ft,91,83
357,4,9:46.0,Defensive rebound by Á. Abrines,,91,83
358,4,9:39.0,E. Freedom misses 2-pt hook shot from 5 ft,,91,83
359,4,9:36.0,,Defensive rebound by Q. Acy,91,83
360,4,9:23.0,,Shooting block foul by E. Freedom (drawn by S. Dinwiddie),91,83
361,4,9:23.0,,S. Dinwiddie makes free throw 1 of 2,91,84
362,4,9:23.0,,S. Dinwiddie makes free throw 2 of 2,91,85
363,4,9:09.0,V. Oladipo makes 2-pt jump shot from 13 ft,,93,85
364,4,8:46.0,,S. Dinwiddie misses 3-pt jump shot from 30 ft,93,85
365,4,8:44.0,Defensive rebound by Á. Abrines,,93,85
366,4,8:33.0,Shooting foul by T. Booker (drawn by E. Freedom),,93,85
367,4,8:33.0,Official timeout,,93,85
368,4,8:33.0,E. Freedom makes free throw 1 of 2,,94,85
369,4,8:33.0,R. Westbrook enters the game for S. Christon,,93,85
370,4,8:33.0,,B. Lopez enters the game for T. Booker,93,85
371,4,8:33.0,,R. Hollis-Jefferson enters the game for Q. Acy,93,85
372,4,8:33.0,E. Freedom makes free throw 2 of 2,,95,85
373,4,8:16.0,,R. Foye misses 2-pt jump shot from 17 ft,95,85
374,4,8:14.0,Defensive rebound by V. Oladipo,,95,85
