,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
0,1,11:47.0,Violation by H. Whiteside (kicked ball),,0,0
1,1,11:44.0,,T. Hardaway misses 2-pt layup from 2 ft,0,0
2,1,11:43.0,Defensive rebound by L. Babbitt,,0,0
3,1,11:28.0,D. Waiters misses 2-pt jump shot from 21 ft,,0,0
4,1,11:26.0,,Defensive rebound by K. Bazemore,0,0
5,1,11:22.0,,K. Bazemore makes 2-pt layup from 1 ft,0,2
6,1,11:09.0,L. Babbitt misses 3-pt jump shot from 25 ft,,0,2
7,1,11:07.0,,Defensive rebound by D. Howard,0,2
8,1,10:52.0,,Turnover by K. Bazemore (bad pass; steal by H. Whiteside),0,2
9,1,10:47.0,G. Dragić makes 2-pt layup from 1 ft (assist by H. Whiteside),,2,2
10,1,10:32.0,,T. Hardaway misses 2-pt jump shot from 18 ft,2,2
11,1,10:31.0,Defensive rebound by H. Whiteside,,2,2
12,1,10:21.0,Turnover by D. Waiters (bad pass; steal by D. Howard),,2,2
13,1,10:05.0,,P. Millsap misses 2-pt jump shot from 8 ft,2,2
14,1,10:03.0,Defensive rebound by G. Dragić,,2,2
15,1,9:59.0,D. Waiters misses 2-pt jump shot from 6 ft,,2,2
16,1,9:57.0,,Defensive rebound by K. Bazemore,2,2
17,1,9:51.0,,D. Howard makes 2-pt layup from 1 ft (assist by M. Delaney),2,4
18,1,9:51.0,,Shooting foul by H. Whiteside (drawn by D. Howard),2,4
19,1,9:51.0,,D. Howard misses free throw 1 of 1,2,4
20,1,9:50.0,Defensive rebound by H. Whiteside,,2,4
21,1,9:32.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by D. Waiters),,5,4
22,1,9:21.0,,Personal foul by R. McGruder (drawn by T. Hardaway),5,4
23,1,9:15.0,,D. Howard misses 2-pt jump shot from 16 ft,5,4
24,1,9:13.0,Defensive rebound by L. Babbitt,,5,4
25,1,9:01.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by D. Waiters),,8,4
26,1,8:41.0,,M. Delaney misses 2-pt jump shot from 9 ft,8,4
27,1,8:40.0,,Offensive rebound by D. Howard,8,4
28,1,8:40.0,,Shooting foul by L. Babbitt (drawn by D. Howard),8,4
29,1,8:40.0,,D. Howard misses free throw 1 of 2,8,4
30,1,8:40.0,,Offensive rebound by Team,8,4
31,1,8:40.0,,D. Howard misses free throw 2 of 2,8,4
32,1,8:38.0,Defensive rebound by H. Whiteside,,8,4
33,1,8:24.0,H. Whiteside misses 2-pt jump shot from 7 ft,,8,4
34,1,8:22.0,,Defensive rebound by D. Howard,8,4
35,1,8:12.0,,K. Bazemore makes 2-pt jump shot from 18 ft,8,6
36,1,7:46.0,,T. Sefolosha enters the game for M. Delaney,8,6
37,1,7:42.0,L. Babbitt misses 2-pt jump shot from 17 ft,,8,6
38,1,7:40.0,,Defensive rebound by T. Sefolosha,8,6
39,1,7:32.0,,Shooting foul by L. Babbitt (drawn by P. Millsap),8,6
40,1,7:32.0,,P. Millsap makes free throw 1 of 2,8,7
41,1,7:32.0,,P. Millsap misses free throw 2 of 2,8,7
42,1,7:30.0,Defensive rebound by L. Babbitt,,8,7
43,1,7:11.0,L. Babbitt misses 3-pt jump shot from 24 ft,,8,7
44,1,7:09.0,,Defensive rebound by T. Sefolosha,8,7
45,1,6:58.0,,T. Hardaway misses 3-pt jump shot from 25 ft,8,7
46,1,6:57.0,Defensive rebound by Team,,8,7
47,1,6:51.0,Shooting foul by T. Sefolosha (drawn by G. Dragić),,8,7
48,1,6:51.0,G. Dragić makes free throw 1 of 3,,9,7
49,1,6:51.0,G. Dragić makes free throw 2 of 3,,10,7
50,1,6:51.0,J. Johnson enters the game for L. Babbitt,,10,7
51,1,6:51.0,G. Dragić makes free throw 3 of 3,,11,7
52,1,6:38.0,,K. Bazemore misses 2-pt jump shot from 6 ft,11,7
53,1,6:35.0,Defensive rebound by R. McGruder,,11,7
54,1,6:31.0,G. Dragić misses 3-pt jump shot from 24 ft,,11,7
55,1,6:30.0,,Defensive rebound by P. Millsap,11,7
56,1,6:21.0,,T. Hardaway misses 2-pt jump shot from 8 ft (block by G. Dragić),11,7
57,1,6:21.0,Defensive rebound by Team,,11,7
58,1,6:21.0,T. Johnson enters the game for G. Dragić,,11,7
59,1,6:04.0,H. Whiteside misses 2-pt jump shot from 18 ft,,11,7
60,1,6:02.0,Offensive rebound by J. Johnson,,11,7
61,1,5:50.0,R. McGruder makes 2-pt layup at rim (assist by J. Johnson),,13,7
62,1,5:43.0,,Atlanta full timeout,13,7
63,1,5:41.0,,Personal foul by J. Johnson (drawn by P. Millsap),13,7
64,1,5:41.0,,P. Millsap makes free throw 1 of 2,13,8
65,1,5:41.0,,P. Millsap makes free throw 2 of 2,13,9
66,1,5:29.0,D. Waiters misses 2-pt jump shot from 6 ft,,13,9
67,1,5:27.0,,Defensive rebound by D. Howard,13,9
68,1,5:22.0,,P. Millsap makes 2-pt jump shot from 6 ft,13,11
69,1,5:07.0,T. Johnson makes 2-pt jump shot from 19 ft (assist by J. Johnson),,15,11
70,1,4:55.0,,M. Delaney enters the game for K. Bazemore,15,11
71,1,4:46.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by M. Delaney),15,14
72,1,4:44.0,Miami full timeout,,15,14
73,1,4:44.0,,M. Muscala enters the game for D. Howard,15,14
74,1,4:19.0,H. Whiteside misses 2-pt jump shot from 11 ft (block by T. Hardaway),,15,14
75,1,4:19.0,Offensive rebound by H. Whiteside,,15,14
76,1,4:19.0,H. Whiteside misses 2-pt jump shot from 11 ft,,15,14
77,1,4:19.0,Offensive rebound by Team,,15,14
78,1,4:19.0,Turnover by Team (shot clock),,15,14
79,1,4:04.0,,P. Millsap makes 2-pt jump shot from 10 ft,15,16
80,1,3:53.0,J. Johnson misses 3-pt jump shot from 24 ft,,15,16
81,1,3:51.0,Offensive rebound by T. Johnson,,15,16
82,1,3:47.0,R. McGruder makes 3-pt jump shot from 23 ft (assist by T. Johnson),,18,16
83,1,3:34.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by M. Muscala),18,19
84,1,3:23.0,Offensive foul by H. Whiteside (drawn by M. Delaney),,18,19
