,QUARTER,TIME_REMAINING,MIAMI_ACTION,BOSTON_ACTION,MIAMI_SCORE,BOSTON_SCORE
102,2,11:02.0,W. Reed makes 2-pt layup from 2 ft,,27,25
103,2,10:43.0,,G. Green makes 2-pt jump shot from 14 ft (assist by J. Jerebko),27,27
104,2,10:29.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by R. McGruder),,30,27
105,2,10:14.0,,J. Brown makes 2-pt layup from 2 ft,30,29
106,2,10:03.0,J. Richardson misses 2-pt jump shot from 21 ft,,30,29
107,2,10:02.0,,Defensive rebound by K. Olynyk,30,29
108,2,9:56.0,,K. Olynyk misses 3-pt jump shot from 25 ft,30,29
109,2,9:54.0,Defensive rebound by J. Richardson,,30,29
110,2,9:40.0,W. Reed makes 2-pt jump shot from 4 ft (assist by J. Johnson),,32,29
111,2,9:21.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by G. Green),32,31
112,2,9:02.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),,35,31
113,2,8:44.0,,K. Olynyk misses 2-pt layup from 3 ft (block by W. Reed),35,31
114,2,8:43.0,Defensive rebound by J. Richardson,,35,31
115,2,8:32.0,J. Richardson makes 2-pt jump shot from 12 ft (assist by R. McGruder),,37,31
116,2,8:27.0,,Shooting foul by J. Richardson (drawn by K. Olynyk),37,31
117,2,8:27.0,Official timeout,,37,31
118,2,8:27.0,,K. Olynyk makes free throw 1 of 2,37,32
119,2,8:27.0,,M. Smart enters the game for J. Brown,37,31
120,2,8:27.0,H. Whiteside enters the game for W. Reed,,37,31
121,2,8:27.0,,K. Olynyk misses free throw 2 of 2,37,32
122,2,8:27.0,Defensive rebound by J. Johnson,,37,32
123,2,8:05.0,H. Whiteside makes 2-pt jump shot from 6 ft (assist by R. McGruder),,39,32
124,2,7:52.0,,M. Smart misses 2-pt layup from 3 ft (block by H. Whiteside),39,32
125,2,7:51.0,Defensive rebound by H. Whiteside,,39,32
126,2,7:45.0,R. McGruder misses 3-pt jump shot from 23 ft,,39,32
127,2,7:44.0,,Defensive rebound by G. Green,39,32
128,2,7:32.0,,J. Jerebko misses 2-pt layup from 1 ft (block by J. Johnson),39,32
129,2,7:32.0,,Offensive rebound by Team,39,32
130,2,7:32.0,,Away from play foul by W. Ellington (drawn by T. Rozier),39,32
131,2,7:32.0,,J. Jerebko misses free throw 1 of 1,39,32
132,2,7:32.0,,Offensive rebound by Team,39,32
133,2,7:32.0,T. Johnson enters the game for R. McGruder,,39,32
134,2,7:32.0,,A. Johnson enters the game for K. Olynyk,39,32
135,2,7:32.0,,I. Thomas enters the game for G. Green,39,32
136,2,7:24.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by T. Rozier),39,35
137,2,7:05.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by W. Ellington),,42,35
138,2,6:47.0,,J. Jerebko misses 3-pt jump shot from 25 ft,42,35
139,2,6:46.0,Defensive rebound by H. Whiteside,,42,35
140,2,6:39.0,T. Johnson misses 2-pt jump shot from 21 ft,,42,35
141,2,6:39.0,,Defensive rebound by Team,42,35
142,2,6:39.0,J. Winslow enters the game for J. Johnson,,42,35
143,2,6:29.0,,I. Thomas misses 2-pt jump shot from 15 ft,42,35
144,2,6:28.0,Defensive rebound by H. Whiteside,,42,35
145,2,6:10.0,H. Whiteside misses 2-pt hook shot from 9 ft,,42,35
146,2,6:09.0,,Defensive rebound by T. Rozier,42,35
147,2,6:00.0,,M. Smart misses 2-pt layup from 3 ft,42,35
148,2,5:59.0,,Offensive rebound by A. Johnson,42,35
149,2,5:56.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by A. Johnson),42,38
150,2,5:56.0,Miami full timeout,,42,38
151,2,5:41.0,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Richardson),,44,38
152,2,5:23.0,,I. Thomas misses 2-pt layup from 2 ft,44,38
153,2,5:22.0,Defensive rebound by H. Whiteside,,44,38
154,2,5:16.0,J. Winslow misses 2-pt layup from 2 ft,,44,38
155,2,5:15.0,,Defensive rebound by M. Smart,44,38
156,2,5:10.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by A. Johnson),44,41
157,2,4:43.0,J. Richardson misses 3-pt jump shot from 25 ft,,44,41
158,2,4:42.0,,Defensive rebound by M. Smart,44,41
159,2,4:37.0,,Shooting foul by T. Johnson (drawn by I. Thomas),44,41
160,2,4:37.0,,I. Thomas makes free throw 1 of 2,44,42
161,2,4:37.0,R. McGruder enters the game for T. Johnson,,44,42
162,2,4:37.0,,J. Crowder enters the game for T. Rozier,44,42
163,2,4:37.0,,A. Horford enters the game for J. Jerebko,44,42
164,2,4:37.0,,I. Thomas makes free throw 2 of 2,44,43
165,2,4:18.0,J. Winslow misses 2-pt hook shot from 6 ft,,44,43
166,2,4:17.0,,Defensive rebound by A. Horford,44,43
167,2,4:03.0,,A. Johnson makes 2-pt hook shot from 7 ft,44,45
168,2,3:47.0,J. Winslow misses 2-pt jump shot from 9 ft,,44,45
169,2,3:47.0,,Defensive rebound by A. Johnson,44,45
170,2,3:35.0,,M. Smart misses 2-pt layup from 2 ft,44,45
171,2,3:34.0,Defensive rebound by W. Ellington,,44,45
172,2,3:24.0,Turnover by J. Richardson (step out of bounds),,44,45
173,2,3:10.0,,J. Crowder misses 2-pt jump shot from 20 ft,44,45
174,2,3:09.0,Defensive rebound by J. Winslow,,44,45
175,2,3:01.0,R. McGruder misses 3-pt jump shot from 23 ft,,44,45
176,2,2:59.0,Offensive rebound by J. Winslow,,44,45
177,2,2:39.0,J. Richardson misses 2-pt layup from 1 ft,,44,45
178,2,2:38.0,Offensive rebound by R. McGruder,,44,45
179,2,2:38.0,R. McGruder makes 2-pt layup from 2 ft,,46,45
180,2,2:23.0,,Boston full timeout,46,45
181,2,2:16.0,,Shooting foul by J. Winslow (drawn by I. Thomas),46,45
182,2,2:16.0,,I. Thomas makes free throw 1 of 2,46,46
183,2,2:16.0,,I. Thomas makes free throw 2 of 2,46,47
184,2,1:58.0,J. Winslow misses 2-pt jump shot from 19 ft,,46,47
185,2,1:58.0,,Defensive rebound by A. Horford,46,47
186,2,1:36.0,,Turnover by J. Crowder (bad pass; steal by J. Richardson),46,47
187,2,1:27.0,W. Ellington misses 3-pt jump shot from 23 ft,,46,47
188,2,1:27.0,Offensive rebound by J. Winslow,,46,47
189,2,1:22.0,W. Ellington misses 3-pt jump shot from 25 ft,,46,47
190,2,1:20.0,,Defensive rebound by A. Johnson,46,47
191,2,1:17.0,,Turnover by A. Johnson (bad pass; steal by J. Richardson),46,47
192,2,1:03.0,J. Winslow misses 2-pt layup from 3 ft,,46,47
193,2,1:02.0,,Defensive rebound by I. Thomas,46,47
194,2,0:58.0,,Shooting foul by J. Winslow (drawn by A. Johnson),46,47
195,2,0:58.0,,A. Johnson misses free throw 1 of 2,46,47
196,2,0:58.0,,Offensive rebound by Team,46,47
197,2,0:58.0,J. Johnson enters the game for J. Winslow,,46,47
198,2,0:58.0,,A. Johnson makes free throw 2 of 2,46,48
199,2,0:45.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by J. Johnson),,48,48
200,2,0:39.0,,I. Thomas makes 2-pt layup from 2 ft,48,50
201,2,0:27.0,Turnover by J. Johnson (bad pass; steal by M. Smart),,48,50
202,2,0:22.0,,Shooting foul by J. Johnson (drawn by I. Thomas),48,50
203,2,0:22.0,,I. Thomas makes free throw 1 of 2,48,51
204,2,0:22.0,,I. Thomas makes free throw 2 of 2,48,52
205,2,0:01.0,J. Johnson misses 3-pt jump shot from 24 ft,,48,52
206,2,0:00.0,Offensive rebound by Team,,48,52
207,3,11:50.0,Def 3 sec tech foul by M. Smart,,48,52
208,3,11:50.0,J. Richardson makes technical free throw,,49,52
209,3,11:32.0,J. Winslow makes 2-pt jump shot from 19 ft (assist by J. Richardson),,51,52
210,3,11:17.0,,A. Johnson makes 2-pt dunk at rim (assist by A. Horford),51,54
211,3,10:58.0,J. Winslow makes 2-pt jump shot from 9 ft (assist by J. Richardson),,53,54
212,3,10:38.0,,A. Horford misses 2-pt jump shot from 16 ft,53,54
213,3,10:37.0,Defensive rebound by R. McGruder,,53,54
214,3,10:28.0,J. Richardson makes 2-pt jump shot from 19 ft,,55,54
215,3,10:11.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),55,56
216,3,9:44.0,J. Winslow misses 2-pt jump shot from 9 ft,,55,56
217,3,9:43.0,,Defensive rebound by A. Horford,55,56
218,3,9:32.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Smart),55,59
219,3,9:17.0,Personal foul by I. Thomas (drawn by J. Richardson),,55,59
220,3,9:17.0,T. Johnson enters the game for J. Richardson,,55,59
221,3,9:02.0,T. Johnson makes 2-pt jump shot from 23 ft (assist by L. Babbitt),,57,59
222,3,8:40.0,,A. Horford misses 3-pt jump shot from 25 ft,57,59
223,3,8:38.0,,Offensive rebound by A. Johnson,57,59
224,3,8:37.0,,Shooting foul by J. Winslow (drawn by A. Johnson),57,59
225,3,8:37.0,,A. Johnson makes free throw 1 of 2,57,60
226,3,8:37.0,,A. Johnson misses free throw 2 of 2,57,60
227,3,8:37.0,,Offensive rebound by Team,57,60
228,3,8:32.0,,I. Thomas misses 3-pt jump shot from 25 ft,57,60
229,3,8:31.0,Defensive rebound by T. Johnson,,57,60
230,3,8:10.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by R. McGruder),,60,60
231,3,7:44.0,,A. Horford makes 2-pt hook shot from 12 ft (assist by A. Johnson),60,62
232,3,7:29.0,T. Johnson makes 2-pt layup from 1 ft (assist by H. Whiteside),,62,62
233,3,7:15.0,,I. Thomas makes 2-pt layup from 2 ft (assist by A. Horford),62,64
234,3,6:52.0,J. Winslow misses 2-pt jump shot from 21 ft,,62,64
235,3,6:51.0,,Defensive rebound by Team,62,64
236,3,6:33.0,,A. Johnson misses 2-pt hook shot from 6 ft,62,64
237,3,6:32.0,Defensive rebound by L. Babbitt,,62,64
238,3,6:22.0,T. Johnson makes 2-pt jump shot from 16 ft,,64,64
239,3,6:08.0,,J. Crowder misses 3-pt jump shot from 25 ft,64,64
240,3,6:07.0,Defensive rebound by H. Whiteside,,64,64
241,3,5:51.0,T. Johnson makes 2-pt jump shot from 18 ft (assist by J. Winslow),,66,64
242,3,5:50.0,,Boston full timeout,66,64
243,3,5:30.0,,I. Thomas misses 3-pt jump shot from 25 ft,66,64
244,3,5:29.0,,Offensive rebound by Team,66,64
245,3,5:29.0,,K. Olynyk enters the game for A. Johnson,66,64
246,3,5:15.0,,Turnover by K. Olynyk (3 sec),66,64
247,3,5:02.0,H. Whiteside makes 2-pt dunk at rim (assist by T. Johnson),,68,64
248,3,4:47.0,,M. Smart misses 2-pt jump shot from 5 ft,68,64
249,3,4:46.0,Defensive rebound by L. Babbitt,,68,64
250,3,4:36.0,L. Babbitt misses 3-pt jump shot from 25 ft,,68,64
251,3,4:35.0,,Defensive rebound by J. Crowder,68,64
252,3,4:26.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Smart),68,67
253,3,4:24.0,Miami full timeout,,68,67
254,3,4:24.0,,T. Rozier enters the game for I. Thomas,68,67
255,3,4:24.0,W. Ellington enters the game for L. Babbitt,,68,67
256,3,4:24.0,J. Johnson enters the game for R. McGruder,,68,67
257,3,4:08.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Winslow),,71,67
258,3,3:46.0,,M. Smart misses 2-pt layup from 1 ft,71,67
259,3,3:45.0,,Offensive rebound by M. Smart,71,67
260,3,3:44.0,,M. Smart makes 2-pt layup from 2 ft,71,69
261,3,3:35.0,T. Johnson misses 2-pt jump shot from 20 ft,,71,69
262,3,3:34.0,,Defensive rebound by K. Olynyk,71,69
263,3,3:27.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Olynyk),71,72
264,3,3:02.0,H. Whiteside makes 2-pt jump shot from 20 ft (assist by T. Johnson),,73,72
265,3,2:42.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Horford),73,75
266,3,2:26.0,J. Johnson misses 3-pt jump shot from 25 ft,,73,75
267,3,2:25.0,,Defensive rebound by T. Rozier,73,75
268,3,2:19.0,,Turnover by T. Rozier (bad pass),73,75
269,3,2:19.0,W. Reed enters the game for J. Winslow,,73,75
270,3,2:19.0,J. Richardson enters the game for H. Whiteside,,73,75
271,3,2:06.0,Turnover by J. Johnson (bad pass; steal by M. Smart),,73,75
272,3,1:52.0,,A. Horford makes 2-pt jump shot from 8 ft (assist by J. Crowder),73,77
273,3,1:31.0,T. Johnson misses 2-pt layup from 2 ft,,73,77
274,3,1:30.0,,Defensive rebound by T. Rozier,73,77
275,3,1:19.0,Offensive charge foul by T. Rozier (drawn by T. Johnson),,73,77
276,3,1:19.0,,Turnover by T. Rozier (offensive foul),73,77
277,3,1:19.0,,J. Brown enters the game for J. Crowder,73,77
278,3,1:19.0,,J. Jerebko enters the game for A. Horford,73,77
279,3,1:02.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),,76,77
280,3,0:46.0,,Shooting foul by W. Ellington (drawn by M. Smart),76,77
281,3,0:46.0,,M. Smart makes free throw 1 of 2,76,78
282,3,0:46.0,,M. Smart makes free throw 2 of 2,76,79
283,3,0:37.0,Personal foul by M. Smart (drawn by W. Ellington),,76,79
284,3,0:24.0,J. Johnson makes 2-pt layup from 3 ft (assist by J. Richardson),,78,79
285,3,0:02.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by K. Olynyk),78,82
286,3,0:00.0,J. Johnson misses 3-pt jump shot from 45 ft,,78,82
287,3,0:00.0,Offensive rebound by Team,,78,82
288,4,11:47.0,,I. Thomas misses 2-pt layup from 3 ft (block by J. Richardson),78,82
289,4,11:46.0,Defensive rebound by J. Richardson,,78,82
290,4,11:40.0,J. Richardson misses 2-pt jump shot from 20 ft,,78,82
291,4,11:39.0,,Defensive rebound by Team,78,82
292,4,11:24.0,,Personal foul by W. Reed (drawn by K. Olynyk),78,82
293,4,11:12.0,,I. Thomas misses 3-pt jump shot from 25 ft,78,82
294,4,11:11.0,Defensive rebound by T. Johnson,,78,82
295,4,10:47.0,W. Reed makes 2-pt jump shot from 18 ft (assist by J. Johnson),,80,82
296,4,10:37.0,,K. Olynyk misses 3-pt jump shot from 26 ft,80,82
297,4,10:36.0,Defensive rebound by J. Richardson,,80,82
298,4,10:31.0,J. Johnson makes 2-pt layup from 3 ft (assist by J. Richardson),,82,82
299,4,10:31.0,Shooting foul by K. Olynyk (drawn by J. Johnson),,82,82
300,4,10:31.0,J. Johnson makes free throw 1 of 1,,83,82
301,4,10:15.0,,I. Thomas makes 2-pt jump shot from 14 ft (assist by J. Jerebko),83,84
302,4,9:55.0,J. Richardson misses 2-pt layup from 2 ft,,83,84
303,4,9:54.0,Offensive rebound by W. Reed,,83,84
304,4,9:54.0,W. Reed makes 2-pt dunk at rim,,85,84
305,4,9:44.0,,Turnover by K. Olynyk (lost ball; steal by J. Johnson),85,84
306,4,9:40.0,Shooting foul by J. Jerebko (drawn by T. Johnson),,85,84
307,4,9:40.0,T. Johnson makes free throw 1 of 2,,86,84
308,4,9:40.0,,A. Johnson enters the game for K. Olynyk,86,84
309,4,9:40.0,T. Johnson makes free throw 2 of 2,,87,84
310,4,9:30.0,,Turnover by J. Jerebko (bad pass; steal by J. Richardson),87,84
311,4,9:27.0,J. Richardson makes 2-pt dunk at rim,,89,84
312,4,9:27.0,,Boston full timeout,89,84
313,4,9:15.0,,Personal foul by J. Johnson (drawn by A. Johnson),89,84
314,4,9:08.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),89,87
315,4,8:42.0,J. Richardson misses 3-pt jump shot from 26 ft,,89,87
316,4,8:41.0,,Defensive rebound by J. Jerebko,89,87
317,4,8:33.0,R. McGruder enters the game for T. Johnson,,89,87
318,4,8:22.0,,I. Thomas makes 3-pt jump shot from 25 ft,89,90
319,4,8:12.0,Personal foul by J. Brown (drawn by J. Richardson),,89,90
320,4,8:02.0,J. Richardson misses 2-pt jump shot from 19 ft,,89,90
321,4,8:01.0,,Defensive rebound by T. Rozier,89,90
322,4,7:52.0,,I. Thomas misses 3-pt jump shot from 30 ft,89,90
323,4,7:51.0,Defensive rebound by Team,,89,90
324,4,7:34.0,W. Ellington misses 3-pt jump shot from 24 ft,,89,90
325,4,7:33.0,,Defensive rebound by J. Jerebko,89,90
326,4,7:14.0,,I. Thomas makes 3-pt jump shot from 25 ft,89,93
327,4,7:14.0,Miami full timeout,,89,93
328,4,7:14.0,T. Johnson enters the game for R. McGruder,,89,93
329,4,7:14.0,H. Whiteside enters the game for W. Reed,,89,93
330,4,6:49.0,Turnover by J. Richardson (lost ball; steal by T. Rozier),,89,93
331,4,6:43.0,,J. Brown makes 2-pt dunk at rim (assist by T. Rozier),89,95
332,4,6:33.0,J. Johnson makes 3-pt jump shot from 25 ft,,92,95
333,4,6:14.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),92,98
334,4,5:59.0,Shooting foul by I. Thomas (drawn by J. Johnson),,92,98
335,4,5:59.0,J. Johnson misses free throw 1 of 2,,92,98
336,4,5:59.0,Offensive rebound by Team,,92,98
337,4,5:59.0,,A. Horford enters the game for A. Johnson,92,98
338,4,5:59.0,J. Johnson makes free throw 2 of 2,,93,98
339,4,5:38.0,,I. Thomas makes 3-pt jump shot from 26 ft,93,101
340,4,5:23.0,T. Johnson makes 2-pt jump shot from 20 ft,,95,101
341,4,5:08.0,,Turnover by I. Thomas (lost ball; steal by H. Whiteside),95,101
342,4,5:02.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),,98,101
343,4,4:44.0,,Personal block foul by J. Richardson (drawn by I. Thomas),98,101
344,4,4:44.0,,J. Crowder enters the game for J. Brown,98,101
345,4,4:44.0,,M. Smart enters the game for T. Rozier,98,101
346,4,4:40.0,,Offensive foul by A. Horford (drawn by T. Johnson),98,101
347,4,4:40.0,,Turnover by A. Horford (offensive foul),98,101
348,4,4:27.0,Turnover by J. Johnson (bad pass),,98,101
349,4,4:16.0,,Turnover by A. Horford (bad pass; steal by J. Johnson),98,101
350,4,4:11.0,J. Johnson misses 2-pt layup from 2 ft,,98,101
351,4,4:10.0,,Defensive rebound by A. Horford,98,101
352,4,4:05.0,,I. Thomas makes 2-pt layup from 2 ft (assist by J. Crowder),98,103
353,4,4:05.0,,Shooting foul by T. Johnson (drawn by I. Thomas),98,103
354,4,4:05.0,,I. Thomas makes free throw 1 of 1,98,104
355,4,4:05.0,Miami full timeout,,98,104
356,4,4:05.0,J. Winslow enters the game for J. Johnson,,98,104
357,4,3:56.0,W. Ellington misses 3-pt jump shot from 24 ft,,98,104
358,4,3:55.0,Offensive rebound by J. Richardson,,98,104
359,4,3:41.0,Turnover by J. Winslow (bad pass; steal by A. Horford),,98,104
360,4,3:22.0,,A. Horford misses 3-pt jump shot from 25 ft,98,104
361,4,3:21.0,Defensive rebound by T. Johnson,,98,104
362,4,3:12.0,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Winslow),,100,104
363,4,2:48.0,,Turnover by M. Smart (bad pass),100,104
364,4,2:36.0,J. Richardson makes 2-pt jump shot from 15 ft,,102,104
365,4,2:17.0,,J. Crowder misses 3-pt jump shot from 25 ft,102,104
366,4,2:16.0,Defensive rebound by J. Winslow,,102,104
367,4,2:12.0,W. Ellington makes 2-pt layup from 1 ft (assist by J. Winslow),,104,104
368,4,1:57.0,,I. Thomas makes 2-pt layup from 2 ft,104,106
369,4,1:36.0,T. Johnson misses 3-pt jump shot from 25 ft,,104,106
370,4,1:36.0,Offensive rebound by Team,,104,106
371,4,1:36.0,J. Johnson enters the game for H. Whiteside,,104,106
372,4,1:27.0,Turnover by T. Johnson (lost ball; steal by I. Thomas),,104,106
373,4,1:23.0,,Personal foul by J. Richardson (drawn by I. Thomas),104,106
374,4,1:23.0,,I. Thomas makes free throw 1 of 2,104,107
375,4,1:23.0,,I. Thomas makes free throw 2 of 2,104,108
376,4,1:17.0,T. Johnson makes 2-pt jump shot from 22 ft (assist by J. Johnson),,106,108
377,4,1:00.0,,I. Thomas misses 2-pt jump shot from 12 ft,106,108
