,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:43.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by K. Leonard),0,2
1,1,11:31.0,Personal foul by D. Dedmon (drawn by M. Gasol),,0,2
2,1,11:18.0,M. Conley misses 3-pt jump shot from 25 ft,,0,2
3,1,11:17.0,,Defensive rebound by D. Dedmon,0,2
4,1,11:04.0,,L. Aldridge misses 2-pt jump shot from 17 ft,0,2
5,1,11:03.0,Defensive rebound by M. Gasol,,0,2
6,1,10:57.0,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Allen),,3,2
7,1,10:50.0,,San Antonio full timeout,3,2
8,1,10:43.0,,D. Green makes 2-pt jump shot from 12 ft (assist by K. Leonard),3,4
9,1,10:30.0,V. Carter misses 3-pt jump shot from 25 ft,,3,4
10,1,10:29.0,,Defensive rebound by Team,3,4
11,1,10:12.0,,Personal foul by T. Allen (drawn by L. Aldridge),3,4
12,1,10:02.0,,L. Aldridge makes 3-pt jump shot from 23 ft (assist by K. Leonard),3,7
13,1,9:40.0,T. Allen misses 3-pt jump shot from 25 ft,,3,7
14,1,9:38.0,Offensive rebound by J. Green,,3,7
15,1,9:31.0,Turnover by M. Gasol (lost ball),,3,7
16,1,9:04.0,,D. Dedmon makes 2-pt jump shot from 11 ft (assist by L. Aldridge),3,9
17,1,8:49.0,V. Carter misses 3-pt jump shot from 26 ft,,3,9
18,1,8:48.0,,Defensive rebound by T. Parker,3,9
19,1,8:34.0,,L. Aldridge misses 2-pt jump shot from 17 ft,3,9
20,1,8:33.0,Defensive rebound by T. Allen,,3,9
21,1,8:18.0,M. Conley makes 2-pt jump shot from 17 ft,,5,9
22,1,7:57.0,,K. Leonard makes 2-pt jump shot from 19 ft,5,11
23,1,7:43.0,M. Gasol misses 2-pt jump shot from 18 ft,,5,11
24,1,7:42.0,Offensive rebound by J. Green,,5,11
25,1,7:42.0,,Loose ball foul by K. Leonard (drawn by J. Green),5,11
26,1,7:32.0,M. Gasol misses 2-pt jump shot from 6 ft,,5,11
27,1,7:30.0,,Defensive rebound by D. Dedmon,5,11
28,1,7:23.0,,K. Leonard misses 3-pt jump shot from 25 ft,5,11
29,1,7:22.0,Defensive rebound by M. Gasol,,5,11
30,1,7:09.0,Personal foul by D. Dedmon (drawn by M. Gasol),,5,11
31,1,7:09.0,,P. Gasol enters the game for D. Dedmon,5,11
32,1,7:01.0,Turnover by M. Conley (bad pass),,5,11
33,1,6:45.0,,L. Aldridge misses 2-pt jump shot from 6 ft,5,11
34,1,6:45.0,Defensive rebound by Team,,5,11
35,1,6:22.0,M. Conley misses 2-pt jump shot from 19 ft,,5,11
36,1,6:21.0,,Defensive rebound by K. Leonard,5,11
37,1,6:12.0,,P. Gasol misses 3-pt jump shot from 24 ft,5,11
38,1,6:10.0,,Offensive rebound by K. Leonard,5,11
39,1,6:03.0,,K. Leonard makes 2-pt jump shot from 24 ft (assist by T. Parker),5,13
40,1,5:56.0,Memphis full timeout,,5,13
41,1,5:45.0,J. Green makes 3-pt jump shot from 26 ft (assist by M. Gasol),,8,13
42,1,5:28.0,,T. Parker misses 2-pt jump shot from 21 ft,8,13
43,1,5:26.0,Defensive rebound by T. Allen,,8,13
44,1,5:14.0,T. Allen misses 2-pt jump shot from 3 ft (block by P. Gasol),,8,13
45,1,5:12.0,Offensive rebound by Team,,8,13
46,1,5:12.0,,P. Mills enters the game for T. Parker,8,13
47,1,5:12.0,,M. Ginóbili enters the game for D. Green,8,13
48,1,5:12.0,Z. Randolph enters the game for J. Green,,8,13
49,1,5:12.0,T. Daniels enters the game for T. Allen,,8,13
50,1,5:06.0,M. Conley makes 2-pt layup from 2 ft (assist by M. Gasol),,10,13
51,1,4:51.0,,P. Gasol makes 2-pt dunk at rim (assist by P. Mills),10,15
52,1,4:27.0,Shooting foul by M. Ginóbili (drawn by Z. Randolph),,10,15
53,1,4:27.0,Z. Randolph makes free throw 1 of 2,,11,15
54,1,4:27.0,A. Harrison enters the game for M. Conley,,11,15
55,1,4:27.0,Z. Randolph makes free throw 2 of 2,,12,15
56,1,4:10.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by M. Ginóbili),12,17
57,1,3:50.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by A. Harrison),,14,17
58,1,3:37.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by P. Mills),14,19
59,1,3:33.0,Turnover by M. Gasol (bad pass; steal by M. Ginóbili),,14,19
60,1,3:27.0,,L. Aldridge makes 2-pt jump shot from 21 ft (assist by M. Ginóbili),14,21
61,1,3:02.0,V. Carter makes 3-pt jump shot from 24 ft (assist by A. Harrison),,17,21
62,1,2:51.0,,P. Mills misses 3-pt jump shot from 24 ft,17,21
63,1,2:48.0,Defensive rebound by Z. Randolph,,17,21
64,1,2:36.0,M. Gasol makes 2-pt jump shot from 16 ft,,19,21
65,1,2:23.0,,Shooting foul by V. Carter (drawn by K. Leonard),19,21
66,1,2:23.0,,K. Leonard misses free throw 1 of 2,19,21
67,1,2:23.0,,Offensive rebound by Team,19,21
