,QUARTER,TIME_REMAINING,CHICAGO_ACTION,INDIANA_ACTION,CHICAGO_SCORE,INDIANA_SCORE
0,1,11:43.0,Turnover by J. Butler (bad pass; steal by J. Teague),,0,0
1,1,11:38.0,,T. Young makes 2-pt layup from 4 ft (assist by J. Teague),0,2
2,1,11:17.0,T. Gibson misses 2-pt jump shot from 17 ft,,0,2
3,1,11:16.0,,Defensive rebound by G. Robinson,0,2
4,1,11:13.0,Violation by J. Butler (kicked ball),,0,2
5,1,11:02.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),0,5
6,1,10:46.0,Turnover by D. Wade (bad pass; steal by P. George),,0,5
7,1,10:41.0,,Shooting foul by R. Lopez (drawn by G. Robinson),0,5
8,1,10:41.0,,G. Robinson makes free throw 1 of 2,0,6
9,1,10:41.0,,G. Robinson makes free throw 2 of 2,0,7
10,1,10:26.0,T. Gibson makes 2-pt layup from 1 ft,,2,7
11,1,10:07.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Teague),2,9
12,1,9:46.0,J. Butler makes 2-pt jump shot from 21 ft,,4,9
13,1,9:38.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by T. Young),4,12
14,1,9:37.0,Chicago full timeout,,4,12
15,1,9:26.0,Turnover by R. Rondo (lost ball),,4,12
16,1,9:13.0,,Shooting foul by R. Lopez (drawn by M. Turner),4,12
17,1,9:13.0,,M. Turner makes free throw 1 of 2,4,13
18,1,9:13.0,,M. Turner misses free throw 2 of 2,4,13
19,1,9:13.0,N. Mirotić enters the game for R. Lopez,,4,13
20,1,9:11.0,Defensive rebound by R. Rondo,,4,13
21,1,9:04.0,Turnover by J. Butler (lost ball),,4,13
22,1,8:55.0,,T. Young makes 2-pt layup from 3 ft (assist by J. Teague),4,15
23,1,8:36.0,D. Wade makes 2-pt layup from 3 ft,,6,15
24,1,8:23.0,,P. George makes 3-pt jump shot from 26 ft (assist by J. Teague),6,18
25,1,8:01.0,T. Gibson makes 2-pt layup from 3 ft (assist by R. Rondo),,8,18
