,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
0,1,11:48.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,0,0
1,1,11:47.0,Defensive rebound by N. Stauskas,,0,0
2,1,11:35.0,Turnover by T. McConnell (bad pass; steal by T. Booker),,0,0
3,1,11:31.0,,T. Booker misses 2-pt layup from 2 ft,0,0
4,1,11:29.0,,Offensive rebound by B. Bogdanović,0,0
5,1,11:28.0,,B. Bogdanović makes 2-pt layup from 3 ft,0,2
6,1,11:13.0,R. Covington misses 3-pt jump shot from 25 ft,,0,2
7,1,11:10.0,,Defensive rebound by J. Harris,0,2
8,1,11:04.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,0,2
9,1,11:02.0,Defensive rebound by T. McConnell,,0,2
10,1,10:50.0,E. İlyasova misses 2-pt hook shot from 7 ft,,0,2
11,1,10:49.0,,Defensive rebound by B. Bogdanović,0,2
12,1,10:33.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),0,5
13,1,10:20.0,E. İlyasova makes 2-pt layup from 3 ft (assist by T. McConnell),,2,5
14,1,10:12.0,,Turnover by I. Whitehead (bad pass),2,5
15,1,9:57.0,J. Embiid makes 2-pt jump shot from 11 ft (assist by N. Stauskas),,4,5
16,1,9:57.0,Shooting foul by J. Harris (drawn by J. Embiid),,4,5
17,1,9:57.0,J. Embiid misses free throw 1 of 1,,4,5
18,1,9:56.0,,Defensive rebound by J. Harris,4,5
19,1,9:52.0,,B. Bogdanović makes 2-pt layup from 1 ft,4,7
20,1,9:34.0,Turnover by J. Embiid (traveling),,4,7
21,1,9:23.0,,B. Lopez misses 3-pt jump shot from 23 ft,4,7
22,1,9:21.0,Defensive rebound by T. McConnell,,4,7
23,1,9:16.0,T. McConnell misses 2-pt jump shot from 7 ft,,4,7
24,1,9:15.0,Offensive rebound by E. İlyasova,,4,7
25,1,9:14.0,E. İlyasova misses 2-pt layup from 2 ft,,4,7
26,1,9:13.0,Offensive rebound by E. İlyasova,,4,7
27,1,9:12.0,E. İlyasova misses 2-pt layup from 3 ft,,4,7
28,1,9:11.0,,Defensive rebound by Team,4,7
29,1,9:11.0,Loose ball foul by E. İlyasova (drawn by B. Lopez),,4,7
30,1,8:52.0,,I. Whitehead makes 3-pt jump shot from 25 ft (assist by T. Booker),4,10
31,1,8:37.0,R. Covington misses 3-pt jump shot from 25 ft,,4,10
32,1,8:36.0,,Defensive rebound by J. Harris,4,10
33,1,8:22.0,,Turnover by I. Whitehead (lost ball),4,10
34,1,8:06.0,E. İlyasova misses 3-pt jump shot from 25 ft,,4,10
35,1,8:05.0,,Defensive rebound by B. Bogdanović,4,10
36,1,8:02.0,,Personal foul by R. Covington (drawn by B. Bogdanović),4,10
37,1,8:02.0,N. Noel enters the game for J. Embiid,,4,10
38,1,8:02.0,G. Henderson enters the game for N. Stauskas,,4,10
39,1,7:51.0,,J. Harris misses 2-pt jump shot from 22 ft,4,10
40,1,7:50.0,,Offensive rebound by B. Lopez,4,10
41,1,7:49.0,,B. Lopez makes 2-pt layup from 3 ft,4,12
42,1,7:33.0,Turnover by R. Covington (bad pass),,4,12
43,1,7:26.0,,Loose ball foul by B. Lopez (drawn by N. Noel),4,12
44,1,7:26.0,,Turnover by B. Lopez (offensive foul),4,12
45,1,7:26.0,Philadelphia full timeout,,4,12
46,1,7:13.0,E. İlyasova misses 3-pt jump shot from 24 ft,,4,12
47,1,7:12.0,,Defensive rebound by B. Bogdanović,4,12
48,1,7:06.0,,B. Bogdanović misses 2-pt hook shot from 12 ft,4,12
49,1,7:05.0,Defensive rebound by G. Henderson,,4,12
50,1,6:54.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by G. Henderson),,7,12
