,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BOSTON_ACTION,CHARLOTTE_SCORE,BOSTON_SCORE
29,1,8:51.0,Defensive rebound by R. Sessions,,4,4
30,1,8:45.0,M. Williams misses 3-pt jump shot from 25 ft,,4,4
31,1,8:44.0,,Defensive rebound by A. Horford,4,4
32,1,8:22.0,,A. Bradley makes 2-pt jump shot from 11 ft,4,6
33,1,8:04.0,M. Williams makes 3-pt jump shot from 23 ft (assist by N. Batum),,7,6
34,1,7:53.0,,I. Thomas makes 2-pt layup from 1 ft,7,8
35,1,7:53.0,,Shooting foul by C. Zeller (drawn by I. Thomas),7,8
36,1,7:53.0,,I. Thomas misses free throw 1 of 1,7,8
37,1,7:53.0,Defensive rebound by M. Kidd-Gilchrist,,7,8
38,1,7:39.0,N. Batum makes 2-pt jump shot from 10 ft,,9,8
39,1,7:39.0,Shooting foul by A. Bradley (drawn by N. Batum),,9,8
40,1,7:39.0,N. Batum makes free throw 1 of 1,,10,8
41,1,7:22.0,,Shooting foul by M. Kidd-Gilchrist (drawn by A. Johnson),10,8
42,1,7:22.0,,A. Johnson misses free throw 1 of 2,10,8
43,1,7:22.0,,Offensive rebound by Team,10,8
44,1,7:22.0,,A. Johnson misses free throw 2 of 2,10,8
45,1,7:22.0,Defensive rebound by M. Kidd-Gilchrist,,10,8
46,1,7:09.0,Def 3 sec tech foul by A. Johnson,,10,8
47,1,7:09.0,N. Batum makes technical free throw,,11,8
48,1,6:59.0,N. Batum misses 2-pt jump shot from 18 ft,,11,8
49,1,6:58.0,,Defensive rebound by A. Bradley,11,8
50,1,6:47.0,,Turnover by A. Bradley (bad pass; steal by C. Zeller),11,8
51,1,6:40.0,M. Williams misses 2-pt layup from 3 ft (block by A. Horford),,11,8
52,1,6:40.0,Offensive rebound by Team,,11,8
53,1,6:26.0,M. Kidd-Gilchrist makes 3-pt jump shot from 25 ft (assist by R. Sessions),,14,8
54,1,6:17.0,,Turnover by A. Johnson (bad pass; steal by N. Batum),14,8
55,1,6:14.0,N. Batum misses 2-pt layup from 3 ft (block by A. Johnson),,14,8
56,1,6:13.0,Offensive rebound by Team,,14,8
57,1,6:09.0,C. Zeller misses 2-pt jump shot from 7 ft,,14,8
58,1,6:08.0,,Defensive rebound by A. Bradley,14,8
59,1,5:43.0,,I. Thomas makes 2-pt layup from 2 ft (assist by J. Crowder),14,10
60,1,5:23.0,N. Batum misses 2-pt jump shot from 23 ft,,14,10
61,1,5:21.0,,Defensive rebound by J. Crowder,14,10
62,1,5:08.0,,A. Bradley misses 3-pt jump shot from 25 ft,14,10
63,1,5:06.0,Defensive rebound by M. Kidd-Gilchrist,,14,10
64,1,5:02.0,Shooting block foul by J. Crowder (drawn by R. Sessions),,14,10
65,1,5:02.0,,Boston full timeout,14,10
66,1,5:02.0,R. Sessions makes free throw 1 of 2,,15,10
67,1,5:02.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,14,10
68,1,5:02.0,F. Kaminsky enters the game for M. Williams,,14,10
69,1,5:02.0,,M. Smart enters the game for A. Johnson,14,10
70,1,5:02.0,,J. Brown enters the game for A. Bradley,14,10
71,1,5:02.0,R. Sessions makes free throw 2 of 2,,16,10
72,1,4:47.0,,I. Thomas misses 2-pt jump shot from 7 ft (block by C. Zeller),16,10
73,1,4:46.0,Defensive rebound by N. Batum,,16,10
74,1,4:37.0,R. Sessions misses 2-pt jump shot from 22 ft,,16,10
75,1,4:36.0,,Defensive rebound by J. Brown,16,10
76,1,4:20.0,,I. Thomas makes 2-pt layup from 1 ft (assist by M. Smart),16,12
77,1,3:54.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,19,12
78,1,3:42.0,,Personal foul by R. Sessions (drawn by A. Horford),19,12
79,1,3:42.0,B. Roberts enters the game for R. Sessions,,19,12
80,1,3:33.0,,J. Brown misses 3-pt jump shot from 25 ft,19,12
81,1,3:33.0,,Offensive rebound by Team,19,12
82,1,3:33.0,Loose ball foul by C. Zeller (drawn by A. Horford),,19,12
83,1,3:33.0,,A. Horford makes free throw 1 of 2,19,13
84,1,3:33.0,S. Hawes enters the game for C. Zeller,,19,13
85,1,3:33.0,,T. Rozier enters the game for I. Thomas,19,13
86,1,3:33.0,,A. Horford makes free throw 2 of 2,19,14
87,1,3:20.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,19,14
88,1,3:19.0,,Defensive rebound by T. Rozier,19,14
89,1,3:06.0,,Shooting foul by S. Hawes (drawn by A. Horford),19,14
90,1,3:06.0,,A. Horford makes free throw 1 of 2,19,15
91,1,3:06.0,,A. Horford makes free throw 2 of 2,19,16
92,1,2:56.0,Charlotte full timeout,,19,16
93,1,2:56.0,Turnover by B. Roberts (bad pass),,19,16
94,1,2:46.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by M. Smart),19,19
95,1,2:30.0,N. Batum misses 2-pt jump shot from 19 ft,,19,19
96,1,2:30.0,,Defensive rebound by M. Smart,19,19
97,1,2:18.0,,A. Horford makes 2-pt jump shot from 19 ft,19,21
98,1,2:04.0,Shooting foul by M. Smart (drawn by M. Belinelli),,19,21
99,1,2:04.0,M. Belinelli misses free throw 1 of 3,,19,21
100,1,2:04.0,Offensive rebound by Team,,19,21
101,1,2:04.0,M. Belinelli makes free throw 2 of 3,,20,21
102,1,2:04.0,,K. Olynyk enters the game for A. Horford,20,21
103,1,2:04.0,M. Belinelli makes free throw 3 of 3,,21,21
104,1,1:52.0,,Turnover by M. Smart (bad pass; steal by N. Batum),21,21
105,1,1:44.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,21,21
106,1,1:43.0,,Defensive rebound by M. Smart,21,21
107,1,1:27.0,,J. Crowder misses 3-pt jump shot from 24 ft,21,21
108,1,1:25.0,Defensive rebound by Team,,21,21
109,1,1:25.0,,J. Jerebko enters the game for J. Crowder,21,21
110,1,1:13.0,M. Belinelli misses 2-pt jump shot from 21 ft,,21,21
111,1,1:12.0,,Defensive rebound by T. Rozier,21,21
112,1,1:06.0,,T. Rozier misses 2-pt jump shot from 19 ft,21,21
113,1,1:05.0,Defensive rebound by S. Hawes,,21,21
114,1,0:57.0,Turnover by B. Roberts (bad pass; steal by K. Olynyk),,21,21
115,1,0:51.0,,J. Brown makes 2-pt layup at rim (assist by T. Rozier),21,23
116,1,0:36.0,Shooting foul by T. Rozier (drawn by B. Roberts),,21,23
117,1,0:36.0,B. Roberts makes free throw 1 of 2,,22,23
118,1,0:36.0,B. Roberts misses free throw 2 of 2,,22,23
119,1,0:36.0,,Defensive rebound by J. Jerebko,22,23
120,1,0:18.0,,Turnover by T. Rozier (lost ball; steal by F. Kaminsky),22,23
121,1,0:03.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,22,23
122,1,0:03.0,,Defensive rebound by M. Smart,22,23
123,1,0:01.0,,J. Brown misses 3-pt jump shot from 44 ft,22,23
124,1,0:00.0,,Offensive rebound by Team,22,23
125,2,11:47.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by B. Roberts),,24,23
126,2,11:32.0,,J. Brown misses 2-pt layup from 3 ft,24,23
127,2,11:31.0,Defensive rebound by S. Hawes,,24,23
128,2,11:11.0,J. Lamb makes 2-pt jump shot from 7 ft (assist by M. Belinelli),,26,23
129,2,10:56.0,,J. Jerebko makes 2-pt layup from 1 ft (assist by M. Smart),26,25
130,2,10:44.0,Personal foul by J. Brown (drawn by J. Lamb),,26,25
131,2,10:44.0,,A. Bradley enters the game for J. Brown,26,25
132,2,10:36.0,B. Roberts makes 2-pt jump shot from 20 ft,,28,25
133,2,10:19.0,,J. Jerebko misses 3-pt jump shot from 25 ft,28,25
134,2,10:18.0,Defensive rebound by Team,,28,25
135,2,9:56.0,S. Hawes misses 3-pt jump shot from 27 ft,,28,25
136,2,9:55.0,,Defensive rebound by T. Rozier,28,25
137,2,9:40.0,,Shooting foul by S. Hawes (drawn by K. Olynyk),28,25
138,2,9:40.0,,K. Olynyk makes free throw 1 of 2,28,26
139,2,9:40.0,,K. Olynyk misses free throw 2 of 2,28,26
140,2,9:40.0,Defensive rebound by F. Kaminsky,,28,26
141,2,9:26.0,M. Belinelli misses 2-pt jump shot from 19 ft,,28,26
142,2,9:25.0,,Defensive rebound by A. Bradley,28,26
143,2,9:10.0,,A. Bradley misses 2-pt jump shot from 20 ft,28,26
144,2,9:08.0,,Offensive rebound by M. Smart,28,26
145,2,9:08.0,,M. Smart makes 2-pt layup from 1 ft,28,28
146,2,8:44.0,B. Roberts misses 2-pt jump shot from 8 ft,,28,28
147,2,8:43.0,Offensive rebound by B. Roberts,,28,28
148,2,8:43.0,B. Roberts misses 2-pt layup from 1 ft,,28,28
149,2,8:42.0,Offensive rebound by F. Kaminsky,,28,28
150,2,8:41.0,F. Kaminsky misses 2-pt layup from 3 ft (block by K. Olynyk),,28,28
151,2,8:40.0,,Defensive rebound by K. Olynyk,28,28
152,2,8:34.0,,K. Olynyk misses 3-pt jump shot from 26 ft,28,28
153,2,8:32.0,Defensive rebound by J. Lamb,,28,28
154,2,8:26.0,,Offensive charge foul by S. Hawes (drawn by J. Jerebko),28,28
155,2,8:26.0,Turnover by S. Hawes (offensive foul),,28,28
156,2,8:26.0,Official timeout,,28,28
157,2,8:26.0,M. Williams enters the game for S. Hawes,,28,28
158,2,8:14.0,,J. Jerebko misses 3-pt jump shot from 23 ft,28,28
159,2,8:12.0,,Offensive rebound by A. Bradley,28,28
160,2,8:05.0,,T. Rozier makes 2-pt jump shot from 20 ft,28,30
161,2,7:47.0,J. Lamb misses 3-pt jump shot from 25 ft,,28,30
162,2,7:46.0,,Defensive rebound by M. Smart,28,30
163,2,7:39.0,Violation by F. Kaminsky (kicked ball),,28,30
164,2,7:35.0,,A. Bradley misses 3-pt jump shot from 26 ft,28,30
165,2,7:34.0,,Offensive rebound by Team,28,30
166,2,7:34.0,Loose ball foul by F. Kaminsky (drawn by K. Olynyk),,28,30
167,2,7:28.0,,Turnover by T. Rozier (bad pass; steal by J. Lamb),28,30
168,2,7:20.0,M. Williams misses 3-pt jump shot from 25 ft,,28,30
169,2,7:18.0,Offensive rebound by F. Kaminsky,,28,30
170,2,7:16.0,F. Kaminsky makes 2-pt jump shot from 5 ft,,30,30
171,2,6:56.0,,J. Jerebko makes 2-pt layup from 3 ft (assist by K. Olynyk),30,32
172,2,6:47.0,Personal foul by A. Bradley (drawn by J. Lamb),,30,32
173,2,6:47.0,R. Sessions enters the game for B. Roberts,,30,32
174,2,6:47.0,,I. Thomas enters the game for M. Smart,30,32
175,2,6:39.0,J. Lamb misses 2-pt layup from 2 ft,,30,32
176,2,6:38.0,Offensive rebound by M. Williams,,30,32
177,2,6:38.0,M. Williams makes 2-pt layup from 1 ft,,32,32
178,2,6:25.0,,K. Olynyk misses 2-pt layup from 1 ft (block by F. Kaminsky),32,32
179,2,6:24.0,Defensive rebound by J. Lamb,,32,32
180,2,6:18.0,J. Lamb misses 2-pt jump shot from 10 ft,,32,32
181,2,6:17.0,,Defensive rebound by A. Bradley,32,32
182,2,6:00.0,,I. Thomas misses 2-pt layup from 2 ft,32,32
183,2,5:59.0,Defensive rebound by F. Kaminsky,,32,32
184,2,5:55.0,R. Sessions misses 2-pt layup from 2 ft (block by K. Olynyk),,32,32
185,2,5:55.0,Offensive rebound by Team,,32,32
186,2,5:55.0,,Boston full timeout,32,32
187,2,5:55.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,32,32
188,2,5:55.0,C. Zeller enters the game for F. Kaminsky,,32,32
189,2,5:55.0,,A. Horford enters the game for A. Bradley,32,32
190,2,5:55.0,,J. Crowder enters the game for K. Olynyk,32,32
191,2,5:51.0,J. Lamb makes 2-pt jump shot from 16 ft (assist by M. Williams),,34,32
192,2,5:28.0,,I. Thomas misses 2-pt layup from 2 ft,34,32
193,2,5:28.0,Defensive rebound by M. Kidd-Gilchrist,,34,32
194,2,5:21.0,R. Sessions misses 2-pt jump shot from 12 ft,,34,32
195,2,5:20.0,,Defensive rebound by A. Horford,34,32
196,2,5:08.0,,J. Jerebko misses 3-pt jump shot from 24 ft,34,32
197,2,5:08.0,Defensive rebound by M. Kidd-Gilchrist,,34,32
198,2,4:57.0,J. Lamb makes 2-pt jump shot from 18 ft,,36,32
199,2,4:39.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by A. Horford),36,35
200,2,4:25.0,Personal foul by J. Jerebko (drawn by C. Zeller),,36,35
201,2,4:25.0,,M. Smart enters the game for T. Rozier,36,35
202,2,4:25.0,N. Batum enters the game for C. Zeller,,36,35
203,2,4:11.0,R. Sessions misses 2-pt jump shot from 8 ft,,36,35
204,2,4:10.0,,Defensive rebound by I. Thomas,36,35
205,2,4:06.0,,Shooting foul by J. Lamb (drawn by I. Thomas),36,35
206,2,4:06.0,,I. Thomas makes free throw 1 of 2,36,36
207,2,4:06.0,,I. Thomas makes free throw 2 of 2,36,37
208,2,3:49.0,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),,38,37
209,2,3:41.0,,Turnover by I. Thomas (bad pass; steal by M. Kidd-Gilchrist),38,37
210,2,3:35.0,R. Sessions makes 2-pt layup from 1 ft,,40,37
211,2,3:17.0,,I. Thomas makes 2-pt layup at rim (assist by J. Jerebko),40,39
212,2,2:55.0,J. Lamb makes 2-pt jump shot from 16 ft,,42,39
213,2,2:47.0,,I. Thomas misses 2-pt layup from 4 ft,42,39
214,2,2:46.0,,Offensive rebound by I. Thomas,42,39
215,2,2:44.0,Charlotte full timeout,,42,39
216,2,2:44.0,,J. Brown enters the game for J. Jerebko,42,39
217,2,2:38.0,,A. Horford makes 2-pt hook shot from 8 ft (assist by M. Smart),42,41
218,2,2:21.0,N. Batum makes 3-pt jump shot from 25 ft (assist by R. Sessions),,45,41
219,2,1:55.0,,A. Horford misses 2-pt jump shot from 16 ft,45,41
220,2,1:54.0,Defensive rebound by J. Lamb,,45,41
221,2,1:46.0,,Violation by J. Crowder (kicked ball),45,41
222,2,1:32.0,Turnover by M. Williams (lost ball),,45,41
223,2,1:16.0,,J. Brown misses 2-pt layup from 2 ft,45,41
224,2,1:15.0,Defensive rebound by N. Batum,,45,41
225,2,1:06.0,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),,48,41
226,2,0:53.0,,Personal foul by J. Lamb (drawn by M. Smart),48,41
227,2,0:53.0,M. Belinelli enters the game for J. Lamb,,48,41
228,2,0:46.0,,M. Smart misses 3-pt jump shot from 26 ft,48,41
229,2,0:45.0,Defensive rebound by M. Williams,,48,41
230,2,0:20.0,M. Williams makes 2-pt jump shot from 10 ft (assist by M. Belinelli),,50,41
231,2,0:18.0,,Boston full timeout,50,41
232,2,0:18.0,,A. Bradley enters the game for J. Brown,50,41
233,2,0:03.0,,Turnover by J. Crowder (back court),50,41
234,2,0:03.0,Charlotte full timeout,,50,41
235,2,0:03.0,,J. Brown enters the game for A. Bradley,50,41
236,2,0:03.0,,J. Jerebko enters the game for I. Thomas,50,41
237,2,0:03.0,C. Zeller enters the game for M. Kidd-Gilchrist,,50,41
238,2,0:03.0,F. Kaminsky enters the game for M. Williams,,50,41
239,2,0:00.0,R. Sessions misses 2-pt jump shot from 8 ft,,50,41
240,2,0:00.0,Offensive rebound by Team,,50,41
241,3,11:43.0,C. Zeller makes 2-pt layup from 3 ft (assist by R. Sessions),,52,41
242,3,11:27.0,,Turnover by A. Bradley (lost ball; steal by M. Kidd-Gilchrist),52,41
243,3,11:11.0,R. Sessions misses 2-pt jump shot from 9 ft (block by A. Horford),,52,41
244,3,11:10.0,,Defensive rebound by I. Thomas,52,41
245,3,10:59.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by A. Horford),52,44
246,3,10:42.0,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,,52,44
247,3,10:40.0,,Defensive rebound by A. Horford,52,44
248,3,10:23.0,,A. Horford misses 2-pt jump shot from 10 ft,52,44
249,3,10:22.0,Defensive rebound by Team,,52,44
250,3,10:12.0,Shooting block foul by J. Jerebko (drawn by N. Batum),,52,44
251,3,10:12.0,N. Batum makes free throw 1 of 2,,53,44
252,3,10:12.0,N. Batum makes free throw 2 of 2,,54,44
253,3,10:00.0,,A. Bradley misses 2-pt jump shot from 12 ft,54,44
254,3,9:59.0,Defensive rebound by M. Williams,,54,44
255,3,9:41.0,N. Batum misses 3-pt jump shot from 29 ft,,54,44
256,3,9:39.0,,Defensive rebound by J. Crowder,54,44
257,3,9:30.0,,Turnover by J. Crowder (bad pass; steal by N. Batum),54,44
258,3,9:28.0,R. Sessions misses 2-pt layup from 1 ft,,54,44
259,3,9:27.0,Offensive rebound by C. Zeller,,54,44
260,3,9:27.0,C. Zeller misses 2-pt layup from 1 ft,,54,44
261,3,9:26.0,,Defensive rebound by J. Crowder,54,44
262,3,9:20.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),54,46
263,3,9:04.0,Personal foul by I. Thomas (drawn by N. Batum),,54,46
264,3,8:57.0,N. Batum misses 2-pt jump shot from 10 ft,,54,46
265,3,8:55.0,Offensive rebound by M. Williams,,54,46
266,3,8:39.0,M. Williams makes 2-pt jump shot from 3 ft,,56,46
267,3,8:35.0,,Turnover by A. Horford (lost ball; steal by C. Zeller),56,46
268,3,8:25.0,Shooting foul by J. Jerebko (drawn by N. Batum),,56,46
269,3,8:25.0,N. Batum makes free throw 1 of 2,,57,46
270,3,8:25.0,N. Batum makes free throw 2 of 2,,58,46
271,3,8:05.0,,I. Thomas makes 2-pt layup from 4 ft (assist by A. Bradley),58,48
272,3,7:45.0,N. Batum makes 2-pt jump shot from 13 ft,,60,48
273,3,7:31.0,,A. Bradley makes 2-pt jump shot from 16 ft (assist by J. Jerebko),60,50
274,3,7:12.0,N. Batum misses 2-pt jump shot from 6 ft,,60,50
275,3,7:10.0,,Defensive rebound by J. Jerebko,60,50
276,3,7:01.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by J. Jerebko),60,52
277,3,7:01.0,Charlotte full timeout,,60,52
278,3,6:49.0,M. Williams misses 2-pt jump shot from 18 ft,,60,52
279,3,6:48.0,Offensive rebound by C. Zeller,,60,52
280,3,6:44.0,Turnover by N. Batum (bad pass; steal by J. Jerebko),,60,52
281,3,6:25.0,,I. Thomas makes 2-pt layup from 3 ft,60,54
282,3,6:09.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Jerebko),,60,54
283,3,6:02.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by I. Thomas),60,57
284,3,5:39.0,R. Sessions misses 2-pt jump shot from 16 ft,,60,57
285,3,5:38.0,Offensive rebound by M. Williams,,60,57
286,3,5:37.0,M. Williams misses 2-pt jump shot from 8 ft (block by A. Horford),,60,57
287,3,5:36.0,Offensive rebound by Team,,60,57
288,3,5:29.0,N. Batum misses 3-pt jump shot from 25 ft,,60,57
289,3,5:28.0,,Defensive rebound by J. Crowder,60,57
290,3,5:20.0,,A. Bradley misses 3-pt jump shot from 26 ft,60,57
291,3,5:19.0,Defensive rebound by R. Sessions,,60,57
292,3,5:14.0,Shooting foul by J. Crowder (drawn by N. Batum),,60,57
293,3,5:14.0,N. Batum makes free throw 1 of 2,,61,57
294,3,5:14.0,N. Batum makes free throw 2 of 2,,62,57
295,3,5:07.0,,Personal foul by R. Sessions (drawn by I. Thomas),62,57
296,3,4:56.0,,A. Horford makes 2-pt layup from 2 ft (assist by I. Thomas),62,59
297,3,4:42.0,M. Williams misses 2-pt layup from 3 ft,,62,59
298,3,4:42.0,Offensive rebound by R. Sessions,,62,59
299,3,4:42.0,R. Sessions misses 2-pt layup from 1 ft (block by A. Horford),,62,59
300,3,4:42.0,Offensive rebound by Team,,62,59
301,3,4:42.0,F. Kaminsky enters the game for M. Williams,,62,59
302,3,4:42.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,62,59
303,3,4:42.0,,K. Olynyk enters the game for J. Jerebko,62,59
304,3,4:31.0,M. Belinelli misses 3-pt jump shot from 26 ft,,62,59
305,3,4:23.0,,Defensive rebound by A. Horford,62,59
306,3,4:18.0,,A. Bradley misses 2-pt layup from 3 ft (block by C. Zeller),62,59
307,3,4:17.0,,Offensive rebound by A. Horford,62,59
308,3,4:16.0,,A. Horford misses 2-pt layup from 1 ft (block by C. Zeller),62,59
309,3,4:15.0,Defensive rebound by R. Sessions,,62,59
310,3,4:12.0,Offensive foul by C. Zeller (drawn by I. Thomas),,62,59
311,3,4:12.0,Turnover by C. Zeller (offensive foul),,62,59
312,3,4:12.0,,M. Smart enters the game for I. Thomas,62,59
313,3,3:57.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by A. Horford),62,62
314,3,3:43.0,N. Batum misses 2-pt jump shot from 16 ft,,62,62
315,3,3:40.0,,Defensive rebound by K. Olynyk,62,62
316,3,3:25.0,,J. Crowder misses 3-pt jump shot from 25 ft,62,62
317,3,3:23.0,Defensive rebound by N. Batum,,62,62
318,3,3:14.0,Turnover by N. Batum (bad pass; steal by K. Olynyk),,62,62
319,3,3:04.0,,A. Horford makes 2-pt hook shot from 5 ft (assist by J. Crowder),62,64
320,3,2:57.0,Charlotte full timeout,,62,64
321,3,2:57.0,,Boston full timeout,62,64
322,3,2:57.0,S. Hawes enters the game for C. Zeller,,62,64
323,3,2:57.0,B. Roberts enters the game for R. Sessions,,62,64
324,3,2:49.0,S. Hawes makes 2-pt layup from 3 ft (assist by N. Batum),,64,64
325,3,2:28.0,,Turnover by M. Smart (bad pass; steal by B. Roberts),64,64
326,3,2:11.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,67,64
327,3,1:46.0,,Shooting foul by S. Hawes (drawn by A. Horford),67,64
328,3,1:46.0,,A. Horford makes free throw 1 of 2,67,65
329,3,1:46.0,,A. Horford misses free throw 2 of 2,67,65
330,3,1:46.0,Defensive rebound by N. Batum,,67,65
331,3,1:46.0,,T. Rozier enters the game for A. Bradley,67,65
332,3,1:29.0,F. Kaminsky misses 2-pt hook shot from 6 ft,,67,65
333,3,1:28.0,,Defensive rebound by K. Olynyk,67,65
334,3,1:20.0,,Shooting foul by M. Belinelli (drawn by A. Horford),67,65
335,3,1:20.0,,A. Horford misses free throw 1 of 2,67,65
336,3,1:20.0,,Offensive rebound by Team,67,65
337,3,1:20.0,,A. Horford makes free throw 2 of 2,67,66
338,3,1:00.0,S. Hawes misses 3-pt jump shot from 25 ft,,67,66
339,3,1:00.0,,Defensive rebound by M. Smart,67,66
340,3,0:40.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by A. Horford),67,69
341,3,0:32.0,Personal foul by T. Rozier (drawn by B. Roberts),,67,69
342,3,0:32.0,B. Roberts makes free throw 1 of 2,,68,69
343,3,0:32.0,,A. Johnson enters the game for A. Horford,68,69
344,3,0:32.0,B. Roberts makes free throw 2 of 2,,69,69
345,3,0:07.0,,K. Olynyk misses 2-pt jump shot from 10 ft,69,69
346,3,0:06.0,Defensive rebound by N. Batum,,69,69
347,3,0:01.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,69,69
348,3,0:00.0,Offensive rebound by Team,,69,69
349,4,11:43.0,,I. Thomas misses 3-pt jump shot from 26 ft,69,69
350,4,11:42.0,Defensive rebound by J. Lamb,,69,69
351,4,11:26.0,M. Belinelli misses 2-pt jump shot from 16 ft,,69,69
352,4,11:24.0,,Defensive rebound by A. Johnson,69,69
353,4,11:12.0,,T. Rozier misses 2-pt jump shot from 15 ft,69,69
354,4,11:11.0,Defensive rebound by S. Hawes,,69,69
355,4,10:57.0,J. Lamb misses 2-pt layup from 2 ft,,69,69
356,4,10:57.0,Offensive rebound by J. Lamb,,69,69
357,4,10:48.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,69,69
358,4,10:47.0,,Defensive rebound by Team,69,69
359,4,10:47.0,,Personal foul by J. Lamb (drawn by I. Thomas),69,69
360,4,10:31.0,,Shooting foul by M. Belinelli (drawn by M. Smart),69,69
361,4,10:31.0,,M. Smart makes 2-pt jump shot from 10 ft,69,71
362,4,10:31.0,,M. Smart makes free throw 1 of 1,69,72
363,4,10:11.0,B. Roberts misses 2-pt jump shot from 15 ft,,69,72
364,4,10:10.0,,Defensive rebound by T. Rozier,69,72
365,4,10:02.0,,Turnover by I. Thomas (step out of bounds),69,72
366,4,9:51.0,J. Lamb misses 3-pt jump shot from 26 ft,,69,72
367,4,9:50.0,,Defensive rebound by T. Rozier,69,72
368,4,9:38.0,,A. Johnson makes 2-pt jump shot from 5 ft (assist by K. Olynyk),69,74
369,4,9:38.0,Charlotte full timeout,,69,74
370,4,9:27.0,M. Belinelli makes 2-pt jump shot from 23 ft (assist by B. Roberts),,71,74
371,4,9:14.0,,Shooting foul by J. Lamb (drawn by A. Johnson),71,74
372,4,9:14.0,,A. Johnson misses free throw 1 of 2,71,74
373,4,9:14.0,,Offensive rebound by Team,71,74
374,4,9:14.0,,A. Johnson makes free throw 2 of 2,71,75
375,4,8:56.0,Shooting foul by K. Olynyk (drawn by S. Hawes),,71,75
376,4,8:56.0,S. Hawes misses free throw 1 of 2,,71,75
377,4,8:56.0,Offensive rebound by Team,,71,75
378,4,8:56.0,,A. Bradley enters the game for T. Rozier,71,75
379,4,8:56.0,S. Hawes makes free throw 2 of 2,,72,75
380,4,8:42.0,,A. Bradley makes 2-pt jump shot from 7 ft (assist by M. Smart),72,77
381,4,8:21.0,B. Roberts misses 2-pt jump shot from 8 ft,,72,77
382,4,8:20.0,,Defensive rebound by A. Johnson,72,77
