,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
0,1,11:48.0,Turnover by J. Henson (traveling),,0,0
1,1,11:26.0,,K. Korver misses 3-pt jump shot from 26 ft,0,0
2,1,11:25.0,,Offensive rebound by M. Muscala,0,0
3,1,11:25.0,,Shooting foul by T. Snell (drawn by M. Muscala),0,0
4,1,11:25.0,,M. Muscala makes free throw 1 of 2,0,1
5,1,11:25.0,,M. Muscala makes free throw 2 of 2,0,2
6,1,11:07.0,J. Parker makes 2-pt jump shot from 12 ft (assist by T. Snell),,2,2
7,1,10:55.0,,K. Korver misses 3-pt jump shot from 27 ft,2,2
8,1,10:54.0,Defensive rebound by G. Antetokounmpo,,2,2
9,1,10:45.0,J. Parker misses 3-pt jump shot from 23 ft,,2,2
10,1,10:42.0,,Defensive rebound by K. Bazemore,2,2
11,1,10:34.0,,M. Muscala misses 3-pt jump shot from 26 ft,2,2
12,1,10:31.0,Defensive rebound by Team,,2,2
13,1,10:18.0,J. Parker misses 2-pt hook shot from 6 ft,,2,2
14,1,10:17.0,,Defensive rebound by M. Muscala,2,2
15,1,10:07.0,,D. Schröder misses 2-pt layup from 2 ft (block by M. Dellavedova),2,2
16,1,10:06.0,Defensive rebound by J. Henson,,2,2
17,1,10:00.0,T. Snell misses 3-pt jump shot from 24 ft,,2,2
18,1,9:58.0,,Defensive rebound by K. Bazemore,2,2
19,1,9:52.0,,Shooting foul by G. Antetokounmpo (drawn by D. Schröder),2,2
20,1,9:52.0,,D. Schröder makes free throw 1 of 2,2,3
21,1,9:52.0,,D. Schröder makes free throw 2 of 2,2,4
22,1,9:39.0,J. Parker misses 2-pt layup from 2 ft,,2,4
23,1,9:38.0,,Defensive rebound by D. Schröder,2,4
24,1,9:23.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),2,7
25,1,9:11.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,2,7
26,1,9:10.0,,Defensive rebound by K. Korver,2,7
27,1,8:55.0,,K. Bazemore misses 2-pt layup at rim,2,7
28,1,8:54.0,Defensive rebound by J. Parker,,2,7
29,1,8:51.0,J. Parker misses 2-pt layup from 4 ft (block by K. Korver),,2,7
30,1,8:51.0,Offensive rebound by Team,,2,7
31,1,8:43.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,2,7
32,1,8:42.0,,Defensive rebound by K. Korver,2,7
33,1,8:33.0,,K. Bazemore misses 2-pt jump shot from 21 ft,2,7
34,1,8:32.0,Defensive rebound by G. Antetokounmpo,,2,7
35,1,8:30.0,Milwaukee full timeout,,2,7
36,1,8:16.0,Personal foul by K. Korver (drawn by T. Snell),,2,7
37,1,8:16.0,M. Teletović enters the game for J. Parker,,2,7
38,1,8:09.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,2,7
39,1,8:07.0,Offensive rebound by J. Henson,,2,7
40,1,8:07.0,J. Henson makes 2-pt dunk at rim,,4,7
41,1,7:54.0,,Turnover by K. Bazemore (lost ball; steal by T. Snell),4,7
42,1,7:48.0,T. Snell makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,6,7
43,1,7:36.0,,M. Muscala misses 2-pt jump shot from 12 ft,6,7
44,1,7:35.0,Defensive rebound by J. Henson,,6,7
45,1,7:26.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,6,7
46,1,7:22.0,,Defensive rebound by D. Schröder,6,7
47,1,7:17.0,,Turnover by D. Schröder (traveling),6,7
48,1,7:17.0,,K. Humphries enters the game for M. Muscala,6,7
49,1,7:02.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by J. Henson),,9,7
50,1,6:37.0,,K. Humphries makes 2-pt jump shot from 13 ft (assist by K. Bazemore),9,9
51,1,6:18.0,M. Teletović makes 2-pt jump shot from 18 ft (assist by T. Snell),,11,9
52,1,5:49.0,,K. Bazemore misses 3-pt jump shot from 26 ft,11,9
53,1,5:48.0,Defensive rebound by G. Antetokounmpo,,11,9
54,1,5:34.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),,13,9
55,1,5:30.0,,Atlanta full timeout,13,9
56,1,5:30.0,J. Terry enters the game for J. Henson,,13,9
57,1,5:30.0,G. Monroe enters the game for T. Snell,,13,9
58,1,5:21.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by P. Millsap),13,11
59,1,5:21.0,,Shooting foul by J. Terry (drawn by K. Korver),13,11
60,1,5:21.0,,K. Korver makes free throw 1 of 1,13,12
61,1,5:12.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Dellavedova),,15,12
62,1,4:57.0,,P. Millsap misses 3-pt jump shot from 25 ft,15,12
63,1,4:54.0,Defensive rebound by M. Teletović,,15,12
64,1,4:50.0,Shooting foul by K. Bazemore (drawn by G. Antetokounmpo),,15,12
65,1,4:50.0,G. Antetokounmpo makes free throw 1 of 2,,16,12
66,1,4:50.0,M. Brogdon enters the game for M. Dellavedova,,16,12
67,1,4:50.0,,T. Prince enters the game for K. Bazemore,16,12
68,1,4:50.0,,T. Hardaway enters the game for K. Korver,16,12
69,1,4:50.0,G. Antetokounmpo makes free throw 2 of 2,,17,12
70,1,4:33.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),17,14
71,1,4:15.0,M. Teletović misses 3-pt jump shot from 24 ft,,17,14
72,1,4:14.0,,Defensive rebound by K. Humphries,17,14
73,1,4:05.0,,T. Hardaway misses 3-pt jump shot from 26 ft,17,14
74,1,4:03.0,,Offensive rebound by K. Humphries,17,14
75,1,3:59.0,,T. Hardaway makes 2-pt jump shot from 3 ft (assist by K. Humphries),17,16
76,1,3:41.0,Turnover by M. Brogdon (bad pass; steal by P. Millsap),,17,16
77,1,3:27.0,,D. Schröder misses 2-pt jump shot from 5 ft,17,16
78,1,3:25.0,Defensive rebound by G. Antetokounmpo,,17,16
79,1,3:17.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,20,16
80,1,2:54.0,,Turnover by D. Schröder (lost ball),20,16
81,1,2:54.0,,M. Muscala enters the game for P. Millsap,20,16
82,1,2:54.0,,M. Delaney enters the game for D. Schröder,20,16
83,1,2:54.0,J. Parker enters the game for G. Antetokounmpo,,20,16
84,1,2:43.0,M. Brogdon makes 2-pt jump shot from 8 ft,,22,16
85,1,2:23.0,,T. Prince makes 2-pt jump shot from 20 ft,22,18
86,1,2:09.0,G. Monroe misses 2-pt dunk from 2 ft (block by K. Humphries),,22,18
87,1,2:06.0,,Defensive rebound by T. Prince,22,18
88,1,2:03.0,,T. Hardaway misses 3-pt jump shot from 25 ft,22,18
89,1,2:03.0,Defensive rebound by Team,,22,18
90,1,2:03.0,,R. Kelly enters the game for K. Humphries,22,18
91,1,1:43.0,J. Parker misses 2-pt layup from 1 ft (block by M. Muscala),,22,18
92,1,1:41.0,,Defensive rebound by T. Hardaway,22,18
93,1,1:39.0,,Shooting foul by M. Brogdon (drawn by T. Hardaway),22,18
94,1,1:39.0,,T. Hardaway misses free throw 1 of 2,22,18
95,1,1:39.0,,Offensive rebound by Team,22,18
96,1,1:39.0,,T. Hardaway makes free throw 2 of 2,22,19
97,1,1:25.0,J. Terry misses 3-pt jump shot from 23 ft,,22,19
98,1,1:23.0,Offensive rebound by G. Monroe,,22,19
99,1,1:23.0,G. Monroe misses 2-pt layup from 1 ft,,22,19
100,1,1:21.0,Offensive rebound by G. Monroe,,22,19
101,1,1:20.0,G. Monroe makes 2-pt hook shot from 3 ft,,24,19
102,1,1:01.0,,M. Delaney makes 2-pt layup from 1 ft,24,21
103,1,0:52.0,Shooting block foul by M. Muscala (drawn by G. Monroe),,24,21
104,1,0:52.0,G. Monroe makes free throw 1 of 2,,25,21
105,1,0:52.0,G. Monroe makes free throw 2 of 2,,26,21
106,1,0:28.0,,T. Prince misses 3-pt jump shot from 28 ft,26,21
107,1,0:26.0,Defensive rebound by G. Monroe,,26,21
108,1,0:03.0,M. Brogdon misses 3-pt jump shot from 23 ft,,26,21
109,1,0:03.0,Offensive rebound by Team,,26,21
110,1,0:00.0,M. Brogdon misses 2-pt jump shot from 20 ft,,26,21
111,1,0:00.0,Offensive rebound by Team,,26,21
112,2,11:40.0,,Shooting foul by M. Teletović (drawn by R. Kelly),26,21
113,2,11:40.0,,R. Kelly makes free throw 1 of 2,26,22
114,2,11:40.0,,R. Kelly makes free throw 2 of 2,26,23
115,2,11:28.0,M. Teletović misses 3-pt jump shot from 25 ft,,26,23
116,2,11:25.0,,Defensive rebound by M. Muscala,26,23
117,2,11:10.0,,T. Prince makes 2-pt dunk at rim (assist by M. Muscala),26,25
118,2,10:54.0,M. Brogdon misses 3-pt jump shot from 25 ft,,26,25
119,2,10:53.0,,Defensive rebound by T. Prince,26,25
120,2,10:41.0,,R. Kelly makes 2-pt jump shot from 15 ft (assist by T. Hardaway),26,27
121,2,10:17.0,G. Monroe misses 2-pt jump shot from 17 ft,,26,27
122,2,10:16.0,,Defensive rebound by T. Prince,26,27
123,2,10:08.0,,T. Hardaway makes 2-pt dunk at rim (assist by M. Muscala),26,29
124,2,10:08.0,Milwaukee full timeout,,26,29
125,2,10:08.0,M. Plumlee enters the game for M. Teletović,,26,29
126,2,10:08.0,M. Beasley enters the game for G. Monroe,,26,29
127,2,9:58.0,J. Terry misses 3-pt jump shot from 23 ft,,26,29
128,2,9:57.0,,Defensive rebound by M. Delaney,26,29
129,2,9:49.0,,M. Muscala makes 2-pt layup from 1 ft (assist by M. Delaney),26,31
130,2,9:31.0,M. Beasley misses 2-pt layup from 2 ft,,26,31
131,2,9:31.0,,Defensive rebound by Team,26,31
132,2,9:26.0,Loose ball foul by M. Plumlee (drawn by R. Kelly),,26,31
133,2,9:13.0,,T. Prince misses 3-pt jump shot from 25 ft,26,31
134,2,9:11.0,Defensive rebound by M. Plumlee,,26,31
135,2,9:06.0,M. Beasley misses 2-pt jump shot from 20 ft,,26,31
136,2,9:04.0,,Defensive rebound by M. Delaney,26,31
137,2,8:54.0,,R. Kelly misses 3-pt jump shot from 25 ft,26,31
138,2,8:52.0,Defensive rebound by J. Parker,,26,31
139,2,8:46.0,J. Parker misses 2-pt layup from 3 ft (block by T. Prince),,26,31
140,2,8:43.0,,Defensive rebound by T. Prince,26,31
141,2,8:42.0,,Shooting foul by J. Terry (drawn by T. Prince),26,31
142,2,8:42.0,,T. Prince makes free throw 1 of 2,26,32
143,2,8:42.0,,K. Humphries enters the game for M. Muscala,26,32
144,2,8:42.0,R. Vaughn enters the game for J. Terry,,26,32
145,2,8:42.0,,T. Prince makes free throw 2 of 2,26,33
146,2,8:24.0,Turnover by M. Beasley (lost ball; steal by T. Prince),,26,33
147,2,8:17.0,,T. Hardaway makes 2-pt layup from 2 ft,26,35
148,2,7:53.0,Turnover by M. Plumlee (bad pass),,26,35
149,2,7:53.0,M. Dellavedova enters the game for M. Brogdon,,26,35
150,2,7:53.0,G. Antetokounmpo enters the game for J. Parker,,26,35
151,2,7:38.0,,K. Humphries misses 2-pt jump shot from 19 ft,26,35
152,2,7:36.0,Defensive rebound by M. Dellavedova,,26,35
153,2,7:29.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by T. Prince),,26,35
154,2,7:29.0,,Defensive rebound by Team,26,35
155,2,7:13.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by T. Prince),26,38
156,2,7:11.0,Milwaukee full timeout,,26,38
157,2,6:54.0,R. Vaughn misses 3-pt jump shot from 24 ft,,26,38
158,2,6:54.0,Offensive rebound by Team,,26,38
159,2,6:54.0,,Loose ball foul by R. Kelly (drawn by M. Beasley),26,38
160,2,6:48.0,Personal foul by T. Prince (drawn by G. Antetokounmpo),,26,38
161,2,6:41.0,R. Vaughn misses 2-pt jump shot from 6 ft,,26,38
162,2,6:40.0,Offensive rebound by M. Plumlee,,26,38
163,2,6:40.0,M. Plumlee misses 2-pt dunk at rim,,26,38
164,2,6:40.0,,Defensive rebound by Team,26,38
165,2,6:31.0,,M. Delaney makes 2-pt jump shot from 18 ft (assist by T. Hardaway),26,40
166,2,6:19.0,Offensive foul by M. Beasley (drawn by M. Delaney),,26,40
167,2,6:19.0,Turnover by M. Beasley (offensive foul),,26,40
168,2,6:02.0,,M. Delaney misses 3-pt jump shot from 26 ft,26,40
169,2,6:00.0,Defensive rebound by G. Antetokounmpo,,26,40
170,2,5:51.0,M. Plumlee makes 2-pt hook shot at rim,,28,40
171,2,5:51.0,Shooting foul by R. Kelly (drawn by M. Plumlee),,28,40
172,2,5:51.0,Official timeout,,28,40
173,2,5:51.0,T. Snell enters the game for M. Beasley,,28,40
174,2,5:51.0,,P. Millsap enters the game for T. Hardaway,28,40
175,2,5:51.0,,K. Korver enters the game for R. Kelly,28,40
176,2,5:51.0,M. Plumlee makes free throw 1 of 1,,29,40
177,2,5:38.0,,Shooting foul by M. Plumlee (drawn by K. Humphries),29,40
178,2,5:38.0,,K. Humphries makes free throw 1 of 2,29,41
179,2,5:38.0,,K. Humphries makes free throw 2 of 2,29,42
180,2,5:24.0,T. Snell misses 3-pt jump shot from 23 ft,,29,42
181,2,5:22.0,Offensive rebound by M. Plumlee,,29,42
182,2,5:21.0,M. Dellavedova misses 2-pt layup from 3 ft (block by K. Humphries),,29,42
183,2,5:21.0,Offensive rebound by Team,,29,42
184,2,5:21.0,,K. Bazemore enters the game for T. Prince,29,42
185,2,5:18.0,R. Vaughn misses 2-pt jump shot from 21 ft,,29,42
186,2,5:17.0,,Defensive rebound by P. Millsap,29,42
187,2,5:04.0,,K. Humphries makes 2-pt hook shot from 1 ft (assist by K. Korver),29,44
