,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,HOUSTON_ACTION,CHARLOTTE_SCORE,HOUSTON_SCORE
29,1,8:24.0,J. Lamb makes 2-pt jump shot from 20 ft,,4,14
30,1,8:19.0,,Turnover by J. Harden (bad pass; steal by J. Lamb),4,14
31,1,8:14.0,Shooting foul by R. Anderson (drawn by J. Lamb),,4,14
32,1,8:14.0,J. Lamb makes free throw 1 of 2,,5,14
33,1,8:14.0,J. Lamb makes free throw 2 of 2,,6,14
34,1,7:55.0,,P. Beverley misses 3-pt jump shot from 25 ft,6,14
35,1,7:54.0,Defensive rebound by K. Walker,,6,14
36,1,7:36.0,M. Williams makes 3-pt jump shot from 23 ft (assist by J. Lamb),,9,14
37,1,7:10.0,,T. Ariza makes 2-pt layup from 3 ft,9,16
38,1,6:46.0,J. Lamb makes 3-pt jump shot from 26 ft,,12,16
39,1,6:39.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Harden),12,16
40,1,6:39.0,,J. Harden misses free throw 1 of 3,12,16
41,1,6:39.0,,Offensive rebound by Team,12,16
42,1,6:39.0,,J. Harden makes free throw 2 of 3,12,17
43,1,6:39.0,,N. Hilário enters the game for M. Harrell,12,17
44,1,6:39.0,,J. Harden makes free throw 3 of 3,12,18
45,1,6:27.0,K. Walker misses 3-pt jump shot from 25 ft,,12,18
46,1,6:26.0,,Defensive rebound by P. Beverley,12,18
47,1,6:10.0,,R. Anderson misses 2-pt layup from 2 ft,12,18
48,1,6:08.0,Defensive rebound by M. Kidd-Gilchrist,,12,18
49,1,6:03.0,Shooting foul by N. Hilário (drawn by K. Walker),,12,18
50,1,6:03.0,K. Walker makes free throw 1 of 2,,13,18
51,1,6:03.0,M. Belinelli enters the game for J. Lamb,,13,18
52,1,6:03.0,,S. Dekker enters the game for P. Beverley,13,18
53,1,6:03.0,K. Walker makes free throw 2 of 2,,14,18
54,1,5:45.0,,S. Dekker misses 2-pt jump shot from 3 ft (block by R. Hibbert),14,18
55,1,5:43.0,Defensive rebound by K. Walker,,14,18
56,1,5:24.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,14,18
57,1,5:23.0,,Defensive rebound by N. Hilário,14,18
58,1,5:12.0,,J. Harden misses 2-pt jump shot from 12 ft,14,18
59,1,5:11.0,Defensive rebound by M. Williams,,14,18
60,1,4:56.0,M. Williams makes 3-pt jump shot from 28 ft (assist by M. Kidd-Gilchrist),,17,18
61,1,4:50.0,,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),17,20
62,1,4:36.0,K. Walker makes 2-pt layup from 2 ft,,19,20
63,1,4:26.0,,Shooting foul by R. Hibbert (drawn by T. Ariza),19,20
64,1,4:26.0,,T. Ariza misses free throw 1 of 2,19,20
65,1,4:26.0,,Offensive rebound by Team,19,20
66,1,4:26.0,S. Hawes enters the game for R. Hibbert,,19,20
67,1,4:26.0,F. Kaminsky enters the game for M. Williams,,19,20
68,1,4:26.0,,T. Ariza makes free throw 2 of 2,19,21
69,1,4:19.0,Turnover by M. Belinelli (lost ball; steal by N. Hilário),,19,21
70,1,4:14.0,,N. Hilário makes 2-pt dunk at rim,19,23
71,1,4:03.0,K. Walker misses 2-pt layup from 1 ft,,19,23
72,1,4:01.0,,Defensive rebound by T. Ariza,19,23
73,1,3:54.0,,Turnover by N. Hilário (bad pass),19,23
74,1,3:54.0,,C. Brewer enters the game for T. Ariza,19,23
75,1,3:32.0,M. Belinelli misses 3-pt jump shot from 26 ft,,19,23
76,1,3:31.0,,Defensive rebound by N. Hilário,19,23
77,1,3:21.0,,Turnover by J. Harden (bad pass),19,23
78,1,3:08.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),,22,23
79,1,2:53.0,,R. Anderson misses 3-pt jump shot from 29 ft,22,23
80,1,2:52.0,Defensive rebound by S. Hawes,,22,23
81,1,2:46.0,Personal foul by C. Brewer (drawn by K. Walker),,22,23
82,1,2:46.0,,Houston full timeout,22,23
83,1,2:46.0,R. Sessions enters the game for K. Walker,,22,23
84,1,2:37.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by F. Kaminsky),,24,23
85,1,2:25.0,,J. Harden makes 3-pt jump shot from 28 ft (assist by N. Hilário),24,26
86,1,2:00.0,R. Sessions misses 2-pt layup from 2 ft,,24,26
87,1,1:59.0,,Defensive rebound by S. Dekker,24,26
88,1,1:50.0,,S. Dekker misses 2-pt dunk at rim,24,26
89,1,1:46.0,Defensive rebound by R. Sessions,,24,26
90,1,1:42.0,M. Belinelli misses 3-pt jump shot from 25 ft,,24,26
91,1,1:41.0,,Defensive rebound by J. Harden,24,26
92,1,1:33.0,,J. Harden misses 2-pt layup from 3 ft,24,26
93,1,1:33.0,,Offensive rebound by Team,24,26
94,1,1:29.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Harden),24,26
95,1,1:29.0,,J. Harden misses free throw 1 of 2,24,26
96,1,1:29.0,,Offensive rebound by Team,24,26
97,1,1:29.0,T. Graham enters the game for M. Kidd-Gilchrist,,24,26
98,1,1:29.0,,J. Harden makes free throw 2 of 2,24,27
99,1,1:20.0,Turnover by M. Belinelli (bad pass; steal by C. Brewer),,24,27
100,1,1:09.0,,R. Anderson misses 3-pt jump shot from 24 ft,24,27
101,1,1:07.0,Defensive rebound by S. Hawes,,24,27
102,1,0:58.0,R. Sessions misses 2-pt layup from 4 ft,,24,27
103,1,0:57.0,,Defensive rebound by N. Hilário,24,27
104,1,0:53.0,,C. Brewer makes 2-pt layup from 3 ft (assist by J. Harden),24,29
105,1,0:46.0,R. Sessions makes 2-pt layup from 2 ft,,26,29
106,1,0:25.0,,J. Harden makes 3-pt jump shot from 26 ft,26,32
107,1,0:10.0,Personal foul by C. Brewer (drawn by R. Sessions),,26,32
108,1,0:00.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,26,32
109,1,0:00.0,Offensive rebound by Team,,26,32
110,2,11:46.0,,M. Harrell makes 2-pt layup from 2 ft (assist by P. Beverley),26,34
111,2,11:46.0,Violation by S. Hawes (def goaltending),,26,34
112,2,11:21.0,S. Hawes makes 2-pt jump shot from 4 ft (assist by M. Belinelli),,28,34
113,2,11:12.0,,Shooting foul by S. Hawes (drawn by M. Harrell),28,34
114,2,11:12.0,,M. Harrell makes free throw 1 of 2,28,35
115,2,11:12.0,,M. Harrell makes free throw 2 of 2,28,36
116,2,10:56.0,Turnover by F. Kaminsky (step out of bounds),,28,36
117,2,10:42.0,,P. Beverley misses 2-pt jump shot from 8 ft,28,36
118,2,10:41.0,Defensive rebound by S. Hawes,,28,36
119,2,10:30.0,R. Sessions makes 3-pt jump shot from 26 ft (assist by S. Hawes),,31,36
120,2,10:08.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by S. Dekker),31,39
121,2,9:53.0,Shooting foul by P. Beverley (drawn by F. Kaminsky),,31,39
122,2,9:53.0,F. Kaminsky makes free throw 1 of 2,,32,39
123,2,9:53.0,F. Kaminsky makes free throw 2 of 2,,33,39
124,2,9:36.0,,C. Brewer makes 2-pt layup from 3 ft (assist by P. Beverley),33,41
125,2,9:22.0,Turnover by R. Sessions (bad pass; steal by M. Harrell),,33,41
126,2,9:14.0,,T. Ariza misses 3-pt jump shot from 25 ft,33,41
127,2,9:13.0,,Offensive rebound by M. Harrell,33,41
128,2,9:02.0,,T. Ariza makes 2-pt jump shot from 7 ft,33,43
129,2,8:45.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by R. Sessions),,35,43
130,2,8:40.0,Offensive charge foul by S. Dekker (drawn by F. Kaminsky),,35,43
131,2,8:40.0,,Turnover by S. Dekker (offensive foul),35,43
132,2,8:40.0,Official timeout,,35,43
133,2,8:40.0,K. Walker enters the game for M. Belinelli,,35,43
134,2,8:15.0,K. Walker misses 2-pt jump shot from 21 ft,,35,43
135,2,8:14.0,,Defensive rebound by C. Brewer,35,43
136,2,8:01.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by T. Ariza),35,46
137,2,7:34.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,35,46
138,2,7:33.0,Offensive rebound by K. Walker,,35,46
139,2,7:20.0,K. Walker makes 3-pt jump shot from 25 ft (assist by S. Hawes),,38,46
140,2,7:02.0,,C. Brewer makes 2-pt layup from 4 ft (assist by M. Harrell),38,48
141,2,6:46.0,Turnover by K. Walker (bad pass; steal by S. Dekker),,38,48
142,2,6:30.0,,Turnover by P. Beverley (palming),38,48
143,2,6:16.0,J. Lamb makes 2-pt jump shot from 8 ft,,40,48
144,2,5:59.0,,Shooting foul by S. Hawes (drawn by T. Ariza),40,48
145,2,5:59.0,,Houston full timeout,40,48
146,2,5:59.0,,T. Ariza makes free throw 1 of 2,40,49
147,2,5:59.0,M. Kidd-Gilchrist enters the game for R. Sessions,,40,48
148,2,5:59.0,,R. Anderson enters the game for M. Harrell,40,48
149,2,5:59.0,,N. Hilário enters the game for P. Beverley,40,48
150,2,5:59.0,,J. Harden enters the game for S. Dekker,40,48
151,2,5:59.0,,T. Ariza makes free throw 2 of 2,40,50
152,2,5:44.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,40,50
153,2,5:43.0,,Defensive rebound by J. Harden,40,50
154,2,5:25.0,,N. Hilário misses 2-pt jump shot from 20 ft,40,50
155,2,5:24.0,Defensive rebound by S. Hawes,,40,50
156,2,5:13.0,S. Hawes misses 3-pt jump shot from 26 ft,,40,50
157,2,5:12.0,,Defensive rebound by J. Harden,40,50
158,2,4:57.0,,J. Harden misses 2-pt jump shot from 14 ft,40,50
159,2,4:56.0,,Offensive rebound by J. Harden,40,50
160,2,4:52.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by R. Anderson),40,53
161,2,4:30.0,F. Kaminsky misses 2-pt layup from 2 ft,,40,53
162,2,4:29.0,,Defensive rebound by N. Hilário,40,53
163,2,4:22.0,,N. Hilário misses 2-pt dunk at rim,40,53
164,2,4:20.0,Defensive rebound by J. Lamb,,40,53
165,2,4:08.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Lamb),,43,53
166,2,3:57.0,,J. Harden makes 2-pt layup from 3 ft,43,55
167,2,3:49.0,Charlotte full timeout,,43,55
168,2,3:49.0,R. Hibbert enters the game for S. Hawes,,43,55
169,2,3:49.0,M. Williams enters the game for F. Kaminsky,,43,55
170,2,3:49.0,,P. Beverley enters the game for C. Brewer,43,55
171,2,3:40.0,Turnover by K. Walker (bad pass; steal by R. Anderson),,43,55
172,2,3:35.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),43,57
173,2,3:06.0,M. Williams misses 3-pt jump shot from 28 ft,,43,57
174,2,3:03.0,,Defensive rebound by T. Ariza,43,57
175,2,2:57.0,,J. Harden makes 3-pt jump shot from 25 ft,43,60
176,2,2:41.0,K. Walker misses 2-pt layup from 4 ft,,43,60
177,2,2:40.0,,Defensive rebound by P. Beverley,43,60
178,2,2:33.0,,J. Harden misses 3-pt jump shot from 28 ft,43,60
179,2,2:31.0,,Offensive rebound by R. Anderson,43,60
180,2,2:26.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Harden),43,63
181,2,2:16.0,Charlotte full timeout,,43,63
182,2,2:16.0,T. Graham enters the game for R. Hibbert,,43,63
183,2,2:16.0,S. Hawes enters the game for M. Kidd-Gilchrist,,43,63
184,2,2:07.0,J. Lamb misses 2-pt jump shot from 5 ft,,43,63
185,2,2:06.0,,Defensive rebound by J. Harden,43,63
186,2,1:53.0,,Shooting foul by K. Walker (drawn by P. Beverley),43,63
187,2,1:53.0,,P. Beverley makes free throw 1 of 2,43,64
188,2,1:53.0,M. Belinelli enters the game for J. Lamb,,43,64
189,2,1:53.0,,P. Beverley makes free throw 2 of 2,43,65
190,2,1:43.0,Personal foul by T. Ariza (drawn by M. Belinelli),,43,65
191,2,1:35.0,Shooting foul by N. Hilário (drawn by M. Williams),,43,65
192,2,1:35.0,M. Williams misses free throw 1 of 2,,43,65
193,2,1:35.0,Offensive rebound by Team,,43,65
194,2,1:35.0,M. Williams makes free throw 2 of 2,,44,65
195,2,1:22.0,,J. Harden misses 2-pt jump shot from 18 ft,44,65
196,2,1:21.0,Defensive rebound by M. Belinelli,,44,65
197,2,1:13.0,Turnover by M. Belinelli (bad pass),,44,65
198,2,1:05.0,,T. Ariza misses 2-pt jump shot from 20 ft,44,65
199,2,1:03.0,Defensive rebound by T. Graham,,44,65
200,2,0:59.0,K. Walker misses 2-pt layup from 4 ft (block by N. Hilário),,44,65
201,2,0:59.0,Offensive rebound by Team,,44,65
202,2,0:55.0,K. Walker misses 3-pt jump shot from 23 ft,,44,65
203,2,0:54.0,,Defensive rebound by J. Harden,44,65
204,2,0:42.0,,N. Hilário makes 2-pt layup from 4 ft (assist by T. Ariza),44,67
205,2,0:28.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by K. Walker),,47,67
206,2,0:06.0,,J. Harden misses 3-pt jump shot from 25 ft,47,67
207,2,0:05.0,Defensive rebound by K. Walker,,47,67
208,2,0:00.0,K. Walker misses 3-pt jump shot from 27 ft,,47,67
209,2,0:00.0,Offensive rebound by Team,,47,67
210,3,11:43.0,,T. Ariza misses 2-pt jump shot from 19 ft,47,67
211,3,11:42.0,Defensive rebound by M. Williams,,47,67
212,3,11:27.0,J. Lamb misses 3-pt jump shot from 24 ft,,47,67
213,3,11:25.0,,Defensive rebound by J. Harden,47,67
214,3,11:22.0,,Turnover by J. Harden (bad pass; steal by M. Williams),47,67
215,3,11:11.0,M. Williams makes 2-pt layup from 3 ft (assist by K. Walker),,49,67
216,3,10:58.0,,P. Beverley misses 3-pt jump shot from 24 ft,49,67
217,3,10:56.0,Defensive rebound by J. Lamb,,49,67
218,3,10:47.0,J. Lamb misses 3-pt jump shot from 24 ft,,49,67
219,3,10:44.0,,Defensive rebound by J. Harden,49,67
220,3,10:43.0,,Shooting foul by M. Williams (drawn by J. Harden),49,67
221,3,10:43.0,,J. Harden makes free throw 1 of 2,49,68
222,3,10:43.0,,J. Harden makes free throw 2 of 2,49,69
223,3,10:29.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,49,69
224,3,10:28.0,,Defensive rebound by J. Harden,49,69
225,3,10:21.0,,R. Anderson misses 3-pt jump shot from 27 ft,49,69
226,3,10:19.0,Defensive rebound by M. Kidd-Gilchrist,,49,69
227,3,10:08.0,K. Walker makes 3-pt jump shot from 25 ft (assist by J. Lamb),,52,69
228,3,9:50.0,,J. Harden misses 3-pt jump shot from 25 ft,52,69
229,3,9:49.0,Defensive rebound by R. Hibbert,,52,69
230,3,9:37.0,J. Lamb misses 2-pt jump shot from 8 ft,,52,69
231,3,9:36.0,Offensive rebound by R. Hibbert,,52,69
232,3,9:24.0,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft (block by M. Harrell),,52,69
233,3,9:21.0,,Defensive rebound by R. Anderson,52,69
234,3,9:09.0,,P. Beverley misses 3-pt jump shot from 24 ft,52,69
235,3,9:08.0,,Offensive rebound by R. Anderson,52,69
236,3,9:03.0,,R. Anderson makes 3-pt jump shot from 23 ft,52,72
237,3,8:47.0,M. Williams misses 3-pt jump shot from 24 ft,,52,72
238,3,8:46.0,,Defensive rebound by P. Beverley,52,72
239,3,8:37.0,,J. Harden misses 2-pt jump shot from 7 ft (block by R. Hibbert),52,72
240,3,8:37.0,,Offensive rebound by Team,52,72
241,3,8:29.0,,P. Beverley misses 3-pt jump shot from 26 ft,52,72
242,3,8:27.0,Defensive rebound by M. Williams,,52,72
243,3,8:19.0,K. Walker makes 2-pt layup from 3 ft,,54,72
244,3,8:00.0,Offensive charge foul by P. Beverley (drawn by K. Walker),,54,72
245,3,8:00.0,,Turnover by P. Beverley (offensive foul),54,72
246,3,7:48.0,K. Walker misses 3-pt jump shot from 26 ft,,54,72
247,3,7:46.0,Offensive rebound by M. Kidd-Gilchrist,,54,72
248,3,7:41.0,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,57,72
249,3,7:28.0,,R. Anderson misses 2-pt layup from 2 ft,57,72
250,3,7:26.0,Defensive rebound by R. Hibbert,,57,72
251,3,7:19.0,Turnover by K. Walker (lost ball; steal by M. Harrell),,57,72
252,3,7:11.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by J. Harden),57,75
253,3,6:43.0,K. Walker makes 3-pt jump shot from 25 ft,,60,75
254,3,6:24.0,,J. Harden misses 3-pt jump shot from 26 ft,60,75
255,3,6:23.0,Defensive rebound by K. Walker,,60,75
256,3,6:10.0,R. Hibbert makes 2-pt hook shot from 11 ft (assist by J. Lamb),,62,75
257,3,6:08.0,,Houston full timeout,62,75
258,3,6:08.0,,C. Brewer enters the game for M. Harrell,62,75
259,3,6:08.0,,N. Hilário enters the game for P. Beverley,62,75
260,3,5:53.0,,R. Anderson misses 3-pt jump shot from 26 ft,62,75
261,3,5:52.0,,Offensive rebound by N. Hilário,62,75
262,3,5:49.0,,Turnover by N. Hilário (bad pass; steal by K. Walker),62,75
263,3,5:44.0,M. Kidd-Gilchrist misses 2-pt layup from 4 ft,,62,75
264,3,5:38.0,Offensive rebound by M. Williams,,62,75
265,3,5:36.0,M. Williams makes 2-pt layup from 1 ft,,64,75
266,3,5:28.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),64,78
267,3,5:28.0,,Shooting foul by J. Lamb (drawn by T. Ariza),64,78
268,3,5:28.0,,T. Ariza misses free throw 1 of 1,64,78
269,3,5:26.0,Defensive rebound by M. Williams,,64,78
270,3,5:13.0,Personal foul by J. Harden (drawn by J. Lamb),,64,78
271,3,5:13.0,M. Belinelli enters the game for J. Lamb,,64,78
272,3,4:57.0,M. Belinelli makes 3-pt jump shot from 26 ft,,67,78
273,3,4:41.0,,Shooting foul by R. Hibbert (drawn by N. Hilário),67,78
274,3,4:41.0,,N. Hilário makes free throw 1 of 2,67,79
275,3,4:41.0,,N. Hilário misses free throw 2 of 2,67,79
276,3,4:39.0,Defensive rebound by M. Williams,,67,79
277,3,4:22.0,M. Williams misses 2-pt jump shot from 18 ft,,67,79
278,3,4:21.0,,Defensive rebound by J. Harden,67,79
279,3,4:14.0,,Shooting foul by M. Williams (drawn by N. Hilário),67,79
280,3,4:14.0,,N. Hilário makes free throw 1 of 2,67,80
281,3,4:14.0,S. Hawes enters the game for R. Hibbert,,67,80
282,3,4:14.0,,S. Dekker enters the game for T. Ariza,67,80
283,3,4:14.0,,N. Hilário makes free throw 2 of 2,67,81
284,3,4:01.0,S. Hawes makes 2-pt dunk at rim (assist by M. Belinelli),,69,81
285,3,3:41.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by S. Dekker),69,84
286,3,3:23.0,K. Walker makes 2-pt jump shot from 17 ft (assist by M. Belinelli),,71,84
287,3,3:14.0,,C. Brewer misses 2-pt layup from 2 ft,71,84
288,3,3:13.0,Defensive rebound by S. Hawes,,71,84
289,3,2:54.0,S. Hawes makes 2-pt layup from 3 ft (assist by M. Belinelli),,73,84
290,3,2:42.0,,N. Hilário misses 2-pt layup from 3 ft (block by K. Walker),73,84
291,3,2:40.0,Defensive rebound by M. Kidd-Gilchrist,,73,84
292,3,2:39.0,Personal foul by J. Harden (drawn by M. Kidd-Gilchrist),,73,84
293,3,2:39.0,Charlotte full timeout,,73,84
294,3,2:39.0,R. Sessions enters the game for M. Williams,,73,84
295,3,2:39.0,F. Kaminsky enters the game for K. Walker,,73,84
296,3,2:25.0,S. Hawes misses 2-pt dunk at rim,,73,84
297,3,2:23.0,,Defensive rebound by C. Brewer,73,84
298,3,2:14.0,,Shooting foul by S. Hawes (drawn by J. Harden),73,84
299,3,2:14.0,,J. Harden makes free throw 1 of 2,73,85
300,3,2:14.0,,J. Harden makes free throw 2 of 2,73,86
301,3,2:00.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by M. Kidd-Gilchrist),,75,86
302,3,1:48.0,,J. Harden misses 2-pt jump shot from 14 ft,75,86
303,3,1:47.0,Defensive rebound by F. Kaminsky,,75,86
304,3,1:35.0,S. Hawes misses 3-pt jump shot from 26 ft,,75,86
305,3,1:32.0,,Defensive rebound by J. Harden,75,86
306,3,1:30.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Harden),75,86
307,3,1:30.0,,J. Harden misses free throw 1 of 3,75,86
308,3,1:30.0,,Offensive rebound by Team,75,86
309,3,1:30.0,,J. Harden makes free throw 2 of 3,75,87
310,3,1:30.0,,J. Harden makes free throw 3 of 3,75,88
311,3,1:12.0,F. Kaminsky makes 2-pt jump shot from 7 ft (assist by S. Hawes),,77,88
312,3,1:00.0,,R. Anderson makes 2-pt jump shot from 9 ft,77,90
313,3,0:47.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,77,90
314,3,0:47.0,,Defensive rebound by Team,77,90
315,3,0:47.0,Loose ball foul by S. Hawes (drawn by N. Hilário),,77,90
316,3,0:47.0,,N. Hilário misses free throw 1 of 2,77,90
317,3,0:47.0,,Offensive rebound by Team,77,90
318,3,0:47.0,,N. Hilário makes free throw 2 of 2,77,91
319,3,0:42.0,Personal foul by N. Hilário (drawn by R. Sessions),,77,91
320,3,0:33.0,S. Hawes makes 2-pt hook shot from 6 ft (assist by M. Kidd-Gilchrist),,79,91
321,3,0:30.0,,J. Harden makes 3-pt jump shot from 27 ft,79,94
322,3,0:08.0,R. Sessions misses 2-pt jump shot from 8 ft (block by N. Hilário),,79,94
323,3,0:06.0,,Defensive rebound by C. Brewer,79,94
324,3,0:04.0,,C. Brewer makes 2-pt layup from 2 ft,79,96
325,3,0:00.0,M. Belinelli misses 3-pt jump shot from 40 ft,,79,96
326,3,0:00.0,Offensive rebound by Team,,79,96
327,4,11:47.0,M. Belinelli makes 2-pt layup from 1 ft (assist by S. Hawes),,81,96
328,4,11:29.0,,M. Harrell makes 2-pt layup from 5 ft (assist by T. Ariza),81,98
329,4,11:06.0,J. Lamb makes 2-pt jump shot from 7 ft,,83,98
330,4,10:52.0,,S. Dekker misses 3-pt jump shot from 23 ft,83,98
331,4,10:50.0,Defensive rebound by J. Lamb,,83,98
332,4,10:40.0,Offensive foul by S. Hawes (drawn by P. Beverley),,83,98
333,4,10:40.0,Turnover by S. Hawes (offensive foul),,83,98
334,4,10:26.0,,C. Brewer makes 2-pt jump shot from 19 ft (assist by M. Harrell),83,100
335,4,10:11.0,J. Lamb misses 2-pt jump shot from 20 ft,,83,100
336,4,10:09.0,,Defensive rebound by P. Beverley,83,100
337,4,10:03.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by P. Beverley),83,103
338,4,10:03.0,Charlotte full timeout,,83,103
339,4,9:44.0,S. Hawes makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,86,103
340,4,9:30.0,,T. Ariza misses 3-pt jump shot from 25 ft,86,103
341,4,9:29.0,Defensive rebound by J. Lamb,,86,103
342,4,9:19.0,M. Belinelli misses 2-pt jump shot from 20 ft,,86,103
343,4,9:18.0,,Defensive rebound by C. Brewer,86,103
344,4,9:14.0,Offensive charge foul by C. Brewer (drawn by J. Lamb),,86,103
345,4,9:14.0,,Turnover by C. Brewer (offensive foul),86,103
346,4,9:14.0,K. Walker enters the game for R. Sessions,,86,103
347,4,9:02.0,S. Hawes makes 2-pt jump shot from 14 ft (assist by K. Walker),,88,103
348,4,8:44.0,Violation by S. Hawes (def goaltending),,88,103
349,4,8:44.0,,C. Brewer makes 2-pt layup from 4 ft (assist by S. Dekker),88,105
350,4,8:44.0,Violation by Team (jump ball),,88,105
351,4,8:27.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by M. Belinelli),,90,105
352,4,8:05.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by P. Beverley),90,108
353,4,7:48.0,,J. Harden enters the game for S. Dekker,90,108
354,4,7:48.0,M. Kidd-Gilchrist enters the game for J. Lamb,,90,108
355,4,7:39.0,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by K. Walker),,92,108
356,4,7:20.0,,C. Brewer misses 3-pt jump shot from 25 ft,92,108
357,4,7:19.0,Defensive rebound by K. Walker,,92,108
358,4,7:11.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),,95,108
359,4,6:49.0,,P. Beverley misses 3-pt jump shot from 25 ft,95,108
360,4,6:48.0,Defensive rebound by M. Belinelli,,95,108
361,4,6:40.0,M. Belinelli misses 3-pt jump shot from 25 ft,,95,108
362,4,6:38.0,,Defensive rebound by P. Beverley,95,108
363,4,6:18.0,,M. Harrell makes 2-pt jump shot from 3 ft (assist by J. Harden),95,110
364,4,6:18.0,,Shooting foul by S. Hawes (drawn by M. Harrell),95,110
365,4,6:18.0,,M. Harrell misses free throw 1 of 1,95,110
366,4,6:18.0,,R. Anderson enters the game for C. Brewer,95,110
367,4,6:18.0,R. Hibbert enters the game for S. Hawes,,95,110
368,4,6:15.0,Defensive rebound by F. Kaminsky,,95,110
369,4,6:02.0,K. Walker makes 3-pt jump shot from 26 ft,,98,110
370,4,5:44.0,,P. Beverley misses 3-pt jump shot from 26 ft,98,110
371,4,5:43.0,Defensive rebound by M. Kidd-Gilchrist,,98,110
372,4,5:33.0,Turnover by K. Walker (bad pass; steal by R. Anderson),,98,110
373,4,5:24.0,,T. Ariza misses 3-pt jump shot from 23 ft,98,110
374,4,5:21.0,,Offensive rebound by P. Beverley,98,110
375,4,5:19.0,,P. Beverley misses 2-pt jump shot from 5 ft (block by M. Kidd-Gilchrist),98,110
376,4,5:16.0,Defensive rebound by R. Hibbert,,98,110
