,QUARTER,TIME_REMAINING,UTAH_ACTION,DALLAS_ACTION,UTAH_SCORE,DALLAS_SCORE
0,1,11:42.0,Turnover by J. Ingles (traveling),,0,0
1,1,11:31.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,0,0
2,1,11:31.0,Defensive rebound by G. Hayward,,0,0
3,1,11:08.0,D. Exum misses 3-pt jump shot from 24 ft,,0,0
4,1,11:07.0,,Defensive rebound by Y. Ferrell,0,0
5,1,10:59.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),0,2
6,1,10:43.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by D. Favors),,3,2
7,1,10:17.0,,W. Matthews misses 2-pt jump shot from 20 ft,3,2
8,1,10:15.0,Defensive rebound by R. Gobert,,3,2
9,1,9:59.0,Shooting foul by Y. Ferrell (drawn by D. Favors),,3,2
10,1,9:59.0,D. Favors makes free throw 1 of 2,,4,2
11,1,9:59.0,D. Favors makes free throw 2 of 2,,5,2
12,1,9:44.0,,S. Curry misses 2-pt jump shot from 15 ft,5,2
13,1,9:42.0,Defensive rebound by R. Gobert,,5,2
14,1,9:20.0,D. Exum makes 3-pt jump shot from 24 ft (assist by G. Hayward),,8,2
15,1,8:57.0,,H. Barnes makes 2-pt hook shot from 8 ft,8,4
16,1,8:44.0,G. Hayward makes 2-pt jump shot from 14 ft (assist by J. Ingles),,10,4
17,1,8:32.0,,W. Matthews misses 2-pt layup from 3 ft (block by R. Gobert),10,4
18,1,8:31.0,,Offensive rebound by Team,10,4
19,1,8:29.0,,Shooting block foul by G. Hayward (drawn by H. Barnes),10,4
20,1,8:29.0,,H. Barnes makes free throw 1 of 2,10,5
21,1,8:29.0,,H. Barnes misses free throw 2 of 2,10,5
22,1,8:28.0,Defensive rebound by D. Favors,,10,5
23,1,8:17.0,G. Hayward misses 2-pt jump shot from 19 ft,,10,5
24,1,8:16.0,,Defensive rebound by Y. Ferrell,10,5
25,1,8:11.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,10,5
26,1,8:09.0,Defensive rebound by J. Ingles,,10,5
27,1,8:01.0,J. Ingles misses 2-pt jump shot from 17 ft,,10,5
28,1,8:00.0,Offensive rebound by R. Gobert,,10,5
29,1,7:53.0,Turnover by J. Ingles (lost ball; steal by D. Nowitzki),,10,5
30,1,7:44.0,,H. Barnes misses 2-pt jump shot from 17 ft,10,5
31,1,7:42.0,Defensive rebound by R. Gobert,,10,5
32,1,7:33.0,R. Gobert misses 2-pt jump shot from 6 ft,,10,5
33,1,7:32.0,,Defensive rebound by Team,10,5
34,1,7:20.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by Y. Ferrell),10,7
35,1,6:57.0,R. Gobert makes 2-pt layup from 2 ft (assist by D. Favors),,12,7
36,1,6:56.0,,Dallas full timeout,12,7
37,1,6:56.0,,D. Finney-Smith enters the game for W. Matthews,12,7
38,1,6:56.0,S. Mack enters the game for D. Favors,,12,7
39,1,6:56.0,T. Lyles enters the game for D. Exum,,12,7
40,1,6:30.0,,S. Curry misses 2-pt jump shot from 20 ft,12,7
41,1,6:30.0,Defensive rebound by R. Gobert,,12,7
42,1,6:12.0,G. Hayward misses 2-pt jump shot from 11 ft,,12,7
43,1,6:11.0,,Defensive rebound by S. Curry,12,7
44,1,6:00.0,,Turnover by D. Nowitzki (bad pass; steal by S. Mack),12,7
45,1,5:56.0,J. Ingles makes 2-pt dunk at rim (assist by G. Hayward),,14,7
46,1,5:29.0,,H. Barnes misses 2-pt hook shot from 6 ft,14,7
47,1,5:27.0,Defensive rebound by S. Mack,,14,7
48,1,5:19.0,S. Mack misses 2-pt jump shot from 4 ft,,14,7
49,1,5:19.0,Offensive rebound by Team,,14,7
50,1,5:19.0,,Loose ball foul by H. Barnes (drawn by R. Gobert),14,7
51,1,5:19.0,,D. Harris enters the game for Y. Ferrell,14,7
52,1,5:19.0,,S. Mejri enters the game for D. Nowitzki,14,7
53,1,5:19.0,A. Burks enters the game for J. Ingles,,14,7
54,1,5:13.0,G. Hayward misses 2-pt layup from 2 ft (block by S. Mejri),,14,7
55,1,5:12.0,,Defensive rebound by S. Curry,14,7
56,1,5:10.0,,Personal take foul by S. Mack (drawn by S. Curry),14,7
57,1,5:03.0,,S. Curry makes 2-pt jump shot from 21 ft,14,9
58,1,4:40.0,S. Mack misses 2-pt jump shot from 10 ft,,14,9
59,1,4:38.0,,Defensive rebound by D. Finney-Smith,14,9
60,1,4:30.0,,S. Curry misses 2-pt jump shot from 4 ft (block by S. Mack),14,9
61,1,4:29.0,Defensive rebound by S. Mack,,14,9
62,1,4:20.0,A. Burks makes 2-pt jump shot from 22 ft (assist by R. Gobert),,16,9
63,1,3:52.0,,S. Curry makes 2-pt jump shot from 3 ft,16,11
64,1,3:37.0,R. Gobert makes 2-pt layup from 1 ft (assist by T. Lyles),,18,11
65,1,3:23.0,,Turnover by S. Curry (bad pass),18,11
66,1,3:23.0,D. Favors enters the game for R. Gobert,,18,11
67,1,2:59.0,A. Burks misses 3-pt jump shot from 25 ft,,18,11
68,1,2:58.0,,Defensive rebound by D. Finney-Smith,18,11
69,1,2:51.0,,D. Harris makes 2-pt jump shot from 3 ft (assist by D. Finney-Smith),18,13
70,1,2:47.0,Utah full timeout,,18,13
71,1,2:47.0,D. Exum enters the game for S. Mack,,18,13
72,1,2:32.0,Turnover by D. Exum (bad pass; steal by S. Mejri),,18,13
73,1,2:25.0,,D. Finney-Smith misses 2-pt layup from 2 ft,18,13
74,1,2:24.0,,Offensive rebound by D. Harris,18,13
75,1,2:17.0,,S. Curry makes 2-pt jump shot from 18 ft,18,15
76,1,2:01.0,G. Hayward misses 2-pt jump shot from 18 ft,,18,15
77,1,1:59.0,,Defensive rebound by S. Mejri,18,15
78,1,1:46.0,,S. Mejri makes 2-pt dunk at rim (assist by D. Harris),18,17
79,1,1:17.0,G. Hayward misses 2-pt jump shot from 12 ft,,18,17
80,1,1:16.0,,Defensive rebound by H. Barnes,18,17
81,1,1:06.0,,D. Harris misses 2-pt jump shot from 5 ft,18,17
82,1,1:04.0,,Offensive rebound by S. Mejri,18,17
83,1,1:04.0,,S. Mejri makes 2-pt hook shot from 3 ft,18,19
84,1,0:59.0,Utah full timeout,,18,19
85,1,0:59.0,,W. Matthews enters the game for H. Barnes,18,19
86,1,0:59.0,,Y. Ferrell enters the game for S. Curry,18,19
87,1,0:59.0,,D. Nowitzki enters the game for D. Finney-Smith,18,19
88,1,0:59.0,J. Johnson enters the game for G. Hayward,,18,19
89,1,0:52.0,A. Burks misses 2-pt jump shot from 18 ft,,18,19
90,1,0:51.0,,Defensive rebound by Y. Ferrell,18,19
91,1,0:42.0,,Shooting block foul by T. Lyles (drawn by D. Harris),18,19
92,1,0:42.0,,D. Harris misses free throw 1 of 2,18,19
93,1,0:42.0,,Offensive rebound by Team,18,19
94,1,0:42.0,,D. Harris makes free throw 2 of 2,18,20
95,1,0:35.0,A. Burks makes 2-pt jump shot from 10 ft (assist by J. Johnson),,20,20
96,1,0:18.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,20,20
97,1,0:18.0,Defensive rebound by D. Favors,,20,20
98,1,0:04.0,Personal foul by D. Harris (drawn by A. Burks),,20,20
99,1,0:04.0,,D. Powell enters the game for D. Nowitzki,20,20
100,1,0:02.0,A. Burks makes 3-pt jump shot from 23 ft,,23,20
101,1,0:00.0,,D. Harris misses 3-pt jump shot from 56 ft,23,20
102,1,0:00.0,,Offensive rebound by Team,23,20
103,2,11:53.0,,Personal foul by A. Burks (drawn by W. Matthews),23,20
104,2,11:47.0,,Turnover by Y. Ferrell (bad pass; steal by D. Favors),23,20
105,2,11:32.0,Personal foul by D. Finney-Smith (drawn by D. Favors),,23,20
106,2,11:26.0,Turnover by D. Exum (back court),,23,20
107,2,11:04.0,,Y. Ferrell makes 2-pt layup at rim,23,22
108,2,10:54.0,Personal foul by D. Finney-Smith (drawn by B. Diaw),,23,22
109,2,10:49.0,A. Burks makes 2-pt jump shot from 20 ft,,25,22
110,2,10:34.0,,W. Matthews makes 2-pt jump shot from 7 ft,25,24
111,2,10:13.0,Turnover by J. Johnson (lost ball; steal by Y. Ferrell),,25,24
112,2,10:02.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by W. Matthews),25,26
113,2,10:01.0,Utah full timeout,,25,26
114,2,10:01.0,S. Mack enters the game for D. Exum,,25,26
115,2,9:40.0,J. Johnson misses 3-pt jump shot from 25 ft,,25,26
116,2,9:38.0,,Defensive rebound by Y. Ferrell,25,26
117,2,9:22.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by Y. Ferrell),25,28
118,2,9:02.0,D. Favors misses 2-pt jump shot from 21 ft,,25,28
119,2,9:01.0,,Defensive rebound by Team,25,28
120,2,8:55.0,,Personal block foul by D. Favors (drawn by D. Nowitzki),25,28
121,2,8:55.0,,D. Harris enters the game for W. Matthews,25,28
122,2,8:55.0,J. Ingles enters the game for A. Burks,,25,28
123,2,8:40.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,25,28
124,2,8:38.0,Defensive rebound by S. Mack,,25,28
125,2,8:27.0,Turnover by J. Johnson (lost ball; steal by D. Finney-Smith),,25,28
126,2,8:20.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,25,28
127,2,8:19.0,,Offensive rebound by Team,25,28
128,2,8:19.0,R. Gobert enters the game for D. Favors,,25,28
129,2,8:19.0,,H. Barnes enters the game for D. Nowitzki,25,28
